RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
thompson10300ct,94.47,Tage Thompson,10300,C,0,BUF,CLB-JKorpisalo,21.63,27.0,16.2,1.87,2.1,1,1,16,0,0.7,7,0,2,4.2,3.0,-200,7.0,91,-210,19.3,2.6,77,37,22,86,18.9,77,22,22,9,0.65,0.59,1.24,18.54,4.01,3.71,5.02,0.74,0.18,0.35,4.06,14.69,12.67,11.13,0.24,0.14,3.2,1.01,1.3,0.78,0.02,0.0,0.38,0.45,0.51,0.02,3.54,0.6,0.5,1.1,17.85,3.7,3.5,5.3,0.66,0.17,0.5,4.0,15.6,14.5,0.3,0.1,2.83,0.8,16.14,4.29,4.14,0.14,5.86,1.14,18.25,3.1,0.29,0.14,50.76,44.7,50.71,42.55,43.54,3.15,0.25,2.97,0.24,46.1,55.09,46.8,48.09,2.7,0.19,2.36,0.19,47.14,2/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLB,thompson,t,thompson10300ct,87439-70924,C,t,Tage Thompson,thompson,20.781035324622845,58.0,10300,CBJ@BUF,BUF,CBJ,,,,,,C/UTIL,thompson10300ct
stamkos8600cs,92.1,Steven Stamkos,8600,C,0,TB,FLA-SBobrovsky,17.48,21.9,13.1,1.21,2.0,2,1,14,0,2.2,65,0,2,4.0,3.1,-167,7.0,89,-170,17.5,0.9,67,31,26,105,8.7,27,54,9,11,0.48,0.65,1.12,18.9,3.56,3.22,4.28,0.75,0.15,0.65,3.88,13.22,13.14,9.95,0.17,0.27,3.98,1.33,1.77,0.75,0.0,0.0,0.31,0.38,0.68,0.03,2.88,0.17,0.25,0.42,19.54,1.29,2.67,4.0,0.67,0.06,0.42,3.08,14.33,15.58,0.08,0.08,3.48,0.92,11.71,2.86,2.57,0.29,4.14,1.71,18.58,3.65,0.14,0.14,46.7,45.15,41.64,44.0,50.73,3.4,0.27,3.52,0.25,51.58,45.8,46.92,56.9,3.25,0.21,3.1,0.26,54.17,2/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLA,stamkos,s,stamkos8600cs,87439-8655,C,s,Steven Stamkos,stamkos,16.583051261255296,59.0,8600,FLA@TB,TB,FLA,,,,,,C/UTIL,stamkos8600cs
crosby8300cs,89.02,Sidney Crosby,8300,C,0,PIT,NAS-JSaros,16.48,20.6,12.3,0.83,2.0,1,1,13,0,-0.8,57,0,2,3.5,3.1,-135,6.5,64,-125,17.5,0.8,73,36,26,93,15.5,80,20,30,10,0.47,0.79,1.26,20.08,3.77,2.98,4.02,0.74,0.16,0.58,3.56,17.7,15.09,13.07,0.11,0.22,3.69,0.78,0.94,0.82,0.0,0.0,0.36,0.57,0.66,0.03,3.23,0.27,0.91,1.18,19.56,3.62,3.18,4.18,0.76,0.09,0.45,3.64,21.55,16.27,0.18,0.18,3.29,0.64,17.86,3.57,3.14,0.43,4.0,0.71,19.49,3.49,0.14,0.14,50.43,50.06,47.45,47.08,45.16,3.26,0.21,3.36,0.22,59.55,43.56,48.09,45.0,3.18,0.2,3.11,0.18,42.57,2/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NAS,crosby,s,crosby8300cs,87439-8594,C,s,Sidney Crosby,crosby,16.947458040916313,59.0,8300,PIT@NSH,PIT,NSH,,,,,,C/UTIL,crosby8300cs
stutzle7800ct,88.99,Tim Stutzle,7800,C,0,OTT,DET-VHusso,16.71,20.9,12.5,2.08,2.1,1,1,15,0,-1.1,71,2,1,3.5,3.2,-132,6.5,72,-130,16.0,3.6,64,43,29,88,21.7,60,40,50,10,0.44,0.64,1.08,20.13,3.22,2.7,3.7,0.73,0.16,0.73,3.43,15.69,13.93,11.78,0.14,0.31,3.65,0.72,1.01,0.71,0.01,0.0,0.29,0.33,0.6,0.06,3.35,0.64,0.73,1.36,20.92,3.9,3.55,4.36,0.81,0.18,0.73,4.27,16.09,14.0,0.09,0.27,3.84,0.82,16.5,4.13,3.75,0.38,4.13,1.0,21.38,3.94,0.0,0.25,47.18,45.76,47.42,44.42,39.93,3.4,0.25,2.91,0.25,42.5,50.7,47.3,36.5,3.55,0.21,3.09,0.18,40.14,2/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,stutzle,t,stutzle7800ct,87439-142017,C,t,Tim Stuetzle,stutzle,16.563636363636363,55.0,7800,DET@OTT,OTT,DET,,,,,,C/UTIL,stutzle7800ct
point8700cb,87.76,Brayden Point,8700,C,0,TB,FLA-SBobrovsky,17.01,21.3,12.7,0.54,2.0,1,1,12,0,-1.9,20,0,2,4.0,3.1,-167,7.0,89,-170,15.2,0.5,61,31,29,105,19.1,72,27,45,11,0.47,0.52,0.99,19.4,3.06,2.73,3.71,0.74,0.17,0.47,3.21,14.43,13.62,10.82,0.21,0.19,3.79,0.85,1.1,0.78,0.0,0.0,0.27,0.33,0.25,0.0,2.93,0.67,0.75,1.42,19.28,4.42,2.75,4.08,0.67,0.24,0.58,3.33,17.42,16.0,0.33,0.08,3.37,0.75,17.86,2.71,2.43,0.29,3.71,1.0,19.22,3.67,0.29,0.14,46.7,45.15,41.64,44.0,50.73,3.4,0.27,3.52,0.25,51.58,45.8,46.92,56.9,3.25,0.21,3.1,0.26,54.17,2/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLA,point,b,point8700cb,87439-58926,C,b,Brayden Point,point,17.406779661016948,59.0,8700,FLA@TB,TB,FLA,,,,,,C/UTIL,point8700cb
malkin7400ce,86.63,Evgeni Malkin,7400,C,0,PIT,NAS-JSaros,15.33,19.2,11.4,1.52,2.1,2,1,8,0,-2.2,41,0,2,3.5,3.1,-135,6.5,64,-125,15.2,1.1,65,34,27,93,17.1,80,20,60,10,0.42,0.59,1.01,18.76,3.23,3.14,4.05,0.77,0.13,0.4,3.53,15.13,12.88,11.6,0.14,0.26,3.91,0.95,1.29,0.74,0.0,0.0,0.28,0.33,0.64,0.0,2.82,0.55,0.82,1.36,18.66,4.37,2.91,3.64,0.8,0.19,0.55,3.45,17.82,13.0,0.18,0.18,3.84,0.73,18.43,3.86,3.14,0.71,3.86,0.86,18.49,3.74,0.14,0.14,50.43,50.06,47.45,47.08,45.16,3.26,0.21,3.36,0.22,59.55,43.56,48.09,45.0,3.18,0.2,3.11,0.18,42.57,2/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NAS,malkin,e,malkin7400ce,87439-8595,C,e,Evgeni Malkin,malkin,15.501694501456567,59.0,7400,PIT@NSH,PIT,NSH,,,,,,C/UTIL,malkin7400ce
couture6600cl,85.13,Logan Couture,6600,C,0,SJ,MTL-SMontembeault,16.42,20.6,12.3,4.26,2.5,1,1,7,0,-1.9,76,0,3,3.7,3.0,-162,6.5,53,-145,12.4,0.9,70,25,28,87,11.7,77,22,11,9,0.28,0.45,0.74,18.71,2.37,2.43,3.33,0.73,0.12,0.85,3.28,11.45,12.49,8.45,0.05,0.19,2.7,0.59,0.9,0.65,0.01,0.0,0.23,0.26,0.24,0.05,2.6,0.3,0.9,1.2,18.88,3.81,2.6,4.0,0.65,0.12,0.8,3.4,15.5,12.3,0.0,0.1,2.35,0.4,14.33,3.0,2.0,1.0,3.67,0.67,19.24,2.09,0.0,0.0,49.91,44.44,47.47,47.68,41.36,2.63,0.19,3.41,0.26,50.7,50.3,51.3,41.0,2.4,0.13,2.8,0.25,42.17,2/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,couture,l,couture6600cl,87439-9269,C,l,Logan Couture,couture,13.216666666666669,60.0,6600,MON@SJ,SJ,MON,,,,,,C/UTIL,couture6600cl
cozens6900cd,84.58,Dylan Cozens,6900,C,0,BUF,CLB-JKorpisalo,13.77,17.3,10.3,0.99,2.0,2,1,6,0,-1.0,33,0,2,4.2,3.0,-200,7.0,91,-210,11.6,1.5,62,32,36,86,15.7,66,33,22,9,0.28,0.46,0.74,16.22,2.74,2.41,3.19,0.76,0.12,0.31,2.72,10.9,10.77,8.33,0.05,0.19,2.58,0.44,0.62,0.71,0.02,0.01,0.21,0.26,0.71,0.02,2.66,0.67,0.33,1.0,14.98,4.01,2.89,3.89,0.74,0.23,0.22,3.11,11.0,12.56,0.0,0.11,2.62,0.33,11.43,3.43,3.29,0.14,4.14,0.57,14.99,2.53,0.0,0.0,50.76,44.7,50.71,42.55,43.54,3.15,0.25,2.97,0.24,46.1,55.09,46.8,48.09,2.7,0.19,2.36,0.19,47.14,2/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLB,cozens,d,cozens6900cd,87439-113279,C,d,Dylan Cozens,cozens,13.892982884457236,57.0,6900,CBJ@BUF,BUF,CBJ,,,,,,C/UTIL,cozens6900cd
hertl6300ct,84.09,Tomas Hertl,6300,C,0,SJ,MTL-SMontembeault,15.48,19.4,11.6,3.93,2.5,2,1,9,0,-1.0,82,0,3,3.7,3.0,-162,6.5,53,-145,12.5,0.7,60,31,35,87,9.0,33,55,22,9,0.27,0.55,0.81,19.64,2.47,2.2,3.09,0.71,0.12,0.78,2.98,15.83,14.51,11.4,0.08,0.14,2.79,0.48,0.69,0.7,0.0,0.01,0.19,0.4,0.49,0.02,2.18,0.11,0.44,0.56,19.46,1.73,1.67,2.56,0.65,0.07,0.67,2.33,17.33,18.0,0.0,0.22,2.64,0.11,17.8,1.8,1.4,0.4,2.2,0.4,19.73,2.52,0.0,0.0,49.91,44.44,47.47,47.68,41.36,2.63,0.19,3.41,0.26,50.7,50.3,51.3,41.0,2.4,0.13,2.8,0.25,42.17,2/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,hertl,t,hertl6300ct,87439-40036,C,t,Tomas Hertl,hertl,12.628069961280154,57.0,6300,MON@SJ,SJ,MON,,,,,,C/UTIL,hertl6300ct
scheifele6800cm,83.88,Mark Scheifele,6800,C,0,WPG,LA-PCopley,13.91,17.5,10.4,1.34,2.0,1,1,6,0,-0.2,86,0,2,3.3,2.9,-140,6.0,62,-135,15.0,1.5,60,31,31,86,11.7,50,50,37,8,0.56,0.44,1.0,20.57,2.92,2.54,3.72,0.68,0.22,0.49,3.03,15.32,15.03,11.44,0.13,0.13,3.48,0.73,1.12,0.66,0.0,0.0,0.44,0.31,0.55,0.03,2.72,0.5,0.2,0.7,21.12,1.99,3.1,4.63,0.67,0.16,0.6,3.7,15.2,14.9,0.0,0.0,4.39,0.9,15.29,3.0,2.57,0.43,4.5,1.14,21.24,4.21,0.0,0.0,44.23,44.67,44.41,44.99,47.82,3.17,0.23,3.14,0.26,47.1,42.5,40.7,45.9,3.8,0.13,3.3,0.21,48.57,2/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,scheifele,m,scheifele6800cm,87439-15321,C,m,Mark Scheifele,scheifele,14.284999593098958,60.0,6800,LA@WPG,WPG,LA,,,,,,C/UTIL,scheifele6800cm
