,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
ryan3700cd,67.09,Derek Ryan,3700,C,0,EDM,NYI-ISorokin,4.12,5.3,2.9,-2.09,1.1,4,0,1,0,0.6,52,0,2,3.4,2.7,-160,6.0,37,-144,5.6,-0.4,54,23,38,103,6.6,46,53,30,13,0.14,0.18,0.33,11.15,1.78,0.98,1.25,0.79,0.15,0.58,1.56,8.51,8.41,6.17,0.0,0.0,0.09,0.0,0.01,0.0,0.0,0.01,0.14,0.17,0.29,0.0,1.06,0.21,0.14,0.36,10.81,2.0,1.29,1.64,0.79,0.17,0.36,1.64,8.73,8.18,0.0,0.0,0.0,0.0,8.5,1.33,1.0,0.33,2.0,0.0,9.93,0.0,0.0,0.0,47.08,47.66,48.09,44.9,42.78,3.18,0.29,2.8,0.17,47.0,47.75,42.33,43.67,3.36,0.49,2.91,0.22,43.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYI,ryan,d,ryan3700cd,85626-62927,C,d,Derek Ryan,ryan,4.905262997275905,38.0,3700,NYI@EDM,EDM,NYI,,,,,,C/UTIL,ryan3700cd
saad3900wb,70.6,Brandon Saad,3900,W,0,STL,NJD-MBlackwood,9.75,12.3,7.2,2.87,2.5,2,2,4,0,0.0,91,0,2,2.9,3.8,145,6.5,61,122,9.4,1.2,60,28,31,94,9.5,83,16,33,12,0.26,0.3,0.57,16.27,2.1,1.86,2.45,0.76,0.14,0.33,2.18,11.63,12.07,8.6,0.03,0.05,1.59,0.27,0.33,0.83,0.02,0.02,0.21,0.23,0.17,0.04,2.36,0.36,0.14,0.5,16.79,1.79,2.14,2.85,0.75,0.17,0.29,2.43,11.58,12.25,0.0,0.0,1.85,0.15,13.5,2.8,2.6,0.2,3.0,0.25,16.87,1.61,0.0,0.0,43.38,40.36,43.76,47.58,48.64,2.94,0.27,2.85,0.19,40.77,43.36,44.62,50.43,3.0,0.28,3.62,0.15,47.67,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJD,saad,b,saad3900wb,85626-15280,W,b,Brandon Saad,saad,7.311111450195312,36.0,3900,STL@NJ,STL,NJ,,,,,,W/UTIL,saad3900wb
sandin4000dr,73.95,Rasmus Sandin,4000,D,0,TOR,SEA-P.Grubauer,6.31,8.0,4.6,-1.27,1.6,3,2,5,0,0.0,96,0,2,4.0,2.7,-225,6.5,80,-200,6.5,-0.4,43,16,20,95,10.9,66,0,33,12,0.12,0.24,0.36,17.87,1.21,0.98,1.39,0.71,0.12,1.03,2.02,15.56,13.37,11.85,0.0,0.12,1.73,0.12,0.16,0.78,0.0,0.0,0.12,0.12,0.29,0.0,1.3,0.13,0.63,0.75,19.22,2.34,1.5,2.0,0.75,0.08,1.13,2.63,16.88,10.5,0.0,0.38,3.13,0.13,17.0,3.0,2.0,1.0,2.0,0.0,18.67,2.0,0.0,0.0,45.3,47.42,42.26,42.33,45.09,3.02,0.25,3.16,0.29,45.22,43.85,38.56,47.69,3.11,0.32,3.15,0.24,51.2,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,sandin,r,sandin4000dr,85626-97176,D,r,Rasmus Sandin,sandin,7.099999820484834,34.0,4000,SEA@TOR,TOR,SEA,,,,,,D/UTIL,sandin4000dr
sanheim4600dt,82.3,Travis Sanheim,4600,D,0,PHI,ARI-K.Vejmelka,6.66,8.4,4.9,-2.21,1.4,2,0,1,0,0.0,85,0,3,3.4,2.8,-152,6.0,43,-160,9.0,0.9,72,31,26,86,7.4,75,25,25,12,0.11,0.31,0.41,22.29,1.1,1.49,2.02,0.74,0.07,1.82,3.32,16.16,18.94,12.08,0.0,0.01,0.76,0.05,0.1,0.5,0.01,0.0,0.09,0.29,0.56,0.0,1.34,0.15,0.23,0.38,21.68,1.05,2.0,2.69,0.74,0.08,1.23,3.23,16.31,16.54,0.0,0.08,0.7,0.15,11.0,2.0,1.2,0.8,2.2,0.0,20.53,0.45,0.0,0.0,43.66,41.93,49.46,49.08,37.45,2.95,0.12,3.36,0.26,43.0,46.0,48.67,37.33,2.55,0.18,3.29,0.39,38.8,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,sanheim,t,sanheim4600dt,85626-59271,D,t,Travis Sanheim,sanheim,8.486842105263158,38.0,4600,ARI@PHI,PHI,ARI,,,,,,D/UTIL,sanheim4600dt
saros8100gj,44.3,Juuse Saros,8100,G,0,NAS,CAR-A.Raanta,13.92,17.6,10.3,-3.5,1.7,1,0,2,0,-6.4,6,1,0,2.5,3.7,190,6.0,13,180,17.6,0.5,58,37,23,86,18.7,76,7,38,13,2.79,0.0,0.0,0.0,0.0,32.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.49,51.04,0.0,0.0,0.0,0.0,0.0,0.0,49.6,51.0,0.0,0.0,0.0,0.0,50.6,1/5/23,0,29.5,0.5,0.38,58.44,0.03,30.6,2.55,0.36,0.6,50.59,3.17,34.13,3.49,0.24,3.09,0.2,3.54,34.23,2.89,0.27,3.27,0.25,37.67,CAR,saros,j,saros8100gj,85626-66411,G,j,Juuse Saros,saros,18.028570992606028,28.0,8100,NSH@CAR,NSH,CAR,,,,,,G,saros8100gj
savard5000dd,55.4,David Savard,5000,D,0,MTL,NYR-I.Shesterkin,7.33,9.3,5.4,-2.4,1.5,1,0,1,0,0.0,66,0,2,2.6,3.6,170,6.0,19,160,8.2,-0.6,42,11,20,85,9.6,7,0,0,13,0.06,0.25,0.3,21.67,0.83,1.09,1.46,0.75,0.05,2.49,3.58,13.86,18.29,10.37,0.0,0.0,0.07,0.0,0.02,0.0,0.0,0.0,0.06,0.25,0.64,0.0,1.32,0.0,0.0,0.0,23.05,0.0,2.0,3.0,0.67,0.0,4.0,6.0,12.0,20.0,0.0,0.0,0.0,0.0,12.0,6.0,2.0,4.0,3.0,0.0,23.05,0.0,0.0,0.0,42.01,41.01,45.96,46.14,43.94,3.13,0.16,2.77,0.2,38.08,45.54,46.38,40.69,3.33,0.13,2.85,0.19,41.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYR,savard,d,savard5000dd,85626-12299,D,d,David Savard,savard,9.375999755859375,25.0,5000,NYR@MON,MON,NYR,,,,,,D/UTIL,savard5000dd
schenn4300dl,62.45,Luke Schenn,4300,D,0,VAN,COL-A.Georgiev,5.7,7.3,4.1,-2.53,1.3,3,0,0,0,-3.1,8,0,2,3.0,3.7,132,6.5,15,126,6.9,-0.9,63,22,36,83,6.7,54,45,18,11,0.07,0.19,0.26,17.39,0.9,1.22,1.72,0.71,0.06,1.6,2.82,13.63,14.54,10.0,0.0,0.0,0.07,0.0,0.0,0.0,0.01,0.0,0.06,0.19,1.19,0.02,0.95,0.0,0.17,0.17,16.89,0.6,1.17,2.4,0.49,0.0,2.17,3.33,13.44,19.56,0.0,0.0,0.07,0.0,12.0,2.17,0.67,1.5,2.25,0.0,16.79,0.12,0.0,0.0,43.48,44.13,44.39,47.13,50.61,3.18,0.26,2.9,0.21,42.4,41.31,47.6,51.77,3.0,0.26,2.33,0.32,52.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL,schenn,l,schenn4300dl,85626-8688,D,l,Luke Schenn,schenn,6.962162327122044,37.0,4300,COL@VAN,VAN,COL,,,,,,D/UTIL,schenn4300dl
schenn5400cb,76.43,Brayden Schenn,5400,C,0,STL,NJD-MBlackwood,10.62,13.4,7.8,0.92,2.0,2,1,9,0,0.0,32,0,2,2.9,3.8,145,6.5,61,122,12.3,2.1,63,30,29,94,12.4,83,16,33,12,0.3,0.61,0.91,17.91,3.05,1.83,2.71,0.67,0.16,0.35,2.18,11.62,14.58,8.63,0.08,0.19,2.35,0.44,0.63,0.7,0.0,0.0,0.23,0.42,0.6,0.01,2.65,0.14,0.71,0.86,18.42,2.8,2.5,3.77,0.66,0.06,0.21,2.71,13.42,14.0,0.07,0.14,2.38,0.62,14.0,4.4,4.0,0.4,6.75,2.0,19.8,2.42,0.2,0.0,43.38,40.36,43.76,47.58,48.64,2.94,0.27,2.85,0.19,40.77,43.36,44.62,50.43,3.0,0.28,3.62,0.15,47.67,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJD,schenn,b,schenn5400cb,85626-9266,C,b,Brayden Schenn,schenn,10.407894736842104,38.0,5400,STL@NJ,STL,NJ,,,,,,C/UTIL,schenn5400cb
schmaltz5400wn,70.7,Nick Schmaltz,5400,W,0,ARI,PHI-CHart,14.14,17.7,10.6,4.34,2.6,1,1,5,0,0.0,66,1,2,2.8,3.4,127,6.0,57,132,13.5,3.2,52,35,28,87,13.8,69,23,46,13,0.41,0.58,0.99,18.59,3.2,1.97,2.61,0.75,0.21,0.48,2.45,11.59,13.98,8.85,0.08,0.07,2.6,0.38,0.47,0.81,0.0,0.0,0.32,0.51,0.28,0.06,2.66,0.31,0.69,1.0,18.9,3.17,1.77,2.75,0.64,0.17,0.54,2.31,9.73,12.82,0.15,0.15,3.4,0.42,10.25,3.4,2.4,1.0,3.75,0.5,20.03,3.48,0.4,0.2,42.85,37.45,49.08,49.46,41.93,2.73,0.18,2.81,0.27,37.33,48.67,46.0,43.0,2.79,0.21,3.0,0.24,34.6,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,schmaltz,n,schmaltz5400wn,85626-73889,W,n,Nick Schmaltz,schmaltz,10.25,24.0,5400,ARI@PHI,ARI,PHI,,,,,,W/UTIL,schmaltz5400wn
schneider3700db,71.55,Braden Schneider,3700,D,0,NYR,MTL-J.Allen,4.96,6.4,3.6,-1.98,1.3,3,0,1,0,0.0,44,0,2,3.6,2.6,-205,6.0,81,-194,5.3,-1.9,58,17,35,103,6.2,66,33,25,12,0.06,0.17,0.23,14.46,0.95,0.72,1.14,0.63,0.08,1.24,1.95,10.21,13.37,7.43,0.0,0.01,0.07,0.01,0.02,0.5,0.0,0.0,0.06,0.16,0.2,0.0,0.8,0.15,0.15,0.31,15.15,1.23,0.92,1.08,0.85,0.17,1.54,2.46,11.42,14.67,0.0,0.0,0.0,0.0,11.25,2.8,1.0,1.8,1.0,0.0,13.96,0.0,0.0,0.0,45.78,43.94,46.14,45.96,41.01,2.83,0.26,3.53,0.24,40.69,46.38,45.54,38.08,3.08,0.3,3.83,0.39,36.67,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,schneider,b,schneider3700db,85626-147529,D,b,Braden Schneider,schneider,6.112820356320112,39.0,3700,NYR@MON,NYR,MON,,,,,,D/UTIL,schneider3700db
schultz5400dj,64.05,Justin Schultz,5400,D,0,SEA,TOR-M.Murray,7.47,9.5,5.5,-3.12,1.4,2,2,2,0,0.0,0,0,2,2.7,4.0,184,6.5,20,162,7.9,-0.1,66,26,28,90,6.5,41,41,8,12,0.07,0.39,0.46,17.41,1.59,1.48,2.06,0.72,0.05,1.14,2.62,13.39,13.24,10.0,0.01,0.14,1.81,0.2,0.25,0.81,0.0,0.0,0.06,0.25,0.47,0.0,1.33,0.0,0.3,0.3,18.51,0.97,1.2,1.6,0.75,0.0,1.3,2.5,15.2,14.3,0.0,0.1,1.99,0.0,14.0,2.0,1.2,0.8,1.8,0.0,18.81,1.81,0.0,0.2,43.99,45.09,42.33,42.26,47.42,2.94,0.16,3.09,0.22,47.69,38.56,43.85,45.22,2.85,0.11,2.89,0.31,43.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,schultz,j,schultz5400dj,85626-23228,D,j,Justin Schultz,schultz,9.08235258214614,34.0,5400,SEA@TOR,SEA,TOR,,,,,,D/UTIL,schultz5400dj
schwartz5100wj,61.18,Jaden Schwartz,5100,W,0,SEA,TOR-MMurray,8.81,11.2,6.5,-0.41,1.7,2,1,4,0,0.0,16,0,2,2.7,4.0,184,6.5,20,162,9.7,0.1,33,13,16,84,8.5,66,25,8,12,0.26,0.28,0.53,17.97,1.77,2.49,3.24,0.77,0.1,0.3,2.79,13.43,11.4,9.9,0.12,0.02,2.53,0.48,0.74,0.65,0.0,0.0,0.14,0.26,0.33,0.05,2.46,0.09,0.36,0.45,17.42,1.55,2.36,3.18,0.74,0.04,0.45,2.82,14.45,11.27,0.0,0.0,2.37,0.73,15.8,3.2,2.8,0.4,3.0,0.6,17.56,1.67,0.0,0.0,43.99,45.09,42.33,42.26,47.42,2.94,0.16,3.09,0.22,47.69,38.56,43.85,45.22,2.85,0.11,2.89,0.31,43.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,schwartz,j,schwartz5100wj,85626-21122,W,j,Jaden Schwartz,schwartz,9.557142857142855,35.0,5100,SEA@TOR,SEA,TOR,,,,,,W/UTIL,schwartz5100wj
severson3700dd,80.85,Damon Severson,3700,D,0,NJD,STL-J.Binnington,7.83,9.9,5.8,0.89,2.1,2,2,7,0,0.0,66,2,1,3.8,2.9,-176,6.5,39,-146,8.2,-1.2,60,20,38,86,4.4,61,30,7,13,0.1,0.37,0.46,22.04,1.25,1.49,2.2,0.68,0.06,1.1,2.58,17.21,14.68,12.76,0.05,0.12,2.21,0.37,0.49,0.76,0.0,0.0,0.05,0.25,0.7,0.0,1.03,0.0,0.08,0.08,23.37,0.21,0.75,1.33,0.56,0.0,1.58,2.33,19.67,17.5,0.0,0.0,1.26,0.08,20.0,3.17,1.0,2.17,1.67,0.17,26.4,1.22,0.0,0.0,47.33,48.64,47.58,43.76,40.36,2.99,0.18,2.62,0.22,50.43,44.62,43.36,40.77,3.23,0.21,2.75,0.24,40.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STL,severson,d,severson3700dd,85626-43152,D,d,Damon Severson,severson,5.345946028425887,37.0,3700,STL@NJ,NJ,STL,,,,,,D/UTIL,severson3700dd
sharangovich5000wy,82.53,Y. Sharangovich,5000,W,0,NJD,STL-JBinnington,7.95,10.1,5.8,-1.07,1.6,4,0,1,0,0.0,4,2,1,3.8,2.9,-176,6.5,39,-146,10.3,1.4,58,32,39,86,6.0,38,61,15,13,0.32,0.26,0.58,16.08,2.16,2.14,2.99,0.72,0.15,0.49,2.63,13.02,11.63,9.8,0.02,0.0,0.85,0.1,0.22,0.44,0.05,0.01,0.25,0.25,0.32,0.02,1.37,0.15,0.08,0.23,12.86,1.07,1.77,2.46,0.72,0.09,0.46,2.23,10.69,9.0,0.0,0.0,0.24,0.08,10.0,2.0,1.67,0.33,2.17,0.17,12.9,0.48,0.0,0.0,47.33,48.64,47.58,43.76,40.36,2.99,0.18,2.62,0.22,50.43,44.62,43.36,40.77,3.23,0.21,2.75,0.24,40.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STL,sharangovich,y,sharangovich5000wy,85626-97212,W,y,Yegor Sharangovich,sharangovich,8.705262836657072,38.0,5000,STL@NJ,NJ,STL,,,,,,W/UTIL,sharangovich5000wy
sheary5700wc,86.62,Conor Sheary,5700,W,0,WAS,CLB-EMerzlikins,11.21,14.1,8.3,0.82,2.0,1,2,6,0,2.8,34,1,2,3.9,2.8,-205,6.5,91,-194,9.8,1.3,66,32,29,93,12.9,92,7,38,13,0.25,0.37,0.62,15.71,2.37,1.96,2.67,0.73,0.13,0.52,2.47,12.93,13.43,9.83,0.03,0.09,1.31,0.16,0.24,0.67,0.02,0.0,0.19,0.28,0.29,0.03,2.71,0.14,0.79,0.93,16.38,3.41,2.21,2.77,0.8,0.06,0.29,2.5,14.17,15.42,0.0,0.14,1.33,0.08,14.4,2.33,2.0,0.33,2.4,0.0,16.6,1.3,0.0,0.0,47.97,45.21,49.7,45.64,43.49,3.26,0.23,3.07,0.21,50.75,49.08,46.17,42.67,2.36,0.31,3.27,0.25,42.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLB,sheary,c,sheary5700wc,85626-58877,W,c,Conor Sheary,sheary,10.634999847412107,40.0,5700,WSH@CBJ,WSH,CBJ,,,,,,W/UTIL,sheary5700wc
shesterkin8300gi,71.65,Igor Shesterkin,8300,G,0,NYR,MTL-J.Allen,18.8,23.6,14.0,1.03,2.3,1,0,4,0,-1.3,50,0,0,3.6,2.6,-205,6.0,81,-194,21.6,2.9,61,41,13,103,21.5,75,8,50,12,2.3,0.0,0.0,0.0,0.0,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.96,41.01,0.0,0.0,0.0,0.0,0.0,0.0,45.54,38.08,0.0,0.0,0.0,0.0,36.67,1/5/23,0,29.1,0.6,0.3,58.93,0.06,26.3,2.18,0.73,0.5,42.01,2.81,29.32,2.77,0.2,3.13,0.16,2.0,25.38,2.85,0.19,3.33,0.13,26.0,MTL,shesterkin,i,shesterkin8300gi,85626-104015,G,i,Igor Shesterkin,shesterkin,18.245160502772176,31.0,8300,NYR@MON,NYR,MON,,,,,,G,shesterkin8300gi
siegenthaler4500dj,81.1,Jonas Siegenthaler,4500,D,0,NJD,STL-J.Binnington,7.08,9.0,5.2,-1.58,1.6,1,0,1,0,0.0,28,2,1,3.8,2.9,-176,6.5,39,-146,6.4,-1.0,61,17,25,86,9.1,84,15,30,13,0.03,0.22,0.24,20.94,0.69,1.31,1.79,0.73,0.02,1.51,2.82,17.54,15.18,13.3,0.01,0.0,0.09,0.01,0.01,1.0,0.0,0.0,0.01,0.22,0.59,0.0,1.16,0.0,0.46,0.46,21.09,1.31,1.15,1.58,0.73,0.0,2.23,3.38,19.0,16.62,0.0,0.0,0.07,0.0,20.5,3.33,1.17,2.17,1.67,0.0,22.49,0.14,0.0,0.0,47.33,48.64,47.58,43.76,40.36,2.99,0.18,2.62,0.22,50.43,44.62,43.36,40.77,3.23,0.21,2.75,0.24,40.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STL,siegenthaler,j,siegenthaler4500dj,85626-66671,D,j,Jonas Siegenthaler,siegenthaler,7.781579268606086,38.0,4500,STL@NJ,NJ,STL,,,,,,D/UTIL,siegenthaler4500dj
sillinger3700cc,51.38,Cole Sillinger,3700,C,0,CLB,WAS-DKuemper,7.54,9.6,5.5,1.33,2.0,3,2,4,0,-2.6,60,0,2,2.8,3.9,171,6.5,9,160,6.7,-0.1,56,19,36,87,3.8,46,30,7,13,0.16,0.16,0.32,13.41,1.43,1.63,2.2,0.74,0.1,0.53,2.16,10.01,11.55,7.4,0.01,0.01,0.59,0.14,0.15,0.92,0.0,0.0,0.15,0.15,0.4,0.01,1.49,0.0,0.1,0.1,12.27,0.49,1.0,1.3,0.77,0.0,0.9,1.9,9.2,9.9,0.0,0.0,0.53,0.0,10.67,3.0,1.33,1.67,1.67,0.0,14.91,1.04,0.0,0.0,45.12,43.49,45.64,49.7,45.21,2.68,0.19,2.87,0.27,37.33,48.67,46.0,43.0,2.79,0.21,3.0,0.24,34.6,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,sillinger,c,sillinger3700cc,85626-159932,C,c,Cole Sillinger,sillinger,4.718181725704309,33.0,3700,WSH@CBJ,CBJ,WSH,,,,,,C/UTIL,sillinger3700cc
sissons3800cc,46.73,Colton Sissons,3800,C,0,NAS,CAR-ARaanta,5.1,6.5,3.7,-1.32,1.3,1,0,2,0,0.0,94,1,2,2.5,3.7,190,6.0,13,180,5.3,-1.3,54,17,44,86,4.5,53,38,7,13,0.09,0.23,0.32,15.95,1.2,1.05,1.72,0.61,0.09,0.55,1.59,11.24,11.46,8.55,0.0,0.01,0.52,0.05,0.1,0.5,0.0,0.01,0.09,0.2,0.34,0.0,1.52,0.15,0.23,0.38,15.11,1.51,0.77,1.08,0.71,0.2,0.69,1.46,11.45,11.0,0.0,0.0,0.21,0.0,12.0,1.67,1.0,0.67,1.2,0.0,15.55,0.0,0.0,0.0,43.01,43.84,38.59,46.49,51.04,3.42,0.22,3.32,0.19,48.7,36.42,49.6,51.0,3.11,0.21,3.73,0.17,50.6,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,sissons,c,sissons3800cc,85626-42705,C,c,Colton Sissons,sissons,5.755555470784505,36.0,3800,NSH@CAR,NSH,CAR,,,,,,C/UTIL,sissons3800cc
skinner7900gs,60.05,Stuart Skinner,7900,G,0,EDM,NYI-I.Sorokin,18.04,22.6,13.4,0.98,2.3,1,0,2,0,-2.9,50,0,0,3.4,2.7,-160,6.0,37,-144,13.8,0.4,18,13,15,103,18.1,53,23,38,13,2.74,0.0,0.0,0.0,0.0,31.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9,42.78,0.0,0.0,0.0,0.0,0.0,0.0,42.33,43.67,0.0,0.0,0.0,0.0,43.0,1/5/23,0,28.7,0.52,0.41,57.96,0.04,29.3,2.73,0.45,0.6,43.66,3.18,30.0,3.39,0.24,2.67,0.23,3.31,29.23,3.27,0.25,2.64,0.14,30.0,NYI,skinner,s,skinner7900gs,85626-82115,G,s,Stuart Skinner,skinner,16.56296341507523,27.0,7900,NYI@EDM,EDM,NYI,,,,,,G,skinner7900gs
