,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
durzi5400ds,78.45,Sean Durzi,5400,D,0,LA,ARI-KVejmelka,10.32,13.0,7.7,-0.27,1.9,2,2,4,0,-3.4,85,2,1,4.1,2.6,-245,6.5,64,-220,10.6,0.4,70,25,26,95,8.7,70,10,30,10,0.09,0.39,0.48,20.54,1.4,1.85,2.58,0.72,0.05,2.02,3.87,15.44,14.91,11.48,0.03,0.22,2.56,0.43,0.68,0.64,0.0,0.01,0.05,0.16,0.78,0.0,1.92,0.1,0.3,0.4,19.29,1.24,1.7,2.4,0.71,0.06,1.4,3.1,15.1,11.8,0.0,0.3,1.8,0.4,16.67,3.0,1.67,1.33,2.33,0.67,19.7,2.29,0.0,0.67,48.43,48.17,50.0,44.44,38.56,3.24,0.23,3.43,0.24,44.7,50.09,46.5,43.36,3.1,0.32,3.91,0.12,42.2,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,durzi,s,durzi5400ds,87145-97173,D,s,Sean Durzi,durzi,10.33584882628243,53.0,5400,ARI@LA,LA,ARI,,,,,,D/UTIL,durzi5400ds
dvorak4200cc,39.76,Christian Dvorak,4200,C,0,MTL,TOR-J.Woll,6.01,7.7,4.3,-1.23,1.4,2,0,0,0,-3.6,42,0,2,2.2,4.6,340,6.5,16,285,8.5,0.7,55,26,32,87,6.6,50,20,50,10,0.17,0.35,0.52,16.9,1.85,1.4,1.84,0.76,0.12,0.88,2.29,10.15,12.72,7.11,0.0,0.05,2.12,0.33,0.42,0.78,0.01,0.0,0.16,0.3,0.1,0.03,1.67,0.2,0.1,0.3,16.3,1.1,1.3,1.8,0.72,0.15,0.7,2.0,8.8,12.2,0.0,0.0,1.97,0.7,10.25,2.0,1.25,0.75,1.75,0.25,16.15,0.91,0.0,0.0,42.93,41.17,42.66,46.99,47.31,3.12,0.17,3.12,0.22,38.3,46.2,48.9,50.8,3.3,0.21,3.2,0.09,52.0,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,dvorak,c,dvorak4200cc,87145-59120,C,c,Christian Dvorak,dvorak,7.845454545454546,55.0,4200,MON@TOR,MON,TOR,,,,,,C/UTIL,dvorak4200cc
eberle6100wj,77.26,Jordan Eberle,6100,W,0,SEA,DET-VHusso,11.33,14.3,8.4,0.16,1.9,1,2,4,0,-3.6,33,0,2,3.5,2.7,-177,6.0,44,-156,10.0,0.4,54,32,45,87,9.0,45,27,54,11,0.21,0.45,0.66,16.84,2.35,2.0,2.8,0.71,0.1,0.3,2.3,12.54,12.45,9.36,0.03,0.12,2.52,0.23,0.35,0.66,0.0,0.0,0.17,0.34,0.35,0.0,2.5,0.09,0.55,0.64,16.79,2.29,1.82,2.64,0.69,0.05,0.27,2.09,13.91,12.27,0.0,0.36,2.73,0.27,12.17,2.33,2.0,0.33,2.67,0.33,16.39,2.49,0.0,0.33,50.44,45.94,47.6,43.33,39.76,2.82,0.18,2.87,0.25,52.64,51.09,43.64,36.27,2.73,0.2,2.45,0.11,29.67,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,eberle,j,eberle6100wj,87145-9025,W,j,Jordan Eberle,eberle,10.819999556107955,55.0,6100,DET@SEA,SEA,DET,,,,,,W/UTIL,eberle6100wj
eichel8100cj,73.99,Jack Eichel,8100,C,0,VGK,TB-A.Vasilevskiy,15.22,19.1,11.4,-0.02,1.9,1,1,14,0,-1.4,96,0,2,2.9,3.2,105,6.0,25,-111,16.1,1.2,63,29,19,88,12.0,70,20,30,10,0.41,0.44,0.85,19.0,2.68,3.77,4.64,0.81,0.11,0.89,4.67,15.03,14.04,11.18,0.05,0.17,2.88,0.81,1.06,0.76,0.0,0.0,0.36,0.27,0.13,0.03,3.47,0.2,0.4,0.6,17.62,2.04,3.3,4.3,0.77,0.06,0.7,4.0,14.2,12.8,0.0,0.0,2.66,0.8,13.25,4.0,3.75,0.25,4.5,1.5,16.39,3.0,0.0,0.0,49.31,50.22,43.94,47.85,44.75,2.63,0.21,3.27,0.2,51.0,48.82,47.2,48.27,2.4,0.04,2.82,0.26,54.33,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,eichel,j,eichel8100cj,87145-64100,C,j,Jack Eichel,eichel,16.126190185546875,42.0,8100,TB@VGK,VGK,TB,,,,,,C/UTIL,eichel8100cj
eller4000cl,41.17,Lars Eller,4000,C,0,WAS,CAR-F.Andersen,6.23,8.0,4.5,-0.6,1.6,4,0,0,0,-4.4,42,0,2,2.4,3.3,165,5.5,12,168,6.8,-0.1,61,20,33,93,4.8,70,10,30,10,0.15,0.17,0.32,15.31,1.25,1.76,2.42,0.73,0.08,0.55,2.31,12.14,11.61,8.79,0.0,0.0,0.21,0.01,0.03,0.33,0.0,0.0,0.15,0.17,0.64,0.02,1.38,0.0,0.1,0.1,15.97,0.38,1.8,3.0,0.6,0.0,0.7,2.5,13.3,13.2,0.0,0.0,0.09,0.0,13.0,2.75,1.75,1.0,2.5,0.0,15.85,0.13,0.0,0.0,42.66,46.18,36.97,46.16,51.68,3.2,0.23,3.31,0.19,47.6,37.3,49.7,50.0,3.2,0.19,2.9,0.14,57.0,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,eller,l,eller4000cl,87145-9990,C,l,Lars Eller,eller,6.472727272727273,55.0,4000,WSH@CAR,WSH,CAR,,,,,,C/UTIL,eller4000cl
engvall4100wp,76.12,Pierre Engvall,4100,W,0,TOR,MTL-JAllen,8.08,10.3,5.9,0.81,2.0,3,2,2,0,-2.6,66,1,3,4.6,2.2,-450,6.5,84,-365,7.3,0.2,57,30,38,98,6.2,50,20,50,10,0.21,0.22,0.43,13.59,1.9,1.85,2.62,0.71,0.11,0.12,1.97,11.76,9.94,8.79,0.01,0.01,0.69,0.07,0.1,0.67,0.02,0.01,0.18,0.2,0.47,0.03,2.11,0.2,0.1,0.3,14.08,1.28,1.9,3.1,0.61,0.11,0.0,1.9,13.5,11.0,0.0,0.0,1.15,0.0,14.0,2.67,2.67,0.0,3.33,0.0,13.66,1.8,0.0,0.0,49.05,47.31,46.99,42.66,41.17,3.11,0.24,3.47,0.25,50.8,48.9,46.2,38.3,2.3,0.26,3.6,0.31,39.0,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,engvall,p,engvall4100wp,87145-84346,W,p,Pierre Engvall,engvall,6.675471467791863,53.0,4100,MON@TOR,TOR,MON,,,,,,W/UTIL,engvall4100wp
eyssimont4100cm,69.23,Mikey Eyssimont,4100,C,0,SJ,BUF-U.Luukkonen,9.38,11.9,6.9,2.35,2.3,2,2,7,0,2.6,50,0,2,3.5,3.7,-100,7.0,18,-126,6.9,0.5,31,10,15,73,9.6,80,20,20,10,0.09,0.23,0.31,11.82,1.57,2.03,3.06,0.66,0.04,0.4,2.43,11.85,9.42,8.64,0.0,0.0,0.75,0.16,0.28,0.56,0.0,0.0,0.09,0.23,1.0,0.0,2.32,0.18,0.18,0.36,14.52,1.49,2.82,4.1,0.69,0.06,0.55,3.36,14.6,12.0,0.0,0.0,1.51,0.3,15.4,3.4,2.6,0.8,3.4,0.4,14.36,1.47,0.0,0.0,45.44,43.71,42.08,48.19,44.73,2.7,0.2,2.74,0.26,47.0,43.6,50.0,47.7,2.1,0.19,2.2,0.32,43.33,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,eyssimont,m,eyssimont4100cm,87145-82926,C,m,Michael Eyssimont,eyssimont,6.8941174675436585,34.0,4100,BUF@SJ,SJ,BUF,,,,,,C/UTIL,eyssimont4100cm
farabee5000wj,77.93,Joel Farabee,5000,W,0,PHI,VAN-ASilovs,9.71,12.3,7.1,0.69,1.9,3,2,2,0,0.2,9,0,2,3.3,3.4,-100,6.5,59,112,8.7,0.1,59,19,37,88,3.9,27,0,72,11,0.17,0.31,0.49,17.41,1.69,1.86,2.28,0.82,0.09,0.63,2.49,11.54,14.16,8.6,0.0,0.03,2.33,0.36,0.4,0.88,0.0,0.0,0.17,0.28,0.71,0.01,1.72,0.0,0.09,0.09,15.62,0.35,1.36,1.82,0.75,0.0,0.64,2.0,10.73,13.0,0.0,0.0,1.74,0.09,9.6,2.6,1.8,0.8,2.0,0.0,14.54,1.25,0.0,0.0,43.02,43.07,45.86,50.06,43.54,2.93,0.13,2.9,0.29,45.18,38.45,52.09,44.73,2.09,0.13,3.0,0.36,47.0,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VAN,farabee,j,farabee5000wj,87145-103203,W,j,Joel Farabee,farabee,8.166071210588727,56.0,5000,PHI@VAN,PHI,VAN,,,,,,W/UTIL,farabee5000wj
fast4400wj,64.33,Jesper Fast,4400,W,0,CAR,WAS-DKuemper,5.13,6.6,3.7,-2.72,1.2,3,0,0,0,-0.9,9,0,2,3.3,2.4,-200,5.5,88,-205,5.9,-1.0,46,20,52,100,6.4,40,20,60,10,0.12,0.26,0.38,15.08,1.51,0.97,1.54,0.63,0.12,0.4,1.37,13.24,9.45,10.02,0.0,0.0,0.33,0.01,0.03,0.33,0.0,0.04,0.12,0.22,0.1,0.01,1.16,0.1,0.3,0.4,15.28,1.57,0.9,1.5,0.6,0.11,0.7,1.6,13.6,9.8,0.0,0.0,0.05,0.0,13.67,1.0,0.33,0.67,0.67,0.0,14.01,0.0,0.0,0.0,51.52,51.68,46.16,36.97,46.18,3.14,0.19,2.67,0.17,50.0,49.7,37.3,47.6,2.8,0.29,1.9,0.16,47.0,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,fast,j,fast4400wj,87145-23053,W,j,Jesper Fast,fast,5.899999765249399,52.0,4400,WSH@CAR,CAR,WSH,,,,,,W/UTIL,fast4400wj
fehervary4200dm,39.35,Martin Fehervary,4200,D,0,WAS,CAR-FAndersen,5.46,7.0,4.0,-2.55,1.3,3,0,0,0,-4.7,63,0,2,2.4,3.3,165,5.5,12,168,6.7,-0.6,59,20,27,93,4.8,40,10,60,10,0.11,0.11,0.22,19.61,0.67,1.22,1.63,0.75,0.09,1.53,2.75,15.09,17.15,11.19,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.01,0.11,0.1,0.49,0.02,0.7,0.0,0.1,0.1,18.81,0.32,1.1,1.5,0.73,0.0,1.4,2.5,14.3,17.2,0.0,0.0,0.08,0.0,14.0,2.5,0.5,2.0,1.0,0.25,19.13,0.13,0.0,0.0,42.66,46.18,36.97,46.16,51.68,3.2,0.23,3.31,0.19,47.6,37.3,49.7,50.0,3.2,0.19,2.9,0.14,57.0,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,fehervary,m,fehervary4200dm,87145-97091,D,m,Martin Fehervary,fehervary,6.933333333333334,45.0,4200,WSH@CAR,WSH,CAR,,,,,,D/UTIL,fehervary4200dm
ferraro3900dm,63.05,Mario Ferraro,3900,D,0,SJ,BUF-ULuukkonen,6.06,7.7,4.4,-1.31,1.6,2,0,0,0,-2.7,29,0,2,3.5,3.7,-100,7.0,18,-126,5.5,-1.7,51,9,21,88,6.2,70,20,30,10,0.05,0.12,0.17,21.84,0.47,0.83,1.22,0.68,0.06,1.91,2.74,15.95,18.51,11.66,0.0,0.02,0.77,0.05,0.08,0.6,0.0,0.0,0.05,0.11,0.34,0.03,0.95,0.09,0.09,0.18,20.8,0.52,0.55,0.9,0.61,0.17,1.91,2.45,16.5,20.6,0.0,0.0,0.24,0.0,17.4,3.4,0.8,2.6,1.2,0.0,22.28,0.05,0.0,0.0,45.44,43.71,42.08,48.19,44.73,2.7,0.2,2.74,0.26,47.0,43.6,50.0,47.7,2.1,0.19,2.2,0.32,43.33,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,ferraro,m,ferraro3900dm,87145-103936,D,m,Mario Ferraro,ferraro,6.289130169412364,46.0,3900,BUF@SJ,SJ,BUF,,,,,,D/UTIL,ferraro3900dm
fiala7400wk,90.61,Kevin Fiala,7400,W,0,LA,ARI-KVejmelka,16.56,20.7,12.4,2.86,2.2,3,1,15,0,-1.2,93,2,1,4.1,2.6,-245,6.5,64,-220,16.2,3.3,77,39,22,97,15.4,80,30,20,10,0.38,0.72,1.1,17.72,3.73,3.14,4.09,0.77,0.12,0.27,3.41,12.91,12.15,9.71,0.09,0.22,2.94,0.68,0.96,0.71,0.01,0.0,0.28,0.49,0.85,0.03,3.06,0.3,0.8,1.1,17.07,3.87,3.1,4.3,0.72,0.1,0.2,3.3,12.6,12.4,0.0,0.3,2.52,0.5,13.0,3.67,3.33,0.33,5.67,1.33,15.69,2.92,0.0,0.67,48.43,48.17,50.0,44.44,38.56,3.24,0.23,3.43,0.24,44.7,50.09,46.5,43.36,3.1,0.32,3.91,0.12,42.2,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,fiala,k,fiala7400wk,87145-59208,W,k,Kevin Fiala,fiala,15.221429007393974,56.0,7400,ARI@LA,LA,ARI,,,,,,W/UTIL,fiala7400wk
fischer4000wc,44.7,Christian Fischer,4000,W,0,ARI,LA-JQuick,6.02,7.7,4.3,-1.05,1.5,2,0,0,0,-4.5,33,1,3,2.6,4.1,197,6.5,36,180,6.7,-0.1,45,17,28,88,6.5,54,27,45,11,0.16,0.15,0.31,14.65,1.27,1.66,2.25,0.74,0.1,0.49,2.15,9.11,13.15,6.75,0.0,0.01,0.18,0.0,0.02,0.0,0.01,0.0,0.15,0.13,0.32,0.01,1.65,0.09,0.27,0.36,14.05,1.54,1.55,2.0,0.77,0.06,0.45,2.0,8.36,13.55,0.0,0.0,0.05,0.0,7.2,1.8,1.4,0.4,1.8,0.0,14.0,0.0,0.0,0.0,43.94,38.56,44.44,50.0,48.17,2.67,0.19,3.11,0.26,43.36,46.5,50.09,44.7,2.91,0.19,3.1,0.16,47.67,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,fischer,c,fischer4000wc,87145-66620,W,c,Christian Fischer,fischer,6.925454434481535,55.0,4000,ARI@LA,ARI,LA,,,,,,W/UTIL,fischer4000wc
fox7100da,70.35,Adam Fox,7100,D,0,NYR,CGY-JMarkstrom,13.29,16.6,9.9,-0.96,1.9,1,1,4,0,-3.7,85,2,1,3.0,3.6,128,6.5,45,128,14.5,0.4,78,24,20,105,11.2,60,20,40,10,0.18,0.78,0.95,24.68,2.31,2.17,2.87,0.75,0.08,1.38,3.55,17.73,15.77,13.39,0.03,0.36,3.25,0.54,0.76,0.72,0.0,0.02,0.15,0.4,0.32,0.01,1.43,0.1,0.7,0.8,23.97,2.0,1.5,2.2,0.68,0.07,1.0,2.5,17.0,15.8,0.0,0.3,2.39,0.6,14.5,2.33,1.33,1.0,1.83,0.67,23.75,2.35,0.0,0.33,39.22,44.88,39.56,45.52,52.18,2.81,0.25,3.43,0.19,41.9,34.78,47.3,59.33,2.3,0.3,3.89,0.23,58.4,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CGY,fox,a,fox7100da,87145-103940,D,a,Adam Fox,fox,14.287272505326705,55.0,7100,NYR@CGY,NYR,CGY,,,,,,D/UTIL,fox7100da
frost4700cm,76.99,Morgan Frost,4700,C,0,PHI,VAN-A.Silovs,9.09,11.5,6.7,0.82,1.9,1,1,3,0,4.3,58,0,2,3.3,3.4,-100,6.5,59,112,8.0,0.9,56,25,35,88,8.3,63,9,36,11,0.16,0.27,0.43,15.32,1.68,1.78,2.4,0.74,0.09,0.63,2.41,11.34,12.38,8.45,0.01,0.06,2.22,0.31,0.43,0.74,0.0,0.0,0.15,0.21,0.24,0.01,2.29,0.09,0.36,0.45,15.89,1.7,2.0,2.27,0.88,0.05,0.64,2.64,11.64,13.36,0.0,0.09,1.67,0.27,11.2,2.8,2.0,0.8,2.2,0.0,15.51,1.35,0.0,0.0,43.02,43.07,45.86,50.06,43.54,2.93,0.13,2.9,0.29,45.18,38.45,52.09,44.73,2.09,0.13,3.0,0.36,47.0,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VAN,frost,m,frost4700cm,87145-81974,C,m,Morgan Frost,frost,8.14999989100865,56.0,4700,PHI@VAN,PHI,VAN,,,,,,C/UTIL,frost4700cm
garland5100wc,80.26,Conor Garland,5100,W,0,VAN,PHI-CHart,9.67,12.2,7.1,0.45,1.9,3,2,4,0,-1.4,16,0,3,3.4,3.3,-120,6.5,41,-134,9.9,0.9,61,32,37,86,10.4,63,45,36,11,0.21,0.42,0.63,15.76,2.4,2.21,3.01,0.73,0.09,0.27,2.48,13.41,12.24,10.01,0.01,0.07,1.31,0.15,0.23,0.63,0.0,0.0,0.2,0.35,0.41,0.01,1.98,0.25,0.42,0.67,15.52,2.59,2.0,3.09,0.65,0.13,0.17,2.17,14.0,9.64,0.0,0.0,1.43,0.09,14.0,2.0,1.83,0.17,2.33,0.0,15.01,0.72,0.0,0.0,48.93,43.54,50.06,45.86,43.07,3.19,0.27,2.73,0.25,44.73,52.09,38.45,45.18,3.18,0.23,2.36,0.19,45.0,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,garland,c,garland5100wc,87145-66622,W,c,Conor Garland,garland,8.87037037037037,54.0,5100,PHI@VAN,VAN,PHI,,,,,,W/UTIL,garland5100wc
gauthier3200wj,36.88,Julien Gauthier,3200,W,0,NYR,CGY-JMarkstrom,3.41,4.4,2.4,-2.1,1.1,4,0,0,0,-1.5,82,2,1,3.0,3.6,128,6.5,45,128,3.3,-1.5,17,6,35,97,1.8,20,0,50,10,0.12,0.08,0.19,8.82,1.29,0.96,1.38,0.7,0.12,0.19,1.15,7.06,8.49,4.96,0.0,0.0,0.14,0.02,0.04,0.5,0.0,0.0,0.12,0.08,0.19,0.0,1.01,0.0,0.0,0.0,8.26,0.0,0.86,1.0,0.86,0.0,0.29,1.14,4.71,9.0,0.0,0.0,0.01,0.0,5.75,1.0,0.5,0.5,0.5,0.0,9.28,0.0,0.0,0.0,39.22,44.88,39.56,45.52,52.18,2.81,0.25,3.43,0.19,41.9,34.78,47.3,59.33,2.3,0.3,3.89,0.23,58.4,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CGY,gauthier,j,gauthier3200wj,87145-70919,W,j,Julien Gauthier,gauthier,4.225641103891226,39.0,3200,NYR@CGY,NYR,CGY,,,,,,W/UTIL,gauthier3200wj
geekie3800cm,64.43,Morgan Geekie,3800,C,0,SEA,DET-V.Husso,5.08,6.5,3.6,-1.34,1.3,4,0,0,0,-0.3,42,0,2,3.5,2.7,-177,6.0,44,-156,5.9,-0.3,47,24,37,86,4.1,54,18,45,11,0.12,0.24,0.36,11.43,1.89,1.11,1.6,0.69,0.11,0.42,1.53,9.19,9.14,7.0,0.0,0.01,0.48,0.01,0.03,0.5,0.0,0.0,0.12,0.23,0.32,0.0,1.23,0.09,0.09,0.18,11.17,0.97,1.18,1.82,0.65,0.08,0.27,1.45,12.0,11.09,0.0,0.0,0.0,0.0,10.0,1.5,1.17,0.33,1.83,0.0,10.31,0.0,0.0,0.0,50.44,45.94,47.6,43.33,39.76,2.82,0.18,2.87,0.25,52.64,51.09,43.64,36.27,2.73,0.2,2.45,0.11,29.67,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,geekie,m,geekie3800cm,87145-82041,C,m,Morgan Geekie,geekie,5.813333468967014,45.0,3800,DET@SEA,SEA,DET,,,,,,C/UTIL,geekie3800cm
giordano5000dm,76.6,Mark Giordano,5000,D,0,TOR,MTL-JAllen,7.53,9.5,5.5,-2.2,1.5,3,0,0,0,-3.2,82,1,3,4.6,2.2,-450,6.5,84,-365,8.9,-0.2,72,20,25,95,12.0,90,50,10,10,0.08,0.3,0.38,19.7,1.16,1.58,2.18,0.73,0.05,1.88,3.46,15.45,13.73,11.47,0.0,0.05,1.03,0.13,0.19,0.71,0.03,0.0,0.04,0.25,0.81,0.01,1.27,0.2,0.3,0.5,19.4,1.55,2.5,3.3,0.76,0.08,2.0,4.5,16.5,15.5,0.0,0.0,0.01,0.0,17.0,3.33,1.33,2.0,2.67,0.0,18.42,0.0,0.0,0.0,49.05,47.31,46.99,42.66,41.17,3.11,0.24,3.47,0.25,50.8,48.9,46.2,38.3,2.3,0.26,3.6,0.31,39.0,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,giordano,m,giordano5000dm,87145-8230,D,m,Mark Giordano,giordano,8.458182040127841,55.0,5000,MON@TOR,TOR,MON,,,,,,D/UTIL,giordano5000dm
girgensons3700wz,62.86,Zemgus Girgensons,3700,W,0,BUF,SJ-KKahkonen,5.72,7.3,4.1,-0.77,1.5,4,0,0,0,-2.4,50,0,3,3.7,3.5,-120,7.0,82,105,5.4,-1.2,48,15,36,86,5.9,70,20,30,10,0.12,0.12,0.25,13.05,1.15,1.26,1.83,0.69,0.1,0.59,1.85,8.96,9.0,6.72,0.0,0.0,0.05,0.0,0.03,0.0,0.0,0.0,0.12,0.12,0.16,0.01,1.16,0.2,0.0,0.2,13.19,0.91,1.5,2.1,0.71,0.13,0.7,2.2,8.7,9.0,0.0,0.0,0.07,0.0,9.0,2.33,1.33,1.0,1.33,0.0,13.05,0.12,0.0,0.0,48.18,44.73,48.19,42.08,43.71,3.17,0.25,2.99,0.16,47.7,50.0,43.6,47.0,3.0,0.17,3.4,0.18,49.0,2/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SJ,girgensons,z,girgensons3700wz,87145-23222,W,z,Zemgus Girgensons,girgensons,5.239215925628064,51.0,3700,BUF@SJ,BUF,SJ,,,,,,W/UTIL,girgensons3700wz
