RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
kupari3300cr,43.47,Rasmus Kupari,3300,C,0,LA,NJD-V.Vanecek,3.22,4.2,2.3,-2.17,1,4,0,0,0,-2.7,76,1,2,3.1,3.6,120,6.5,24,112,3.7,-1.7,30,12,48,79,2.7,22,77,11,9,0.07,0.12,0.19,10.48,1.09,0.72,1.18,0.6,0.1,0.46,1.18,8.25,8.75,6.28,0,0,0.11,0.02,0.02,1,0.01,0.01,0.06,0.1,0.21,0,0.89,0,0.22,0.22,9.69,1.36,0.44,0.56,0.8,0,0.11,0.56,6.33,8,0,0,0.01,0,7.8,0.6,0.6,0,0.8,0,11.03,0,0,0,48.83,48.16,44.99,44.3,49.33,3.22,0.23,2.93,0.2,47.11,50.55,45.22,51.82,3.11,0.36,2.91,0.19,53.86,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,kupari,r,kupari3300cr,87247-113289,C,r,Rasmus Kupari,kupari,3.990476336,42,3300,LA@NJ,LA,NJ,,,,,,C/UTIL,kupari3300cr,2500
sillinger3500cc,43.41,Cole Sillinger,3500,C,0,CLB,MIN-M.Fleury,6.8,8.7,4.9,1,1.9,2,2,5,0,-3.7,76,0,4,2.6,3.5,155,6,29,162,6.2,-0.4,58,16,35,89,5.8,80,20,10,10,0.13,0.14,0.27,13.36,1.21,1.6,2.19,0.73,0.08,0.58,2.18,9.9,11.84,7.37,0.01,0.01,0.8,0.16,0.18,0.87,0,0,0.12,0.13,0.38,0.01,2.17,0,0.09,0.09,14.38,0.38,1.73,2.36,0.73,0,1.09,2.82,9.91,14.73,0,0,1.27,0.09,9.67,2.83,2.17,0.67,2.5,0.33,13.7,1.64,0,0,46.26,43.13,42.37,50.55,44.42,2.73,0.18,3.24,0.23,46.91,46.83,54.82,48.92,2.91,0.22,2.83,0.06,49.25,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,sillinger,c,sillinger3500cc,87247-159932,C,c,Cole Sillinger,sillinger,4.686538403,52,3500,MIN@CBJ,CBJ,MIN,,,,,,C/UTIL,sillinger3500cc,2700
mctavish4900cm,40.4,Mason McTavish,4900,C,0,ANA,WAS-C.Lindgren,8.93,11.3,6.5,0.25,1.8,2,1,4,0,-4.9,93,0,2,2.2,4,262,6,8,184,10,0.9,41,20,22,87,9.2,54,45,36,11,0.23,0.33,0.56,15.34,2.19,2.16,2.93,0.74,0.11,0.54,2.7,10.51,13.81,7.82,0.09,0.12,2.56,0.79,1.12,0.7,0,0,0.14,0.21,0.63,0,2.12,0.36,0.09,0.45,16.46,1.64,2.09,3.18,0.66,0.17,0.45,2.55,12.73,16.82,0.09,0,2.33,0.45,10.17,2.17,2,0.17,3,0.5,15.77,2.17,0.17,0,44.76,42.3,46.15,52.52,46.14,2.77,0.17,2.68,0.17,40.55,50.5,60.45,47.4,2.73,0.17,2.1,0.19,46.17,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,mctavish,m,mctavish4900cm,87247-159629,C,m,Mason McTavish,mctavish,9.831579376,57,4900,ANH@WSH,ANH,WSH,,,,,,C/UTIL,mctavish4900cm,4400
strome4000cr,38.35,Ryan Strome,4000,C,0,ANA,WAS-C.Lindgren,8.71,11.1,6.4,1.88,2.2,2,1,4,0,-4.9,93,0,2,2.2,4,262,6,8,184,8.7,-0.6,49,23,46,106,4.6,27,72,9,11,0.23,0.29,0.51,17.61,1.74,1.96,2.54,0.77,0.12,0.3,2.26,12.57,15.62,9.51,0.05,0.05,2.32,0.27,0.42,0.65,0.01,0,0.17,0.24,0.8,0.02,1.98,0.09,0.09,0.18,17.68,0.61,1.64,2.27,0.72,0.06,0.09,1.73,10.82,16.18,0,0,2.4,0.27,12,1.83,1.83,0,2.83,0.67,18.13,2.22,0,0,44.76,42.3,46.15,52.52,46.14,2.77,0.17,2.68,0.17,40.55,50.5,60.45,47.4,2.73,0.17,2.1,0.19,46.17,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,strome,r,strome4000cr,87247-15386,C,r,Ryan Strome,strome,7.625861858,58,4000,ANH@WSH,ANH,WSH,,,,,,C/UTIL,strome4000cr,3500
lundestrom3600ci,31.29,Isac Lundestrom,3600,C,0,ANA,WAS-C.Lindgren,5.27,6.8,3.8,-0.74,1.5,3,0,1,0,2.2,58,0,2,2.2,4,262,6,8,184,4.9,-1.1,37,13,35,87,6,72,27,18,11,0.09,0.16,0.25,14.44,1.04,0.97,1.38,0.7,0.1,0.59,1.56,8.56,12.4,6.48,0,0,0.51,0.03,0.05,0.67,0.02,0,0.08,0.16,0.06,0,1.24,0.09,0.18,0.27,15.52,1.04,1.09,1.36,0.8,0.08,1.09,2.18,8.82,15.73,0,0,0.5,0.09,7.33,2.33,0.83,1.5,1,0.33,15.52,0.83,0,0,44.76,42.3,46.15,52.52,46.14,2.77,0.17,2.68,0.17,40.55,50.5,60.45,47.4,2.73,0.17,2.1,0.19,46.17,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,lundestrom,i,lundestrom3600ci,87247-97096,C,i,Isac Lundestrom,lundestrom,5.416216051,37,3600,ANH@WSH,ANH,WSH,,,,,,C/UTIL,lundestrom3600ci,2500
kucherov9600wn,96.59,Nikita Kucherov,9600,W,0,TB,BUF-E.Comrie,21.38,26.7,16,3.39,2.2,1,1,17,0,1.6,26,0,2,4.3,2.9,-225,7,81,-245,19.2,1.1,75,33,23,103,16.2,81,18,18,11,0.42,0.96,1.38,20.36,4.07,3.22,4.74,0.68,0.13,0.27,3.49,15.45,14.46,11.66,0.16,0.43,4.14,1.01,1.5,0.67,0,0,0.26,0.54,0.54,0.04,2.8,0.27,1,1.27,20.38,3.74,2.36,4.18,0.57,0.12,0.55,2.91,17.64,16,0,0.45,3.97,0.64,18,3.17,2.67,0.5,4.33,1.33,19.8,3.7,0,0.5,46.88,44.96,41.98,43.76,44.88,3.44,0.27,2.73,0.26,52,41.9,45.27,45.2,3.55,0.21,2.3,0.35,47,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,kucherov,n,kucherov9600wn,87247-43214,W,n,Nikita Kucherov,kucherov,19.1660723,56,9600,BUF@TB,TB,BUF,,,,,,W/UTIL,kucherov9600wn,8100
kaprizov8900wk,91.92,Kirill Kaprizov,8900,W,0,MIN,CLB-J.Korpisalo,21.26,26.6,15.9,4.63,2.4,1,1,25,0,-0.1,26,1,2,3.5,2.6,-185,6,71,-196,19.3,1.4,77,34,22,96,16.5,83,16,16,12,0.66,0.59,1.25,20.32,3.69,3.68,5.1,0.72,0.18,0.42,4.1,15.61,12.03,11.35,0.29,0.21,3.77,1.2,1.57,0.76,0,0,0.37,0.38,0.51,0.03,3.23,0.58,0.33,0.92,22.33,2.47,3.5,5.17,0.68,0.17,0.58,4.08,18.92,12.83,0.25,0.25,3.94,0.83,19.13,4.25,3.38,0.88,5.13,1,22.51,3.72,0.25,0.13,50.67,44.42,50.55,42.37,43.13,3.24,0.23,3.02,0.24,48.92,54.82,46.83,46.91,3.33,0.23,2.36,0.23,48.5,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,kaprizov,k,kaprizov8900wk,87247-135875,W,k,Kirill Kaprizov,kaprizov,18.63508686,57,8900,MIN@CBJ,MIN,CBJ,,,,,,W/UTIL,kaprizov8900wk,7400
marchessault6500wj,91.34,J. Marchessault,6500,W,0,VGK,CGY-J.Markstrom,13.12,16.5,9.8,1.17,2,1,1,0,0,2.3,77,0,2,3.5,3.1,-135,6.5,61,-170,13.5,1.1,61,31,29,89,11.4,55,44,22,9,0.33,0.49,0.83,17.4,2.86,3.35,4.46,0.75,0.1,0.19,3.53,14.91,12.03,11.27,0.09,0.17,2.5,0.67,0.91,0.74,0,0,0.25,0.32,0.38,0.04,2.89,0.22,0.33,0.56,17.35,1.94,3.44,4.33,0.79,0.06,0.33,3.78,15.56,12.78,0,0,2.54,0.44,15.8,4,3.6,0.4,3.8,0.6,16.24,2.22,0,0,43.05,50.19,39.49,47.79,52.58,2.59,0.21,3.42,0.2,49.33,34.82,50.89,60.45,2.44,0,3.18,0.26,61.43,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CGY,marchessault,j,marchessault6500wj,87247-37968,W,j,Jonathan Marchessault,marchessault,12.78627403,51,6500,CGY@VGK,VGK,CGY,,,,,,W/UTIL,marchessault6500wj,5700
ovechkin8500wa,90.81,Alex Ovechkin,8500,W,0,WAS,ANA-J.Gibson,22.66,28.3,17,6.81,2.7,1,1,18,0,-0.7,98,0,2,4,2.2,-335,6,92,-225,17.9,0.8,65,25,26,96,10.8,20,40,10,10,0.6,0.41,1.01,19.75,3.07,4.08,5.8,0.7,0.15,0.37,4.45,13.67,14.6,10.39,0.22,0.17,4.87,1.43,2.07,0.69,0,0,0.38,0.24,0.44,0.09,3.36,0.33,0,0.33,20.31,0.97,3.67,5.33,0.69,0.09,0.5,4.17,12.5,18,0.17,0,4.62,1.17,11.5,2.5,1.5,1,3.5,0.5,19.29,4.66,0,0,53.12,46.14,52.52,46.15,42.3,3.19,0.23,3.19,0.26,47.4,60.45,50.5,40.55,3,0.2,3.55,0.23,36.5,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,ovechkin,a,ovechkin8500wa,87247-8718,W,a,Alex Ovechkin,ovechkin,17.76666712,54,8500,ANH@WSH,WSH,ANH,O,Personal,,,,W/UTIL,ovechkin8500wa,8800
kyrou8100wj,90.02,Jordan Kyrou,8100,W,0,STL,VAN-A.Silovs,18.95,23.7,14.2,3.88,2.3,1,1,17,0,-0.6,77,0,2,3.7,3.5,-120,7,51,-125,15.3,2.7,62,37,29,96,16,77,11,33,9,0.44,0.55,0.99,17.6,3.38,3.06,3.83,0.8,0.14,0.38,3.45,12,14.06,9.08,0.14,0.16,2.58,0.59,0.73,0.8,0,0.01,0.3,0.38,0.23,0,2.96,0.3,0.6,0.9,18.67,2.89,3.7,5.11,0.72,0.08,0.3,4,13.5,14.1,0,0.2,3.49,1.1,13.83,3.5,3.17,0.33,5,1.67,18.85,3.99,0,0.17,43.16,40.68,46.22,47.9,43.3,2.96,0.26,2.86,0.3,42.9,40.82,47.3,44.82,3.1,0.13,3.09,0.32,43.14,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,kyrou,j,kyrou8100wj,87247-73940,W,j,Jordan Kyrou,kyrou,16.39629675,54,8100,VAN@STL,STL,VAN,,,,,,W/UTIL,kyrou8100wj,7300
hyman8700wz,89.91,Zach Hyman,8700,W,0,EDM,PIT-T.Jarry,17.66,22.1,13.2,1.42,2,2,1,24,0,-2.7,57,0,2,3.6,3.6,-110,7,77,100,16.1,2.3,71,33,25,105,15.6,70,30,20,10,0.45,0.54,0.99,20.45,2.9,3.63,4.89,0.74,0.12,0.42,4.05,15.78,15.17,12.08,0.16,0.11,3.18,0.75,1.07,0.7,0.01,0.01,0.28,0.42,0.41,0.03,3.27,0.3,0.8,1.1,20.73,3.18,3.1,4.4,0.7,0.1,0.3,3.4,19,12.5,0.1,0.2,3.3,0.6,19.14,3.57,3.29,0.29,4.86,1.14,21.37,3.48,0,0.29,48.28,47.29,46.66,44.72,49.92,3.25,0.31,3.01,0.21,49.5,48.9,40,62.7,3.1,0.35,2.9,0.24,59.5,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,hyman,z,hyman8700wz,87247-12609,W,z,Zach Hyman,hyman,17.99473599,57,8700,EDM@PIT,EDM,PIT,,,,,,W/UTIL,hyman8700wz,7600
guentzel7200wj,89.76,Jake Guentzel,7200,W,0,PIT,EDM-S.Skinner,18.3,22.9,13.7,4.99,2.5,1,1,24,0,-2.2,97,0,3,3.6,3.6,-110,7,23,-120,16.6,1.5,67,35,23,93,15.1,90,10,40,10,0.53,0.52,1.04,20.46,3.05,3.31,4.46,0.74,0.16,0.46,3.78,18.16,15.69,13.42,0.08,0.15,3.71,0.83,1.14,0.73,0,0,0.45,0.37,0.61,0.11,3.32,0.4,0.4,0.8,20.5,2.34,3.7,4.9,0.76,0.11,0.7,4.4,23.3,17.4,0,0.2,3.54,0.3,22.83,3.67,3,0.67,4.83,1.17,19.93,4.27,0,0,49.61,49.92,44.72,46.66,47.29,3.28,0.21,3.44,0.22,62.7,40,48.9,49.5,3.3,0.24,3.3,0.24,49.29,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,guentzel,j,guentzel7200wj,87247-70571,W,j,Jake Guentzel,guentzel,14.827778,54,7200,EDM@PIT,PIT,EDM,,,,,,W/UTIL,guentzel7200wj,7100
hagel6700wb,88.73,Brandon Hagel,6700,W,0,TB,BUF-E.Comrie,13.4,16.8,10,1.06,2,1,1,12,0,1.6,77,0,2,4.3,2.9,-225,7,81,-245,11,1.3,57,31,41,102,12.6,63,36,27,11,0.32,0.32,0.64,16.83,2.28,1.97,2.7,0.73,0.16,0.65,2.62,13.38,12.42,9.9,0.07,0.05,1.74,0.23,0.3,0.75,0.02,0.02,0.23,0.25,0.66,0.06,2.74,0.36,0.36,0.73,18.92,2.32,2.73,4.09,0.67,0.13,0.55,3.27,16.09,11.91,0.09,0.18,3.4,0.55,18.33,4,3.17,0.83,4.83,0.67,19.71,3.32,0,0.33,46.88,44.96,41.98,43.76,44.88,3.44,0.27,2.73,0.26,52,41.9,45.27,45.2,3.55,0.21,2.3,0.35,47,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,hagel,b,hagel6700wb,87247-73894,W,b,Brandon Hagel,hagel,13.22857121,56,6700,BUF@TB,TB,BUF,,,,,,W/UTIL,hagel6700wb,5900
pastrnak10200wd,88.51,David Pastrnak,10200,W,0,BOS,SEA-P.Grubauer,19.8,24.8,14.8,0.64,1.9,2,1,25,0,-5.9,72,0,3,3.5,2.7,-178,6,64,-182,21.5,3.1,70,40,18,95,20.8,60,40,30,10,0.67,0.64,1.31,19.19,4.1,4.72,6.25,0.75,0.14,0.36,5.08,14.48,12.21,11.07,0.21,0.26,3.89,1.47,2.07,0.71,0,0,0.46,0.38,0.47,0.05,3.47,0.5,0.7,1.2,20.19,3.57,5.1,6.3,0.81,0.1,0.6,5.7,14.6,16.2,0,0.2,3.92,1.7,14.8,6.2,5,1.2,6.4,2.4,20.01,3.78,0,0.2,44.42,46.31,43,41.37,46.07,3.3,0.22,3.06,0.27,43.5,43.09,47.4,50.09,3.4,0.09,2.55,0.18,48.71,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,pastrnak,d,pastrnak10200wd,87247-59218,W,d,David Pastrnak,pastrnak,22.55892944,56,10200,BOS@SEA,BOS,SEA,,,,,,W/UTIL,pastrnak10200wd,9300
buchnevich6900wp,87.19,Pavel Buchnevich,6900,W,0,STL,VAN-A.Silovs,15.41,19.3,11.5,2.68,2.2,2,1,4,0,4.1,15,0,2,3.7,3.5,-120,7,51,-125,13.5,1.8,59,30,25,96,14.2,33,11,11,9,0.35,0.67,1.02,18.92,3.23,2.06,3.01,0.68,0.17,0.36,2.42,12.51,13.68,9.64,0.13,0.16,2.61,0.38,0.63,0.6,0.01,0,0.2,0.52,0.43,0.01,2.05,0.25,1,1.25,15.85,4.73,1.5,2.75,0.55,0.17,0.5,2,11.25,10,0,0,3.11,0.5,11.25,2,1.5,0.5,2.75,1,15.85,3.11,0,0,43.16,40.68,46.22,47.9,43.3,2.96,0.26,2.86,0.3,42.9,40.82,47.3,44.82,3.1,0.13,3.09,0.32,43.14,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,buchnevich,p,buchnevich6900wp,87247-70513,W,p,Pavel Buchnevich,buchnevich,13.07209246,43,6900,VAN@STL,STL,VAN,DTD,Lower body,,,,W/UTIL,buchnevich6900wp,5200
zuccarello7500wm,87.08,Mats Zuccarello,7500,W,0,MIN,CLB-J.Korpisalo,16.34,20.5,12.2,2.44,2.2,1,1,12,0,-0.1,50,1,2,3.5,2.6,-185,6,71,-196,13.8,-0.2,65,22,27,96,13.1,83,16,16,12,0.31,0.66,0.97,19.59,2.97,2.49,3.41,0.73,0.13,0.62,3.11,15.03,12.67,11.03,0.12,0.28,3.65,0.72,1,0.72,0,0,0.19,0.38,0.44,0.01,2.49,0.17,0.75,0.92,21.13,2.61,2,3.33,0.6,0.08,1,3,18.25,14,0.08,0.5,3.95,0.33,18.5,2.38,1.63,0.75,3,0.5,21.08,3.78,0.13,0.5,50.67,44.42,50.55,42.37,43.13,3.24,0.23,3.02,0.24,48.92,54.82,46.83,46.91,3.33,0.23,2.36,0.23,48.5,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,zuccarello,m,zuccarello7500wm,87247-12253,W,m,Mats Zuccarello,zuccarello,15.29636341,55,7500,MIN@CBJ,MIN,CBJ,,,,,,W/UTIL,zuccarello7500wm,6300
rakell6600wr,86.34,Rickard Rakell,6600,W,0,PIT,EDM-S.Skinner,14.84,18.6,11.1,2.7,2.2,1,1,22,0,-2.2,77,0,3,3.6,3.6,-110,7,23,-120,12,1.1,53,30,37,94,14.8,60,40,40,10,0.32,0.34,0.66,17.98,2.2,2.84,3.93,0.72,0.11,0.59,3.42,16.41,13.9,12.07,0.11,0.08,2.69,0.57,0.81,0.7,0,0,0.21,0.26,0.24,0.01,3.27,0.4,0.5,0.9,19.38,2.79,3.2,4.5,0.71,0.13,0.5,3.7,22.6,16,0,0.2,3.51,0.3,22.83,4.17,3.67,0.5,4.67,0.83,20.09,4.36,0,0.17,49.61,49.92,44.72,46.66,47.29,3.28,0.21,3.44,0.22,62.7,40,48.9,49.5,3.3,0.24,3.3,0.24,49.29,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,rakell,r,rakell6600wr,87247-15269,W,r,Rickard Rakell,rakell,13.30178615,56,6600,EDM@PIT,PIT,EDM,,,,,,W/UTIL,rakell6600wr,5800
marchand7000wb,86.21,Brad Marchand,7000,W,0,BOS,SEA-P.Grubauer,13.95,17.5,10.4,1.03,2,1,1,6,0,-2.2,95,0,3,3.5,2.7,-178,6,64,-182,15.7,0.2,64,26,23,95,9.3,60,40,10,10,0.37,0.69,1.06,19.1,3.33,3.15,4.17,0.76,0.12,0.31,3.47,15.23,10.59,11.88,0.12,0.29,3.57,0.82,1.17,0.7,0,0,0.26,0.4,1,0.03,2.55,0.2,0.3,0.5,19.3,1.55,2.6,3.5,0.74,0.08,0.2,2.8,12.9,13,0,0.1,3.67,0.7,13.2,3,2.6,0.4,3.6,0.8,18.97,3.56,0,0.2,44.42,46.31,43,41.37,46.07,3.3,0.22,3.06,0.27,43.5,43.09,47.4,50.09,3.4,0.09,2.55,0.18,48.71,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,marchand,b,marchand7000wb,87247-8763,W,b,Brad Marchand,marchand,14.30204057,49,7000,BOS@SEA,BOS,SEA,,,,,,W/UTIL,marchand7000wb,6700
beauvillier4400wa,85.47,A. Beauvillier,4400,W,0,VAN,STL-J.Binnington,12.43,15.6,9.2,4.58,2.8,1,1,10,0,2.8,98,0,2,3.5,3.7,-100,7,49,104,9.1,0.7,61,27,29,97,13.1,72,27,36,11,0.21,0.28,0.49,16.61,1.77,2.26,2.89,0.78,0.09,0.36,2.61,13.21,14.18,9.63,0.07,0.06,1.7,0.4,0.52,0.76,0,0,0.14,0.22,0.22,0.01,2.94,0.42,0.33,0.75,18.76,2.4,2.5,3.27,0.76,0.17,0.42,2.92,15.64,12.45,0.33,0,2.85,0.73,14.57,3.13,2.63,0.5,3.43,1.29,19.85,3.5,0.5,0,46.47,43.3,47.9,46.22,40.68,3.17,0.27,2.48,0.23,44.82,47.3,40.82,42.9,3.18,0.23,2.7,0.22,44.5,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,beauvillier,a,beauvillier4400wa,87247-66686,W,a,Anthony Beauvillier,beauvillier,8.894828007,58,4400,VAN@STL,VAN,STL,,,,,,W/UTIL,beauvillier4400wa,4600
nugenthopkins8200wr,84.83,R. Nugent-Hopkins,8200,W,0,EDM,PIT-T.Jarry,15.4,19.3,11.5,0.14,1.9,2,1,8,0,-2.7,33,0,2,3.6,3.6,-110,7,77,100,14.7,1.4,56,26,30,105,17.7,80,20,40,10,0.39,0.64,1.03,19.43,3.18,2.3,3.05,0.75,0.17,0.55,2.85,11.81,12.59,8.99,0.13,0.39,3.7,0.64,0.89,0.73,0.03,0.02,0.23,0.22,0.53,0.03,2.88,0.5,0.8,1.3,20.44,3.82,2.7,3.7,0.73,0.19,0.3,3,14,11,0.3,0.6,3.24,0.9,14.14,3.14,2.71,0.43,3.71,0.71,20.98,3.5,0.29,0.43,48.28,47.29,46.66,44.72,49.92,3.25,0.31,3.01,0.21,49.5,48.9,40,62.7,3.1,0.35,2.9,0.24,59.5,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,nugenthopkins,r,nugenthopkins8200wr,87247-14563,W,r,Ryan Nugent-Hopkins,nugenthopkins,16.35517199,58,8200,EDM@PIT,EDM,PIT,,,,,,W/UTIL,nugenthopkins8200wr,6800
panarin7300wa,84.76,Artemi Panarin,7300,W,0,NYR,DET-V.Husso,14.48,18.2,10.8,0.97,2,2,1,8,0,-4.1,26,0,3,3.7,3,-155,6.5,76,-137,14.9,0.6,68,32,27,105,18.4,80,20,40,10,0.3,0.84,1.14,19.85,3.45,2.4,3.53,0.68,0.12,0.21,2.62,15.09,13.76,11.09,0.05,0.36,3.31,0.6,0.95,0.63,0,0,0.25,0.48,0.34,0.01,2.26,0.55,1.09,1.64,19.08,5.15,2.09,2.91,0.72,0.26,0.18,2.27,15.09,12.09,0,0.45,2.69,0.27,15.43,2,1.86,0.14,2.57,0.29,19.5,2.96,0,0.43,47.19,44.82,47.69,45.42,39.85,2.82,0.25,2.86,0.24,41.27,51.64,47.27,35.82,2.36,0.31,2.82,0.13,33.14,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,panarin,a,panarin7300wa,87247-62493,W,a,Artemi Panarin,panarin,14.91052674,57,7300,NYR@DET,NYR,DET,,,,,,W/UTIL,panarin7300wa,5800
bratt6900wj,84.58,Jesper Bratt,6900,W,0,NJD,LA-P.Copley,13.58,17,10.1,0.85,2,1,1,10,0,-3.2,41,0,2,3.6,3.1,-143,6.5,76,-134,14.2,0.5,73,31,22,89,11.8,72,27,18,11,0.4,0.57,0.97,17.86,3.26,2.5,3.65,0.68,0.16,0.39,2.89,15.97,12.27,12.07,0.08,0.22,3.03,0.38,0.57,0.67,0,0,0.32,0.35,0.07,0.01,2.34,0.45,0.36,0.82,18.01,2.73,2,2.91,0.69,0.23,0.09,2.09,16.64,14.73,0.09,0.09,2.4,0.18,16.86,2,1.86,0.14,2.86,0.14,17.78,2.4,0,0.14,47.98,49.33,44.3,44.99,48.16,2.94,0.18,3.11,0.26,51.82,45.22,50.55,47.11,2.45,0.22,3.33,0.17,51.6,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,bratt,j,bratt6900wj,87247-80369,W,j,Jesper Bratt,bratt,14.04736864,57,6900,LA@NJ,NJ,LA,,,,,,W/UTIL,bratt6900wj,5600
sheary4400wc,84.14,Conor Sheary,4400,W,0,WAS,ANA-J.Gibson,8.5,10.8,6.2,0.65,1.9,3,2,1,0,3.5,86,0,2,4,2.2,-335,6,92,-225,9.1,0.4,63,28,34,95,6.2,40,60,10,10,0.21,0.33,0.54,15.68,2.07,1.93,2.65,0.73,0.11,0.52,2.45,12.7,13.25,9.56,0.03,0.07,1.23,0.12,0.21,0.58,0.02,0,0.16,0.26,0.28,0.03,2.36,0.1,0.1,0.2,15.82,0.76,1.9,2.8,0.68,0.05,0.7,2.6,11.9,12.7,0,0.1,1.65,0,10.5,2.17,1.5,0.67,2,0.5,16.03,1.71,0,0,53.12,46.14,52.52,46.15,42.3,3.19,0.23,3.19,0.26,47.4,60.45,50.5,40.55,3,0.2,3.55,0.23,36.5,2/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,sheary,c,sheary4400wc,87247-58877,W,c,Conor Sheary,sheary,8.859322241,59,4400,ANH@WSH,WSH,ANH,,,,,,W/UTIL,sheary4400wc,3800
