RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
eichel8300cj,90.51,Jack Eichel,8300,C,0,VGK,SJ-KKahkonen,16.93,21.2,12.7,1.28,2.0,1,1,13,0,6.1,93,0,4,3.8,2.8,-193,6.5,70,-260,16.0,1.2,63,29,19,88,11.6,66,33,22,9,0.41,0.43,0.84,19.01,2.65,3.73,4.6,0.81,0.11,0.88,4.61,14.99,14.15,11.1,0.05,0.17,2.81,0.78,1.01,0.77,0.0,0.0,0.36,0.25,0.19,0.03,3.26,0.2,0.3,0.5,18.12,1.66,3.1,4.2,0.74,0.06,0.6,3.7,13.6,14.0,0.0,0.0,2.29,0.7,12.0,3.67,3.67,0.0,4.33,1.0,16.14,1.84,0.0,0.0,50.73,50.2,48.04,47.86,43.62,2.57,0.22,2.95,0.16,49.2,50.4,48.2,46.7,1.9,0.05,2.8,0.21,49.25,2/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SJ,eichel,j,eichel8300cj,87095-64100,C,j,Jack Eichel,eichel,16.129267994950457,41.0,8300,SJ@VGK,VGK,SJ,,,,,,C/UTIL,eichel8300cj
kadri6800cn,88.51,Nazem Kadri,6800,C,0,CGY,DET-MHellberg,13.57,17.0,10.1,1.0,2.0,2,2,18,0,3.0,86,0,3,4.2,2.5,-277,6.5,76,-260,14.3,-0.5,65,22,25,100,12.2,66,33,22,9,0.35,0.47,0.82,18.24,2.7,3.41,4.91,0.69,0.1,0.43,3.83,15.66,12.05,11.59,0.13,0.15,3.36,0.85,1.26,0.67,0.0,0.0,0.23,0.32,0.66,0.01,3.13,0.3,0.2,0.5,18.12,1.66,3.7,5.11,0.72,0.08,0.5,4.2,16.0,10.11,0.1,0.0,3.2,1.11,14.75,5.0,3.75,1.25,5.25,1.5,17.38,3.43,0.0,0.0,51.75,51.73,47.42,39.41,39.89,3.09,0.21,2.86,0.25,56.22,48.33,37.78,38.92,3.11,0.18,2.58,0.16,29.6,2/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,kadri,n,kadri6800cn,87095-8741,C,n,Nazem Kadri,kadri,13.62037037037037,54.0,6800,DET@CGY,CGY,DET,,,,,,C/UTIL,kadri6800cn
scheifele7200cm,87.96,Mark Scheifele,7200,C,0,WPG,CLB-JKorpisalo,14.08,17.7,10.5,0.68,2.0,2,1,6,0,-0.3,50,0,2,3.8,2.8,-192,6.5,80,-210,14.8,1.3,60,30,31,86,12.7,66,33,22,9,0.58,0.43,1.01,20.52,2.95,2.51,3.58,0.7,0.23,0.53,3.04,15.29,15.53,11.43,0.15,0.12,3.41,0.71,1.05,0.67,0.0,0.0,0.43,0.31,0.62,0.02,2.85,0.6,0.3,0.9,20.32,2.66,2.7,3.89,0.69,0.22,0.4,3.1,14.3,14.7,0.0,0.2,4.55,0.7,13.0,4.0,3.5,0.5,5.0,1.0,19.1,3.15,0.0,0.0,51.05,44.36,50.48,46.07,43.14,3.08,0.23,3.01,0.24,49.3,52.58,43.0,44.58,4.0,0.15,2.42,0.21,48.67,2/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLB,scheifele,m,scheifele7200cm,87095-15321,C,m,Mark Scheifele,scheifele,14.598147922092014,54.0,7200,WPG@CBJ,WPG,CBJ,,,,,,C/UTIL,scheifele7200cm
hischier7300cn,87.92,Nico Hischier,7300,C,0,NJD,STL-JBinnington,15.06,18.9,11.2,1.46,2.1,1,1,13,0,2.6,93,0,2,3.3,2.8,-150,6.0,83,-150,14.8,1.1,71,29,18,85,10.6,66,22,0,9,0.37,0.62,0.99,19.63,3.03,2.82,3.8,0.74,0.13,0.65,3.47,13.97,12.57,10.58,0.09,0.15,3.22,0.67,1.03,0.65,0.01,0.03,0.27,0.44,0.08,0.01,2.76,0.2,0.4,0.6,18.43,1.95,3.1,4.1,0.76,0.06,1.1,4.2,16.2,14.6,0.0,0.1,2.06,0.6,15.75,3.25,1.75,1.5,2.75,0.75,19.26,3.03,0.0,0.0,47.43,49.0,47.85,44.94,40.67,2.98,0.18,2.47,0.22,49.5,40.44,54.3,43.11,2.2,0.23,2.78,0.12,44.5,2/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STL,hischier,n,hischier7300cn,87095-80991,C,n,Nico Hischier,hischier,15.088461068960337,52.0,7300,NJ@STL,NJ,STL,,,,,,C/UTIL,hischier7300cn
lindholm6500ce,87.66,Elias Lindholm,6500,C,0,CGY,DET-MHellberg,14.86,18.6,11.1,2.9,2.3,1,1,5,0,-1.6,50,0,3,4.2,2.5,-277,6.5,76,-260,14.2,0.8,68,34,27,101,10.9,55,44,22,9,0.44,0.51,0.95,19.43,2.93,2.52,3.48,0.72,0.17,0.59,3.12,14.08,11.46,10.68,0.15,0.11,3.06,0.72,1.0,0.72,0.0,0.02,0.29,0.39,0.3,0.02,2.35,0.1,0.7,0.8,18.8,2.55,1.5,3.22,0.47,0.07,0.5,2.0,14.44,10.11,0.0,0.2,2.82,0.44,17.0,1.75,1.0,0.75,3.0,0.5,18.82,2.6,0.0,0.25,51.75,51.73,47.42,39.41,39.89,3.09,0.21,2.86,0.25,56.22,48.33,37.78,38.92,3.11,0.18,2.58,0.16,29.6,2/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,lindholm,e,lindholm6500ce,87095-41390,C,e,Elias Lindholm,lindholm,12.813207086527123,53.0,6500,DET@CGY,CGY,DET,,,,,,C/UTIL,lindholm6500ce
dubois7500cp,86.59,Pierre-Luc Dubois,7500,C,0,WPG,CLB-JKorpisalo,14.94,18.7,11.2,0.93,2.0,1,1,12,0,-0.7,71,0,2,3.8,2.8,-192,6.5,80,-210,14.2,1.1,68,30,29,86,10.9,55,33,11,9,0.34,0.52,0.87,18.7,2.79,2.91,4.32,0.67,0.12,0.57,3.48,13.69,13.78,10.81,0.14,0.13,3.35,0.94,1.2,0.79,0.0,0.0,0.2,0.39,1.2,0.0,3.06,0.3,0.1,0.4,19.59,1.23,3.4,5.11,0.67,0.09,0.3,3.7,15.1,12.7,0.0,0.0,4.57,1.3,18.0,4.0,3.5,0.5,5.0,1.5,19.79,3.2,0.0,0.0,51.05,44.36,50.48,46.07,43.14,3.08,0.23,3.01,0.24,49.3,52.58,43.0,44.58,4.0,0.15,2.42,0.21,48.67,2/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLB,dubois,p,dubois7500cp,87095-70901,C,p,Pierre-Luc Dubois,dubois,15.32222267433449,54.0,7500,WPG@CBJ,WPG,CBJ,,,,,,C/UTIL,dubois7500cp
aho8100cs,85.73,Sebastian Aho,8100,C,0,CAR,MTL-SMontembeault,17.22,21.6,12.9,1.98,2.1,1,1,6,0,-1.5,50,0,2,4.2,2.0,-457,6.0,88,-385,14.7,-0.4,68,24,25,100,18.4,77,22,22,9,0.45,0.49,0.94,19.22,2.93,2.8,3.99,0.7,0.16,0.35,3.16,13.79,10.66,10.71,0.1,0.17,3.21,0.63,1.06,0.59,0.04,0.02,0.3,0.3,0.56,0.06,3.04,1.0,0.0,1.0,18.61,3.22,3.33,4.0,0.83,0.3,0.44,3.78,13.33,9.56,0.33,0.0,2.79,0.89,15.67,2.0,2.0,0.0,2.67,0.33,17.52,1.97,0.33,0.0,49.08,51.37,46.87,37.09,41.33,3.15,0.19,3.48,0.25,49.22,48.8,38.33,39.8,2.78,0.32,3.5,0.34,42.67,2/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,aho,s,aho8100cs,87095-73946,C,s,Sebastian Aho,aho,15.765217656674592,46.0,8100,MON@CAR,CAR,MON,,,,,,C/UTIL,aho8100cs
karlsson5600cw,85.28,William Karlsson,5600,C,0,VGK,SJ-KKahkonen,10.9,13.8,8.0,0.79,1.9,2,2,8,0,1.4,35,0,4,3.8,2.8,-193,6.5,70,-260,10.0,0.7,62,26,37,87,11.8,77,22,33,9,0.18,0.44,0.63,17.8,2.12,1.95,2.87,0.68,0.09,0.59,2.55,14.66,12.06,11.02,0.02,0.07,1.76,0.35,0.53,0.67,0.01,0.03,0.15,0.34,0.14,0.05,2.39,0.2,0.5,0.7,16.73,2.51,2.4,3.8,0.63,0.08,0.3,2.7,14.2,11.8,0.0,0.1,1.3,0.4,17.0,2.67,2.33,0.33,4.0,0.67,13.77,1.51,0.0,0.0,50.73,50.2,48.04,47.86,43.62,2.57,0.22,2.95,0.16,49.2,50.4,48.2,46.7,1.9,0.05,2.8,0.21,49.25,2/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SJ,karlsson,w,karlsson5600cw,87095-39990,C,w,William Karlsson,karlsson,10.540740966796877,54.0,5600,SJ@VGK,VGK,SJ,,,,,,C/UTIL,karlsson5600cw
barkov7900ca,84.77,Aleksander Barkov,7900,C,0,FLA,WAS-DKuemper,16.43,20.6,12.3,1.6,2.1,1,1,7,0,-4.1,71,0,2,3.4,3.3,-120,6.5,76,-128,17.0,0.7,59,27,27,101,17.5,75,16,41,12,0.39,0.76,1.16,21.09,3.3,3.08,4.05,0.76,0.13,0.66,3.74,15.42,11.0,11.5,0.15,0.28,4.03,0.81,1.1,0.73,0.0,0.02,0.25,0.46,0.2,0.02,2.93,0.33,0.83,1.17,21.04,3.34,2.83,3.75,0.76,0.12,0.83,3.67,13.33,11.83,0.08,0.25,4.35,0.67,12.5,3.25,2.5,0.75,2.75,0.75,20.47,4.54,0.0,0.0,51.88,50.61,46.1,41.07,45.99,3.41,0.23,2.69,0.18,52.31,49.18,46.85,48.64,3.31,0.21,1.82,0.15,45.0,2/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,barkov,a,barkov7900ca,87095-41393,C,a,Aleksander Barkov,barkov,15.767391038977582,46.0,7900,FLA@WSH,FLA,WSH,,,,,,C/UTIL,barkov7900ca
backlund5500cm,84.38,Mikael Backlund,5500,C,0,CGY,DET-MHellberg,12.92,16.2,9.6,3.01,2.3,3,1,5,0,-2.4,95,0,3,4.2,2.5,-277,6.5,76,-260,10.6,1.6,72,33,27,101,13.1,66,33,55,9,0.2,0.38,0.58,17.5,1.99,2.85,3.75,0.76,0.07,0.32,3.18,14.98,10.04,11.23,0.01,0.04,1.62,0.3,0.46,0.64,0.01,0.01,0.18,0.33,0.51,0.02,2.44,0.1,0.9,1.0,17.78,3.37,2.5,3.56,0.7,0.04,0.4,2.9,16.67,10.67,0.0,0.0,1.94,0.11,14.75,3.25,2.75,0.5,4.0,0.5,18.67,2.41,0.0,0.0,51.75,51.73,47.42,39.41,39.89,3.09,0.21,2.86,0.25,56.22,48.33,37.78,38.92,3.11,0.18,2.58,0.16,29.6,2/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,backlund,m,backlund5500cm,87095-9189,C,m,Mikael Backlund,backlund,11.14444421838831,54.0,5500,DET@CGY,CGY,DET,,,,,,C/UTIL,backlund5500cm
