,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
mittelstadt4400cc,69.48,Casey Mittelstadt,4400,C,0,BUF,FLA-SBobrovsky,7.34,9.4,5.3,-0.31,1.7,3,2,4,0,-3.2,21,2,1,3,4.2,170,7,40,168,8.6,1,66,29,33,86,10.5,88,11,33,9,0.16,0.43,0.59,15.86,2.23,1.71,2.18,0.78,0.1,0.23,1.94,10.52,10.51,8.19,0.06,0.17,2.36,0.37,0.5,0.74,0.01,0,0.09,0.26,0.14,0,1.88,0.2,0.5,0.7,15.73,2.67,1.9,2.6,0.73,0.11,0.3,2.2,11.5,11.2,0,0.1,1.78,0.1,10.5,1.83,1.5,0.33,2.17,0.33,15.11,2.01,0,0.17,45.46,44.81,41.46,42.14,50.74,3.17,0.25,3.51,0.25,44.7,48.18,43.1,57.45,2.6,0.19,3.27,0.28,54.86,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,mittelstadt,c,mittelstadt4400cc,87268-82850,C,c,Casey Mittelstadt,mittelstadt,8.566071647,56,4400,BUF@FLA,BUF,FLA,,,,,,C/UTIL,mittelstadt4400cc,2800
montour7200db,81.55,Brandon Montour,7200,D,0,FLA,BUF-U.Luukkonen,14.54,18.2,10.9,0.08,2,2,1,17,0,-2.4,44,0,4,4.2,3,-202,7,60,-205,11.9,0.7,77,27,21,100,14.1,100,0,30,10,0.16,0.53,0.69,21.68,1.91,2.53,3.64,0.69,0.06,0.92,3.44,18.35,15.25,14.13,0.03,0.18,3.06,0.51,0.73,0.69,0,0,0.13,0.34,1.08,0,2.54,0.18,0.55,0.73,23.77,1.84,3.55,4.55,0.78,0.05,0.82,4.36,20.55,18,0,0.18,3.88,0.82,20,5.14,4.14,1,5.57,1.29,24.75,4.13,0,0.14,49.36,50.74,42.14,41.46,44.81,3.38,0.23,2.75,0.26,57.45,43.1,48.18,44.7,2.82,0.1,2.5,0.32,46.17,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,montour,b,montour7200db,87268-61859,D,b,Brandon Montour,montour,13.98448234,58,7200,BUF@FLA,FLA,BUF,,,,,,D/UTIL,montour7200db,6100
morrissey7500dj,74.85,Josh Morrissey,7500,D,0,WPG,COL-A.Georgiev,14.84,18.6,11.1,-0.27,2,1,1,19,0,-3.4,17,0,2,3.1,3,-115,6,53,116,13.2,0.8,80,31,19,86,14.5,100,0,12,8,0.19,0.64,0.83,24.09,2.07,2.19,3.27,0.67,0.09,1.45,3.64,17.53,17.88,13.52,0.03,0.29,3.36,0.46,0.75,0.61,0,0,0.16,0.35,0.73,0.01,2.46,0.3,0.5,0.8,25.69,1.87,3.4,4.63,0.74,0.09,1.9,5.3,18.9,19.7,0,0.3,4.19,0.4,16,5,3,2,4.2,1,25.33,3.62,0,0.5,48.39,44.6,45.25,45.52,50.44,3.1,0.23,2.9,0.21,45.2,54.9,43.2,49.2,3.6,0.14,2.4,0.17,45.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,morrissey,j,morrissey7500dj,87268-42981,D,j,Josh Morrissey,morrissey,14.71206876,58,7500,COL@WPG,WPG,COL,,,,,,D/UTIL,morrissey7500dj,6200
necas7400wm,88.18,Martin Necas,7400,W,0,CAR,OTT-C.Talbot,13.79,17.3,10.3,0.09,1.9,2,2,8,0,0.2,21,1,3,4.1,2.6,-250,6.5,77,-265,11.3,-0.2,58,28,40,100,14.2,70,30,30,10,0.27,0.4,0.68,17.31,2.36,2.65,3.8,0.7,0.1,0.21,2.85,14.93,10.98,11.12,0.08,0.11,2.55,0.45,0.76,0.59,0.01,0.01,0.19,0.28,0.37,0,2.71,0.4,0.6,1,16.8,3.57,2.4,4.1,0.59,0.17,0.4,2.8,14.7,12.2,0.1,0.2,1.52,0.4,14,2.4,1.8,0.6,3.8,1.2,15.75,1.52,0.2,0,51.33,52.18,44.29,36.77,45.61,3.14,0.19,3.41,0.2,53.4,47.4,37.2,43.5,2.2,0.32,4.2,0.14,39,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,necas,m,necas7400wm,87268-82045,W,m,Martin Necas,necas,14.41607121,56,7400,OTT@CAR,CAR,OTT,,,,,,W/UTIL,necas7400wm,5800
nelson7700cb,84.66,Brock Nelson,7700,C,0,NYI,LA-JQuick,15.87,19.9,11.9,1.45,2.1,2,1,11,0,-1,27,0,2,3.3,2.9,-135,6,55,-134,14.5,1.5,73,39,25,97,19.9,91,8,50,12,0.46,0.46,0.93,18.57,3.01,2.78,3.58,0.78,0.17,0.56,3.34,13.53,14.61,9.72,0.13,0.09,2.92,0.8,1.04,0.77,0,0,0.33,0.37,0.33,0.06,2.84,0.75,0.58,1.33,19.21,4.16,3.42,4.64,0.74,0.22,0.42,3.83,15.5,15.25,0.17,0.08,3.26,0.92,15.43,4.14,3.86,0.29,5.17,1.57,20.02,3.65,0.29,0.14,45.39,44.19,44.46,49.21,47.98,2.7,0.2,3.13,0.25,47.92,45.6,50.58,46.2,2.83,0.15,3.4,0.15,49.33,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,nelson,b,nelson7700cb,87268-21897,C,b,Brock Nelson,nelson,15.06557377,61,7700,LA@NYI,NYI,LA,,,,,,C/UTIL,nelson7700cb,6200
newhook4100ca,57.38,Alex Newhook,4100,C,0,COL,WPG-CHellebuyck,6.77,8.6,4.9,-0.26,1.7,3,2,3,0,-1.6,42,1,5,3,3.1,-105,6,47,-140,6.8,-0.2,44,19,44,96,5.2,44,55,11,9,0.14,0.24,0.38,14.05,1.62,1.39,1.74,0.8,0.1,0.54,1.93,11.21,11.4,7.99,0.01,0.03,1.41,0.22,0.29,0.78,0,0,0.13,0.21,0.21,0,1.82,0.2,0,0.2,14.31,0.84,1.6,1.9,0.84,0.13,1,2.6,11.8,13,0,0,1.08,0.1,8.67,2.33,1.33,1,1.5,0,13.78,1.2,0,0,46.1,50.44,45.52,45.25,44.6,3.16,0.27,2.82,0.21,49.2,43.2,54.9,45.2,2.4,0.17,3,0.13,42.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,newhook,a,newhook4100ca,87268-148101,C,a,Alex Newhook,newhook,6.75818204,55,4100,COL@WPG,COL,WPG,,,,,,C/UTIL,newhook4100ca,2800
nichushkin6800wv,75.46,Valeri Nichushkin,6800,W,0,COL,WPG-C.Hellebuyck,13.08,16.4,9.7,0.55,1.9,1,1,9,0,-4.8,77,1,5,3,3.1,-105,6,47,-140,14.2,1.1,45,22,22,97,10.8,44,33,11,9,0.41,0.42,0.82,20.48,2.4,3.27,4.24,0.77,0.12,0.51,3.78,18.3,13.58,13.25,0.15,0.08,2.65,0.44,0.56,0.78,0.01,0.01,0.24,0.32,0.16,0.04,3.03,0.25,0.13,0.38,20.58,1.11,2.88,3.5,0.82,0.09,0.88,3.75,14.25,15,0.13,0,3.69,1,14.17,4,3.17,0.83,3.67,1.17,20.45,3.98,0.17,0,46.1,50.44,45.52,45.25,44.6,3.16,0.27,2.82,0.21,49.2,43.2,54.9,45.2,2.4,0.17,3,0.13,42.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,nichushkin,v,nichushkin6800wv,87268-41392,W,v,Valeri Nichushkin,nichushkin,13.20344807,29,6800,COL@WPG,COL,WPG,,,,,,W/UTIL,nichushkin6800wv,6000
nieto4000wm,57.2,Matt Nieto,4000,W,0,COL,WPG-C.Hellebuyck,3.29,4.3,2.3,-3.78,0.8,4,0,1,0,-2.2,26,1,5,3,3.1,-105,6,47,-140,6.1,-0.4,55,25,33,84,5.2,50,50,16,6,0.14,0.14,0.28,14.84,1.13,1.46,1.94,0.75,0.1,0.46,1.92,10.18,11.15,7.47,0,0.01,0.39,0.03,0.03,1,0,0,0.14,0.13,0.27,0,1.33,0.14,0,0.14,10.46,0.8,1.57,1.57,1,0.09,0.43,2,8.43,8.57,0,0,0,0,8.33,2,1.5,0.5,1.5,0,9.78,0,0,0,46.1,50.44,45.52,45.25,44.6,3.16,0.27,2.82,0.21,49.2,43.2,54.9,45.2,2.4,0.17,3,0.13,42.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,nieto,m,nieto4000wm,87268-39234,W,m,Matt Nieto,nieto,6.498148035,54,4000,COL@WPG,COL,WPG,,,,,,W/UTIL,nieto4000wm,2500
noesen5100ws,64.02,Stefan Noesen,5100,W,0,CAR,OTT-C.Talbot,9.25,11.7,6.8,0.03,1.8,4,1,2,0,-3.8,15,1,3,4.1,2.6,-250,6.5,77,-265,8.2,-0.2,32,15,21,100,7,40,60,20,10,0.19,0.32,0.51,11.95,2.56,1.77,2.62,0.68,0.11,0.26,2.04,10.29,6.4,7.63,0.13,0.11,2.79,0.56,0.85,0.66,0,0,0.06,0.21,0.36,0,1.51,0.2,0.3,0.5,10.9,2.75,1.1,1.7,0.65,0.18,0.2,1.3,9.9,7.1,0.1,0.1,2.07,0.1,12.4,1.8,1.6,0.2,2.2,0.4,11.62,2.12,0.2,0,51.33,52.18,44.29,36.77,45.61,3.14,0.19,3.41,0.2,53.4,47.4,37.2,43.5,2.2,0.32,4.2,0.14,39,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,noesen,s,noesen5100ws,87268-15286,W,s,Stefan Noesen,noesen,8.213207317,53,5100,OTT@CAR,CAR,OTT,,,,,,W/UTIL,noesen5100ws,3400
nylander8800ww,87.73,William Nylander,8800,W,0,TOR,MIN-F.Gustavsson,17.23,21.6,12.9,0.8,2,1,1,23,0,-6.1,21,0,3,3.6,2.5,-210,6,85,-152,17.6,2.6,80,35,15,97,19.2,90,10,30,10,0.53,0.61,1.13,18.24,3.72,3.43,4.77,0.72,0.15,0.38,3.81,14.26,12.54,10.88,0.18,0.2,3.63,0.87,1.27,0.69,0,0,0.35,0.41,0.25,0.02,3.65,0.6,0.6,1.2,17.46,4.12,4.2,6,0.7,0.14,0.2,4.4,15.8,12.3,0.2,0.2,2.71,0.9,15.33,5.33,5,0.33,6.5,1.5,17.37,2.54,0.17,0.33,48.24,47.06,42.56,42.88,44.51,3.12,0.25,3.22,0.23,50.6,47.92,44.4,49.23,2.5,0.32,2.69,0.06,48.63,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,nylander,w,nylander8800ww,87268-59276,W,w,William Nylander,nylander,18.14827544,58,8800,MIN@TOR,TOR,MIN,,,,,,W/UTIL,nylander8800ww,7200
o'connor3900wl,57.06,Logan O'Connor,3900,W,0,COL,WPG-C.Hellebuyck,6.45,8.2,4.7,-0.43,1.7,3,0,1,0,-1,33,1,5,3,3.1,-105,6,47,-140,5.7,-1.1,50,18,43,96,7.9,55,33,33,9,0.1,0.19,0.28,13.46,1.25,1.25,1.77,0.7,0.08,0.6,1.84,9.39,10.24,7.01,0,0,0.05,0,0.05,0,0.02,0.01,0.08,0.18,0.52,0,1.37,0.2,0.4,0.6,14.4,2.5,1.1,1.8,0.61,0.18,0.3,1.4,9.2,13.7,0,0,0,0,5.67,1,0.83,0.17,0.83,0.17,13.94,0,0,0,46.1,50.44,45.52,45.25,44.6,3.16,0.27,2.82,0.21,49.2,43.2,54.9,45.2,2.4,0.17,3,0.13,42.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,o'connor,l,o'connor3900wl,87268-97153,W,l,Logan O'Connor,o'connor,6.465454656,55,3900,COL@WPG,COL,WPG,,,,,,W/UTIL,o'connor3900wl,2500
o'reilly4700cr,79.82,Ryan O'Reilly,4700,C,0,TOR,MIN-FGustavsson,10.09,12.8,7.4,1.82,2.1,2,2,3,0,-3.7,82,0,3,3.6,2.5,-210,6,85,-152,11.7,2.1,51,29,32,97,20.6,44,11,33,9,0.37,0.34,0.71,18.85,2.26,2.13,2.64,0.81,0.17,0.53,2.66,12.22,13.12,9.1,0.1,0.07,2.24,0.33,0.54,0.62,0.01,0.01,0.25,0.26,0.25,0.02,2.42,0.83,0.5,1.33,17.23,4.63,2.5,3,0.83,0.33,0.5,3,13.83,14.17,0,0,1.28,0.17,13.83,3,2.5,0.5,3,0.17,17.23,1.28,0,0,48.24,47.06,42.56,42.88,44.51,3.12,0.25,3.22,0.23,50.6,47.92,44.4,49.23,2.5,0.32,2.69,0.06,48.63,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,o'reilly,r,o'reilly4700cr,87268-9124,C,r,Ryan O'Reilly,o'reilly,9.98604637,43,4700,MIN@TOR,TOR,MIN,,,,,,C/UTIL,o'reilly4700cr,4000
okposo4500wk,65.34,Kyle Okposo,4500,W,0,BUF,FLA-S.Bobrovsky,8.21,10.4,6,0.16,1.8,4,2,4,0,-1.5,21,2,1,3,4.2,170,7,40,168,8.7,-0.1,46,25,43,86,5.2,44,55,0,9,0.21,0.29,0.49,15.64,1.88,2.1,2.78,0.76,0.1,0.29,2.39,10.26,9.62,7.47,0.05,0.06,1.39,0.14,0.26,0.55,0.03,0,0.13,0.22,0.42,0.04,1.97,0,0.3,0.3,15.66,1.15,2.2,2.5,0.88,0,0,2.2,10,8.9,0,0,1.37,0.1,11.5,2.5,2.5,0,2.83,0,15.82,1.79,0,0,45.46,44.81,41.46,42.14,50.74,3.17,0.25,3.51,0.25,44.7,48.18,43.1,57.45,2.6,0.19,3.27,0.28,54.86,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,okposo,k,okposo4500wk,87268-8502,W,k,Kyle Okposo,okposo,7.902041065,49,4500,BUF@FLA,BUF,FLA,,,,,,W/UTIL,okposo4500wk,2900
olofsson5900wv,71.11,Victor Olofsson,5900,W,0,BUF,FLA-S.Bobrovsky,9.79,12.4,7.2,-0.99,1.7,2,1,5,0,-1.2,26,2,1,3,4.2,170,7,40,168,11.1,1.4,56,34,43,86,7.8,44,55,22,9,0.42,0.24,0.66,14.52,2.73,2.35,3.19,0.74,0.18,0.16,2.51,10.56,9.93,8.15,0.13,0.06,2.27,0.52,0.68,0.77,0,0.01,0.29,0.17,0.05,0.05,2.51,0.1,0.3,0.4,14.65,1.64,2,2.3,0.87,0.05,0.1,2.1,10.9,11,0.1,0.1,2.35,0.6,10.33,1.17,1.17,0,1.5,0.67,13.79,2.51,0,0.17,45.46,44.81,41.46,42.14,50.74,3.17,0.25,3.51,0.25,44.7,48.18,43.1,57.45,2.6,0.19,3.27,0.28,54.86,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,olofsson,v,olofsson5900wv,87268-83057,W,v,Victor Olofsson,olofsson,10.17142814,56,5900,BUF@FLA,BUF,FLA,,,,,,W/UTIL,olofsson5900wv,4400
palmieri5300wk,76.22,Kyle Palmieri,5300,W,0,NYI,LA-J.Quick,11.59,14.6,8.6,1.98,2.2,2,1,5,0,-3.9,21,0,2,3.3,2.9,-135,6,55,-134,9.7,1.5,46,28,25,97,10.5,66,33,41,12,0.27,0.31,0.58,16.11,2.16,2.15,3.21,0.67,0.12,0.27,2.42,11.81,13.15,8.81,0.04,0.07,1.81,0.39,0.61,0.64,0,0,0.23,0.24,0.42,0,2.29,0.25,0.42,0.67,17.82,2.26,2.33,3.82,0.61,0.11,0.25,2.58,14.17,14.5,0.08,0,2.24,0.58,13.71,2.71,2.29,0.43,3.83,0.71,18.29,2.13,0,0,45.39,44.19,44.46,49.21,47.98,2.7,0.2,3.13,0.25,47.92,45.6,50.58,46.2,2.83,0.15,3.4,0.15,49.33,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,palmieri,k,palmieri5300wk,87268-12644,W,k,Kyle Palmieri,palmieri,9.102941176,34,5300,LA@NYI,NYI,LA,,,,,,W/UTIL,palmieri5300wk,3700
parise5700wz,72.15,Zach Parise,5700,W,0,NYI,LA-J.Quick,10.01,12.6,7.4,-0.38,1.8,2,2,4,0,-3.9,26,0,2,3.3,2.9,-135,6,55,-134,9,-0.1,59,28,40,97,9.6,50,50,25,12,0.24,0.16,0.41,16.32,1.51,2.02,2.63,0.77,0.12,1,3.02,11.49,13.47,8.4,0.05,0.01,1.54,0.23,0.36,0.65,0.02,0.01,0.17,0.14,0.24,0.04,2.34,0.17,0.17,0.33,16.51,1.2,2.33,3,0.78,0.07,1.58,3.92,11.83,13.92,0,0,1.69,0.33,12.43,4.29,2.71,1.57,3.33,0.57,16.23,1.48,0,0,45.39,44.19,44.46,49.21,47.98,2.7,0.2,3.13,0.25,47.92,45.6,50.58,46.2,2.83,0.15,3.4,0.15,49.33,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,parise,z,parise5700wz,87268-8478,W,z,Zach Parise,parise,9.527869053,61,5700,LA@NYI,NYI,LA,,,,,,W/UTIL,parise5700wz,4200
pelech4400da,71.85,Adam Pelech,4400,D,0,NYI,LA-J.Quick,7.61,9.6,5.6,-0.83,1.7,1,0,1,0,-2.7,85,0,2,3.3,2.9,-135,6,55,-134,8,-0.2,55,19,22,97,7.7,83,16,33,12,0.05,0.31,0.36,21.17,1.02,1.44,2.16,0.67,0.04,1.71,3.16,16.47,16.77,12.09,0,0,0.16,0,0.03,0,0,0.03,0.05,0.29,0.88,0,1.31,0,0.25,0.25,21.91,0.68,1.5,2.73,0.55,0,2.08,3.58,16.33,17.33,0,0,0.13,0,15.71,3.71,1.71,2,2.83,0,21.5,0.18,0,0,45.39,44.19,44.46,49.21,47.98,2.7,0.2,3.13,0.25,47.92,45.6,50.58,46.2,2.83,0.15,3.4,0.15,49.33,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,pelech,a,pelech4400da,87268-53866,D,a,Adam Pelech,pelech,7.990000153,40,4400,LA@NYI,NYI,LA,,,,,,D/UTIL,pelech4400da,3900
pesce4700db,71.7,Brett Pesce,4700,D,0,CAR,OTT-C.Talbot,7.66,9.7,5.6,-1.43,1.6,2,0,1,0,-3.9,63,1,3,4.1,2.6,-250,6.5,77,-265,8.7,-0.3,65,21,35,100,6,40,60,10,10,0.08,0.27,0.35,22.12,0.95,1.94,2.94,0.66,0.04,1.52,3.46,19.18,14.26,14.52,0.01,0.03,0.9,0.07,0.14,0.5,0,0.02,0.07,0.23,0.53,0,1.33,0,0.3,0.3,22.07,0.82,1.6,2.6,0.62,0,0.5,2.1,19.1,13.1,0,0,0.06,0,19.6,1.8,1.6,0.2,2.6,0,21.7,0,0,0,51.33,52.18,44.29,36.77,45.61,3.14,0.19,3.41,0.2,53.4,47.4,37.2,43.5,2.2,0.32,4.2,0.14,39,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,pesce,b,pesce4700db,87268-62195,D,b,Brett Pesce,pesce,8.392857143,56,4700,OTT@CAR,CAR,OTT,,,,,,D/UTIL,pesce4700db,3700
peterka3800wj,54.06,JJ Peterka,3800,W,0,BUF,FLA-S.Bobrovsky,5.28,6.8,3.8,-1.4,1.4,2,0,1,0,-1.2,49,2,1,3,4.2,170,7,40,168,6.1,-0.8,32,10,29,86,2,11,77,0,9,0.13,0.23,0.36,13.62,1.59,1.53,2.17,0.7,0.09,0.13,1.66,11.44,10.88,8.44,0,0.06,1.26,0.17,0.23,0.75,0,0,0.13,0.17,0.42,0,2.01,0,0.11,0.11,12.27,0.54,1.22,1.56,0.79,0,0,1.22,10.33,10.44,0,0,0.69,0.11,9.4,1.2,1.2,0,1.6,0.2,11.56,0.32,0,0,45.46,44.81,41.46,42.14,50.74,3.17,0.25,3.51,0.25,44.7,48.18,43.1,57.45,2.6,0.19,3.27,0.28,54.86,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,peterka,j,peterka3800wj,87268-153985,W,j,JJ Peterka,peterka,6.081131845,53,3800,BUF@FLA,BUF,FLA,,,,,,W/UTIL,peterka3800wj,2600
pezzetta3400cm,36.34,Michael Pezzetta,3400,C,0,MTL,PHI-CHart,4.62,5.9,3.3,-0.98,1.4,4,0,1,0,-4.3,71,1,3,2.7,3.4,140,6,54,125,4.3,-0.6,33,10,32,86,6.9,66,33,22,9,0.09,0.14,0.23,8.47,1.63,1,1.33,0.75,0.09,0.32,1.32,6.7,7.72,4.83,0,0.02,0.01,0,0,0,0,0,0.09,0.13,0.96,0,0.95,0.2,0.2,0.4,10.09,2.38,0.9,1.3,0.69,0.22,0.5,1.4,7.2,10.4,0,0,0,0,6.5,1.5,1,0.5,1.33,0,9.81,0,0,0,45.61,41.22,49.86,47.24,42.98,3.13,0.17,2.79,0.25,39.4,51.18,51.2,44.09,2.7,0.26,2.64,0.28,43.71,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,pezzetta,m,pezzetta3400cm,87268-82798,C,m,Michael Pezzetta,pezzetta,4.031707392,41,3400,MON@PHI,MON,PHI,,,,,,C/UTIL,pezzetta3400cm,2500
pinto4300cs,45.1,Shane Pinto,4300,C,0,OTT,CAR-FAndersen,6.59,8.4,4.8,-0.85,1.5,2,2,5,0,-2.6,71,1,4,2.6,4.1,200,6.5,23,215,8.4,-0.1,36,17,27,86,10.2,90,10,30,10,0.25,0.2,0.45,15.56,1.74,1.84,2.6,0.71,0.14,0.41,2.25,12.71,11.62,9.24,0.07,0.05,2.12,0.44,0.67,0.67,0,0,0.18,0.14,0.18,0,1.89,0.3,0.4,0.7,14.7,2.86,1.6,2.2,0.73,0.19,0.5,2.1,10.4,12.6,0,0.1,1.92,0,8.83,2,1.67,0.33,2.33,0.17,15.12,1.88,0,0.17,40.67,45.61,36.77,44.29,52.18,3.39,0.26,3.3,0.19,43.5,37.2,47.4,53.4,3.5,0.23,2.8,0.11,59,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,pinto,s,pinto4300cs,87268-148186,C,s,Shane Pinto,pinto,8.23392868,56,4300,OTT@CAR,OTT,CAR,,,,,,C/UTIL,pinto4300cs,3400
pionk5500dn,66.75,Neal Pionk,5500,D,0,WPG,COL-A.Georgiev,9.11,11.5,6.8,-1.7,1.7,2,2,5,0,-3.5,63,0,2,3.1,3,-115,6,53,116,8.8,-0.9,65,20,34,87,8.9,50,50,12,8,0.1,0.31,0.42,21.01,1.2,1.69,2.55,0.66,0.06,1.42,3.1,15.53,17.8,12.08,0.01,0.06,1.6,0.14,0.26,0.55,0,0,0.09,0.26,0.55,0,1.71,0.1,0.3,0.4,21.39,1.12,1.6,2.63,0.61,0.06,1.7,3.3,15.7,16.8,0,0,1.67,0.1,15.83,3,1.5,1.5,3,0.33,20.75,1.53,0,0,48.39,44.6,45.25,45.52,50.44,3.1,0.23,2.9,0.21,45.2,54.9,43.2,49.2,3.6,0.14,2.4,0.17,45.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,pionk,n,pionk5500dn,87268-80005,D,n,Neal Pionk,pionk,9.396551724,58,5500,COL@WPG,WPG,COL,,,,,,D/UTIL,pionk5500dn,4500
pitlick3800wr,45.96,Rem Pitlick,3800,W,0,MTL,PHI-C.Hart,5.1,6.6,3.6,-1.58,1.3,2,0,1,0,-1.8,41,1,3,2.7,3.4,140,6,54,125,6.2,-0.5,44,19,38,63,5.8,66,11,22,9,0.16,0.27,0.44,15.27,1.73,0.98,1.26,0.78,0.17,0.51,1.49,9.02,12.77,6.58,0,0.02,1.51,0.15,0.19,0.8,0.02,0,0.15,0.25,0.4,0,1.56,0.13,0.13,0.25,14.76,1.02,1.25,1.5,0.83,0.1,0.5,1.75,9.75,14.25,0,0,1.01,0,9,1.25,1,0.25,1,0,12.14,0.27,0,0,45.61,41.22,49.86,47.24,42.98,3.13,0.17,2.79,0.25,39.4,51.18,51.2,44.09,2.7,0.26,2.64,0.28,43.71,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,pitlick,r,pitlick3800wr,87268-103130,W,r,Rem Pitlick,pitlick,4.615384615,26,3800,MON@PHI,MON,PHI,,,,,,W/UTIL,pitlick3800wr,2500
