RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master.1,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
kastelic3300cm,34.21,Mark Kastelic,3300,C,0,OTT,NJD-V.Vanecek,5.08,6.5,3.6,-0.31,1.5,4,2,4,0,-3.1,75,0,2,2.8,3.9,166,6.5,45,150,3.7,-1.6,38,5,36,71,3.1,42,7,35,14,0.1,0.06,0.16,9.07,1.06,1.13,1.62,0.7,0.09,0.6,1.73,7.27,7.98,5.27,0.0,0.0,0.36,0.0,0.02,0.0,0.0,0.0,0.1,0.06,1.16,0.0,1.12,0.0,0.17,0.17,8.27,1.23,1.0,1.25,0.8,0.0,0.33,1.33,6.67,6.58,0.0,0.0,0.23,0.0,5.2,1.4,0.8,0.6,0.8,0.0,7.23,0.34,0.0,0.0,46.14,45.28,44.59,44.6,50.5,3.6,0.24,2.94,0.18,45.86,46.15,43.86,56.23,3.6,0.2,2.31,0.13,53.5,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJD,kastelic,m,kastelic3300cm,88390-82198,C,m,Mark Kastelic,kastelic,4.01454551003196,55.0,3300,OTT@NJ,OTT,NJ,,,,,,C/UTIL,kastelic3300cm,2500
tierney3200cc,28.13,Chris Tierney,3200,C,0,MTL,CLB-E.Merzlikins,4.49,5.8,3.2,-0.7,1.4,4,0,1,0,-2.2,81,0,2,3.7,3.0,-157,6.5,72,-115,3.5,-1.2,23,8,32,67,4.4,46,23,46,13,0.07,0.15,0.22,10.5,1.26,0.46,0.77,0.6,0.16,0.49,0.95,7.0,9.97,5.44,0.0,0.0,0.45,0.03,0.05,0.5,0.0,0.02,0.07,0.12,0.2,0.0,0.95,0.0,0.31,0.31,11.8,1.58,0.31,0.54,0.57,0.0,0.62,0.92,7.08,11.69,0.0,0.0,0.01,0.0,7.86,1.0,0.29,0.71,0.57,0.0,12.93,0.0,0.0,0.0,48.38,41.01,52.04,49.09,44.76,2.86,0.17,2.86,0.24,39.36,59.77,55.57,47.38,2.5,0.17,2.38,0.32,52.71,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLB,tierney,c,tierney3200cc,88390-39235,C,c,Chris Tierney,tierney,4.429629573115596,27.0,3200,CBJ@MON,MON,CBJ,,,,,,C/UTIL,tierney3200cc,2500
aman3700cn,21.88,Nils Aman,3700,C,0,VAN,DAL-J.Oettinger,4.26,5.5,3.0,-1.95,1.2,3,0,0,0,-3.8,45,1,2,2.8,3.9,162,6.5,18,165,4.4,-1.1,37,15,42,70,7.1,75,41,25,12,0.07,0.16,0.23,12.52,1.1,0.79,1.11,0.71,0.09,0.6,1.39,7.78,10.8,5.76,0.0,0.0,0.09,0.0,0.02,0.0,0.0,0.02,0.07,0.14,0.25,0.0,1.15,0.15,0.31,0.46,13.9,1.99,0.92,1.31,0.71,0.17,0.46,1.38,8.92,11.77,0.0,0.0,0.08,0.0,8.57,1.29,0.86,0.43,1.14,0.0,13.78,0.12,0.0,0.0,44.02,42.21,47.45,45.21,47.06,3.3,0.25,2.87,0.17,39.33,46.75,46.0,46.92,3.15,0.2,2.38,0.19,43.14,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,aman,n,aman3700cn,88390-170839,C,n,Nils Aman,aman,4.357894629762884,57.0,3700,VAN@DAL,VAN,DAL,,,,,,C/UTIL,aman3700cn,2500
gambrell3500cd,21.54,Dylan Gambrell,3500,C,0,OTT,NJD-V.Vanecek,4.15,5.4,2.9,-1.65,1.2,3,0,1,0,-4.3,62,0,2,2.8,3.9,166,6.5,45,150,3.7,-1.1,34,10,39,89,5.7,64,21,28,14,0.06,0.09,0.14,11.88,0.71,0.81,1.16,0.7,0.07,0.74,1.55,7.32,9.53,5.47,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.39,0.0,1.01,0.07,0.27,0.33,12.72,1.56,0.87,1.07,0.81,0.08,1.13,2.0,7.0,9.73,0.0,0.0,0.02,0.0,6.0,1.88,0.88,1.0,0.88,0.0,11.97,0.04,0.0,0.0,46.14,45.28,44.59,44.6,50.5,3.6,0.24,2.94,0.18,45.86,46.15,43.86,56.23,3.6,0.2,2.31,0.13,53.5,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJD,gambrell,d,gambrell3500cd,88390-82909,C,d,Dylan Gambrell,gambrell,3.5636363636363635,55.0,3500,OTT@NJ,OTT,NJ,,,,,,C/UTIL,gambrell3500cd,2500
ovechkin8600wa,90.64,Alex Ovechkin,8600,W,0,WAS,PIT-CDesmith,17.9,22.4,13.4,1.86,2.1,1,1,26,1,1.1,98,0,2,3.1,3.5,115,6.5,24,125,18.0,1.3,64,27,26,96,21.9,75,41,16,12,0.6,0.45,1.05,19.72,3.19,4.06,5.8,0.7,0.15,0.33,4.39,13.88,14.69,10.4,0.2,0.16,4.73,1.41,2.05,0.69,0.0,0.0,0.4,0.29,0.44,0.08,3.71,0.75,0.67,1.42,18.85,4.52,4.08,5.36,0.76,0.18,0.33,4.42,13.27,14.64,0.25,0.25,3.8,1.45,13.0,4.67,4.5,0.17,5.67,2.0,19.41,4.39,0.33,0.33,46.02,46.79,47.03,46.01,51.63,3.17,0.22,3.04,0.22,44.75,43.6,46.67,58.0,3.17,0.29,3.0,0.22,59.38,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,ovechkin,a,ovechkin8600wa,88390-8718,W,a,Alex Ovechkin,ovechkin,18.34029923624067,67.0,8600,WSH@PIT,WSH,PIT,,,,,,W/UTIL,ovechkin8600wa,8800
meier8500wt,89.45,Timo Meier,8500,W,0,NJD,OTT-MSogaard,17.58,22.0,13.2,1.73,2.1,2,1,24,1,-1.0,68,2,1,3.9,2.8,-202,6.5,56,-175,16.8,0.8,66,26,24,89,13.1,53,15,23,13,0.5,0.34,0.84,19.6,2.57,4.31,5.86,0.74,0.12,0.63,4.94,16.91,14.61,12.41,0.17,0.08,2.79,0.8,1.05,0.76,0.0,0.0,0.33,0.26,0.69,0.0,3.24,0.36,0.18,0.55,18.22,1.81,3.82,5.09,0.75,0.1,0.73,4.55,16.55,13.55,0.09,0.0,2.93,0.64,16.38,4.38,3.63,0.75,5.0,1.13,17.95,2.77,0.13,0.0,50.44,50.5,44.6,44.59,45.28,2.76,0.19,3.53,0.19,56.23,43.86,46.15,45.86,2.15,0.25,3.67,0.16,44.38,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OTT,meier,t,meier8500wt,88390-66690,W,t,Timo Meier,meier,16.810293758616726,68.0,8500,OTT@NJ,NJ,OTT,,,,,,W/UTIL,meier8500wt,7600
kyrou7200wj,88.88,Jordan Kyrou,7200,W,0,STL,ANA-JGibson,16.72,20.9,12.5,3.41,2.3,1,1,16,1,-0.5,98,1,2,3.7,3.0,-155,6.5,75,-155,15.3,2.3,60,36,30,97,15.8,75,33,25,12,0.45,0.47,0.93,17.59,3.17,3.27,4.22,0.78,0.14,0.41,3.68,12.3,14.01,9.29,0.14,0.18,2.77,0.63,0.82,0.76,0.0,0.01,0.32,0.28,0.23,0.01,3.36,0.46,0.38,0.85,17.85,2.86,3.38,5.08,0.67,0.14,0.38,3.77,13.46,14.08,0.08,0.23,3.01,0.69,13.71,3.29,2.86,0.43,4.86,0.43,17.29,2.35,0.0,0.29,47.44,40.37,54.1,48.45,40.72,3.02,0.24,3.17,0.27,39.31,54.0,48.0,37.0,3.23,0.17,2.67,0.31,36.14,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANA,kyrou,j,kyrou7200wj,88390-73940,W,j,Jordan Kyrou,kyrou,16.061763987821692,68.0,7200,STL@ANH,STL,ANH,,,,,,W/UTIL,kyrou7200wj,7300
hyman8100wz,88.33,Zach Hyman,8100,W,0,EDM,VGK-LBrossoit,16.76,21.0,12.5,1.69,2.1,1,1,14,1,-2.2,45,0,3,4.1,3.0,-191,7.0,73,-170,16.2,1.9,68,31,26,105,10.0,33,16,50,12,0.46,0.55,1.01,20.23,2.99,3.55,4.73,0.75,0.13,0.38,3.93,15.71,15.15,12.05,0.17,0.13,3.25,0.76,1.07,0.71,0.01,0.01,0.28,0.41,0.46,0.03,3.04,0.27,0.36,0.64,20.06,1.91,2.73,3.5,0.78,0.1,0.09,2.82,15.4,14.0,0.0,0.18,3.75,0.7,14.25,2.75,2.75,0.0,3.75,1.5,20.57,4.2,0.0,0.25,50.04,47.23,49.82,44.53,48.7,3.24,0.32,2.3,0.24,44.91,57.42,39.45,44.25,3.25,0.31,2.15,0.21,43.43,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGK,hyman,z,hyman8100wz,88390-12609,W,z,Zach Hyman,hyman,16.746376811594203,69.0,8100,VGK@EDM,EDM,VGK,,,,,,W/UTIL,hyman8100wz,6900
guentzel7300wj,86.85,Jake Guentzel,7300,W,0,PIT,WAS-DKuemper,18.8,23.5,14.1,5.29,2.6,1,1,29,1,-2.2,95,0,2,3.5,3.1,-135,6.5,76,-145,16.9,2.2,71,36,22,95,17.9,92,42,7,14,0.52,0.51,1.03,20.39,3.03,3.41,4.74,0.72,0.15,0.52,3.93,19.12,15.72,14.15,0.1,0.14,3.69,0.9,1.27,0.71,0.0,0.0,0.42,0.37,0.52,0.11,3.23,0.47,0.47,0.93,20.05,2.78,4.0,5.93,0.67,0.12,0.87,4.87,22.53,14.2,0.13,0.27,3.6,1.2,22.5,5.25,4.13,1.13,5.88,1.38,19.69,3.41,0.25,0.25,51.21,51.63,46.01,47.03,46.79,3.3,0.21,2.73,0.17,58.0,46.67,43.6,44.75,3.2,0.21,3.25,0.13,47.0,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,guentzel,j,guentzel7300wj,88390-70571,W,j,Jake Guentzel,guentzel,15.172856794084822,70.0,7300,WSH@PIT,PIT,WSH,,,,,,W/UTIL,guentzel7300wj,7000
robertson9400wj,86.16,Jason Robertson,9400,W,0,DAL,VAN-TDemko,19.55,24.4,14.7,1.95,2.1,1,1,16,1,-2.6,29,0,2,3.9,2.8,-197,6.5,81,-195,17.7,0.9,73,32,26,98,19.6,69,38,30,13,0.53,0.63,1.16,18.81,3.7,3.59,4.86,0.74,0.15,0.23,3.83,16.83,13.43,12.21,0.13,0.23,3.06,1.05,1.39,0.76,0.0,0.0,0.4,0.4,0.24,0.03,2.92,0.43,0.93,1.36,18.86,4.33,3.86,5.15,0.75,0.11,0.29,4.14,14.62,11.77,0.14,0.36,3.6,1.23,12.57,2.71,2.29,0.43,3.57,1.29,18.83,3.18,0.14,0.43,45.77,47.06,45.21,47.45,42.21,2.95,0.23,3.0,0.28,46.92,46.0,46.75,39.33,3.31,0.28,3.08,0.15,38.14,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VAN,robertson,j,robertson9400wj,88390-82170,W,j,Jason Robertson,robertson,19.122222900390625,72.0,9400,VAN@DAL,DAL,VAN,,,,,,W/UTIL,robertson9400wj,8000
kane6800we,85.81,Evander Kane,6800,W,0,EDM,VGK-LBrossoit,13.88,17.4,10.4,1.35,2.0,1,2,13,1,-2.2,94,0,3,4.1,3.0,-191,7.0,73,-170,15.6,1.2,40,18,18,105,11.9,25,8,33,12,0.52,0.38,0.9,19.02,2.84,3.57,4.75,0.75,0.15,0.33,3.9,17.47,16.13,12.95,0.03,0.05,1.55,0.26,0.34,0.76,0.03,0.03,0.46,0.3,1.87,0.06,2.9,0.57,0.14,0.71,18.69,2.28,2.14,3.43,0.63,0.27,0.29,2.43,12.29,14.86,0.0,0.0,1.62,0.29,12.83,2.83,2.5,0.33,4.0,0.67,18.81,1.79,0.0,0.0,50.04,47.23,49.82,44.53,48.7,3.24,0.32,2.3,0.24,44.91,57.42,39.45,44.25,3.25,0.31,2.15,0.21,43.43,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGK,kane,e,kane6800we,88390-9092,W,e,Evander Kane,kane,13.96774193548387,31.0,6800,VGK@EDM,EDM,VGK,,,,,,W/UTIL,kane6800we,6400
gaudreau6700wj,84.71,Johnny Gaudreau,6700,W,0,CLB,MTL-SMontembeault,16.67,20.9,12.5,4.33,2.5,1,1,15,0,0.0,74,2,1,3.0,3.7,134,6.5,27,-105,15.4,0.8,68,30,29,101,14.9,50,33,50,12,0.32,0.82,1.14,19.49,3.51,2.92,4.05,0.72,0.11,0.21,3.13,15.53,15.33,11.52,0.04,0.25,3.28,0.71,1.0,0.71,0.0,0.0,0.28,0.57,0.28,0.03,3.1,0.23,0.92,1.15,19.2,3.59,2.77,3.62,0.77,0.08,0.15,2.92,14.15,18.62,0.08,0.23,3.5,0.54,17.71,3.71,3.57,0.14,4.43,0.71,19.85,3.49,0.14,0.29,51.42,44.76,49.09,52.04,41.01,2.63,0.2,3.26,0.27,47.38,55.57,59.77,39.36,2.62,0.32,2.64,0.32,39.43,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,gaudreau,j,gaudreau6700wj,88390-54514,W,j,Johnny Gaudreau,gaudreau,13.601449275362318,69.0,6700,CBJ@MON,CBJ,MON,,,,,,W/UTIL,gaudreau6700wj,5900
rakell6200wr,84.71,Rickard Rakell,6200,W,0,PIT,WAS-DKuemper,13.59,17.0,10.1,2.23,2.2,2,1,16,0,-1.1,94,0,2,3.5,3.1,-135,6.5,76,-145,12.7,1.5,59,33,34,96,12.1,73,33,26,15,0.32,0.37,0.69,18.13,2.28,2.93,4.09,0.72,0.11,0.67,3.6,16.97,14.23,12.6,0.1,0.07,2.87,0.64,0.91,0.7,0.0,0.0,0.22,0.31,0.22,0.01,2.84,0.27,0.4,0.67,18.55,2.17,2.93,4.2,0.7,0.09,0.8,3.73,19.07,13.27,0.07,0.0,3.42,0.93,16.0,3.63,3.0,0.63,4.38,1.5,17.08,3.27,0.13,0.0,51.21,51.63,46.01,47.03,46.79,3.3,0.21,2.73,0.17,58.0,46.67,43.6,44.75,3.2,0.21,3.25,0.13,47.0,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,rakell,r,rakell6200wr,88390-15269,W,r,Rickard Rakell,rakell,12.952777438693577,72.0,6200,WSH@PIT,PIT,WSH,,,,,,W/UTIL,rakell6200wr,5800
buchnevich7000wp,83.58,Pavel Buchnevich,7000,W,0,STL,ANA-JGibson,15.44,19.3,11.5,2.52,2.2,2,1,6,0,0.4,37,1,2,3.7,3.0,-155,6.5,75,-155,15.0,3.0,65,35,21,97,18.1,75,41,25,12,0.4,0.76,1.16,19.19,3.63,2.06,3.0,0.69,0.2,0.4,2.46,12.38,13.79,9.6,0.14,0.18,2.83,0.38,0.65,0.58,0.01,0.02,0.25,0.55,0.34,0.01,2.35,0.54,0.85,1.38,20.14,4.11,2.31,3.08,0.75,0.23,0.38,2.69,12.85,13.15,0.08,0.23,3.1,0.31,12.57,2.14,1.86,0.29,2.43,0.29,19.67,2.2,0.14,0.0,47.44,40.37,54.1,48.45,40.72,3.02,0.24,3.17,0.27,39.31,54.0,48.0,37.0,3.23,0.17,2.67,0.31,36.14,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANA,buchnevich,p,buchnevich7000wp,88390-70513,W,p,Pavel Buchnevich,buchnevich,14.219298245614034,57.0,7000,STL@ANH,STL,ANH,,,,,,W/UTIL,buchnevich7000wp,5700
benn7700wj,83.42,Jamie Benn,7700,W,0,DAL,VAN-TDemko,13.75,17.3,10.2,-0.54,1.8,2,1,6,0,0.8,29,0,2,3.9,2.8,-197,6.5,81,-195,12.8,1.6,64,33,35,98,20.1,76,61,23,13,0.35,0.49,0.84,16.01,3.15,2.27,2.93,0.77,0.15,0.55,2.82,10.82,12.57,7.85,0.13,0.15,2.61,0.65,0.81,0.8,0.02,0.01,0.19,0.33,0.49,0.0,2.52,0.57,1.0,1.57,16.74,5.63,2.86,3.69,0.77,0.2,0.29,3.14,11.46,12.77,0.14,0.36,3.24,0.77,11.0,3.86,3.43,0.43,4.14,0.86,17.0,2.88,0.29,0.29,45.77,47.06,45.21,47.45,42.21,2.95,0.23,3.0,0.28,46.92,46.0,46.75,39.33,3.31,0.28,3.08,0.15,38.14,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VAN,benn,j,benn7700wj,88390-8986,W,j,Jamie Benn,benn,14.452777438693577,72.0,7700,VAN@DAL,DAL,VAN,,,,,,W/UTIL,benn7700wj,6300
hoffman4500wm,82.85,Mike Hoffman,4500,W,0,MTL,CLB-EMerzlikins,14.98,18.8,11.2,6.93,3.3,1,1,9,0,0.9,45,0,2,3.7,3.0,-157,6.5,73,-115,9.5,1.4,57,24,26,89,8.2,53,23,46,13,0.21,0.32,0.53,15.7,2.03,2.26,3.08,0.73,0.09,0.41,2.67,10.56,12.44,7.56,0.03,0.12,2.48,0.57,0.83,0.69,0.0,0.0,0.18,0.2,0.39,0.0,2.53,0.21,0.07,0.29,16.62,1.05,2.36,3.21,0.73,0.09,0.64,3.0,10.64,14.71,0.0,0.07,2.4,0.43,9.86,2.71,2.14,0.57,2.71,0.29,16.12,1.16,0.0,0.14,48.38,41.01,52.04,49.09,44.76,2.86,0.17,2.86,0.24,39.36,59.77,55.57,47.38,2.5,0.17,2.38,0.32,52.71,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLB,hoffman,m,hoffman4500wm,88390-9259,W,m,Mike Hoffman,hoffman,9.0440673828125,59.0,4500,CBJ@MON,MON,CBJ,,,,,,W/UTIL,hoffman4500wm,3300
tkachuk8200wb,82.13,Brady Tkachuk,8200,W,0,OTT,NJD-VVanecek,16.67,20.9,12.5,1.41,2.0,1,1,31,1,-1.2,92,0,2,2.8,3.9,166,6.5,44,150,17.1,1.3,65,34,32,90,17.6,78,28,21,14,0.44,0.61,1.06,18.82,3.38,4.12,5.65,0.73,0.11,0.11,4.23,15.69,12.6,11.72,0.16,0.26,4.04,1.2,1.61,0.74,0.0,0.0,0.29,0.36,1.23,0.01,3.76,0.53,0.4,0.93,18.8,2.97,4.53,6.73,0.67,0.12,0.07,4.6,16.33,12.87,0.27,0.07,3.91,1.07,16.63,5.75,5.63,0.13,7.5,1.5,19.82,4.12,0.5,0.13,46.14,45.28,44.59,44.6,50.5,3.6,0.24,2.94,0.18,45.86,46.15,43.86,56.23,3.6,0.2,2.31,0.13,53.5,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJD,tkachuk,b,tkachuk8200wb,88390-97147,W,b,Brady Tkachuk,tkachuk,17.143056233723957,72.0,8200,OTT@NJ,OTT,NJ,,,,,,W/UTIL,tkachuk8200wb,7700
vrana5400wj,81.74,Jakub Vrana,5400,W,0,STL,ANA-JGibson,13.28,16.7,9.9,3.48,2.5,3,2,7,0,1.1,95,1,2,3.7,3.0,-155,6.5,75,-155,11.7,0.5,21,13,14,89,12.1,61,38,15,13,0.44,0.22,0.66,14.58,2.72,2.59,3.52,0.74,0.17,0.28,2.88,10.2,12.4,7.93,0.19,0.03,2.47,0.77,0.84,0.92,0.0,0.0,0.25,0.19,0.31,0.0,2.55,0.5,0.1,0.6,14.74,2.44,3.0,3.8,0.79,0.17,0.2,3.2,11.4,12.6,0.3,0.0,2.21,0.9,11.0,2.86,2.86,0.0,3.86,0.86,14.73,2.13,0.43,0.0,47.44,40.37,54.1,48.45,40.72,3.02,0.24,3.17,0.27,39.31,54.0,48.0,37.0,3.23,0.17,2.67,0.31,36.14,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANA,vrana,j,vrana5400wj,88390-58985,W,j,Jakub Vrana,vrana,10.964285714285714,14.0,5400,STL@ANH,STL,ANH,,,,,,W/UTIL,vrana5400wj,5100
nugenthopkins8400wr,81.21,R. Nugent-Hopkins,8400,W,0,EDM,VGK-LBrossoit,15.96,20.0,11.9,0.31,1.9,2,1,11,0,-1.8,1,0,3,4.1,3.0,-191,7.0,73,-170,15.2,1.8,64,31,33,105,17.6,75,33,25,12,0.41,0.69,1.1,19.69,3.35,2.31,3.08,0.75,0.18,0.5,2.82,12.13,12.45,9.21,0.14,0.39,3.81,0.68,0.9,0.76,0.03,0.03,0.24,0.27,0.5,0.03,2.7,0.38,0.85,1.23,20.07,3.68,2.77,3.83,0.72,0.14,0.23,3.0,13.75,10.08,0.23,0.23,3.94,0.83,13.33,3.33,3.17,0.17,4.33,1.17,20.11,4.41,0.33,0.17,50.04,47.23,49.82,44.53,48.7,3.24,0.32,2.3,0.24,44.91,57.42,39.45,44.25,3.25,0.31,2.15,0.21,43.43,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGK,nugenthopkins,r,nugenthopkins8400wr,88390-14563,W,r,Ryan Nugent-Hopkins,nugenthopkins,16.518056233723957,72.0,8400,VGK@EDM,EDM,VGK,,,,,,W/UTIL,nugenthopkins8400wr,6000
gallagher4000wb,80.93,Brendan Gallagher,4000,W,0,MTL,CLB-EMerzlikins,11.06,13.9,8.2,3.99,2.8,3,2,10,0,0.6,62,0,2,3.7,3.0,-157,6.5,73,-115,8.9,0.6,30,14,13,89,4.0,7,0,7,13,0.15,0.33,0.48,14.28,2.02,2.33,3.23,0.72,0.06,0.38,2.7,10.95,11.05,7.74,0.03,0.1,1.88,0.21,0.31,0.67,0.0,0.0,0.13,0.23,1.33,0.0,1.85,0.0,0.0,0.0,14.37,0.0,2.0,4.5,0.44,0.0,0.5,2.5,9.0,9.5,0.0,0.0,2.04,0.0,9.0,2.5,2.0,0.5,4.5,0.0,14.37,2.04,0.0,0.0,48.38,41.01,52.04,49.09,44.76,2.86,0.17,2.86,0.24,39.36,59.77,55.57,47.38,2.5,0.17,2.38,0.32,52.71,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLB,gallagher,b,gallagher4000wb,88390-15306,W,b,Brendan Gallagher,gallagher,7.444444444444445,27.0,4000,CBJ@MON,MON,CBJ,,,,,,W/UTIL,gallagher4000wb,3000
