,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
bear3800de,50.6,Ethan Bear,3800,D,0,VAN,FLA-S.Bobrovsky,7.34,9.3,5.4,0.19,1.9,3,2,1,0,-0.7,61,1,2,2.7,3.9,175,6.5,37,188,5.8,-0.6,40,14,26,98,5.8,58,25,25,12,0.08,0.18,0.26,17.16,0.91,1.55,2.1,0.74,0.05,0.95,2.5,14.31,12.44,11.19,0,0.02,0.47,0.15,0.17,0.9,0,0,0.08,0.16,0.19,0,1.42,0,0.25,0.25,18.37,0.82,1.83,2.6,0.71,0,0.42,2.25,14,9.44,0,0,0.08,0,16,2.5,1.83,0.67,2.8,0,17.69,0.14,0,0,43.05,43.67,40.8,47.09,50.74,3.23,0.26,3.51,0.25,40.36,46.15,45.73,46.69,3.5,0.2,3.25,0.38,46.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,bear,e,bear3800de,85980-66635,D,e,Ethan Bear,bear,6.303030303,33,3800,VAN@FLA,VAN,FLA,,,,,,D/UTIL,bear3800de
beauvillier4600wa,81.28,A. Beauvillier,4600,W,0,NYI,MTL-S.Montembeault,9.88,12.5,7.3,1.64,2.1,3,2,4,0,1.7,34,0,2,3.4,2.2,-240,5.5,87,-230,8.3,0.3,59,27,31,97,8.4,53,46,15,13,0.18,0.28,0.46,16.19,1.71,2.04,2.69,0.76,0.09,0.32,2.37,12.65,14.18,9.2,0.04,0.06,1.5,0.36,0.46,0.77,0,0,0.13,0.22,0.24,0.01,2.15,0.23,0.15,0.38,16.92,1.35,2.23,2.67,0.84,0.1,0.54,2.77,12.64,11.91,0,0,1.97,0.33,11.17,2.67,2.17,0.5,2.67,0,16.55,1.63,0,0,44.79,42.77,46.3,48.27,41.37,2.65,0.22,3.52,0.24,41.75,47,47.58,39.36,2.45,0.11,3.77,0.41,43.83,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,beauvillier,a,beauvillier4600wa,85980-66686,W,a,Anthony Beauvillier,beauvillier,7.921950922,41,4600,MON@NYI,NYI,MON,,,,,,W/UTIL,beauvillier4600wa
bellemare3500cp,52.56,P. Bellemare,3500,C,0,TB,STL-JBinnington,4.07,5.2,2.9,-1.73,1.2,4,0,1,0,-4.7,66,0,2,3.6,2.6,-191,6,73,-156,4,-1.9,43,15,51,98,5.4,58,41,25,12,0.08,0.09,0.17,11.95,0.85,0.76,1.06,0.71,0.1,0.61,1.37,7.37,8.25,5.68,0,0,0.03,0,0,0,0.01,0.01,0.07,0.08,0.5,0,1.03,0.08,0.17,0.25,11.01,1.36,1.08,1.58,0.68,0.08,0.75,1.83,7.33,7.08,0,0,0,0,7.5,1.83,1,0.83,1.67,0,10.14,0,0,0,48.49,44.25,48.1,43.45,40.14,3.4,0.27,2.59,0.22,47.5,48.46,41.42,37.46,3.17,0.32,3,0.19,35.86,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,bellemare,p,bellemare3500cp,85980-54951,C,p,Pierre-Edouard Bellemare,bellemare,3.568421213,38,3500,TB@STL,TB,STL,,,,,,C/UTIL,bellemare3500cp
bemstrom5100we,51.53,Emil Bemstrom,5100,W,0,CLB,DET-V.Husso,7.73,9.8,5.6,-1.49,1.5,2,2,3,0,1,66,0,2,2.7,4,190,6.5,23,215,5.8,-0.1,35,13,36,76,9.7,38,23,23,13,0.18,0.16,0.35,11.57,1.82,1.69,2.25,0.75,0.11,0.16,1.86,9,9.28,6.81,0.02,0.04,1.23,0.4,0.5,0.79,0,0,0.16,0.12,0.08,0,2.03,0.25,0.38,0.63,14.5,2.61,1.88,2.63,0.71,0.13,0.38,2.25,12.5,11.5,0.13,0.13,1.64,0.5,12.57,2,1.71,0.29,2.43,0.43,13.61,1.5,0.14,0.14,44.13,43.26,46.31,50.38,40.11,2.67,0.19,2.95,0.27,43.08,43.33,51.62,38,2.33,0.21,3.58,0.3,40,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,bemstrom,e,bemstrom5100we,85980-104448,W,e,Emil Bemstrom,bemstrom,9.7,15,5100,CBJ@DET,CBJ,DET,,,,,,W/UTIL,bemstrom5100we
beniers6900cm,84.56,Matty Beniers,6900,C,0,SEA,CHI-AStalock,12.63,15.9,9.4,-0.15,1.8,1,2,3,0,-0.6,9,0,2,3.8,2.4,-255,6,73,-275,12.7,2,63,30,36,49,12.7,53,46,30,13,0.37,0.48,0.85,17.05,2.99,1.96,2.71,0.72,0.19,0.65,2.62,11.68,11.94,8.94,0.12,0.1,2.64,0.6,0.7,0.85,0,0,0.25,0.38,0.04,0.02,2.37,0.38,0.46,0.85,16.83,3.03,1.92,2.92,0.66,0.2,0.77,2.69,12.23,12.69,0.08,0.08,2.12,0.38,10.13,2.88,2.13,0.75,2.75,0.5,16.62,2.48,0.13,0.13,47,44.92,50.13,42.49,39.61,2.93,0.16,2.82,0.26,45.08,46.83,45.23,40.17,2.31,0.17,2.55,0.32,38.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,beniers,m,beniers6900cm,85980-169115,C,m,Matty Beniers,beniers,12.6902436,41,6900,SEA@CHI,SEA,CHI,,,,,,C/UTIL,beniers6900cm
bennett5800cs,82.18,Sam Bennett,5800,C,0,FLA,VAN-SMartin,12.77,16,9.5,2.25,2.2,1,2,9,0,-0.1,77,0,2,3.9,2.7,-215,6.5,63,-230,11.6,-0.2,58,30,40,98,9.7,53,46,23,13,0.28,0.36,0.64,17.01,2.26,3.11,3.96,0.79,0.09,0.53,3.64,15.42,12.29,11.86,0.05,0.07,1.82,0.49,0.64,0.77,0,0,0.23,0.29,0.98,0.02,3.2,0.15,0.23,0.38,18.4,1.24,3.15,4.38,0.72,0.05,0.54,3.69,14.83,14.25,0.15,0.08,1.87,0.69,15.14,3.29,2.86,0.43,4.57,1.29,17.76,2.01,0.29,0,46.82,50.74,47.09,40.8,43.67,3.38,0.23,2.85,0.28,46.69,45.73,46.15,40.36,3.17,0.32,2.9,0.45,39.6,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,bennett,s,bennett5800cs,85980-58332,C,s,Sam Bennett,bennett,11.89534884,43,5800,VAN@FLA,FLA,VAN,,,,,,C/UTIL,bennett5800cs
bergeron7800cp,83.62,Patrice Bergeron,7800,C,0,BOS,TOR-MMurray,15.42,19.3,11.5,0.79,2,1,1,14,0,-7.7,77,0,2,3.4,2.8,-155,6,65,-154,15.4,1.7,70,29,21,97,17,76,23,38,13,0.36,0.51,0.88,18.11,2.92,3.95,5.06,0.78,0.09,0.66,4.61,15.06,8.75,11.86,0.13,0.17,3.29,0.88,1.28,0.69,0,0.01,0.24,0.33,0.23,0.02,3.06,0.38,0.46,0.85,17.95,2.84,4.23,4.5,0.94,0.09,1.08,5.31,14.45,10.36,0.15,0.15,2.63,0.92,15,5,4,1,4.33,0.83,18.11,1.75,0.17,0.17,43.77,46.49,42.13,40.52,47.17,3.15,0.25,3.11,0.22,46.33,37.75,46.92,45,3.09,0.29,2.83,0.29,43.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,bergeron,p,bergeron7800cp,85980-8175,C,p,Patrice Bergeron,bergeron,15.03414694,41,7800,TOR@BOS,BOS,TOR,,,,,,C/UTIL,bergeron7800cp
berggren5300wj,63.51,Jonatan Berggren,5300,W,0,DET,CLB-E.Merzlikins,9.07,11.5,6.7,-0.54,1.7,2,2,5,0,-1.2,3,0,2,4,2.7,-227,6.5,77,-265,14.3,0.2,4,2,0,46,14.3,100,0,50,2,0.27,0.31,0.58,13.14,2.65,1.62,2.19,0.74,0.17,0.38,2,8.88,10.04,7.08,0.08,0.15,1.91,0.36,0.48,0.75,0,0,0.19,0.15,0.31,0,2.23,0.25,0.33,0.58,13.48,2.58,1.17,1.67,0.7,0.21,0.08,1.25,8.91,10.55,0,0.17,1.85,0.08,12,1.83,1.67,0.17,2.33,0.17,15,1.91,0,0.17,45.11,40.11,50.38,46.31,43.26,3.21,0.2,3.12,0.23,38,51.62,43.33,43.08,3.75,0.2,3.25,0.33,42.57,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,berggren,j,berggren5300wj,85980-151490,W,j,Jonatan Berggren,berggren,9.029629743,27,5300,CBJ@DET,DET,CBJ,,,,,,W/UTIL,berggren5300wj
bertuzzi4400wt,83.53,Tyler Bertuzzi,4400,W,0,DET,CLB-E.Merzlikins,14.55,18.2,10.9,6.7,3.3,1,1,7,0,1.5,81,0,2,4,2.7,-227,6.5,77,-265,12.4,-0.3,41,13,16,84,2.4,0,18,0,11,0.29,0.49,0.78,19.13,2.45,2.61,3.58,0.73,0.11,0.61,3.22,13.21,13.55,9.91,0.08,0.14,2.87,0.63,0.92,0.68,0,0.02,0.2,0.33,0.43,0.06,2.24,0,0,0,16.89,0,0.5,1.5,0.33,0,1,1.5,10.5,13.5,0,0,3.72,0,10.5,1.5,0.5,1,1.5,0,16.89,3.72,0,0,45.11,40.11,50.38,46.31,43.26,3.21,0.2,3.12,0.23,38,51.62,43.33,43.08,3.75,0.2,3.25,0.33,42.57,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,bertuzzi,t,bertuzzi4400wt,85980-43135,W,t,Tyler Bertuzzi,bertuzzi,7.536363775,11,4400,CBJ@DET,DET,CBJ,,,,,,W/UTIL,bertuzzi4400wt
binnington6900gj,41.3,Jordan Binnington,6900,G,0,STL,TB-A.Vasilevskiy,13.52,17.1,10,-1.77,2,1,0,0,0,-3.7,82,0,0,2.6,3.6,159,6,26,130,13.4,-0.4,34,27,29,96,15.3,42,28,35,14,2.98,0,0,0,0,29.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1,44.25,0,0,0,0,0,0,48.46,47.5,0,0,0,0,48.5,1/14/2023,0,26.1,0.5,0.39,56.33,0.06,27.1,3.4,0.6,0.6,48.49,3.44,31.77,2.59,0.22,3.4,0.27,3.5,33.25,3,0.19,3.17,0.32,34.67,TB,binnington,j,binnington6900gj,85980-15339,G,j,Jordan Binnington,binnington,13.88235294,34,6900,TB@STL,STL,TB,,,,,,G,binnington6900gj
bjorkstrand5000wo,82.96,O. Bjorkstrand,5000,W,0,SEA,CHI-A.Stalock,11.05,13.9,8.2,2.03,2.2,3,1,3,0,-2.2,34,0,2,3.8,2.4,-255,6,73,-275,10.8,0.6,65,29,34,88,9.4,61,38,23,13,0.26,0.32,0.58,16.43,2.12,2.6,3.54,0.73,0.1,0.56,3.16,12.68,11.73,9.48,0.07,0.08,2.76,0.47,0.65,0.71,0,0,0.19,0.24,0.18,0.01,2.27,0.23,0.23,0.46,14.99,1.84,2.54,3.54,0.72,0.09,0.46,3,13,12.08,0,0,1.63,0.31,12.63,2.88,2.25,0.63,3.13,0.38,14.9,1.71,0,0,47,44.92,50.13,42.49,39.61,2.93,0.16,2.82,0.26,45.08,46.83,45.23,40.17,2.31,0.17,2.55,0.32,38.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,bjorkstrand,o,bjorkstrand5000wo,85980-42773,W,o,Oliver Bjorkstrand,bjorkstrand,9.636585515,41,5000,SEA@CHI,SEA,CHI,,,,,,W/UTIL,bjorkstrand5000wo
bjugstad4100cn,34.59,Nick Bjugstad,4100,C,0,ARI,MIN-MFleury,7,8.9,5.1,-0.03,1.7,2,0,1,0,-2.3,66,1,2,2.1,4.1,295,6,8,285,6,0.3,42,21,41,95,9.6,64,35,35,14,0.19,0.19,0.37,14.06,1.58,1.53,2.18,0.7,0.12,0.33,1.86,9.44,10.89,6.94,0.01,0,0.39,0.03,0.09,0.33,0.01,0,0.16,0.19,0.34,0,2,0.29,0.21,0.5,17.79,1.69,2.29,3.38,0.68,0.12,0.5,2.79,12.33,11.92,0,0,1.31,0,13.14,1.86,1.71,0.14,2.86,0.14,17.13,0.3,0,0,42.3,37.88,41.82,49.78,44.27,2.63,0.18,3.26,0.25,40.54,42.17,45.62,43.58,2.58,0.23,3.58,0.21,46.83,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,bjugstad,n,bjugstad4100cn,85980-39249,C,n,Nick Bjugstad,bjugstad,8.165853361,41,4100,ARI@MIN,ARI,MIN,,,,,,C/UTIL,bjugstad4100cn
blackwell3500wc,32.08,Colin Blackwell,3500,W,0,CHI,SEA-M.Jones,4.98,6.4,3.6,-1.12,1.4,4,0,1,0,-4.7,66,0,2,2.4,3.8,205,6,27,220,5,-1.1,52,18,40,94,4.4,30,46,15,13,0.11,0.14,0.25,11.52,1.3,1.24,1.55,0.79,0.09,0.45,1.68,8.16,9.07,5.84,0,0,0.2,0.04,0.04,1,0.02,0.01,0.08,0.13,0.21,0,1.04,0.1,0.1,0.2,10.74,1.12,1.1,1.4,0.79,0.09,0.4,1.5,7,7.2,0,0,0.14,0.1,7.17,1.83,1.17,0.67,1.5,0.17,10.99,0.23,0,0,42.29,39.61,42.49,50.13,44.92,2.95,0.2,3.14,0.29,40.17,45.23,46.83,45.08,3,0.12,2.85,0.3,42,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,blackwell,c,blackwell3500wc,85980-73970,W,c,Colin Blackwell,blackwell,3.737142944,35,3500,SEA@CHI,CHI,SEA,,,,,,W/UTIL,blackwell3500wc
blackwood8400gm,32.25,M. Blackwood,8400,G,0,NJD,LA-P.Copley,16.32,20.5,12.1,-1.63,1.9,1,0,0,0,-6,10,2,0,3.3,3.4,-102,6.5,67,105,8.7,-0.9,8,6,9,87,14.9,15,7,15,13,2.93,0,0,0,0,23.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,48.5,0,0,0,0,0,0,45.77,44.83,0,0,0,0,46.67,1/14/2023,0,21,0.36,0.36,51.79,0,24.3,2.75,0.25,0,46.52,3.08,33.79,2.81,0.19,3.22,0.2,3.31,31.85,3.42,0.17,3.73,0.29,31.83,LA,blackwood,m,blackwood8400gm,85980-66744,G,m,MacKenzie Blackwood,blackwood,8.971428462,14,8400,NJ@LA,NJ,LA,,,,,,G,blackwood8400gm
blankenburg3600dn,55.35,Nick Blankenburg,3600,D,0,CLB,DET-V.Husso,6.14,7.8,4.5,-0.58,1.7,4,0,3,0,0,99,0,2,2.7,4,190,6.5,23,215,10.5,0.6,14,4,2,41,0,0,0,0,13,0.19,0.25,0.44,17.67,1.49,1.63,1.93,0.84,0.12,2,3.63,14.86,14.71,10.86,0.06,0,0.46,0.07,0.07,1,0,0,0.13,0.25,0.63,0.06,0.78,0,0,0,16.68,0,0,0,0,0,2,2,9,17,0,0,0.58,0,9,2,0,2,0,0,16.68,0.58,0,0,44.13,43.26,46.31,50.38,40.11,2.67,0.19,2.95,0.27,43.08,43.33,51.62,38,2.33,0.21,3.58,0.3,40,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,blankenburg,n,blankenburg3600dn,85980-169061,D,n,Nick Blankenburg,blankenburg,7.680000305,10,3600,CBJ@DET,CBJ,DET,,,,,,D/UTIL,blankenburg3600dn
blueger3500ct,33.81,Teddy Blueger,3500,C,0,PIT,CAR-FAndersen,4.74,6.1,3.4,-1.06,1.4,4,0,1,0,-5.4,66,2,1,2.5,3.6,173,6,18,130,5.8,-0.4,38,13,27,94,5,75,25,16,12,0.05,0.3,0.35,13.13,1.6,1.13,1.41,0.8,0.04,0.54,1.67,8.57,9.27,6.78,0,0,0.1,0,0,0,0,0.03,0.05,0.27,0.32,0,0.96,0,0.17,0.17,11.97,0.85,1.25,1.27,0.98,0,0.92,2.17,5.73,7.36,0,0,0.03,0,6,1.83,1.17,0.67,1.17,0,12,0.03,0,0,39.63,47.94,37.8,45.88,51.51,3.3,0.22,3.37,0.19,42.55,33.77,45.09,51.92,4,0.23,4,0.21,54.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,blueger,t,blueger3500ct,85980-68623,C,t,Teddy Blueger,blueger,5.399999765,26,3500,PIT@CAR,PIT,CAR,,,,,,C/UTIL,blueger3500ct
bobrovsky7400gs,67.7,Sergei Bobrovsky,7400,G,0,FLA,VAN-S.Martin,18.44,23.1,13.7,2.27,2.5,1,0,4,0,-4.3,91,0,0,3.9,2.7,-215,6.5,64,-230,15.1,-1.2,47,27,23,98,16.4,61,7,23,13,2.86,0,0,0,0,29.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8,43.67,0,0,0,0,0,0,46.15,40.36,0,0,0,0,39.6,1/14/2023,0,26.4,0.56,0.36,57.3,0.06,29.4,3.11,0.44,0.5,43.05,3.37,30.53,3.51,0.25,3.23,0.26,3.31,30.15,3.25,0.38,3.5,0.2,32.33,VAN,bobrovsky,s,bobrovsky7400gs,85980-12163,G,s,Sergei Bobrovsky,bobrovsky,12.27586207,29,7400,VAN@FLA,FLA,VAN,,,,,,G,bobrovsky7400gs
boeser5900wb,69.02,Brock Boeser,5900,W,0,VAN,FLA-S.Bobrovsky,11.07,13.9,8.2,0.29,1.9,1,1,4,0,1.6,9,1,2,2.7,3.9,175,6.5,37,188,11.4,0.4,55,22,29,85,11.8,66,25,33,12,0.3,0.42,0.72,17.65,2.45,2.51,3.56,0.71,0.12,0.39,2.91,13.47,13.49,10.24,0.15,0.08,2.95,0.72,1.04,0.69,0,0,0.15,0.34,0.38,0,2.45,0.36,0.36,0.73,17.93,2.44,2.09,3.44,0.61,0.17,0.73,2.82,11.38,13,0.09,0,3.59,0.56,11.8,1.83,1.17,0.67,2.4,0.4,17.67,3.65,0,0,43.05,43.67,40.8,47.09,50.74,3.23,0.26,3.51,0.25,40.36,46.15,45.73,46.69,3.5,0.2,3.25,0.38,46.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,boeser,b,boeser5900wb,85980-79857,W,b,Brock Boeser,boeser,10.77058859,34,5900,VAN@FLA,VAN,FLA,,,,,,W/UTIL,boeser5900wb
boldy6500wm,82.34,Matt Boldy,6500,W,0,MIN,ARI-K.Vejmelka,16.06,20.1,12,4.11,2.5,3,1,12,0,-3,66,0,2,4.1,2.1,-370,6,92,-365,11.6,0.7,52,25,40,94,12.2,45,45,18,11,0.29,0.45,0.74,16.29,2.72,2.63,3.72,0.71,0.11,0.41,3.04,11.84,11.02,9.08,0.09,0.18,3.05,0.68,0.97,0.71,0,0,0.21,0.26,0.39,0.01,2.66,0.08,0.54,0.62,16.79,2.22,2.85,4.67,0.61,0.03,0.23,3.08,12,9.33,0,0.23,4.34,0.83,14.83,4,3.83,0.17,5,0.83,18.13,4.33,0,0.17,47.27,44.27,49.78,41.82,37.88,3.2,0.23,3.33,0.26,43.58,45.62,42.17,40.54,3.25,0.18,3.33,0.35,41.86,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,boldy,m,boldy6500wm,85980-148097,W,m,Matt Boldy,boldy,12.20243873,41,6500,ARI@MIN,MIN,ARI,,,,,,W/UTIL,boldy6500wm
boqvist3900wj,58.28,Jesper Boqvist,3900,W,0,NJD,LA-P.Copley,4.67,6,3.3,-2.21,1.2,3,0,1,0,-3.8,34,2,1,3.3,3.4,-102,6.5,66,105,5.7,-0.4,49,21,43,87,5,53,46,15,13,0.19,0.16,0.35,12.19,1.72,1.19,1.71,0.7,0.16,0.31,1.51,10.36,10.19,7.83,0,0.01,0.33,0.01,0.07,0.2,0,0,0.19,0.14,0.1,0.01,1.2,0.15,0.15,0.31,11.19,1.66,0.92,1.15,0.8,0.17,0.31,1.23,9,8.15,0,0,0.07,0,7.29,1.57,1.14,0.43,1.43,0.14,11.34,0.14,0,0,45.64,49.12,43.04,43.95,48.5,2.99,0.19,3.07,0.27,50.46,42.58,45.77,44.83,3.42,0.22,3.55,0.26,46.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,boqvist,j,boqvist3900wj,85980-97233,W,j,Jesper Boqvist,boqvist,4.063157734,38,3900,NJ@LA,NJ,LA,,,,,,W/UTIL,boqvist3900wj
boqvist4000da,38.65,Adam Boqvist,4000,D,0,CLB,DET-V.Husso,7.24,9.2,5.3,-0.34,1.8,3,1,1,0,-4.6,28,0,2,2.7,4,190,6.5,23,215,6.3,-0.9,25,10,19,88,8.1,38,15,30,13,0.11,0.21,0.32,17.06,1.13,1.16,1.74,0.67,0.09,1,2.16,12.92,15.3,9.84,0.05,0.05,1.97,0.32,0.34,0.92,0,0,0.05,0.16,0.21,0,1.09,0,0.57,0.57,17.63,1.94,1.29,2.29,0.56,0,0.86,2.14,11.71,13.86,0,0.14,2.51,0.86,12.8,2.2,1.2,1,2.2,0.8,16.63,2.26,0,0.2,44.13,43.26,46.31,50.38,40.11,2.67,0.19,2.95,0.27,43.08,43.33,51.62,38,2.33,0.21,3.58,0.3,40,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,boqvist,a,boqvist4000da,85980-97024,D,a,Adam Boqvist,boqvist,5.641666412,12,4000,CBJ@DET,CBJ,DET,,,,,,D/UTIL,boqvist4000da
borgen3800dw,65.9,Will Borgen,3800,D,0,SEA,CHI-A.Stalock,5.36,6.9,3.9,-1.79,1.4,3,0,1,0,-2.4,17,0,2,3.8,2.4,-255,6,73,-275,4.7,-1.5,51,16,34,86,5.5,76,23,23,13,0.04,0.21,0.25,15.56,0.96,1.04,1.48,0.7,0.04,0.93,1.97,12.27,11.27,9.09,0,0,0.04,0,0,0,0,0,0.04,0.21,0.63,0,0.75,0,0.31,0.31,15.41,1.21,0.85,1,0.85,0,1.08,1.92,10.08,13.38,0,0,0.04,0,10.5,1.38,0.75,0.63,0.88,0,15.55,0.06,0,0,47,44.92,50.13,42.49,39.61,2.93,0.16,2.82,0.26,45.08,46.83,45.23,40.17,2.31,0.17,2.55,0.32,38.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,borgen,w,borgen3800dw,85980-82841,D,w,Will Borgen,borgen,5.424390095,41,3800,SEA@CHI,SEA,CHI,,,,,,D/UTIL,borgen3800dw
bouchard5000de,70.55,Evan Bouchard,5000,D,0,EDM,VGK-L.Thompson,8.62,10.9,6.4,-1.11,1.7,3,2,2,0,-2.2,28,2,1,3.1,3.5,112,6.5,70,130,9.6,-0.5,62,22,34,108,7,57,42,14,14,0.11,0.36,0.48,18.38,1.57,2.36,3.33,0.71,0.05,1.1,3.46,17.15,13.45,12.47,0.03,0.08,1.87,0.35,0.53,0.65,0,0.01,0.08,0.27,0.3,0,1.46,0,0.43,0.43,17.86,1.44,1.5,2.5,0.6,0,0.71,2.21,17.45,12,0,0.07,1.78,0.42,18.29,2.13,1.5,0.63,2.57,0.57,17.4,1.86,0,0.13,47.43,47.69,47.46,44.54,49.81,3.26,0.29,2.52,0.24,47.92,44,41.08,49.36,3.91,0.4,2.8,0.11,49.2,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,bouchard,e,bouchard5000de,85980-97129,D,e,Evan Bouchard,bouchard,8.363636364,44,5000,EDM@VGK,EDM,VGK,,,,,,D/UTIL,bouchard5000de
