,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
martinez4900da,68.5,Alec Martinez,4900,D,0,VGK,CHI-P.Mrazek,8.62,10.8,6.4,-0.9,1.8,1,0,0,0,-2.7,78,0,3,4.2,2.5,-295,6.5,72,-280,8.4,-0.8,52,14,23,88,5,44,0,55,9,0.06,0.15,0.21,18.96,0.66,1.04,1.72,0.61,0.06,2.9,3.94,16.02,17.89,11.84,0,0,0.16,0,0.02,0,0,0,0.06,0.15,0.27,0,1.01,0.1,0.2,0.3,17.42,1.03,1.1,1.9,0.58,0.09,1.7,2.8,15.2,17.6,0,0,0.06,0,13.4,2.6,0.8,1.8,1.6,0,16.99,0.07,0,0,49.85,50.15,50.17,47.76,39.2,2.61,0.21,2.81,0.24,49.5,50.42,48.2,40.08,2.6,0.04,2.75,0.18,44,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,martinez,a,martinez4900da,87209-8967,D,a,Alec Martinez,martinez,7.892307575,52,4900,VGK@CHI,VGK,CHI,,,,,,D/UTIL,martinez4900da,4200
martinook5100wj,79.18,Jordan Martinook,5100,W,0,CAR,STL-J.Binnington,8.29,10.5,6,-0.93,1.6,3,0,0,0,-0.3,16,0,3,4.1,2.1,-362,6,84,-265,7.6,0,51,17,32,97,10.7,77,11,22,9,0.17,0.22,0.4,14.15,1.7,1.93,2.86,0.68,0.09,0.29,2.22,13.14,8.66,9.96,0,0,0.09,0,0.02,0,0.01,0.01,0.16,0.21,0.66,0.02,1.85,0.1,0.5,0.6,16.46,2.19,2.2,3.4,0.65,0.05,0.6,2.8,14.2,9.5,0,0,0.05,0,13.25,2.25,2,0.25,3.25,0.25,15.46,0,0,0,49.74,51.96,47.61,36.82,40.76,3.15,0.19,2.5,0.23,51.8,42.9,37.2,42.8,2.5,0.28,2.9,0.21,44.2,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,martinook,j,martinook5100wj,87209-43008,W,j,Jordan Martinook,martinook,8.727272727,55,5100,STL@CAR,CAR,STL,,,,,,W/UTIL,martinook5100wj,3400
matheson5800dm,49.85,Michael Matheson,5800,D,0,MTL,NJD-V.Vanecek,10.75,13.5,8,-0.7,1.9,1,1,7,0,-2,45,0,3,2.3,4.4,287,6.5,19,275,9.5,0.2,47,12,8,91,8.1,71,0,28,7,0.13,0.37,0.5,22.06,1.36,2.19,3,0.73,0.06,1.22,3.41,17.65,17.33,13.42,0,0.13,2.28,0.3,0.42,0.73,0,0,0.13,0.24,0.85,0,1.75,0.1,0.4,0.5,24.2,1.24,2,2.5,0.8,0.05,1.9,3.9,13.9,18.2,0,0.2,3.54,0.5,15,3.6,1.4,2.2,2.2,0.2,24.64,2.97,0,0.2,45.84,41.35,45.18,47.13,49.13,3.11,0.17,2.94,0.21,40.1,53,50.6,50.09,2.9,0.24,2.91,0.19,50.71,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,matheson,m,matheson5800dm,87209-62277,D,m,Mike Matheson,matheson,10.27272727,22,5800,MON@NJ,MON,NJ,,,,,,D/UTIL,matheson5800dm,4700
matthews9900ca,89.82,Auston Matthews,9900,C,0,TOR,BUF-U.Luukkonen,21.5,26.9,16.1,2.56,2.2,1,1,23,0,-3.1,49,0,2,4,3.1,-175,7,51,-164,22.3,3.1,68,35,19,98,19.3,30,20,20,10,0.67,0.66,1.33,20.44,3.9,4.54,6.46,0.7,0.15,1.18,5.72,17.72,13.61,13.4,0.18,0.15,3.78,1.2,1.72,0.7,0,0,0.49,0.51,0.28,0.04,3.21,0.33,0.67,1,18.92,3.17,3.67,5.33,0.69,0.09,2.17,5.83,19,15.17,0,0.17,3.05,1,16,4.33,3.33,1,4.33,0.33,17.13,2.84,0,0.33,48.12,47.33,42.07,42.7,44.77,3.12,0.24,2.73,0.26,53.09,44.1,44.82,45,2.45,0.3,2.2,0.32,45.25,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,matthews,a,matthews9900ca,87209-70899,C,a,Auston Matthews,matthews,20.22199951,50,9900,TOR@BUF,TOR,BUF,,,,,,C/UTIL,matthews9900ca,8700
mcdavid10100cc,94.12,Connor McDavid,10100,C,0,EDM,PHI-C.Hart,29.35,36.7,22,10,2.9,1,1,23,0,-1.5,94,0,2,4.7,2.6,-342,7,76,-295,24.6,4.7,82,43,14,105,22.8,88,33,11,9,0.67,1.13,1.8,22.48,4.8,4.13,5.26,0.78,0.16,0.43,4.56,18.64,15.47,14.21,0.21,0.51,3.83,1.08,1.4,0.77,0.01,0.04,0.45,0.58,0.42,0.05,3.66,0.3,1.3,1.6,23.66,4.06,5.1,5.8,0.88,0.06,0.7,5.8,18.9,14.7,0,0.8,3.19,1,17.29,5.43,5,0.43,5.71,1.43,23.97,4.01,0,0.57,50.09,47.36,50.01,44.84,43.18,3.24,0.31,2.74,0.24,49.6,51.42,40.5,44.17,2.8,0.36,2.67,0.19,45.86,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,mcdavid,c,mcdavid10100cc,87209-64102,C,c,Connor McDavid,mcdavid,25.52631579,57,10100,PHI@EDM,EDM,PHI,,,,,,C/UTIL,mcdavid10100cc,9700
mcdonagh4100dr,72.25,Ryan McDonagh,4100,D,0,NAS,VAN-C.Delia,7.78,9.8,5.7,-0.02,1.9,1,0,0,0,-2.9,85,0,2,3.7,3,-160,6.5,63,-165,7.9,-0.3,61,20,21,100,8.6,100,12,0,8,0.04,0.24,0.28,21.42,0.78,1.13,1.78,0.63,0.04,2.35,3.47,15.48,18.56,11.46,0,0,0.15,0,0.01,0,0,0,0.04,0.24,0.38,0,1.08,0,0.33,0.33,22.37,0.89,1.33,1.89,0.71,0,2.33,3.67,18.44,17.44,0,0,0.08,0,16.33,3.17,1,2.17,1.5,0,21.25,0.12,0,0,45.65,44.95,46.23,47.57,43.44,3.28,0.21,2.86,0.29,49.78,41.09,43.89,44.64,2.33,0.24,2.82,0.35,44.86,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,mcdonagh,r,mcdonagh4100dr,87209-12411,D,r,Ryan McDonagh,mcdonagh,7.472340685,47,4100,VAN@NSH,NSH,VAN,,,,,,D/UTIL,mcdonagh4100dr,3600
mcleod3800cm,65.41,Michael McLeod,3800,C,0,NJD,MTL-S.Montembeault,4.97,6.4,3.6,-1.45,1.3,4,0,0,0,-1.8,42,0,2,4.4,2.3,-370,6.5,81,-350,5.3,-1,55,20,43,88,3.6,63,18,36,11,0.05,0.25,0.3,12.1,1.49,1.03,1.35,0.76,0.04,0.63,1.67,9.44,10.39,7.08,0,0,0.07,0.02,0.02,1,0,0.01,0.05,0.24,0.64,0.01,0.99,0,0.18,0.18,12.6,0.86,0.82,1.09,0.75,0,0.55,1.36,10.55,12,0,0,0.04,0,10.29,1.43,0.86,0.57,1.29,0,12.07,0.03,0,0,49.64,49.13,47.13,45.18,41.35,2.94,0.18,3.46,0.25,50.09,50.6,53,40.1,2.36,0.23,3.1,0.26,41.4,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,mcleod,m,mcleod3800cm,87209-70910,C,m,Michael McLeod,mcleod,6.149999891,56,3800,MON@NJ,NJ,MON,,,,,,C/UTIL,mcleod3800cm,2500
mcleod4300cr,68.64,Ryan McLeod,4300,C,0,EDM,PHI-C.Hart,6.35,8.1,4.6,-1.09,1.5,3,2,3,0,-2,27,0,2,4.7,2.6,-342,7,76,-295,6.4,-0.1,49,20,36,105,9,66,33,33,9,0.18,0.16,0.35,14.35,1.46,1.39,1.97,0.71,0.13,0.42,1.82,11.01,9.67,7.9,0.02,0.03,1,0.14,0.2,0.71,0.02,0.01,0.14,0.12,0.26,0,1.73,0.3,0.2,0.5,13.93,2.15,1.4,1.9,0.74,0.21,0.4,1.8,9.9,9,0,0,0.86,0.2,9.43,1.43,1.29,0.14,1.71,0.29,14.03,1.14,0,0,50.09,47.36,50.01,44.84,43.18,3.24,0.31,2.74,0.24,49.6,51.42,40.5,44.17,2.8,0.36,2.67,0.19,45.86,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,mcleod,r,mcleod4300cr,87209-97128,C,r,Ryan McLeod,mcleod,7.081818321,44,4300,PHI@EDM,EDM,PHI,,,,,,C/UTIL,mcleod4300cr,2800
mcnabb4600db,76.85,Brayden McNabb,4600,D,0,VGK,CHI-P.Mrazek,8.14,10.3,6,-0.73,1.8,2,0,0,0,-2.7,63,0,3,4.2,2.5,-295,6.5,72,-280,8.3,-0.1,66,27,19,87,4.8,55,0,44,9,0.03,0.27,0.3,19.89,0.9,1.31,1.85,0.71,0.02,2.36,3.68,17.07,15.54,12.39,0,0,0.05,0,0.01,0,0,0.04,0.03,0.23,0.49,0,0.79,0,0,0,20.21,0,0.5,0.8,0.63,0,2.3,2.8,14.6,16,0,0,0.07,0,13.6,2.8,0.4,2.4,0.6,0,20.42,0.05,0,0,49.85,50.15,50.17,47.76,39.2,2.61,0.21,2.81,0.24,49.5,50.42,48.2,40.08,2.6,0.04,2.75,0.18,44,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,mcnabb,b,mcnabb4600db,87209-12793,D,b,Brayden McNabb,mcnabb,7.714285714,56,4600,VGK@CHI,VGK,CHI,,,,,,D/UTIL,mcnabb4600db,3600
mctavish5300cm,44.29,Mason McTavish,5300,C,0,ANA,TB-A.Vasilevskiy,9.47,12,7,-0.03,1.8,2,1,5,0,0,86,2,1,2,4.8,430,6.5,22,365,10.1,0.9,40,20,22,87,9.5,50,40,50,10,0.23,0.34,0.57,15.34,2.23,2.13,2.91,0.73,0.11,0.55,2.68,10.48,13.8,7.79,0.09,0.13,2.56,0.79,1.13,0.7,0,0,0.14,0.21,0.64,0,2.18,0.36,0.09,0.45,16.5,1.64,1.91,3,0.64,0.19,0.73,2.64,12.55,16.73,0.09,0,2.18,0.36,10.14,2,1.57,0.43,2.71,0.43,16.28,2.16,0.14,0,44.12,42.61,43.91,52.27,44.83,2.77,0.17,3.26,0.2,43.09,47.82,59.82,49.27,2.45,0.19,2.64,0.17,54.14,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,mctavish,m,mctavish5300cm,87209-159629,C,m,Mason McTavish,mctavish,9.892857143,56,5300,ANH@TB,ANH,TB,,,,,,C/UTIL,mctavish5300cm,4700
megna3300wj,8.22,Jayson Megna,3300,W,0,ANA,TB-A.Vasilevskiy,3.3,4.3,2.3,-2.41,1,4,0,0,0,-3.8,77,2,1,2,4.8,430,6.5,22,365,2.7,-1.4,13,3,34,84,3.9,30,10,70,10,0.02,0.1,0.12,9.5,0.76,0.6,0.86,0.69,0.04,0.33,0.93,6.5,9.62,4.74,0,0,0.01,0,0,0,0,0,0.02,0.1,0.14,0,0.8,0.09,0.18,0.27,10.28,1.58,0.64,1,0.64,0.14,0.09,0.73,7.55,11.18,0,0,0,0,6.71,1,0.86,0.14,1.29,0,10.2,0,0,0,44.12,42.61,43.91,52.27,44.83,2.77,0.17,3.26,0.2,43.09,47.82,59.82,49.27,2.45,0.19,2.64,0.17,54.14,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,megna,j,megna3300wj,87209-37894,W,j,Jayson Megna,megna,2.636363636,44,3300,ANH@TB,ANH,TB,,,,,,W/UTIL,megna3300wj,2500
mercer4900cd,80.53,Dawson Mercer,4900,C,0,NJD,MTL-S.Montembeault,10.67,13.5,7.9,1.99,2.2,2,2,4,0,-1.8,58,0,2,4.4,2.3,-370,6.5,81,-350,9.5,0.7,56,30,43,88,10,36,36,63,11,0.24,0.31,0.55,16.27,2.03,1.92,2.44,0.79,0.12,0.6,2.52,12.65,12.55,9.36,0.02,0.03,1.46,0.21,0.3,0.69,0.01,0.02,0.2,0.25,0.25,0.01,2.24,0.45,0.09,0.55,15.6,2.11,1.64,2,0.82,0.28,0.73,2.36,10,12.64,0,0,0.96,0.18,10.14,2.57,2.14,0.43,2.29,0,16.22,1.13,0,0,49.64,49.13,47.13,45.18,41.35,2.94,0.18,3.46,0.25,50.09,50.6,53,40.1,2.36,0.23,3.1,0.26,41.4,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,mercer,d,mercer4900cd,87209-146124,C,d,Dawson Mercer,mercer,10.15000044,56,4900,MON@NJ,NJ,MON,,,,,,C/UTIL,mercer4900cd,3800
middleton3700dj,61.75,Jake Middleton,3700,D,0,MIN,LA-P.Copley,5.82,7.4,4.2,-1.12,1.6,1,0,0,0,-2.6,88,0,2,3.2,2.9,-125,6,52,-130,6.3,-1.1,70,17,26,95,6.3,81,27,18,11,0.03,0.13,0.16,18.65,0.51,1.02,1.55,0.66,0.03,1.98,3,13.66,15.57,10.14,0,0.01,0.17,0.02,0.03,0.67,0,0.01,0.03,0.11,1.04,0,1.34,0,0.17,0.17,19.75,0.52,1.42,2.17,0.65,0,1.5,2.92,17.25,17.33,0,0,0.07,0,17,3.38,1.63,1.75,2.25,0,20.07,0.09,0,0,47.01,44.61,44.44,42.15,47.96,3.24,0.23,3.11,0.26,50.08,45.9,45.17,44.8,3.25,0.28,3,0.2,48,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,middleton,j,middleton3700dj,87209-59147,D,j,Jake Middleton,middleton,5.854545455,55,3700,LA@MIN,MIN,LA,,,,,,D/UTIL,middleton3700dj,3300
milano4400ws,60.12,Sonny Milano,4400,W,0,WAS,DET-V.Husso,6.17,7.9,4.4,-1.68,1.4,3,0,0,0,-2.3,16,0,3,3.4,2.8,-157,6,48,-160,6.2,-1.3,38,18,54,77,4.1,33,11,66,9,0.15,0.24,0.39,14.28,1.64,1.33,2.07,0.64,0.11,0.21,1.54,11.63,11.57,8.4,0,0.07,1.48,0.1,0.21,0.47,0,0,0.15,0.17,0.25,0,1.62,0,0.2,0.2,12.12,0.99,1.2,1.9,0.63,0,0.4,1.6,11,11.5,0,0,0.53,0,12.6,2,1.6,0.4,2.6,0,11.46,0.44,0,0,48.28,46.07,47.62,46.23,39.86,3.19,0.23,2.86,0.24,45.8,50.55,51.3,36.73,3,0.17,2.64,0.1,32.29,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,milano,s,milano4400ws,87209-58977,W,s,Sonny Milano,milano,7.404444716,45,4400,DET@WSH,WSH,DET,,,,,,W/UTIL,milano4400ws,2700
miller7200cj,80,J.T. Miller,7200,C,0,VAN,NAS-J.Saros,14.98,18.8,11.2,1.58,2.1,2,1,7,0,-2.1,58,0,3,3,3.7,135,6.5,37,140,16.5,2.2,76,38,18,86,15.7,80,30,20,10,0.38,0.77,1.15,20.68,3.34,2.75,3.83,0.72,0.14,0.67,3.41,13.95,12.75,10.38,0.14,0.32,3.59,0.83,1.2,0.69,0,0.03,0.24,0.41,0.6,0.02,2.76,0.18,0.82,1,19.25,3.12,3,3.73,0.8,0.06,0.91,3.91,13.82,11.45,0.09,0.27,3.64,0.82,13.71,4,2.71,1.29,3.57,1,19.69,3.15,0.14,0.14,44.91,43.44,47.57,46.23,44.95,3.17,0.27,3.33,0.23,44.64,43.89,41.09,49.78,3,0.21,2.56,0.22,47,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAS,miller,j,miller7200cj,87209-15360,C,j,J.T. Miller,miller,14.32857186,56,7200,VAN@NSH,VAN,NSH,,,,,,C/UTIL,miller7200cj,6100
mittelstadt4600cc,70.67,Casey Mittelstadt,4600,C,0,BUF,TOR-I.Samsonov,7.41,9.4,5.4,-0.65,1.6,3,2,3,0,-3.6,21,0,3,3.1,4,145,7,49,136,8.6,0.9,65,29,34,85,10,88,33,11,9,0.16,0.41,0.58,15.92,2.19,1.74,2.23,0.78,0.09,0.24,1.98,10.65,10.54,8.24,0.06,0.18,2.4,0.37,0.52,0.72,0.01,0,0.09,0.24,0.14,0,1.79,0.2,0.4,0.6,15.93,2.26,1.8,2.5,0.72,0.11,0.4,2.2,12.4,11.2,0,0.1,1.94,0.1,10.5,2.25,1.75,0.5,2.75,0.5,15.34,2.71,0,0.25,45.22,44.77,42.7,42.07,47.33,3.19,0.25,3.12,0.22,45,44.82,44.1,53.09,2.8,0.18,2.91,0.06,53.8,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,mittelstadt,c,mittelstadt4600cc,87209-82850,C,c,Casey Mittelstadt,mittelstadt,8.527777778,54,4600,TOR@BUF,BUF,TOR,,,,,,C/UTIL,mittelstadt4600cc,3000
montembeault6900gs,34.65,Sam Montembeault,6900,G,0,MTL,NJD-VVanecek,12.76,16.1,9.4,-2.53,1.8,1,0,2,0,-5.9,66,0,0,2.3,4.4,287,6.5,19,275,15.2,-0.2,29,19,12,86,10.6,33,11,11,9,3.33,0,0,0,0,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.13,49.13,0,0,0,0,0,0,50.6,50.09,0,0,0,0,50.71,2/21/2023,0,29.6,0.41,0.49,57.64,0.03,30.8,3.6,0.4,0.5,49.64,3.31,33,3.46,0.25,2.94,0.18,3.27,32.64,3.1,0.26,2.36,0.23,32.86,NJD,montembeault,s,montembeault6900gs,87209-66693,G,s,Sam Montembeault,montembeault,15.58518473,27,6900,MON@NJ,MON,NJ,,,,,,G,montembeault6900gs,7000
moore5400wt,70.09,Trevor Moore,5400,W,0,LA,MIN-F.Gustavsson,9.28,11.7,6.8,-0.52,1.7,2,2,5,0,-3.8,77,0,3,2.9,3.2,105,6,48,110,11.3,1.4,52,23,30,95,4.4,11,0,33,9,0.23,0.38,0.61,17.52,2.09,2.96,4.09,0.72,0.08,0.43,3.39,14.36,12.32,10.86,0.01,0.06,1.92,0.39,0.53,0.73,0.06,0.01,0.15,0.3,0.46,0.03,2.16,0,0.25,0.25,15.15,0.99,1.25,2.5,0.5,0,0.25,1.5,11.75,11.75,0,0,1.82,0,11.75,1.5,1.25,0.25,2.5,0.25,15.15,1.82,0,0,46.04,47.96,42.15,44.44,44.61,3.24,0.23,3.28,0.23,44.8,45.17,45.9,50.08,3.1,0.35,2.92,0.09,51.5,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,moore,t,moore5400wt,87209-74112,W,t,Trevor Moore,moore,9.897560678,41,5400,LA@MIN,LA,MIN,,,,,,W/UTIL,moore5400wt,4600
mrazek7200gp,34.8,Petr Mrazek,7200,G,0,CHI,VGK-AHill,12.04,15.2,8.8,-3.78,1.7,1,0,1,0,-1.7,66,1,0,2.5,4.2,232,6.5,29,235,11.4,-1.6,22,12,15,95,11,45,18,18,11,3.5,0,0,0,0,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.17,50.15,0,0,0,0,0,0,50.42,49.5,0,0,0,0,49,2/21/2023,0,26.6,0.33,0.5,53.78,0,30.9,3.86,0.14,0.25,49.85,3.2,33.87,2.81,0.24,2.61,0.21,3.5,33.6,2.75,0.18,2.6,0.04,32.8,VGK,mrazek,p,mrazek7200gp,87209-15400,G,p,Petr Mrazek,mrazek,10.94400024,25,7200,VGK@CHI,CHI,VGK,,,,,,G,mrazek7200gp,7300
murphy3900dc,44.6,Connor Murphy,3900,D,0,CHI,VGK-A.Hill,7.29,9.2,5.4,-0.08,1.9,2,0,0,0,-2,82,1,2,2.5,4.2,232,6.5,28,235,7.1,-0.4,53,15,21,84,7.1,63,27,36,11,0.08,0.1,0.17,19.35,0.53,1.08,1.5,0.72,0.07,2.24,3.32,12.4,17.24,9.08,0,0,0.06,0,0,0,0.02,0,0.06,0.1,0.97,0.02,0.87,0.08,0.17,0.25,19.33,0.78,0.75,1.17,0.64,0.11,2,2.75,11.75,18.33,0,0,0.04,0,13.43,3.14,1,2.14,1.43,0,19.37,0.05,0,0,44.87,39.2,47.76,50.17,50.15,2.88,0.18,2.33,0.24,40.08,48.2,50.42,49.5,2.58,0.03,1.9,0.16,49,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,murphy,c,murphy3900dc,87209-21935,D,c,Connor Murphy,murphy,6.887272505,55,3900,VGK@CHI,CHI,VGK,,,,,,D/UTIL,murphy3900dc,3300
namestnikov3600wv,62.97,V. Namestnikov,3600,W,0,TB,ANA-L.Dostal,7.35,9.4,5.3,1.06,2,4,2,5,0,-2.6,57,0,3,4.8,2,-580,6.5,78,-490,5.2,-1.4,51,18,39,94,6.6,70,30,30,10,0.12,0.15,0.27,12.6,1.29,1.22,1.61,0.76,0.1,0.45,1.67,9.57,9.4,7.3,0,0.05,0.88,0.08,0.13,0.64,0,0,0.12,0.1,0.62,0.01,1.72,0.27,0.18,0.45,10.62,2.54,1.36,1.73,0.79,0.2,0.36,1.73,9.18,7.73,0,0,0,0,9.57,2.14,1.71,0.43,2.14,0,11.31,0,0,0,54.15,44.83,52.27,43.91,42.61,3.42,0.27,3.19,0.26,49.27,59.82,47.82,43.09,3.64,0.15,3.27,0.22,37.43,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,namestnikov,v,namestnikov3600wv,87209-15313,W,v,Vladislav Namestnikov,namestnikov,5.271697998,53,3600,ANH@TB,TB,ANH,,,,,,W/UTIL,namestnikov3600wv,2500
necas7500wm,84.97,Martin Necas,7500,W,0,CAR,STL-J.Binnington,13.76,17.3,10.3,-0.14,1.8,2,2,7,0,-1.6,50,0,3,4.1,2.1,-362,6,84,-265,11.4,-0.1,58,28,39,99,15.5,77,33,22,9,0.27,0.41,0.69,17.3,2.39,2.66,3.82,0.7,0.1,0.2,2.85,14.87,10.96,11.11,0.08,0.11,2.55,0.46,0.77,0.6,0.01,0.01,0.19,0.29,0.41,0,2.39,0.4,0.6,1,16.95,3.54,2.3,4,0.58,0.17,0.3,2.6,14.9,12,0.1,0.2,1.86,0.4,14.25,2.5,2,0.5,4.5,1.5,15.82,1.9,0.25,0,49.74,51.96,47.61,36.82,40.76,3.15,0.19,2.5,0.23,51.8,42.9,37.2,42.8,2.5,0.28,2.9,0.21,44.2,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,necas,m,necas7500wm,87209-82045,W,m,Martin Necas,necas,14.61999956,55,7500,STL@CAR,CAR,STL,,,,,,W/UTIL,necas7500wm,6300
niederreiter5100wn,81.9,Nino Niederreiter,5100,W,0,NAS,VAN-C.Delia,10.77,13.6,8,1.55,2.1,2,2,4,0,3.9,33,0,2,3.7,3,-160,6.5,63,-165,8.7,-0.1,52,28,45,96,6.6,25,25,75,8,0.29,0.2,0.49,15.79,1.86,2.15,3.13,0.69,0.13,0.32,2.47,14.28,11.47,10.57,0.04,0.02,1.97,0.34,0.52,0.66,0,0,0.25,0.18,0.44,0.02,2.18,0.22,0,0.22,16.49,0.8,1.89,3,0.63,0.12,0.22,2.11,13.67,11.11,0,0,2.1,0.44,13.67,2,1.83,0.17,3.17,1,16.86,2.78,0,0,45.65,44.95,46.23,47.57,43.44,3.28,0.21,2.86,0.29,49.78,41.09,43.89,44.64,2.33,0.24,2.82,0.35,44.86,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,niederreiter,n,niederreiter5100wn,87209-12728,W,n,Nino Niederreiter,niederreiter,9.148148148,54,5100,VAN@NSH,NSH,VAN,,,,,,W/UTIL,niederreiter5100wn,3700
