RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
zibanejad8800cm,93.37,Mika Zibanejad,8800,C,0,NYR,CLB-E.Merzlikins,19.23,24.1,14.4,2.55,2.2,1,1,12,0,0.1,59,2,1,3.8,2.8,-189,6.5,52,-225,16.8,1.0,73,29,22,103,14.6,61,23,15,13,0.42,0.67,1.08,20.31,3.19,3.08,4.5,0.69,0.13,0.53,3.61,13.39,13.34,10.26,0.25,0.18,3.33,1.07,1.56,0.68,0.02,0.03,0.15,0.46,0.15,0.0,3.05,0.31,0.62,0.92,21.29,2.59,2.85,4.67,0.61,0.11,0.77,3.62,14.17,12.83,0.15,0.15,4.0,0.83,16.0,3.57,2.86,0.71,4.86,1.57,21.41,4.1,0.29,0.0,49.57,44.88,50.12,45.86,43.29,2.85,0.26,3.09,0.23,49.08,51.38,45.33,42.31,3.08,0.22,3.17,0.34,40.57,1/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLB,zibanejad,m,zibanejad8800cm,86047-14565,C,m,Mika Zibanejad,zibanejad,16.727272727272727,44.0,8800,NYR@CBJ,NYR,CBJ,,,,,,C/UTIL,zibanejad8800cm
malkin7100ce,92.44,Evgeni Malkin,7100,C,0,PIT,ANA-J.Gibson,17.81,22.3,13.3,4.62,2.5,2,1,15,0,2.4,92,0,2,4.3,2.4,-337,6.5,95,-315,14.6,0.7,68,29,23,94,12.5,58,33,8,12,0.4,0.56,0.97,18.61,3.13,3.11,3.96,0.79,0.13,0.37,3.48,14.15,12.19,10.74,0.15,0.29,4.04,1.0,1.33,0.75,0.0,0.0,0.25,0.28,0.55,0.0,3.09,0.33,0.33,0.67,19.49,2.06,2.58,3.91,0.66,0.13,0.5,3.08,12.82,13.18,0.17,0.17,5.04,1.18,13.67,4.33,3.5,0.83,5.17,2.17,20.34,5.2,0.17,0.17,50.41,47.93,50.09,45.9,41.63,3.36,0.22,3.18,0.27,42.55,56.0,45.36,40.18,4.27,0.19,3.7,0.19,43.17,1/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANA,malkin,e,malkin7100ce,86047-8595,C,e,Evgeni Malkin,malkin,14.271429152715774,42.0,7100,ANH@PIT,PIT,ANH,,,,,,C/UTIL,malkin7100ce
stutzle8200ct,89.59,Tim Stutzle,8200,C,0,OTT,STL-J.Binnington,14.11,17.7,10.5,-1.34,1.7,1,1,16,0,3.5,66,0,2,3.3,3.3,-110,6.5,50,118,14.0,3.1,64,41,29,91,19.7,58,25,41,12,0.4,0.53,0.93,19.66,2.84,2.43,3.39,0.72,0.17,0.67,3.09,15.04,13.57,11.0,0.13,0.29,3.5,0.7,1.0,0.7,0.01,0.0,0.26,0.24,0.54,0.06,3.15,0.8,0.4,1.2,22.51,3.2,3.2,4.56,0.7,0.25,1.0,4.2,16.56,17.22,0.2,0.2,4.17,1.0,16.67,3.67,2.83,0.83,3.83,1.5,21.69,4.02,0.17,0.17,49.38,46.53,48.19,44.83,40.14,3.19,0.24,2.58,0.22,47.17,49.77,44.25,36.85,3.58,0.26,2.75,0.18,34.43,1/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STL,stutzle,t,stutzle8200ct,86047-142017,C,t,Tim Stuetzle,stutzle,15.67631611071135,38.0,8200,OTT@STL,OTT,STL,,,,,,C/UTIL,stutzle8200ct
crosby8600cs,89.06,Sidney Crosby,8600,C,0,PIT,ANA-J.Gibson,20.48,25.6,15.3,4.21,2.4,1,1,13,0,-2.5,59,0,2,4.3,2.4,-337,6.5,95,-315,18.0,1.3,72,40,27,94,11.4,50,50,16,12,0.53,0.74,1.27,20.29,3.76,3.07,4.09,0.75,0.17,0.6,3.66,17.13,14.38,12.91,0.13,0.25,3.88,0.81,0.96,0.85,0.0,0.0,0.4,0.49,0.54,0.05,3.09,0.33,0.33,0.67,21.01,1.91,2.17,3.36,0.64,0.15,0.75,2.92,17.27,15.64,0.08,0.08,4.92,0.55,18.5,3.17,2.33,0.83,3.33,0.67,21.16,4.98,0.0,0.0,50.41,47.93,50.09,45.9,41.63,3.36,0.22,3.18,0.27,42.55,56.0,45.36,40.18,4.27,0.19,3.7,0.19,43.17,1/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANA,crosby,s,crosby8600cs,86047-8594,C,s,Sidney Crosby,crosby,16.55714343843006,42.0,8600,ANH@PIT,PIT,ANH,,,,,,C/UTIL,crosby8600cs
trocheck6600cv,88.5,Vincent Trocheck,6600,C,0,NYR,CLB-E.Merzlikins,13.62,17.1,10.1,1.46,2.1,2,1,13,0,1.3,37,2,1,3.8,2.8,-189,6.5,52,-225,11.4,0.8,60,29,39,103,12.1,69,30,30,13,0.31,0.35,0.65,18.99,2.05,2.63,3.85,0.68,0.12,0.52,3.14,13.84,11.84,10.37,0.12,0.11,3.31,0.81,1.11,0.73,0.01,0.0,0.18,0.24,0.68,0.02,2.9,0.23,0.46,0.69,20.31,2.04,2.85,4.5,0.63,0.08,0.62,3.46,16.58,13.42,0.15,0.0,3.84,1.17,15.86,3.57,3.14,0.43,4.57,1.86,20.6,4.09,0.14,0.0,49.57,44.88,50.12,45.86,43.29,2.85,0.26,3.09,0.23,49.08,51.38,45.33,42.31,3.08,0.22,3.17,0.34,40.57,1/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLB,trocheck,v,trocheck6600cv,86047-15283,C,v,Vincent Trocheck,trocheck,12.602272727272728,44.0,6600,NYR@CBJ,NYR,CBJ,,,,,,C/UTIL,trocheck6600cv
lindholm6800ce,84.64,Elias Lindholm,6800,C,0,CGY,NAS-J.Saros,13.57,17.0,10.1,1.0,2.0,1,1,7,0,-1.3,59,0,2,3.3,2.9,-137,6.0,61,-150,15.3,1.9,73,38,23,104,14.8,69,30,46,13,0.49,0.5,0.99,19.56,3.04,2.65,3.56,0.74,0.18,0.62,3.27,14.41,11.67,10.9,0.16,0.09,3.06,0.71,1.02,0.7,0.0,0.02,0.33,0.4,0.33,0.02,2.93,0.36,0.86,1.21,18.09,4.01,2.07,2.83,0.73,0.17,0.43,2.5,12.25,10.83,0.21,0.14,2.78,0.83,11.17,2.5,1.83,0.67,2.33,1.17,17.7,2.53,0.33,0.17,52.65,52.16,47.3,39.58,43.99,3.06,0.22,3.52,0.24,55.5,52.17,40.17,46.75,2.73,0.23,3.55,0.23,43.43,1/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NAS,lindholm,e,lindholm6800ce,86047-41390,C,e,Elias Lindholm,lindholm,13.444185478742732,43.0,6800,CGY@NSH,CGY,NSH,,,,,,C/UTIL,lindholm6800ce
carter4700cj,83.07,Jeff Carter,4700,C,0,PIT,ANA-J.Gibson,9.92,12.5,7.3,1.65,2.1,3,2,6,0,1.4,66,0,2,4.3,2.4,-337,6.5,95,-315,9.8,0.4,57,27,38,94,7.9,50,50,33,12,0.21,0.33,0.54,16.01,2.02,2.07,2.65,0.78,0.1,0.8,2.87,10.16,12.59,7.89,0.05,0.08,1.51,0.33,0.43,0.76,0.01,0.01,0.14,0.24,0.42,0.03,2.28,0.25,0.17,0.42,15.18,1.66,1.33,2.09,0.64,0.19,0.83,2.17,7.73,10.27,0.08,0.08,1.59,0.36,8.33,2.33,1.33,1.0,2.0,0.5,15.02,1.68,0.0,0.0,50.41,47.93,50.09,45.9,41.63,3.36,0.22,3.18,0.27,42.55,56.0,45.36,40.18,4.27,0.19,3.7,0.19,43.17,1/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANA,carter,j,carter4700cj,86047-8555,C,j,Jeff Carter,carter,8.543902141291921,41.0,4700,ANH@PIT,PIT,ANH,,,,,,C/UTIL,carter4700cj
schenn5700cb,82.15,Brayden Schenn,5700,C,0,STL,OTT-C.Talbot,13.24,16.6,9.8,2.92,2.3,2,1,5,0,-1.2,31,0,2,3.3,3.3,-110,6.5,50,-142,12.6,2.3,67,31,27,96,11.4,76,23,23,13,0.3,0.6,0.91,18.01,3.03,1.82,2.67,0.68,0.17,0.41,2.23,11.58,14.79,8.66,0.06,0.2,2.4,0.41,0.57,0.72,0.0,0.0,0.24,0.41,0.6,0.02,2.06,0.21,0.57,0.79,18.47,2.57,2.21,3.23,0.69,0.1,0.64,2.86,11.25,15.5,0.07,0.21,2.57,0.54,10.0,2.86,1.71,1.14,2.71,0.57,19.39,3.24,0.14,0.14,41.54,40.14,44.83,48.19,46.53,2.93,0.27,3.14,0.19,36.85,44.25,49.77,47.17,2.83,0.35,2.92,0.11,49.5,1/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OTT,schenn,b,schenn5700cb,86047-9266,C,b,Brayden Schenn,schenn,10.454545454545457,44.0,5700,OTT@STL,STL,OTT,,,,,,C/UTIL,schenn5700cb
kadri6800cn,82.05,Nazem Kadri,6800,C,0,CGY,NAS-J.Saros,14.04,17.6,10.5,1.47,2.1,2,1,12,0,-2.1,93,0,2,3.3,2.9,-137,6.0,61,-150,14.9,-0.7,65,23,25,103,15.5,76,23,38,13,0.38,0.51,0.89,18.57,2.88,3.46,4.95,0.7,0.11,0.41,3.87,15.87,12.52,11.66,0.12,0.16,3.39,0.89,1.32,0.68,0.0,0.0,0.26,0.35,0.66,0.03,3.16,0.43,0.5,0.93,18.02,3.1,3.36,5.0,0.67,0.13,0.29,3.64,16.17,13.5,0.14,0.07,2.86,0.92,15.33,3.33,3.17,0.17,4.83,1.0,17.18,2.51,0.17,0.0,52.65,52.16,47.3,39.58,43.99,3.06,0.22,3.52,0.24,55.5,52.17,40.17,46.75,2.73,0.23,3.55,0.23,43.43,1/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NAS,kadri,n,kadri6800cn,86047-8741,C,n,Nazem Kadri,kadri,13.995454268022018,44.0,6800,CGY@NSH,CGY,NSH,,,,,,C/UTIL,kadri6800cn
thomas6000cr,78.54,Robert Thomas,6000,C,0,STL,OTT-C.Talbot,13.75,17.3,10.2,2.82,2.3,1,1,3,0,-3.5,37,0,2,3.3,3.3,-110,6.5,50,-142,12.0,1.8,60,30,36,96,12.1,61,38,23,13,0.29,0.67,0.96,18.88,3.05,1.57,2.28,0.69,0.19,0.46,2.03,12.08,13.44,9.26,0.06,0.16,2.54,0.37,0.51,0.72,0.02,0.0,0.21,0.51,0.25,0.02,2.26,0.29,0.71,1.0,19.34,3.1,1.64,2.23,0.74,0.17,0.57,2.21,10.42,14.25,0.14,0.14,3.34,0.62,8.86,2.57,1.86,0.71,2.29,0.86,19.64,3.33,0.14,0.29,41.54,40.14,44.83,48.19,46.53,2.93,0.27,3.14,0.19,36.85,44.25,49.77,47.17,2.83,0.35,2.92,0.11,49.5,1/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OTT,thomas,r,thomas6000cr,86047-81983,C,r,Robert Thomas,thomas,11.816279211709666,43.0,6000,OTT@STL,STL,OTT,,,,,,C/UTIL,thomas6000cr
