RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
haula4400ce,67.46,Erik Haula,4400,C,0,NJD,COL-JAnnunen,8.62,10.9,6.3,0.97,2,3,2,4,0,-3.3,64,0,4,3,3.1,-105,6,41,105,9.3,1.7,68,31,30,94,10.3,70,30,40,10,0.18,0.36,0.54,16.23,2,1.93,2.71,0.71,0.09,0.68,2.61,14.38,11.25,10.91,0.02,0.02,1.18,0.19,0.24,0.82,0.01,0,0.15,0.34,0.69,0,2.28,0.1,0.4,0.5,16.7,1.8,2.7,3.6,0.75,0.04,1,3.7,12.8,11.4,0,0,1.09,0.2,14.57,3.71,3,0.71,4.14,0.29,16.81,1.05,0,0,53.2,49.45,45.33,44.76,50.27,2.93,0.17,2.94,0.21,53.1,55.89,47.6,45.56,2.6,0.19,2.9,0.17,42.33,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,haula,e,haula4400ce,87465-39269,C,e,Erik Haula,haula,8.45254258,59,4400,NJ@COL,NJ,COL,,,,,,C/UTIL,haula4400ce,3400
johnston4200cw,67.08,Wyatt Johnston,4200,C,0,DAL,ARI-CIngram,9.65,12.2,7.1,2.41,2.3,3,2,3,0,-0.9,86,1,2,3.8,1.9,-415,5.5,74,-390,8,0.4,35,19,26,97,7.7,44,55,33,9,0.23,0.2,0.43,15.1,1.71,1.87,2.47,0.75,0.12,0.38,2.25,12.37,13,8.89,0.03,0.05,1.55,0.35,0.4,0.87,0,0,0.2,0.15,0.27,0,2.44,0.11,0.33,0.44,16.77,1.57,2,3,0.67,0.06,0.33,2.33,14.56,14.78,0,0,1.64,0.56,14.83,2.5,2,0.5,3.2,0.83,17.47,1.75,0,0,50.71,46.29,49.54,47.77,38.63,2.94,0.22,3.51,0.25,53.38,49.5,50.63,43.1,3.44,0.06,3.8,0.21,44,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,johnston,w,johnston4200cw,87465-161910,C,w,Wyatt Johnston,johnston,8.041666667,60,4200,ARI@DAL,DAL,ARI,,,,,,C/UTIL,johnston4200cw,3600
backstrom4300cn,66.29,Nicklas Backstrom,4300,C,0,WAS,ANA-JGibson,11.85,14.9,8.8,4.41,2.8,3,1,6,0,3.6,95,0,3,3.9,2.8,-200,6.5,79,-190,8.5,0.1,33,17,20,95,7.5,44,55,44,9,0.14,0.46,0.6,17.11,2.1,1.48,1.98,0.75,0.09,0.48,1.96,10.63,12.18,7.94,0.08,0.2,3.34,0.52,0.56,0.93,0,0,0.06,0.26,0.28,0,2.1,0.22,0.22,0.44,17.35,1.52,1.22,1.67,0.73,0.18,0.56,1.78,11.89,11.89,0.22,0.22,3.62,0.67,11.71,1.86,1.29,0.57,1.57,0.71,17.25,3.49,0.14,0.29,54.33,46.5,53.16,46.23,41.93,3.16,0.24,3.23,0.27,48.44,62.4,48.44,35,3,0.26,3.64,0.25,33.67,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,backstrom,n,backstrom4300cn,87465-8714,C,n,Nicklas Backstrom,backstrom,8.342105263,19,4300,WSH@ANH,WSH,ANH,,,,,,C/UTIL,backstrom4300cn,4000
mercer5600cd,65.27,Dawson Mercer,5600,C,0,NJD,COL-JAnnunen,9.71,12.3,7.1,-0.4,1.7,2,2,5,0,-2.4,26,0,4,3,3.1,-105,6,41,105,9.8,1,57,31,42,87,15.6,60,40,50,10,0.26,0.31,0.57,16.33,2.09,1.94,2.51,0.78,0.13,0.6,2.55,12.85,12.34,9.55,0.02,0.03,1.49,0.23,0.33,0.71,0.01,0.02,0.23,0.25,0.27,0.01,2.36,0.8,0.2,1,16.68,3.6,2.2,2.7,0.81,0.36,0.5,2.7,11.5,12.2,0.1,0,1.33,0.3,12.71,3.57,3,0.57,3.57,0.43,16.99,1.36,0.14,0,53.2,49.45,45.33,44.76,50.27,2.93,0.17,2.94,0.21,53.1,55.89,47.6,45.56,2.6,0.19,2.9,0.17,42.33,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,mercer,d,mercer5600cd,87465-146124,C,d,Dawson Mercer,mercer,10.83559301,59,5600,NJ@COL,NJ,COL,,,,,,C/UTIL,mercer5600cd,4100
compher5900cj,65.01,J.t. Compher,5900,C,0,COL,NJD-VVanecek,12.4,15.6,9.2,1.67,2.1,2,1,15,0,-2.6,41,0,2,3.1,3,-115,6,59,-125,10.2,1.9,55,33,42,96,16.1,60,40,50,10,0.23,0.36,0.6,17.95,2.01,1.71,2.32,0.74,0.14,0.99,2.7,13.43,13.41,9.87,0.07,0.06,1.71,0.3,0.42,0.7,0,0,0.16,0.31,0.38,0,2.07,0.2,0.9,1.1,20.81,3.17,2.3,2.9,0.79,0.09,1.7,4,16.6,19.9,0,0.1,1.33,0.3,16.14,4.14,2.43,1.71,3.29,0.57,20.54,1.54,0,0.14,46.39,50.27,44.76,45.33,49.45,3.15,0.27,2.9,0.19,45.56,47.6,55.89,53.1,2.8,0.14,2.6,0.15,57.86,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,compher,j,compher5900cj,87465-70279,C,j,J.T. Compher,compher,11.61724117,58,5900,NJ@COL,COL,NJ,,,,,,C/UTIL,compher5900cj,4600
mctavish5100cm,64.3,Mason McTavish,5100,C,0,ANA,WAS-DKuemper,10.53,13.3,7.8,1.44,2.1,2,1,3,0,-2.8,70,0,2,2.8,3.9,167,6.5,21,160,10.1,0.9,42,21,25,87,9.7,45,54,36,11,0.22,0.37,0.58,15.41,2.26,2.15,2.88,0.75,0.1,0.52,2.67,10.35,13.72,7.7,0.08,0.12,2.62,0.8,1.12,0.72,0,0,0.13,0.25,0.63,0,2.12,0.27,0.36,0.64,16.31,2.35,1.91,2.64,0.72,0.14,0.27,2.18,9.55,15.55,0.09,0,2.65,0.55,9.29,2.29,2.14,0.14,2.71,0.86,16.14,3.06,0.14,0,42.45,41.93,46.23,53.16,46.5,2.81,0.17,2.71,0.18,35,48.44,62.4,48.44,2.91,0.16,3.11,0.14,50.57,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,mctavish,m,mctavish5100cm,87465-159629,C,m,Mason McTavish,mctavish,9.9,60,5100,WSH@ANH,ANH,WSH,,,,,,C/UTIL,mctavish5100cm,4200
frost4500cm,63.84,Morgan Frost,4500,C,0,PHI,NYR-IShesterkin,9.62,12.2,7.1,1.77,2.1,2,1,4,0,2.3,82,0,4,2.5,3.7,190,6,8,160,8.3,1.1,58,26,35,89,8.3,60,40,20,10,0.16,0.28,0.45,15.59,1.73,1.81,2.42,0.75,0.09,0.65,2.46,11.52,12.49,8.59,0.02,0.06,2.22,0.33,0.43,0.75,0,0,0.14,0.22,0.26,0.01,2.14,0.1,0.3,0.4,17.14,1.4,2,2.4,0.83,0.05,0.9,2.9,12.1,13.5,0.1,0,1.62,0.2,12.17,2.67,1.67,1,2.33,0.33,18.09,1.72,0.17,0,45.09,43.03,45.39,50.06,45.08,2.89,0.13,2.77,0.21,45.1,45.45,51.7,41.73,1.7,0.12,2.82,0.32,43.71,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYR,frost,m,frost4500cm,87465-81974,C,m,Morgan Frost,frost,8.342622851,61,4500,NYR@PHI,PHI,NYR,,,,,,C/UTIL,frost4500cm,3800
stastny3700cp,61.49,Paul Stastny,3700,C,0,CAR,VGK-AHill,5.47,7,3.9,-0.74,1.5,4,2,2,0,0,57,0,4,3,2.6,-145,5.5,73,-140,7.1,0.1,60,23,38,84,6.4,71,28,28,7,0.19,0.28,0.47,14.36,1.96,1.58,2.1,0.75,0.12,0.28,1.86,13.07,9.75,9.92,0.05,0.05,1.75,0.23,0.31,0.73,0,0,0.14,0.23,0.21,0.01,1.55,0.25,0,0.25,10.98,1.37,1.75,2.75,0.64,0.14,0.25,2,13.13,7.88,0,0,1.32,0.25,13.17,2.17,2,0.17,3.17,0.5,10.73,1.46,0,0,52.93,52.46,47.98,36.72,49.86,3.13,0.18,2.36,0.24,58.13,47.63,37.63,49.63,2.25,0.17,2.56,0.17,48.8,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,stastny,p,stastny3700cp,87465-8274,C,p,Paul Stastny,stastny,5.298245614,57,3700,CAR@VGK,CAR,VGK,,,,,,C/UTIL,stastny3700cp,2600
stephenson5500cc,59.41,C. Stephenson,5500,C,0,VGK,CAR-FAndersen,10.24,12.9,7.5,0.33,1.9,3,1,5,0,0.1,20,0,2,2.6,3,122,5.5,27,120,11.1,0.9,62,28,37,89,9.3,66,33,11,9,0.21,0.61,0.82,19.46,2.53,1.56,2.14,0.73,0.14,0.58,2.15,14.82,14.32,10.82,0.11,0.1,2.43,0.47,0.63,0.74,0.01,0.02,0.09,0.48,0.27,0,1.69,0.11,0.56,0.67,18.6,2.16,1.67,1.78,0.94,0.07,0.56,2.22,12,15.44,0,0,2.41,0.67,11.83,2,1.5,0.5,1.67,0.67,19.06,2.66,0,0,43.78,49.86,36.72,47.98,52.46,2.57,0.21,3.3,0.19,49.63,37.63,47.63,58.13,2.22,0.05,3,0.08,59.83,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,stephenson,c,stephenson5500cc,87465-42839,C,c,Chandler Stephenson,stephenson,11.10666707,60,5500,CAR@VGK,VGK,CAR,,,,,,C/UTIL,stephenson5500cc,3900
karlsson4700cw,59.15,William Karlsson,4700,C,0,VGK,CAR-FAndersen,9.11,11.5,6.7,0.84,1.9,2,2,5,0,-3.1,48,0,2,2.6,3,122,5.5,27,120,9.8,0.3,61,25,38,88,7.3,44,55,11,9,0.18,0.44,0.62,17.77,2.09,1.99,2.91,0.68,0.09,0.58,2.57,14.52,12,10.81,0.02,0.07,1.79,0.37,0.55,0.68,0.01,0.03,0.15,0.34,0.13,0.04,2.1,0,0.44,0.44,16.27,1.62,1.89,3,0.63,0,0.44,2.33,14.44,10.67,0,0,2,0.33,13.17,2.17,1.67,0.5,2.5,0.67,17.51,2.24,0,0,43.78,49.86,36.72,47.98,52.46,2.57,0.21,3.3,0.19,49.63,37.63,47.63,58.13,2.22,0.05,3,0.08,59.83,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,karlsson,w,karlsson4700cw,87465-39990,C,w,William Karlsson,karlsson,9.966666667,60,4700,CAR@VGK,VGK,CAR,,,,,,C/UTIL,karlsson4700cw,3500
strome4100cr,57.85,Ryan Strome,4100,C,0,ANA,WAS-DKuemper,10.15,12.8,7.5,3.12,2.5,1,1,4,0,-3.4,76,0,2,2.8,3.9,167,6.5,21,160,8.7,-0.5,49,23,46,106,6.2,36,63,18,11,0.22,0.3,0.52,17.58,1.77,1.95,2.53,0.77,0.11,0.3,2.26,12.5,15.59,9.47,0.05,0.05,2.34,0.3,0.46,0.66,0.01,0,0.16,0.26,0.8,0.02,2.3,0.09,0.27,0.36,17.86,1.21,1.73,2.36,0.73,0.05,0.09,1.82,10.55,15.64,0,0,2.68,0.45,9.86,1.71,1.57,0.14,2.29,1.14,17.48,3.05,0,0,42.45,41.93,46.23,53.16,46.5,2.81,0.17,2.71,0.18,35,48.44,62.4,48.44,2.91,0.16,3.11,0.14,50.57,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,strome,r,strome4100cr,87465-15386,C,r,Ryan Strome,strome,7.644262095,61,4100,WSH@ANH,ANH,WSH,,,,,,C/UTIL,strome4100cr,3300
laughton5400cs,56.98,Scott Laughton,5400,C,0,PHI,NYR-IShesterkin,10.63,13.4,7.8,0.93,2,1,2,8,0,-1.7,48,0,4,2.5,3.7,190,6,8,160,9.6,0.5,47,23,34,89,8.9,50,50,20,10,0.19,0.35,0.53,18.26,1.74,1.93,2.56,0.75,0.1,0.72,2.65,12.59,14.3,9.22,0.07,0.05,1.95,0.26,0.45,0.58,0.04,0.05,0.08,0.24,0.43,0,2.25,0.1,0.4,0.5,19.75,1.52,1.7,2.6,0.65,0.06,1.1,2.8,14.6,18.2,0,0.1,1.41,0.2,15.33,3.5,2.17,1.33,3.5,0.67,19.08,1.23,0,0,45.09,43.03,45.39,50.06,45.08,2.89,0.13,2.77,0.21,45.1,45.45,51.7,41.73,1.7,0.12,2.82,0.32,43.71,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYR,laughton,s,laughton5400cs,87465-37880,C,s,Scott Laughton,laughton,10.66842062,57,5400,NYR@PHI,PHI,NYR,,,,,,C/UTIL,laughton5400cs,4200
mcleod3800cr,54.56,Ryan McLeod,3800,C,0,EDM,TOR-ISamsonov,5.7,7.3,4.1,-0.72,1.5,3,2,2,0,-3.8,57,0,2,3.6,3.6,-107,7,27,105,6.4,-0.1,50,20,35,105,6,63,36,18,11,0.18,0.15,0.33,14.15,1.4,1.44,2.02,0.71,0.13,0.43,1.87,10.78,9.56,7.84,0.02,0.03,1,0.15,0.2,0.72,0.02,0.01,0.14,0.11,0.26,0,1.79,0.18,0.09,0.27,13.67,1.19,1.64,2.18,0.75,0.11,0.18,1.82,9.73,7.45,0,0,1.06,0.27,11.57,2.43,2.14,0.29,2.86,0.29,13.51,0.82,0,0,49.04,47.76,43.18,44.69,46.95,3.26,0.31,3.08,0.22,49.1,48.33,37.6,50.89,3.18,0.31,2.11,0,49.17,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,mcleod,r,mcleod3800cr,87465-97128,C,r,Ryan McLeod,mcleod,6.825000127,48,3800,TOR@EDM,EDM,TOR,,,,,,C/UTIL,mcleod3800cr,2700
staal4200cj,54.32,Jordan Staal,4200,C,0,CAR,VGK-AHill,7.76,9.9,5.6,0.52,1.8,3,0,1,0,-1.4,93,0,4,3,2.6,-145,5.5,73,-140,8.7,1,53,30,43,99,5.8,42,57,28,7,0.28,0.24,0.53,16.3,1.95,1.59,2.16,0.73,0.18,0.45,2.04,13.44,9.34,10.24,0,0,0.12,0.01,0.01,1,0.01,0.02,0.27,0.22,0.28,0.05,1.38,0.13,0.38,0.5,16.03,1.87,1,1.75,0.57,0.13,0.38,1.38,11.75,9.5,0,0,0,0,11.83,1.33,1.17,0.17,1.83,0,16.08,0,0,0,52.93,52.46,47.98,36.72,49.86,3.13,0.18,2.36,0.24,58.13,47.63,37.63,49.63,2.25,0.17,2.56,0.17,48.8,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,staal,j,staal4200cj,87465-8596,C,j,Jordan Staal,staal,8.112280595,57,4200,CAR@VGK,CAR,VGK,,,,,,C/UTIL,staal4200cj,3700
hayton4800cb,54.05,Barrett Hayton,4800,C,0,ARI,DAL-JOettinger,10.13,12.8,7.5,1.66,2.1,1,1,8,0,-2.8,82,2,1,1.9,3.8,325,5.5,26,320,7.9,1,62,30,37,88,12.2,80,20,70,10,0.17,0.26,0.43,16.62,1.55,1.96,2.56,0.76,0.09,0.43,2.38,10.95,11.93,7.96,0.02,0.06,1.68,0.32,0.39,0.82,0,0,0.15,0.2,0.4,0.02,2.75,0.2,0.5,0.7,19.57,2.15,3,4.11,0.73,0.07,0.6,3.6,14.7,13.3,0,0.1,2.7,0.7,16.83,3.5,2.83,0.67,3.6,0.67,19.66,2.5,0,0,46.25,38.63,47.77,49.54,46.29,2.68,0.2,2.97,0.18,43.1,50.63,49.5,53.38,2.7,0.22,2.33,0.24,51.8,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,hayton,b,hayton4800cb,87465-97108,C,b,Barrett Hayton,hayton,7.868333435,60,4800,ARI@DAL,ARI,DAL,,,,,,C/UTIL,hayton4800cb,4100
lafferty4000cs,51.82,Sam Lafferty,4000,C,0,TOR,EDM-JCampbell,6.43,8.2,4.6,-0.4,1.6,4,0,0,0,-3,70,1,3,3.6,3.6,-112,7,73,-125,7,0.3,54,25,36,86,9.1,54,27,27,11,0.18,0.2,0.38,14.96,1.52,1.56,2.01,0.77,0.11,0.42,1.97,9.71,12.05,7.21,0,0,0.41,0.03,0.09,0.29,0.05,0.01,0.13,0.19,0.57,0,1.62,0.22,0.22,0.44,17.08,1.54,2.44,3.38,0.72,0.09,0.33,2.78,13.44,13.11,0,0,1.77,0.22,12.67,3.33,2.83,0.5,3.6,0.5,17.87,1.98,0,0,44.67,46.95,44.69,43.18,47.76,3.12,0.25,3.45,0.22,50.89,37.6,48.33,49.1,2.22,0.3,3.73,0.22,55,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,lafferty,s,lafferty4000cs,87465-82796,C,s,Sam Lafferty,lafferty,7.537254782,51,4000,TOR@EDM,TOR,EDM,,,,,,C/UTIL,lafferty4000cs,3100
protas3300ca,50.76,Aliaksei Protas,3300,C,0,WAS,ANA-JGibson,5.89,7.5,4.2,0.5,1.8,4,0,1,0,0,76,0,3,3.9,2.8,-200,6.5,79,-190,4.5,-0.6,25,7,20,95,3.2,11,0,0,9,0.07,0.16,0.23,10.9,1.27,1.28,1.76,0.73,0.05,0.21,1.49,11.32,9.2,7.98,0,0,0.11,0.02,0.02,1,0,0,0.07,0.16,0.14,0,1.25,0,0,0,10.48,0,1,1,1,0,1,2,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.33,46.5,53.16,46.23,41.93,3.16,0.24,3.23,0.27,48.44,62.4,48.44,35,3,0.26,3.64,0.25,33.67,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,protas,a,protas3300ca,87465-113285,C,a,Aliaksei Protas,protas,4.520930091,43,3300,WSH@ANH,WSH,ANH,,,,,,C/UTIL,protas3300ca,2500
kerfoot4300ca,50.67,Alexander Kerfoot,4300,C,0,TOR,EDM-JCampbell,6.42,8.2,4.6,-1.02,1.5,3,0,0,0,-2.8,33,1,3,3.6,3.6,-112,7,73,-125,7.8,-0.4,54,26,45,97,8.2,62,37,37,8,0.13,0.3,0.43,14.81,1.74,1.6,2.15,0.74,0.08,0.74,2.34,11.09,10.82,8.28,0.02,0.01,0.46,0.09,0.11,0.8,0.02,0.02,0.09,0.27,0.35,0.01,1.73,0,0.33,0.33,15.19,1.3,2.33,2.67,0.88,0,1,3.33,14.67,10.56,0,0,0.33,0.11,12.83,3.33,2.33,1,2.83,0,14.31,0.07,0,0,44.67,46.95,44.69,43.18,47.76,3.12,0.25,3.45,0.22,50.89,37.6,48.33,49.1,2.22,0.3,3.73,0.22,55,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,kerfoot,a,kerfoot4300ca,87465-82179,C,a,Alexander Kerfoot,kerfoot,7.785000102,60,4300,TOR@EDM,TOR,EDM,,,,,,C/UTIL,kerfoot4300ca,2900
newhook4200ca,50.03,Alex Newhook,4200,C,0,COL,NJD-VVanecek,6.44,8.2,4.7,-0.8,1.5,3,2,4,0,-4.1,33,0,2,3.1,3,-115,6,59,-125,6.9,-0.2,44,19,44,96,5.4,50,50,10,10,0.15,0.23,0.39,13.97,1.68,1.39,1.73,0.8,0.11,0.52,1.91,11.08,11.37,7.86,0.01,0.03,1.38,0.22,0.28,0.78,0,0,0.14,0.2,0.22,0,1.41,0.1,0.1,0.2,13.7,0.88,1.3,1.4,0.93,0.08,0.8,2.1,9.7,13.6,0,0,1.17,0,8.14,2.14,1.57,0.57,1.71,0,13.26,1.28,0,0,46.39,50.27,44.76,45.33,49.45,3.15,0.27,2.9,0.19,45.56,47.6,55.89,53.1,2.8,0.14,2.6,0.15,57.86,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,newhook,a,newhook4200ca,87465-148101,C,a,Alex Newhook,newhook,6.891379521,58,4200,NJ@COL,COL,NJ,,,,,,C/UTIL,newhook4200ca,2800
goodrow3900cb,49.76,Barclay Goodrow,3900,C,0,NYR,PHI-CHart,6.44,8.2,4.6,-0.18,1.7,2,0,1,0,0.8,41,1,3,3.7,2.5,-230,6,92,-190,6.7,-0.3,48,21,40,105,3.6,36,63,9,11,0.12,0.24,0.37,15.2,1.46,1.19,1.63,0.73,0.1,0.72,1.92,10.17,12.11,7.59,0.01,0.01,0.4,0.05,0.11,0.5,0,0.03,0.11,0.2,0.85,0,1.32,0.09,0,0.09,13.93,0.39,0.64,0.82,0.78,0.14,0.91,1.55,9.55,13.09,0,0,0.22,0,9.71,1.43,0.43,1,0.57,0,13.29,0.04,0,0,47.33,45.08,50.06,45.39,43.03,2.86,0.25,2.76,0.25,41.73,51.7,45.45,45.1,2.91,0.28,2.1,0.33,46,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,goodrow,b,goodrow3900cb,87465-43140,C,b,Barclay Goodrow,goodrow,6.876666768,60,3900,NYR@PHI,NYR,PHI,,,,,,C/UTIL,goodrow3900cb,2600
acciari4100cn,49.03,Noel Acciari,4100,C,0,TOR,EDM-JCampbell,5.84,7.5,4.2,-1.19,1.4,4,0,0,0,-3,57,1,3,3.6,3.6,-112,7,73,-125,6.8,0.1,51,20,32,97,6.5,55,22,11,9,0.16,0.14,0.3,13.49,1.33,1.34,1.8,0.74,0.12,0.92,2.26,9.31,10.6,7.2,0,0,0.17,0.01,0.01,1,0,0.02,0.16,0.12,0.24,0.03,1.46,0.13,0,0.13,14.46,0.54,2.25,2.63,0.86,0.06,1,3.25,12,11.75,0,0,0.04,0,12.14,3.43,2.29,1.14,2.57,0,14.54,0.04,0,0,44.67,46.95,44.69,43.18,47.76,3.12,0.25,3.45,0.22,50.89,37.6,48.33,49.1,2.22,0.3,3.73,0.22,55,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,acciari,n,acciari4100cn,87465-62861,C,n,Noel Acciari,acciari,7.294915151,59,4100,TOR@EDM,TOR,EDM,,,,,,C/UTIL,acciari4100cn,3000
faksa3500cr,48.92,Radek Faksa,3500,C,0,DAL,ARI-CIngram,5.01,6.4,3.6,-0.79,1.4,4,0,1,0,1.8,70,1,2,3.8,1.9,-415,5.5,74,-390,5.7,-0.5,64,21,35,97,6.5,77,22,33,9,0.11,0.1,0.22,14.27,0.93,1.15,1.44,0.8,0.1,1,2.15,9.9,11.17,7.02,0,0,0.12,0,0.01,0,0.02,0.01,0.09,0.09,0.55,0,1.3,0.11,0.11,0.22,14.45,0.91,1.56,1.63,0.96,0.07,1.11,2.67,12.67,12,0,0,0.06,0,12.33,2.67,1.5,1.17,1.6,0,13.89,0.02,0,0,50.71,46.29,49.54,47.77,38.63,2.94,0.22,3.51,0.25,53.38,49.5,50.63,43.1,3.44,0.06,3.8,0.21,44,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,faksa,r,faksa3500cr,87465-23928,C,r,Radek Faksa,faksa,5.3,60,3500,ARI@DAL,DAL,ARI,,,,,,C/UTIL,faksa3500cr,2600
kotkaniemi4100cj,48.69,J. Kotkaniemi,4100,C,0,CAR,VGK-AHill,7.31,9.3,5.3,0.28,1.8,2,2,2,0,-2.9,70,0,4,3,2.6,-145,5.5,73,-140,6.2,-0.6,49,20,37,99,10.8,57,42,57,7,0.13,0.25,0.38,13.38,1.7,1.38,2.05,0.68,0.1,0.2,1.58,12.51,7.92,9.18,0.02,0.06,1.85,0.36,0.51,0.7,0.01,0,0.1,0.19,0.73,0,2.03,0.5,0.38,0.88,14.96,3.53,1.38,1.63,0.85,0.36,0.13,1.5,13.88,11.38,0,0.13,1.26,0.13,13.83,1.33,1.33,0,1.67,0,14.82,1.37,0,0.17,52.93,52.46,47.98,36.72,49.86,3.13,0.18,2.36,0.24,58.13,47.63,37.63,49.63,2.25,0.17,2.56,0.17,48.8,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,kotkaniemi,j,kotkaniemi4100cj,87465-97116,C,j,Jesperi Kotkaniemi,kotkaniemi,6.913793103,58,4100,CAR@VGK,CAR,VGK,,,,,,C/UTIL,kotkaniemi4100cj,3200
