RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
stephenson5700cc,68.92,C. Stephenson,5700,C,0,VGK,COL-AGeorgiev,10.43,13.2,7.7,0.11,1.8,3,1,3,0,-3,16,0,2,2.9,3.3,119,6,22,120,11.2,0.9,64,28,35,89,10.6,77,22,11,9,0.22,0.61,0.83,19.5,2.55,1.57,2.15,0.73,0.14,0.59,2.16,14.87,14.36,10.86,0.11,0.1,2.45,0.47,0.64,0.74,0.01,0.02,0.09,0.49,0.25,0,1.92,0.1,0.6,0.7,18.96,2.21,1.8,2,0.9,0.06,0.5,2.3,12.4,15.3,0,0,2.63,0.8,12,2.17,1.67,0.5,1.83,0.83,19.39,2.82,0,0,51.26,49.86,45.33,47.98,50.27,2.59,0.21,2.96,0.21,49.3,54.7,49,46.1,2.3,0.04,3,0.2,42.33,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,stephenson,c,stephenson5700cc,87381-42839,C,c,Chandler Stephenson,stephenson,11.2677964,59,5700,VGK@COL,VGK,COL,,,,,,C/UTIL,stephenson5700cc,4000
johnston4000cw,68.36,Wyatt Johnston,4000,C,0,DAL,VAN-TDemko,9.36,11.9,6.9,2.53,2.3,3,2,3,0,-0.5,93,0,2,3.9,2.3,-282,6,61,-260,8,0.3,34,18,27,96,7.1,37,62,25,8,0.24,0.19,0.42,15.08,1.67,1.86,2.46,0.76,0.13,0.37,2.24,12.23,13.04,8.82,0.03,0.05,1.55,0.34,0.39,0.86,0,0,0.2,0.14,0.27,0,1.92,0.11,0.33,0.44,16.68,1.58,2,3,0.67,0.06,0.33,2.33,14,14.44,0,0,1.57,0.44,13.8,2.4,2,0.4,3.25,0.8,17.69,1.82,0,0,46.81,46.24,45.68,47.83,43.35,2.91,0.22,2.89,0.3,53.78,39.64,49.33,44.55,3.33,0.07,3.09,0.29,42,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,johnston,w,johnston4000cw,87381-161910,C,w,Wyatt Johnston,johnston,7.961017156,59,4000,VAN@DAL,DAL,VAN,,,,,,C/UTIL,johnston4000cw,3500
mctavish4900cm,67.64,Mason McTavish,4900,C,0,ANA,CHI-PMrazek,10.98,13.8,8.1,2.3,2.2,2,1,3,0,-2.2,76,0,2,3.2,2.9,-130,6,39,-135,9.7,0.7,41,20,25,87,7.2,36,63,27,11,0.22,0.32,0.54,15.36,2.11,2.12,2.86,0.74,0.1,0.53,2.64,10.39,13.85,7.69,0.08,0.12,2.58,0.78,1.1,0.71,0,0,0.14,0.2,0.64,0,2.15,0.27,0.09,0.36,16.22,1.33,1.73,2.45,0.7,0.16,0.27,2,10.36,16.09,0.09,0,2.45,0.45,9.43,1.86,1.71,0.14,2.43,0.57,15.94,2.61,0.14,0,45.73,42.01,50.44,52.92,39.36,2.77,0.16,2.78,0.25,37.18,52.18,61.27,44.45,2.82,0.13,2.36,0.23,41.71,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,mctavish,m,mctavish4900cm,87381-159629,C,m,Mason McTavish,mctavish,9.552541959,59,4900,CHI@ANH,ANH,CHI,,,,,,C/UTIL,mctavish4900cm,4100
frederic4100ct,67.2,Trent Frederic,4100,C,0,BOS,EDM-SSkinner,6.3,8.1,4.5,-0.73,1.5,3,0,0,0,-2.9,41,1,2,3.5,3.2,-125,6.5,63,-130,7.4,0.4,52,24,37,95,8,40,60,30,10,0.21,0.18,0.39,11.78,1.99,1.63,2.06,0.79,0.13,0.49,2.13,9.95,9.95,7.7,0,0,0.05,0,0.01,0,0,0.01,0.21,0.17,0.92,0,1.53,0.3,0.1,0.4,11.06,2.17,1.5,2,0.75,0.2,0.6,2.1,9.2,8.8,0,0,0.11,0,10.83,2.33,1.83,0.5,2.5,0,12.17,0.03,0,0,43.02,46.33,44.61,41.59,47.63,3.25,0.23,3.43,0.22,44.1,38.36,47.2,50.27,3.3,0.09,3.55,0.26,52.86,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,frederic,t,frederic4100ct,87381-70927,C,t,Trent Frederic,frederic,7.410909202,55,4100,BOS@EDM,BOS,EDM,,,,,,C/UTIL,frederic4100ct,2800
karlsson5300cw,67.01,William Karlsson,5300,C,0,VGK,COL-AGeorgiev,9.18,11.6,6.7,-0.32,1.7,2,2,4,0,-2.2,16,0,2,2.9,3.3,119,6,22,120,10,0.5,62,26,37,88,7.8,55,44,11,9,0.18,0.44,0.63,17.78,2.13,1.98,2.88,0.69,0.09,0.59,2.57,14.53,12,10.81,0.02,0.07,1.8,0.38,0.55,0.68,0.01,0.03,0.15,0.34,0.14,0.05,2.21,0,0.5,0.5,16.39,1.83,2.1,3.2,0.66,0,0.6,2.7,14.4,11,0,0,1.93,0.4,14.33,2,1.5,0.5,2.5,1,16.96,2.45,0,0,51.26,49.86,45.33,47.98,50.27,2.59,0.21,2.96,0.21,49.3,54.7,49,46.1,2.3,0.04,3,0.2,42.33,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,karlsson,w,karlsson5300cw,87381-39990,C,w,William Karlsson,karlsson,10.0542375,59,5300,VGK@COL,VGK,COL,,,,,,C/UTIL,karlsson5300cw,3600
nosek3400ct,66.39,Tomas Nosek,3400,C,0,BOS,EDM-SSkinner,4.79,6.2,3.4,-0.81,1.4,4,0,1,0,0,71,1,2,3.5,3.2,-125,6.5,63,-130,4.6,-0.9,55,15,25,95,0,0,0,0,10,0.04,0.18,0.22,12.56,1.05,1.1,1.54,0.72,0.03,0.56,1.66,8.19,8.85,6.31,0,0,0.06,0,0.03,0,0.01,0.01,0.03,0.16,0.56,0.01,1.66,0,0,0,11.35,0,3,3,1,0,0,3,6,8,0,0,0,0,6,3,3,0,3,0,11.35,0,0,0,43.02,46.33,44.61,41.59,47.63,3.25,0.23,3.43,0.22,44.1,38.36,47.2,50.27,3.3,0.09,3.55,0.26,52.86,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,nosek,t,nosek3400ct,87381-59235,C,t,Tomas Nosek,nosek,4.306976673,43,3400,BOS@EDM,BOS,EDM,,,,,,C/UTIL,nosek3400ct,2500
newhook4300ca,64.28,Alex Newhook,4300,C,0,COL,VGK-AHill,6.69,8.5,4.8,-0.75,1.6,3,2,2,0,-1.1,20,0,2,3.3,2.9,-140,6,78,-140,6.9,-0.1,45,19,43,96,6.9,60,40,20,10,0.15,0.24,0.39,13.98,1.67,1.38,1.73,0.8,0.11,0.53,1.91,11.09,11.4,7.87,0.01,0.03,1.4,0.22,0.29,0.78,0,0,0.14,0.21,0.21,0,1.72,0.2,0.1,0.3,13.9,1.3,1.4,1.5,0.93,0.14,0.9,2.3,9.7,13.8,0,0,1.36,0.1,7.83,2.17,1.5,0.67,1.67,0,13.39,1.5,0,0,47.65,50.27,47.98,45.33,49.86,3.17,0.27,2.37,0.24,46.1,49,54.7,49.3,2.9,0.14,2.5,0.16,50.83,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,newhook,a,newhook4300ca,87381-148101,C,a,Alex Newhook,newhook,6.956140351,57,4300,VGK@COL,COL,VGK,,,,,,C/UTIL,newhook4300ca,2700
brassard3900cd,63.72,Derick Brassard,3900,C,0,OTT,DET-MHellberg,6.55,8.4,4.7,-0.07,1.7,4,2,3,0,-1.6,49,1,2,3.5,3.2,-130,6.5,49,-135,6.5,0.2,36,21,31,102,8.2,50,30,40,10,0.18,0.17,0.35,12.54,1.67,1.53,1.96,0.78,0.12,0.18,1.71,9.87,9.9,7.01,0.04,0.06,1.65,0.39,0.42,0.93,0,0,0.14,0.11,0.47,0,1.52,0.33,0.33,0.67,11.18,3.59,1.67,2,0.83,0.2,0.11,1.78,8.78,7.33,0.11,0,1.89,0.44,7,1.2,1.2,0,1.2,0.2,10.01,1.67,0,0,46.99,45.76,47.42,44.42,39.93,3.37,0.25,2.87,0.24,41.82,50.27,47.55,35.45,3.45,0.18,2.91,0.13,40.14,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,brassard,d,brassard3900cd,87381-8294,C,d,Derick Brassard,brassard,6.593616891,47,3900,DET@OTT,OTT,DET,,,,,,C/UTIL,brassard3900cd,2700
mcleod3900cr,61.25,Ryan McLeod,3900,C,0,EDM,BOS-JSwayman,5.38,6.9,3.9,-1.24,1.4,3,2,1,0,-3.2,57,0,2,3.2,3.5,105,6.5,37,110,6.4,-0.2,49,20,36,105,8.1,63,36,27,11,0.18,0.15,0.33,14.18,1.4,1.43,1.99,0.72,0.13,0.43,1.86,10.81,9.55,7.82,0.02,0.03,1.01,0.15,0.2,0.72,0.02,0.01,0.14,0.11,0.28,0,1.8,0.27,0.18,0.45,13.48,2,1.73,2.27,0.76,0.16,0.27,2,9.82,7.64,0,0,1.09,0.27,10.57,2.14,1.86,0.29,2.29,0.29,13.25,1.07,0,0,47.74,47.63,41.59,44.61,46.33,3.29,0.31,3.47,0.16,50.27,47.2,38.36,44.1,3.36,0.35,3,0.13,46.33,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,mcleod,r,mcleod3900cr,87381-97128,C,r,Ryan McLeod,mcleod,6.90212753,47,3900,BOS@EDM,EDM,BOS,,,,,,C/UTIL,mcleod3900cr,2800
suter3700cp,61.02,Pius Suter,3700,C,0,DET,OTT-CTalbot,5.9,7.6,4.2,-0.31,1.6,4,0,0,0,-5.1,57,1,2,3.2,3.5,110,6.5,51,115,6.7,-0.4,50,21,45,87,9.2,70,30,40,10,0.18,0.18,0.36,14.29,1.51,1.51,2.01,0.75,0.12,0.42,1.93,10.12,11.94,7.52,0,0,0.3,0.01,0.06,0.2,0.02,0,0.15,0.18,0.19,0,1.28,0.45,0,0.45,13.41,2.01,1.45,2.36,0.62,0.31,0.27,1.73,8.91,8.73,0,0,0.01,0,10.29,1.86,1.71,0.14,2.86,0,14.71,0,0,0,43.39,39.93,44.42,47.42,45.76,3.23,0.2,3.38,0.2,35.45,47.55,50.27,41.82,3.64,0.23,4,0.14,40.71,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,suter,p,suter3700cp,87381-82193,C,p,Pius Suter,suter,6.109090909,55,3700,DET@OTT,DET,OTT,,,,,,C/UTIL,suter3700cp,2600
lundestrom3800ci,60.03,Isac Lundestrom,3800,C,0,ANA,CHI-PMrazek,5.97,7.6,4.3,-0.45,1.6,3,0,1,0,0,41,0,2,3.2,2.9,-130,6,39,-135,5.3,-0.8,40,16,33,87,7.9,81,18,36,11,0.11,0.17,0.28,14.48,1.16,0.97,1.41,0.69,0.11,0.63,1.6,8.48,12.56,6.41,0,0,0.5,0.03,0.05,0.67,0.02,0,0.09,0.17,0.06,0,1.29,0.18,0.27,0.45,15.64,1.73,0.91,1.36,0.67,0.2,1.27,2.18,8.18,16.18,0,0,0.46,0.09,7.43,2.43,0.86,1.57,1.29,0.29,15.17,0.71,0,0,45.73,42.01,50.44,52.92,39.36,2.77,0.16,2.78,0.25,37.18,52.18,61.27,44.45,2.82,0.13,2.36,0.23,41.71,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,lundestrom,i,lundestrom3800ci,87381-97096,C,i,Isac Lundestrom,lundestrom,5.815384694,39,3800,CHI@ANH,ANH,CHI,,,,,,C/UTIL,lundestrom3800ci,2500
pettersson9600ce,59.87,Elias Pettersson,9600,C,0,VAN,DAL-JOettinger,18.2,22.8,13.6,-0.12,1.9,1,1,20,0,-3.1,4,0,2,2.3,3.9,230,6,39,220,19.2,3.5,68,36,26,86,24.5,80,20,30,10,0.54,0.73,1.26,20.01,3.78,3.3,4.73,0.7,0.16,0.92,4.21,12.86,12.68,9.84,0.08,0.25,3.52,0.79,1.34,0.59,0.04,0.02,0.42,0.45,0.12,0.06,3.32,0.82,0.91,1.73,21.38,4.85,3.45,5,0.69,0.24,1.18,4.64,14.64,11.27,0.18,0.18,3.59,0.82,14.83,4.67,4,0.67,5.67,1.5,22.14,4.41,0,0.33,46.74,43.35,47.83,45.68,46.24,3.13,0.26,2.95,0.18,44.55,49.33,39.64,53.78,2.91,0.25,2.33,0.19,51.8,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,pettersson,e,pettersson9600ce,87381-84409,C,e,Elias Pettersson,pettersson,20.0298237,57,9600,VAN@DAL,VAN,DAL,,,,,,C/UTIL,pettersson9600ce,7400
ryan3700cd,57.62,Derek Ryan,3700,C,0,EDM,BOS-JSwayman,4.22,5.4,3,-1.99,1.1,4,0,0,0,-2.8,82,0,2,3.2,3.5,105,6.5,37,110,5.4,-0.6,55,20,35,105,7.2,63,27,27,11,0.14,0.13,0.27,11.23,1.44,1.09,1.42,0.77,0.13,0.66,1.75,8.78,8.57,6.25,0,0,0.11,0,0.01,0,0.01,0.01,0.13,0.12,0.34,0,1.08,0.27,0,0.27,11.72,1.38,1.36,1.82,0.75,0.2,0.64,2,10.27,7.82,0,0,0.04,0,10.29,2,1.43,0.57,1.71,0,11.51,0.06,0,0,47.74,47.63,41.59,44.61,46.33,3.29,0.31,3.47,0.16,50.27,47.2,38.36,44.1,3.36,0.35,3,0.13,46.33,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,ryan,d,ryan3700cd,87381-62927,C,d,Derek Ryan,ryan,5.689655172,58,3700,BOS@EDM,EDM,BOS,,,,,,C/UTIL,ryan3700cd,3000
kastelic3500cm,55.61,Mark Kastelic,3500,C,0,OTT,DET-MHellberg,4.13,5.3,2.9,-1.67,1.2,4,0,4,0,-1.6,65,1,2,3.5,3.2,-130,6.5,49,-135,3.9,-1.5,36,5,36,57,8,10,0,0,10,0.12,0.06,0.18,9.31,1.16,1.14,1.67,0.68,0.1,0.65,1.78,7.42,8.4,5.35,0,0,0.39,0,0.02,0,0,0,0.12,0.06,1.14,0,0.76,0,1,1,11.77,5.1,0,0,0,0,0,0,7,11,0,0,0,0,7,0,0,0,0,0,11.77,0,0,0,46.99,45.76,47.42,44.42,39.93,3.37,0.25,2.87,0.24,41.82,50.27,47.55,35.45,3.45,0.18,2.91,0.13,40.14,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,kastelic,m,kastelic3500cm,87381-82198,C,m,Mark Kastelic,kastelic,4.254545385,44,3500,DET@OTT,OTT,DET,,,,,,C/UTIL,kastelic3500cm,2500
veleno3600cj,55.29,Joe Veleno,3600,C,0,DET,OTT-CTalbot,4.98,6.4,3.6,-1.03,1.4,3,0,0,0,-4.1,57,1,2,3.2,3.5,110,6.5,51,115,5,-0.9,52,21,45,87,4.1,60,40,20,10,0.12,0.14,0.26,13,1.2,1.09,1.32,0.83,0.11,0.44,1.53,8.9,10.99,6.53,0,0.02,0.44,0.08,0.1,0.88,0,0,0.12,0.12,0.28,0,1.42,0.09,0.09,0.18,12.49,0.86,0.91,1,0.91,0.1,0.36,1.27,7.55,13.55,0,0,0.08,0,7.43,1,0.57,0.43,0.71,0,12.64,0.11,0,0,43.39,39.93,44.42,47.42,45.76,3.23,0.2,3.38,0.2,35.45,47.55,50.27,41.82,3.64,0.23,4,0.14,40.71,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,veleno,j,veleno3600cj,87381-97140,C,j,Joe Veleno,veleno,5.224561189,57,3600,DET@OTT,DET,OTT,,,,,,C/UTIL,veleno3600cj,2500
sundqvist3800co,53.7,Oskar Sundqvist,3800,C,0,DET,OTT-CTalbot,6.83,8.7,4.9,0.41,1.8,4,2,1,0,-5.1,41,1,2,3.2,3.5,110,6.5,51,115,6.1,-0.3,37,17,43,87,4,60,40,0,10,0.15,0.23,0.38,14.37,1.59,1.08,1.5,0.72,0.14,0.45,1.53,8.57,10.93,6.29,0.03,0.07,1.85,0.22,0.33,0.67,0,0,0.12,0.16,0.53,0.01,1.34,0,0.2,0.2,12.64,0.95,1.1,1.5,0.73,0,0.4,1.5,8.6,8.9,0,0,1.95,0.2,9.57,1.86,1.29,0.57,1.86,0.29,12.6,1.21,0,0,43.39,39.93,44.42,47.42,45.76,3.23,0.2,3.38,0.2,35.45,47.55,50.27,41.82,3.64,0.23,4,0.14,40.71,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,sundqvist,o,sundqvist3800co,87381-58878,C,o,Oskar Sundqvist,sundqvist,6.082692073,52,3800,DET@OTT,DET,OTT,,,,,,C/UTIL,sundqvist3800co,2500
gambrell3100cd,46.8,Dylan Gambrell,3100,C,0,OTT,DET-MHellberg,3.42,4.4,2.4,-1.56,1.1,3,0,0,0,-1.9,86,1,2,3.5,3.2,-130,6.5,49,-135,3,-1.6,29,6,43,87,3,30,50,10,10,0.04,0.03,0.07,11.57,0.36,0.76,1.23,0.62,0.06,0.63,1.39,7.64,9.41,5.56,0,0,0.02,0,0,0,0,0,0.04,0.03,0.34,0,1.19,0,0.1,0.1,11.27,0.53,0.4,0.6,0.67,0,0.7,1.1,6.9,10.1,0,0,0.01,0,8.33,1.33,0.67,0.67,1,0,11.46,0.02,0,0,46.99,45.76,47.42,44.42,39.93,3.37,0.25,2.87,0.24,41.82,50.27,47.55,35.45,3.45,0.18,2.91,0.13,40.14,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,gambrell,d,gambrell3100cd,87381-82909,C,d,Dylan Gambrell,gambrell,2.478048743,41,3100,DET@OTT,OTT,DET,,,,,,C/UTIL,gambrell3100cd,2500
cotter3800cp,46.46,Paul Cotter,3800,C,0,VGK,COL-AGeorgiev,6.04,7.7,4.3,-0.38,1.6,4,0,0,0,-3.6,82,0,2,2.9,3.3,119,6,22,120,7,0.3,29,12,17,88,7.7,77,22,33,9,0.26,0.1,0.36,13.2,1.64,1.48,1.95,0.76,0.18,0.36,1.83,11.15,13.61,8.1,0,0,0.47,0.03,0.08,0.33,0,0,0.26,0.1,0.29,0,1.22,0.3,0.1,0.4,15.04,1.6,1.5,2.1,0.71,0.2,0.2,1.7,13.8,14.9,0,0,0.17,0,14.67,2,1.83,0.17,2.5,0,14.89,0.1,0,0,51.26,49.86,45.33,47.98,50.27,2.59,0.21,2.96,0.21,49.3,54.7,49,46.1,2.3,0.04,3,0.2,42.33,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,cotter,p,cotter3800cp,87381-101993,C,p,Paul Cotter,cotter,6.346666802,45,3800,VGK@COL,VGK,COL,,,,,,C/UTIL,cotter3800cp,3100
karlstrom3100cf,45.2,Fredrik Karlstrom,3100,C,0,DAL,VAN-TDemko,4.21,5.4,3,-0.77,1.4,4,0,0,0,-3.7,86,0,2,3.9,2.3,-282,6,61,-260,0.6,-0.5,2,0,9,44,1.6,25,25,0,4,0,0.2,0.2,7.42,1.62,0.6,0.6,1,0,0,0.6,6.8,5.6,4.8,0,0,0.11,0,0,0,0,0,0,0.2,0,0,0.87,0,0,0,9.24,0,1,1,1,0,0,1,12,7,0,0,0,0,12,1,1,0,1,0,9.24,0,0,0,46.81,46.24,45.68,47.83,43.35,2.91,0.22,2.89,0.3,53.78,39.64,49.33,44.55,3.33,0.07,3.09,0.29,42,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,karlstrom,f,karlstrom3100cf,87381-135689,C,f,Fredrik Karlstrom,karlstrom,1.600000024,2,3100,VAN@DAL,DAL,VAN,,,,,,C/UTIL,karlstrom3100cf,2500
dries3900cs,27.65,Sheldon Dries,3900,C,0,VAN,DAL-JOettinger,6.02,7.7,4.3,-0.6,1.5,3,2,5,0,-4.3,33,0,2,2.3,3.9,230,6,39,220,6.8,-0.1,30,16,27,79,6.9,60,40,20,10,0.2,0.12,0.33,11.24,1.76,1.57,2.2,0.72,0.13,0.57,2.14,8.09,8.89,5.93,0.08,0.02,1.37,0.22,0.39,0.56,0,0,0.12,0.1,0.41,0,1.81,0.18,0.09,0.27,11.21,1.44,1.36,2,0.68,0.13,0.73,2.09,7.73,8.45,0.09,0,1.2,0.18,7.17,2.83,1.83,1,2.5,0.33,11.27,1.42,0.17,0,46.74,43.35,47.83,45.68,46.24,3.13,0.26,2.95,0.18,44.55,49.33,39.64,53.78,2.91,0.25,2.33,0.19,51.8,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,dries,s,dries3900cs,87381-82167,C,s,Sheldon Dries,dries,6.809999847,40,3900,VAN@DAL,VAN,DAL,,,,,,C/UTIL,dries3900cs,2500
studnicka3400cj,24.2,Jack Studnicka,3400,C,0,VAN,DAL-JOettinger,5.17,6.6,3.7,-0.43,1.5,2,0,0,0,-2.7,71,0,2,2.3,3.9,230,6,39,220,5,-0.3,27,7,13,95,2.8,30,10,0,10,0.1,0.08,0.18,10.9,0.99,1.58,1.89,0.83,0.06,0.43,2,7.66,9.8,5.83,0,0,0.21,0.06,0.08,0.67,0,0,0.1,0.08,0.3,0,1.9,0,0,0,11.24,0,2,2.4,0.83,0,0.2,2.2,6.8,10.4,0,0,0.01,0,6.25,1.75,1.5,0.25,1.75,0,11.4,0.01,0,0,46.74,43.35,47.83,45.68,46.24,3.13,0.26,2.95,0.18,44.55,49.33,39.64,53.78,2.91,0.25,2.33,0.19,51.8,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,studnicka,j,studnicka3400cj,87381-82176,C,j,Jack Studnicka,studnicka,4.463158055,38,3400,VAN@DAL,VAN,DAL,,,,,,C/UTIL,studnicka3400cj,2500
aman3500cn,20.98,Nils Aman,3500,C,0,VAN,DAL-JOettinger,4.1,5.3,2.9,-1.7,1.2,4,0,0,0,-2.7,65,0,2,2.3,3.9,230,6,39,220,3.7,-1.6,29,10,46,58,5,60,40,20,10,0.04,0.11,0.16,12.15,0.79,0.76,1.07,0.71,0.06,0.62,1.38,7.47,10.51,5.51,0,0,0.09,0,0.02,0,0,0,0.04,0.11,0.18,0,1.12,0.1,0.1,0.2,12.63,0.95,1.2,1.7,0.71,0.08,0.7,1.9,7.8,9.6,0,0,0.01,0,7,2,1,1,1.67,0.17,12.61,0.02,0,0,46.74,43.35,47.83,45.68,46.24,3.13,0.26,2.95,0.18,44.55,49.33,39.64,53.78,2.91,0.25,2.33,0.19,51.8,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,aman,n,aman3500cn,87381-170839,C,n,Nils Aman,aman,3.626666599,45,3500,VAN@DAL,VAN,DAL,,,,,,C/UTIL,aman3500cn,2500
pastrnak10200wd,92.33,David Pastrnak,10200,W,0,BOS,EDM-SSkinner,21.19,26.5,15.9,2.03,2.1,2,1,29,0,-0.3,57,1,2,3.5,3.2,-125,6.5,63,-130,21.5,3.1,69,40,20,95,17.9,50,50,30,10,0.67,0.64,1.31,19.26,4.08,4.73,6.27,0.75,0.14,0.38,5.11,14.57,12.41,11.15,0.21,0.26,3.81,1.43,2.04,0.7,0,0,0.46,0.38,0.47,0.05,3.83,0.5,0.4,0.9,20.44,2.64,4.7,6,0.78,0.11,0.7,5.4,14.4,16.1,0,0.1,3.84,1.4,15.5,6.33,5.17,1.17,7,2,19.81,3.4,0,0.17,43.02,46.33,44.61,41.59,47.63,3.25,0.23,3.43,0.22,44.1,38.36,47.2,50.27,3.3,0.09,3.55,0.26,52.86,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,pastrnak,d,pastrnak10200wd,87381-59218,W,d,David Pastrnak,pastrnak,22.40172498,58,10200,BOS@EDM,BOS,EDM,,,,,,W/UTIL,pastrnak10200wd,9100
