RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master.1,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
matthews10200ca,87.76,Auston Matthews,10200,C,0,TOR,COL-A.Georgiev,22.59,28.2,16.9,3.04,2.2,1,1,27,1,-3.3,39,0,2,3.6,3.1,-140,6.5,50,-140,21.5,2.3,67,33,20,96,19.9,63,36,27,11,0.6,0.66,1.27,20.44,3.73,4.49,6.43,0.7,0.13,1.3,5.8,16.87,14.0,12.82,0.19,0.17,3.86,1.22,1.8,0.68,0.0,0.0,0.41,0.49,0.29,0.02,3.46,0.5,0.67,1.17,19.1,3.67,4.08,5.55,0.74,0.12,1.58,5.67,16.0,14.91,0.17,0.17,2.74,0.64,17.8,6.33,5.17,1.17,6.8,1.6,21.24,3.17,0.33,0.17,43.83,45.77,44.48,43.26,50.17,3.17,0.25,2.95,0.2,45.91,44.91,46.27,47.73,2.45,0.3,2.92,0.14,53.17,3/15/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL,matthews,a,matthews10200ca,88010-70899,C,a,Auston Matthews,matthews,20.349152128575213,59.0,10200,COL@TOR,TOR,COL,,,,,,C/UTIL,matthews10200ca,8900
mackinnon10400cn,87.72,Nathan MacKinnon,10400,C,0,COL,TOR-I.Samsonov,20.94,26.2,15.7,0.98,2.0,1,1,24,1,-1.6,97,1,2,3.1,3.6,120,6.5,50,120,22.3,2.6,67,38,19,97,25.7,91,8,58,12,0.56,0.83,1.39,21.82,3.82,5.1,6.43,0.79,0.11,0.5,5.6,20.32,15.55,14.75,0.16,0.27,3.81,1.55,2.02,0.77,0.0,0.0,0.4,0.56,0.54,0.03,4.09,0.92,0.69,1.62,21.25,4.57,5.31,6.25,0.85,0.17,0.46,5.77,18.92,15.83,0.23,0.15,3.44,1.75,19.5,5.57,5.14,0.43,6.33,2.17,19.89,3.19,0.43,0.14,47.83,50.17,43.26,44.48,45.77,3.17,0.28,3.11,0.22,47.73,46.27,44.91,45.91,2.92,0.29,2.36,0.19,42.0,3/15/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,mackinnon,n,mackinnon10400cn,88010-41391,C,n,Nathan MacKinnon,mackinnon,23.65370460792824,54.0,10400,COL@TOR,COL,TOR,,,,,,C/UTIL,mackinnon10400cn,10200
tavares8200cj,86.72,John Tavares,8200,C,0,TOR,COL-A.Georgiev,16.69,20.9,12.5,1.24,2.0,2,1,13,1,-0.4,55,0,2,3.6,3.1,-140,6.5,50,-140,15.8,0.8,70,30,26,97,16.4,54,36,36,11,0.44,0.55,0.99,17.77,3.34,3.28,4.69,0.7,0.13,0.49,3.77,12.85,12.0,9.55,0.18,0.27,3.62,1.21,1.66,0.73,0.0,0.0,0.26,0.29,0.43,0.01,2.96,0.64,0.45,1.09,17.05,3.84,3.73,5.6,0.67,0.17,0.09,3.82,13.7,12.8,0.27,0.18,2.78,1.5,15.75,4.0,3.8,0.2,6.75,3.25,18.09,3.42,0.4,0.2,43.83,45.77,44.48,43.26,50.17,3.17,0.25,2.95,0.2,45.91,44.91,46.27,47.73,2.45,0.3,2.92,0.14,53.17,3/15/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL,tavares,j,tavares8200cj,88010-8494,C,j,John Tavares,tavares,16.42769305889423,65.0,8200,COL@TOR,TOR,COL,,,,,,C/UTIL,tavares8200cj,7100
hartman5300cr,85.67,Ryan Hartman,5300,C,0,MIN,STL-J.Binnington,13.4,16.8,10.0,3.9,2.5,1,1,13,0,2.2,94,0,3,3.3,2.9,-135,6.0,69,-150,12.1,1.7,53,26,23,96,13.8,76,23,46,13,0.28,0.43,0.71,16.53,2.58,2.56,3.75,0.68,0.11,0.69,3.25,14.83,12.08,11.06,0.0,0.09,1.74,0.53,0.72,0.73,0.0,0.01,0.28,0.32,1.52,0.05,2.9,0.29,0.43,0.71,18.28,2.33,2.79,4.07,0.68,0.1,1.14,3.93,19.36,14.57,0.0,0.07,1.35,0.29,15.29,3.57,2.71,0.86,3.71,0.14,18.66,1.63,0.0,0.14,47.85,44.76,48.2,43.55,40.52,3.23,0.22,2.43,0.21,49.71,50.0,49.0,40.85,2.71,0.16,2.46,0.19,41.29,3/15/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STL,hartman,r,hartman5300cr,88010-43176,C,r,Ryan Hartman,hartman,10.604347560716713,46.0,5300,MIN@STL,MIN,STL,,,,,,C/UTIL,hartman5300cr,4900
thompson9800ct,84.95,Tage Thompson,9800,C,0,BUF,WAS-C.Lindgren,17.35,21.7,13.0,-1.38,1.8,1,1,5,1,-2.8,15,0,2,3.3,3.4,-105,6.5,72,100,19.2,2.0,76,32,23,88,18.4,76,23,15,13,0.64,0.63,1.26,18.52,4.08,3.63,4.93,0.74,0.18,0.32,3.94,14.8,12.52,11.08,0.25,0.15,3.16,0.94,1.22,0.77,0.01,0.0,0.38,0.48,0.41,0.01,3.08,0.5,0.79,1.29,18.05,4.29,3.57,4.93,0.72,0.14,0.14,3.71,15.29,13.07,0.21,0.14,2.61,0.86,14.0,3.13,2.88,0.25,4.25,1.0,18.19,2.55,0.13,0.13,47.96,45.55,46.09,42.61,46.53,3.12,0.25,2.77,0.18,48.64,47.0,46.5,45.27,2.57,0.22,3.45,0.13,39.4,3/15/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,thompson,t,thompson9800ct,88010-70924,C,t,Tage Thompson,thompson,19.9742431640625,66.0,9800,BUF@WSH,BUF,WSH,,,,,,C/UTIL,thompson9800ct,8100
ek6700cj,84.81,Joel Eriksson Ek,6700,C,0,MIN,STL-J.Binnington,14.82,18.6,11.1,2.45,2.2,2,1,8,1,-0.6,82,0,3,3.3,2.9,-135,6.0,69,-150,13.6,1.9,71,32,28,96,8.8,46,53,7,13,0.34,0.4,0.74,18.98,2.34,3.04,4.13,0.74,0.11,0.69,3.73,11.82,11.47,8.89,0.13,0.16,3.41,0.8,1.13,0.71,0.02,0.01,0.19,0.23,0.45,0.02,2.91,0.14,0.21,0.36,19.1,1.13,3.14,4.43,0.71,0.05,0.93,4.07,13.07,11.79,0.07,0.14,3.12,0.5,12.86,3.71,3.0,0.71,3.86,0.43,18.8,3.45,0.0,0.0,47.85,44.76,48.2,43.55,40.52,3.23,0.22,2.43,0.21,49.71,50.0,49.0,40.85,2.71,0.16,2.46,0.19,41.29,3/15/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STL,ek,j,ek6700cj,88010-73949,C,j,Joel Eriksson Ek,ek,13.626865671641792,67.0,6700,MIN@STL,MIN,STL,,,,,,C/UTIL,ek6700cj,6000
nelson7300cb,84.54,Brock Nelson,7300,C,0,NYI,ANA-J.Gibson,15.12,19.0,11.3,1.52,2.1,2,1,5,0,0.7,47,2,1,3.3,2.4,-192,5.5,78,-180,14.1,0.9,71,35,27,95,13.3,58,41,25,12,0.44,0.48,0.93,18.52,3.01,2.68,3.47,0.77,0.16,0.53,3.21,13.02,14.52,9.37,0.11,0.12,2.94,0.79,1.04,0.76,0.0,0.0,0.34,0.37,0.27,0.06,2.31,0.5,0.42,0.92,18.78,2.94,1.92,2.82,0.68,0.26,0.5,2.42,11.75,15.83,0.08,0.17,2.84,0.5,12.33,2.0,1.5,0.5,2.33,0.67,18.83,3.0,0.0,0.17,50.1,44.25,53.7,48.76,41.12,2.7,0.2,3.2,0.28,44.58,56.82,48.58,37.36,2.58,0.13,2.92,0.34,41.8,3/15/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANA,nelson,b,nelson7300cb,88010-21897,C,b,Brock Nelson,nelson,14.399999646173008,69.0,7300,NYI@ANH,NYI,ANH,,,,,,C/UTIL,nelson7300cb,6100
horvat7800cb,81.71,Bo Horvat,7800,C,0,NYI,ANA-J.Gibson,17.03,21.3,12.7,2.4,2.2,1,1,15,0,-0.3,39,2,1,3.3,2.4,-192,5.5,78,-180,16.1,0.6,57,28,29,85,10.4,41,33,16,12,0.59,0.39,0.98,20.5,2.87,2.88,3.92,0.73,0.2,0.73,3.6,13.55,13.53,10.15,0.2,0.13,3.58,0.9,1.25,0.72,0.08,0.01,0.31,0.25,0.33,0.06,3.17,0.17,0.25,0.42,21.84,1.15,2.58,4.09,0.63,0.06,1.17,3.75,16.08,14.92,0.0,0.08,3.01,0.33,18.33,4.33,3.33,1.0,4.5,1.17,22.67,3.14,0.0,0.17,50.1,44.25,53.7,48.76,41.12,2.7,0.2,3.2,0.28,44.58,56.82,48.58,37.36,2.58,0.13,2.92,0.34,41.8,3/15/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANA,horvat,b,horvat7800cb,88010-42478,C,b,Bo Horvat,horvat,15.946969696969695,66.0,7800,NYI@ANH,NYI,ANH,,,,,,C/UTIL,horvat7800cb,6500
cozens6200cd,79.18,Dylan Cozens,6200,C,0,BUF,WAS-C.Lindgren,11.38,14.3,8.4,0.04,1.8,2,1,4,0,-1.7,85,0,2,3.3,3.4,-105,6.5,72,100,12.0,1.5,62,34,36,88,14.3,53,46,30,13,0.31,0.43,0.74,16.21,2.74,2.54,3.38,0.75,0.12,0.37,2.91,11.13,10.82,8.55,0.05,0.18,2.62,0.46,0.67,0.7,0.02,0.01,0.24,0.23,0.48,0.02,2.95,0.57,0.29,0.86,15.56,3.32,3.07,4.0,0.77,0.19,0.5,3.57,12.15,12.46,0.0,0.07,2.28,0.43,12.86,3.63,2.88,0.75,3.88,0.75,16.34,2.52,0.0,0.13,47.96,45.55,46.09,42.61,46.53,3.12,0.25,2.77,0.18,48.64,47.0,46.5,45.27,2.57,0.22,3.45,0.13,39.4,3/15/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,cozens,d,cozens6200cd,88010-113279,C,d,Dylan Cozens,cozens,13.704615196814904,65.0,6200,BUF@WSH,BUF,WSH,,,,,,C/UTIL,cozens6200cd,5600
rodrigues5500ce,77.57,Evan Rodrigues,5500,C,0,COL,TOR-I.Samsonov,10.02,12.7,7.4,0.11,1.8,1,2,6,1,-1.6,97,1,2,3.1,3.6,120,6.5,50,120,10.5,0.4,60,22,28,92,8.3,50,50,16,12,0.22,0.29,0.51,16.67,1.84,3.06,3.72,0.82,0.07,0.31,3.37,14.36,11.64,10.73,0.08,0.06,1.96,0.41,0.46,0.89,0.01,0.0,0.12,0.23,0.41,0.0,2.73,0.15,0.23,0.38,15.22,1.5,2.15,2.83,0.76,0.07,0.38,2.54,14.25,13.0,0.08,0.0,0.99,0.17,16.0,2.57,2.14,0.43,3.0,0.33,14.01,0.82,0.14,0.0,47.83,50.17,43.26,44.48,45.77,3.17,0.28,3.11,0.22,47.73,46.27,44.91,45.91,2.92,0.29,2.36,0.19,42.0,3/15/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,rodrigues,e,rodrigues5500ce,88010-62445,C,e,Evan Rodrigues,rodrigues,10.883333559389468,54.0,5500,COL@TOR,COL,TOR,,,,,,C/UTIL,rodrigues5500ce,5300
