RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
pettersson9700ce,93.67,Elias Pettersson,9700,C,0,VAN,ARI-KVejmelka,19.51,24.4,14.6,0.99,2.0,1,1,15,1,0.0,11,0,2,3.6,3.0,-145,6.5,57,-145,19.5,3.4,70,37,26,86,22.6,72,27,36,11,0.53,0.75,1.28,20.27,3.79,3.31,4.77,0.69,0.16,1.0,4.31,12.75,12.7,9.69,0.07,0.26,3.63,0.77,1.33,0.57,0.05,0.05,0.41,0.45,0.16,0.05,3.26,0.45,1.09,1.55,22.09,4.21,3.18,4.91,0.65,0.14,1.36,4.55,14.27,13.09,0.0,0.18,4.12,0.36,13.5,3.0,2.17,0.83,3.83,0.83,21.5,3.95,0.0,0.17,47.64,42.2,49.47,45.5,38.9,3.23,0.26,3.63,0.24,39.4,55.42,46.4,41.08,3.09,0.21,3.58,0.3,39.0,3/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,pettersson,e,pettersson9700ce,88061-84409,C,e,Elias Pettersson,pettersson,19.765625,64.0,9700,VAN@ARI,VAN,ARI,,,,,,C/UTIL,pettersson9700ce
mackinnon10400cn,90.69,Nathan MacKinnon,10400,C,0,COL,OTT-MSogaard,22.88,28.6,17.2,2.92,2.2,1,1,24,1,-1.4,93,2,1,3.5,3.2,-130,6.5,70,-170,22.2,2.5,66,37,20,98,24.7,84,15,53,13,0.56,0.83,1.39,21.88,3.81,5.09,6.43,0.79,0.11,0.5,5.59,20.29,15.53,14.7,0.16,0.27,3.86,1.55,2.02,0.77,0.0,0.0,0.4,0.56,0.54,0.03,4.01,0.85,0.69,1.54,21.46,4.31,5.0,5.92,0.85,0.17,0.46,5.46,18.25,14.92,0.23,0.23,3.91,1.75,19.29,5.13,4.75,0.38,5.86,1.86,20.51,3.72,0.38,0.25,46.56,50.22,44.04,44.32,45.44,3.2,0.27,3.45,0.18,48.45,41.08,41.0,41.69,3.25,0.28,3.86,0.09,43.71,3/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OTT,mackinnon,n,mackinnon10400cn,88061-41391,C,n,Nathan MacKinnon,mackinnon,23.43636363636364,55.0,10400,COL@OTT,COL,OTT,,,,,,C/UTIL,mackinnon10400cn
bergeron7100cp,90.63,Patrice Bergeron,7100,C,0,BOS,WPG-CHellebuyck,14.25,17.9,10.6,1.06,2.0,1,1,14,1,0.1,82,0,2,3.4,2.7,-160,6.0,83,-170,15.3,1.1,71,32,22,95,14.2,75,25,41,12,0.39,0.46,0.84,17.74,2.84,3.58,4.7,0.76,0.11,0.69,4.27,14.2,9.15,10.97,0.11,0.11,3.29,0.84,1.17,0.72,0.02,0.01,0.26,0.33,0.33,0.03,3.48,0.46,0.38,0.85,17.0,3.0,3.38,4.62,0.73,0.14,0.38,3.77,13.92,9.08,0.15,0.0,3.07,0.92,13.67,4.17,4.17,0.0,5.17,1.5,17.23,3.15,0.17,0.0,45.72,45.57,45.12,41.47,44.69,3.35,0.21,2.87,0.21,44.83,42.79,42.92,43.57,3.08,0.15,3.43,0.19,42.43,3/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WPG,bergeron,p,bergeron7100cp,88061-8175,C,p,Patrice Bergeron,bergeron,14.04090927586411,66.0,7100,BOS@WPG,BOS,WPG,,,,,,C/UTIL,bergeron7100cp
hughes9800cj,90.07,Jack Hughes,9800,C,0,NJD,TB-AVasilevskiy,18.71,23.4,14.0,-0.02,1.9,1,1,17,1,-1.2,24,0,2,3.5,3.2,-130,6.5,59,-140,20.0,2.4,62,31,18,88,15.5,53,46,15,13,0.61,0.64,1.25,20.03,3.74,4.24,5.24,0.81,0.14,0.32,4.56,16.64,12.91,12.16,0.11,0.24,3.21,0.99,1.19,0.83,0.0,0.0,0.5,0.4,0.06,0.03,3.3,0.15,0.85,1.0,19.44,3.09,3.69,4.58,0.81,0.04,0.54,4.23,17.0,14.82,0.0,0.23,2.89,0.83,17.67,4.13,3.38,0.75,4.43,0.71,19.53,2.57,0.0,0.13,48.62,49.9,43.81,44.98,45.56,2.8,0.19,3.22,0.21,56.69,42.71,45.69,46.71,2.15,0.25,3.0,0.24,45.63,3/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,hughes,j,hughes9800cj,88061-111493,C,j,Jack Hughes,hughes,20.23333255828373,63.0,9800,TB@NJ,NJ,TB,,,,,,C/UTIL,hughes9800cj
malkin7300ce,88.88,Evgeni Malkin,7300,C,0,PIT,NYR-IShesterkin,14.43,18.1,10.8,0.83,2.0,2,1,8,1,1.3,75,0,2,3.1,3.6,118,6.5,15,125,15.6,1.5,68,35,25,95,17.4,78,21,50,14,0.41,0.66,1.07,18.86,3.4,3.09,3.99,0.77,0.13,0.42,3.51,15.32,12.97,11.67,0.14,0.3,3.96,0.92,1.25,0.74,0.0,0.0,0.27,0.36,0.71,0.0,2.9,0.36,0.93,1.29,18.93,4.09,2.86,3.5,0.82,0.12,0.5,3.36,16.71,12.79,0.14,0.43,4.0,0.79,14.71,3.14,2.57,0.57,2.86,0.86,19.26,4.3,0.14,0.71,50.32,50.96,45.72,46.62,45.02,3.32,0.22,2.78,0.21,55.79,45.5,44.71,42.83,3.43,0.23,3.08,0.27,41.0,3/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYR,malkin,e,malkin7300ce,88061-8595,C,e,Evgeni Malkin,malkin,15.522388059701491,67.0,7300,PIT@NYR,PIT,NYR,,,,,,C/UTIL,malkin7300ce
mcdavid10600cc,88.33,Connor McDavid,10600,C,0,EDM,DAL-JOettinger,26.38,33.0,19.8,6.01,2.5,1,1,19,1,-2.8,93,0,2,3.5,3.1,-135,6.5,74,-120,25.9,5.8,84,48,12,106,31.5,92,7,76,13,0.73,1.17,1.9,22.39,5.09,4.18,5.41,0.77,0.18,0.44,4.62,18.9,15.37,14.35,0.21,0.52,3.71,1.05,1.4,0.75,0.03,0.04,0.5,0.61,0.48,0.06,3.43,1.08,1.23,2.31,22.5,6.16,4.62,6.25,0.74,0.23,0.38,5.0,18.0,13.67,0.15,0.69,3.37,0.92,15.0,3.86,3.43,0.43,4.83,1.33,21.63,3.88,0.14,0.57,46.12,47.81,47.33,44.63,47.02,3.18,0.33,2.93,0.18,47.36,45.45,39.82,51.27,3.08,0.38,2.25,0.26,50.29,3/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,mcdavid,c,mcdavid10600cc,88061-64102,C,c,Connor McDavid,mcdavid,26.863234576056986,68.0,10600,DAL@EDM,EDM,DAL,,,,,,C/UTIL,mcdavid10600cc
eichel8000cj,88.06,Jack Eichel,8000,C,0,VGK,CGY-JMarkstrom,15.51,19.4,11.6,0.47,1.9,1,1,12,1,1.2,75,0,2,3.1,3.0,-112,6.0,76,-130,16.0,0.7,62,28,17,89,16.0,76,7,38,13,0.43,0.47,0.89,19.01,2.81,3.64,4.41,0.83,0.12,0.8,4.44,14.56,14.87,10.77,0.04,0.19,2.66,0.68,0.86,0.79,0.0,0.0,0.39,0.28,0.11,0.03,3.02,0.43,0.5,0.93,18.91,2.95,3.29,3.85,0.85,0.13,0.93,4.21,13.69,17.15,0.07,0.14,2.32,0.38,12.0,3.25,2.5,0.75,2.71,0.14,18.54,2.13,0.0,0.25,43.39,48.88,39.24,49.71,52.9,2.5,0.22,3.34,0.2,45.0,38.93,55.08,57.29,2.31,0.17,2.64,0.22,53.57,3/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CGY,eichel,j,eichel8000cj,88061-64100,C,j,Jack Eichel,eichel,16.094545676491478,55.0,8000,CGY@VGK,VGK,CGY,,,,,,C/UTIL,eichel8000cj
trocheck6200cv,87.66,Vincent Trocheck,6200,C,0,NYR,PIT-CDesmith,12.01,15.1,8.9,0.67,1.9,2,1,9,0,4.1,75,0,2,3.6,3.1,-140,6.5,85,-145,12.0,1.0,60,30,39,102,14.8,76,23,30,13,0.3,0.4,0.7,19.26,2.18,2.76,4.08,0.68,0.11,0.55,3.31,14.53,12.23,10.89,0.1,0.11,3.23,0.84,1.16,0.72,0.01,0.0,0.19,0.29,0.65,0.02,2.84,0.31,0.62,0.92,19.51,2.83,3.0,4.0,0.75,0.1,0.85,3.85,16.08,14.0,0.0,0.15,2.05,0.42,13.33,2.86,1.86,1.0,2.33,0.67,19.88,2.6,0.0,0.14,44.07,45.02,46.62,45.72,50.96,2.93,0.25,3.08,0.21,42.83,44.71,45.5,55.79,3.25,0.28,3.0,0.24,52.71,3/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,trocheck,v,trocheck6200cv,88061-15283,C,v,Vincent Trocheck,trocheck,13.00298525682136,67.0,6200,PIT@NYR,NYR,PIT,,,,,,C/UTIL,trocheck6200cv
barkov7900ca,86.78,Aleksander Barkov,7900,C,0,FLA,MTL-SMontembeault,20.21,25.3,15.1,5.38,2.6,2,1,19,1,-0.8,63,0,5,4.4,2.3,-350,6.5,72,-300,16.7,0.7,59,27,24,99,17.8,66,0,33,9,0.39,0.71,1.1,21.16,3.12,3.18,4.16,0.76,0.12,0.65,3.83,15.6,11.2,11.66,0.12,0.3,4.07,0.8,1.1,0.73,0.0,0.02,0.27,0.39,0.22,0.01,3.41,0.29,0.86,1.14,20.96,3.26,4.0,4.43,0.9,0.07,0.57,4.57,16.43,9.57,0.0,0.57,3.69,0.86,16.75,4.75,4.0,0.75,4.5,1.5,21.44,4.47,0.0,0.75,56.21,51.53,49.28,41.67,41.14,3.33,0.22,3.3,0.26,58.4,57.43,39.4,40.21,2.7,0.22,2.36,0.33,40.13,3/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,barkov,a,barkov7900ca,88061-41393,C,a,Aleksander Barkov,barkov,15.986792222508845,53.0,7900,MON@FLA,FLA,MON,,,,,,C/UTIL,barkov7900ca
draisaitl10200cl,86.1,Leon Draisaitl,10200,C,0,EDM,DAL-JOettinger,19.23,24.1,14.4,-0.32,1.9,2,1,14,1,-1.9,3,0,2,3.5,3.1,-135,6.5,74,-120,20.9,1.7,74,32,20,106,22.3,84,15,38,13,0.66,0.9,1.56,21.56,4.34,3.21,4.43,0.72,0.2,0.45,3.66,15.88,15.79,12.05,0.36,0.3,3.82,1.26,1.74,0.73,0.01,0.01,0.28,0.59,0.27,0.0,2.79,1.0,0.54,1.54,21.72,4.26,3.08,4.58,0.67,0.33,0.38,3.46,18.42,12.83,0.62,0.23,3.4,1.0,18.0,4.0,3.43,0.57,5.33,1.5,21.24,3.92,0.57,0.29,46.12,47.81,47.33,44.63,47.02,3.18,0.33,2.93,0.18,47.36,45.45,39.82,51.27,3.08,0.38,2.25,0.26,50.29,3/16/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,draisaitl,l,draisaitl10200cl,88061-58331,C,l,Leon Draisaitl,draisaitl,20.99090946081913,66.0,10200,DAL@EDM,EDM,DAL,,,,,,C/UTIL,draisaitl10200cl
