RylandID_master,Unnamed: 0,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
kempe6500wa,kempe6500wa,87.12,Adrian Kempe,6500,W,0,LA,CGY-J.Markstrom,11.3,14.2,8.4,-0.65,1.7,1,1,15,1,1.5,97,0,2,2.9,3.3,115,6.0,76,120,14.3,2.9,67,31,31,93,17.4,72,27,45,11,0.48,0.33,0.81,18.99,2.56,3.3,4.46,0.74,0.15,0.38,3.68,13.33,12.11,10.13,0.12,0.14,3.07,0.79,1.15,0.69,0.04,0.0,0.32,0.19,0.51,0.02,2.83,0.67,0.33,1.0,18.24,3.29,3.17,4.58,0.69,0.21,0.25,3.42,14.25,9.83,0.0,0.17,2.7,0.58,13.0,2.83,2.83,0.0,4.0,1.0,17.62,1.87,0.0,0.33,46.21,47.5,39.55,44.07,52.71,3.32,0.24,3.34,0.19,50.25,42.07,40.17,54.79,3.5,0.26,2.86,0.13,54.86,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CGY,kempe,a,88511-62429,W,a,Adrian Kempe,kempe,13.89041096,73.0,6500,LA@CGY,LA,CGY,,,,,,W/UTIL,kempe6500wa,6400
kessel3800wp,kessel3800wp,69.04,Phil Kessel,3800,W,0,VGK,EDM-S.Skinner,9.43,11.9,6.9,2.75,2.5,3,2,2,0,-2.4,68,0,3,3.5,3.7,-100,7.0,66,-110,8.2,0.5,60,32,39,89,7.9,69,30,46,13,0.16,0.34,0.5,13.54,2.22,1.93,2.5,0.77,0.08,0.26,2.19,10.79,12.85,7.87,0.02,0.12,1.68,0.34,0.41,0.83,0.0,0.0,0.13,0.22,0.47,0.01,1.73,0.15,0.38,0.54,12.88,2.51,1.46,2.17,0.67,0.11,0.31,1.77,10.5,15.42,0.08,0.15,1.35,0.25,11.33,1.83,1.67,0.17,2.5,0.67,13.81,1.57,0.17,0.33,44.43,48.52,44.38,49.87,47.41,2.48,0.22,3.43,0.22,44.67,40.92,57.92,44.58,2.33,0.25,2.92,0.29,45.86,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDM,kessel,p,88511-8682,W,p,Phil Kessel,kessel,7.721917975,73.0,3800,EDM@VGK,VGK,EDM,,,,,,W/UTIL,kessel3800wp,2900
khaira3500wj,khaira3500wj,30.66,Jujhar Khaira,3500,W,0,CHI,DAL-J.Oettinger,6.85,8.7,5.0,0.75,2.0,3,2,2,0,-2.1,68,0,2,2.3,3.9,242,6.0,7,230,5.2,-0.3,29,9,18,87,6.8,69,30,23,13,0.09,0.18,0.27,13.53,1.2,1.02,1.57,0.65,0.09,0.66,1.68,8.34,9.82,6.14,0.02,0.02,0.72,0.09,0.16,0.57,0.02,0.0,0.05,0.16,0.66,0.0,1.44,0.07,0.36,0.43,13.92,1.85,1.14,1.71,0.67,0.06,0.64,1.79,10.14,9.79,0.0,0.0,0.6,0.0,13.29,2.0,1.43,0.57,2.0,0.0,15.39,1.13,0.0,0.0,43.06,38.93,47.17,50.28,46.96,2.99,0.16,2.88,0.17,38.07,45.08,48.43,46.08,3.07,0.07,2.42,0.17,42.57,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,khaira,j,88511-42906,W,j,Jujhar Khaira,khaira,5.186666531,45.0,3500,DAL@CHI,CHI,DAL,,,,,,W/UTIL,khaira3500wj,2600
killorn4500wa,killorn4500wa,61.53,Alex Killorn,4500,W,0,TB,CAR-P.Kochetkov,9.13,11.6,6.7,1.08,2.0,2,1,6,0,-2.6,98,0,3,2.9,3.3,115,6.0,42,120,10.0,0.5,57,29,41,106,13.7,78,21,50,14,0.24,0.36,0.6,17.65,2.04,1.89,2.52,0.75,0.13,0.44,2.33,12.32,11.98,8.82,0.04,0.11,2.23,0.31,0.47,0.65,0.01,0.01,0.19,0.25,0.54,0.01,2.11,0.47,0.33,0.8,17.6,2.73,2.33,3.0,0.78,0.2,0.53,2.87,11.33,10.6,0.07,0.2,3.29,0.4,11.86,2.29,1.71,0.57,2.29,0.29,17.29,3.1,0.0,0.14,42.12,45.78,36.55,43.98,52.8,3.46,0.27,3.2,0.19,46.33,35.38,42.0,56.15,3.6,0.22,2.31,0.1,55.71,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,killorn,a,88511-21523,W,a,Alex Killorn,killorn,10.66621605,74.0,4500,TB@CAR,TB,CAR,,,,,,W/UTIL,killorn4500wa,4700
kiviranta3500wj,kiviranta3500wj,38.92,Joel Kiviranta,3500,W,0,DAL,CHI-A.Stalock,4.58,5.9,3.3,-1.52,1.3,4,0,0,0,-2.5,61,0,3,3.9,2.3,-300,6.0,93,-275,3.9,-1.8,32,8,45,98,3.6,15,61,7,13,0.09,0.04,0.13,11.69,0.67,1.21,1.66,0.73,0.08,0.36,1.57,8.72,9.51,6.06,0.0,0.0,0.04,0.01,0.01,1.0,0.01,0.0,0.08,0.04,0.44,0.01,1.0,0.1,0.1,0.2,11.54,1.04,0.7,1.5,0.47,0.14,0.3,1.0,8.3,8.4,0.0,0.0,0.03,0.0,8.57,0.86,0.43,0.43,1.14,0.0,11.96,0.04,0.0,0.0,47.12,46.96,50.28,47.17,38.93,2.96,0.23,2.77,0.25,46.08,48.43,45.08,38.07,3.17,0.29,2.5,0.26,41.29,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,kiviranta,j,88511-107990,W,j,Joel Kiviranta,kiviranta,3.967741935,62.0,3500,DAL@CHI,DAL,CHI,,,,,,W/UTIL,kiviranta3500wj,2500
kochetkov8000gp,kochetkov8000gp,52.5,Pyotr Kochetkov,8000,G,0,CAR,TB-AVasilevskiy,16.08,20.3,11.9,-1.16,2.0,1,0,0,0,-1.3,57,0,0,3.3,2.9,-137,6.0,57,-140,16.6,0.2,18,15,12,80,16.8,14,14,14,14,2.37,0.0,0.0,0.0,0.0,25.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.55,45.78,0.0,0.0,0.0,0.0,0.0,0.0,35.38,46.33,0.0,0.0,0.0,0.0,48.14,3/28/23,0,22.7,0.53,0.27,55.13,0.13,24.8,2.75,0.5,0.5,42.12,3.41,32.01,3.2,0.19,3.46,0.27,2.67,30.93,2.31,0.1,3.6,0.22,29.71,TB,kochetkov,p,88511-149700,G,p,Pyotr Kochetkov,kochetkov,17.49565191,23.0,8000,TB@CAR,CAR,TB,,,,,,G,kochetkov8000gp,7900
kolesar3600wk,kolesar3600wk,32.78,Keegan Kolesar,3600,W,0,VGK,EDM-S.Skinner,4.82,6.2,3.4,-1.47,1.3,4,0,0,0,-3.1,52,0,3,3.5,3.7,-100,7.0,66,-110,4.6,-1.6,42,18,44,87,4.2,46,7,7,13,0.11,0.15,0.25,11.38,1.32,0.92,1.28,0.72,0.12,0.44,1.36,9.21,10.81,6.56,0.0,0.0,0.02,0.01,0.01,1.0,0.0,0.0,0.11,0.15,0.95,0.0,0.96,0.14,0.0,0.14,12.49,0.67,1.14,1.17,0.98,0.12,0.43,1.57,9.5,12.33,0.0,0.0,0.05,0.0,8.0,2.0,1.0,1.0,1.0,0.0,10.08,0.22,0.0,0.0,44.43,48.52,44.38,49.87,47.41,2.48,0.22,3.43,0.22,44.67,40.92,57.92,44.58,2.33,0.25,2.92,0.29,45.86,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDM,kolesar,k,88511-66625,W,k,Keegan Kolesar,kolesar,4.358208955,67.0,3600,EDM@VGK,VGK,EDM,,,,,,W/UTIL,kolesar3600wk,2500
kopitar6400ca,kopitar6400ca,77.55,Anze Kopitar,6400,C,0,LA,CGY-J.Markstrom,11.67,14.7,8.6,-0.08,1.8,1,1,7,0,0.0,98,0,2,2.9,3.3,115,6.0,76,120,13.6,1.6,63,37,35,93,10.9,72,27,27,11,0.31,0.54,0.85,20.54,2.48,2.21,3.03,0.73,0.14,1.11,3.32,14.49,13.0,11.02,0.06,0.17,3.2,0.47,0.64,0.74,0.0,0.01,0.24,0.36,0.09,0.01,2.16,0.5,0.58,1.08,20.4,3.18,1.92,2.92,0.66,0.26,0.75,2.67,14.83,10.33,0.08,0.17,2.91,0.17,13.33,1.67,1.17,0.5,2.0,0.17,19.79,2.03,0.0,0.33,46.21,47.5,39.55,44.07,52.71,3.32,0.24,3.34,0.19,50.25,42.07,40.17,54.79,3.5,0.26,2.86,0.13,54.86,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CGY,kopitar,a,88511-8394,C,a,Anze Kopitar,kopitar,13.75479419,73.0,6400,LA@CGY,LA,CGY,,,,,,C/UTIL,kopitar6400ca,6300
korpisalo7900gj,korpisalo7900gj,48.5,Joonas Korpisalo,7900,G,0,LA,CGY-JMarkstrom,16.96,21.3,12.6,-0.1,2.1,1,0,9,0,2.9,35,0,0,2.9,3.3,115,6.0,76,120,18.3,0.8,27,19,6,88,21.3,36,9,36,11,2.76,0.0,0.0,0.0,0.0,31.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.07,52.71,0.0,0.0,0.0,0.0,0.0,0.0,40.17,54.79,0.0,0.0,0.0,0.0,54.86,3/28/23,0,29.2,0.45,0.33,55.88,0.0,23.6,1.8,0.8,0.67,48.19,3.26,35.72,3.22,0.26,3.11,0.2,3.14,35.71,3.08,0.24,2.43,0.21,35.43,CGY,korpisalo,j,88511-54065,G,j,Joonas Korpisalo,korpisalo,17.22352869,34.0,7900,LA@CGY,LA,CGY,,,,,,G,korpisalo7900gj,7500
kostin3500wk,kostin3500wk,34.65,Klim Kostin,3500,W,0,EDM,VGK-J.Quick,4.37,5.6,3.1,-1.73,1.2,4,0,1,0,-2.9,68,2,1,3.7,3.5,-120,7.0,34,-110,6.0,-0.5,24,14,31,85,5.2,30,46,23,13,0.2,0.18,0.39,10.19,2.3,1.0,1.44,0.69,0.2,0.29,1.29,8.58,8.38,6.18,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.18,1.22,0.0,1.13,0.1,0.3,0.4,8.52,2.82,0.7,0.89,0.79,0.14,0.3,1.0,6.11,6.78,0.0,0.0,0.11,0.0,4.71,1.14,0.71,0.43,0.71,0.0,8.1,0.14,0.0,0.0,50.67,47.41,49.87,44.38,48.52,3.22,0.32,2.31,0.24,44.58,57.92,40.92,44.67,3.33,0.35,2.08,0.28,46.67,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGK,kostin,k,88511-81981,W,k,Klim Kostin,kostin,5.975509955,49.0,3500,EDM@VGK,EDM,VGK,,,,,,W/UTIL,kostin3500wk,2600
kotkaniemi4200cj,kotkaniemi4200cj,56.26,J. Kotkaniemi,4200,C,0,CAR,TB-A.Vasilevskiy,7.63,9.7,5.5,0.39,1.8,2,2,2,0,-0.2,29,0,2,3.3,2.9,-135,6.0,58,-140,7.0,0.0,46,20,41,100,10.0,42,57,21,14,0.17,0.3,0.47,14.08,2.0,1.38,2.08,0.66,0.12,0.24,1.62,12.83,8.35,9.42,0.03,0.08,1.88,0.34,0.52,0.67,0.01,0.0,0.12,0.22,0.53,0.01,2.06,0.21,0.57,0.79,15.49,3.06,1.36,2.08,0.65,0.16,0.36,1.71,12.75,8.92,0.07,0.21,1.48,0.15,13.0,2.0,1.43,0.57,2.29,0.29,14.73,1.12,0.0,0.0,49.68,52.8,43.98,36.55,45.78,3.14,0.19,3.14,0.22,56.15,42.0,35.38,46.33,2.62,0.29,3.13,0.28,48.14,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,kotkaniemi,j,88511-97116,C,j,Jesperi Kotkaniemi,kotkaniemi,7.519444784,72.0,4200,TB@CAR,CAR,TB,,,,,,C/UTIL,kotkaniemi4200cj,2800
kovacevic3700dj,kovacevic3700dj,41.86,Johnathan Kovacevic,3700,D,0,MTL,PHI-C.Hart,5.21,6.7,3.7,-1.73,1.4,3,0,1,0,-3.1,42,2,1,3.0,3.6,127,6.5,37,145,5.3,-1.3,55,18,24,87,6.5,85,14,21,14,0.03,0.17,0.2,17.11,0.7,1.13,1.59,0.71,0.03,1.1,2.23,13.1,14.09,9.49,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.17,0.54,0.0,0.99,0.0,0.27,0.27,17.56,0.92,1.33,1.93,0.69,0.0,1.4,2.73,13.4,17.07,0.0,0.0,0.05,0.0,14.25,2.75,1.25,1.5,1.75,0.0,18.33,0.09,0.0,0.0,44.28,41.48,48.66,48.65,43.29,2.85,0.17,2.92,0.26,40.53,46.0,53.2,42.7,2.53,0.18,3.9,0.31,42.67,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,kovacevic,j,88511-103032,D,j,Johnathan Kovacevic,kovacevic,5.310144839,69.0,3700,MON@PHI,MON,PHI,,,,,,D/UTIL,kovacevic3700dj,2600
kravtsov3300wv,kravtsov3300wv,41.98,Vitali Kravtsov,3300,W,0,VAN,STL-J.Binnington,5.25,6.7,3.8,-0.46,1.6,4,2,3,0,0.0,74,0,2,3.3,3.3,-110,6.5,55,-105,3.8,-0.9,18,6,20,105,3.6,46,30,7,13,0.08,0.1,0.18,11.24,0.96,0.98,1.41,0.69,0.08,0.38,1.35,8.95,9.28,6.46,0.0,0.05,0.64,0.05,0.11,0.5,0.0,0.0,0.08,0.05,0.2,0.0,1.22,0.0,0.09,0.09,10.99,0.49,1.09,1.45,0.75,0.0,0.64,1.73,6.55,9.73,0.0,0.09,0.94,0.18,6.33,1.33,0.67,0.67,1.0,0.33,10.99,0.84,0.0,0.0,44.05,41.99,48.6,45.01,40.38,3.3,0.25,2.48,0.23,39.38,46.29,45.15,39.43,3.15,0.2,3.0,0.29,37.57,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STL,kravtsov,v,88511-104016,W,v,Vitali Kravtsov,kravtsov,3.613953346,43.0,3300,VAN@STL,VAN,STL,,,,,,W/UTIL,kravtsov3300wv,2500
kreider6200wc,kreider6200wc,80.93,Chris Kreider,6200,W,0,NYR,CLB-M.Hutchinson,15.42,19.3,11.5,4.06,2.5,2,1,9,0,-1.7,79,0,3,4.5,2.2,-405,6.5,95,-350,13.7,0.3,67,29,27,105,10.9,69,30,15,13,0.48,0.3,0.77,18.69,2.47,2.96,4.13,0.72,0.16,0.34,3.3,12.51,12.34,9.62,0.12,0.14,3.31,0.7,1.16,0.61,0.05,0.0,0.3,0.15,0.38,0.02,2.64,0.54,0.0,0.54,16.6,1.95,2.46,3.5,0.7,0.22,0.23,2.69,10.42,9.75,0.0,0.0,2.78,0.25,9.86,3.29,2.86,0.43,3.71,0.43,15.9,2.3,0.0,0.0,49.62,44.96,52.25,46.3,44.57,2.97,0.24,2.88,0.24,40.58,58.5,50.83,47.42,3.08,0.22,2.33,0.32,50.14,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLB,kreider,c,88511-21927,W,c,Chris Kreider,kreider,12.97571411,70.0,6200,CBJ@NYR,NYR,CBJ,,,,,,W/UTIL,kreider6200wc,5500
krejci5600cd,krejci5600cd,63.69,David Krejci,5600,C,0,BOS,NAS-J.Saros,9.72,12.3,7.1,-0.39,1.7,2,2,4,0,-1.4,81,0,2,3.6,2.1,-300,5.5,94,-280,11.1,0.3,57,21,34,73,10.1,61,30,15,13,0.24,0.58,0.82,17.21,2.86,1.58,2.17,0.73,0.15,0.57,2.15,12.08,13.03,9.17,0.06,0.12,2.59,0.45,0.53,0.86,0.0,0.0,0.18,0.46,0.24,0.0,2.09,0.23,0.38,0.62,17.1,2.18,1.77,2.38,0.74,0.13,0.46,2.23,12.31,13.15,0.08,0.0,2.64,0.54,11.43,2.0,1.57,0.43,2.14,0.43,16.47,2.6,0.14,0.0,46.19,44.77,47.96,41.9,44.31,3.39,0.21,3.38,0.22,42.21,50.4,43.86,40.2,3.43,0.17,2.93,0.16,36.75,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NAS,krejci,d,88511-8176,C,d,David Krejci,krejci,10.88823565,68.0,5600,NSH@BOS,BOS,NSH,,,,,,C/UTIL,krejci5600cd,4900
krug5600dt,krug5600dt,76.39,Torey Krug,5600,D,0,STL,VAN-T.Demko,9.69,12.2,7.2,-1.33,1.7,3,1,1,0,-2.9,25,0,2,3.3,3.3,-110,6.5,45,-115,10.8,0.1,43,18,21,97,9.8,61,30,15,13,0.11,0.53,0.64,18.31,2.1,2.02,2.69,0.75,0.05,1.38,3.39,14.18,15.37,10.85,0.08,0.22,2.76,0.37,0.57,0.64,0.0,0.0,0.03,0.31,0.77,0.0,1.2,0.08,0.54,0.62,17.01,2.19,1.62,2.15,0.75,0.05,1.08,2.69,12.54,14.38,0.0,0.23,2.77,0.23,12.17,2.17,1.17,1.0,1.83,0.17,15.57,2.3,0.0,0.33,42.18,40.38,45.01,48.6,41.99,3.0,0.24,3.01,0.28,39.43,45.15,46.29,39.38,3.21,0.2,3.0,0.1,38.75,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VAN,krug,t,88511-21648,D,t,Torey Krug,krug,10.38148103,54.0,5600,VAN@STL,STL,VAN,,,,,,D/UTIL,krug5600dt,4400
kubalik5100wd,kubalik5100wd,58.67,Dominik Kubalik,5100,W,0,DET,PIT-C.DeSmith,10.98,13.8,8.1,1.76,2.2,3,1,5,0,-2.8,52,0,3,2.8,3.9,160,6.5,17,150,9.6,-1.4,53,22,41,86,6.6,50,50,8,12,0.25,0.33,0.58,14.84,2.35,2.17,3.02,0.72,0.12,0.37,2.54,9.96,12.29,7.26,0.08,0.12,2.44,0.64,0.88,0.73,0.0,0.0,0.17,0.21,0.31,0.01,2.07,0.15,0.15,0.31,14.77,1.26,2.31,3.38,0.68,0.07,0.38,2.69,11.62,11.08,0.0,0.0,1.72,0.54,12.83,2.83,2.67,0.17,4.0,0.67,14.95,1.88,0.0,0.0,43.08,39.26,47.07,46.6,51.86,3.34,0.19,3.04,0.23,39.31,43.79,41.85,56.64,3.31,0.16,3.0,0.24,61.71,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,kubalik,d,88511-42922,W,d,Dominik Kubalik,kubalik,9.89295809,71.0,5100,PIT@DET,DET,PIT,,,,,,W/UTIL,kubalik5100wd,4000
kucherov9200wn,kucherov9200wn,78.84,Nikita Kucherov,9200,W,0,TB,CAR-P.Kochetkov,17.04,21.3,12.8,-0.17,1.9,1,1,16,1,-3.4,74,0,3,2.9,3.3,115,6.0,42,120,19.6,1.7,78,32,20,106,16.5,71,28,14,14,0.44,0.98,1.42,20.27,4.2,3.23,4.78,0.68,0.14,0.26,3.49,15.83,14.23,11.9,0.17,0.46,4.09,1.01,1.46,0.69,0.0,0.0,0.27,0.53,0.47,0.04,2.9,0.33,0.8,1.13,19.76,3.43,3.33,4.87,0.68,0.1,0.27,3.6,15.73,12.27,0.13,0.53,4.19,0.87,16.71,2.57,2.29,0.29,3.71,0.43,19.95,3.84,0.0,0.43,42.12,45.78,36.55,43.98,52.8,3.46,0.27,3.2,0.19,46.33,35.38,42.0,56.15,3.6,0.22,2.31,0.1,55.71,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,kucherov,n,88511-43214,W,n,Nikita Kucherov,kucherov,18.7405412,74.0,9200,TB@CAR,TB,CAR,,,,,,W/UTIL,kucherov9200wn,8400
kulak4000db,kulak4000db,56.52,Brett Kulak,4000,D,0,EDM,VGK-J.Quick,5.41,6.9,3.9,-2.17,1.4,3,0,1,0,-4.3,25,2,1,3.7,3.5,-120,7.0,34,-110,6.8,-0.4,72,24,25,105,4.1,30,69,7,13,0.04,0.26,0.3,17.45,1.03,1.38,1.79,0.77,0.03,1.23,2.6,13.62,13.74,10.31,0.0,0.0,0.13,0.01,0.01,1.0,0.0,0.03,0.04,0.24,0.58,0.0,1.04,0.0,0.15,0.15,15.02,0.6,1.31,1.58,0.83,0.0,0.46,1.77,10.58,11.67,0.0,0.0,0.51,0.08,10.86,2.0,1.57,0.43,1.71,0.0,15.27,0.25,0.0,0.0,50.67,47.41,49.87,44.38,48.52,3.22,0.32,2.31,0.24,44.58,57.92,40.92,44.67,3.33,0.35,2.08,0.28,46.67,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGK,kulak,b,88511-42962,D,b,Brett Kulak,kulak,6.524324159,74.0,4000,EDM@VGK,EDM,VGK,,,,,,D/UTIL,kulak4000db,2800
kupari3300cr,kupari3300cr,27.36,Rasmus Kupari,3300,C,0,LA,CGY-J.Markstrom,3.33,4.3,2.4,-2.06,1.0,4,0,0,0,-0.8,74,0,2,2.9,3.3,115,6.0,76,120,4.1,-1.4,40,15,49,77,6.6,63,27,27,11,0.05,0.17,0.23,10.1,1.37,0.72,1.12,0.64,0.07,0.49,1.21,8.11,8.59,6.08,0.0,0.0,0.1,0.01,0.01,1.0,0.01,0.01,0.04,0.16,0.21,0.0,1.1,0.0,0.42,0.42,10.06,2.51,1.0,1.5,0.67,0.0,0.67,1.67,9.0,8.83,0.0,0.0,0.14,0.0,11.67,1.83,1.17,0.67,1.33,0.0,11.32,0.25,0.0,0.0,46.21,47.5,39.55,44.07,52.71,3.32,0.24,3.34,0.19,50.25,42.07,40.17,54.79,3.5,0.26,2.86,0.13,54.86,3/28/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CGY,kupari,r,88511-113289,C,r,Rasmus Kupari,kupari,4.400000054,57.0,3300,LA@CGY,LA,CGY,,,,,,C/UTIL,kupari3300cr,2500
