RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
bergeron7500cp,92.74,Patrice Bergeron,7500,C,0,BOS,MTL-S.Montembeault,16.56,20.7,12.4,2.55,2.2,1,1,16,0,2.8,95,0,2,4.1,2.0,-410,6.0,91,-320,15.3,1.6,71,30,21,97,15.1,92,7,38,13,0.37,0.51,0.88,17.96,2.94,3.81,4.95,0.77,0.1,0.71,4.52,14.84,8.76,11.59,0.11,0.17,3.26,0.82,1.22,0.67,0.0,0.01,0.26,0.33,0.31,0.02,3.48,0.31,0.46,0.77,17.16,2.69,3.69,4.25,0.87,0.08,1.08,4.77,14.33,9.83,0.08,0.15,2.28,0.58,13.0,4.0,2.83,1.17,4.0,0.83,16.19,2.46,0.0,0.17,48.07,46.23,46.49,40.68,41.49,3.17,0.24,3.44,0.25,43.83,52.23,46.08,39.92,2.75,0.21,3.54,0.35,42.57,1/24/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,bergeron,p,bergeron7500cp,86352-8175,C,p,Patrice Bergeron,bergeron,14.941304082455842,46.0,7500,BOS@MON,BOS,MON,,,,,,C/UTIL,bergeron7500cp
pettersson9400ce,91.7,Elias Pettersson,9400,C,0,VAN,CHI-P.Mrazek,19.73,24.7,14.8,1.82,2.1,1,1,20,0,-0.8,6,1,3,4.0,2.7,-232,6.5,53,-215,18.3,4.0,67,41,27,86,17.6,69,30,23,13,0.52,0.7,1.22,19.36,3.78,3.13,4.61,0.68,0.17,0.84,3.98,12.81,12.99,9.73,0.08,0.28,3.37,0.72,1.23,0.59,0.01,0.01,0.42,0.41,0.12,0.04,3.28,0.31,0.69,1.0,20.21,2.97,3.77,5.7,0.66,0.08,1.46,5.23,11.9,12.6,0.0,0.08,3.85,1.4,11.0,5.71,4.14,1.57,5.17,1.5,20.93,3.74,0.0,0.14,45.16,43.22,50.01,47.27,39.51,3.15,0.27,2.76,0.26,38.1,49.25,45.4,39.08,3.5,0.2,2.67,0.16,38.67,1/24/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,pettersson,e,pettersson9400ce,86352-84409,C,e,Elias Pettersson,pettersson,19.08409118652344,44.0,9400,CHI@VAN,VAN,CHI,,,,,,C/UTIL,pettersson9400ce
malkin7400ce,91.67,Evgeni Malkin,7400,C,0,PIT,FLA-S.Knight,17.08,21.4,12.8,3.27,2.3,2,1,14,0,1.7,51,0,2,3.7,3.0,-157,6.5,81,-142,14.8,0.7,65,30,25,94,14.9,53,38,23,13,0.41,0.56,0.98,18.65,3.15,3.13,4.0,0.78,0.13,0.36,3.48,14.26,12.19,10.85,0.16,0.29,3.95,1.01,1.36,0.74,0.0,0.0,0.25,0.28,0.6,0.0,3.25,0.38,0.46,0.85,19.68,2.59,3.0,4.58,0.65,0.13,0.46,3.46,13.33,12.58,0.15,0.15,5.05,1.42,14.0,4.14,3.86,0.29,5.29,2.86,19.89,4.38,0.29,0.29,44.93,48.2,40.51,45.74,50.29,3.31,0.22,3.53,0.25,45.5,42.43,43.83,44.43,4.08,0.16,3.5,0.33,47.0,1/24/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLA,malkin,e,malkin7400ce,86352-8595,C,e,Evgeni Malkin,malkin,14.58260843028193,46.0,7400,FLA@PIT,PIT,FLA,,,,,,C/UTIL,malkin7400ce
miller7300cj,91.54,J.T. Miller,7300,C,0,VAN,CHI-P.Mrazek,16.82,21.1,12.6,3.22,2.3,3,1,11,0,-0.9,24,1,3,4.0,2.7,-232,6.5,53,-215,16.8,2.5,75,40,19,87,14.2,76,23,38,13,0.44,0.74,1.17,20.83,3.37,2.64,3.71,0.71,0.17,0.63,3.28,13.81,13.44,10.27,0.14,0.33,3.51,0.77,1.1,0.7,0.0,0.02,0.3,0.38,0.67,0.02,2.65,0.38,0.46,0.85,20.22,2.52,3.08,4.0,0.77,0.12,0.46,3.54,11.7,14.6,0.08,0.31,4.16,1.1,10.5,3.86,3.29,0.57,4.0,1.83,21.15,4.12,0.14,0.29,45.16,43.22,50.01,47.27,39.51,3.15,0.27,2.76,0.26,38.1,49.25,45.4,39.08,3.5,0.2,2.67,0.16,38.67,1/24/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,miller,j,miller7300cj,86352-15360,C,j,J.T. Miller,miller,14.026087221891984,46.0,7300,CHI@VAN,VAN,CHI,,,,,,C/UTIL,miller7300cj
hughes10000cj,90.91,Jack Hughes,10000,C,0,NJD,VGK-L.Thompson,17.97,22.5,13.5,-1.17,1.8,2,1,20,0,-2.2,24,0,2,3.8,2.9,-178,6.5,54,-154,19.9,3.2,68,34,13,88,26.0,83,16,50,12,0.64,0.63,1.26,20.16,3.75,4.21,5.36,0.78,0.15,0.22,4.43,16.9,12.93,12.69,0.14,0.22,3.32,0.9,1.16,0.78,0.0,0.0,0.5,0.4,0.06,0.03,3.36,1.0,0.58,1.58,21.04,4.5,5.5,6.75,0.81,0.18,0.17,5.67,16.08,12.92,0.17,0.33,2.98,1.25,13.0,4.17,3.83,0.33,5.33,1.67,20.49,2.05,0.17,0.33,47.75,48.92,47.64,44.46,49.4,2.95,0.18,2.45,0.23,46.92,45.82,49.42,49.55,2.92,0.23,2.64,0.1,49.83,1/24/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGK,hughes,j,hughes10000cj,86352-111493,C,j,Jack Hughes,hughes,20.43913070015285,46.0,10000,VGK@NJ,NJ,VGK,,,,,,C/UTIL,hughes10000cj
thompson10200ct,89.26,Tage Thompson,10200,C,0,BUF,STL-J.Binnington,17.01,21.3,12.7,-2.54,1.7,1,1,10,0,2.8,51,2,1,3.2,3.5,110,6.5,55,140,18.7,3.2,77,41,22,87,14.5,57,42,7,14,0.65,0.55,1.2,18.62,3.87,3.76,5.06,0.74,0.17,0.3,4.06,14.29,12.37,10.89,0.23,0.13,3.18,1.05,1.39,0.75,0.03,0.0,0.38,0.42,0.51,0.02,3.0,0.43,0.5,0.93,19.81,2.82,3.07,4.36,0.7,0.14,0.21,3.29,16.36,13.64,0.14,0.07,3.39,0.64,16.56,3.33,3.0,0.33,4.44,0.89,19.1,3.41,0.0,0.11,47.87,44.52,47.74,42.42,40.54,3.18,0.24,2.53,0.23,50.0,46.0,44.0,38.33,3.14,0.16,2.5,0.17,41.17,1/24/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STL,thompson,t,thompson10200ct,86352-70924,C,t,Tage Thompson,thompson,21.08043504797894,46.0,10200,BUF@STL,BUF,STL,,,,,,C/UTIL,thompson10200ct
larkin7300cd,89.03,Dylan Larkin,7300,C,0,DET,SJ-J.Reimer,16.75,21.0,12.5,3.15,2.3,1,1,5,0,7.5,51,0,3,3.6,3.0,-150,6.5,62,-146,14.5,-0.8,65,24,21,85,11.0,61,38,23,13,0.35,0.59,0.94,20.15,2.8,3.03,4.08,0.74,0.11,0.4,3.42,13.22,13.61,10.11,0.13,0.13,3.24,0.67,0.95,0.7,0.01,0.01,0.21,0.45,0.44,0.01,2.62,0.23,0.54,0.77,18.85,2.45,2.38,3.85,0.62,0.1,0.0,2.38,12.46,11.85,0.23,0.08,2.68,0.54,12.71,2.43,2.43,0.0,3.86,0.43,18.7,2.49,0.29,0.0,44.66,40.58,48.53,46.87,42.66,3.12,0.2,2.94,0.16,42.77,45.09,45.15,45.82,3.08,0.23,2.73,0.23,43.0,1/24/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SJ,larkin,d,larkin7300cd,86352-62788,C,d,Dylan Larkin,larkin,14.538636641068893,44.0,7300,SJ@DET,DET,SJ,,,,,,C/UTIL,larkin7300cd
hischier8100cn,88.93,Nico Hischier,8100,C,0,NJD,VGK-L.Thompson,14.96,18.8,11.2,-0.28,1.8,1,1,5,0,-0.5,15,0,2,3.8,2.9,-178,6.5,54,-154,14.8,1.6,70,32,21,88,17.9,91,8,33,12,0.42,0.58,1.0,19.48,3.08,2.68,3.63,0.74,0.16,0.64,3.32,13.54,12.29,10.22,0.1,0.15,3.17,0.62,0.97,0.64,0.01,0.02,0.31,0.41,0.07,0.02,2.74,0.67,0.5,1.17,18.0,3.9,2.75,3.75,0.73,0.24,0.67,3.42,12.92,14.58,0.17,0.33,2.86,0.5,15.0,3.17,2.5,0.67,3.5,0.17,17.44,1.91,0.0,0.33,47.75,48.92,47.64,44.46,49.4,2.95,0.18,2.45,0.23,46.92,45.82,49.42,49.55,2.92,0.23,2.64,0.1,49.83,1/24/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGK,hischier,n,hischier8100cn,86352-80991,C,n,Nico Hischier,hischier,16.084444173177083,45.0,8100,VGK@NJ,NJ,VGK,,,,,,C/UTIL,hischier8100cn
mackinnon10400cn,87.83,Nathan MacKinnon,10400,C,0,COL,WAS-D.Kuemper,22.41,28.0,16.8,2.45,2.2,1,1,28,0,-2.3,51,0,3,3.3,2.8,-144,6.0,74,-178,20.9,2.2,64,32,21,98,24.3,61,23,38,13,0.55,0.81,1.36,21.65,3.77,5.27,6.59,0.8,0.1,0.45,5.72,20.13,14.95,14.67,0.16,0.3,3.86,1.53,1.99,0.77,0.0,0.0,0.39,0.51,0.65,0.01,4.05,0.45,1.09,1.55,23.56,3.95,6.0,8.1,0.74,0.08,0.18,6.18,22.2,12.7,0.0,0.45,4.81,1.7,21.83,6.0,5.86,0.14,7.67,1.83,22.87,4.5,0.0,0.71,46.86,50.57,45.9,44.11,45.67,3.22,0.27,2.81,0.18,45.82,46.5,39.82,50.75,3.82,0.21,2.25,0.19,53.17,1/24/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,mackinnon,n,mackinnon10400cn,86352-41391,C,n,Nathan MacKinnon,mackinnon,23.314706241383277,34.0,10400,WSH@COL,COL,WSH,,,,,,C/UTIL,mackinnon10400cn
stamkos9000cs,87.58,Steven Stamkos,9000,C,0,TB,MIN-M.Fleury,18.3,22.9,13.7,1.21,2.0,2,1,16,0,-1.6,36,0,3,3.4,2.7,-165,6.0,81,-115,18.5,1.9,71,34,23,99,18.8,76,23,30,13,0.52,0.68,1.21,18.85,3.85,3.23,4.27,0.76,0.16,0.66,3.9,13.17,12.66,9.92,0.17,0.31,3.99,1.32,1.75,0.76,0.0,0.0,0.36,0.37,0.68,0.03,3.15,0.54,0.69,1.23,18.72,3.94,3.54,4.75,0.74,0.15,0.54,4.08,16.42,13.08,0.15,0.38,3.65,1.25,17.83,4.86,4.14,0.71,5.33,2.0,19.44,3.85,0.14,0.43,46.64,44.34,41.78,43.52,43.87,3.37,0.27,3.28,0.25,48.92,47.27,42.92,45.0,3.0,0.31,3.36,0.24,41.83,1/24/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,stamkos,s,stamkos9000cs,86352-8655,C,s,Steven Stamkos,stamkos,18.537778049045137,45.0,9000,MIN@TB,TB,MIN,,,,,,C/UTIL,stamkos9000cs
