RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
miller7400cj,92.08,J.T. Miller,7400,C,0,VAN,DET-VHusso,16.26,20.4,12.2,2.45,2.2,2,1,12,0,4.6,22,0,2,3.4,3.3,-115,6.5,59,-120,16.6,2.4,77,38,17,86,15.0,91,8,25,12,0.38,0.78,1.16,20.68,3.36,2.73,3.83,0.71,0.14,0.66,3.4,13.89,12.66,10.31,0.13,0.34,3.58,0.84,1.22,0.69,0.0,0.01,0.26,0.43,0.67,0.02,2.7,0.17,0.75,0.92,20.09,2.75,3.42,4.09,0.84,0.05,0.83,4.25,13.36,12.55,0.0,0.42,3.72,1.0,13.5,4.0,2.5,1.5,3.75,1.25,19.84,2.65,0.0,0.25,45.83,43.44,47.01,46.0,39.94,3.2,0.27,2.86,0.26,43.55,46.09,40.82,40.55,3.18,0.23,2.27,0.16,28.0,2/13/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,miller,j,miller7400cj,86982-15360,C,j,J.T. Miller,miller,14.16415117,53.0,7400,DET@VAN,VAN,DET,,,,,,C/UTIL,miller7400cj
pettersson9700ce,88.62,Elias Pettersson,9700,C,0,VAN,DET-VHusso,19.27,24.1,14.4,0.75,2.0,1,1,16,0,-1.4,8,0,2,3.4,3.3,-115,6.5,59,-120,19.2,4.1,70,40,24,85,18.5,75,25,25,12,0.55,0.73,1.28,19.71,3.9,3.2,4.65,0.69,0.17,0.93,4.12,12.57,12.83,9.56,0.11,0.26,3.48,0.81,1.35,0.6,0.02,0.01,0.41,0.46,0.12,0.04,2.84,0.58,0.58,1.17,20.36,3.45,2.58,3.55,0.73,0.23,1.5,4.08,11.36,12.09,0.17,0.08,3.51,0.82,16.5,4.5,3.0,1.5,4.25,1.0,21.08,2.62,0.25,0.0,45.83,43.44,47.01,46.0,39.94,3.2,0.27,2.86,0.26,43.55,46.09,40.82,40.55,3.18,0.23,2.27,0.16,28.0,2/13/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,pettersson,e,pettersson9700ce,86982-84409,C,e,Elias Pettersson,pettersson,19.4098044,51.0,9700,DET@VAN,VAN,DET,,,,,,C/UTIL,pettersson9700ce
ek7100cj,87.85,Joel Eriksson Ek,7100,C,0,MIN,FLA-SBobrovsky,15.35,19.2,11.5,2.16,2.2,2,1,15,0,1.4,50,0,2,3.3,3.3,-108,6.5,43,-126,13.8,2.5,71,35,28,96,17.9,90,9,45,11,0.37,0.41,0.78,18.88,2.48,2.99,4.05,0.74,0.12,0.57,3.56,11.63,10.88,8.7,0.14,0.15,3.34,0.84,1.16,0.72,0.02,0.01,0.21,0.25,0.52,0.02,3.37,0.55,0.45,1.0,18.0,3.33,3.82,4.91,0.78,0.14,0.64,4.45,12.0,11.55,0.36,0.36,3.51,1.55,10.5,4.0,3.5,0.5,4.5,1.5,16.6,3.25,0.5,0.25,47.68,44.23,41.1,42.23,50.62,3.24,0.24,3.53,0.24,47.27,47.42,46.27,52.17,3.0,0.3,3.5,0.24,60.33,2/13/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLA,ek,j,ek7100cj,86982-73949,C,j,Joel Eriksson Ek,ek,14.63653799,52.0,7100,FLA@MIN,MIN,FLA,,,,,,C/UTIL,ek7100cj
lindholm6700ce,87.58,Elias Lindholm,6700,C,0,CGY,OTT-MSogaard,15.01,18.8,11.2,2.64,2.2,1,1,7,0,-1.2,43,0,2,3.7,2.9,-165,6.5,85,-142,14.8,1.3,69,36,26,102,12.0,60,40,30,10,0.45,0.53,0.98,19.42,3.03,2.53,3.49,0.73,0.18,0.59,3.13,14.09,11.44,10.68,0.15,0.11,3.06,0.71,1.01,0.7,0.0,0.02,0.3,0.41,0.3,0.02,2.68,0.2,0.7,0.9,18.84,2.87,1.8,3.56,0.51,0.11,0.6,2.4,14.22,10.56,0.1,0.2,3.1,0.67,17.33,2.0,1.0,1.0,3.33,0.33,18.38,2.8,0.0,0.33,48.31,51.66,44.05,39.52,45.89,3.07,0.21,3.33,0.21,54.44,43.8,39.33,46.1,3.22,0.21,3.8,0.26,42.5,2/13/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OTT,lindholm,e,lindholm6700ce,86982-41390,C,e,Elias Lindholm,lindholm,13.02884615,52.0,6700,CGY@OTT,CGY,OTT,,,,,,C/UTIL,lindholm6700ce
kadri6800cn,86.62,Nazem Kadri,6800,C,0,CGY,OTT-MSogaard,12.77,16.0,9.5,0.2,1.9,2,2,15,0,0.7,76,0,2,3.7,2.9,-165,6.5,85,-142,14.2,-0.7,64,21,25,101,13.7,70,30,30,10,0.36,0.46,0.82,18.25,2.7,3.42,4.91,0.7,0.11,0.43,3.86,15.8,12.03,11.75,0.12,0.14,3.35,0.87,1.27,0.69,0.0,0.0,0.24,0.32,0.67,0.01,3.43,0.4,0.3,0.7,17.93,2.34,3.5,4.89,0.72,0.11,0.5,4.0,15.67,10.89,0.1,0.0,3.2,0.89,13.67,4.67,3.0,1.67,4.67,1.0,17.16,3.03,0.0,0.0,48.31,51.66,44.05,39.52,45.89,3.07,0.21,3.33,0.21,54.44,43.8,39.33,46.1,3.22,0.21,3.8,0.26,42.5,2/13/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OTT,kadri,n,kadri6800cn,86982-8741,C,n,Nazem Kadri,kadri,13.69622688,53.0,6800,CGY@OTT,CGY,OTT,,,,,,C/UTIL,kadri6800cn
larkin7200cd,86.56,Dylan Larkin,7200,C,0,DET,VAN-CDelia,14.96,18.7,11.2,1.56,2.1,1,1,10,0,3.0,58,0,2,3.3,3.4,-105,6.5,41,-100,14.2,-1.0,67,21,21,84,15.2,90,9,18,11,0.32,0.56,0.88,20.2,2.61,3.1,4.19,0.74,0.1,0.42,3.52,12.92,13.52,9.93,0.13,0.14,3.47,0.78,1.08,0.72,0.01,0.01,0.18,0.4,0.34,0.01,3.19,0.36,0.64,1.0,19.67,3.05,3.27,4.91,0.67,0.11,0.18,3.45,12.73,12.73,0.27,0.18,3.39,1.09,9.0,4.0,3.67,0.33,4.67,2.0,21.31,6.41,0.67,0.33,39.31,39.94,46.0,47.01,43.44,3.29,0.19,2.95,0.3,40.55,40.82,46.09,43.55,3.09,0.18,3.27,0.36,48.0,2/13/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VAN,larkin,d,larkin7200cd,86982-62788,C,d,Dylan Larkin,larkin,15.05800049,50.0,7200,DET@VAN,DET,VAN,,,,,,C/UTIL,larkin7200cd
danault5600cp,85.32,Phillip Danault,5600,C,0,LA,BUF-CAnderson,11.81,14.9,8.7,1.7,2.1,2,2,7,0,1.9,76,0,2,3.6,3.1,-142,6.5,64,-146,12.0,2.2,71,38,28,95,8.4,55,44,22,9,0.34,0.37,0.71,18.5,2.3,2.15,3.02,0.71,0.16,0.89,3.04,13.95,12.78,10.63,0.07,0.11,2.38,0.34,0.45,0.76,0.0,0.05,0.26,0.21,0.62,0.0,2.33,0.11,0.22,0.33,18.68,1.06,2.11,2.89,0.73,0.05,1.0,3.11,13.56,14.67,0.0,0.11,1.79,0.44,11.5,3.5,2.0,1.5,3.0,0.5,19.2,1.65,0.0,0.0,45.4,47.97,42.2,44.27,44.46,3.25,0.22,2.73,0.25,44.33,45.36,45.78,48.0,3.11,0.25,2.18,0.25,38.0,2/13/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,danault,p,danault5600cp,86982-15277,C,p,Phillip Danault,danault,11.23703681,54.0,5600,BUF@LA,LA,BUF,,,,,,C/UTIL,danault5600cp
kopitar7200ca,84.83,Anze Kopitar,7200,C,0,LA,BUF-CAnderson,13.32,16.7,9.9,-0.08,1.9,1,1,6,0,-3.3,28,0,2,3.6,3.1,-142,6.5,64,-146,12.8,1.1,60,34,38,95,19.0,77,22,66,9,0.23,0.56,0.79,20.46,2.32,2.31,3.07,0.75,0.1,1.11,3.41,14.65,13.54,10.9,0.06,0.18,3.22,0.57,0.75,0.75,0.0,0.01,0.17,0.37,0.13,0.01,2.39,0.56,0.78,1.33,19.9,4.01,2.67,3.22,0.83,0.21,1.0,3.67,12.89,12.78,0.33,0.11,2.98,0.78,11.5,2.5,1.0,1.5,1.5,0.5,18.46,2.68,0.5,0.5,45.4,47.97,42.2,44.27,44.46,3.25,0.22,2.73,0.25,44.33,45.36,45.78,48.0,3.11,0.25,2.18,0.25,38.0,2/13/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,kopitar,a,kopitar7200ca,86982-8394,C,a,Anze Kopitar,kopitar,13.27407385,54.0,7200,BUF@LA,LA,BUF,,,,,,C/UTIL,kopitar7200ca
barkov7700ca,84.63,Aleksander Barkov,7700,C,0,FLA,MIN-FGustavsson,16.47,20.6,12.3,2.05,2.1,1,1,13,0,-3.6,43,1,2,3.3,3.3,-111,6.5,57,105,17.4,1.0,61,29,26,100,19.4,91,0,41,12,0.4,0.78,1.18,21.03,3.37,3.13,4.12,0.76,0.13,0.66,3.78,15.55,11.05,11.64,0.15,0.29,3.99,0.83,1.13,0.73,0.0,0.02,0.25,0.47,0.21,0.02,3.32,0.45,0.91,1.36,20.56,3.97,3.18,4.18,0.76,0.14,0.73,3.91,14.09,12.0,0.18,0.27,3.98,0.91,15.0,4.5,4.0,0.5,4.5,1.5,17.12,3.25,0.0,0.0,50.32,50.62,42.23,41.1,44.23,3.39,0.23,3.27,0.25,52.17,46.27,47.42,47.27,3.08,0.3,2.91,0.16,53.5,2/13/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,barkov,a,barkov7700ca,86982-41393,C,a,Aleksander Barkov,barkov,16.33863692,44.0,7700,FLA@MIN,FLA,MIN,,,,,,C/UTIL,barkov7700ca
backlund5500cm,81.92,Mikael Backlund,5500,C,0,CGY,OTT-MSogaard,12.68,15.9,9.4,2.77,2.3,3,1,4,0,-4.6,86,0,2,3.7,2.9,-165,6.5,85,-142,10.6,1.5,72,33,27,102,14.3,80,20,60,10,0.2,0.38,0.58,17.49,1.99,2.87,3.77,0.76,0.07,0.32,3.2,14.93,10.06,11.24,0.01,0.04,1.63,0.31,0.48,0.64,0.01,0.01,0.18,0.33,0.51,0.02,2.61,0.1,1.0,1.1,17.95,3.68,2.8,3.89,0.72,0.04,0.4,3.2,15.78,11.0,0.0,0.0,2.32,0.33,13.0,3.33,2.67,0.67,4.0,0.67,18.87,2.91,0.0,0.0,48.31,51.66,44.05,39.52,45.89,3.07,0.21,3.33,0.21,54.44,43.8,39.33,46.1,3.22,0.21,3.8,0.26,42.5,2/13/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OTT,backlund,m,backlund5500cm,86982-9189,C,m,Mikael Backlund,backlund,11.26415094,53.0,5500,CGY@OTT,CGY,OTT,,,,,,C/UTIL,backlund5500cm
