entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3071951991,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-70899,87145-82926,87145-11122,87145-43135,87145-13742,87145-64101,87145-9189,87145-66508,87145-84324,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3071951993,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-53606,87145-58878,87145-43135,87145-66683,87145-14564,87145-82112,87145-70899,87145-66709,87145-73938,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3071951995,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-169115,87145-70899,87145-66617,87145-8797,87145-62277,87145-66515,87145-82041,87145-82926,87145-73938,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3071951997,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-70899,87145-82179,87145-11122,87145-152162,87145-37881,87145-8406,87145-42773,87145-79857,87145-8412,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3071952000,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-40036,87145-84409,87145-66686,87145-82183,87145-82112,87145-8651,87145-9269,87145-97079,87145-84324,,,,,,,,,,,,,,,,,,,
3071952003,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-70899,87145-82041,87145-117058,87145-66756,87145-37881,87145-8551,87145-9269,87145-8875,87145-84324,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3071952005,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-58926,87145-70899,87145-21523,87145-73972,87145-103753,87145-8406,87145-97108,87145-79935,87145-54565,,87145-70899:Auston Matthews,87145-70899,C,Auston,Auston Matthews,Matthews,20.45416641,48,10100,MON@TOR,TOR,MON,,,,,,C/UTIL
3071952006,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-142016,87145-54743,87145-58877,87145-66683,87145-8406,87145-8669,87145-70899,87145-79820,87145-14466,,87145-70924:Tage Thompson,87145-70924,C,Tage,Tage Thompson,Thompson,20.42830097,53,9900,BUF@SJ,BUF,SJ,,,,,,C/UTIL
3071952008,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-170839,87145-58990,87145-12439,87145-152162,87145-11158,87145-85132,87145-70899,87145-97108,87145-8453,,87145-43214:Nikita Kucherov,87145-43214,W,Nikita,Nikita Kucherov,Kucherov,19.41296387,54,9600,TB@VGK,TB,VGK,,,,,,W/UTIL
3071952009,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-40036,87145-70899,87145-103203,87145-151490,87145-37881,87145-8406,87145-81974,87145-152162,87145-8412,,87145-84409:Elias Pettersson,87145-84409,C,Elias,Elias Pettersson,Pettersson,19.16981132,53,9600,PHI@VAN,VAN,PHI,,,,,,C/UTIL
3071952011,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-142016,87145-97108,87145-66617,87145-66690,87145-82112,87145-8551,87145-97116,87145-85470,87145-84324,,87145-66690:Timo Meier,87145-66690,W,Timo,Timo Meier,Meier,17.71785736,56,9100,BUF@SJ,SJ,BUF,,,,,,W/UTIL
3071952014,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-82006,87145-8655,87145-42922,87145-66508,87145-62277,87145-82112,87145-97108,87145-8875,87145-54565,,87145-83235:Ilya Samsonov,87145-83235,G,Ilya,Ilya Samsonov,Samsonov,19.03448276,29,8900,MON@TOR,TOR,MON,O,Illness,,,,G
3071952016,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-14565,87145-54743,87145-21122,87145-43135,87145-74016,87145-82112,87145-70899,87145-59142,87145-149734,,87145-8718:Alex Ovechkin,87145-8718,W,Alex,Alex Ovechkin,Ovechkin,17.76666712,54,8900,WSH@CAR,WSH,CAR,O,Personal,,,,W/UTIL
3071952017,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-62788,87145-66678,87145-59142,87145-73894,87145-62294,87145-82112,87145-70899,87145-97108,87145-149734,,87145-103200:Joseph Woll,87145-103200,G,Joseph,Joseph Woll,Woll,12.80000019,1,8900,MON@TOR,TOR,MON,,,,,,G
3071952019,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-70899,87145-82798,87145-42772,87145-43135,87145-113276,87145-8406,87145-66683,87145-66686,87145-70509,,87145-42869:Matt Murray,87145-42869,G,Matt,Matt Murray,Murray,18.35789409,19,8900,MON@TOR,TOR,MON,IR,Ankle,,,,G
3071952021,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-53606,87145-97116,87145-11122,87145-66690,87145-66515,87145-82112,87145-70905,87145-85470,87145-84324,,87145-59276:William Nylander,87145-59276,W,William,William Nylander,Nylander,17.89818226,55,8800,MON@TOR,TOR,MON,,,,,,W/UTIL
3071952023,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-70899,87145-82006,87145-152162,87145-168107,87145-11158,87145-59256,87145-59276,87145-66508,87145-8453,,87145-8412:Jonathan Quick,87145-8412,G,Jonathan,Jonathan Quick,Quick,9.38666687,30,8600,ARI@LA,LA,ARI,,,,,,G
3071952025,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-70899,87145-82926,87145-66561,87145-66622,87145-82112,87145-8406,87145-66683,87145-66686,87145-103200,,87145-54028:Pheonix Copley,87145-54028,G,Pheonix,Pheonix Copley,Copley,18.1217386,23,8600,ARI@LA,LA,ARI,,,,,,G
3071952026,87145-262949100,$40K Fri NHL Breakaway ($10K to 1st),87145-70899,87145-82006,87145-42773,87145-82183,87145-14564,87145-82112,87145-97108,87145-85470,87145-84324,,87145-40050:Antti Raanta,87145-40050,G,Antti,Antti Raanta,Raanta,15.74545427,22,8500,WSH@CAR,CAR,WSH,,,,,,G
