entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3086712965,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-142017,88326-62788,88326-12728,88326-21523,88326-113276,88326-135674,88326-59117,88326-82170,88326-12283,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3086712966,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-15360,88326-41390,88326-66756,88326-73885,88326-60674,88326-74016,88326-53606,88326-8494,88326-12283,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3086712967,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-15346,88326-15360,88326-59117,88326-82170,88326-12299,88326-80005,88326-41390,88326-80286,88326-12283,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3086712968,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-52475,88326-82004,88326-8275,88326-8718,88326-66635,88326-8426,88326-9266,88326-8763,88326-12283,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3086712969,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-128506,88326-23928,88326-21927,88326-43135,88326-101277,88326-66688,88326-66756,88326-82170,88326-12283,,,,,,,,,,,,,,,,,,,
3086712970,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-62157,88326-62788,88326-142018,88326-43214,88326-39464,88326-70907,88326-66709,88326-82155,88326-12283,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3086712971,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-161910,88326-82004,88326-142015,88326-66600,88326-101277,88326-142019,88326-82170,88326-8763,88326-103202,,88326-59218:David Pastrnak,88326-59218,W,David,David Pastrnak,Pastrnak,21.87428502,70,10100,MON@BOS,BOS,MON,,,,,,W/UTIL
3086712972,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-13657,88326-41390,88326-142018,88326-43214,88326-11170,88326-82174,88326-73946,88326-73894,88326-12283,,88326-70904:Matthew Tkachuk,88326-70904,W,Matthew,Matthew Tkachuk,Tkachuk,20.68088307,68,10000,TOR@FLA,FLA,TOR,,,,,,W/UTIL
3086712973,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-128506,88326-15386,88326-42417,88326-8718,88326-66635,88326-8551,88326-62788,88326-8714,88326-12283,,88326-70899:Auston Matthews,88326-70899,C,Auston,Auston Matthews,Matthews,20.11904762,63,9900,TOR@FLA,TOR,FLA,,,,,,C/UTIL
3086712974,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-62788,88326-70899,88326-66677,88326-66756,88326-12460,88326-70907,88326-8275,88326-8640,88326-12283,,88326-84409:Elias Pettersson,88326-84409,C,Elias,Elias Pettersson,Pettersson,19.83676506,68,9700,SJ@VAN,VAN,SJ,,,,,,C/UTIL
3086712975,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-128506,88326-68644,88326-12624,88326-58907,88326-101277,88326-70915,88326-82004,88326-8718,88326-12283,,88326-43214:Nikita Kucherov,88326-43214,W,Nikita,Nikita Kucherov,Kucherov,18.94305589,72,9300,TB@OTT,TB,OTT,,,,,,W/UTIL
3086712976,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-128506,88326-62788,88326-42922,88326-66756,88326-142019,88326-70907,88326-8294,88326-97147,88326-103202,,88326-82170:Jason Robertson,88326-82170,W,Jason,Jason Robertson,Robertson,19.0915493,71,9200,PIT@DAL,DAL,PIT,,,,,,W/UTIL
3086712977,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-161910,88326-41390,88326-43214,88326-9354,88326-142019,88326-82174,88326-8494,88326-8596,88326-12283,,88326-54809:Linus Ullmark,88326-54809,G,Linus,Linus Ullmark,Ullmark,24.47272838,44,9000,MON@BOS,BOS,MON,,,,,,G
3086712978,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-15360,88326-58926,88326-66686,88326-70571,88326-101277,88326-42862,88326-62157,88326-97069,88326-12283,,88326-120415:Jeremy Swayman,88326-120415,G,Jeremy,Jeremy Swayman,Swayman,17.54999924,32,9000,MON@BOS,BOS,MON,,,,,,G
3086712979,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-80286,88326-82926,88326-151490,88326-82170,88326-60674,88326-70907,88326-9269,88326-8640,88326-12283,,88326-70635:David Rittich,88326-70635,G,David,David Rittich,Rittich,11.65217391,23,8800,WPG@ANH,WPG,ANH,,,,,,G
3086712980,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-15360,88326-82198,88326-142018,88326-58907,88326-135674,88326-70907,88326-66683,88326-97147,88326-12283,,88326-58909:Connor Hellebuyck,88326-58909,G,Connor,Connor Hellebuyck,Hellebuyck,19.51428659,56,8800,WPG@ANH,WPG,ANH,,,,,,G
3086712981,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-15360,88326-161910,88326-70125,88326-82170,88326-168326,88326-70907,88326-54743,88326-8875,88326-12283,,88326-8453:Jaroslav Halak,88326-8453,G,Jaroslav,Jaroslav Halak,Halak,13,24,8700,NYR@CAR,NYR,CAR,,,,,,G
3086712982,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-40036,88326-62157,88326-58891,88326-82170,88326-142019,88326-54126,88326-73946,88326-8175,88326-42710,,88326-104015:Igor Shesterkin,88326-104015,G,Igor,Igor Shesterkin,Shesterkin,18.38490612,53,8700,NYR@CAR,NYR,CAR,,,,,,G
3086712983,88326-263334751,$300 Thu NHL Five Hole (150 Entries Max),88326-65969,88326-82004,88326-73885,88326-82170,88326-82985,88326-97176,88326-82925,88326-97147,88326-103202,,88326-8718:Alex Ovechkin,88326-8718,W,Alex,Alex Ovechkin,Ovechkin,18.24242424,66,8600,CHI@WSH,WSH,CHI,,,,,,W/UTIL
