entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3070701273,87046-262911194,$12K Wed NHL Breakaway ($3K to 1st),87046-64102,87046-66713,87046-12609,87046-152162,87046-23438,87046-8669,87046-66686,87046-9354,87046-8612,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3070701274,87046-262911194,$12K Wed NHL Breakaway ($3K to 1st),87046-64102,87046-97108,87046-23061,87046-59276,87046-12460,87046-37881,87046-97128,87046-70922,87046-66572,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3070701275,87046-262911194,$12K Wed NHL Breakaway ($3K to 1st),87046-117048,87046-15360,87046-12253,87046-152162,87046-42910,87046-82112,87046-43176,87046-64102,87046-66572,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3070701276,87046-262911194,$12K Wed NHL Breakaway ($3K to 1st),87046-159629,87046-64102,87046-12843,87046-142022,87046-128509,87046-23438,87046-43135,87046-70168,87046-8612,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3070701277,87046-262911194,$12K Wed NHL Breakaway ($3K to 1st),87046-64102,87046-97128,87046-21927,87046-43135,87046-37881,87046-73909,87046-66617,87046-74076,87046-104015,,,,,,,,,,,,,,,,,,,
3070701278,87046-262911194,$12K Wed NHL Breakaway ($3K to 1st),87046-62157,87046-64102,87046-14563,87046-148097,87046-12460,87046-82112,87046-43135,87046-74076,87046-66572,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3070701279,87046-262911194,$12K Wed NHL Breakaway ($3K to 1st),87046-15386,87046-62927,87046-14473,87046-148097,87046-42910,87046-66635,87046-64102,87046-21927,87046-8612,,87046-64102:Connor McDavid,87046-64102,C,Connor,Connor McDavid,McDavid,25.71111156,54,10500,DET@EDM,EDM,DET,,,,,,C/UTIL
3070701280,87046-262911194,$12K Wed NHL Breakaway ($3K to 1st),87046-41391,87046-97108,87046-111471,87046-153985,87046-70199,87046-82112,87046-66737,87046-73826,87046-66572,,87046-41391:Nathan MacKinnon,87046-41391,C,Nathan,Nathan MacKinnon,MacKinnon,22.89756068,41,10200,COL@MIN,COL,MIN,,,,,,C/UTIL
3070701281,87046-262911194,$12K Wed NHL Breakaway ($3K to 1st),87046-117048,87046-43176,87046-43135,87046-70168,87046-12460,87046-8669,87046-64102,87046-70908,87046-8612,,87046-70899:Auston Matthews,87046-70899,C,Auston,Auston Matthews,Matthews,20.29361676,47,9900,CHI@TOR,TOR,CHI,,,,,,C/UTIL
3070701282,87046-262911194,$12K Wed NHL Breakaway ($3K to 1st),87046-15386,87046-64102,87046-148097,87046-39234,87046-70199,87046-82112,87046-73949,87046-97108,87046-15268,,87046-58331:Leon Draisaitl,87046-58331,C,Leon,Leon Draisaitl,Draisaitl,20.71153846,52,9900,DET@EDM,EDM,DET,,,,,,C/UTIL
3070701283,87046-262911194,$12K Wed NHL Breakaway ($3K to 1st),87046-62157,87046-64102,87046-12609,87046-41392,87046-113277,87046-23438,87046-97108,87046-43135,87046-66572,,87046-70924:Tage Thompson,87046-70924,C,Tage,Tage Thompson,Thompson,20.45769325,52,9800,BUF@ANH,BUF,ANH,,,,,,C/UTIL
3070701284,87046-262911194,$12K Wed NHL Breakaway ($3K to 1st),87046-58331,87046-64102,87046-148097,87046-152162,87046-37881,87046-42862,87046-74076,87046-85571,87046-8612,,87046-43214:Nikita Kucherov,87046-43214,W,Nikita,Nikita Kucherov,Kucherov,19.71886746,53,9700,TB@ARI,TB,ARI,,,,,,W/UTIL
3070701285,87046-262911194,$12K Wed NHL Breakaway ($3K to 1st),87046-64102,87046-70928,87046-135654,87046-148097,87046-73909,87046-82112,87046-59117,87046-70168,87046-12619,,87046-84409:Elias Pettersson,87046-84409,C,Elias,Elias Pettersson,Pettersson,19.15961515,52,9700,NYR@VAN,VAN,NYR,,,,,,C/UTIL
3070701286,87046-262911194,$12K Wed NHL Breakaway ($3K to 1st),87046-15386,87046-64102,87046-148097,87046-153985,87046-59147,87046-85132,87046-97108,87046-8502,87046-8612,,87046-66737:Mikko Rantanen,87046-66737,W,Mikko,Mikko Rantanen,Rantanen,19.57500047,52,9600,COL@MIN,COL,MIN,,,,,,W/UTIL
