entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3074955406,87381-263032167,$500 Mon NHL Five Hole (150 Entries Max),87381-142017,87381-159629,87381-59218,87381-79857,87381-11365,87381-135674,87381-70927,87381-66759,87381-66612,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3074955408,87381-263032167,$500 Mon NHL Five Hole (150 Entries Max),87381-161910,87381-8175,87381-13612,87381-14563,87381-41394,87381-66606,87381-59218,87381-61245,87381-66612,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3074955412,87381-263032167,$500 Mon NHL Five Hole (150 Entries Max),87381-128506,87381-97096,87381-59218,87381-74155,87381-39464,87381-42910,87381-82800,87381-82912,87381-66612,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3074955414,87381-263032167,$500 Mon NHL Five Hole (150 Entries Max),87381-142017,87381-159629,87381-59218,87381-66790,87381-12460,87381-84116,87381-8651,87381-70922,87381-66612,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3074955416,87381-263032167,$500 Mon NHL Five Hole (150 Entries Max),87381-65970,87381-8175,87381-59218,87381-8682,87381-101277,87381-66759,87381-97096,87381-97022,87381-66612,,,,,,,,,,,,,,,,,,,
3074955418,87381-263032167,$500 Mon NHL Five Hole (150 Entries Max),87381-159629,87381-41592,87381-13657,87381-171491,87381-39464,87381-8651,87381-37894,87381-59218,87381-66612,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3074955420,87381-263032167,$500 Mon NHL Five Hole (150 Entries Max),87381-142017,87381-82167,87381-59218,87381-66790,87381-11365,87381-12460,87381-66606,87381-8763,87381-66612,,87381-64102:Connor McDavid,87381-64102,C,Connor,Connor McDavid,McDavid,26.85666707,60,10600,BOS@EDM,EDM,BOS,,,,,,C/UTIL
3074955422,87381-263032167,$500 Mon NHL Five Hole (150 Entries Max),87381-42839,87381-8175,87381-59218,87381-70922,87381-152482,87381-70912,87381-82174,87381-8682,87381-66612,,87381-41391:Nathan MacKinnon,87381-41391,C,Nathan,Nathan MacKinnon,MacKinnon,23.55000106,46,10400,VGK@COL,COL,VGK,,,,,,C/UTIL
3074955425,87381-263032167,$500 Mon NHL Five Hole (150 Entries Max),87381-128506,87381-62157,87381-37894,87381-59218,87381-101277,87381-39464,87381-66606,87381-82190,87381-66612,,87381-59218:David Pastrnak,87381-59218,W,David,David Pastrnak,Pastrnak,22.40172498,58,10200,BOS@EDM,BOS,EDM,,,,,,W/UTIL
3074955428,87381-263032167,$500 Mon NHL Five Hole (150 Entries Max),87381-128506,87381-159629,87381-59218,87381-82190,87381-135674,87381-66759,87381-8640,87381-8682,87381-66612,,87381-58331:Leon Draisaitl,87381-58331,C,Leon,Leon Draisaitl,Draisaitl,20.82758621,58,9900,BOS@EDM,EDM,BOS,,,,,,C/UTIL
3074955430,87381-263032167,$500 Mon NHL Five Hole (150 Entries Max),87381-101993,87381-161910,87381-43135,87381-59218,87381-113276,87381-66759,87381-16969,87381-64100,87381-66612,,87381-66737:Mikko Rantanen,87381-66737,W,Mikko,Mikko Rantanen,Rantanen,19.57894737,57,9600,VGK@COL,COL,VGK,,,,,,W/UTIL
3074955432,87381-263032167,$500 Mon NHL Five Hole (150 Entries Max),87381-159629,87381-41592,87381-13612,87381-59218,87381-37883,87381-66759,87381-8651,87381-8682,87381-66612,,87381-84409:Elias Pettersson,87381-84409,C,Elias,Elias Pettersson,Pettersson,20.0298237,57,9600,VAN@DAL,VAN,DAL,,,,,,C/UTIL
3074955434,87381-263032167,$500 Mon NHL Five Hole (150 Entries Max),87381-39990,87381-62788,87381-59142,87381-59218,87381-12460,87381-13472,87381-41394,87381-66716,87381-66612,,87381-82170:Jason Robertson,87381-82170,W,Jason,Jason Robertson,Robertson,19.01864365,59,9400,VAN@DAL,DAL,VAN,,,,,,W/UTIL
3074955435,87381-263032167,$500 Mon NHL Five Hole (150 Entries Max),87381-148101,87381-41391,87381-13612,87381-82120,87381-135674,87381-13981,87381-41592,87381-41394,87381-103202,,87381-12690:Scott Wedgewood,87381-12690,G,Scott,Scott Wedgewood,Wedgewood,15.11999969,20,8800,VAN@DAL,DAL,VAN,,,,,,G
3074955437,87381-263032167,$500 Mon NHL Five Hole (150 Entries Max),87381-159629,87381-80286,87381-14473,87381-59142,87381-39264,87381-42910,87381-59218,87381-8763,87381-66612,,87381-103202:Jake Oettinger,87381-103202,G,Jake,Jake Oettinger,Oettinger,19.37391331,46,8800,VAN@DAL,DAL,VAN,,,,,,G
