entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3034735469,85767-262140090,$400 Mon NHL Five Hole (150 Entries Max),85767-142016,85767-58331,85767-82120,85767-8556,85767-162085,85767-66759,85767-59120,85767-97147,85767-11301,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3034735471,85767-262140090,$400 Mon NHL Five Hole (150 Entries Max),85767-142016,85767-142017,85767-173536,85767-59208,85767-169056,85767-66759,85767-70168,85767-8556,85767-11301,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3034735473,85767-262140090,$400 Mon NHL Five Hole (150 Entries Max),85767-142016,85767-15277,85767-14563,85767-59207,85767-169056,85767-85132,85767-59208,85767-82120,85767-11301,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3034735475,85767-262140090,$400 Mon NHL Five Hole (150 Entries Max),85767-113269,85767-142017,85767-12609,85767-153985,85767-169056,85767-85132,85767-81981,85767-83057,85767-11301,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3034735476,85767-262140090,$400 Mon NHL Five Hole (150 Entries Max),85767-81974,85767-82850,85767-42833,85767-73885,85767-169056,85767-66759,85767-82190,85767-9025,85767-11301,,,,,,,,,,,,,,,,,,,
3034735478,85767-262140090,$400 Mon NHL Five Hole (150 Entries Max),85767-142016,85767-8394,85767-168107,85767-70168,85767-169056,85767-66759,85767-82024,85767-97147,85767-54028,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3034735479,85767-262140090,$400 Mon NHL Five Hole (150 Entries Max),85767-142017,85767-23041,85767-153985,85767-70168,85767-12262,85767-169056,85767-82120,85767-83057,85767-82115,,85767-64102:Connor McDavid,85767-64102,C,Connor,Connor McDavid,McDavid,25.72438905,41,10600,EDM@LA,EDM,LA,,,,,,C/UTIL
3034735480,85767-262140090,$400 Mon NHL Five Hole (150 Entries Max),85767-142016,85767-58331,85767-59207,85767-62429,85767-103753,85767-12262,85767-82120,85767-9025,85767-9278,,85767-70924:Tage Thompson,85767-70924,C,Tage,Tage Thompson,Thompson,23.27567601,37,10400,PHI@BUF,BUF,PHI,,,,,,C/UTIL
3034735481,85767-262140090,$400 Mon NHL Five Hole (150 Entries Max),85767-169115,85767-81974,85767-21122,85767-66709,85767-169056,85767-66759,85767-8797,85767-97147,85767-9278,,85767-58331:Leon Draisaitl,85767-58331,C,Leon,Leon Draisaitl,Draisaitl,21.78205128,39,10200,EDM@LA,EDM,LA,,,,,,C/UTIL
3034735482,85767-262140090,$400 Mon NHL Five Hole (150 Entries Max),85767-113279,85767-59120,85767-12728,85767-8275,85767-12262,85767-169056,85767-81974,85767-82006,85767-66411,,85767-66508:Travis Konecny,85767-66508,W,Travis,Travis Konecny,Konecny,18.77352905,34,9400,PHI@BUF,PHI,BUF,,,,,,W/UTIL
