entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3077597276,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-117104,87585-82179,87585-54514,87585-59276,87585-12262,87585-41394,87585-82796,87585-60686,87585-15339,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3077597277,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-43176,87585-70899,87585-14563,87585-66686,87585-37881,87585-37883,87585-59256,87585-82190,87585-12619,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3077597278,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-15321,87585-84409,87585-128485,87585-62429,87585-103753,87585-97173,87585-8275,87585-84361,87585-66411,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3077597281,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-15321,87585-81983,87585-12718,87585-74155,87585-12262,87585-97129,87585-8494,87585-8275,87585-15339,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3077597283,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-142016,87585-15321,87585-14563,87585-59207,87585-11158,87585-37881,87585-70125,87585-74155,87585-54065,,,,,,,,,,,,,,,,,,,
3077597286,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-117104,87585-9124,87585-59209,87585-70125,87585-42981,87585-59147,87585-79857,87585-8275,87585-66411,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3077597288,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-42705,87585-70899,87585-169861,87585-8275,87585-12262,87585-14178,87585-70909,87585-8230,87585-15339,,87585-64102:Connor McDavid,87585-64102,C,Connor,Connor McDavid,McDavid,27.27777778,63,11000,EDM@WPG,EDM,WPG,,,,,,C/UTIL
3077597291,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-113932,87585-43176,87585-128485,87585-15217,87585-12262,87585-37883,87585-70899,87585-73940,87585-15339,,87585-70899:Auston Matthews,87585-70899,C,Auston,Auston Matthews,Matthews,19.9345459,55,10000,TOR@VAN,TOR,VAN,,,,,,C/UTIL
3077597293,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-62927,87585-84409,87585-117103,87585-66622,87585-12262,87585-23225,87585-8494,87585-66686,87585-12619,,87585-58331:Leon Draisaitl,87585-58331,C,Leon,Leon Draisaitl,Draisaitl,20.77213075,61,9800,EDM@WPG,EDM,WPG,,,,,,C/UTIL
3077597296,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-62861,87585-70899,87585-12624,87585-15280,87585-23225,87585-42981,87585-9266,87585-8275,87585-15339,,87585-84409:Elias Pettersson,87585-84409,C,Elias,Elias Pettersson,Pettersson,19.83898305,59,9600,TOR@VAN,VAN,TOR,,,,,,C/UTIL
3077597297,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-103276,87585-84409,87585-82024,87585-8275,87585-12262,87585-66608,87585-97128,87585-97022,87585-12619,,87585-135875:Kirill Kaprizov,87585-135875,W,Kirill,Kirill Kaprizov,Kaprizov,19.15322581,62,9300,MIN@CGY,MIN,CGY,,,,,,W/UTIL
3077597300,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-68644,87585-70899,87585-12728,87585-128485,87585-12262,87585-14178,87585-66617,87585-66622,87585-15339,,87585-11301:Cam Talbot,87585-11301,G,Cam,Cam Talbot,Talbot,15.14838729,31,8800,CBJ@OTT,OTT,CBJ,,,,,,G
3077597301,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-42705,87585-62861,87585-12728,87585-59276,87585-169061,87585-42981,87585-70125,87585-8275,87585-15339,,87585-117110:Mads Sogaard,87585-117110,G,Mads,Mads Sogaard,Sogaard,18.80000051,6,8800,CBJ@OTT,OTT,CBJ,,,,,,G
3077597304,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-70899,87585-82198,87585-58686,87585-66686,87585-42981,87585-64101,87585-66716,87585-70125,87585-15339,,87585-59276:William Nylander,87585-59276,W,William,William Nylander,Nylander,17.97096695,62,8800,TOR@VAN,TOR,VAN,,,,,,W/UTIL
3077597308,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-70899,87585-9266,87585-59208,87585-61245,87585-8406,87585-8611,87585-62429,87585-66600,87585-12619,,87585-54028:Pheonix Copley,87585-54028,G,Pheonix,Pheonix Copley,Copley,16.54285758,28,8600,STL@LA,LA,STL,,,,,,G
3077597309,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-15360,87585-9124,87585-117103,87585-59276,87585-12262,87585-8230,87585-9266,87585-60686,87585-15339,,87585-54065:Joonas Korpisalo,87585-54065,G,Joonas,Joonas Korpisalo,Korpisalo,16.52413835,29,8600,STL@LA,LA,STL,,,,,,G
3077597311,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-42705,87585-82004,87585-66756,87585-97147,87585-13981,87585-42910,87585-84409,87585-59147,87585-12619,,87585-83235:Ilya Samsonov,87585-83235,G,Ilya,Ilya Samsonov,Samsonov,18.6823533,34,8500,TOR@VAN,TOR,VAN,,,,,,G
3077597313,87585-263097333,$300 Sat NHL Five Hole (150 Entries Max),87585-15321,87585-15346,87585-12728,87585-66622,87585-12262,87585-13981,87585-8394,87585-66716,87585-54065,,87585-103200:Joseph Woll,87585-103200,G,Joseph,Joseph Woll,Woll,24,3,8500,TOR@VAN,TOR,VAN,,,,,,G
