entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3075453409,87439-263045602,$500 Tue NHL Five Hole (150 Entries Max),87439-40036,87439-42705,87439-73885,87439-73940,87439-12262,87439-81999,87439-43176,87439-84116,87439-66411,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3075453410,87439-263045602,$500 Tue NHL Five Hole (150 Entries Max),87439-73949,87439-9269,87439-15280,87439-97069,87439-66759,87439-79865,87439-8406,87439-97147,87439-66411,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3075453411,87439-263045602,$500 Tue NHL Five Hole (150 Entries Max),87439-53606,87439-81983,87439-42772,87439-43214,87439-14564,87439-39464,87439-8709,87439-8763,87439-54809,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3075453412,87439-263045602,$500 Tue NHL Five Hole (150 Entries Max),87439-23041,87439-42705,87439-135875,87439-58907,87439-8406,87439-8669,87439-66709,87439-74155,87439-66411,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3075453413,87439-263045602,$500 Tue NHL Five Hole (150 Entries Max),87439-15346,87439-8741,87439-12728,87439-142018,87439-41394,87439-64101,87439-43135,87439-43214,87439-84324,,,,,,,,,,,,,,,,,,,
3075453414,87439-263045602,$500 Tue NHL Five Hole (150 Entries Max),87439-167209,87439-9269,87439-12728,87439-43214,87439-14178,87439-54521,87439-8406,87439-8640,87439-84324,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3075453415,87439-263045602,$500 Tue NHL Five Hole (150 Entries Max),87439-23041,87439-65970,87439-43214,87439-59209,87439-21936,87439-66759,87439-9189,87439-82190,87439-66411,,87439-70924:Tage Thompson,87439-70924,C,Tage,Tage Thompson,Thompson,20.78103532,58,10300,CBJ@BUF,BUF,CBJ,,,,,,C/UTIL
3075453416,87439-263045602,$500 Tue NHL Five Hole (150 Entries Max),87439-15346,87439-82004,87439-59218,87439-8182,87439-169056,87439-62277,87439-9189,87439-8275,87439-66411,,87439-59218:David Pastrnak,87439-59218,W,David,David Pastrnak,Pastrnak,22.26610087,59,10200,BOS@CGY,BOS,CGY,,,,,,W/UTIL
3075453417,87439-263045602,$500 Tue NHL Five Hole (150 Entries Max),87439-15321,87439-9269,87439-128511,87439-148097,87439-168025,87439-41394,87439-15269,87439-58907,87439-54809,,87439-70904:Matthew Tkachuk,87439-70904,W,Matthew,Matthew Tkachuk,Tkachuk,19.89137847,58,9700,FLA@TB,FLA,TB,,,,,,W/UTIL
3075453418,87439-263045602,$500 Tue NHL Five Hole (150 Entries Max),87439-42705,87439-82850,87439-59218,87439-66601,87439-61246,87439-66515,87439-8275,87439-82925,87439-66411,,87439-43214:Nikita Kucherov,87439-43214,W,Nikita,Nikita Kucherov,Kucherov,19.31186482,59,9600,FLA@TB,TB,FLA,,,,,,W/UTIL
3075453419,87439-263045602,$500 Tue NHL Five Hole (150 Entries Max),87439-15321,87439-43176,87439-59209,87439-83057,87439-12262,87439-62277,87439-9269,87439-8539,87439-66411,,87439-135875:Kirill Kaprizov,87439-135875,W,Kirill,Kirill Kaprizov,Kaprizov,18.99166667,60,8900,NYI@MIN,MIN,NYI,,,,,,W/UTIL
3075453420,87439-263045602,$500 Tue NHL Five Hole (150 Entries Max),87439-40036,87439-82004,87439-148097,87439-21686,87439-12411,87439-41394,87439-97108,87439-70904,87439-84324,,87439-8292:Craig Anderson,87439-8292,G,Craig,Craig Anderson,Anderson,16.73043425,23,8700,CBJ@BUF,BUF,CBJ,,,,,,G
