entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3087540546,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-169054,88390-42839,88390-15269,88390-15306,88390-62277,88390-82174,88390-8594,88390-82912,88390-74064,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3087540550,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-146124,88390-148186,88390-58686,88390-82170,88390-62277,88390-8608,88390-161910,88390-8595,88390-74064,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3087540554,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-58331,88390-82006,88390-70571,88390-8875,88390-62277,88390-97024,88390-82972,88390-9321,88390-74064,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3087540556,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-111493,88390-113269,88390-14473,88390-169861,88390-61246,88390-62277,88390-73946,88390-8595,88390-74064,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3087540558,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-66678,88390-82179,88390-169861,88390-82170,88390-14178,88390-8608,88390-8594,88390-9266,88390-74064,,,,,,,,,,,,,,,,,,,
3087540562,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-70899,88390-8595,88390-15306,88390-74076,88390-101277,88390-12460,88390-9259,88390-97079,88390-74064,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3087540564,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-111493,88390-74047,88390-70511,88390-97079,88390-101277,88390-81968,88390-8595,88390-9266,88390-74064,,88390-64102:Connor McDavid,88390-64102,C,Connor,Connor McDavid,McDavid,27.08611043,72,10700,VGK@EDM,EDM,VGK,,,,,,C/UTIL
3087540567,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-111493,88390-66553,88390-54477,88390-97079,88390-101277,88390-82174,88390-82006,88390-8555,88390-74064,,88390-58331:Leon Draisaitl,88390-58331,C,Leon,Leon Draisaitl,Draisaitl,21.30571463,70,10300,VGK@EDM,EDM,VGK,,,,,,C/UTIL
3087540569,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-39269,88390-42839,88390-146131,88390-15269,88390-149590,88390-62277,88390-58331,88390-8594,88390-66693,,88390-70899:Auston Matthews,88390-70899,C,Auston,Auston Matthews,Matthews,20.27968788,64,10000,TOR@CAR,TOR,CAR,,,,,,C/UTIL
3087540571,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-113269,88390-39249,88390-54477,88390-70571,88390-11365,88390-62277,88390-8494,88390-73940,88390-74064,,88390-111493:Jack Hughes,88390-111493,C,Jack,Jack Hughes,Hughes,20.03088199,68,9700,OTT@NJ,NJ,OTT,,,,,,C/UTIL
3087540575,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-113269,88390-15251,88390-15280,88390-42417,88390-43093,88390-62277,88390-41592,88390-8594,88390-74064,,88390-84409:Elias Pettersson,88390-84409,C,Elias,Elias Pettersson,Pettersson,19.7347819,69,9500,VAN@DAL,VAN,DAL,,,,,,C/UTIL
3087540576,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-74047,88390-82006,88390-15269,88390-73940,88390-66759,88390-97024,88390-82972,88390-8594,88390-74064,,88390-82170:Jason Robertson,88390-82170,W,Jason,Jason Robertson,Robertson,19.1222229,72,9400,VAN@DAL,DAL,VAN,,,,,,W/UTIL
3087540579,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-74047,88390-82006,88390-70571,88390-73940,88390-12460,88390-14178,88390-8595,88390-9259,88390-74064,,88390-66744:MacKenzie Blackwood,88390-66744,G,MacKenzie,MacKenzie Blackwood,Blackwood,12.2,20,8600,OTT@NJ,NJ,OTT,IR,Lower body,,,,G
3087540582,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-111493,88390-39249,88390-15280,88390-66686,88390-12460,88390-8608,88390-8594,88390-97079,88390-74064,,88390-8718:Alex Ovechkin,88390-8718,W,Alex,Alex Ovechkin,Ovechkin,18.34029924,67,8600,WSH@PIT,WSH,PIT,,,,,,W/UTIL
3087540585,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-58331,88390-80991,88390-58880,88390-66686,88390-14456,88390-62277,88390-82006,88390-97129,88390-74064,,88390-58988:Vitek Vanecek,88390-58988,G,Vitek,Vitek Vanecek,Vanecek,16.98723456,47,8600,OTT@NJ,NJ,OTT,,,,,,G
3087540587,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-113269,88390-42839,88390-70571,88390-82170,88390-14456,88390-62277,88390-82796,88390-8595,88390-66693,,88390-97247:Akira Schmid,88390-97247,G,Akira,Akira Schmid,Schmid,15.34117575,17,8600,OTT@NJ,NJ,OTT,,,,,,G
3087540591,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-142017,88390-8594,88390-15280,88390-54514,88390-62277,88390-97024,88390-70128,88390-97079,88390-74064,,88390-66690:Timo Meier,88390-66690,W,Timo,Timo Meier,Meier,16.81029376,68,8500,OTT@NJ,NJ,OTT,,,,,,W/UTIL
3087540593,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-169054,88390-8594,88390-14563,88390-146131,88390-62277,88390-82174,88390-42417,88390-9259,88390-74064,,88390-12690:Scott Wedgewood,88390-12690,G,Scott,Scott Wedgewood,Wedgewood,15.11999969,20,8500,VAN@DAL,DAL,VAN,DTD,Lower body,,,,G
3087540598,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-42839,88390-64100,88390-82170,88390-8682,88390-66671,88390-8608,88390-73946,88390-9259,88390-74064,,88390-103202:Jake Oettinger,88390-103202,G,Jake,Jake Oettinger,Oettinger,18.55438554,57,8500,VAN@DAL,DAL,VAN,,,,,,G
3087540601,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-15386,88390-66553,88390-59276,88390-70513,88390-62277,88390-81968,88390-82006,88390-8594,88390-74064,,88390-180077:Matt Murray,88390-180077,G,Matt,Matt Murray,Murray,3.46666654,3,8500,VAN@DAL,DAL,VAN,,,,,,G
3087540604,88390-263357585,$300 Sat NHL Five Hole (150 Entries Max),88390-111493,88390-128506,88390-14563,88390-39252,88390-11170,88390-8608,88390-15386,88390-54477,88390-74064,,88390-59276:William Nylander,88390-59276,W,William,William Nylander,Nylander,17.53521127,71,8500,TOR@CAR,TOR,CAR,,,,,,W/UTIL
