entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3072490228,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-23041,87209-64102,87209-103624,87209-171491,87209-12262,87209-37881,87209-66686,87209-73951,87209-15400,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3072490229,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-12592,87209-58331,87209-12609,87209-152162,87209-37881,87209-42910,87209-82004,87209-82006,87209-66693,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3072490230,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-12592,87209-23041,87209-117013,87209-148097,87209-8669,87209-8967,87209-8655,87209-43214,87209-73938,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3072490231,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-23041,87209-64102,87209-12220,87209-12609,87209-13472,87209-43152,87209-65969,87209-15315,87209-97029,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3072490232,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-39269,87209-58331,87209-103624,87209-14563,87209-15356,87209-37881,87209-82004,87209-15315,87209-97102,,,,,,,,,,,,,,,,,,,
3072490233,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-64102,87209-81983,87209-117013,87209-12728,87209-11170,87209-12262,87209-82122,87209-80369,87209-66411,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3072490234,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-43176,87209-8655,87209-103624,87209-148097,87209-62277,87209-8669,87209-58880,87209-73894,87209-83235,,87209-64102:Connor McDavid,87209-64102,C,Connor,Connor McDavid,McDavid,25.52631579,57,10100,PHI@EDM,EDM,PHI,,,,,,C/UTIL
3072490235,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-12592,87209-23041,87209-12609,87209-66617,87209-11158,87209-62294,87209-64102,87209-70902,87209-66411,,87209-111493:Jack Hughes,87209-111493,C,Jack,Jack Hughes,Hughes,21.20192308,52,10000,MON@NJ,NJ,MON,,,,,,C/UTIL
3072490236,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-111493,87209-15386,87209-66686,87209-70902,87209-42910,87209-73987,87209-64102,87209-82004,87209-83235,,87209-70899:Auston Matthews,87209-70899,C,Auston,Auston Matthews,Matthews,20.22199951,50,9900,TOR@BUF,TOR,BUF,,,,,,C/UTIL
3072490237,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-12592,87209-64102,87209-103624,87209-12728,87209-169056,87209-23438,87209-97116,87209-43214,87209-66411,,87209-70924:Tage Thompson,87209-70924,C,Tage,Tage Thompson,Thompson,20.34629539,54,9800,TOR@BUF,BUF,TOR,,,,,,C/UTIL
3072490238,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-23041,87209-58878,87209-15315,87209-59276,87209-14456,87209-8669,87209-64102,87209-80028,87209-66411,,87209-43214:Nikita Kucherov,87209-43214,W,Nikita,Nikita Kucherov,Kucherov,19.30181774,55,9700,ANH@TB,TB,ANH,,,,,,W/UTIL
3072490240,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-12592,87209-58926,87209-21523,87209-74076,87209-59147,87209-8669,87209-64102,87209-81974,87209-83235,,87209-84409:Elias Pettersson,87209-84409,C,Elias,Elias Pettersson,Pettersson,19.96481436,54,9600,VAN@NSH,VAN,NSH,,,,,,C/UTIL
3072490241,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-64102,87209-81974,87209-117093,87209-58880,87209-11170,87209-8669,87209-8655,87209-8142,87209-54028,,87209-58331:Leon Draisaitl,87209-58331,C,Leon,Leon Draisaitl,Draisaitl,20.57454501,55,9500,PHI@EDM,EDM,PHI,,,,,,C/UTIL
3072490242,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-23041,87209-73946,87209-43178,87209-58977,87209-12262,87209-8406,87209-82004,87209-59207,87209-23072,,87209-135875:Kirill Kaprizov,87209-135875,W,Kirill,Kirill Kaprizov,Kaprizov,18.71071516,56,9200,LA@MIN,MIN,LA,,,,,,W/UTIL
3072490243,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-23041,87209-37880,87209-12728,87209-59142,87209-23438,87209-8669,87209-70899,87209-66617,87209-83235,,87209-12609:Zach Hyman,87209-12609,W,Zach,Zach Hyman,Hyman,18.28749956,56,9000,PHI@EDM,EDM,PHI,,,,,,W/UTIL
3072490245,87209-262969095,$44K Tue NHL Breakaway ($10K to 1st),87209-111493,87209-23041,87209-13612,87209-59209,87209-23438,87209-41394,87209-82004,87209-8494,87209-83235,,87209-8553:Brian Elliott,87209-8553,G,Brian,Brian Elliott,Elliott,16.35000038,16,8900,ANH@TB,TB,ANH,,,,,,G
