entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3084487498,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-15283,88140-41390,88140-159803,88140-43214,88140-39245,88140-8406,88140-8394,88140-59117,88140-54065,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3084487499,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-15283,88140-21897,88140-159803,88140-43214,88140-39245,88140-70907,88140-59261,88140-66756,88140-54065,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3084487500,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-82087,88140-9189,88140-15217,88140-43214,88140-82112,88140-82174,88140-97108,88140-66756,88140-104015,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3084487502,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-142016,88140-8594,88140-43214,88140-59117,88140-66688,88140-82112,88140-97022,88140-62429,88140-54065,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3084487503,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-142016,88140-15277,88140-153812,88140-66756,88140-66688,88140-70907,88140-70899,88140-9269,88140-54065,,,,,,,,,,,,,,,,,,,
3084487504,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-142016,88140-21897,88140-43214,88140-59207,88140-39245,88140-8608,88140-59261,88140-66756,88140-54065,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3084487505,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-142016,88140-97022,88140-13612,88140-15395,88140-103940,88140-41394,88140-43214,88140-8262,88140-54065,,88140-70899:Auston Matthews,88140-70899,C,Auston,Auston Matthews,Matthews,20.20164014,61,10000,TOR@OTT,TOR,OTT,,,,,,C/UTIL
3084487506,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-142016,88140-43140,88140-43214,88140-59207,88140-82112,88140-8551,88140-97022,88140-62493,88140-54065,,88140-84409:Elias Pettersson,88140-84409,C,Elias,Elias Pettersson,Pettersson,19.89230769,65,9800,VAN@LA,VAN,LA,,,,,,C/UTIL
3084487507,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-15277,88140-21897,88140-142015,88140-159803,88140-39245,88140-41394,88140-97022,88140-43214,88140-104015,,88140-43214:Nikita Kucherov,88140-43214,W,Nikita,Nikita Kucherov,Kucherov,19.14492754,69,9400,MON@TB,TB,MON,,,,,,W/UTIL
3084487508,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-41390,88140-8655,88140-12624,88140-15217,88140-43200,88140-8551,88140-97108,88140-159803,88140-104015,,88140-82170:Jason Robertson,88140-82170,W,Jason,Jason Robertson,Robertson,18.84927501,69,9000,DAL@CGY,DAL,CGY,,,,,,W/UTIL
3084487509,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-142016,88140-142017,88140-21927,88140-59207,88140-70907,88140-82112,88140-146132,88140-8655,88140-54065,,88140-58926:Brayden Point,88140-58926,C,Brayden,Brayden Point,Point,17.29710145,69,8700,MON@TB,TB,MON,,,,,,C/UTIL
3084487510,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-167209,88140-41390,88140-159803,88140-43214,88140-39245,88140-66688,88140-97022,88140-62493,88140-104015,,88140-54565:Andrei Vasilevskiy,88140-54565,G,Andrei,Andrei Vasilevskiy,Vasilevskiy,19.2150948,53,8600,MON@TB,TB,MON,,,,,,G
3084487511,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-15283,88140-8394,88140-117093,88140-15217,88140-103940,88140-43042,88140-159803,88140-43214,88140-54065,,88140-8553:Brian Elliott,88140-8553,G,Brian,Brian Elliott,Elliott,15.03157927,19,8600,MON@TB,TB,MON,,,,,,G
3084487512,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-146132,88140-15283,88140-159803,88140-43214,88140-159801,88140-8551,88140-82087,88140-62429,88140-104015,,88140-142017:Tim Stuetzle,88140-142017,C,Tim,Tim Stuetzle,Stuetzle,17.58281326,64,8600,TOR@OTT,OTT,TOR,,,,,,C/UTIL
3084487513,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-148186,88140-8655,88140-13612,88140-59207,88140-82112,88140-8406,88140-9269,88140-70905,88140-54065,,88140-83235:Ilya Samsonov,88140-83235,G,Ilya,Ilya Samsonov,Samsonov,19.11351384,37,8500,TOR@OTT,TOR,OTT,,,,,,G
3084487514,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-142016,88140-146132,88140-153812,88140-62429,88140-103940,88140-41394,88140-8655,88140-8262,88140-104015,,88140-8594:Sidney Crosby,88140-8594,C,Sidney,Sidney Crosby,Crosby,17.31029376,68,8500,PIT@NYR,PIT,NYR,,,,,,C/UTIL
3084487515,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-142016,88140-14565,88140-159803,88140-43214,88140-62277,88140-66688,88140-59207,88140-66756,88140-54065,,88140-42869:Matt Murray,88140-42869,G,Matt,Matt Murray,Murray,16.65454518,22,8500,TOR@OTT,TOR,OTT,,,,,,G
3084487516,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-142016,88140-15277,88140-43214,88140-81972,88140-53866,88140-8551,88140-21897,88140-97108,88140-54065,,88140-59276:William Nylander,88140-59276,W,William,William Nylander,Nylander,17.79558788,68,8500,TOR@OTT,TOR,OTT,,,,,,W/UTIL
3084487517,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-21897,88140-97108,88140-39238,88140-43214,88140-82112,88140-8608,88140-84346,88140-97069,88140-54065,,88140-12690:Scott Wedgewood,88140-12690,G,Scott,Scott Wedgewood,Wedgewood,15.11999969,20,8400,DAL@CGY,DAL,CGY,DTD,Lower body,,,,G
3084487518,88140-263278494,$300 Sat NHL Five Hole (150 Entries Max),88140-142016,88140-82006,88140-159803,88140-21927,88140-103445,88140-8551,88140-8394,88140-43214,88140-104015,,88140-103202:Jake Oettinger,88140-103202,G,Jake,Jake Oettinger,Oettinger,18.62222177,54,8400,DAL@CGY,DAL,CGY,,,,,,G
