entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3084873711,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-146124,88189-15360,88189-113287,88189-82912,88189-101277,88189-66643,88189-15386,88189-8655,88189-8453,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3084873712,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15360,88189-15386,88189-15315,88189-8142,88189-101277,88189-8669,88189-159629,88189-8655,88189-8453,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3084873713,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15360,88189-159629,88189-21523,88189-73940,88189-66671,88189-70907,88189-8655,88189-81984,88189-8453,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3084873714,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15360,88189-80991,88189-79857,88189-97069,88189-70907,88189-82828,88189-81983,88189-9266,88189-8453,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3084873715,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15360,88189-8655,88189-113287,88189-58881,88189-70907,88189-8669,88189-9266,88189-79857,88189-8453,,,,,,,,,,,,,,,,,,,
3084873716,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15360,88189-59261,88189-58881,88189-79857,88189-70907,88189-97098,88189-80991,88189-8655,88189-8453,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3084873717,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-128506,88189-15360,88189-171491,88189-21523,88189-101277,88189-8669,88189-70910,88189-82156,88189-8453,,88189-111493:Jack Hughes,88189-111493,C,Jack,Jack Hughes,Hughes,20.03692345,65,9900,NJ@TB,NJ,TB,,,,,,C/UTIL
3084873718,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15321,88189-15360,88189-14473,88189-43214,88189-101277,88189-11365,88189-82926,88189-80443,88189-70635,,88189-84409:Elias Pettersson,88189-84409,C,Elias,Elias Pettersson,Pettersson,19.85303104,66,9800,VAN@ANH,VAN,ANH,,,,,,C/UTIL
3084873719,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-128506,88189-15321,88189-66622,88189-79857,88189-21936,88189-42981,88189-15360,88189-81984,88189-8453,,88189-43214:Nikita Kucherov,88189-43214,W,Nikita,Nikita Kucherov,Kucherov,19.15285645,70,9400,NJ@TB,TB,NJ,,,,,,W/UTIL
3084873721,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-128506,88189-15360,88189-70125,88189-80443,88189-101277,88189-13406,88189-15386,88189-14178,88189-8453,,88189-58926:Brayden Point,88189-58926,C,Brayden,Brayden Point,Point,17.2099993,70,8700,NJ@TB,TB,NJ,,,,,,C/UTIL
3084873722,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15360,88189-15386,88189-66622,88189-73940,88189-66671,88189-70907,88189-8655,88189-97069,88189-8453,,88189-104015:Igor Shesterkin,88189-104015,G,Igor,Igor Shesterkin,Shesterkin,18.41538415,52,8500,NSH@NYR,NYR,NSH,,,,,,G
3084873724,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15321,88189-15360,88189-66686,88189-70125,88189-101277,88189-15374,88189-15386,88189-97069,88189-8453,,88189-8453:Jaroslav Halak,88189-8453,G,Jaroslav,Jaroslav Halak,Halak,11.93043452,23,8500,NSH@NYR,NYR,NSH,,,,,,G
3084873725,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15283,88189-15360,88189-70125,88189-8182,88189-39245,88189-61246,88189-159629,88189-81984,88189-8453,,88189-58909:Connor Hellebuyck,88189-58909,G,Connor,Connor Hellebuyck,Hellebuyck,19.67407453,54,8400,WPG@STL,WPG,STL,,,,,,G
3084873726,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15283,88189-15360,88189-142015,88189-73940,88189-66635,88189-70907,88189-81983,88189-82926,88189-8453,,88189-66690:Timo Meier,88189-66690,W,Timo,Timo Meier,Meier,16.90923039,65,8400,NJ@TB,NJ,TB,,,,,,W/UTIL
3084873727,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15346,88189-9266,88189-58907,88189-66622,88189-101277,88189-15356,88189-97096,88189-70125,88189-8453,,88189-12262:Roman Josi,88189-12262,D,Roman,Roman Josi,Josi,18.20895522,67,8400,NSH@NYR,NSH,NYR,DTD,Undisclosed,,,,D/UTIL
3084873728,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15346,88189-15360,88189-39252,88189-43214,88189-101277,88189-11365,88189-70901,88189-97233,88189-70635,,88189-70635:David Rittich,88189-70635,G,David,David Rittich,Rittich,11.65217391,23,8400,WPG@STL,WPG,STL,,,,,,G
3084873729,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15321,88189-15360,88189-39252,88189-58907,88189-12460,88189-42981,88189-15386,88189-66622,88189-8453,,88189-14565:Mika Zibanejad,88189-14565,C,Mika,Mika Zibanejad,Zibanejad,17.11014457,69,8300,NSH@NYR,NYR,NSH,,,,,,C/UTIL
3084873730,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15321,88189-15360,88189-39252,88189-70922,88189-101277,88189-103940,88189-159629,88189-82087,88189-8453,,88189-66411:Juuse Saros,88189-66411,G,Juuse,Juuse Saros,Saros,19.35384662,52,8300,NSH@NYR,NSH,NYR,,,,,,G
3084873731,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15360,88189-70901,88189-66686,88189-81984,88189-101277,88189-14178,88189-42981,88189-82156,88189-8453,,88189-84395:Kevin Lankinen,88189-84395,G,Kevin,Kevin Lankinen,Lankinen,16.97777812,18,8300,NSH@NYR,NSH,NYR,,,,,,G
3084873732,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15346,88189-159629,88189-43214,88189-66686,88189-101277,88189-12460,88189-97096,88189-42981,88189-70635,,88189-58988:Vitek Vanecek,88189-58988,G,Vitek,Vitek Vanecek,Vanecek,17.21818126,44,8100,NJ@TB,NJ,TB,,,,,,G
3084873733,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-128506,88189-159629,88189-43214,88189-66686,88189-101277,88189-70907,88189-54951,88189-81984,88189-8453,,88189-66744:MacKenzie Blackwood,88189-66744,G,MacKenzie,MacKenzie Blackwood,Blackwood,12.2,20,8100,NJ@TB,NJ,TB,IR,Lower body,,,,G
3084873734,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15360,88189-15386,88189-70125,88189-70922,88189-43152,88189-70907,88189-159629,88189-70901,88189-8453,,88189-97247:Akira Schmid,88189-97247,G,Akira,Akira Schmid,Schmid,16.85000038,16,8100,NJ@TB,NJ,TB,,,,,,G
3084873735,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-128506,88189-81983,88189-66686,88189-70125,88189-101277,88189-43152,88189-82167,88189-8182,88189-8453,,88189-54565:Andrei Vasilevskiy,88189-54565,G,Andrei,Andrei Vasilevskiy,Vasilevskiy,19.2150948,53,8000,NJ@TB,TB,NJ,,,,,,G
3084873736,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-111493,88189-13657,88189-82912,88189-97069,88189-11365,88189-70907,88189-15360,88189-70910,88189-8453,,88189-8553:Brian Elliott,88189-8553,G,Brian,Brian Elliott,Elliott,15,20,8000,NJ@TB,TB,NJ,,,,,,G
3084873737,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-137278,88189-146124,88189-66686,88189-70125,88189-101277,88189-11365,88189-159629,88189-70901,88189-8453,,88189-70125:Kyle Connor,88189-70125,W,Kyle,Kyle Connor,Connor,16.08285784,70,7900,WPG@STL,WPG,STL,,,,,,W/UTIL
3084873739,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15321,88189-15360,88189-15313,88189-43214,88189-15374,88189-39245,88189-159629,88189-66686,88189-70635,,88189-8655:Steven Stamkos,88189-8655,C,Steven,Steven Stamkos,Stamkos,16.04782679,69,7800,NJ@TB,TB,NJ,,,,,,C/UTIL
3084873740,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-159629,88189-80991,88189-14473,88189-43214,88189-101277,88189-15374,88189-8182,88189-97069,88189-70635,,88189-73940:Jordan Kyrou,88189-73940,W,Jordan,Jordan Kyrou,Kyrou,16.53230732,65,7600,WPG@STL,STL,WPG,,,,,,W/UTIL
3084873741,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15283,88189-15360,88189-15313,88189-68667,88189-15374,88189-70907,88189-8655,88189-73940,88189-8453,,88189-15356:Dougie Hamilton,88189-15356,D,Dougie,Dougie Hamilton,Hamilton,15.79420361,69,7600,NJ@TB,NJ,TB,,,,,,D/UTIL
3084873742,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15386,88189-159629,88189-43214,88189-58907,88189-103940,88189-70907,88189-70909,88189-97069,88189-8453,,88189-80991:Nico Hischier,88189-80991,C,Nico,Nico Hischier,Hischier,15.98088163,68,7500,NJ@TB,NJ,TB,,,,,,C/UTIL
3084873743,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15321,88189-15360,88189-43214,88189-66622,88189-11365,88189-59139,88189-82167,88189-73894,88189-70635,,88189-70513:Pavel Buchnevich,88189-70513,W,Pavel,Pavel Buchnevich,Buchnevich,14.86111111,54,7500,WPG@STL,STL,WPG,,,,,,W/UTIL
3084873744,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-128506,88189-15321,88189-113287,88189-58907,88189-11365,88189-42981,88189-15360,88189-97233,88189-8453,,88189-42981:Josh Morrissey,88189-42981,D,Josh,Josh Morrissey,Morrissey,15.12058752,68,7400,WPG@STL,WPG,STL,,,,,,D/UTIL
3084873745,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-128506,88189-146124,88189-21523,88189-79857,88189-101277,88189-43122,88189-80991,88189-8142,88189-8453,,88189-82001:Collin Delia,88189-82001,G,Collin,Collin Delia,Delia,10.98666687,15,7300,VAN@ANH,VAN,ANH,,,,,,G
3084873747,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15283,88189-15360,88189-15280,88189-21523,88189-42981,88189-61246,88189-43140,88189-70125,88189-8453,,88189-70251:Thatcher Demko,88189-70251,G,Thatcher,Thatcher Demko,Demko,13.90000025,24,7300,VAN@ANH,VAN,ANH,,,,,,G
3084873748,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-111493,88189-15360,88189-15315,88189-21523,88189-66635,88189-70907,88189-159629,88189-39269,88189-70635,,88189-39253:Filip Forsberg,88189-39253,W,Filip,Filip Forsberg,Forsberg,14.03400024,50,7300,NSH@NYR,NSH,NYR,IR,Upper body,,,,W/UTIL
3084873749,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-128506,88189-15321,88189-70125,88189-79857,88189-70907,88189-80005,88189-70910,88189-97069,88189-8453,,88189-15360:J.T. Miller,88189-15360,C,J.T.,J.T. Miller,Miller,14.99850783,67,7200,VAN@ANH,VAN,ANH,,,,,,C/UTIL
3084873750,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15321,88189-15360,88189-152162,88189-70513,88189-14178,88189-80005,88189-159629,88189-79857,88189-8453,,88189-62493:Artemi Panarin,88189-62493,W,Artemi,Artemi Panarin,Panarin,14.56376847,69,7200,NSH@NYR,NYR,NSH,,,,,,W/UTIL
3084873751,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-128506,88189-146124,88189-171491,88189-39252,88189-116885,88189-70907,88189-15360,88189-79857,88189-8453,,88189-97102:Lukas Dostal,88189-97102,G,Lukas,Lukas Dostal,Dostal,15.59999975,12,7200,VAN@ANH,ANH,VAN,,,,,,G
3084873752,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15360,88189-8655,88189-15280,88189-58686,88189-103940,88189-8669,88189-9266,88189-73826,88189-8453,,88189-38243:Anthony Stolarz,88189-38243,G,Anthony,Anthony Stolarz,Stolarz,9.563636086,22,7200,VAN@ANH,ANH,VAN,IR,Lower body,,,,G
3084873753,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15360,88189-80991,88189-12728,88189-39252,88189-70907,88189-80005,88189-8655,88189-73951,88189-8453,,88189-15268:John Gibson,88189-15268,G,John,John Gibson,Gibson,15.84680825,47,7200,VAN@ANH,ANH,VAN,,,,,,G
3084873754,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-146124,88189-15360,88189-15313,88189-70125,88189-101277,88189-59256,88189-15386,88189-82912,88189-70635,,88189-103940:Adam Fox,88189-103940,D,Adam,Adam Fox,Fox,13.73333298,69,7100,NSH@NYR,NYR,NSH,,,,,,D/UTIL
3084873756,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15321,88189-15360,88189-58907,88189-66622,88189-101277,88189-103940,88189-97096,88189-68667,88189-70635,,88189-96790:Joel Hofer,88189-96790,G,Joel,Joel Hofer,Hofer,29.60000038,1,7000,WPG@STL,STL,WPG,,,,,,G
3084873757,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15321,88189-15346,88189-14473,88189-43214,88189-101277,88189-70915,88189-15360,88189-66622,88189-70635,,88189-8262:Patrick Kane,88189-8262,W,Patrick,Patrick Kane,Kane,13.77419355,62,7000,NSH@NYR,NYR,NSH,,,,,,W/UTIL
3084873758,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-128506,88189-159629,88189-171491,88189-70125,88189-70907,88189-80005,88189-82087,88189-73826,88189-8453,,88189-70901:Pierre-Luc Dubois,88189-70901,C,Pierre-Luc,Pierre-Luc Dubois,Dubois,14.27741955,62,7000,WPG@STL,WPG,STL,,,,,,C/UTIL
3084873759,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15386,88189-82004,88189-43214,88189-70125,88189-101277,88189-11365,88189-80005,88189-8142,88189-70635,,88189-101277:Quinn Hughes,88189-101277,D,Quinn,Quinn Hughes,Hughes,13.12031269,64,7000,VAN@ANH,VAN,ANH,,,,,,D/UTIL
3084873760,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-111493,88189-15360,88189-15313,88189-39252,88189-42981,88189-59256,88189-9266,88189-8182,88189-8453,,88189-8633:Thomas Greiss,88189-8633,G,Thomas,Thomas Greiss,Greiss,13.14285714,21,7000,WPG@STL,STL,WPG,,,,,,G
3084873761,88189-263291584,$300 Sun NHL Five Hole (150 Entries Max),88189-15386,88189-70901,88189-21523,88189-23071,88189-14178,88189-70907,88189-82926,88189-70125,88189-8453,,88189-15339:Jordan Binnington,88189-15339,G,Jordan,Jordan Binnington,Binnington,13.34814792,54,7000,WPG@STL,STL,WPG,O,Suspension,,,,G
