entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3082534559,87947-263223564,$500 Tue NHL Five Hole (150 Entries Max),87947-169054,87947-41390,87947-159803,87947-59218,87947-113276,87947-8551,87947-62869,87947-8275,87947-82115,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3082534560,87947-263223564,$500 Tue NHL Five Hole (150 Entries Max),87947-117104,87947-39269,87947-117103,87947-159803,87947-12262,87947-8551,87947-81974,87947-8594,87947-97232,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3082534561,87947-263223564,$500 Tue NHL Five Hole (150 Entries Max),87947-58331,87947-9189,87947-159803,87947-62429,87947-12447,87947-82174,87947-9269,87947-97240,87947-54065,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3082534562,87947-263223564,$500 Tue NHL Five Hole (150 Entries Max),87947-40036,87947-9269,87947-117058,87947-159803,87947-12262,87947-43042,87947-43139,87947-43214,87947-104015,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3082534563,87947-263223564,$500 Tue NHL Five Hole (150 Entries Max),87947-40036,87947-9269,87947-15269,87947-159803,87947-12262,87947-80005,87947-97116,87947-73885,87947-97232,,,,,,,,,,,,,,,,,,,
3082534564,87947-263223564,$500 Tue NHL Five Hole (150 Entries Max),87947-42705,87947-9189,87947-159803,87947-59218,87947-21926,87947-8551,87947-9269,87947-82049,87947-12283,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3082534565,87947-263223564,$500 Tue NHL Five Hole (150 Entries Max),87947-39269,87947-9269,87947-159803,87947-62429,87947-12262,87947-8406,87947-66690,87947-97240,87947-54065,,87947-64102:Connor McDavid,87947-64102,C,Connor,Connor McDavid,McDavid,26.84626793,67,10700,OTT@EDM,EDM,OTT,,,,,,C/UTIL
3082534566,87947-263223564,$500 Tue NHL Five Hole (150 Entries Max),87947-62788,87947-80286,87947-159803,87947-66756,87947-12262,87947-66688,87947-70125,87947-97240,87947-12283,,87947-59218:David Pastrnak,87947-59218,W,David,David Pastrnak,Pastrnak,22.11384653,65,10300,BOS@CHI,BOS,CHI,,,,,,W/UTIL
3082534567,87947-263223564,$500 Tue NHL Five Hole (150 Entries Max),87947-15321,87947-40036,87947-14563,87947-159803,87947-12262,87947-70915,87947-8594,87947-66408,87947-12283,,87947-58331:Leon Draisaitl,87947-58331,C,Leon,Leon Draisaitl,Draisaitl,20.79692383,65,10100,OTT@EDM,EDM,OTT,,,,,,C/UTIL
3082534568,87947-263223564,$500 Tue NHL Five Hole (150 Entries Max),87947-15321,87947-9269,87947-159803,87947-82045,87947-12262,87947-8967,87947-8275,87947-97240,87947-97232,,87947-111493:Jack Hughes,87947-111493,C,Jack,Jack Hughes,Hughes,20.37903226,62,10000,TB@NJ,NJ,TB,,,,,,C/UTIL
3082534569,87947-263223564,$500 Tue NHL Five Hole (150 Entries Max),87947-15283,87947-40036,87947-146741,87947-159803,87947-82112,87947-8551,87947-8594,87947-70905,87947-97232,,87947-84409:Elias Pettersson,87947-84409,C,Elias,Elias Pettersson,Pettersson,19.92698451,63,9900,DAL@VAN,VAN,DAL,,,,,,C/UTIL
