entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3078422131,87654-263125456,$400 Mon NHL Five Hole (150 Entries Max),87654-15346,87654-52475,87654-152162,87654-66622,87654-42981,87654-43042,87654-58331,87654-70125,87654-12283,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3078422133,87654-263125456,$400 Mon NHL Five Hole (150 Entries Max),87654-113279,87654-58331,87654-128485,87654-59207,87654-41394,87654-8406,87654-68644,87654-97129,87654-66411,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3078422135,87654-263125456,$400 Mon NHL Five Hole (150 Entries Max),87654-113279,87654-58331,87654-62429,87654-74086,87654-8406,87654-8709,87654-9189,87654-74155,87654-12283,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3078422138,87654-263125456,$400 Mon NHL Five Hole (150 Entries Max),87654-137278,87654-58331,87654-12624,87654-58877,87654-14456,87654-54126,87654-9269,87654-70125,87654-14466,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3078422139,87654-263125456,$400 Mon NHL Five Hole (150 Entries Max),87654-52475,87654-58331,87654-60686,87654-79935,87654-12262,87654-66688,87654-8714,87654-82120,87654-12283,,,,,,,,,,,,,,,,,,,
3078422143,87654-263125456,$400 Mon NHL Five Hole (150 Entries Max),87654-117104,87654-58331,87654-66686,87654-80443,87654-12262,87654-12411,87654-8741,87654-8178,87654-82115,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3078422145,87654-263125456,$400 Mon NHL Five Hole (150 Entries Max),87654-15321,87654-8394,87654-59207,87654-66561,87654-12411,87654-169056,87654-70125,87654-82024,87654-66411,,87654-64102:Connor McDavid,87654-64102,C,Connor,Connor McDavid,McDavid,27.08437538,64,10800,EDM@BUF,EDM,BUF,,,,,,C/UTIL
3078422147,87654-263125456,$400 Mon NHL Five Hole (150 Entries Max),87654-137278,87654-52475,87654-12624,87654-8182,87654-12262,87654-8628,87654-58331,87654-97129,87654-14466,,87654-70924:Tage Thompson,87654-70924,C,Tage,Tage Thompson,Thompson,20.52786805,61,10200,EDM@BUF,BUF,EDM,,,,,,C/UTIL
3078422148,87654-263125456,$400 Mon NHL Five Hole (150 Entries Max),87654-15321,87654-52475,87654-13612,87654-58907,87654-152482,87654-80005,87654-64102,87654-66677,87654-14466,,87654-58331:Leon Draisaitl,87654-58331,C,Leon,Leon Draisaitl,Draisaitl,21.21451692,62,10000,EDM@BUF,EDM,BUF,,,,,,C/UTIL
3078422150,87654-263125456,$400 Mon NHL Five Hole (150 Entries Max),87654-52475,87654-58331,87654-15239,87654-66756,87654-37883,87654-42981,87654-66790,87654-70125,87654-82115,,87654-84409:Elias Pettersson,87654-84409,C,Elias,Elias Pettersson,Pettersson,20.09499919,60,9800,NSH@VAN,VAN,NSH,,,,,,C/UTIL
3078422152,87654-263125456,$400 Mon NHL Five Hole (150 Entries Max),87654-15346,87654-58331,87654-12728,87654-62429,87654-66712,87654-80005,87654-8741,87654-8406,87654-82115,,87654-82170:Jason Robertson,87654-82170,W,Jason,Jason Robertson,Robertson,19.19047619,63,9500,CGY@DAL,DAL,CGY,,,,,,W/UTIL
3078422154,87654-263125456,$400 Mon NHL Five Hole (150 Entries Max),87654-117104,87654-58331,87654-15239,87654-70125,87654-37883,87654-54126,87654-66688,87654-8182,87654-14466,,87654-11301:Cam Talbot,87654-11301,G,Cam,Cam Talbot,Talbot,15.27499962,32,8800,OTT@CHI,OTT,CHI,,,,,,G
3078422156,87654-263125456,$400 Mon NHL Five Hole (150 Entries Max),87654-12417,87654-58331,87654-43134,87654-62429,87654-103753,87654-42910,87654-9269,87654-74155,87654-82115,,87654-117110:Mads Sogaard,87654-117110,G,Mads,Mads Sogaard,Sogaard,18.80000051,6,8800,OTT@CHI,OTT,CHI,,,,,,G
3078422157,87654-263125456,$400 Mon NHL Five Hole (150 Entries Max),87654-52475,87654-58331,87654-128490,87654-66408,87654-42981,87654-64101,87654-9269,87654-82120,87654-82115,,87654-8718:Alex Ovechkin,87654-8718,W,Alex,Alex Ovechkin,Ovechkin,17.93728896,59,8700,WSH@LA,WSH,LA,,,,,,W/UTIL
