entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3088322696,88469-263381619,$400 Mon NHL Five Hole (150 Entries Max),88469-169115,88469-41391,88469-153985,88469-55375,88469-62277,88469-73909,88469-82850,88469-83057,88469-12163,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3088322697,88469-263381619,$400 Mon NHL Five Hole (150 Entries Max),88469-113269,88469-15386,88469-12439,88469-128511,88469-103032,88469-169056,88469-41391,88469-41393,88469-97232,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3088322698,88469-263381619,$400 Mon NHL Five Hole (150 Entries Max),88469-148186,88469-8294,88469-55375,88469-70904,88469-82112,88469-97129,88469-73885,88469-97079,88469-97232,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3088322699,88469-263381619,$400 Mon NHL Five Hole (150 Entries Max),88469-113279,88469-39249,88469-15315,88469-55375,88469-60674,88469-62277,88469-41391,88469-9259,88469-12163,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3088322700,88469-263381619,$400 Mon NHL Five Hole (150 Entries Max),88469-41391,88469-41393,88469-142022,88469-148097,88469-23438,88469-62277,88469-153985,88469-23222,88469-12163,,,,,,,,,,,,,,,,,,,
3088322701,88469-263381619,$400 Mon NHL Five Hole (150 Entries Max),88469-159629,88469-169115,88469-74076,88469-83057,88469-66515,88469-85132,88469-41391,88469-82850,88469-12163,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3088322702,88469-263381619,$400 Mon NHL Five Hole (150 Entries Max),88469-113279,88469-15307,88469-12253,88469-15306,88469-169056,88469-53866,88469-41391,88469-70168,88469-12163,,88469-64102:Connor McDavid,88469-64102,C,Connor,Connor McDavid,McDavid,26.8753428,73,10700,EDM@ARI,EDM,ARI,,,,,,C/UTIL
3088322703,88469-263381619,$400 Mon NHL Five Hole (150 Entries Max),88469-113279,88469-41391,88469-55375,88469-70922,88469-11365,88469-8528,88469-41393,88469-82198,88469-97232,,88469-41391:Nathan MacKinnon,88469-41391,C,Nathan,Nathan MacKinnon,MacKinnon,23.57704838,61,10300,COL@ANH,COL,ANH,,,,,,C/UTIL
3088322704,88469-263381619,$400 Mon NHL Five Hole (150 Entries Max),88469-41391,88469-41393,88469-15306,88469-70922,88469-103032,88469-73909,88469-85132,88469-9259,88469-97232,,88469-58331:Leon Draisaitl,88469-58331,C,Leon,Leon Draisaitl,Draisaitl,21.38450773,71,10100,EDM@ARI,EDM,ARI,,,,,,C/UTIL
3088322705,88469-263381619,$400 Mon NHL Five Hole (150 Entries Max),88469-113269,88469-142017,88469-107994,88469-82812,88469-142019,88469-55607,88469-152882,88469-41391,88469-97232,,88469-70904:Matthew Tkachuk,88469-70904,W,Matthew,Matthew Tkachuk,Tkachuk,20.45142822,70,10000,FLA@OTT,FLA,OTT,,,,,,W/UTIL
3088322706,88469-263381619,$400 Mon NHL Five Hole (150 Entries Max),88469-159629,88469-41391,88469-148097,88469-84346,88469-62277,88469-73909,88469-82006,88469-82972,88469-97232,,88469-111493:Jack Hughes,88469-111493,C,Jack,Jack Hughes,Hughes,20.22318876,69,10000,NJ@NYI,NJ,NYI,,,,,,C/UTIL
3088322707,88469-263381619,$400 Mon NHL Five Hole (150 Entries Max),88469-41391,88469-54743,88469-148097,88469-21122,88469-23438,88469-61859,88469-82122,88469-9092,88469-12163,,88469-70924:Tage Thompson,88469-70924,C,Tage,Tage Thompson,Thompson,19.09444512,72,9800,MON@BUF,BUF,MON,,,,,,C/UTIL
3088322708,88469-263381619,$400 Mon NHL Five Hole (150 Entries Max),88469-113269,88469-21897,88469-142022,88469-14473,88469-103032,88469-70199,88469-41391,88469-42478,88469-97232,,88469-66737:Mikko Rantanen,88469-66737,W,Mikko,Mikko Rantanen,Rantanen,19.33333333,72,9700,COL@ANH,COL,ANH,,,,,,W/UTIL
