entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3066239103,86852-262822860,$500 Thu NHL Five Hole (150 Entries Max),86852-41390,86852-62445,86852-117058,86852-74086,86852-113272,86852-113276,86852-64102,86852-8495,86852-82115,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3066239104,86852-262822860,$500 Thu NHL Five Hole (150 Entries Max),86852-64102,86852-66685,86852-21523,86852-39238,86852-12244,86852-73909,86852-70279,86852-53465,86852-82115,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3066239105,86852-262822860,$500 Thu NHL Five Hole (150 Entries Max),86852-21897,86852-62157,86852-73972,86852-9321,86852-113276,86852-53866,86852-64102,86852-80991,86852-70509,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3066239106,86852-262822860,$500 Thu NHL Five Hole (150 Entries Max),86852-41391,86852-64102,86852-12644,86852-8495,86852-43152,86852-66671,86852-70279,86852-70910,86852-70509,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3066239107,86852-262822860,$500 Thu NHL Five Hole (150 Entries Max),86852-21897,86852-64102,86852-12644,86852-74008,86852-55607,86852-8611,86852-66685,86852-74076,86852-82094,,,,,,,,,,,,,,,,,,,
3066239108,86852-262822860,$500 Thu NHL Five Hole (150 Entries Max),86852-58878,86852-64102,86852-117058,86852-43135,86852-8551,86852-8669,86852-80991,86852-73972,86852-84324,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3066239109,86852-262822860,$500 Thu NHL Five Hole (150 Entries Max),86852-15287,86852-62157,86852-12644,86852-66756,86852-64101,86852-8669,86852-64102,86852-74076,86852-97232,,86852-64102:Connor McDavid,86852-64102,C,Connor,Connor McDavid,McDavid,25.93529316,51,10600,EDM@PHI,EDM,PHI,,,,,,C/UTIL
3066239110,86852-262822860,$500 Thu NHL Five Hole (150 Entries Max),86852-101993,86852-15287,86852-117058,86852-12644,86852-64101,86852-8651,86852-152882,86852-64102,86852-97232,,86852-41391:Nathan MacKinnon,86852-41391,C,Nathan,Nathan MacKinnon,MacKinnon,22.60789409,38,10200,COL@TB,COL,TB,,,,,,C/UTIL
3066239112,86852-262822860,$500 Thu NHL Five Hole (150 Entries Max),86852-41391,86852-42839,86852-59209,86852-8495,86852-12812,86852-43093,86852-43176,86852-70279,86852-12163,,86852-58331:Leon Draisaitl,86852-58331,C,Leon,Leon Draisaitl,Draisaitl,20.99591936,49,10100,EDM@PHI,EDM,PHI,,,,,,C/UTIL
3066239113,86852-262822860,$500 Thu NHL Five Hole (150 Entries Max),86852-15287,86852-41391,86852-142018,86852-41392,86852-113272,86852-8669,86852-8495,86852-97069,86852-12163,,86852-111493:Jack Hughes,86852-111493,C,Jack,Jack Hughes,Hughes,21.46399902,50,10000,SEA@NJ,NJ,SEA,DTD,Upper body,,,,C/UTIL
