entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,,Instructions,,,,,,,,,,,,,,,,,
3076493021,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-54743,87506-84409,87506-23071,87506-42773,87506-103940,87506-12613,87506-61859,87506-43139,87506-42868,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
3076493022,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-80286,87506-82004,87506-58891,87506-59218,87506-11170,87506-12411,87506-8594,87506-8640,87506-42868,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
3076493023,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-152882,87506-82041,87506-12624,87506-15217,87506-62923,87506-66688,87506-21927,87506-59218,87506-42868,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
3076493024,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-15277,87506-62788,87506-142018,87506-58686,87506-12299,87506-70907,87506-80286,87506-9189,87506-54565,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
3076493025,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-142016,87506-8555,87506-107994,87506-135875,87506-103940,87506-21648,87506-21927,87506-8275,87506-42868,,,,,,,,,,,,,,,,,,,
3076493026,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-43176,87506-8595,87506-21686,87506-59218,87506-23225,87506-37881,87506-62429,87506-8875,87506-42868,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
3076493027,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-40036,87506-66713,87506-153985,87506-62429,87506-61859,87506-70907,87506-80286,87506-8875,87506-54565,,87506-70924:Tage Thompson,87506-70924,C,Tage,Tage Thompson,Thompson,20.79491567,59,10200,BUF@BOS,BUF,BOS,,,,,,C/UTIL
3076493028,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-8175,87506-8741,87506-153985,87506-79935,87506-103936,87506-66688,87506-9269,87506-8615,87506-54565,,87506-59218:David Pastrnak,87506-59218,W,David,David Pastrnak,Pastrnak,22.00166626,60,10100,BUF@BOS,BOS,BUF,,,,,,W/UTIL
3076493030,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-54743,87506-82004,87506-107994,87506-148097,87506-12262,87506-21648,87506-73940,87506-8615,87506-42868,,87506-70899:Auston Matthews,87506-70899,C,Auston,Auston Matthews,Matthews,19.91851807,54,10000,TOR@CGY,TOR,CGY,,,,,,C/UTIL
3076493031,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-42705,87506-9266,87506-54477,87506-59218,87506-43042,87506-8608,87506-74086,87506-8615,87506-42868,,87506-84409:Elias Pettersson,87506-84409,C,Elias,Elias Pettersson,Pettersson,20.09827502,58,9700,MIN@VAN,VAN,MIN,,,,,,C/UTIL
3076493033,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-23041,87506-43176,87506-135875,87506-8262,87506-103940,87506-12411,87506-54743,87506-8640,87506-42868,,87506-70904:Matthew Tkachuk,87506-70904,W,Matthew,Matthew Tkachuk,Tkachuk,19.87966143,59,9600,NSH@FLA,FLA,NSH,,,,,,W/UTIL
3076493034,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-40036,87506-73949,87506-107994,87506-111471,87506-12262,87506-39464,87506-82004,87506-9269,87506-42868,,87506-43214:Nikita Kucherov,87506-43214,W,Nikita,Nikita Kucherov,Kucherov,19.26500041,60,9500,PIT@TB,TB,PIT,,,,,,W/UTIL
3076493035,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-73949,87506-82087,87506-12624,87506-142015,87506-103940,87506-61859,87506-74155,87506-97022,87506-54565,,87506-82170:Jason Robertson,87506-82170,W,Jason,Jason Robertson,Robertson,18.76229508,61,9200,DAL@CHI,DAL,CHI,,,,,,W/UTIL
3076493036,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-117104,87506-8741,87506-58686,87506-74086,87506-103940,87506-12411,87506-55607,87506-8556,87506-54565,,87506-135875:Kirill Kaprizov,87506-135875,W,Kirill,Kirill Kaprizov,Kaprizov,18.83770452,61,9000,MIN@VAN,MIN,VAN,,,,,,W/UTIL
3076493037,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-178155,87506-8741,87506-103130,87506-12624,87506-103940,87506-113276,87506-66688,87506-21122,87506-54565,,87506-54809:Linus Ullmark,87506-54809,G,Linus,Linus Ullmark,Ullmark,24.63589712,39,8800,BUF@BOS,BOS,BUF,,,,,,G
3076493039,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-62157,87506-62788,87506-42773,87506-55375,87506-11158,87506-23228,87506-70899,87506-41394,87506-42868,,87506-120415:Jeremy Swayman,87506-120415,G,Jeremy,Jeremy Swayman,Swayman,16.26666712,27,8800,BUF@BOS,BOS,BUF,,,,,,G
3076493040,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-70899,87506-82004,87506-15269,87506-8275,87506-59147,87506-62277,87506-8741,87506-8875,87506-42868,,87506-59276:William Nylander,87506-59276,W,William,William Nylander,Nylander,18.08196721,61,8800,TOR@CGY,TOR,CGY,,,,,,W/UTIL
3076493041,87506-263070274,$400 Thu NHL Five Hole (150 Entries Max),87506-103262,87506-178155,87506-59218,87506-66756,87506-66688,87506-8608,87506-41390,87506-97022,87506-42868,,87506-58926:Brayden Point,87506-58926,C,Brayden,Brayden Point,Point,17.43166707,60,8700,PIT@TB,TB,PIT,,,,,,C/UTIL
