RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
arizona4300,42,Arizona,4300,ARI,MIA,,,6.8,14.2,-0.2,0.16,1.6,7,2,6.64,0,0.72,0,0,2,0,0.34,-3,0,27.3,21.8,1.3,-5.5,49,58,0,0,0,0,0,0,0,0,0,0,0,0,2.01,6.58,0,0,0,0,0,0,0,0,0,0,0,0,9.7,100,0,0,100,1,0,30,60,0.9,1000,0,0,85,0.71,0.14,14,D,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.4973,0.4724,0.0119,0.0377,7.25,11.36,5.5,3.38,0.1824,arizona,arizona,a,arizona4300,51377-12546:Arizona Cardinals,51377-12546,D,a,Arizona Cardinals,cardinals,7,7,4300,MIA@ARI,ARI,MIA,,,,Cardinals,Cardinals,arizona,arizona4300
atlanta3300,51.28,Atlanta,3300,ATL,DEN,,,6.7,13.4,-0.6,3.27,2,11,3,3.43,-7,0.29,0,0,2,0,0.85,4.2,0,27.3,22.8,1.5,-4.5,50,56,0,0,0,0,0,0,0,0,0,0,0,0,2.71,5.76,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,80,0.6,0.2,50,5.9,1.1,-300,0,0,68,0.52,0.31,19,D,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.5136,0.5042,0.017,0.0433,7.78,8.88,6.29,3.64,0.2042,atlanta,atlanta,a,atlanta3300,51377-12525:Atlanta Falcons,51377-12525,D,a,Atlanta Falcons,falcons,2.75,8,3300,DEN@ATL,ATL,DEN,,,,Falcons,Falcons,atlanta,atlanta3300
baltimore4500,37.48,Baltimore,4500,BAL,@IND,,,6.7,13.4,0,-0.59,1.5,3,16,7.29,1,0.78,0,0,1,0,0.71,-0.7,0,23.5,24.5,-0.8,1,48,66,0,0,0,0,0,0,0,0,0,0,0,0,1.76,9,0,0,0,0,0,0,0,0,0,0,0,0,13,-400,0,0,100,0.66,0,30,11.2,2.4,-300,0,0,94,0.73,0.05,19,D,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.4501,0.438,0.0107,0.0361,6.08,6.86,3.91,30,0.2188,baltimore,baltimore,b,baltimore4500,51377-12555:Baltimore Ravens,51377-12555,D,b,Baltimore Ravens,ravens,11.42857143,7,4500,BAL@IND,BAL,IND,,,,Ravens,Ravens,baltimore,baltimore4500
buffalo3900,14.75,Buffalo,3900,BUF,SEA,,,4.1,10.9,-0.3,-1.26,1.1,1,12,5.36,0,0.72,0,0,1,0,0.26,-1.9,0,26,29,1,3,55,37,0,0,0,0,0,0,0,0,0,0,0,0,2.19,7.83,0,0,0,0,0,0,0,0,0,63,0.62,0.01,7,100,0,0,100,0.33,0,30,8.4,0.3,-800,0,0,100,0.57,0,19,D,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.4882,0.5472,0.0126,0.0374,6.75,10.07,5.33,3.75,0.2119,buffalo,buffalo,b,buffalo3900,51377-12526:Buffalo Bills,51377-12526,D,b,Buffalo Bills,bills,4.75,8,3900,SEA@BUF,BUF,SEA,,,,Bills,Bills,buffalo,buffalo3900
carolina3100,15.16,Carolina,3100,CAR,@KC,,,2.8,8.4,-0.8,0.02,0.9,1,2,2.78,-4,0.45,0,0,1,0,0.71,-0.7,0,20.8,30.8,1,10,51.5,43,0,0,0,0,0,0,0,0,0,0,0,0,1.32,5.08,0,0,0,0,0,0,0,0,0,73,0.57,0.01,3.5,-400,0,0,100,0.25,0,40,2.4,-2.3,-300,0,0,75,0.12,0.25,16,D,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.5188,0.5491,0.0072,0.05,7.33,11.44,4.75,30,0.224,carolina,carolina,c,carolina3100,51377-12553:Carolina Panthers,51377-12553,D,c,Carolina Panthers,panthers,3.75,8,3100,CAR@KC,CAR,KC,,,,Panthers,Panthers,carolina,carolina3100
chicago4000,19.01,Chicago,4000,CHI,@TEN,,,4.9,12.7,-0.7,-0.78,1.2,3,4,5.68,-7,0.29,0,0,0,0,0.85,-2.7,0,20,26.5,-0.3,6.5,46.5,48,0,0,0,0,0,0,0,0,0,0,0,0,1.76,4.59,0,0,0,0,0,0,0,0,0,78,0.53,0.01,8,-100,0,0,100,0.66,0,30,4.8,-2.2,-400,0,0,95,0.28,0.04,21,D,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.4409,0.4457,0.0101,0.032,6.56,9.44,4.2,2.43,0.1656,chicago,chicago,c,chicago4000,51377-12527:Chicago Bears,51377-12527,D,c,Chicago Bears,bears,6.25,8,4000,CHI@TEN,CHI,TEN,,,,Bears,Bears,chicago,chicago4000
dallas3000,20.19,Dallas,3000,DAL,PIT,,,4.1,10.8,-0.4,1.64,1.4,1,2,2.46,-1,0.64,0,0,1,0,0.71,-3.8,0,15,29,1.2,14,44,36,0,0,0,0,0,0,0,0,0,0,0,0,1.13,6.43,0,0,0,0,0,0,0,0,0,0,0,0,5.3,-500,0,0,75,0.5,0.25,40,3.2,-3,-800,0,0,68,0.26,0.31,19,D,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.4858,0.5245,0.0059,0.0491,7.06,10,4.94,2.85,0.2313,dallas,dallas,d,dallas3000,51377-12530:Dallas Cowboys,51377-12530,D,d,Dallas Cowboys,cowboys,2.75,8,3000,PIT@DAL,DAL,PIT,,,,Cowboys,Cowboys,dallas,dallas3000
denver4200,15.49,Denver,4200,DEN,@ATL,,,4.6,13,-0.4,-1.72,1.1,1,3,6.32,6,0.94,0,0,1,0,0.26,-1.5,0,22.8,27.3,1,4.5,50,44,0,0,0,0,0,0,0,0,0,0,0,0,1.98,8.12,0,0,0,0,0,0,0,0,0,0,0,0,8,300,0,0,100,1,0,30,6.7,0.1,-300,0,0,100,0.46,0,15,D,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.4832,0.5107,0.0115,0.0364,7.3,9.93,5.23,2.64,0.1439,denver,denver,d,denver4200,51377-12531:Denver Broncos,51377-12531,D,d,Denver Broncos,broncos,6.142857143,7,4200,DEN@ATL,DEN,ATL,,,,Broncos,Broncos,denver,denver4200
detroit3200,25.05,Detroit,3200,DET,@MIN,,,4.4,10.5,-0.5,1.29,1.4,1,4,3.11,-2,0.57,0,0,1,0,0.8,1.9,0,24,27.5,-0.8,3.5,51.5,46,0,0,0,0,0,0,0,0,0,0,0,0,1.65,4.41,0,0,0,0,0,0,0,0,0,0,0,0,3.3,-200,0,0,66,0.33,0.33,30,30,-2.6,-500,0,0,75,0.12,0.25,16,D,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.5368,0.4829,0.0092,0.0468,7.67,9.8,4.62,3.33,0.2313,detroit,detroit,d,detroit3200,51377-12532:Detroit Lions,51377-12532,D,d,Detroit Lions,lions,2.142857143,7,3200,DET@MIN,DET,MIN,,,,Lions,Lions,detroit,detroit3200
houston3700,65.14,Houston,3700,HOU,@JAX,,,7.7,13.9,-0.1,2.99,2.1,11,4,4.71,-4,0.45,0,0,3,0,0.94,2.1,0,28,21,-0.8,-7,49,65,0,0,0,0,0,0,0,0,0,0,0,0,1.71,5.76,0,0,0,0,0,0,0,0,0,73,0.81,0.09,4.3,0,0,0,66,0.33,0.33,30,4.8,-1.3,700,0,0,80,0.33,0.19,21,D,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.5352,0.509,0.0088,0.0548,7.85,11.93,5.86,3.46,0.2335,houston,houston,h,houston3700,51377-12556:Houston Texans,51377-12556,D,h,Houston Texans,texans,2.571428571,7,3700,HOU@JAC,HOU,JAC,,,,Texans,Texans,houston,houston3700
