RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,act_pts,lev_rank,leverage,buzz,sr,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master
jones7800rba,91.60,Aaron Jones,7800,GB,@DET,,,15.52,20.1,11.0,1.86,2.0,29.3,13.66,5.5,-3.0,0.67,0.0,0.0,7.0,0.0,0.87,0.6,38.0,26.8,22.8,-0.2,-4.0,49.5,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,60.0,5.5,0.1,0.5760000000000001,1.47,0.65,0.24,0.0,0.0,0.0,14.2,200,0.79,0.34,50.0,0.5,0.5,40.0,14.2,1.3,1800.0,0.93,0.37,45.0,0.31,0.31,22.0,RB,54,0.2,0.507,0.586,11.0,4.0,3.0,22.0,11.0,70.0,0.3,0.0,0.133,0.467,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jones,aaron jones,a,jones7800rba
etienne7600rbt,90.69,T. Etienne Jr.,7600,JAX,LV,,,16.55,21.3,11.8,3.39,2.2,25.0,13.16,25.6,-1.0,0.76,0.0,0.0,8.0,0.0,0.08,-2.7,37.0,22.8,25.3,0.8,2.5,48.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,71.0,6.2,0.3,0.522,1.28,0.5,0.39,76.0,0.89,0.22,16.7,2000,0.92,0.37,100.0,0.75,0.0,40.0,9.7,0.9,1600.0,0.66,0.26,38.0,0.14,0.14,21.0,RB,54,0.222,0.495,0.5539999999999999,11.0,3.0,2.0,19.0,13.0,9.2,0.0,0.0,0.105,0.579,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,etienne,t. etienne jr.,t,etienne7600rbt
stevenson8000rbr,90.60,R. Stevenson,8000,NE,IND,,,16.65,21.4,11.9,2.49,2.1,23.9,14.16,14.5,1.0,0.84,0.0,0.0,11.0,0.0,0.01,-1.1,33.0,22.3,17.8,1.8,-4.5,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,68.0,4.9,0.5,0.523,2.47,1.18,0.82,71.0,0.77,0.0,19.8,2000,0.84,0.4,100.0,0.5,0.0,40.0,10.8,20.0,2000.0,0.64,0.33,75.0,0.29,0.16,24.0,RB,54,0.4,0.501,0.547,13.0,3.0,2.0,17.0,9.0,70.0,0.0,0.0,0.19399999999999998,0.444,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stevenson,r. stevenson,r,stevenson8000rbr
ekeler9400rba,90.00,Austin Ekeler,9400,LAC,@ATL,,,18.76,24.2,13.3,1.11,2.0,19.9,17.65,20.6,4.0,0.92,0.0,0.0,8.0,0.0,0.41,-1.2,45.0,26.3,23.8,-1.2,-2.5,50.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,54.0,4.2,0.8,0.495,3.47,1.59,0.76,0.0,0.0,0.0,25.8,400,1.09,0.5,100.0,0.5,0.0,40.0,19.5,2.5,3400.0,0.98,0.43,69.0,0.21,0.13,23.0,RB,54,0.75,0.532,0.63,12.0,7.0,5.0,43.0,16.0,7.8,0.5,0.0,0.289,0.579,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ekeler,austin ekeler,a,ekeler9400rba
jacobs8800rbj,88.52,Josh Jacobs,8800,LV,@JAX,,,17.11,22.1,12.2,0.95,1.9,11.9,16.16,10.2,8.0,0.96,0.0,0.0,10.0,0.0,0.04,-0.9,44.0,25.3,22.8,0.3,-2.5,48.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,74.0,4.8,0.6,0.615,2.72,1.61,0.78,76.0,0.89,0.22,24.3,1600,1.14,0.56,75.0,0.75,0.25,40.0,15.6,3.3,2800.0,0.79,0.35,72.0,0.36,0.18,22.0,RB,54,0.833,0.736,0.69,15.0,4.0,3.0,21.0,10.0,6.3,0.0,0.0,0.222,0.489,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jacobs,josh jacobs,j,jacobs8800rbj
singletary6000rbd,87.58,Devin Singletary,6000,BUF,@NYJ,,,10.64,14.1,7.2,1.47,1.8,12.7,9.17,6.8,-6.0,0.57,0.0,0.0,5.0,0.0,0.9,-1.4,47.0,28.3,17.8,1.0,-10.5,46.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,50.0,4.4,0.4,0.5,2.94,1.59,0.88,72.0,0.75,0.06,8.9,0,0.58,0.2,100.0,0.33,0.0,30.0,9.3,0.3,0.0,0.62,0.2,66.0,0.26,0.26,30.0,RB,54,0.375,0.391,0.6990000000000001,11.0,3.0,2.0,21.0,9.0,7.6,0.1,0.0,0.15,0.425,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,singletary,devin singletary,d,singletary6000rbd
mostert6500rbr,87.32,Raheem Mostert,6500,MIA,@CHI,,,11.67,15.1,8.2,1.25,1.8,7.9,10.42,8.6,2.0,0.87,0.0,0.0,5.0,0.0,0.87,1.9,39.0,25.0,21.0,2.5,-4.0,46.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,56.0,4.5,0.1,0.564,0.83,0.39,0.11,59.0,0.56,0.0,12.5,700,0.69,0.28,100.0,0.5,0.0,40.0,8.6,0.2,500.0,0.57,0.22,34.0,0.07,0.07,26.0,RB,54,0.2,0.6409999999999999,0.616,12.0,2.0,1.0,12.0,8.0,7.5,0.1,0.0,0.091,0.545,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mostert,raheem mostert,r,mostert6500rbr
jackson5000rbd,87.00,Deon Jackson,5000,IND,@NE,,,10.94,14.2,7.7,4.26,2.2,33.9,6.68,4.6,-12.0,0.4,0.0,0.0,3.0,0.0,0.95,-3.4,15.0,17.8,22.3,-2.7,4.5,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,3.0,0.3,0.37200000000000005,0.56,0.13,0.13,71.0,0.77,0.0,7.7,-600,0.73,0.29,33.0,0.33,0.66,30.0,5.7,0.7,-1000.0,0.8,0.38,23.0,0.19,0.28,21.0,RB,54,0.2,0.127,0.243,5.0,1.0,1.0,13.0,5.0,7.7,0.0,0.0,0.28600000000000003,0.7140000000000001,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jackson,deon jackson,d,jackson5000rbd
fournette7100rbl,84.25,Leonard Fournette,7100,TB,LA,,,12.72,16.4,9.0,0.8,1.8,4.3,11.92,8.5,6.0,0.95,0.0,0.0,5.0,0.0,0.84,-3.5,49.0,22.8,19.8,0.5,-3.0,42.5,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,54.0,4.0,0.4,0.508,2.65,1.59,1.06,81.0,0.69,0.16,16.0,-700,0.86,0.33,80.0,0.2,0.2,50.0,14.7,20.0,1100.0,0.74,0.3,60.0,0.2,0.2,25.0,RB,54,0.6,0.693,0.7240000000000001,13.0,6.0,5.0,34.0,13.0,6.4,0.4,0.0,0.133,0.467,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fournette,leonard fournette,l,fournette7100rbl
mixon8100rbj,83.73,Joe Mixon,8100,CIN,CAR,,,14.37,18.5,10.3,-0.04,1.8,12.2,14.41,53.1,2.0,0.87,0.0,0.0,7.0,0.0,0.03,-1.6,48.0,24.8,17.8,-0.7,-7.0,42.5,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,66.0,3.8,0.6,0.496,3.71,2.53,1.35,71.0,0.45,0.0,12.8,400,0.76,0.3,100.0,0.0,0.0,40.0,14.8,0.4,2100.0,0.67,0.31,56.0,0.2,0.28,25.0,RB,54,0.667,0.7,0.716,17.0,4.0,3.0,23.0,11.0,6.4,0.1,0.0,0.18899999999999997,0.509,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixon,joe mixon,j,mixon8100rbj
cook8500rbd,79.87,Dalvin Cook,8500,MIN,@WAS,,,15.0,19.4,10.6,-0.41,1.8,7.8,15.41,12.6,8.0,0.96,0.0,0.0,7.0,0.0,0.31,-1.1,45.0,23.3,20.3,1.0,-3.0,43.5,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,85.0,4.8,0.6,0.494,3.12,1.94,1.06,75.0,0.73,0.09,20.8,1200,1.04,0.43,100.0,0.66,0.0,30.0,12.7,-1.9,2500.0,0.6,0.28,35.0,0.17,0.5,28.0,RB,54,0.563,0.7709999999999999,0.705,17.0,3.0,2.0,17.0,10.0,6.7,0.0,0.0,0.146,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cook,dalvin cook,d,cook8500rbd
walker8300rbk,79.51,K. Walker III,8300,SEA,@ARI,,,13.86,17.9,9.8,-1.05,1.7,11.2,14.91,26.4,3.0,0.9,0.0,0.0,5.0,0.0,0.01,-1.1,40.0,23.5,26.0,2.2,2.5,49.5,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,86.0,5.6,1.0,0.295,2.13,0.5,0.13,0.0,0.0,0.0,18.3,3000,0.98,0.42,75.0,0.75,0.0,40.0,9.9,0.9,2300.0,0.59,0.25,33.0,0.25,0.33,12.0,RB,54,0.625,0.515,0.625,15.0,1.0,0.0,1.0,0.0,2.3,0.0,0.0,0.17600000000000002,0.294,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walker,k. walker iii,k,walker8300rbk
conner6600rbj,76.98,James Conner,6600,ARI,SEA,,,9.54,12.6,6.5,-1.13,1.4,2.0,10.67,8.9,3.0,0.9,0.0,0.0,2.0,0.0,0.25,0.1,46.0,26.0,23.5,-1.8,-2.5,49.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,49.0,3.7,0.7,0.512,1.88,1.35,0.94,0.0,0.0,0.0,6.8,-100,0.68,0.28,20.0,0.0,0.0,50.0,14.8,1.6,600.0,0.83,0.32,39.0,0.21,0.21,23.0,RB,54,0.5329999999999999,0.435,0.6509999999999999,13.0,4.0,3.0,37.0,18.0,9.7,0.3,0.0,0.276,0.517,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,conner,james conner,j,conner6600rbj
dillon6100rba,76.66,AJ Dillon,6100,GB,@DET,,,8.26,10.7,5.8,-1.16,1.4,1.7,9.42,5.4,1.0,0.84,0.0,0.0,2.0,0.0,0.87,0.6,32.0,26.8,22.8,-0.2,-4.0,49.5,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49.0,4.1,0.4,0.583,2.65,1.29,0.76,0.0,0.0,0.0,4.7,-600,0.51,0.19,50.0,0.0,0.5,40.0,10.1,-0.1,100.0,0.68,0.32,68.0,0.22,0.18,22.0,RB,54,0.545,0.42100000000000004,0.503,12.0,2.0,2.0,18.0,10.0,8.2,0.1,0.0,0.15,0.55,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dillon,aj dillon,a,dillon6100rba
gibson6100rba,75.89,Antonio Gibson,6100,WAS,MIN,,,9.43,12.3,6.6,0.01,1.5,9.9,9.42,5.7,-5.0,0.6,0.0,0.0,3.0,0.0,0.41,-3.7,35.0,20.3,23.3,-2.0,3.0,43.5,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,55.0,3.9,0.4,0.489,3.39,1.78,1.17,75.0,0.73,0.09,10.3,-200,0.93,0.49,100.0,0.4,0.0,50.0,12.5,2.1,100.0,0.69,0.36,78.0,0.42,0.07,28.0,RB,54,0.545,0.478,0.5379999999999999,14.0,4.0,3.0,23.0,11.0,70.0,0.3,0.0,0.13699999999999998,0.451,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gibson,antonio gibson,a,gibson6100rba
foreman7300rbd,75.27,D'Onta Foreman,7300,CAR,@CIN,,,11.86,15.3,8.4,-0.56,1.6,14.1,12.42,3.1,-3.0,0.67,0.0,0.0,2.0,0.0,0.08,-1.1,20.0,17.8,24.8,-0.7,7.0,42.5,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,49.0,4.5,0.4,0.489,1.94,0.83,0.5,71.0,0.45,0.0,12.4,2100,0.97,0.54,75.0,0.5,0.25,40.0,7.9,1.1,1300.0,0.67,0.39,59.0,0.27,0.31,22.0,RB,54,0.353,0.39899999999999997,0.32299999999999995,10.0,0.0,0.0,8.0,7.0,13.6,0.0,0.0,0.152,0.545,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,foreman,d'onta foreman,d,foreman7300rbd
williams7500rbj,74.27,Jamaal Williams,7500,DET,GB,,,11.23,14.5,7.9,-1.69,1.5,3.4,12.92,10.1,4.0,0.92,0.0,0.0,2.0,0.0,0.03,-0.6,25.0,22.8,26.8,0.8,4.0,49.5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,57.0,4.1,0.7,0.522,1.75,1.19,0.88,0.0,0.0,0.0,11.2,-800,0.76,0.49,33.0,0.33,0.66,30.0,10.4,0.4,1500.0,0.66,0.42,55.0,0.25,0.2,20.0,RB,54,0.6920000000000001,0.467,0.408,14.0,1.0,1.0,8.0,6.0,6.1,0.0,0.0,0.259,0.48100000000000004,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,williams,jamaal williams,j,williams7500rbj
montgomery7000rbd,71.23,David Montgomery,7000,CHI,MIA,,,9.99,13.3,6.7,-1.68,1.4,2.4,11.67,4.9,3.0,0.9,0.0,0.0,2.0,0.0,0.16,-1.5,46.0,21.0,25.0,1.5,4.0,46.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,56.0,3.6,0.4,0.44,3.41,1.71,0.82,59.0,0.56,0.0,10.5,-100,0.64,0.23,80.0,0.0,0.2,50.0,10.9,-0.1,1000.0,0.55,0.24,65.0,0.17,0.26,23.0,RB,54,0.4,0.39399999999999996,0.7070000000000001,15.0,3.0,3.0,24.0,11.0,7.9,0.0,0.0,0.125,0.521,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,montgomery,david montgomery,d,montgomery7000rbd
benjamin6600rbe,70.82,Eno Benjamin,6600,ARI,SEA,,,8.23,10.7,5.8,-2.44,1.2,1.3,10.67,3.2,3.0,0.9,0.0,0.0,1.0,0.0,0.31,0.1,25.0,26.0,23.5,-1.8,-2.5,49.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,4.1,0.2,0.48,1.29,0.41,0.18,0.0,0.0,0.0,14.0,1200,0.89,0.27,80.0,0.6,0.2,50.0,6.7,0.1,600.0,0.74,0.27,47.0,0.3,0.39,23.0,RB,54,0.17600000000000002,0.228,0.361,6.0,2.0,1.0,14.0,8.0,7.3,0.0,0.0,0.125,0.625,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benjamin,eno benjamin,e,benjamin6600rbe
carter6000rbm,69.86,Michael Carter,6000,NYJ,BUF,,,8.38,10.9,5.9,-0.79,1.4,2.9,9.17,15.1,-2.0,0.72,0.0,0.0,1.0,0.0,0.84,-3.7,32.0,17.8,28.3,-2.5,10.5,46.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,40.0,4.2,0.2,0.455,1.82,1.0,0.53,72.0,0.75,0.06,9.5,500,0.79,0.3,100.0,0.25,0.0,40.0,7.4,-0.4,0.0,0.57,0.23,63.0,0.21,0.21,19.0,RB,54,0.2,0.35100000000000003,0.518,9.0,3.0,2.0,17.0,10.0,7.5,0.0,0.0,0.115,0.423,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carter,michael carter,m,carter6000rbm
michel4900rbs,68.08,Sony Michel,4900,LAC,@ATL,,,4.67,6.1,3.3,-1.76,1.0,0.3,6.43,1.2,7.0,0.96,0.0,0.0,2.0,0.0,0.94,-1.2,31.0,26.3,23.8,-1.2,-2.5,50.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,42.0,3.9,0.2,0.506,2.72,1.44,0.5,0.0,0.0,0.0,3.8,-400,0.66,0.25,33.0,0.0,0.33,30.0,6.6,-1.1,-1100.0,0.49,0.21,54.0,0.12,0.33,24.0,RB,54,0.33299999999999996,0.465,0.462,11.0,2.0,1.0,9.0,7.0,6.1,0.1,0.0,0.067,0.37799999999999995,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,michel,sony michel,s,michel4900rbs
robinson5900rbb,67.43,Brian Robinson,5900,WAS,MIN,,,7.53,10.0,5.1,-1.4,1.3,0.8,8.93,4.8,6.0,0.95,0.0,0.0,1.0,0.0,0.84,-3.7,23.0,20.3,23.3,-2.0,3.0,43.5,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,43.0,3.2,0.3,0.426,1.13,0.5,0.25,75.0,0.73,0.09,6.5,400,0.46,0.28,50.0,0.25,0.5,40.0,6.7,-0.8,-100.0,0.48,0.29,27.0,0.09,0.27,11.0,RB,54,0.5,0.40399999999999997,0.373,13.0,0.0,0.0,3.0,1.0,6.5,0.0,0.0,0.111,0.444,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,robinson,brian robinson,b,robinson5900rbb
allgeier6400rbt,66.75,Tyler Allgeier,6400,ATL,LAC,,,7.05,9.2,4.9,-3.12,1.1,0.7,10.17,12.8,6.0,0.95,0.0,0.0,2.0,0.0,0.16,-0.1,29.0,23.8,26.3,3.8,2.5,50.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,46.0,3.9,0.1,0.429,2.13,0.88,0.38,0.0,0.0,0.0,9.2,700,0.6,0.26,100.0,0.5,0.0,40.0,6.6,-0.3,400.0,0.52,0.23,80.0,0.3,0.1,10.0,RB,54,0.14300000000000002,0.305,0.499,12.0,0.0,0.0,10.0,7.0,14.2,0.1,0.0,0.059000000000000004,0.41200000000000003,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allgeier,tyler allgeier,t,allgeier6400rbt
white5300rbr,65.78,Rachaad White,5300,TB,LA,,,5.72,7.4,4.0,-1.71,1.1,0.4,7.43,4.9,7.0,0.96,0.0,0.0,2.0,0.0,0.41,-3.5,18.0,22.8,19.8,0.5,-3.0,42.5,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,3.0,0.1,0.6,0.88,0.25,0.25,81.0,0.69,0.16,5.0,-500,0.62,0.22,100.0,0.0,0.0,50.0,4.1,-2.0,-700.0,0.63,0.23,53.0,0.07,0.38,13.0,RB,54,0.33299999999999996,0.182,0.276,3.0,2.0,2.0,16.0,8.0,7.5,0.0,0.0,0.33299999999999996,0.667,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,white,rachaad white,r,white5300rbr
henderson5700rbd,64.92,D. Henderson Jr.,5700,LA,@TB,,,6.56,8.5,4.6,-1.87,1.2,0.8,8.43,5.6,2.0,0.87,0.0,0.0,2.0,0.0,0.41,-1.8,35.0,19.8,22.8,-1.0,3.0,42.5,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,31.0,4.2,0.2,0.494,0.88,0.53,0.12,81.0,0.69,0.16,7.1,-400,0.82,0.2,66.0,0.33,0.33,30.0,6.7,-1.9,-300.0,0.64,0.19,30.0,0.08,0.3,23.0,RB,54,0.28600000000000003,0.38799999999999996,0.5529999999999999,7.0,3.0,2.0,10.0,5.0,4.3,0.1,0.0,0.2,0.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,henderson,d. henderson jr.,d,henderson5700rbd
hasty4900rbj,63.00,JaMycal Hasty,4900,JAX,LV,,,4.33,5.7,3.0,-2.1,0.9,0.2,6.43,1.6,8.0,0.96,0.0,0.0,1.0,0.0,0.93,-2.7,8.0,22.8,25.3,0.8,2.5,48.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,8.0,0.1,0.385,0.26,0.05,0.0,76.0,0.89,0.22,3.9,300,1.18,0.48,50.0,0.25,0.5,40.0,3.3,-0.8,-1100.0,1.31,0.41,32.0,0.04,0.28,25.0,RB,54,0.067,0.057,0.13,0.0,1.0,1.0,6.0,4.0,5.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hasty,jamycal hasty,j,hasty4900rbj
swift7500rbd,62.88,D'Andre Swift,7500,DET,GB,,,8.56,11.1,6.0,-4.36,1.1,1.9,12.92,6.5,2.0,0.87,0.0,0.0,3.0,0.0,0.12,-0.6,35.0,22.8,26.8,0.8,4.0,49.5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,62.0,6.1,0.3,0.39799999999999996,0.63,0.31,0.06,0.0,0.0,0.0,11.8,-800,1.18,0.36,33.0,0.0,0.0,30.0,12.6,-0.2,1500.0,0.86,0.36,40.0,0.1,0.15,20.0,RB,54,0.231,0.45299999999999996,0.5760000000000001,10.0,4.0,3.0,15.0,10.0,50.0,0.2,0.0,0.33299999999999996,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,swift,d'andre swift,d,swift7500rbd
huntley6000rbc,61.19,Caleb Huntley,6000,ATL,LAC,,,5.26,6.9,3.7,-3.91,0.9,0.5,9.17,3.4,4.0,0.92,0.0,0.0,1.0,0.0,0.12,-0.1,14.0,23.8,26.3,3.8,2.5,50.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,44.0,4.6,0.2,0.614,0.78,0.33,0.17,0.0,0.0,0.0,5.2,400,0.45,0.3,50.0,0.0,0.25,40.0,4.9,-0.6,0.0,0.52,0.35,15.0,0.05,0.15,19.0,RB,54,0.2,0.299,0.243,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.7859999999999999,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,huntley,caleb huntley,c,huntley6000rbc
herbert7000rbk,60.09,Khalil Herbert,7000,CHI,MIA,,,7.52,9.8,5.2,-4.15,1.1,1.1,11.67,2.3,2.0,0.87,0.0,0.0,1.0,0.0,0.1,-1.5,17.0,21.0,25.0,1.5,4.0,46.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,38.0,5.7,0.3,0.48700000000000004,1.12,0.47,0.47,59.0,0.56,0.0,9.4,-100,0.92,0.47,60.0,0.4,0.4,50.0,6.6,-1.8,1000.0,0.89,0.39,45.0,0.18,0.45,22.0,RB,54,0.33299999999999996,0.266,0.266,6.0,0.0,0.0,6.0,5.0,10.4,0.1,0.0,0.263,0.526,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,herbert,khalil herbert,k,herbert7000rbk
