RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master
hurts8800qbj,78.48,Jalen Hurts,8800,PHI,TEN,,,21.94,32.8,11.0,-0.39,2.5,5.8,34.4,22.33,4.0,0.94,1.0,3.9,2.0,0.0,0.8,-4.3,67.0,24.5,20.0,0.7,-4.5,44.5,28.0,19.0,28.0,233.0,67.0,8.2,7.71,1.4,38.0,131.7,236.6,7.0,19.3,8.3,5.0,1.1,7.9,10.0,16.0,49.0,4.8,0.7,0.59,5.94,3.24,2.29,43.0,0.57,0.0,25.3,-200,0.61,0.38,100.0,0.75,0.0,40.0,25.8,4.7,2800.0,0.63,0.38,84.0,0.6,0.0,33.0,QB,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hurts,jalen hurts,j,hurts8800qbj
jackson8200qbl,73.80,Lamar Jackson,8200,BAL,DEN,,,21.72,30.7,12.7,0.57,2.6,4.7,1.34,21.15,4.0,0.94,0.86,2.5,1.0,0.0,0.94,-11.1,61.0,24.8,15.8,3.5,-9.0,40.5,59.0,17.0,27.0,192.0,62.0,6.9,6.2,1.4,33.0,110.9,253.3,4.1,12.4,10.5,5.2,2.2,8.5,9.0,21.0,62.0,6.7,0.2,0.636,5.29,2.12,1.18,44.0,0.48,0.0,18.1,-600,0.42,0.26,100.0,0.33,0.0,60.0,21.0,0.1,2200.0,0.53,0.34,64.0,0.32,0.08,25.0,QB,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jackson,lamar jackson,l,jackson8200qbl
herbert8100qbj,72.13,Justin Herbert,8100,LAC,@LV,,,20.26,30.0,10.5,-0.7,2.5,4.9,18.1,20.96,2.0,0.87,1.0,6.1,1.0,0.0,0.78,3.6,70.0,23.5,26.0,-2.0,2.5,49.5,47.0,27.0,41.0,281.0,66.0,6.9,6.46,1.9,39.0,142.6,299.6,9.5,24.4,9.3,4.6,1.7,4.2,3.0,7.0,11.0,3.3,0.1,0.518,7.82,3.88,2.35,0.0,0.0,0.0,19.3,300,0.42,0.31,100.0,0.66,0.0,60.0,20.2,0.0,2100.0,0.44,0.29,82.0,0.52,0.04,23.0,QB,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,herbert,justin herbert,j,herbert8100qbj
mahomes9000qbp,70.49,Patrick Mahomes,9000,KC,@CIN,,,24.1,33.8,14.4,1.38,2.7,9.4,19.82,22.72,3.0,0.91,1.0,5.0,1.0,0.0,0.81,-5.1,68.0,27.8,25.3,2.3,-2.5,53.0,66.0,25.0,38.0,307.0,66.0,8.0,8.08,2.4,44.0,154.4,317.4,9.1,26.1,12.0,6.3,1.6,3.8,3.0,12.0,24.0,6.5,0.1,0.563,9.59,4.65,2.47,38.0,0.43,0.0,29.2,300,0.57,0.38,100.0,0.85,0.0,70.0,25.5,4.8,3000.0,0.58,0.37,96.0,0.75,0.0,29.0,QB,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mahomes,patrick mahomes,p,mahomes9000qbp
burrow8300qbj,69.96,Joe Burrow,8300,CIN,KC,,,21.78,32.0,11.5,0.43,2.6,14.3,30.04,21.35,-2.0,0.52,1.0,7.5,1.0,0.0,0.51,-0.5,67.0,25.3,27.8,-0.2,2.5,53.0,34.0,25.0,36.0,308.0,69.0,8.4,7.66,2.2,44.0,160.4,285.7,8.5,27.8,8.6,6.1,1.7,8.6,3.0,9.0,14.0,3.7,0.3,0.49200000000000005,5.94,2.82,1.71,38.0,0.43,0.0,23.6,-200,0.57,0.37,100.0,0.5,0.0,40.0,22.6,2.4,2300.0,0.51,0.34,84.0,0.53,0.0,26.0,QB,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,burrow,joe burrow,j,burrow8300qbj
pickett6700qbk,69.32,Kenny Pickett,6700,PIT,@ATL,,,17.18,25.7,8.7,-1.03,2.6,3.3,13.28,18.21,-3.0,0.44,1.0,1.8,1.0,0.0,0.44,3.7,65.0,22.0,21.0,-0.3,-1.0,43.0,58.0,21.0,33.0,200.0,66.0,6.0,4.01,0.4,28.0,122.1,278.4,0.0,0.0,0.0,1.2,3.0,8.1,4.0,12.0,24.0,5.6,0.4,0.629,4.82,1.82,0.73,0.0,0.0,0.0,15.8,100,0.37,0.21,100.0,0.75,0.0,40.0,12.3,-1.5,700.0,0.3,0.19,64.0,0.41,0.05,17.0,QB,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pickett,kenny pickett,k,pickett6700qbk
mariota6800qbm,66.15,Marcus Mariota,6800,ATL,PIT,,,15.48,24.3,6.7,-2.92,2.3,1.1,11.38,18.4,3.0,0.91,1.0,0.7,1.0,0.0,0.51,1.5,41.0,21.0,22.0,1.2,1.0,43.0,42.0,12.0,19.0,146.0,61.0,7.4,6.03,1.0,31.0,88.1,218.7,2.9,12.6,5.8,5.3,3.2,9.1,5.0,11.0,25.0,5.1,0.2,0.589,3.16,1.42,0.84,0.0,0.0,0.0,15.9,-300,0.48,0.27,83.0,0.66,0.16,60.0,13.6,-0.9,800.0,0.51,0.33,59.0,0.36,0.22,22.0,QB,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mariota,marcus mariota,m,mariota6800qbm
tagovailoa7800qbt,63.33,Tua Tagovailoa,7800,MIA,@SF,,,17.1,27.0,7.2,-3.27,2.2,3.5,15.8,20.37,-2.0,0.52,0.89,3.2,1.0,0.0,0.74,-0.5,59.0,20.5,25.5,-0.8,5.0,46.0,56.0,21.0,31.0,251.0,67.0,8.0,7.78,1.8,36.0,158.6,293.8,5.7,34.0,12.1,5.8,1.6,4.9,2.0,4.0,6.0,2.6,0.0,0.33299999999999996,4.56,1.94,0.88,57.0,0.64,0.12,21.1,-200,0.59,0.36,100.0,0.66,0.0,30.0,16.5,-1.3,1800.0,0.47,0.28,71.0,0.28,0.14,21.0,QB,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tagovailoa,tua tagovailoa,t,tagovailoa7800qbt
fields8500qbj,62.83,Justin Fields,8500,CHI,GB,,,19.52,29.7,9.4,-2.22,2.3,3.1,21.26,21.74,8.0,0.98,1.0,1.4,1.0,0.0,0.74,-7.1,64.0,21.0,24.5,1.0,3.5,45.5,46.0,13.0,23.0,165.0,60.0,7.2,4.98,1.2,37.0,87.9,221.5,8.7,15.0,8.3,5.2,3.5,13.2,10.0,26.0,72.0,6.8,0.5,0.594,4.0,1.61,0.94,36.0,0.38,0.0,32.6,1100,0.79,0.48,80.0,0.8,0.0,50.0,19.2,1.5,2500.0,0.52,0.3,69.0,0.52,0.08,23.0,QB,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fields,justin fields,j,fields8500qbj
goff6800qbj,62.56,Jared Goff,6800,DET,JAX,,,16.04,25.0,7.1,-2.36,2.4,7.4,21.6,18.4,-11.0,0.09,1.0,4.3,1.0,0.0,0.44,1.7,65.0,26.5,25.0,0.7,-1.5,51.5,70.0,21.0,33.0,243.0,64.0,7.3,6.89,1.7,36.0,122.3,267.8,5.8,25.8,8.2,5.2,1.8,4.9,1.0,3.0,3.0,2.1,0.0,0.16,4.82,2.47,1.65,0.0,0.0,0.0,12.6,-300,0.39,0.19,100.0,0.5,0.0,60.0,15.5,-1.3,800.0,0.42,0.24,69.0,0.52,0.13,23.0,QB,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goff,jared goff,j,goff6800qbj
