RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master
murray7800qbk,76.00,Kyler Murray,7800,ARI,LAC,,,19.64,28.7,10.6,-0.73,2.5,4.3,26.24,20.37,2.0,0.87,1.0,2.0,2.0,0.0,0.74,-4.6,70.0,23.0,25.5,-0.3,2.5,48.5,28.0,25.0,39.0,245.0,66.0,6.3,5.37,1.3,31.0,120.4,284.9,10.4,28.2,11.8,3.3,1.5,6.0,6.0,17.0,42.0,6.5,0.3,0.5710000000000001,5.76,2.88,1.53,0.0,0.0,0.0,22.8,-400,0.45,0.33,40.0,0.2,0.0,50.0,19.6,-1.3,1800.0,0.41,0.28,70.0,0.33,0.04,24.0,QB,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,murray,kyler murray,k,murray7800qbk
jackson8200qbl,75.31,Lamar Jackson,8200,BAL,@JAX,,,20.54,31.7,9.4,-0.61,2.5,12.2,23.06,21.15,2.0,0.87,1.0,4.8,1.0,0.0,0.92,-0.1,62.0,23.3,20.3,-2.0,-3.0,43.5,55.0,17.0,27.0,185.0,63.0,6.6,5.47,1.4,31.0,105.2,245.9,5.2,17.4,13.2,5.2,3.3,8.5,9.0,21.0,61.0,6.4,0.2,0.605,4.71,1.76,1.06,73.0,0.95,0.09,17.1,-600,0.39,0.24,100.0,0.2,0.0,50.0,20.4,-0.3,2200.0,0.51,0.33,64.0,0.28,0.08,25.0,QB,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jackson,lamar jackson,l,jackson8200qbl
herbert7900qbj,71.74,Justin Herbert,7900,LAC,@ARI,,,20.68,31.1,10.3,0.12,2.6,12.5,28.76,20.56,-1.0,0.63,1.0,9.2,1.0,0.0,0.76,1.8,70.0,25.5,23.0,0.7,-2.5,48.5,72.0,27.0,40.0,283.0,66.0,6.9,6.58,1.9,39.0,146.6,309.1,11.1,27.8,10.7,4.8,2.0,4.3,3.0,6.0,10.0,3.3,0.1,0.518,7.59,3.65,2.24,0.0,0.0,0.0,17.3,100,0.41,0.28,100.0,0.6,0.0,50.0,19.9,-0.3,1900.0,0.43,0.28,82.0,0.52,0.04,23.0,QB,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,herbert,justin herbert,j,herbert7900qbj
smith7600qbg,68.48,Geno Smith,7600,SEA,LV,,,20.16,30.4,9.9,0.19,2.7,14.0,20.32,19.97,-3.0,0.45,0.96,10.0,1.0,0.0,0.43,4.3,62.0,26.0,22.0,3.5,-4.0,48.0,72.0,23.0,31.0,247.0,72.0,7.8,7.31,1.7,36.0,144.5,271.1,3.2,10.4,4.1,5.5,1.3,7.2,4.0,12.0,21.0,4.8,0.1,0.489,3.11,1.17,0.22,44.0,0.71,0.25,20.0,600,0.48,0.32,100.0,1.0,0.0,30.0,16.6,0.1,1600.0,0.43,0.27,57.0,0.42,0.05,19.0,QB,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,smith,geno smith,g,smith7600qbg
mahomes9000qbp,66.35,Patrick Mahomes,9000,KC,LA,,,22.78,34.7,10.9,0.06,2.5,10.6,19.4,22.72,4.0,0.94,1.0,7.2,1.0,0.0,0.77,-9.3,67.0,29.3,12.8,5.3,-16.5,42.0,56.0,25.0,38.0,306.0,66.0,8.1,8.06,2.5,44.0,154.1,316.1,9.7,27.9,12.8,6.6,1.6,4.0,3.0,12.0,23.0,6.4,0.1,0.5329999999999999,9.25,4.38,2.44,44.0,0.65,0.0,30.8,300,0.58,0.41,100.0,1.0,0.0,60.0,25.7,5.1,3000.0,0.59,0.38,96.0,0.78,0.0,28.0,QB,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mahomes,patrick mahomes,p,mahomes9000qbp
heinicke6500qbt,64.85,Taylor Heinicke,6500,WAS,ATL,,,15.5,25.0,6.0,-2.32,2.4,2.4,12.42,17.82,-1.0,0.63,1.0,3.6,1.0,0.0,0.68,2.4,64.0,22.0,18.5,-0.5,-3.5,40.5,51.0,17.0,28.0,187.0,61.0,6.6,4.83,0.9,36.0,93.9,215.5,12.7,26.8,9.9,3.2,3.2,7.6,3.0,5.0,9.0,2.8,0.1,0.371,2.16,1.47,0.58,53.0,0.99,0.86,12.0,100,0.34,0.17,100.0,0.4,0.0,50.0,10.3,-3.0,500.0,0.3,0.16,46.0,0.1,0.07,28.0,QB,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,heinicke,taylor heinicke,t,heinicke6500qbt
lawrence6900qbt,63.86,Trevor Lawrence,6900,JAX,BAL,,,16.94,27.0,6.8,-1.66,2.5,1.9,24.94,18.6,3.0,0.91,0.5,2.4,1.0,0.0,0.54,-3.4,65.0,20.3,23.3,-1.0,3.0,43.5,45.0,22.0,34.0,225.0,63.0,6.5,5.45,1.0,32.0,123.5,275.7,8.8,33.8,8.4,2.9,2.4,5.0,4.0,10.0,18.0,4.6,0.2,0.5429999999999999,5.59,3.0,1.71,73.0,0.95,0.09,15.5,-100,0.38,0.23,66.0,0.66,0.33,30.0,14.2,-3.3,900.0,0.35,0.22,90.0,0.5,0.1,20.0,QB,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lawrence,trevor lawrence,t,lawrence6900qbt
wilson6700qbr,61.78,Russell Wilson,6700,DEN,@CAR,,,14.86,22.4,7.3,-3.35,2.2,1.5,8.48,18.21,0.0,0.75,0.5,1.6,1.0,0.0,0.61,-1.7,63.0,18.8,17.8,-0.7,-1.0,36.5,55.0,19.0,31.0,236.0,61.0,7.4,6.55,1.4,47.0,125.4,327.7,10.2,31.2,11.8,4.5,1.6,8.3,3.0,9.0,13.0,4.0,0.1,0.423,4.28,1.89,1.06,65.0,0.86,0.33,12.8,-300,0.3,0.19,100.0,0.5,0.0,40.0,16.0,-2.3,700.0,0.42,0.25,75.0,0.41,0.08,24.0,QB,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wilson,russell wilson,r,wilson6700qbr
garoppolo6800qbj,61.75,Jimmy Garoppolo,6800,SF,NO,,,16.56,27.4,5.7,-1.84,2.4,6.0,13.28,18.4,-3.0,0.45,1.0,2.8,1.0,0.0,0.68,-2.7,60.0,26.0,17.5,3.2,-8.5,43.5,48.0,20.0,30.0,257.0,68.0,8.5,7.63,1.5,39.0,107.9,224.4,9.9,29.5,11.5,5.0,2.3,6.0,2.0,2.0,2.0,1.3,0.1,0.5329999999999999,4.06,1.88,0.82,64.0,0.39,0.0,19.7,-300,0.63,0.34,100.0,0.66,0.0,30.0,15.2,-2.5,800.0,0.45,0.25,73.0,0.43,0.04,23.0,QB,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,garoppolo,jimmy garoppolo,j,garoppolo6800qbj
tagovailoa8300qbt,57.98,Tua Tagovailoa,8300,MIA,HOU,,,20.74,31.4,10.1,-0.61,2.5,14.4,15.96,21.35,-2.0,0.53,1.0,8.8,1.0,0.0,0.54,-5.2,60.0,31.0,16.5,5.0,-14.5,47.5,71.0,21.0,30.0,246.0,69.0,8.0,7.91,1.8,38.0,148.1,274.6,6.5,39.0,14.1,6.0,1.7,4.5,2.0,4.0,6.0,2.4,0.0,0.325,4.44,2.06,0.88,84.0,0.76,0.22,25.6,600,0.69,0.41,100.0,1.0,0.0,30.0,16.3,-1.3,2300.0,0.46,0.27,71.0,0.33,0.14,21.0,QB,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tagovailoa,tua tagovailoa,t,tagovailoa8300qbt
