RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,City Name,City Name2,City Name3,RylandID
arizona3500,72.18,Arizona,3500,ARI,@SF,,,7,13.2,0.6,2.93,2,3,5,4.07,-11,0.28,0,0,2,0,0.11,1.7,0,17,27,0,10,44,61,0,0,0,0,0,0,0,0,0,0,0,0,0.85,7.97,0,0,0,0,0,0,0,0,0,73,0.46,0,6,-200,0,0,75,0.5,0.25,40,4.9,0.4,-2500,0,0,83,0.27,0.16,18,D,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.5508,0.5241,0.0047,0.0487,7.51,9.88,4.88,30,0.2262,arizona,arizona,a,arizona3500,40387-12546,D,a,Arizona Cardinals,cardinals,4,10,3500,ARI@SF,ARI,SF,,,,,,Cardinals,Cardinals,arizona,arizona3500
atlanta3500,68.81,Atlanta,3500,ATL,@CAR,,,6.9,13.8,1.1,2.83,2,0.5,26,4.07,-7,0.57,0,0,1,0,0.81,1,0,22.8,26.3,0.8,3.5,49,40,0,0,0,0,0,0,0,0,0,0,0,0,1.68,6.16,0,0,0,0,0,0,0,0,0,50,0.61,0,3.7,300,0,0,66,0.33,0.33,30,4.6,0.7,-2500,0,0,65,0.25,0.35,20,D,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.5373,0.5249,0.0091,0.0461,7.6,10.06,5.13,3.46,0.2112,atlanta,atlanta,a,atlanta3500,40387-12525,D,a,Atlanta Falcons,falcons,2.111111111,9,3500,ATL@CAR,ATL,CAR,,,,,,Falcons,Falcons,atlanta,atlanta3500
baltimore4300,66.12,Baltimore,4300,BAL,HOU,,,7,14.7,1.3,0.36,1.6,6.5,15,6.64,-3,0.41,0,0,1,0,0.69,0.9,0,27.5,23.5,0.2,-4,51,47,0,0,0,0,0,0,0,0,0,0,0,0,2.58,5.33,0,0,0,0,0,0,0,0,0,41,0.6,0,17,300,0,0,100,1,0,40,10,2.3,-1700,0,0,83,0.45,0.16,24,D,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.4467,0.5031,0.0167,0.0419,6.87,90,3.94,2.71,0.1806,baltimore,baltimore,b,baltimore4300,40387-12555,D,b,Baltimore Ravens,ravens,9.333333333,9,4300,HOU@BAL,BAL,HOU,,,,,,Ravens,Ravens,baltimore,baltimore4300
buffalo5000,81.63,Buffalo,5000,BUF,@MIA,,,9,15.6,1.2,0.11,1.8,6.5,10,8.89,6,0.65,0,0,3,0,0.73,1.4,0,24.3,17.3,1.5,-7,41.5,57,0,0,0,0,0,0,0,0,0,0,0,0,3.04,7.17,0,0,0,0,0,0,0,0,0,69,0.65,0,7,-500,0,0,100,0.25,0,40,8.1,0.9,-1000,0,0,100,0.42,0,19,D,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.4543,0.4665,0.0161,0.0353,6.03,8.6,4.47,3.77,0.2093,buffalo,buffalo,b,buffalo5000,40387-12526,D,b,Buffalo Bills,bills,8,9,5000,BUF@MIA,BUF,MIA,,,,,,Bills,Bills,buffalo,buffalo5000
carolina3700,77.46,Carolina,3700,CAR,ATL,,,7.6,15.1,1.2,2.89,2.1,14.5,2,4.71,-5,0.21,0,0,2,0,0.82,1.2,0,26.3,22.8,-2.2,-3.5,49,60,0,0,0,0,0,0,0,0,0,0,0,0,2.63,9.19,0,0,0,0,0,0,0,0,0,50,0.61,0,5.3,200,0,0,100,0.33,0,30,7.9,2.4,-2300,0,0,100,0.55,0,20,D,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.4803,0.4833,0.0148,0.0463,7.21,9.31,4.33,2.54,0.2416,carolina,carolina,c,carolina3700,40387-12553,D,c,Carolina Panthers,panthers,9.777777778,9,3700,ATL@CAR,CAR,ATL,,,,,,Panthers,Panthers,carolina,carolina3700
cincinnati3000,37.71,Cincinnati,3000,CIN,@OAK,,,4.3,12.5,0.8,1.84,1.4,0.5,8,2.46,-10,0.31,0,0,1,0,0.81,-3.2,0,17.5,30.5,-1.5,13,48,37,0,0,0,0,0,0,0,0,0,0,0,0,1.04,4.59,0,0,0,0,0,0,0,0,0,72,0.47,0,0.3,-800,0,0,33,0,0.66,30,3.8,-1,-3000,0,0,77,0.31,0.22,22,D,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.5303,0.535,0.0051,0.0443,8.45,9.13,4.67,2.86,0.2123,cincinnati,cincinnati,c,cincinnati3000,40387-12528,D,c,Cincinnati Bengals,bengals,2.444444444,9,3000,CIN@OAK,CIN,OAK,,,,,,Bengals,Bengals,cincinnati,cincinnati3000
dallas4100,71.3,Dallas,4100,DAL,@DET,,,8.4,15.3,1.3,2.4,2,10.5,3,6,-2,0.35,0,0,4,0,1,-0.9,0,27,19.5,0.2,-7.5,46.5,79,0,0,0,0,0,0,0,0,0,0,0,0,1.76,6.5,0,0,0,0,0,0,0,0,0,0,0,0,11,400,0,0,66,0.66,0.33,60,7.9,0.1,-1900,0,0,72,0.48,0.27,29,D,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.5202,0.4855,0.0107,0.0348,6.86,11.19,6.4,3.4,0.1508,dallas,dallas,d,dallas4100,40387-12530,D,d,Dallas Cowboys,cowboys,7.555555556,9,4100,DAL@DET,DAL,DET,,,,,,Cowboys,Cowboys,dallas,dallas4100
denver3700,53.01,Denver,3700,DEN,@MIN,,,6.2,13.5,0.6,1.49,1.7,0.5,9,4.71,-8,0.45,0,0,2,0,0.69,-1.6,0,15.3,25.3,0.8,10,40.5,32,0,0,0,0,0,0,0,0,0,0,0,0,2.56,6.4,0,0,0,0,0,0,0,0,0,0,0,0,5,300,0,0,100,0.5,0,20,6.1,-0.3,-2300,0,0,63,0.45,0.36,22,D,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.4771,0.4518,0.0145,0.0257,7.09,7.63,4.27,30,0.1393,denver,denver,d,denver3700,40387-12531,D,d,Denver Broncos,broncos,5.777777778,9,3700,DEN@MIN,DEN,MIN,,,,,,Broncos,Broncos,denver,denver3700
detroit3600,64.04,Detroit,3600,DET,DAL,,,6.5,14.3,0.6,2.11,1.8,0.5,-1,4.39,-1,0.76,0,0,1,0,0.25,0.1,0,19.5,27,-0.3,7.5,46.5,21,0,0,0,0,0,0,0,0,0,0,0,0,1.21,6.38,0,0,0,0,0,0,0,0,0,0,0,0,3.3,100,0,0,50,0.25,0.5,40,6.8,1.8,-2400,0,0,86,0.6,0.13,23,D,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.4724,0.4757,0.0072,0.0423,7.26,10.07,5.27,3.85,0.2185,detroit,detroit,d,detroit3600,40387-12532,D,d,Detroit Lions,lions,6,9,3600,DAL@DET,DET,DAL,,,,,,Lions,Lions,detroit,detroit3600
houston3500,62.36,Houston,3500,HOU,@BAL,,,5.1,14.2,0.8,1.03,1.5,0.5,-4,4.07,-5,0.72,0,0,2,0,0.73,0.1,0,23.5,27.5,0.7,4,51,53,0,0,0,0,0,0,0,0,0,0,0,0,2.11,6.66,0,0,0,0,0,0,0,0,0,41,0.6,0,7,-400,0,0,66,0.33,0.33,30,6.8,0.3,-2500,0,0,84,0.44,0.16,25,D,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.4903,0.4018,0.0138,0.0431,7.75,7.44,3.13,1.9,0.2353,houston,houston,h,houston3500,40387-12556,D,h,Houston Texans,texans,7.222222222,9,3500,HOU@BAL,HOU,BAL,,,,,,Texans,Texans,houston,houston3500
