RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,City Name,City Name2,City Name3,RylandID
indianapolis4900,87.94,Indianapolis,4900,IND,MIA,,,9.3,15.4,2,0.73,1.9,10.5,8,8.57,-3,0.37,0,0,4,0,0.61,5.3,0,27.8,16.8,0.8,-11,44.5,35,0,0,0,0,0,0,0,0,0,0,0,0,2.06,6.93,0,0,0,0,0,0,0,0,0,0,0,0,8,1300,0,0,100,1,0,30,7.7,1.8,-1100,0,0,100,0.63,0,22,D,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.485,0.4686,0.0121,0.0317,7.06,7.94,4.92,30,0.1654,indianapolis,indianapolis,i,indianapolis4900,40116-12535,D,i,Indianapolis Colts,colts,6.375,8,4900,MIA@IND,IND,MIA,,,,,,Colts,Colts,indianapolis,indianapolis4900
kansas city3700,84.57,Kansas City,3700,KC,@TEN,,,7.4,15.3,0.8,2.69,2,6.5,5,4.71,5,0.54,0,0,2,0,0.8,4.3,0,27,22,0,-5,49,77,0,0,0,0,0,0,0,0,0,0,0,0,2.08,9.2,0,0,0,0,0,0,0,0,0,66,0.42,0.01,10.3,300,0,0,100,0.5,0,60,7.9,2.5,-2300,0,0,86,0.51,0.13,29,D,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.5,0.5456,0.0116,0.0468,7.11,13,6.86,3.29,0.2154,city,kansas city,k,kansas city3700,40116-12536,D,k,Kansas City Chiefs,chiefs,7.555555556,9,3700,KC@TEN,KC,TEN,,,,,,City,City,kansas city,kansas city3700
la rams4600,51.93,LA Rams,4600,LA,@PIT,,,7.6,15.6,1.4,-0.01,1.7,0.5,19,7.61,7,0.96,0,0,2,0,0.43,-3.2,0,23.5,19.5,-0.8,-4,43,69,0,0,0,0,0,0,0,0,0,0,0,0,3.26,8.05,0,0,0,0,0,0,0,0,0,51,0.63,0.01,12.3,300,0,0,100,0.66,0,30,8.7,2.1,-1400,0,0,92,0.53,0.07,26,D,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.4847,0.4566,0.0185,0.0443,7.34,9.6,5.5,3.5,0.2083,rams,la rams,l,la rams4600,40116-12538,D,l,Los Angeles Rams,rams,8.875,8,4600,LAR@PIT,LAR,PIT,,,,,,Angeles,LA,la rams,la rams4600
miami3300,65.56,Miami,3300,MIA,@IND,,,5.4,14,0.5,1.97,1.6,0.5,11,3.43,-6,0.65,0,0,2,0,0.81,0.3,0,16.8,27.8,1.3,11,44.5,65,0,0,0,0,0,0,0,0,0,0,0,0,1.97,6.14,0,0,0,0,0,0,0,0,0,0,0,0,4.3,-400,0,0,100,0.25,0,40,5.6,0.4,-2700,0,0,87,0.37,0.12,16,D,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.5439,0.5223,0.0098,0.0582,8.34,9.93,4.8,3.15,0.255,miami,miami,m,miami3300,40116-12539,D,m,Miami Dolphins,dolphins,2.125,8,3300,MIA@IND,MIA,IND,,,,,,Dolphins,Dolphins,miami,miami3300
new orleans5000,75.9,New Orleans,5000,NO,ATL,,,8.2,14.6,1.4,-0.69,1.6,14.5,3,8.89,-9,0.14,0,0,4,0,0.69,2.2,0,32.8,18.8,1.5,-14,51.5,57,0,0,0,0,0,0,0,0,0,0,0,0,1.85,9.41,0,0,0,0,0,0,0,0,0,0,0,0,9.7,1000,0,0,100,1,0,30,8.7,3.2,-1000,0,0,88,0.72,0.12,25,D,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.4672,0.4507,0.0117,0.0379,7.13,8.56,4.71,3.08,0.1898,orleans,new orleans,n,new orleans5000,40116-12542,D,n,New Orleans Saints,saints,9.125,8,5000,ATL@NO,NO,ATL,,,,,,Orleans,Orleans,new orleans,new orleans5000
ny giants4500,79.8,NY Giants,4500,NYG,@NYJ,,,7.6,14.4,1.6,0.31,1.7,0.5,1,7.29,4,0.78,0,0,2,0,0.34,7.7,0,23,20,-0.3,-3,43,56,0,0,0,0,0,0,0,0,0,0,0,0,3.51,7.38,0,0,0,0,0,0,0,0,0,52,0.46,0.01,6,800,0,0,100,0.5,0,40,7.5,2.3,-1500,0,0,95,0.43,0.04,23,D,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.5185,0.4389,0.0188,0.0515,8.32,9.82,4.75,3.5,0.2275,giants,ny giants,n,ny giants4500,40116-12543,D,n,New York Giants,giants,7.555555556,9,4500,NYG@NYJ,NYG,NYJ,,,,,,York,NY,ny giants,ny giants4500
ny jets3900,83.02,NY Jets,3900,NYJ,NYG,,,7.7,14.7,1.6,2.34,2,0.5,16,5.36,5,0.86,0,0,2,0,0.73,6,0,20,23,-0.3,3,43,44,0,0,0,0,0,0,0,0,0,0,0,0,1.47,5.68,0,0,0,0,0,0,0,0,0,52,0.46,0.01,2.4,800,0,0,100,0,0,50,6.6,0.8,-2100,0,0,76,0.42,0.23,21,D,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.5055,0.4209,0.0083,0.0492,7.67,11.8,5.87,3.38,0.1977,jets,ny jets,n,ny jets3900,40116-12544,D,n,New York Jets,jets,6.75,8,3900,NYG@NYJ,NYJ,NYG,,,,,,York,NY,ny jets,ny jets3900
pittsburgh4100,66.53,Pittsburgh,4100,PIT,LA,,,7.1,12.9,0.8,1.1,1.7,3,25,6,-10,0.23,0,0,2,0,0.53,1.2,0,19.5,23.5,-1.3,4,43,31,0,0,0,0,0,0,0,0,0,0,0,0,2.63,10.12,0,0,0,0,0,0,0,0,0,51,0.63,0.01,14.6,400,0,0,100,1,0,50,10,3.4,-1900,0,0,91,0.75,0.08,24,D,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.4899,0.4694,0.0148,0.0406,7.37,90,4.31,2.89,0.2074,pittsburgh,pittsburgh,p,pittsburgh4100,40116-12547,D,p,Pittsburgh Steelers,steelers,11.75,8,4100,LAR@PIT,PIT,LAR,,,,,,Steelers,Steelers,pittsburgh,pittsburgh4100
tampa bay3800,66.67,Tampa Bay,3800,TB,ARI,,,7,15.2,1,1.97,1.8,6.5,6,5.03,-1,0.52,0,0,2,0,0.76,-0.6,0,28.3,22.8,-1.7,-5.5,51,38,0,0,0,0,0,0,0,0,0,0,0,0,2.28,6.85,0,0,0,0,0,0,0,0,0,78,0.45,0.01,2,300,0,0,66,0.33,0.33,30,6.6,1.8,-2200,0,0,90,0.45,0.1,20,D,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.5185,0.4423,0.0133,0.0456,7.56,9.56,5.2,2.75,0.2418,bay,tampa bay,t,tampa bay3800,40116-12551,D,t,Tampa Bay Buccaneers,buccaneers,6.375,8,3800,ARI@TB,TB,ARI,,,,,,Bay,Bay,tampa bay,tampa bay3800
tennessee3400,66.56,Tennessee,3400,TEN,KC,,,5.4,14.3,0.9,1.65,1.6,0.5,11,3.75,-3,0.76,0,0,1,0,0.61,0.8,0,22,27,1,5,49,23,0,0,0,0,0,0,0,0,0,0,0,0,2.35,7.38,0,0,0,0,0,0,0,0,0,66,0.42,0.01,5.8,-1300,0,0,100,0.25,0,40,7.6,1.2,-2600,0,0,80,0.52,0.2,25,D,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.5,0.4513,0.0134,0.0362,6.87,7.88,4.5,2.85,0.2239,tennessee,tennessee,t,tennessee3400,40116-12534,D,t,Tennessee Titans,titans,8.333333333,9,3400,KC@TEN,TEN,KC,,,,,,Titans,Titans,tennessee,tennessee3400
allen7000qbk,52.41,Kyle Allen,7000,CAR,@GB,,,15.3,23.9,7.8,0.1,2.2,0.5,14.48,15.2,-2,0.67,1,0.4,0,0,0.19,-0.4,58,22,27,1,5,49,34,17,27,194,61,7,6.08,1.4,36,22.5,59,15.3,5.2,1.9,8.5,1,2,2,1.4,0.1,0.2,3,1.7,0.7,31,0.66,0.03,12.2,500,0.31,0.18,66,0.66,0.33,30,9.3,0.1,1000,0.29,0.16,33,0.26,0.4,15,QB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,allen,kyle allen,k,allen7000qbk,40116-53095,QB,k,Kyle Allen,allen,12.63999939,6,7000,CAR@GB,CAR,GB,,,,,,ryland,ryland,kyle,allen7000qbk
allen7500qbj,76.81,Joshua Allen,7500,BUF,@CLE,,,17.1,28.1,9.6,0.92,2.3,3,25.44,16.18,2,0.88,0.75,2.2,2,0,0.65,-1.1,66,19.5,22.5,0,3,42,53,17,30,206,57,6.8,5.5,1.3,41,14.6,62.7,15.3,4.3,3.3,6.3,8,17,51,6.3,0.6,0.609,4.33,1.8,0.93,49,0.65,0.04,18.7,-200,0.52,0.31,100,0.66,0,30,19.9,40,1500,0.49,0.3,73,0.57,0.05,19,QB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,allen,joshua allen,j,allen7500qbj,40116-62239,QB,j,Josh Allen,allen,18.22750092,8,7500,BUF@CLE,BUF,CLE,,,,,,ryland,ryland,josh,allen7500qbj
brees8300qbd,75.97,Drew Brees,8300,NO,ATL,,,20.7,28.5,12.7,2.95,2.5,10.5,11.48,17.75,0,0.69,1,8.9,1,0,0.39,7.2,58,32.8,18.8,1.5,-14,51.5,57,22,30,243,73,8.1,7.91,1.9,32,28.9,60.8,17.3,6.3,2.3,2.9,1,0,0,-0.2,0.2,0.308,3.38,1.5,0.94,0,0,0,8.6,2300,0.2,0.12,33,0.33,0.66,30,12.2,-0.8,2300,0.38,0.21,42,0.19,0.42,26,QB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brees,drew brees,d,brees8300qbd,40116-6504,QB,d,Drew Brees,brees,16.08000056,3,8300,ATL@NO,NO,ATL,,,,,,ryland,ryland,drew,brees8300qbd
darnold7200qbs,51.84,Sam Darnold,7200,NYJ,NYG,,,14.6,22.5,7.7,-0.99,2,3,21.7,15.59,-10,0.33,0.8,2.6,0,0,0.55,2.4,63,20,23,-0.3,3,43,44,21,33,223,63,6.7,4.96,1.3,33,19.1,61.9,15.4,3.9,3.3,8.3,2,6,8,3.1,0,0.28,3.47,1.27,0.8,52,0.46,0.01,11.8,500,0.3,0.19,75,0.25,0.25,40,8.7,-0.1,1200,0.22,0.14,38,0.23,0.42,21,QB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,darnold,sam darnold,s,darnold7200qbs,40116-63589,QB,s,Sam Darnold,darnold,12.01600037,5,7200,NYG@NYJ,NYJ,NYG,,,,,,ryland,ryland,sam,darnold7200qbs
driskel6000qbj,58.41,Jeff Driskel,6000,DET,@CHI,,,13.4,22,5.9,0.17,2.2,0,18.56,13.23,0,0.04,0,0.4,1,0,0.19,-2.4,45,15.5,22.5,-5,7,38,45,14,24,137,58,5.6,4.73,0.9,29,22.7,54.7,20.3,3.8,1.3,8.7,3,11,15,5.2,0.3,0.417,1.56,0.63,0.25,42,0.7,0.03,0,0,0,0,0,0,1,20,7.7,-0.9,0,0.26,0.17,46,0.13,0.26,15,QB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,driskel,jeff driskel,j,driskel6000qbj,40116-30253,QB,j,Jeff Driskel,driskel,10.89000034,8,6000,DET@CHI,DET,CHI,,,,,,ryland,ryland,jeff,driskel6000qbj
finley6300qbr,51.93,Ryan Finley,6300,CIN,BAL,,,13.3,19.7,6.4,-0.52,2.1,0.5,9.88,13.82,-8,0.43,1,2.2,0,0,0.5,-1,0,16.8,27.3,-1.2,10.5,44,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0.57,0.01,0,300,0,0,0,0,1,30,0,0,300,0,0,0,0,0.66,12,QB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,finley,ryan finley,r,finley6300qbr,40116-46866,QB,r,Ryan Finley,finley,0,0,6300,BAL@CIN,CIN,BAL,,,,,,ryland,ryland,ryan,finley6300qbr
fitzpatrick7100qbr,53.43,Ryan Fitzpatrick,7100,MIA,@IND,,,14.7,21.4,7.9,-0.69,2.1,0.5,14.06,15.39,-7,0.47,0.8,1.9,0,0,0.19,-1.9,47,16.8,27.8,1.3,11,44.5,65,16,26,196,62,7.5,5.25,0.9,30,22.4,61.2,14.3,3.5,5,6.8,3,6,11,3.1,0.2,0.5,2.69,0.81,0.56,0,0,0,16.3,1100,0.44,0.29,100,0.6,0,50,7.2,-0.4,1100,0.23,0.15,38,0.14,0.42,21,QB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fitzpatrick,ryan fitzpatrick,r,fitzpatrick7100qbr,40116-7659,QB,r,Ryan Fitzpatrick,fitzpatrick,11.70000022,7,7100,MIA@IND,MIA,IND,,,,,,ryland,ryland,ryan,fitzpatrick7100qbr
goff8100qbj,54,Jared Goff,8100,LA,@PIT,,,17.1,25,9.1,-0.26,2.1,0.5,5.72,17.36,2,0.78,0.25,1.5,0,0,0.19,-5.3,69,23.5,19.5,-0.8,-4,43,69,23,38,282,61,7.3,6.45,1.5,35,12.5,64.3,19.9,3.9,2.4,4.8,2,2,3,1.4,0.3,0.313,6.47,3.27,1.33,51,0.63,0.01,16.3,500,0.49,0.26,66,0.66,0.33,30,17.2,0.1,2100,0.4,0.25,60,0.39,0.25,28,QB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,goff,jared goff,j,goff8100qbj,40116-38435,QB,j,Jared Goff,goff,17.15999985,8,8100,LAR@PIT,LAR,PIT,,,,,,ryland,ryland,jared,goff8100qbj
hoyer7100qbb,63.9,Brian Hoyer,7100,IND,MIA,,,16.3,27.6,11,0.91,2.3,0.5,9.16,15.39,5,0.95,1,3,1,0,0.65,2.4,19,27.8,16.8,0.8,-11,44.5,35,6,9,58,64,6.3,5.19,1,9,10.7,60.7,25,11.1,3.3,12.6,1,1,0,0.4,0,0.143,0.47,0.13,0.07,0,0,0,5.4,1100,0.18,0.1,33,0.33,0.66,30,10,0,1100,0.08,0.05,4,0.04,0.72,22,QB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoyer,brian hoyer,b,hoyer7100qbb,40116-7872,QB,b,Brian Hoyer,hoyer,16.31999969,1,7100,MIA@IND,IND,MIA,,,,,,ryland,ryland,brian,hoyer7100qbb
jackson8600qbl,91.92,Lamar Jackson,8600,BAL,@CIN,,,23.3,29,11.4,4.96,2.7,18.5,33.42,18.34,-1,0.43,1,8.9,2,0,0.62,5,71,27.3,16.8,-1.2,-10.5,44,65,16,26,195,61,7.4,6.54,1.1,40,14.1,47.2,35.9,4.2,1.9,7.8,14,21,79,5.5,0.6,0.528,7,3.27,1.13,58,0.57,0.01,27.8,400,0.65,0.4,100,1,0,40,22.3,4.3,2600,0.52,0.31,82,0.47,0,23,QB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jackson,lamar jackson,l,jackson8600qbl,40116-63115,QB,l,Lamar Jackson,jackson,26.15250015,8,8600,BAL@CIN,BAL,CIN,Q,Illness,,,,ryland,ryland,lamar,jackson8600qbl
jones7400qbd,73.24,Daniel Jones,7400,NYG,@NYJ,,,17.4,26.2,8.1,1.42,2.4,3,30.32,15.98,-1,0.75,0.92,4.8,1,0,0.33,-0.2,60,23,20,-0.3,-3,43,56,20,32,209,62,6.5,4.76,1.4,42,18.3,52.9,27.2,4.4,3.1,9.3,3,10,23,6.5,0.3,0.655,5.11,2.67,1.33,52,0.46,0.01,15.6,200,0.34,0.24,100,0.2,0,50,12.8,0.1,1400,0.33,0.21,56,0.12,0.18,16,QB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jones,daniel jones,d,jones7400qbd,40116-63519,QB,d,Daniel Jones,jones,14.97999954,8,7400,NYG@NYJ,NYG,NYJ,,,,,,ryland,ryland,daniel,jones7400qbd
mahomes8400qbp,75.9,Patrick Mahomes,8400,KC,@TEN,,,20.5,28.8,12,2.56,2.4,10.5,29.84,17.94,0,0.73,0.94,7.4,1,0,0.55,1.2,61,27,22,0,-5,49,77,23,36,312,65,8.7,8.88,2.6,48,18.1,50.8,28.4,7.2,1.1,4.3,3,9,15,4.8,0,0.489,6.5,2.94,1.38,66,0.42,0.01,5.7,-800,0.23,0.15,16,0,0.83,60,20.2,2.6,2400,0.5,0.33,66,0.33,0.18,27,QB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mahomes,patrick mahomes,p,mahomes8400qbp,40116-57439,QB,p,Patrick Mahomes,mahomes,21.48571341,7,8400,KC@TEN,KC,TEN,,,,,,ryland,ryland,patrick,mahomes8400qbp
mayfield7100qbb,54.38,Baker Mayfield,7100,CLE,BUF,,,15.7,23.5,8.1,0.31,2.2,0.5,17.62,15.39,-4,0.61,1,1.1,1,0,0.06,-3.2,64,22.5,19.5,0.5,-3,42,47,20,32,261,63,8,6.57,1.6,46,21.5,58.9,16.3,5,4.1,5,2,5,7,3.2,0.1,0.389,5.2,2.53,1.27,49,0.65,0.04,17.4,-300,0.42,0.25,100,0.33,0,30,14.5,-1.7,1100,0.39,0.23,69,0.21,0.17,23,QB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mayfield,baker mayfield,b,mayfield7100qbb,40116-41535,QB,b,Baker Mayfield,mayfield,13.50249958,8,7100,BUF@CLE,CLE,BUF,,,,,,ryland,ryland,baker,mayfield7100qbb
