,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
kansas city4300,38.94,Kansas City,4300,KC,LV,,,6.3,13.4,-0.8,-0.34,1.5,6.5,-1,6.64,-2,0.57,0,0,3,0,0.73,-1.9,0,32.8,21.8,-1.2,-11,54.5,59,0,0,0,0,0,0,0,0,0,0,0,0,3.12,8.44,0,0,0,0,0,0,0,0,0,78,0.57,0,10.7,0,0,0,100,0.66,0,30,9.8,2.8,100,0,0,100,0.68,0,22,D,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.4532,0.5094,0.0186,0.0338,6.57,8.27,4.07,2.38,0.1935,city,kansas city,k,kansas city4300,50700-12536:Kansas City Chiefs,50700-12536,D,k,Kansas City Chiefs,chiefs,9.75,4,4300,LV@KC,KC,LV,,,,City,City,kansas city,kansas city4300
la rams5000,66.09,LA Rams,5000,LA,@WAS,,,8.1,16.3,-0.1,-0.79,1.6,10.5,12,8.89,1,0.78,0,0,2,0,0.62,0.9,0,26,19,-1.8,-7,45,59,0,0,0,0,0,0,0,0,0,0,0,0,2.41,9.44,0,0,0,0,0,0,0,0,0,67,0.98,0.81,6.5,1300,0,0,100,0.5,0,40,8.9,1.2,1300,0,0,83,0.61,0.16,18,D,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.4889,0.5062,0.0139,0.0371,6.75,10,60,4.33,0.2,rams,la rams,l,la rams5000,50700-12538:Los Angeles Rams,50700-12538,D,l,Los Angeles Rams,rams,6.5,4,5000,LAR@WAS,LAR,WAS,,,,Angeles,LA,la rams,la rams5000
las vegas3000,39.47,Las Vegas,3000,LV,@KC,,,4.4,9.5,-0.7,1.94,1.5,0.5,4,2.46,-7,0.3,0,0,1,0,0.62,-0.4,0,21.8,32.8,-0.2,11,54.5,41,0,0,0,0,0,0,0,0,0,0,0,0,1.64,5.53,0,0,0,0,0,0,0,0,0,78,0.57,0,1.2,-200,0,0,50,0,0.5,60,3.9,-1.7,-200,0,0,66,0.22,0.33,18,D,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.5287,0.5381,0.0091,0.0533,8.21,10.13,50,3.21,0.25,vegas,las vegas,l,las vegas3000,50700-12537:Las Vegas Raiders,50700-12537,D,l,Las Vegas Raiders,raiders,1.25,4,3000,LV@KC,LV,KC,,,,Vegas,Vegas,las vegas,las vegas3000
miami3600,49.84,Miami,3600,MIA,@SF,,,5.3,11,-0.4,0.91,1.5,0.5,12,4.39,-3,0.51,0,0,2,0,0.45,1.3,0,21,29.5,0.7,8.5,50.5,51,0,0,0,0,0,0,0,0,0,0,0,0,2.51,4.84,0,0,0,0,0,0,0,0,0,74,0.44,0,6.2,100,0,0,100,0.4,0,50,50,0,100,0,0,94,0.35,0.05,17,D,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.5215,0.5045,0.014,0.0489,7.8,10,4.6,2.42,0.2125,miami,miami,m,miami3600,50700-12539:Miami Dolphins,50700-12539,D,m,Miami Dolphins,dolphins,5.25,4,3600,MIA@SF,MIA,SF,,,,Dolphins,Dolphins,miami,miami3600
ny giants3200,47.69,NY Giants,3200,NYG,@DAL,,,5.1,10.7,-0.5,1.99,1.6,3,11,3.11,-9,0.2,0,0,1,0,0.62,0.4,0,22.3,29.8,0,7.5,52,39,0,0,0,0,0,0,0,0,0,0,0,0,1.23,6.13,0,0,0,0,0,0,0,0,0,0,0,0,3.5,-200,0,0,75,0.5,0.25,40,3.9,-1.4,-200,0,0,68,0.43,0.31,16,D,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.5092,0.4069,0.0067,0.0479,7.38,9.64,4.25,30,0.2296,giants,ny giants,n,ny giants3200,50700-12543:New York Giants,50700-12543,D,n,New York Giants,giants,4,4,3200,NYG@DAL,NYG,DAL,,,,York,NY,ny giants,ny giants3200
ny jets3400,37.46,NY Jets,3400,NYJ,ARI,,,5.4,11,-0.2,1.65,1.6,0.5,2,3.75,1,0.78,0,0,1,0,0.68,-1.4,0,20.8,27.8,1,7,48.5,38,0,0,0,0,0,0,0,0,0,0,0,0,2.11,6.16,0,0,0,0,0,0,0,0,0,67,0.54,0.01,5.4,-500,0,0,80,0.6,0.2,50,6.5,0.7,-500,0,0,94,0.52,0.05,19,D,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.4859,0.3554,0.012,0.0407,6.86,11.33,6.23,3.58,0.1647,jets,ny jets,n,ny jets3400,50700-12544:New York Jets,50700-12544,D,n,New York Jets,jets,4.75,4,3400,ARI@NYJ,NYJ,ARI,,,,York,NY,ny jets,ny jets3400
philadelphia4000,30.67,Philadelphia,4000,PHI,@PIT,,,6,12.9,-0.9,0.32,1.5,0.5,-1,5.68,0,0.72,0,0,0,0,0.45,-2.6,0,18.3,25.8,-0.7,7.5,44,40,0,0,0,0,0,0,0,0,0,0,0,0,1.27,8.36,0,0,0,0,0,0,0,0,0,71,0.73,0.14,7,-500,0,0,75,0.5,0.25,40,5.1,-2.3,-500,0,0,78,0.36,0.21,19,D,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.4891,0.4242,0.0075,0.0476,7.48,9.73,5.46,4.27,0.2055,philadelphia,philadelphia,p,philadelphia4000,50700-12545:Philadelphia Eagles,50700-12545,D,p,Philadelphia Eagles,eagles,7.5,4,4000,PHI@PIT,PHI,PIT,,,,Eagles,Eagles,philadelphia,philadelphia4000
pittsburgh4400,86.05,Pittsburgh,4400,PIT,PHI,,,8.4,17.1,-0.3,1.44,1.9,14.5,8,6.96,-1,0.63,0,0,5,0,0.79,2.5,0,25.8,18.3,-0.2,-7.5,44,60,0,0,0,0,0,0,0,0,0,0,0,0,3.98,11.06,0,0,0,0,0,0,0,0,0,71,0.73,0.14,9.3,-400,0,0,100,1,0,30,10.9,30,-400,0,0,88,0.72,0.11,18,D,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.4336,0.4006,0.0222,0.0331,6.62,7.64,3.83,2.5,0.1963,pittsburgh,pittsburgh,p,pittsburgh4400,50700-12547:Pittsburgh Steelers,50700-12547,D,p,Pittsburgh Steelers,steelers,9.333333333,3,4400,PHI@PIT,PIT,PHI,,,,Steelers,Steelers,pittsburgh,pittsburgh4400
san francisco4600,51.22,San Francisco,4600,SF,MIA,,,7.6,14.9,0.3,-0.01,1.7,14.5,-2,7.61,-4,0.45,0,0,3,0,0.68,-1.9,0,29.5,21,0.2,-8.5,50.5,49,0,0,0,0,0,0,0,0,0,0,0,0,1.43,7.66,0,0,0,0,0,0,0,0,0,74,0.44,0,6.8,-400,0,0,100,0.25,0,40,8.9,0.3,-400,0,0,85,0.57,0.14,21,D,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.451,0.5,0.0081,0.04,6.03,7.71,4.58,3.18,0.2593,francisco,san francisco,s,san francisco4600,50700-12549:San Francisco 49ers,50700-12549,D,s,San Francisco 49ers,49ers,6.75,4,4600,MIA@SF,SF,MIA,,,,Francisco,Francisco,san francisco,san francisco4600
washington3800,32.96,Washington,3800,WAS,LA,,,6.1,13,-0.8,1.07,1.6,0.5,2,5.03,0,0.72,0,0,1,0,0.45,-2.4,0,19,26,0.7,7,45,41,0,0,0,0,0,0,0,0,0,0,0,0,2.64,10.37,0,0,0,0,0,0,0,0,0,67,0.98,0.81,6,400,0,0,100,0.25,0,40,6.4,1.4,400,0,0,93,0.5,0.06,16,D,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.4797,0.5109,0.0138,0.0474,7.37,10.13,4.93,2.4,0.2171,washington,washington,w,washington3800,50700-12552:Washington Football Team,50700-12552,D,w,Washington Football Team,footballteam,6,4,3800,LAR@WAS,WAS,LAR,,,,Football,Football,washington,washington3800
allen6000qbk,66.16,Kyle Allen,6000,WAS,LA,,,14.32,24.2,4.4,1.09,2.4,0.5,9.66,13.23,-6,0.33,0.83,1.3,1,0,0.31,1.9,70,19,26,0.7,7,45,41,24,39,264,60,6.6,4.3,1.2,34,23.6,53.9,17.5,3.1,4.1,8.9,2,6,10,3.7,0.2,0.357,4.27,2.53,1.53,67,0.98,0.81,0,0,0,0,0,0,0,40,14,0.1,0,0.3,0.2,60,0.33,0.13,15,QB,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,allen,kyle allen,k,allen6000qbk,50700-53095:Kyle Allen,50700-53095,QB,k,Kyle Allen,allen,14.88307659,13,6000,LAR@WAS,WAS,LAR,,,,ryland,ryland,kyle,allen6000qbk
bridgewater7100qbt,82.8,Teddy Bridgewater,7100,CAR,@ATL,,,20.14,30.9,9.4,4.75,2.8,6.5,20.82,15.39,-4,0.45,1,10,2,0,0.72,10.7,47,25.5,28,1.7,2.5,53.5,47,21,30,240,69,7.8,7.24,1,37,27.3,59.7,9.7,3.3,1.3,6,3,4,7,2.6,0.1,0.37,3.07,1.33,0.47,0,0,0,18,300,0.45,0.27,100,0.75,0,40,6.6,0.9,300,0.18,0.14,37,0.25,0.62,16,QB,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bridgewater,teddy bridgewater,t,bridgewater7100qbt,50700-33259:Teddy Bridgewater,50700-33259,QB,t,Teddy Bridgewater,bridgewater,17.96999931,4,7100,CAR@ATL,CAR,ATL,,,,ryland,ryland,teddy,bridgewater7100qbt
burrow7300qbj,77.62,Joe Burrow,7300,CIN,@BAL,,,17.28,27,7.5,1.49,2.4,0.5,5.32,15.79,-4,0.45,0.5,1.3,1,0,0.69,4.4,76,18.3,30.8,-0.7,12.5,49,52,29,44,280,65,6.3,5.47,1.5,28,16.9,63.3,16.4,3.4,1.1,7.9,5,10,18,3.8,0.3,0.6,6.6,3.4,1.4,67,0.94,0.82,19.6,700,0.37,0.26,100,0.75,0,40,19.6,4.3,700,0.37,0.26,100,0.75,0,40,QB,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,burrow,joe burrow,j,burrow7300qbj,50700-63336:Joe Burrow,50700-63336,QB,j,Joe Burrow,burrow,19.58499908,4,7300,CIN@BAL,CIN,BAL,,,,ryland,ryland,joe,burrow7300qbj
carr6900qbd,68.09,Derek Carr,6900,LV,@KC,,,17.32,28.9,5.8,2.32,2.5,0.5,24.98,15,0,0.78,0.6,0.8,1,0,0.53,-9.3,64,21.8,32.8,-0.2,11,54.5,41,23,33,268,70,8.1,7.81,1.5,41,24.8,39.1,29.4,4.5,0.9,5.4,1,5,5,3.4,0.1,0.423,6.47,3,1.87,78,0.57,0,18.3,-200,0.46,0.27,100,0.8,0,50,17.2,1.2,-200,0.47,0.27,94,0.64,0.05,17,QB,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,carr,derek carr,d,carr6900qbd,50700-45859:Derek Carr,50700-45859,QB,d,Derek Carr,carr,17.77499962,4,6900,LV@KC,LV,KC,,,,ryland,ryland,derek,carr6900qbd
fitzpatrick7100qbr,80.25,Ryan Fitzpatrick,7100,MIA,@SF,,,17.82,27.8,7.8,2.43,2.5,0.5,27.6,15.39,-1,0.68,0,0.6,1,0,0.6,1.7,66,21,29.5,0.7,8.5,50.5,51,23,37,263,64,7.1,6.01,1.4,29,17.6,59.5,20.8,3.8,2.4,6.3,4,10,21,4.7,0.4,0.521,6.69,2.75,1.38,74,0.44,0,20.2,700,0.48,0.3,100,0.75,0,40,19.7,4.3,700,0.45,0.3,100,0.64,0,17,QB,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fitzpatrick,ryan fitzpatrick,r,fitzpatrick7100qbr,50700-7659:Ryan Fitzpatrick,50700-7659,QB,r,Ryan Fitzpatrick,fitzpatrick,20.19000053,4,7100,MIA@SF,MIA,SF,,,,ryland,ryland,ryan,fitzpatrick7100qbr
flacco6000qbj,66.3,Joe Flacco,6000,NYJ,ARI,,,14.68,25,4.4,1.45,2.4,0.5,13.8,13.23,-5,0.39,1,0.5,1,0,0.72,3.3,51,20.8,27.8,1,7,48.5,38,15,24,145,63,6,4.06,0,31,27.1,49,17.7,0,1.3,11.1,1,2,2,1.6,0,0.2,0.6,0.33,0.27,67,0.54,0.01,0.6,0,0.32,0.16,0,0,0.25,40,5.5,-2.2,0,0.19,0.11,18,0,0.12,16,QB,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flacco,joe flacco,j,flacco6000qbj,50700-6714:Joe Flacco,50700-6714,QB,j,Joe Flacco,flacco,0.639999986,1,6000,ARI@NYJ,NYJ,ARI,,,,ryland,ryland,joe,flacco6000qbj
garoppolo6700qbj,77.7,Jimmy Garoppolo,6700,SF,MIA,,,17.72,30.5,5,3.11,2.6,3,1.08,14.61,-2,0.6,1,1.4,1,0,0.72,3.9,62,29.5,21,0.2,-8.5,50.5,49,20,29,246,68,8.4,7.5,1.7,44,23.5,48.1,27.9,5.9,2.1,8.2,2,3,4,2.1,0.1,0.452,4.94,2.56,1.25,74,0.44,0,17.3,-600,0.64,0.37,60,0.4,0,50,15.6,-1.5,-700,0.46,0.25,65,0.3,0.26,23,QB,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,garoppolo,jimmy garoppolo,j,garoppolo6700qbj,50700-54604:Jimmy Garoppolo,50700-54604,QB,j,Jimmy Garoppolo,garoppolo,16.25,2,6700,MIA@SF,SF,MIA,,,,ryland,ryland,jimmy,garoppolo6700qbj
goff7500qbj,73.26,Jared Goff,7500,LA,@WAS,,,17.86,29.8,5.9,1.68,2.4,3,25.36,16.18,1,0.84,0.67,0.6,1,0,0.75,4.2,67,26,19,-1.8,-7,45,59,22,35,270,65,7.7,7.07,1.4,36,10.8,60.1,25.1,4,2,3.6,2,2,3,1.6,0.1,0.417,5.13,2.4,1.13,67,0.98,0.81,18.9,100,0.52,0.28,100,0.5,0,40,16.8,-0.3,100,0.43,0.25,75,0.62,0.25,16,QB,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,goff,jared goff,j,goff7500qbj,50700-38435:Jared Goff,50700-38435,QB,j,Jared Goff,goff,18.85499954,4,7500,LAR@WAS,LAR,WAS,,,,ryland,ryland,jared,goff7500qbj
jackson8900qbl,93.07,Lamar Jackson,8900,BAL,CIN,,,23.78,38.7,8.9,4.86,2.7,10.5,14.5,18.92,2,0.88,0.94,3.1,2,0,0.75,1.4,60,30.8,18.3,-2.2,-12.5,49,48,16,24,187,67,7.8,8.76,2.3,38,14.8,43,38.3,9.6,0.4,5.5,11,27,80,6.9,0.5,0.515,5.6,2.47,1.13,67,0.94,0.82,22.6,-500,0.61,0.41,100,0.6,0,50,26.5,7.9,-500,0.71,0.44,95,0.8,0.05,20,QB,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jackson,lamar jackson,l,jackson8900qbl,50700-63115:Lamar Jackson,50700-63115,QB,l,Lamar Jackson,jackson,21.31500053,4,8900,CIN@BAL,BAL,CIN,Q,Knee,,ryland,ryland,lamar,jackson8900qbl
jones7000qbd,81.26,Daniel Jones,7000,NYG,@DAL,,,18.74,27.8,9.7,3.54,2.7,6.5,8.18,15.2,-7,0.28,0.89,4.1,1,0,0.53,5.8,67,22.3,29.8,0,7.5,52,39,24,39,249,61,6.4,5.14,1.8,39,17.5,56.4,22.6,4.6,2.3,8.2,4,14,27,6.9,0,0.604,5.36,2,1.07,0,0,0,12.1,-200,0.27,0.19,100,0.25,0,40,13.7,0.4,-200,0.3,0.2,82,0.23,0.17,17,QB,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jones,daniel jones,d,jones7000qbd,50700-63519:Daniel Jones,50700-63519,QB,d,Daniel Jones,jones,12.06499958,4,7000,NYG@DAL,NYG,DAL,,,,ryland,ryland,daniel,jones7000qbd
mahomes9000qbp,90.99,Patrick Mahomes,9000,KC,LV,,,24.28,37.5,11.1,5.16,2.7,10.5,30.7,19.12,1,0.84,1,2.7,2,0,0.69,1.7,64,32.8,21.8,-1.2,-11,54.5,59,22,33,256,66,7.6,7.94,2,41,20,48.5,28.9,6.1,1.2,2.9,3,9,18,5.3,0.2,0.522,4.33,2.93,1.27,78,0.57,0,29.2,0,0.64,0.42,100,1,0,30,19.6,30,-500,0.51,0.31,76,0.42,0.23,21,QB,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mahomes,patrick mahomes,p,mahomes9000qbp,50700-57439:Patrick Mahomes,50700-57439,QB,p,Patrick Mahomes,mahomes,27.04000092,4,9000,LV@KC,KC,LV,,,,ryland,ryland,patrick,mahomes9000qbp
