RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,act_pts,lev_rank,buzz,sr,leverage,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
cousins7200qbk,57.55,Kirk Cousins,7200,MIN,GB,,,16.26,24.53,9.09,0.67,2.3,0.5,15.59,22.76,1,0,0,0.84,1,0,0.6,-4.6,66,22.5,21.5,-2.5,-1,44,45,21,31,250,68,8.1,7.72,1.8,45,27,44.7,23.5,5.8,1.3,5.8,1,3,4,2.4,0,0.4,3.53,1.87,1.13,0,0,0,0,0,0,0,0,0,0,0,14.8,-1.4,0,0.43,0.22,85,0.38,0.14,21,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cousins,kirk cousins,k,cousins7200qbk,47691-22038:Kirk Cousins,47691-22038,QB,k,Kirk Cousins,cousins,16.69466654,15,7200,GB@MIN,MIN,GB,,,,ryland,ryland,kirk,cousins7200qbk
darnold6800qbs,52.34,Sam Darnold,6800,NYJ,@BUF,,,12.88,19.71,6.36,-1.92,1.9,0.5,14.8,12.2,-8,0.5,0,0.23,0,0,0.69,-0.1,65,16.5,23,-0.5,6.5,39.5,25,20,33,237,61,7.1,5.69,1.5,39,18.5,63.3,11.8,4.5,3.3,6.8,2,5,5,1.9,0.2,0.281,4.13,1.53,0.87,71,0.89,0.33,0,0,0,0,0,0,0,0,12.1,-0.6,0,0.32,0.19,70,0.29,0.29,17,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,darnold,sam darnold,s,darnold6800qbs,47691-63589:Sam Darnold,47691-63589,QB,s,Sam Darnold,darnold,15.55076951,13,6800,NYJ@BUF,NYJ,BUF,,,,ryland,ryland,sam,darnold6800qbs
fitzpatrick6400qbr,60.26,Ryan Fitzpatrick,6400,MIA,@NE,,,14.14,22.73,7.69,0.12,2.2,0.5,14.02,8.44,-5,1.2,1,0.39,1,0,0.73,-4.4,60,17,24.5,-1,7.5,41.5,48,21,33,238,62,7.1,5.92,1.4,30,18,59.4,20.3,4.2,2.7,7.6,3,9,16,4.4,0.3,0.509,5.73,2,1,75,0.55,0.01,0,0,0,0,0,0,0,0,16,2.4,0,0.4,0.27,81,0.5,0.18,16,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fitzpatrick,ryan fitzpatrick,r,fitzpatrick6400qbr,47691-7659:Ryan Fitzpatrick,47691-7659,QB,r,Ryan Fitzpatrick,fitzpatrick,16.96400045,15,6400,MIA@NE,MIA,NE,,,,ryland,ryland,ryan,fitzpatrick6400qbr
garoppolo7400qbj,61.94,Jimmy Garoppolo,7400,SF,ARI,,,17.32,26.6,10.99,1.34,2.3,6.5,15.98,19.26,-6,6.7,0.96,0.33,1,0,0.53,-1,67,28,21.5,0.7,-6.5,49.5,43,20,29,254,69,8.5,7.57,1.7,40,21.8,50.6,27.2,5.9,2.8,7.3,2,3,4,1.5,0.1,0.364,5.73,2.93,1.33,72,0.58,0,0,0,0,0,0,0,0,0,15.5,-1.8,100,0.44,0.23,72,0.27,0.27,22,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,garoppolo,jimmy garoppolo,j,garoppolo7400qbj,47691-54604:Jimmy Garoppolo,47691-54604,QB,j,Jimmy Garoppolo,garoppolo,16.27000046,16,7400,ARI@SF,SF,ARI,,,,ryland,ryland,jimmy,garoppolo7400qbj
haskins6500qbd,52.89,Dwayne Haskins,6500,WAS,PHI,,,13.96,21,7.21,-0.26,2.1,3,14.22,12.82,-14,0.5,1,0.05,0,0,0.6,0.3,49,18,23.5,-1.3,5.5,41.5,39,13,22,151,58,6.7,4.33,0.8,35,20.2,65,11.8,3.6,3.6,12.7,2,8,11,5.1,0,0.4,2.2,0.93,0.47,78,0.73,0.04,0,0,0,0,0,0,0,0,5.6,-1.7,0,0.2,0.11,46,0.13,0.53,15,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,haskins,dwayne haskins,d,haskins6500qbd,47691-73183:Dwayne Haskins Jr.,47691-73183,QB,d,Dwayne Haskins Jr.,haskins,9.299999661,9,6500,PHI@WAS,WAS,PHI,,,,ryland,ryland,dwayne,haskins6500qbd
jackson9400qbl,75.68,Lamar Jackson,9400,BAL,CLE,,,23.76,29.12,11.34,3.85,2.5,18.5,19.91,27.5,0,7.4,0.91,0.78,1,0,0.69,1,66,27,20,-1.5,-7,47,63,17,27,200,65,7.4,7.66,2.2,39,15,40.4,41.2,8.1,1.5,5.6,12,23,85,6.9,0.5,0.584,5.8,2.53,1.07,76,0.76,0.03,0,0,0,0,0,0,0,0,26.9,8.6,100,0.65,0.41,94,0.84,0.05,19,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jackson,lamar jackson,l,jackson9400qbl,47691-63115:Lamar Jackson,47691-63115,QB,l,Lamar Jackson,jackson,28.11199951,15,9400,CLE@BAL,BAL,CLE,,,,ryland,ryland,lamar,jackson9400qbl
mayfield7000qbb,51.85,Baker Mayfield,7000,CLE,@BAL,,,14.6,21.99,7.71,-0.6,2.1,0.5,15.2,10.86,-6,1.4,0.33,0.33,0,0,0.69,-4.1,65,20,27,0,7,47,37,19,33,236,58,7.1,5.5,1.4,39,22,61.3,12.5,4.2,3.6,6.5,1,5,9,5,0.2,0.571,6.4,2.93,1.67,76,0.76,0.03,0,0,0,0,0,0,0,0,14.3,-2.6,0,0.38,0.22,75,0.35,0.25,20,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mayfield,baker mayfield,b,mayfield7000qbb,47691-41535:Baker Mayfield,47691-41535,QB,b,Baker Mayfield,mayfield,15.63624954,16,7000,CLE@BAL,CLE,BAL,,,,ryland,ryland,baker,mayfield7000qbb
minshew6700qbg,76.28,Gardner Minshew,6700,JAX,IND,,,16.74,23.45,9.47,2.13,2.5,0.5,14.61,20.82,-4,4,1,0.45,1,0,0.75,8.2,67,18.5,25.5,-1,7,44,34,20,34,230,59,6.7,6.27,1.5,38,21.6,61.1,13.5,4.4,1.2,6.8,5,10,26,5.1,0,0.424,5,2.53,1.33,81,0.86,0.26,0,0,0,0,0,0,0,0,14.7,1.4,0,0.35,0.22,87,0.68,0.12,16,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,minshew,gardner minshew,g,minshew6700qbg,47691-61798:Gardner Minshew II,47691-61798,QB,g,Gardner Minshew II,minshew,16.80285754,14,6700,IND@JAC,JAC,IND,,,,ryland,ryland,gardner,minshew6700qbg
murray7700qbk,77.78,Kyler Murray,7700,ARI,@SF,,,17.72,28.83,6.77,1.15,2.3,3,16.57,27.3,5,1.9,1,0.95,2,0,0.69,3.3,62,21.5,28,1.7,6.5,49.5,57,21,32,227,65,7,5.77,1.2,39,19.1,65.8,10.2,3.8,2.2,8.3,6,16,35,5.9,0.3,0.478,5.87,2.67,1.6,72,0.58,0,0,0,0,0,0,0,0,0,18.6,1.8,0,0.45,0.3,93,0.5,0.06,16,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,murray,kyler murray,k,murray7700qbk,47691-63484:Kyler Murray,47691-63484,QB,k,Kyler Murray,murray,18.57999992,16,7700,ARI@SF,ARI,SF,,,,ryland,ryland,kyler,murray7700qbk
newton7300qbc,70.83,Cam Newton,7300,NE,MIA,,,18.8,28.13,8.68,3.01,2.6,14.5,15.79,25.7,-3,10,0.95,0.52,1,0,0.72,3.9,0,24.5,17,-0.5,-7.5,41.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0.55,0.01,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0.42,14,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,newton,cam newton,c,newton7300qbc,47691-14185:Cam Newton,47691-14185,QB,c,Cam Newton,newton,8.840000153,2,7300,MIA@NE,NE,MIA,,,,ryland,ryland,cam,newton7300qbc
rivers7100qbp,61.41,Philip Rivers,7100,IND,@JAX,,,16,27.81,8.01,0.61,2.3,0.5,15.39,16.82,9,2.6,1,0.99,1,0,0.73,-1.6,65,25.5,18.5,-1,-7,44,66,24,37,285,65,7.7,6.14,1.3,40,30.3,49.7,16.3,3.5,3.5,5.1,0,1,1,2.1,0,0.182,5.8,2.33,1.07,81,0.86,0.26,0,0,0,0,0,0,0,0,15,-2.2,-100,0.38,0.23,90,0.3,0.1,20,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rivers,philip rivers,p,rivers7100qbp,47691-7968:Philip Rivers,47691-7968,QB,p,Philip Rivers,rivers,15.96875,16,7100,IND@JAC,IND,JAC,,,,ryland,ryland,philip,rivers7100qbp
rodgers7500qba,60.61,Aaron Rodgers,7500,GB,@MIN,,,16.96,24.12,9.31,0.78,2.3,0.5,16.18,30.76,-1,2.1,0.22,0.68,1,0,0.72,-9,68,21.5,22.5,0,1,44,55,22,35,253,62,7,6.94,1.7,39,26,59,17.6,4.9,0.9,5.7,2,7,11,4.1,0.1,0.395,6.47,2.93,1.33,0,0,0,0,0,0,0,0,0,0,0,17.8,-0.1,-100,0.44,0.26,76,0.28,0.24,25,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rodgers,aaron rodgers,a,rodgers7500qba,47691-6894:Aaron Rodgers,47691-6894,QB,a,Aaron Rodgers,rodgers,17.64875031,16,7500,GB@MIN,GB,MIN,,,,ryland,ryland,aaron,rodgers7500qba
ryan7800qbm,65.98,Matt Ryan,7800,ATL,SEA,,,19.54,28.12,9.79,2.77,2.5,6.5,16.77,24.9,-5,2.6,1,0.39,1,0,0.73,-5.5,72,25.3,24.3,1.3,-1,49.5,42,26,40,297,65,7.3,6.28,1.7,41,17.2,60.9,17.4,4.3,2.3,7.2,2,6,8,3.8,0.1,0.469,6.33,2,0.67,0,0,0,0,0,0,0,0,0,0,0,17.7,1.3,0,0.38,0.25,81,0.56,0.18,16,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ryan,matt ryan,m,ryan7800qbm,47691-6616:Matt Ryan,47691-6616,QB,m,Matt Ryan,ryan,18.75599976,15,7800,SEA@ATL,ATL,SEA,,,,ryland,ryland,matt,ryan7800qbm
stafford7300qbm,62.07,Matthew Stafford,7300,DET,CHI,,,17.56,25.3,8.86,1.77,2.4,0.5,15.79,17.18,2,2.6,0.9,0.88,1,0,0.73,-3.8,67,22.5,20,-0.3,-2.5,42.5,56,22,35,302,65,8.6,8.1,2.3,45,13,65,20.7,6.6,2,5.7,2,5,6,2.6,0,0.353,3.31,2,1.08,0,0,0,0,0,0,0,0,0,0,0,10.4,0.9,0,0.26,0.16,50,0.22,0.38,18,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stafford,matthew stafford,m,stafford7300qbm,47691-6654:Matthew Stafford,47691-6654,QB,m,Matthew Stafford,stafford,21.44499969,8,7300,CHI@DET,DET,CHI,,,,ryland,ryland,matthew,stafford7300qbm
taylor7000qbt,64.64,Tyrod Taylor,7000,LAC,@CIN,,,17.14,27.78,5.74,1.94,2.4,6.5,15.2,9.02,-2,6.2,1,0.6,1,0,0.64,2.9,5,22,19.5,-1.5,-2.5,41.5,55,2,3,16,66,5.5,8.67,0.5,10,50,33.3,16.7,16.7,0,0,1,1,1,0.7,0,0.2,0.13,0,0,82,0.56,0.01,0,0,0,0,0,0,0,0,0.4,0,0,0.09,0.08,6,0,0.93,15,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,taylor,tyrod taylor,t,taylor7000qbt,47691-14377:Tyrod Taylor,47691-14377,QB,t,Tyrod Taylor,taylor,1.504999995,4,7000,LAC@CIN,LAC,CIN,,,,ryland,ryland,tyrod,taylor7000qbt
trubisky6900qbm,69.41,Mitchell Trubisky,6900,CHI,@DET,,,16.88,23.86,9.82,1.88,2.4,3,15,24.28,-9,5.2,0.95,0.18,1,0,0.6,1.5,63,20,22.5,-1.3,2.5,42.5,44,21,33,207,63,6.2,5.34,1.2,31,23.6,62,11.7,3.6,1.8,6.8,3,6,13,4,0.1,0.467,4.53,2.6,1,0,0,0,0,0,0,0,0,0,0,0,15.3,0.1,0,0.39,0.24,76,0.52,0.23,21,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trubisky,mitchell trubisky,m,trubisky6900qbm,47691-38628:Mitchell Trubisky,47691-38628,QB,m,Mitchell Trubisky,trubisky,14.18800049,15,6900,CHI@DET,CHI,DET,,,,ryland,ryland,mitchell,trubisky6900qbm
wentz7700qbc,73.37,Carson Wentz,7700,PHI,@WAS,,,18.58,26.51,9.97,2.01,2.4,3,16.57,15,-2,6.2,1,0.6,1,0,0.64,6.3,72,23.5,18,-1.8,-5.5,41.5,61,24,37,248,63,6.6,6.15,1.6,33,18.7,41.5,38.7,4.3,1.4,6.1,3,7,15,4.1,0.1,0.621,6.27,2.4,1.47,78,0.73,0.04,0,0,0,0,0,0,0,0,15.5,-1.7,0,0.35,0.21,80,0.38,0.19,21,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wentz,carson wentz,c,wentz7700qbc,47691-70324:Carson Wentz,47691-70324,QB,c,Carson Wentz,wentz,17.67874908,16,7700,PHI@WAS,PHI,WAS,,,,ryland,ryland,carson,wentz7700qbc
wilson8400qbr,66.96,Russell Wilson,8400,SEA,@ATL,,,19.6,28.14,9.93,1.66,2.3,6.5,17.94,31.78,1,5,0.95,0.84,1,0,0.64,-1.6,71,24.3,25.3,-0.7,1,49.5,58,21,33,261,65,7.9,7.45,1.9,38,16.3,64.3,20.6,5.8,0.9,8.1,4,11,22,4.7,0.2,0.451,7.07,2.6,1.33,0,0,0,0,0,0,0,0,0,0,0,20.9,2.8,0,0.51,0.29,82,0.52,0.17,23,QB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wilson,russell wilson,r,wilson8400qbr,47691-22015:Russell Wilson,47691-22015,QB,r,Russell Wilson,wilson,20.85000038,16,8400,SEA@ATL,SEA,ATL,,,,ryland,ryland,russell,wilson8400qbr
barber4700rbp,55.97,Peyton Barber,4700,WAS,PHI,,,4.33,9.66,0.41,-1.1,0.9,0.5,5.43,14.9,-31,0,0,0.12,1,0,0.64,-3.1,20,18,23.5,-1.3,5.5,41.5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,2.9,0.4,0.39,1.43,1.07,0.71,78,0.73,0.04,0,0,0,0,0,0,0,0,5.8,-1.9,-200,0.57,0.29,60,0.2,0.4,15,RB,120,0.357,0.273,0.273,8,1,0,6,4,7.4,0.1,30,0.278,0.389,0,0,0,0,0,0,0,0,0,0,0,0,0,barber,peyton barber,p,barber4700rbp,47691-40857:Peyton Barber,47691-40857,RB,p,Peyton Barber,barber,6.78125,16,4700,PHI@WAS,WAS,PHI,,,,ryland,ryland,peyton,barber4700rbp
bell6500rbl,74.25,Le'Veon Bell,6500,NYJ,@BUF,,,10.94,18.05,2.14,1.02,1.7,3,9.92,5.6,-1,1.3,0,0.8,4,0,0.58,-1.8,51,16.5,23,-0.5,6.5,39.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,52,3.2,0.2,0.404,1.8,0.67,0.47,71,0.89,0.33,0,0,0,0,0,0,0,0,10.9,-0.6,0,0.51,0.21,72,0.05,0.27,18,RB,120,0.5,0.677,0.814,16,4,4,30,12,7.2,0,6.3,0.158,0.579,0,0,0,0,0,0,0,0,0,0,0,0,0,bell,le'veon bell,l,bell6500rbl,47691-28181:Le'Veon Bell,47691-28181,RB,l,Le'Veon Bell,bell,12.13333333,15,6500,NYJ@BUF,NYJ,BUF,,,,ryland,ryland,le'veon,bell6500rbl
bernard4900rbg,52.71,Giovani Bernard,4900,CIN,LAC,,,3.65,11.11,0.09,-2.28,0.7,0.5,5.93,4.8,-18,0,0,0.33,2,0,0.92,1.4,27,19.5,22,-1,2.5,41.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3.2,0,0.348,1,0.27,0.07,82,0.56,0.01,0,0,0,0,0,0,0,0,3.1,-3.1,100,0.54,0.11,66,0,0.26,15,RB,120,0,0.1,0.391,3,2,1,12,9,6.9,0,4.5,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,bernard,giovani bernard,g,bernard4900rbg,47691-25290:Giovani Bernard,47691-25290,RB,g,Giovani Bernard,bernard,3.337500095,16,4900,LAC@CIN,CIN,LAC,,,,ryland,ryland,giovani,bernard4900rbg
breida5200rbm,67.5,Matt Breida,5200,MIA,@NE,,,6.98,13.61,0.78,0.3,1.3,0.5,6.68,2.2,-5,0.3,1,0.65,1,0,0.95,0.8,20,17,24.5,-1,7.5,41.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,53,5.4,0.1,0.472,0.53,0.2,0.13,75,0.55,0.01,0,0,0,0,0,0,0,0,6.3,-0.3,0,0.54,0.32,50,0.3,0.5,20,RB,120,0.056,0.331,0.294,9,1,1,10,8,6.3,0.1,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,breida,matt breida,m,breida5200rbm,47691-53303:Matt Breida,47691-53303,RB,m,Matt Breida,breida,7.816666921,12,5200,MIA@NE,MIA,NE,,,,ryland,ryland,matt,breida5200rbm
burkhead5000rbr,74.32,Rex Burkhead,5000,NE,MIA,,,7.15,13.55,1.22,0.97,1.4,0.5,6.18,3.2,-4,0,0,0.68,3,0,0.55,0.6,19,24.5,17,-0.5,-7.5,41.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,4.5,0.3,0.509,0.6,0.47,0.13,75,0.55,0.01,0,0,0,0,0,0,0,0,4.8,-0.9,-100,0.66,0.25,47,0.23,0.52,17,RB,120,0.3,0.201,0.275,4,2,1,19,12,10.8,0,7.7,0.333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,burkhead,rex burkhead,r,burkhead5000rbr,47691-27338:Rex Burkhead,47691-27338,RB,r,Rex Burkhead,burkhead,6.738461421,13,5000,MIA@NE,NE,MIA,,,,ryland,ryland,rex,burkhead5000rbr
carson7200rbc,82.68,Chris Carson,7200,SEA,@ATL,,,12.81,22.61,6.22,1.14,1.8,6.5,11.67,21.6,2,2.6,1,0.9,3,0,0.55,-2.8,49,24.3,25.3,-0.7,1,49.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,84,4.5,0.4,0.574,2.53,1.27,0.6,0,0,0,0,0,0,0,0,0,0,0,11.8,1.2,0,0.54,0.24,55,0.27,0.44,18,RB,120,0.462,0.591,0.698,18,2,2,16,9,7.5,0.1,5.7,0.162,0.541,0,0,0,0,0,0,0,0,0,0,0,0,0,carson,chris carson,c,carson7200rbc,47691-64119:Chris Carson,47691-64119,RB,c,Chris Carson,carson,14.27333374,15,7200,SEA@ATL,SEA,ATL,,,,ryland,ryland,chris,carson7200rbc
chubb7500rbn,73.1,Nick Chubb,7500,CLE,@BAL,,,12.15,20.29,4.26,-0.27,1.6,3,12.42,5.1,1,0.8,0.67,0.87,5,0,0.55,-1.9,45,20,27,0,7,47,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,94,5,0.5,0.452,3.8,2.2,1.13,76,0.76,0.03,0,0,0,0,0,0,0,0,14.5,0.9,100,0.67,0.32,60,0.3,0.4,20,RB,120,0.571,0.789,0.682,18,3,2,17,11,8.1,0,6.3,0.118,0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,chubb,nick chubb,n,chubb7500rbn,47691-53562:Nick Chubb,47691-53562,RB,n,Nick Chubb,chubb,14.82499981,16,7500,CLE@BAL,CLE,BAL,,,,ryland,ryland,nick,chubb7500rbn
clement4500rbc,75.52,Corey Clement,4500,PHI,@WAS,,,6.43,12.28,0.6,1.5,1.4,0.5,4.93,3.1,-11,0,0,0.48,2,0,0.92,9.7,0,23.5,18,-1.8,-5.5,41.5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0.73,0.04,0,0,0,0,0,0,0,0,-0.8,0,0,0,0,0,0,0.31,16,RB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clement,corey clement,c,clement4500rbc,47691-40758:Corey Clement,47691-40758,RB,c,Corey Clement,clement,-2,2,4500,PHI@WAS,PHI,WAS,,,,ryland,ryland,corey,clement4500rbc
cohen5200rbt,77.92,Tarik Cohen,5200,CHI,@DET,,,8.78,17.69,3.21,2.1,1.7,3,6.68,5.7,-8,3.6,1,0.56,4,0,0.95,-1.2,32,20,22.5,-1.3,2.5,42.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,3.3,0,0.422,1.07,0.4,0.07,0,0,0,0,0,0,0,0,0,0,0,6.9,-1.5,0,0.66,0.22,75,0.2,0.2,20,RB,120,0,0.151,0.483,4,6,4,27,13,5.7,0.2,4.8,0,0.429,0,0,0,0,0,0,0,0,0,0,0,0,0,cohen,tarik cohen,t,cohen5200rbt,47691-79974:Tarik Cohen,47691-79974,RB,t,Tarik Cohen,cohen,7.775000095,16,5200,CHI@DET,CHI,DET,,,,ryland,ryland,tarik,cohen5200rbt
coleman5400rbt,71.48,Tevin Coleman,5400,SF,ARI,,,6.76,12.46,1.25,-0.42,1.3,0.5,7.18,2.9,-8,0.3,0,0.56,4,0,0.48,-2.3,28,28,21.5,0.7,-6.5,49.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,40,4,0.5,0.42,2.4,1.27,0.73,72,0.58,0,0,0,0,0,0,0,0,0,9.6,1.8,0,0.79,0.34,59,0.31,0.36,22,RB,120,0.316,0.293,0.431,10,2,1,11,8,7.7,0.1,3.8,0.179,0.393,0,0,0,0,0,0,0,0,0,0,0,0,0,coleman,tevin coleman,t,coleman5400rbt,47691-27776:Tevin Coleman,47691-27776,RB,t,Tevin Coleman,coleman,8.92142868,14,5400,ARI@SF,SF,ARI,,,,ryland,ryland,tevin,coleman5400rbt
cook8700rbd,85.81,Dalvin Cook,8700,MIN,GB,,,16.58,24.98,6.02,1.17,1.9,18.5,15.41,21.3,0,5.6,1,0.84,7,0,0.61,0.6,44,22.5,21.5,-2.5,-1,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,78,4.5,0.8,0.493,3.13,2,1.33,0,0,0,0,0,0,0,0,0,0,0,15.7,2.9,0,0.71,0.36,66,0.42,0.28,21,RB,120,0.733,0.592,0.658,17,4,3,39,17,10,0,80,0.227,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0,cook,dalvin cook,d,cook8700rbd,47691-54140:Dalvin Cook,47691-54140,RB,d,Dalvin Cook,cook,18.99285671,14,8700,GB@MIN,MIN,GB,,,,ryland,ryland,dalvin,cook8700rbd
davis4500rbm,50.85,Mike Davis,4500,CAR,LV,,,2.47,6.55,0,-2.46,0.5,0.5,4.93,0,-30,0,0,0.13,0,0,0.92,-1.2,7,22.5,25.5,-0.3,3,48,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.07,0,0,82,0.61,0.02,0,0,0,0,0,0,0,0,0.1,-1.7,-100,0.08,0.02,5,0,0.83,18,RB,120,0,0.016,0.115,1,0,0,1,1,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,davis,mike davis,m,davis4500rbm,47691-30635:Mike Davis,47691-30635,RB,m,Mike Davis,davis,1.679999924,5,4500,LV@CAR,CAR,LV,,,,ryland,ryland,mike,davis4500rbm
dillon4600rba,54.39,AJ Dillon,4600,GB,@MIN,,,3.28,7.71,0.03,-1.9,0.7,0.5,5.18,1.4,-28,0,0,0.16,0,0,0.95,-0.2,0,21.5,22.5,0,1,44,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,RB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dillon,aj dillon,a,dillon4600rba,47691-93107:AJ Dillon,47691-93107,RB,a,AJ Dillon,dillon,,,4600,GB@MIN,GB,MIN,,,,ryland,ryland,aj,dillon4600rba
dobbins5200rbj,75.52,JK Dobbins,5200,BAL,CLE,,,7.29,12.4,1.37,0.61,1.4,3,6.68,14.2,-21,0.3,0,0.27,5,0,0.95,6.3,0,27,20,-1.5,-7,47,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0.76,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobbins,jk dobbins,j,dobbins5200rbj,47691-87787:J.K. Dobbins,47691-87787,RB,j,J.K. Dobbins,dobbins,,,5200,CLE@BAL,BAL,CLE,,,,ryland,ryland,j.k.,dobbins5200rbj
drake6600rbk,88.04,Kenyan Drake,6600,ARI,@SF,,,13.13,24.42,5.1,2.96,2,6.5,10.17,13.5,6,3.3,1,0.95,7,0,0.95,-3,45,21.5,28,1.7,6.5,49.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,61,4.8,0.6,0.506,2.08,1.08,0.62,72,0.58,0,0,0,0,0,0,0,0,0,15.1,2.9,0,0.85,0.34,82,0.29,0,17,RB,120,0.615,0.56,0.698,12,5,3,25,13,6.9,0,60,0.318,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,drake,kenyan drake,k,drake6600rbk,47691-30989:Kenyan Drake,47691-30989,RB,k,Kenyan Drake,drake,13.5142855,14,6600,ARI@SF,ARI,SF,,,,ryland,ryland,kenyan,drake6600rbk
