RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,act_pts,lev_rank,buzz,sr,leverage,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
edmonds5000rbc,56.65,Chase Edmonds,5000,ARI,@SF,,,4.03,8.96,0.07,-2.15,0.8,0.5,6.18,12,-26,0.3,1,0.19,1,0,0.66,-3,22,21.5,28,1.7,6.5,49.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,5.1,0.4,0.39,0.87,0.13,0.07,72,0.58,0,0,0,0,0,0,0,0,0,4.8,1.6,0,0.54,0.22,31,0.18,0.68,16,RB,120,0.444,0.31,0.34,6,2,1,11,8,8.8,0.1,4.5,0.286,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,edmonds,chase edmonds,c,edmonds5000rbc,47691-83081:Chase Edmonds,47691-83081,RB,c,Chase Edmonds,edmonds,7.680000305,10,5000,ARI@SF,ARI,SF,,,,ryland,ryland,chase,edmonds5000rbc
edwards4800rbg,54.5,Gus Edwards,4800,BAL,CLE,,,2.84,5.94,0.01,-2.84,0.6,0.5,5.68,1.7,-33,0,0,0.1,6,0,0.61,6.3,25,27,20,-1.5,-7,47,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43,5.6,0.1,0.56,1.13,0.4,0.33,76,0.76,0.03,0,0,0,0,0,0,0,0,5.3,-1.5,-100,0.65,0.21,68,0.12,0.31,16,RB,120,0.105,0.216,0.356,7,0,0,3,2,6.4,0,2.5,0.063,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,edwards,gus edwards,g,edwards4800rbg,47691-40167:Gus Edwards,47691-40167,RB,g,Gus Edwards,edwards,5.568749905,16,4800,CLE@BAL,BAL,CLE,,,,ryland,ryland,gus,edwards4800rbg
ekeler7700rba,85.34,Austin Ekeler,7700,LAC,@CIN,,,14.4,26.46,5.21,1.49,1.9,10.5,12.91,9.2,6,6.7,1,0.95,4,0,0.48,-0.8,37,22,19.5,-1.5,-2.5,41.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,4.2,0.1,0.45,1.8,0.93,0.8,82,0.56,0.01,0,0,0,0,0,0,0,0,14.3,2.8,0,0.97,0.39,88,0.38,0.11,18,RB,120,0.182,0.376,0.557,8,6,5,59,25,10.4,0.4,9.6,0.133,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,ekeler,austin ekeler,a,ekeler7700rba,47691-80001:Austin Ekeler,47691-80001,RB,a,Austin Ekeler,ekeler,16.4375,16,7700,LAC@CIN,LAC,CIN,,,,ryland,ryland,austin,ekeler7700rba
fournette6900rbl,55.88,Leonard Fournette,6900,TB,@NO,,,6.57,12.92,0.66,-4.35,1,0.5,10.92,2.4,-6,0.8,0.25,0.61,3,0,0.58,-0.7,62,22,26.5,-0.8,4.5,48.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,77,4.3,0.2,0.417,3.8,1.8,0.6,0,0,0,0,0,0,0,0,0,0,0,14,2.6,0,0.57,0.23,81,0.18,0.18,16,RB,120,1,0.696,0.885,18,6,5,35,15,6.9,0,5.5,0.065,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,fournette,leonard fournette,l,fournette6900rbl,47691-52922:Leonard Fournette,47691-52922,RB,l,Leonard Fournette,fournette,14.75999959,15,6900,TB@NO,TB,NO,,,,ryland,ryland,leonard,fournette6900rbl
gibson4600rba,83.61,Antonio Gibson,4600,WAS,PHI,,,9.34,17.96,2.65,4.16,2,14.5,5.18,5.4,-21,10,0.9,0.27,2,0,0.66,-3.1,0,18,23.5,-1.3,5.5,41.5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0.73,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gibson,antonio gibson,a,gibson4600rba,47691-90933:Antonio Gibson,47691-90933,RB,a,Antonio Gibson,gibson,,,4600,PHI@WAS,WAS,PHI,,,,ryland,ryland,antonio,gibson4600rba
gore4800rbf,52.18,Frank Gore,4800,NYJ,@BUF,,,3.88,9.1,0.06,-1.8,0.8,0.5,5.68,2.4,-25,0,0,0.2,0,0,0.61,-1.8,24,16.5,23,-0.5,6.5,39.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,3.7,0.1,0.465,1.73,1.2,0.73,71,0.89,0.33,0,0,0,0,0,0,0,0,5.2,-2.3,0,0.46,0.22,50,0.16,0.44,18,RB,120,0.167,0.301,0.353,10,1,0,6,5,7.7,0,40,0.077,0.346,0,0,0,0,0,0,0,0,0,0,0,0,0,gore,frank gore,f,gore4800rbf,47691-6840:Frank Gore,47691-6840,RB,f,Frank Gore,gore,5.893333435,15,4800,NYJ@BUF,NYJ,BUF,,,,ryland,ryland,frank,gore4800rbf
gurley7100rbt,85.92,Todd Gurley,7100,ATL,SEA,,,12.85,24.03,5.55,1.43,1.8,10.5,11.42,12.7,0,4.4,0.93,0.84,5,0,0.55,1.2,53,25.3,24.3,1.3,-1,49.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,54,3.6,0.9,0.455,4.13,2,1.07,0,0,0,0,0,0,0,0,0,0,0,12.5,1.1,0,0.68,0.24,68,0.36,0.31,19,RB,120,0.706,0.621,0.75,14,3,2,14,9,6.8,0.1,5.2,0.214,0.589,0,0,0,0,0,0,0,0,0,0,0,0,0,gurley,todd gurley,t,gurley7100rbt,47691-30447:Todd Gurley II,47691-30447,RB,t,Todd Gurley II,gurley,13.59333293,15,7100,SEA@ATL,ATL,SEA,,,,ryland,ryland,todd,gurley7100rbt
hill4700rbb,65.55,Brian Hill,4700,ATL,SEA,,,4.48,9.43,0.22,-0.95,1,0.5,5.43,3,-23,0,0,0.24,2,0,0.64,1.2,23,25.3,24.3,1.3,-1,49.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,4.1,0.2,0.436,0.87,0.33,0.13,0,0,0,0,0,0,0,0,0,0,0,4.2,-0.4,-100,0.46,0.18,68,0.25,0.31,16,RB,120,0.25,0.351,0.312,7,1,1,6,4,6.9,0.1,2.6,0.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,hill,brian hill,b,hill4700rbb,47691-54010:Brian Hill,47691-54010,RB,b,Brian Hill,hill,6.220000076,10,4700,SEA@ATL,ATL,SEA,,,,ryland,ryland,brian,hill4700rbb
hines4900rbn,63.81,Nyheim Hines,4900,IND,@JAX,,,4.47,9.79,0.34,-1.46,0.9,0.5,5.93,23.3,-21,0.5,1,0.27,6,0,0.58,3.6,21,25.5,18.5,-1,-7,44,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,3.9,0.1,0.521,0.87,0.6,0.27,81,0.86,0.26,0,0,0,0,0,0,0,0,6.2,-0.5,0,0.91,0.3,81,0.5,0.18,16,RB,120,0.125,0.097,0.315,3,3,2,21,11,7.9,0,5.6,0.25,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,hines,nyheim hines,n,hines4900rbn,47691-63625:Nyheim Hines,47691-63625,RB,n,Nyheim Hines,hines,5.993750095,16,4900,IND@JAC,IND,JAC,,,,ryland,ryland,nyheim,hines4900rbn
howard5500rbj,67.11,Jordan Howard,5500,MIA,@NE,,,7.05,16.96,1.71,-0.38,1.3,0.5,7.43,6.7,3,0.5,0,0.92,0,0,0.94,0.8,29,17,24.5,-1,7.5,41.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,53,4.3,0.7,0.504,1.47,0.73,0.67,75,0.55,0.01,0,0,0,0,0,0,0,0,70,0.8,0,0.51,0.24,45,0.25,0.55,20,RB,120,0.5,0.42,0.41,12,1,0,6,5,7.3,0.1,2.9,0.286,0.619,0,0,0,0,0,0,0,0,0,0,0,0,0,howard,jordan howard,j,howard5500rbj,47691-42142:Jordan Howard,47691-42142,RB,j,Jordan Howard,howard,11.82222239,9,5500,MIA@NE,MIA,NE,,,,ryland,ryland,jordan,howard5500rbj
hunt5800rbk,75.42,Kareem Hunt,5800,CLE,@BAL,,,8.97,17.86,2.33,0.79,1.5,0.5,8.18,10.1,6,0.5,1,0.95,2,0,0.64,-1.9,39,20,27,0,7,47,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,4.2,0.3,0.535,1,0.38,0.13,76,0.76,0.03,0,0,0,0,0,0,0,0,10.2,0.9,0,0.94,0.26,56,0.25,0,16,RB,120,0.333,0.192,0.595,5,5,4,35,16,7.7,0.1,7.6,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,hunt,kareem hunt,k,hunt5800rbk,47691-45229:Kareem Hunt,47691-45229,RB,k,Kareem Hunt,hunt,10.36250019,8,5800,CLE@BAL,CLE,BAL,,,,ryland,ryland,kareem,hunt5800rbk
hyde5000rbc,70.97,Carlos Hyde,5000,SEA,@ATL,,,6.54,12.66,1.02,0.36,1.3,0.5,6.18,8.3,-14,0,0,0.41,2,0,0.94,-2.8,34,24.3,25.3,-0.7,1,49.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,65,4.2,0.4,0.468,2.53,1.07,0.6,0,0,0,0,0,0,0,0,0,0,0,9.3,-0.1,0,0.56,0.27,85,0.23,0.14,21,RB,120,0.375,0.54,0.499,15,1,0,2,2,4.4,0,2.1,0.147,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,hyde,carlos hyde,c,hyde5000rbc,47691-28473:Carlos Hyde,47691-28473,RB,c,Carlos Hyde,hyde,9.262499809,16,5000,SEA@ATL,SEA,ATL,,,,ryland,ryland,carlos,hyde5000rbc
ingram7000rbm,80.71,Mark Ingram,7000,BAL,CLE,,,11.46,19.73,4.45,0.29,1.6,3,11.17,2.9,0,0,0,0.84,7,0,0.36,6.3,34,27,20,-1.5,-7,47,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,65,4.8,0.6,0.58,2.73,1.53,0.93,76,0.76,0.03,0,0,0,0,0,0,0,0,13.2,1.1,0,0.85,0.39,55,0.27,0.44,18,RB,120,0.444,0.324,0.496,13,2,1,17,11,9.5,0.4,7.4,0.229,0.686,0,0,0,0,0,0,0,0,0,0,0,0,0,ingram,mark ingram,m,ingram7000rbm,47691-14211:Mark Ingram II,47691-14211,RB,m,Mark Ingram II,ingram,15.3,15,7000,CLE@BAL,BAL,CLE,,,,ryland,ryland,mark,ingram7000rbm
jackson4500rbj,63.05,Justin Jackson,4500,LAC,@CIN,,,4.27,10.91,0.31,-0.66,0.9,0.5,4.93,0.4,-16,0,0,0.36,1,0,0.96,-0.8,13,22,19.5,-1.5,-2.5,41.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,6.2,0,0.652,0.33,0,0,82,0.56,0.01,0,0,0,0,0,0,0,0,1.3,-0.4,0,0.26,0.1,26,0,0.73,15,RB,120,0,0.195,0.19,3,1,1,3,4,2.3,0,2.3,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,jackson,justin jackson,j,jackson4500rbj,47691-55165:Justin Jackson,47691-55165,RB,j,Justin Jackson,jackson,3.814285823,7,4500,LAC@CIN,LAC,CIN,,,,ryland,ryland,justin,jackson4500rbj
jacobs8200rbj,90.68,Josh Jacobs,8200,LV,@CAR,,,16.1,23.7,5.85,1.94,2,23,14.16,33.9,-4,9.5,0.95,0.68,7,0,0.4,4.6,35,25.5,22.5,1.2,-3,48,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,88,4.9,0.4,0.498,2.47,1.33,0.67,82,0.61,0.02,0,0,0,0,0,0,0,0,11,1.4,0,0.54,0.31,62,0.31,0.37,16,RB,120,0.625,0.709,0.546,18,2,1,11,6,7.3,0,4.2,0.147,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,jacobs,josh jacobs,j,jacobs8200rbj,47691-72731:Josh Jacobs,47691-72731,RB,j,Josh Jacobs,jacobs,13.96923124,13,8200,LV@CAR,LV,CAR,,,,ryland,ryland,josh,jacobs8200rbj
johnson5600rbk,79.74,Kerryon Johnson,5600,DET,CHI,,,8.8,18.54,3.45,1.12,1.6,0.5,7.68,1.4,8,1,1,0.97,4,0,0.48,1.8,33,22.5,20,-0.3,-2.5,42.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50,3.6,0.4,0.515,3,2.14,1.43,0,0,0,0,0,0,0,0,0,0,0,11,0.6,0,0.7,0.33,47,0.23,0.05,17,RB,120,1,0.46,0.519,13,1,1,16,12,14.3,0.1,5.9,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,johnson,kerryon johnson,k,johnson5600rbk,47691-63806:Kerryon Johnson,47691-63806,RB,k,Kerryon Johnson,johnson,10,8,5600,CHI@DET,DET,CHI,,,,ryland,ryland,kerryon,johnson5600rbk
jones5700rbr,75.27,Ronald Jones,5700,TB,@NO,,,8.27,15.85,2.17,0.34,1.5,0.5,7.93,9.2,-2,0,0,0.76,1,0,0.92,-0.7,28,22,26.5,-0.8,4.5,48.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45,4.1,0.4,0.439,1.29,0.57,0.29,0,0,0,0,0,0,0,0,0,0,0,10.6,2.1,0,0.76,0.38,86,0.46,0.13,15,RB,120,0.429,0.492,0.383,11,2,2,20,13,9.7,0,8.2,0.353,0.706,0,0,0,0,0,0,0,0,0,0,0,0,0,jones,ronald jones,r,jones5700rbr,47691-63591:Ronald Jones II,47691-63591,RB,r,Ronald Jones II,jones,9.425000191,16,5700,TB@NO,TB,NO,,,,ryland,ryland,ronald,jones5700rbr
jones7800rba,83.38,Aaron Jones,7800,GB,@MIN,,,14.28,25.5,6.06,1.12,1.8,10.5,13.16,15.6,5,1.5,1,0.94,5,0,0.58,-0.2,42,21.5,22.5,0,1,44,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,69,4.7,1.1,0.601,3.27,1.67,1.33,0,0,0,0,0,0,0,0,0,0,0,19.2,6.3,0,0.99,0.46,70,0.45,0.29,24,RB,120,0.889,0.598,0.614,14,4,3,31,14,9.9,0.2,4.9,0.429,0.629,0,0,0,0,0,0,0,0,0,0,0,0,0,jones,aaron jones,a,jones7800rba,47691-40442:Aaron Jones,47691-40442,RB,a,Aaron Jones,jones,18.14374924,16,7800,GB@MIN,GB,MIN,,,,ryland,ryland,aaron,jones7800rba
juszczyk4500rbk,54.36,Kyle Juszczyk,4500,SF,ARI,,,2.84,9.63,0.63,-2.09,0.6,0.5,4.93,5.3,-22,0,0,0.25,4,0,0.92,-2.3,33,28,21.5,0.7,-6.5,49.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0.333,0.53,0.27,0.2,72,0.58,0,0,0,0,0,0,0,0,0,2.4,-1.4,-100,0.97,0.07,47,0.17,0.52,17,RB,120,0,0.004,0.495,0,2,1,21,14,12,0.1,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,juszczyk,kyle juszczyk,k,juszczyk4500rbk,47691-39428:Kyle Juszczyk,47691-39428,RB,k,Kyle Juszczyk,juszczyk,4.511110942,9,4500,ARI@SF,SF,ARI,,,,ryland,ryland,kyle,juszczyk4500rbk
kamara8300rba,84.21,Alvin Kamara,8300,NO,TB,,,15.54,24.67,5.95,1.13,1.9,18.5,14.41,21.2,-1,3.6,0.92,0.8,6,0,0.36,-4.7,45,26.5,22,-0.3,-4.5,48.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,53,4.4,0.4,0.525,2.67,1.47,0.53,0,0,0,0,0,0,0,0,0,0,0,12.7,0.2,0,0.63,0.28,57,0.15,0.42,19,RB,120,0.625,0.538,0.679,12,6,5,35,14,6.2,0.1,5.2,0.154,0.577,0,0,0,0,0,0,0,0,0,0,0,0,0,kamara,alvin kamara,a,kamara8300rba,47691-42104:Alvin Kamara,47691-42104,RB,a,Alvin Kamara,kamara,14.85857173,14,8300,TB@NO,NO,TB,,,,ryland,ryland,alvin,kamara8300rba
kelley4500rbj,68.16,Josh Kelley,4500,LAC,@CIN,,,5.55,11.61,0.45,0.62,1.2,0.5,4.93,12,-13,0.5,1,0.43,0,0,0.95,-0.8,0,22,19.5,-1.5,-2.5,41.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0.56,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kelley,josh kelley,j,kelley4500rbj,47691-91872:Joshua Kelley,47691-91872,RB,j,Joshua Kelley,kelley,,,4500,LAC@CIN,LAC,CIN,,,,ryland,ryland,joshua,kelley4500rbj
laird4600rbp,47,Patrick Laird,4600,MIA,@NE,,,2.11,4.3,0,-3.07,0.5,0,5.18,1.9,0,0,0,0,1,0,0.66,0.8,36,17,24.5,-1,7.5,41.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,2.7,0.1,0.29,1.07,0.4,0.13,75,0.55,0.01,0,0,0,0,0,0,0,0,3.8,0.2,-100,0.33,0.11,46,0.2,0.53,15,RB,120,0.143,0.26,0.511,7,3,2,25,11,8.9,0,5.6,0.091,0.364,0,0,0,0,0,0,0,0,0,0,0,0,0,laird,patrick laird,p,laird4600rbp,47691-55941:Patrick Laird,47691-55941,RB,p,Patrick Laird,laird,7.087500095,8,4600,MIA@NE,MIA,NE,,,,ryland,ryland,patrick,laird4600rbp
mack6100rbm,79.71,Marlon Mack,6100,IND,@JAX,,,9.92,17.6,2.38,1,1.6,0.5,8.92,7.1,7,3.3,1,0.96,6,0,0.61,3.6,36,25.5,18.5,-1,-7,44,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,70,4.1,0.5,0.505,2.27,1.13,0.6,81,0.86,0.26,0,0,0,0,0,0,0,0,9.8,-0.6,0,0.53,0.27,52,0.17,0.47,17,RB,120,0.538,0.549,0.527,17,1,1,6,4,5.9,0,3.3,0.212,0.394,0,0,0,0,0,0,0,0,0,0,0,0,0,mack,marlon mack,m,mack6100rbm,47691-57909:Marlon Mack,47691-57909,RB,m,Marlon Mack,mack,12.45000022,14,6100,IND@JAC,IND,JAC,,,,ryland,ryland,marlon,mack6100rbm
mattison4900rba,66.77,A. Mattison,4900,MIN,GB,,,5.9,12.08,0.57,-0.03,1.2,0.5,5.93,10,-10,0,0,0.5,1,0,0.64,0.6,15,22.5,21.5,-2.5,-1,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,4.5,0.1,0.385,1.73,0.93,0.2,0,0,0,0,0,0,0,0,0,0,0,3.5,-2.4,0,0.41,0.23,57,0.1,0.42,19,RB,120,0.077,0.259,0.231,7,1,0,6,3,8.2,0,2.6,0.038,0.346,0,0,0,0,0,0,0,0,0,0,0,0,0,mattison,a. mattison,a,mattison4900rba,47691-72776:Alexander Mattison,47691-72776,RB,a,Alexander Mattison,mattison,4.876923194,13,4900,GB@MIN,MIN,GB,,,,ryland,ryland,alexander,mattison4900rba
mccaffrey10000rbc,91.62,C. McCaffrey,10000,CAR,LV,,,21.57,34.03,9.63,2.92,2.2,28,18.65,26.9,1,8.7,0.95,0.87,9,0,0.97,-1.2,65,22.5,25.5,-0.3,3,48,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,87,4.8,0.9,0.468,4.71,2.57,1.5,82,0.61,0.02,0,0,0,0,0,0,0,0,26.4,7.1,0,0.95,0.41,100,0.78,0,14,RB,120,0.765,0.739,0.924,18,8,7,64,18,8.7,0.3,7.2,0.18,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,mccaffrey,c. mccaffrey,c,mccaffrey10000rbc,47691-55050:Christian McCaffrey,47691-55050,RB,c,Christian McCaffrey,mccaffrey,25.82500076,16,10000,LV@CAR,CAR,LV,,,,ryland,ryland,christian,mccaffrey10000rbc
mccoy5300rbl,51.42,LeSean McCoy,5300,TB,@NO,,,3.91,10.76,0.11,-3.02,0.7,0.5,6.93,0.7,-19,0,0,0.31,0,0,0.48,-0.7,23,22,26.5,-0.8,4.5,48.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,4.2,0.3,0.462,1.53,0.8,0.47,0,0,0,0,0,0,0,0,0,0,0,5.6,-2.1,0,0.54,0.24,55,0.2,0.45,20,RB,120,0.333,0.352,0.351,7,2,2,14,9,6.3,0.1,4.4,0.222,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0,mccoy,lesean mccoy,l,mccoy5300rbl,47691-6779:LeSean McCoy,47691-6779,RB,l,LeSean McCoy,mccoy,8.046153729,13,5300,TB@NO,TB,NO,,,,ryland,ryland,lesean,mccoy5300rbl
mckinnon5000rbj,63,Jerick McKinnon,5000,SF,ARI,,,4.98,11.32,0.74,-1.2,1,0.5,6.18,11.9,-15,0.3,1,0.39,4,0,0.55,-2.3,0,28,21.5,0.7,-6.5,49.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mckinnon,jerick mckinnon,j,mckinnon5000rbj,47691-54608:Jerick McKinnon,47691-54608,RB,j,Jerick McKinnon,mckinnon,,,5000,ARI@SF,SF,ARI,,,,ryland,ryland,jerick,mckinnon5000rbj
mckissic4500rbj,63.46,JD McKissic,4500,WAS,PHI,,,5.37,9.29,0.47,0.44,1.2,0.5,4.93,0.4,-17,0,0,0.35,2,0,0.92,-3.1,17,18,23.5,-1.3,5.5,41.5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,5.4,0,0.474,0.53,0.27,0.13,78,0.73,0.04,0,0,0,0,0,0,0,0,4.1,-2,-100,0.79,0.24,70,0.11,0.29,17,RB,120,0,0.134,0.253,2,2,2,13,9,6.5,0.1,4.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,mckissic,jd mckissic,j,mckissic4500rbj,47691-43334:J.D. McKissic,47691-43334,RB,j,J.D. McKissic,mckissic,4.453333537,15,4500,PHI@WAS,WAS,PHI,,,,ryland,ryland,j.d.,mckissic4500rbj
michel6000rbs,75.09,Sony Michel,6000,NE,MIA,,,8.7,17.04,2.32,0.03,1.5,3,8.67,9.7,-12,1.3,0.67,0.45,5,0,0.4,0.6,26,24.5,17,-0.5,-7.5,41.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,59,3.9,0.5,0.496,3.13,1.87,1,75,0.55,0.01,0,0,0,0,0,0,0,0,10.2,-0.1,0,0.61,0.39,72,0.36,0.27,22,RB,120,0.412,0.56,0.367,15,1,0,6,5,7.8,0,2.3,0.143,0.381,0,0,0,0,0,0,0,0,0,0,0,0,0,michel,sony michel,s,michel6000rbs,47691-53640:Sony Michel,47691-53640,RB,s,Sony Michel,michel,9.162500381,16,6000,MIA@NE,NE,MIA,,,,ryland,ryland,sony,michel6000rbs
mixon7300rbj,82.98,Joe Mixon,7300,CIN,LAC,,,13.33,23.45,6.24,1.41,1.8,18.5,11.92,5.6,-5,4.1,1,0.65,6,0,0.66,1.4,42,19.5,22,-1,2.5,41.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,75,4.1,0.3,0.463,3.07,1.93,1.4,82,0.56,0.01,0,0,0,0,0,0,0,0,13,2.2,0,0.62,0.31,76,0.47,0.23,17,RB,120,0.556,0.76,0.604,18,2,2,18,13,8.5,0.2,7.7,0.128,0.487,0,0,0,0,0,0,0,0,0,0,0,0,0,mixon,joe mixon,j,mixon7300rbj,47691-52442:Joe Mixon,47691-52442,RB,j,Joe Mixon,mixon,12.99374962,16,7300,LAC@CIN,CIN,LAC,,,,ryland,ryland,joe,mixon7300rbj
montgomery5900rbd,73.12,David Montgomery,5900,CHI,@DET,,,8.85,17.31,2.01,0.42,1.5,3,8.43,7.9,-7,1.3,0.33,0.59,2,0,0.97,-1.2,39,20,22.5,-1.3,2.5,42.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,58,3.7,0.4,0.453,2.33,1.6,1.27,0,0,0,0,0,0,0,0,0,0,0,10.1,0.5,0,0.56,0.26,89,0.31,0.1,19,RB,120,0.75,0.617,0.586,15,2,1,10,8,6.6,0.1,4.4,0.182,0.394,0,0,0,0,0,0,0,0,0,0,0,0,0,montgomery,david montgomery,d,montgomery5900rbd,47691-73273:David Montgomery,47691-73273,RB,d,David Montgomery,montgomery,9.868749619,16,5900,CHI@DET,CHI,DET,Q,Groin,,ryland,ryland,david,montgomery5900rbd
moss4700rbz,85.7,Zack Moss,4700,BUF,NYJ,,,8.75,16.96,2.12,3.32,1.9,3,5.43,10.2,-11,1.3,1,0.48,5,0,0.95,-0.6,0,23,16.5,0,-6.5,39.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0.89,0.33,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,RB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moss,zack moss,z,moss4700rbz,47691-70027:Zack Moss,47691-70027,RB,z,Zack Moss,moss,,,4700,NYJ@BUF,BUF,NYJ,,,,ryland,ryland,zack,moss4700rbz
mostert6200rbr,88.77,Raheem Mostert,6200,SF,ARI,,,11.62,20.96,3.38,2.45,1.9,6.5,9.17,23.1,-1,1.3,0.75,0.8,9,0,0.55,-2.3,25,28,21.5,0.7,-6.5,49.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,52,5.7,0.6,0.539,1.33,0.47,0.33,72,0.58,0,0,0,0,0,0,0,0,0,10.8,2.5,0,1.02,0.43,70,0.35,0.25,20,RB,120,0.348,0.354,0.367,9,1,0,12,9,13.8,0.1,50,0.471,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,mostert,raheem mostert,r,mostert6200rbr,47691-28744:Raheem Mostert,47691-28744,RB,r,Raheem Mostert,mostert,10.54666646,15,6200,ARI@SF,SF,ARI,,,,ryland,ryland,raheem,mostert6200rbr
