RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,City Name,City Name2,City Name3,RylandID
atlanta4300,81.41,Atlanta,4300,ATL,TB,,,8,16.2,1,1.36,1.9,10.5,3,6.64,1,0.45,0,0,2,0,0.82,3.3,0,27.5,24,-1,-3.5,51.5,69,0,0,0,0,0,0,0,0,0,0,0,0,2.26,6.39,0,0,0,0,0,0,0,0,0,0,0,0,12.7,1300,0,0,100,0.66,0,30,5.9,1.9,-1700,0,0,63,0.31,0.36,19,D,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.5226,0.5096,0.0127,0.0422,7.56,10.07,5.21,3.45,0.2053,atlanta,atlanta,a,atlanta4300,40664-12525,D,a,Atlanta Falcons,falcons,4.5,10,4300,TB@ATL,ATL,TB,,,,,,Falcons,Falcons,atlanta,atlanta4300
buffalo4700,86.05,Buffalo,4700,BUF,DEN,,,8.9,15.6,1.7,0.97,1.9,3,13,7.93,5,0.86,0,0,4,0,0.69,2.7,0,20.3,16.8,-0.5,-3.5,37,56,0,0,0,0,0,0,0,0,0,0,0,0,2.77,7.92,0,0,0,0,0,0,0,0,0,39,0.79,0.08,6.8,400,0,0,100,0.25,0,40,8.2,10,-1300,0,0,100,0.45,0,20,D,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.4495,0.4617,0.0151,0.0353,6.13,8.56,4.38,3.64,0.2117,buffalo,buffalo,b,buffalo4700,40664-12526,D,b,Buffalo Bills,bills,8.2,10,4700,DEN@BUF,BUF,DEN,,,,,,Bills,Bills,buffalo,buffalo4700
carolina3100,68.19,Carolina,3100,CAR,@NO,,,5.6,14.4,0.4,2.82,1.8,0.5,3,2.78,4,0.78,0,0,1,0,0.81,0.3,0,18,28,-1.8,10,46,45,0,0,0,0,0,0,0,0,0,0,0,0,2.65,9.66,0,0,0,0,0,0,0,0,0,0,0,0,4.5,-400,0,0,100,0.25,0,40,7.9,2.5,-2900,0,0,100,0.55,0,20,D,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.4905,0.4833,0.0149,0.0465,7.46,9.69,4.67,2.57,0.2323,carolina,carolina,c,carolina3100,40664-12553,D,c,Carolina Panthers,panthers,9.1,10,3100,CAR@NO,CAR,NO,,,,,,Panthers,Panthers,carolina,carolina3100
chicago5000,87.97,Chicago,5000,CHI,NYG,,,9.4,15.1,1.7,0.51,1.9,3,4,8.89,1,0.76,0,0,4,0,0.69,8.1,0,23.5,17.5,0.2,-6,41,41,0,0,0,0,0,0,0,0,0,0,0,0,2.52,7.39,0,0,0,0,0,0,0,0,0,45,0.72,0.04,5.2,500,0,0,100,0.2,0,50,9.2,10,-1000,0,0,95,0.39,0.04,23,D,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.4721,0.4551,0.0154,0.0263,6.34,8.33,3.93,2.5,0.16,chicago,chicago,c,chicago5000,40664-12527,D,c,Chicago Bears,bears,8.3,10,5000,NYG@CHI,CHI,NYG,,,,,,Bears,Bears,chicago,chicago5000
cincinnati3800,65.92,Cincinnati,3800,CIN,PIT,,,6.6,13,0.9,1.57,1.7,3,6,5.03,-11,0.25,0,0,3,0,0.34,0.5,0,16,21.5,-0.8,5.5,37.5,43,0,0,0,0,0,0,0,0,0,0,0,0,1.02,4.7,0,0,0,0,0,0,0,0,0,47,0.67,0.06,2.3,700,0,0,33,0.33,0.66,30,40,-0.8,-2200,0,0,77,0.31,0.22,22,D,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.5297,0.5263,0.0052,0.0448,8.57,9.38,5.13,3.36,0.2067,cincinnati,cincinnati,c,cincinnati3800,40664-12528,D,c,Cincinnati Bengals,bengals,3,10,3800,PIT@CIN,CIN,PIT,,,,,,Bengals,Bengals,cincinnati,cincinnati3800
cleveland4500,82.41,Cleveland,4500,CLE,MIA,,,9.3,15.5,2,2.01,2.1,6.5,8,7.29,-1,0.61,0,0,4,0,0.82,1.2,0,28.3,17.3,0.5,-11,45.5,45,0,0,0,0,0,0,0,0,0,0,0,0,2.22,7.95,0,0,0,0,0,0,0,0,0,43,0.68,0.07,8.8,1500,0,0,100,0.6,0,50,7.8,1.3,-1500,0,0,95,0.45,0.04,24,D,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.4769,0.4717,0.0123,0.0367,6.89,9.27,4.77,2.83,0.1942,cleveland,cleveland,c,cleveland4500,40664-12529,D,c,Cleveland Browns,browns,6.7,10,4500,MIA@CLE,CLE,MIA,,,,,,Browns,Browns,cleveland,cleveland4500
dallas3200,76.98,Dallas,3200,DAL,@NE,,,6.1,13.9,0.9,2.99,1.9,0.5,6,3.11,1,0.61,0,0,1,0,0.81,2.5,0,19.5,25,-0.5,5.5,44.5,45,0,0,0,0,0,0,0,0,0,0,0,0,1.15,6.5,0,0,0,0,0,0,0,0,0,40,0.89,0.75,7.8,-1600,0,0,60,0.4,0.4,50,7.8,-0.1,-2800,0,0,71,0.42,0.28,28,D,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.5086,0.4905,0.0069,0.037,6.8,11.47,6.71,3.57,0.1628,dallas,dallas,d,dallas3200,40664-12530,D,d,Dallas Cowboys,cowboys,7.1,10,3200,DAL@NE,DAL,NE,,,,,,Cowboys,Cowboys,dallas,dallas3200
denver3800,72.8,Denver,3800,DEN,@BUF,,,6.8,12.9,1.7,1.77,1.8,6.5,4,5.03,-17,0.13,0,0,3,0,0.61,1.6,0,16.8,20.3,1,3.5,37,44,0,0,0,0,0,0,0,0,0,0,0,0,2.23,6.86,0,0,0,0,0,0,0,0,0,39,0.79,0.08,6.3,400,0,0,100,0.66,0,30,6.2,-0.3,-2200,0,0,63,0.45,0.36,22,D,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.4861,0.4508,0.0126,0.0282,7.04,7.69,4.27,2.92,0.1382,denver,denver,d,denver3800,40664-12531,D,d,Denver Broncos,broncos,6.1,10,3800,DEN@BUF,DEN,BUF,,,,,,Broncos,Broncos,denver,denver3800
detroit5000,82.85,Detroit,5000,DET,@WAS,,,8.9,16.1,1.6,0.01,1.8,3,8,8.89,6,0.89,0,0,2,0,0.17,3.6,0,21.5,17.5,-0.5,-4,39,75,0,0,0,0,0,0,0,0,0,0,0,0,1.09,5.64,0,0,0,0,0,0,0,0,0,49,0.58,0.06,4,500,0,0,50,0.25,0.5,40,6.5,1.3,-1000,0,0,80,0.52,0.19,21,D,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.4709,0.4765,0.0064,0.0429,7.39,10.86,5.5,3.69,0.2039,detroit,detroit,d,detroit5000,40664-12532,D,d,Detroit Lions,lions,5.3,10,5000,DET@WAS,DET,WAS,,,,,,Lions,Lions,detroit,detroit5000
jacksonville4200,78.01,Jacksonville,4200,JAX,@TEN,,,7.4,13.6,1.1,1.08,1.8,3,1,6.32,-10,0.34,0,0,3,0,0.61,3.1,0,18.8,23.3,-0.5,4.5,42,41,0,0,0,0,0,0,0,0,0,0,0,0,2.16,9.61,0,0,0,0,0,0,0,0,0,50,0.6,0.02,8.7,-300,0,0,100,1,0,30,7.3,1.5,-1800,0,0,72,0.54,0.27,22,D,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.4843,0.4894,0.0118,0.0406,6.88,8.63,4.5,3.29,0.1957,jacksonville,jacksonville,j,jacksonville4200,40664-12554,D,j,Jacksonville Jaguars,jaguars,7.5,10,4200,JAC@TEN,JAC,TEN,,,,,,Jaguars,Jaguars,jacksonville,jacksonville4200
