RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
hughes9500cj,95.78,Jack Hughes,9500,C,0,NJD,STL-J.Binnington,17.38,21.7,13,-0.73,1.8,38.4,1,1,24,0,1.1,16,2,1,3.8,2.8,-190,6.5,70,-146,18.8,2.6,67,31,12,86,20.2,84,15,38,13,0.57,0.61,1.19,20.03,3.56,4.07,5.23,0.78,0.14,0.23,4.3,17.06,12.81,12.91,0.14,0.23,3.36,0.87,1.07,0.81,0,0,0.43,0.39,0.03,0.04,3.94,0.69,0.46,1.15,21.5,3.21,4.77,5.85,0.82,0.15,0.23,5,19.31,12.31,0.23,0.23,3.25,1.31,18.17,5.5,5.5,0,6.5,1.33,21.03,2.95,0.33,0.33,47.33,48.64,47.58,43.76,40.36,2.99,0.18,2.62,0.22,50.43,44.62,43.36,40.77,3.23,0.21,2.75,0.24,40.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,hughes,jack hughes,j,hughes9500cj
mackinnon10200cn,95.32,Nathan MacKinnon,10200,C,0,COL,VAN-C.Delia,24.18,30.2,18.1,4.63,2.4,4.8,1,1,22,0,1.2,52,0,3,3.7,3,-170,6.5,76,-152,20.7,2.1,64,32,22,100,18.8,8,8,8,12,0.57,0.77,1.33,21.5,3.71,5.26,6.53,0.8,0.11,0.51,5.77,19.75,15.25,14.53,0.18,0.29,3.81,1.5,1.96,0.77,0,0,0.39,0.48,0.69,0.01,3.82,0.33,0.67,1,18.14,3.31,4,5.33,0.75,0.08,0,4,15.67,12.33,0,0.33,4.27,1.33,21,5.5,5.5,0,7,2.5,24.72,5.67,0,0,50.53,50.61,47.13,44.39,44.13,3.18,0.27,2.84,0.28,51.77,47.6,41.31,42.4,3.17,0.13,2.67,0.46,44.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,mackinnon,nathan mackinnon,n,mackinnon10200cn
zibanejad9000cm,95.13,Mika Zibanejad,9000,C,0,NYR,MTL-J.Allen,18.11,22.7,13.6,1.02,2,4.8,1,1,11,0,5.4,21,0,2,3.9,2.8,-202,6.5,87,-194,17.1,1.5,76,31,20,103,17.2,66,25,25,12,0.44,0.67,1.11,20.22,3.29,3.1,4.44,0.7,0.14,0.51,3.61,13.15,13.33,10.1,0.25,0.18,3.26,1.06,1.54,0.69,0.02,0.04,0.17,0.45,0.15,0,3.28,0.46,0.69,1.15,20.36,3.39,2.77,3.75,0.74,0.17,0.46,3.23,10.5,12.67,0.31,0.23,3.26,1,10.25,4,3.2,0.8,4.25,2,21.53,5.89,0.4,0.2,45.78,43.94,46.14,45.96,41.01,2.83,0.26,3.53,0.24,40.69,46.38,45.54,38.08,3.08,0.3,3.83,0.39,36.67,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,zibanejad,mika zibanejad,m,zibanejad9000cm
kuznetsov6400ce,92.48,Evgeny Kuznetsov,6400,C,0,WAS,CLB-E.Merzlikins,14.62,18.3,10.9,2.87,2.3,17,1,1,10,0,6.8,60,1,2,4,2.7,-225,6.5,87,-194,13.1,0.2,77,22,21,94,16,92,7,38,13,0.23,0.68,0.9,18.91,2.86,2.61,3.6,0.72,0.09,0.31,2.92,11.8,12.42,9.03,0.12,0.23,3.58,0.82,1.12,0.74,0.01,0,0.1,0.45,0.62,0.01,2.99,0.21,1,1.21,18.89,3.84,2.71,3.62,0.75,0.08,0.36,3.07,10.5,11.67,0.14,0.29,3.7,0.92,10.2,2.5,2.5,0,2.8,1.2,17.81,3.19,0.17,0.33,47.97,45.21,49.7,45.64,43.49,3.26,0.23,3.07,0.21,50.75,49.08,46.17,42.67,2.36,0.31,3.27,0.25,42,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,kuznetsov,evgeny kuznetsov,e,kuznetsov6400ce
matthews10000ca,92.41,Auston Matthews,10000,C,0,TOR,SEA-M.Jones,22.62,28.3,17,3.48,2.3,14.9,1,1,23,0,-1.6,46,0,2,4,2.7,-232,6.5,77,-200,22.7,3.6,72,39,21,96,21.9,83,16,50,12,0.7,0.7,1.4,20.65,4.07,4.63,6.49,0.71,0.15,0.98,5.61,17.95,13.16,13.63,0.19,0.14,3.59,1.17,1.6,0.73,0,0,0.51,0.56,0.24,0.04,3.42,0.58,0.75,1.33,20.23,3.94,4.33,5.91,0.73,0.13,1.17,5.5,16.73,12.64,0.17,0.08,3.93,1.09,15.75,4.6,3,1.6,4.25,0.5,20.74,3.58,0,0.2,45.3,47.42,42.26,42.33,45.09,3.02,0.25,3.16,0.29,45.22,43.85,38.56,47.69,3.11,0.32,3.15,0.24,51.2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,matthews,auston matthews,a,matthews10000ca
mcdavid10800cc,92.01,Connor McDavid,10800,C,0,EDM,NYI-I.Sorokin,22.59,28.2,16.9,1.81,2.1,24.9,1,1,22,0,-0.3,46,0,2,3.4,2.8,-155,6,42,-144,23.6,3.8,78,40,18,103,27.2,92,7,38,13,0.67,1.06,1.73,22.32,4.65,3.92,5.08,0.77,0.17,0.41,4.33,18.87,15.58,14.28,0.21,0.45,3.9,1,1.31,0.77,0.01,0.02,0.45,0.59,0.45,0.05,3.06,0.86,1,1.86,22.46,4.97,3.64,5.18,0.7,0.24,1,4.64,16.73,14.73,0.36,0.64,3.87,1.17,17.25,4.33,3.17,1.17,4,0.75,21.07,2.82,0.17,0.33,47.08,47.66,48.09,44.9,42.78,3.18,0.29,2.8,0.17,47,47.75,42.33,43.67,3.36,0.49,2.91,0.22,43,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,mcdavid,connor mcdavid,c,mcdavid10800cc
crosby8500cs,90.33,Sidney Crosby,8500,C,0,PIT,VGK-A.Hill,15.02,18.8,11.2,-1.04,1.8,26.4,1,1,11,0,1.1,66,0,3,3.3,3.3,-108,6.5,46,104,17.7,1.1,72,40,27,94,13.9,41,58,33,12,0.52,0.74,1.26,20.19,3.74,3.05,4.09,0.75,0.17,0.57,3.62,17.11,14.59,12.93,0.13,0.26,3.7,0.79,0.92,0.86,0,0,0.39,0.48,0.54,0.05,2.77,0.5,0.33,0.83,20.69,2.41,2.58,4,0.65,0.19,0.58,3.17,15.82,16.09,0.17,0.25,4.42,0.91,17,2.4,2,0.4,3.25,0.75,21.67,5.07,0.2,0,44.34,48.13,47.07,45.97,49.98,3.23,0.23,2.49,0.23,41.78,43.92,48.33,48.85,3.78,0.29,2.83,0.18,49,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,crosby,sidney crosby,s,crosby8500cs
draisaitl10100cl,87.88,Leon Draisaitl,10100,C,0,EDM,NYI-I.Sorokin,20.79,26,15.6,1.44,2.1,36.5,2,1,15,0,-2.6,7,0,2,3.4,2.8,-155,6,42,-144,20.2,1,70,31,24,103,19.5,61,23,15,13,0.58,0.9,1.48,21.99,4.04,3.34,4.58,0.73,0.17,0.49,3.83,15.49,15.95,11.71,0.27,0.3,4.02,1.22,1.74,0.7,0.01,0.01,0.3,0.59,0.42,0.01,2.81,0.33,1,1.33,21.96,3.63,2.92,4.36,0.67,0.11,0.67,3.58,15.5,14.7,0.25,0.5,4.15,1.09,16,4.5,3.25,1.25,3.33,1.67,20.57,3.35,0,0.5,47.08,47.66,48.09,44.9,42.78,3.18,0.29,2.8,0.17,47,47.75,42.33,43.67,3.36,0.49,2.91,0.22,43,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,draisaitl,leon draisaitl,l,draisaitl10100cl
aho8100cs,86.32,Sebastian Aho,8100,C,0,CAR,NAS-J.Saros,16.59,20.8,12.4,1.35,2,3.2,1,1,15,0,2.4,52,0,2,3.5,2.3,-250,5.5,93,-220,14,-1.5,64,21,28,101,13.8,23,23,15,13,0.4,0.52,0.92,19.08,2.89,2.68,3.94,0.68,0.15,0.31,2.99,13.5,11.09,10.37,0.1,0.19,3.18,0.61,1.04,0.58,0.02,0.02,0.27,0.31,0.6,0.05,3.62,0.33,0.33,0.67,18.38,2.19,3.67,4.8,0.76,0.09,0.5,4.17,14.2,9,0,0.33,3.82,0.8,12.25,3.4,3.2,0.2,4.5,1.25,17.96,4.16,0,0.4,50.59,51.04,46.49,38.59,43.84,3.09,0.2,3.49,0.24,51,49.6,36.42,48.7,3.27,0.25,2.89,0.27,54.75,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAS,aho,sebastian aho,s,aho8100cs
hischier8200cn,86.02,Nico Hischier,8200,C,0,NJD,STL-J.Binnington,15.06,18.9,11.2,-0.39,1.8,18.9,2,1,9,0,-3.6,12,2,1,3.8,2.8,-190,6.5,70,-146,14.6,1.7,69,34,22,86,15.3,76,15,30,13,0.41,0.56,0.96,19.6,2.94,2.71,3.68,0.74,0.15,0.67,3.38,13.36,11.92,10.16,0.1,0.14,3.2,0.65,1,0.65,0.01,0.03,0.29,0.39,0.08,0.03,2.42,0.54,0.23,0.77,19.55,2.36,3.23,4,0.81,0.17,0.92,4.15,14.08,12.15,0.15,0.15,3.22,0.77,13.17,3.83,2.67,1.17,3.5,0.5,18.45,2.91,0.17,0.33,47.33,48.64,47.58,43.76,40.36,2.99,0.18,2.62,0.22,50.43,44.62,43.36,40.77,3.23,0.21,2.75,0.24,40.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,hischier,nico hischier,n,hischier8200cn
