RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
bergeron7500cp,92.74,Patrice Bergeron,7500,C,0,BOS,MTL-S.Montembeault,16.62,20.8,12.4,2.61,2.2,18.4,1,1,16,0,2.8,95,0,2,4.1,2.1,-402,6,92,-320,15.3,1.6,71,30,21,97,15.1,92,7,38,13,0.37,0.51,0.88,17.96,2.94,3.81,4.95,0.77,0.1,0.71,4.52,14.84,8.76,11.59,0.11,0.17,3.26,0.82,1.22,0.67,0,0.01,0.26,0.33,0.31,0.02,3.48,0.31,0.46,0.77,17.16,2.69,3.69,4.25,0.87,0.08,1.08,4.77,14.33,9.83,0.08,0.15,2.28,0.58,13,4,2.83,1.17,4,0.83,16.19,2.46,0,0.17,48.07,46.23,46.49,40.68,41.49,3.17,0.24,3.44,0.25,43.83,52.23,46.08,39.92,2.75,0.21,3.54,0.35,42.57,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,bergeron,patrice bergeron,p,bergeron7500cp
pettersson9400ce,91.70,Elias Pettersson,9400,C,0,VAN,CHI-P.Mrazek,20,25,15,2.09,2.1,17.6,1,1,20,0,-0.8,6,1,3,4.1,2.7,-242,6.5,50,-215,18.3,4,67,41,27,86,17.6,69,30,23,13,0.52,0.7,1.22,19.36,3.78,3.13,4.61,0.68,0.17,0.84,3.98,12.81,12.99,9.73,0.08,0.28,3.37,0.72,1.23,0.59,0.01,0.01,0.42,0.41,0.12,0.04,3.28,0.31,0.69,1,20.21,2.97,3.77,5.7,0.66,0.08,1.46,5.23,11.9,12.6,0,0.08,3.85,1.4,11,5.71,4.14,1.57,5.17,1.5,20.93,3.74,0,0.14,45.16,43.22,50.01,47.27,39.51,3.15,0.27,2.76,0.26,38.1,49.25,45.4,39.08,3.5,0.2,2.67,0.16,38.67,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,pettersson,elias pettersson,e,pettersson9400ce
malkin7400ce,91.67,Evgeni Malkin,7400,C,0,PIT,FLA-A.Lyon,16.61,20.8,12.4,2.8,2.2,33.8,2,1,14,0,1.7,51,0,2,3.7,2.9,-167,6.5,81,-142,14.8,0.7,65,30,25,94,14.9,53,38,23,13,0.41,0.56,0.98,18.65,3.15,3.13,4,0.78,0.13,0.36,3.48,14.26,12.19,10.85,0.16,0.29,3.95,1.01,1.36,0.74,0,0,0.25,0.28,0.6,0,3.25,0.38,0.46,0.85,19.68,2.59,3,4.58,0.65,0.13,0.46,3.46,13.33,12.58,0.15,0.15,5.05,1.42,14,4.14,3.86,0.29,5.29,2.86,19.89,4.38,0.29,0.29,44.93,48.2,40.51,45.74,50.29,3.31,0.22,3.53,0.25,45.5,42.43,43.83,44.43,4.08,0.16,3.5,0.33,47,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,malkin,evgeni malkin,e,malkin7400ce
miller7300cj,91.54,J.T. Miller,7300,C,0,VAN,CHI-P.Mrazek,17.21,21.5,12.9,3.61,2.4,17.6,3,1,11,0,-0.9,24,1,3,4.1,2.7,-242,6.5,50,-215,16.8,2.5,75,40,19,87,14.2,76,23,38,13,0.44,0.74,1.17,20.83,3.37,2.64,3.71,0.71,0.17,0.63,3.28,13.81,13.44,10.27,0.14,0.33,3.51,0.77,1.1,0.7,0,0.02,0.3,0.38,0.67,0.02,2.65,0.38,0.46,0.85,20.22,2.52,3.08,4,0.77,0.12,0.46,3.54,11.7,14.6,0.08,0.31,4.16,1.1,10.5,3.86,3.29,0.57,4,1.83,21.15,4.12,0.14,0.29,45.16,43.22,50.01,47.27,39.51,3.15,0.27,2.76,0.26,38.1,49.25,45.4,39.08,3.5,0.2,2.67,0.16,38.67,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,miller,j.t. miller,j,miller7300cj
hughes10000cj,90.91,Jack Hughes,10000,C,0,NJD,VGK-L.Thompson,18.36,23,13.8,-0.78,1.8,22.9,2,1,20,0,-2.2,24,0,2,3.8,2.9,-178,6.5,64,-154,19.9,3.2,68,34,13,88,26,83,16,50,12,0.64,0.63,1.26,20.16,3.75,4.21,5.36,0.78,0.15,0.22,4.43,16.9,12.93,12.69,0.14,0.22,3.32,0.9,1.16,0.78,0,0,0.5,0.4,0.06,0.03,3.36,1,0.58,1.58,21.04,4.5,5.5,6.75,0.81,0.18,0.17,5.67,16.08,12.92,0.17,0.33,2.98,1.25,13,4.17,3.83,0.33,5.33,1.67,20.49,2.05,0.17,0.33,47.75,48.92,47.64,44.46,49.4,2.95,0.18,2.45,0.23,46.92,45.82,49.42,49.55,2.92,0.23,2.64,0.1,49.83,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,hughes,jack hughes,j,hughes10000cj
hischier8100cn,88.93,Nico Hischier,8100,C,0,NJD,VGK-L.Thompson,15.22,19.1,11.4,-0.02,1.9,20.8,1,1,5,0,-0.5,15,0,2,3.8,2.9,-178,6.5,64,-154,14.8,1.6,70,32,21,88,17.9,91,8,33,12,0.42,0.58,1,19.48,3.08,2.68,3.63,0.74,0.16,0.64,3.32,13.54,12.29,10.22,0.1,0.15,3.17,0.62,0.97,0.64,0.01,0.02,0.31,0.41,0.07,0.02,2.74,0.67,0.5,1.17,18,3.9,2.75,3.75,0.73,0.24,0.67,3.42,12.92,14.58,0.17,0.33,2.86,0.5,15,3.17,2.5,0.67,3.5,0.17,17.44,1.91,0,0.33,47.75,48.92,47.64,44.46,49.4,2.95,0.18,2.45,0.23,46.92,45.82,49.42,49.55,2.92,0.23,2.64,0.1,49.83,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,hischier,nico hischier,n,hischier8100cn
larkin7300cd,88.33,Dylan Larkin,7300,C,0,DET,SJ-J.Reimer,16.19,20.3,12.1,2.59,2.2,17.6,1,1,5,0,7.5,51,0,3,3.5,3.1,-135,6.5,61,-146,14.5,-0.8,65,24,21,85,11,61,38,23,13,0.35,0.59,0.94,20.15,2.8,3.03,4.08,0.74,0.11,0.4,3.42,13.22,13.61,10.11,0.13,0.13,3.24,0.67,0.95,0.7,0.01,0.01,0.21,0.45,0.44,0.01,2.62,0.23,0.54,0.77,18.85,2.45,2.38,3.85,0.62,0.1,0,2.38,12.46,11.85,0.23,0.08,2.68,0.54,12.71,2.43,2.43,0,3.86,0.43,18.7,2.49,0.29,0,44.66,40.58,48.53,46.87,42.66,3.12,0.2,2.94,0.16,42.77,45.09,45.15,45.82,3.08,0.23,2.73,0.23,43,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,larkin,dylan larkin,d,larkin7300cd
thompson10200ct,87.86,Tage Thompson,10200,C,0,BUF,STL-J.Binnington,17.22,21.5,12.9,-2.33,1.7,32.8,1,1,9,0,2.8,51,2,1,3.1,3.5,112,6.5,54,140,18.7,3.2,77,41,22,87,14.5,57,42,7,14,0.65,0.55,1.2,18.62,3.87,3.76,5.06,0.74,0.17,0.3,4.06,14.29,12.37,10.89,0.23,0.13,3.18,1.05,1.39,0.75,0.03,0,0.38,0.42,0.51,0.02,3,0.43,0.5,0.93,19.81,2.82,3.07,4.36,0.7,0.14,0.21,3.29,16.36,13.64,0.14,0.07,3.39,0.64,16.56,3.33,3,0.33,4.44,0.89,19.1,3.41,0,0.11,47.87,44.52,47.74,42.42,40.54,3.18,0.24,2.53,0.23,50,46,44,38.33,3.14,0.16,2.5,0.17,41.17,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,thompson,tage thompson,t,thompson10200ct
danault5600cp,87.43,Phillip Danault,5600,C,0,LA,PHI-C.Hart,11.08,14,8.2,0.97,2,6.4,2,2,4,0,4.1,59,0,2,3.5,3.1,-135,6.5,62,-182,12,2.4,70,39,29,94,11.5,66,33,16,12,0.35,0.37,0.72,18.5,2.34,2.11,2.97,0.71,0.16,0.87,2.98,14.13,12.6,10.82,0.07,0.11,2.39,0.33,0.43,0.75,0,0.04,0.27,0.22,0.52,0,2.08,0.33,0.5,0.83,18.44,2.7,1.33,2,0.67,0.25,0.75,2.08,13.09,12.64,0.08,0.17,1.85,0.18,13.67,2,1.17,0.83,2,0.33,18.13,1.76,0,0.33,47.92,48.28,49.36,43.4,42.4,3.22,0.21,2.76,0.25,46.18,45.46,41.45,45.69,3.18,0.31,2.54,0.15,45.63,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,danault,phillip danault,p,danault5600cp
stamkos9000cs,87.37,Steven Stamkos,9000,C,0,TB,MIN-M.Fleury,18.43,23.1,13.8,1.34,2,23.2,1,1,17,0,-6.5,36,0,3,3.7,2.9,-165,6.5,84,-115,18.5,1.9,71,34,23,99,18.8,76,23,30,13,0.52,0.68,1.21,18.85,3.85,3.23,4.27,0.76,0.16,0.66,3.9,13.17,12.66,9.92,0.17,0.31,3.99,1.32,1.75,0.76,0,0,0.36,0.37,0.68,0.03,3.27,0.54,0.69,1.23,18.72,3.94,3.54,4.75,0.74,0.15,0.54,4.08,16.42,13.08,0.15,0.38,3.65,1.25,17.83,4.86,4.14,0.71,5.33,2,19.44,3.85,0.14,0.43,46.64,44.34,41.78,43.52,43.87,3.37,0.27,3.28,0.25,48.92,47.27,42.92,45,3,0.31,3.36,0.24,41.83,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,stamkos,steven stamkos,s,stamkos9000cs
