RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
bergeron7300cp,89.21,Patrice Bergeron,7300,C,0,BOS,WPG-C.Hellebuyck,15.9,19.9,11.9,2.3,2.2,1.6,1,1,16,0,-0.6,93,1,3,3.8,2.4,-255,6,77,-205,15.2,1.4,67,28,24,95,13.5,50,8,33,12,0.35,0.52,0.87,18.19,2.87,3.94,5.09,0.77,0.09,0.58,4.52,14.93,8.49,11.86,0.12,0.17,3.44,0.91,1.31,0.69,0,0.02,0.23,0.33,0.35,0.02,3.33,0.25,0.42,0.67,18.61,2.16,3.75,4.83,0.78,0.07,0.67,4.42,13.55,8.45,0.08,0.17,3.99,0.92,13,4.29,3.57,0.71,4.14,1,18,3.57,0.14,0.14,46.75,46.42,46.98,39.33,43.7,3.23,0.25,2.83,0.22,47.42,44.81,38.75,45.38,4,0.29,3,0.23,44.33,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,bergeron,patrice bergeron,p,bergeron7300cp
eriksson7500cj,86.55,Joel Eriksson Ek,7500,C,0,MIN,SJ-J.Reimer,14.19,17.8,10.6,0.18,1.9,23.2,3,1,6,0,-1.8,81,2,1,3.8,3,-172,6.5,75,-160,12.7,2.2,61,31,34,89,16.8,100,53,0,13,0.34,0.38,0.72,18.89,2.29,2.99,3.95,0.76,0.11,0.53,3.52,11.65,10.4,8.72,0.13,0.13,3.19,0.8,1.07,0.74,0.01,0,0.2,0.25,0.45,0.01,2.47,0.36,0.64,1,19.85,3.02,3.14,4.46,0.7,0.11,0.71,3.86,12.5,11,0.21,0.21,3.5,1.14,10.13,3.75,3,0.75,4.57,2,19.76,4.01,0.13,0.13,44.34,43.72,48.93,41.29,42.84,3.25,0.23,2.89,0.16,43.43,45,39.36,43.4,3.43,0.29,3.4,0.25,44.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,eriksson,joel eriksson ek,j,eriksson7500cj
kuznetsov6500ce,85.13,Evgeny Kuznetsov,6500,C,0,WAS,OTT-C.Talbot,12.58,15.8,9.3,0.62,1.9,26.9,2,1,7,0,-0.4,25,1,3,3.5,3.2,-130,6.5,71,-110,12.9,-0.1,75,23,23,91,11.3,78,21,21,14,0.23,0.63,0.87,19.08,2.74,2.63,3.66,0.72,0.09,0.33,2.97,11.95,12.45,9.1,0.11,0.22,3.64,0.83,1.15,0.73,0.02,0,0.1,0.41,0.6,0.01,2.61,0.14,0.64,0.79,18.45,2.57,2.21,3.43,0.65,0.06,0.5,2.71,10.15,12.38,0.07,0.21,2.83,0.57,10.17,3.71,3,0.71,4.29,1.43,19.67,3.85,0.14,0.14,46.45,44.94,44.98,45.27,45.9,3.31,0.22,3.2,0.2,48.38,43.29,46.38,47.71,2.69,0.26,3.21,0.18,42.29,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,kuznetsov,evgeny kuznetsov,e,kuznetsov6500ce
hartman4800cr,84.81,Ryan Hartman,4800,C,0,MIN,SJ-J.Reimer,10.97,13.8,8.1,2.5,2.3,3.2,2,2,18,0,0.8,85,2,1,3.8,3,-172,6.5,75,-160,12.2,0.8,48,23,28,89,18.4,7,7,0,13,0.32,0.41,0.72,17.75,2.43,2.49,3.84,0.65,0.13,0.64,3.13,14.36,12.49,10.73,0,0.09,2.09,0.49,0.82,0.6,0,0.01,0.32,0.3,1.25,0.06,2.61,0.5,0,0.5,12.59,2.38,2.5,3.5,0.71,0.2,1.5,4,13.5,7,0,0,1.62,2,13.5,4,2.5,1.5,3.5,2,12.59,1.62,0,0,44.34,43.72,48.93,41.29,42.84,3.25,0.23,2.89,0.16,43.43,45,39.36,43.4,3.43,0.29,3.4,0.25,44.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,hartman,ryan hartman,r,hartman4800cr
zibanejad8800cm,84.39,Mika Zibanejad,8800,C,0,NYR,NYI-I.Sorokin,16.83,21.1,12.6,0.15,1.9,16.5,1,1,8,0,-2,25,0,2,3.2,2.5,-170,5.5,65,-178,17.3,1.8,76,31,21,101,15.8,64,14,35,14,0.45,0.67,1.11,20.19,3.3,3.12,4.46,0.7,0.14,0.5,3.63,13.1,13.53,10.04,0.26,0.17,3.18,1.08,1.57,0.69,0.02,0.04,0.17,0.46,0.17,0,2.95,0.33,0.73,1.07,20.26,3.17,3,3.87,0.78,0.11,0.4,3.4,12.67,13,0.2,0.13,2.77,0.93,11.14,3.14,2.86,0.29,4,1.57,19.85,2.21,0.29,0.29,47.24,43.43,48.42,46.38,42.74,2.79,0.25,2.74,0.17,43.94,48.54,46.13,44.85,2.63,0.19,2.77,0.22,41.83,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,zibanejad,mika zibanejad,m,zibanejad8800cm
beniers6200cm,83.93,Matty Beniers,6200,C,0,SEA,VAN-S.Martin,11.29,14.2,8.4,-0.05,1.8,14.4,2,2,4,0,0.8,71,0,2,3.4,3.2,-120,6.5,73,-110,12,1.6,64,28,35,39,14.7,61,30,38,13,0.33,0.48,0.81,17.14,2.83,1.9,2.61,0.73,0.17,0.6,2.5,11.51,11.49,8.89,0.12,0.1,2.77,0.65,0.78,0.83,0,0,0.21,0.38,0.05,0,2.26,0.46,0.54,1,16.83,3.57,2.38,3,0.79,0.19,0.62,3,13.15,9.92,0.15,0,1.87,0.46,13.33,2.33,1.83,0.5,3,0.67,17.17,2.35,0,0,46.14,44.49,47.03,41.91,44.09,2.98,0.16,2.84,0.26,46.93,45.33,41,42.08,3,0.19,2.75,0.33,41,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,beniers,matty beniers,m,beniers6200cm
strome5600cd,83.88,Dylan Strome,5600,C,0,WAS,OTT-C.Talbot,11.64,14.7,8.6,1.53,2.1,3.2,1,1,5,0,0,66,1,3,3.5,3.2,-130,6.5,71,-110,11.3,1.6,58,31,38,86,9.1,57,21,42,14,0.3,0.48,0.78,18.08,2.59,1.82,2.42,0.75,0.17,0.47,2.29,13.81,13.86,10.27,0.07,0.23,3.55,0.38,0.52,0.72,0,0,0.23,0.25,0.29,0,2.45,0.07,0.57,0.64,16.87,2.28,1.79,2.62,0.68,0.04,0.43,2.21,13.62,14,0,0.21,3.78,0.64,14.17,1.43,1,0.43,1.33,0.43,17.17,3.74,0,0.14,46.45,44.94,44.98,45.27,45.9,3.31,0.22,3.2,0.2,48.38,43.29,46.38,47.71,2.69,0.26,3.21,0.18,42.29,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,strome,dylan strome,d,strome5600cd
lindholm7000ce,83.58,Elias Lindholm,7000,C,0,CGY,LA-P.Copley,13.06,16.4,9.7,0.08,1.9,11.2,1,1,6,0,-0.4,66,1,2,3.2,3,-120,6,60,-120,15.2,1.7,72,36,23,99,14.6,60,46,33,15,0.49,0.48,0.97,19.79,2.94,2.71,3.63,0.75,0.18,0.62,3.34,14.86,11.83,11.24,0.15,0.07,3.1,0.69,1,0.69,0,0.02,0.34,0.39,0.33,0.02,2.8,0.36,0.71,1.07,19.21,3.34,2.5,3.5,0.71,0.14,0.29,2.79,12.36,10.5,0.14,0.14,3.53,1.07,11,2.29,2,0.29,3.14,1.14,19.22,3.83,0.14,0.29,46.53,51.7,42.56,39.83,49.27,3.09,0.21,3.02,0.27,46.93,46.92,39.27,49.42,3.33,0.2,3.5,0.36,48.67,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,lindholm,elias lindholm,e,lindholm7000ce
pettersson9300ce,83.33,Elias Pettersson,9300,C,0,VAN,SEA-M.Jones,16.33,20.4,12.2,-1.37,1.8,56.5,3,1,6,0,-2.2,5,1,3,3.2,3.4,105,6.5,27,-110,16.4,3.4,63,38,31,80,17.8,50,41,33,12,0.51,0.59,1.1,19.13,3.45,2.78,4.23,0.66,0.18,0.74,3.53,12.92,13.18,9.86,0.1,0.27,3.38,0.58,1.13,0.52,0.01,0.01,0.4,0.31,0.13,0.04,2.52,0.4,0.7,1.1,19.3,3.42,3.6,5.1,0.71,0.11,0.9,4.5,11.5,12.7,0.1,0.2,3.7,0.7,10.67,4,3,1,4,0.67,19.4,3.23,0,0.33,42.49,44.09,41.91,47.03,44.49,3.14,0.26,3.19,0.29,42.08,41,45.33,46.93,3.75,0.2,3.29,0.35,45.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,pettersson,elias pettersson,e,pettersson9300ce
miller7100cj,83.11,J.T. Miller,7100,C,0,VAN,SEA-M.Jones,13.8,17.3,10.3,0.61,1.9,12.8,2,1,3,0,-2,32,1,3,3.2,3.4,105,6.5,27,-110,16.5,1.8,71,37,19,81,11.8,75,8,25,12,0.41,0.78,1.19,20.88,3.42,2.48,3.62,0.68,0.17,0.66,3.14,14.03,13.57,10.27,0.13,0.35,3.46,0.66,0.96,0.68,0,0.03,0.29,0.4,0.74,0.03,2.33,0.08,0.75,0.83,20.11,2.48,2.42,3.92,0.62,0.03,0.5,2.92,15,12.27,0.08,0.25,3.9,0.75,14.25,3.6,2.8,0.8,4.2,0.8,19.72,3.53,0,0,42.49,44.09,41.91,47.03,44.49,3.14,0.26,3.19,0.29,42.08,41,45.33,46.93,3.75,0.2,3.29,0.35,45.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,miller,j.t. miller,j,miller7100cj
