RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
hughes9700cj,91.35,Jack Hughes,9700,C,0,NJD,OTT-D.Ferguson,20.83,26.1,15.6,2.31,2.1,33.3,1,1,14,0,-1,23,2,1,3.9,2.8,-202,6.5,67,-175,19.9,2.3,62,31,18,90,14.8,46,53,15,13,0.6,0.63,1.23,20.03,3.68,4.34,5.42,0.8,0.14,0.33,4.67,16.69,12.77,12.2,0.11,0.25,3.17,0.97,1.2,0.81,0,0,0.49,0.38,0.05,0.03,3.67,0.29,0.57,0.86,19.76,2.61,4.14,5.46,0.76,0.07,0.64,4.79,16.17,15.25,0.07,0.14,2.89,0.62,14.88,4.63,4.13,0.5,5.38,0.88,19.79,2.82,0.13,0.13,50.44,50.5,44.6,44.59,45.28,2.76,0.19,3.53,0.19,56.23,43.86,46.15,45.86,2.15,0.25,3.67,0.16,44.38,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,hughes,jack hughes,j,hughes9700cj
mcdavid10700cc,90.72,Connor McDavid,10700,C,0,EDM,VGK-L.Brossoit,26.63,33.3,20,6.05,2.5,11.7,1,1,26,0,-2.4,93,0,3,4.2,3,-195,7,69,-170,26.2,6,84,50,12,105,28.1,91,8,91,12,0.76,1.15,1.91,22.55,5.08,4.26,5.49,0.78,0.18,0.43,4.69,18.69,15.55,14.22,0.24,0.51,3.8,1.12,1.47,0.76,0.03,0.04,0.49,0.61,0.46,0.05,3.59,1.08,1.15,2.23,22.67,5.9,4.08,5.67,0.72,0.26,0.46,4.54,17.5,14.42,0.31,0.38,3.94,1.17,16.83,4.5,4,0.5,5.33,2.33,23.39,4.35,0.5,0.17,50.04,47.23,49.82,44.53,48.7,3.24,0.32,2.3,0.24,44.91,57.42,39.45,44.25,3.25,0.31,2.15,0.21,43.43,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,mcdavid,connor mcdavid,c,mcdavid10700cc
hischier7200cn,87.67,Nico Hischier,7200,C,0,NJD,OTT-D.Ferguson,16.87,21.1,12.6,3.47,2.3,25.6,2,1,10,0,-0.2,85,2,1,3.9,2.8,-202,6.5,67,-175,15.3,1.2,75,30,17,90,16.6,84,15,46,13,0.38,0.57,0.95,19.61,2.91,3.07,4.04,0.76,0.12,0.72,3.79,14.36,12.29,10.93,0.07,0.12,3.04,0.67,0.94,0.72,0.03,0.02,0.28,0.43,0.09,0.03,2.83,0.43,0.64,1.07,19.67,3.26,3.36,4.46,0.75,0.13,1,4.36,16.15,12.38,0,0.07,2.77,0.46,16.13,3.88,2.88,1,3.88,0.75,19.69,2.8,0,0.13,50.44,50.5,44.6,44.59,45.28,2.76,0.19,3.53,0.19,56.23,43.86,46.15,45.86,2.15,0.25,3.67,0.16,44.38,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,hischier,nico hischier,n,hischier7200cn
draisaitl10300cl,87.21,Leon Draisaitl,10300,C,0,EDM,VGK-L.Brossoit,20.53,25.7,15.4,0.77,2,26.9,2,1,20,0,-2.3,3,0,3,4.2,3,-195,7,69,-170,21.1,1.8,74,33,20,105,23.6,83,16,50,12,0.61,0.99,1.6,21.63,4.44,3.21,4.44,0.72,0.19,0.43,3.63,15.84,15.64,12.05,0.36,0.35,3.9,1.31,1.78,0.74,0.01,0.01,0.25,0.63,0.28,0,3.09,0.69,1.08,1.77,22.27,4.77,3.38,5.42,0.62,0.2,0.38,3.77,18.75,11.92,0.38,0.46,4.03,1.33,17.5,4.17,4,0.17,6.33,2.67,22.56,4.51,0.17,0.67,50.04,47.23,49.82,44.53,48.7,3.24,0.32,2.3,0.24,44.91,57.42,39.45,44.25,3.25,0.31,2.15,0.21,43.43,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,draisaitl,leon draisaitl,l,draisaitl10300cl
hintz7500cr,86.42,Roope Hintz,7500,C,0,DAL,VAN-T.Demko,15.66,19.6,11.7,1.65,2.1,3.2,1,1,5,0,1,85,0,2,3.8,2.9,-192,6.5,79,-195,15.1,0.9,59,32,30,98,17.8,84,15,38,13,0.49,0.49,0.99,17.75,3.34,2.55,3.49,0.73,0.19,0.69,3.24,14.39,12.24,10.5,0.11,0.16,2.82,0.46,0.69,0.66,0.04,0,0.34,0.34,0.45,0.03,2.59,0.71,0.5,1.21,18.21,3.99,3.07,4.08,0.75,0.23,0.36,3.43,13.38,11.62,0.21,0,3.28,0.46,12.14,2.71,2.14,0.57,3,0.43,18.07,2.92,0,0,45.77,47.06,45.21,47.45,42.21,2.95,0.23,3,0.28,46.92,46,46.75,39.33,3.31,0.28,3.08,0.15,38.14,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,hintz,roope hintz,r,hintz7500cr
malkin7100ce,84.79,Evgeni Malkin,7100,C,0,PIT,WAS-D.Kuemper,16.44,20.6,12.3,3.25,2.3,15.2,2,1,8,0,-1,62,0,2,3.6,3.1,-150,6.5,78,-145,15.1,1,67,32,26,96,13.6,73,26,26,15,0.37,0.66,1.03,18.78,3.29,2.95,3.84,0.77,0.13,0.46,3.41,15.4,13.02,11.75,0.13,0.3,3.9,0.82,1.16,0.71,0,0,0.24,0.36,0.68,0,2.7,0.2,0.87,1.07,18.68,3.44,2.67,3.27,0.82,0.08,0.67,3.33,16.53,12.4,0.07,0.4,3.67,0.47,17.38,3.25,2.38,0.88,2.88,0.75,18.67,3.42,0.13,0.5,51.21,51.63,46.01,47.03,46.79,3.3,0.21,2.73,0.17,58,46.67,43.6,44.75,3.2,0.21,3.25,0.13,47,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,malkin,evgeni malkin,e,malkin7100ce
eichel7700cj,82.57,Jack Eichel,7700,C,0,VGK,EDM-S.Skinner,14.36,18,10.7,-0.06,1.9,34.4,1,1,7,0,-0.1,96,0,2,3,4.2,158,7,31,145,16,0.5,61,28,20,88,14.7,69,23,23,13,0.46,0.45,0.91,19.01,2.87,3.53,4.29,0.82,0.13,0.8,4.32,14.54,15.13,10.81,0.03,0.15,2.64,0.61,0.79,0.78,0,0,0.43,0.3,0.08,0.03,3.07,0.5,0.43,0.93,18.47,3.02,2.86,3.46,0.83,0.18,0.79,3.64,13.15,17.23,0,0.14,2.22,0.23,13.14,3.14,2.57,0.57,3.29,0.57,16.81,2.36,0,0.14,43.24,48.7,44.53,49.82,47.23,2.48,0.21,3.45,0.22,44.25,39.45,57.42,44.91,2.23,0.21,3.17,0.24,42,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,eichel,jack eichel,j,eichel7700cj
matthews10000ca,82.45,Auston Matthews,10000,C,0,TOR,CAR-P.Kochetkov,19.04,23.8,14.3,-0.1,1.9,48,1,1,22,0,-2.5,75,1,2,2.9,3.3,118,6,47,125,21.2,2.2,68,32,21,98,22.3,83,16,33,12,0.6,0.65,1.26,20.44,3.7,4.44,6.31,0.7,0.14,1.24,5.69,16.8,14.05,12.66,0.2,0.16,3.76,1.16,1.72,0.67,0,0,0.41,0.49,0.28,0.02,3.52,0.67,0.67,1.33,20.64,3.87,4.75,6,0.79,0.14,0.75,5.5,17.36,14.73,0.25,0.08,2.73,0.73,17.14,5.57,4.86,0.71,6.14,1.14,21.56,2.71,0.29,0,39.09,45.56,36.32,43.83,52.63,3.16,0.26,3.24,0.19,42.82,31.83,49.09,58,2.36,0.31,2.33,0.07,58.71,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,matthews,auston matthews,a,matthews10000ca
pettersson9500ce,82.26,Elias Pettersson,9500,C,0,VAN,DAL-M.Murray,17.34,21.7,13,-0.77,1.8,11.2,1,1,12,0,-2,54,1,2,2.9,3.8,151,6.5,21,165,20.1,3.5,72,39,25,86,18.3,83,16,33,12,0.56,0.76,1.33,20.36,3.92,3.32,4.83,0.69,0.17,0.99,4.31,12.66,12.51,9.58,0.09,0.25,3.68,0.83,1.43,0.58,0.05,0.05,0.42,0.47,0.16,0.05,2.95,0.38,0.77,1.15,21.71,3.18,2.62,4.38,0.6,0.15,1.08,3.69,12.54,13,0.15,0.15,3.93,0.77,11.57,2.86,2.57,0.29,4.57,2.14,21.97,4.54,0.29,0.29,44.02,42.21,47.45,45.21,47.06,3.3,0.25,2.87,0.17,39.33,46.75,46,46.92,3.15,0.2,2.38,0.19,43.14,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,pettersson,elias pettersson,e,pettersson9500ce
crosby8200cs,81.59,Sidney Crosby,8200,C,0,PIT,WAS-D.Kuemper,18.86,23.6,14.1,3.41,2.3,8,1,1,17,0,-3.1,54,0,2,3.6,3.1,-150,6.5,78,-145,17.2,0.6,71,35,27,96,18,80,13,46,15,0.44,0.77,1.2,20.1,3.58,3.1,4.22,0.73,0.14,0.59,3.68,18.62,14.99,13.76,0.11,0.21,3.68,0.75,0.9,0.83,0,0,0.33,0.55,0.68,0.01,3.08,0.4,0.67,1.07,19.92,3.22,3.67,4.8,0.76,0.11,0.53,4.2,22.33,13.67,0.2,0.13,3.43,0.87,22.63,4.38,3.88,0.5,5,0.88,19.66,3.15,0.13,0.25,51.21,51.63,46.01,47.03,46.79,3.3,0.21,2.73,0.17,58,46.67,43.6,44.75,3.2,0.21,3.25,0.13,47,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,crosby,sidney crosby,s,crosby8200cs
