RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
matthews9500ca,95.78,Auston Matthews,9500,C,0,TOR,VAN-S.Martin,22.64,28.3,17,4.53,2.4,18.9,1,1,26,0,1.5,90,2,1,3.8,2.9,-177,6.5,52,-225,22.8,3.9,72,39,21,92,17.4,66,26,33,15,0.77,0.64,1.42,20.89,4.08,4.77,6.69,0.71,0.16,0.81,5.58,18.32,12.61,13.88,0.21,0.19,3.48,1.16,1.66,0.7,0,0,0.56,0.45,0.29,0.05,3.92,0.4,0.53,0.93,21.36,2.61,4.6,6.73,0.68,0.09,0.6,5.2,17.2,12.73,0.27,0.27,4.12,1.47,15.86,4.71,4.14,0.57,6.43,2.14,21.02,3.11,0.43,0.14,46.71,48.27,47.1,42.59,45.44,3.01,0.27,2.89,0.26,45.27,46.64,41.4,41.86,3.5,0.27,3.38,0.41,43.17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,matthews,auston matthews,a,matthews9500ca
crosby8800cs,94.53,Sidney Crosby,8800,C,0,PIT,MTL-J.Allen,16.79,21,12.6,0.11,1.9,3.2,1,1,12,0,0.6,17,2,1,3.7,2.9,-168,6.5,36,-148,17.1,1.4,75,38,23,93,16,66,26,33,15,0.44,0.81,1.25,20.06,3.74,3.05,3.99,0.76,0.15,0.58,3.62,17.05,14.26,13.12,0.1,0.3,3.42,0.8,0.97,0.83,0,0,0.34,0.51,0.5,0.05,3.02,0.43,0.71,1.14,20.24,3.38,2.86,3.64,0.78,0.15,0.57,3.43,15.86,15.43,0,0.21,4,0.93,17.29,3,2.29,0.71,3.14,0.71,21.34,3.7,0,0,48.16,48.78,47.58,45.03,41.22,3.06,0.22,3.36,0.22,48.5,45.36,46.57,42.21,3.38,0.2,3.5,0.18,39.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,crosby,sidney crosby,s,crosby8800cs
hughes7400cj,93.87,Jack Hughes,7400,C,0,NJD,ARI-K.Vejmelka,18.4,23,13.8,4.59,2.5,20,1,1,22,0,0,50,0,2,4.2,2.4,-305,6.5,56,-275,17.1,2.3,58,25,13,86,16.7,80,53,20,15,0.46,0.64,1.1,19.76,3.34,3.59,4.79,0.75,0.13,0.3,3.89,16.98,13.92,12.66,0.11,0.2,3,0.63,0.85,0.75,0,0,0.34,0.44,0.03,0.03,3.68,0.29,0.71,1,19.48,3.08,4.14,5.21,0.79,0.07,0.21,4.36,19.14,11.86,0.07,0.29,3.18,0.85,17.71,4.14,3.86,0.29,5.29,1.5,18.84,3.45,0.14,0.43,51.52,48.94,49.58,44.79,37.97,2.76,0.16,3.2,0.21,56.64,47.69,37.71,33.69,3,0.23,3.77,0.18,36.71,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,hughes,jack hughes,j,hughes7400cj
bergeron7200cp,93.70,Patrice Bergeron,7200,C,0,BOS,BUF-C.Anderson,16.37,20.5,12.3,2.97,2.3,30.9,1,1,17,0,2,91,1,2,3.8,2.9,-180,6.5,61,-182,15.7,2,72,32,20,95,14,86,26,13,15,0.34,0.54,0.88,18.14,2.91,4.12,5.28,0.78,0.08,0.7,4.82,15.68,8.74,12.55,0.1,0.19,3.19,0.95,1.37,0.7,0,0.04,0.24,0.31,0.41,0.02,3.11,0.36,0.5,0.86,18.26,2.83,3.29,4.86,0.68,0.11,0.86,4.14,14.93,9.14,0.14,0.14,3.8,1.07,14.17,3.33,2.83,0.5,4.33,1,17.53,3.23,0.17,0,42.53,46.7,44.41,40.14,42.32,3.01,0.22,2.67,0.26,43.57,40.57,40.93,45.29,3.57,0.24,3.07,0.26,49.71,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,bergeron,patrice bergeron,p,bergeron7200cp
zibanejad9800cm,92.99,Mika Zibanejad,9800,C,0,NYR,NAS-J.Saros,16.97,21.2,12.7,-1.76,1.7,8,1,1,16,0,2,8,1,2,3.4,3.3,-112,6.5,64,-137,17,2.5,79,35,19,100,19.3,60,33,40,15,0.43,0.65,1.08,19.94,3.25,3.03,4.39,0.69,0.14,0.53,3.56,12.85,13.29,9.89,0.23,0.18,3.08,0.99,1.5,0.66,0.02,0.04,0.17,0.43,0.16,0,3.65,0.5,0.64,1.14,21.03,3.25,4.07,6.21,0.66,0.12,0.29,4.36,15.57,11.29,0.36,0.29,4.35,1.64,16.57,3.57,3.43,0.14,5.29,2.29,20.97,3.93,0.43,0.29,46.67,43.05,44.4,46.56,43.32,2.73,0.27,3.52,0.22,49.21,44.5,41.5,46.5,3.43,0.25,3.5,0.21,45.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAS,zibanejad,mika zibanejad,m,zibanejad9800cm
malkin7900ce,91.55,Evgeni Malkin,7900,C,0,PIT,MTL-J.Allen,14.14,17.7,10.6,-0.69,1.8,15.2,2,1,7,0,2,21,2,1,3.7,2.9,-168,6.5,36,-148,15.2,1.2,49,25,18,93,16.6,80,46,20,15,0.47,0.55,1.02,18.64,3.28,3.18,3.95,0.8,0.15,0.39,3.56,14.48,12.02,10.95,0.18,0.24,3.84,0.97,1.28,0.76,0,0,0.29,0.31,0.71,0,3.14,0.43,0.64,1.07,18.52,3.47,3.29,4.29,0.77,0.13,0.21,3.5,15.21,12.36,0.14,0.21,4.04,0.64,14.29,2.29,2.14,0.14,3.14,0.86,18.74,3.74,0,0.29,48.16,48.78,47.58,45.03,41.22,3.06,0.22,3.36,0.22,48.5,45.36,46.57,42.21,3.38,0.2,3.5,0.18,39.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,malkin,evgeni malkin,e,malkin7900ce
mackinnon10400cn,91.04,Nathan MacKinnon,10400,C,0,COL,CAR-A.Raanta,21.84,27.3,16.4,1.88,2.1,25.3,1,1,30,0,-1.2,24,0,2,3.4,3.2,-122,6.5,56,-137,21,2.6,70,34,17,95,24.4,90,63,9,11,0.53,0.86,1.4,21.5,3.91,5.18,6.47,0.8,0.1,0.52,5.7,20.13,15.13,14.76,0.16,0.3,3.63,1.38,1.8,0.77,0,0,0.38,0.57,0.68,0.01,4.04,0.25,1.5,1.75,22.17,4.74,5.25,7,0.75,0.05,0.58,5.83,21.17,16.42,0.17,0.33,3.61,1.42,19.8,6.6,5.8,0.8,7.6,2.8,22.53,4.57,0,0.4,42.96,51.03,39.26,44.08,51.39,3.23,0.3,3.26,0.16,48.58,33.5,44.25,54.71,3.08,0.41,3.77,0.24,51.88,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,mackinnon,nathan mackinnon,n,mackinnon10400cn
tavares8500cj,90.26,John Tavares,8500,C,0,TOR,VAN-S.Martin,15.04,18.8,11.2,-1.02,1.8,11.7,2,1,11,0,1,8,2,1,3.8,2.9,-177,6.5,52,-225,14.9,0.1,68,30,26,93,15.6,75,25,25,16,0.35,0.61,0.96,17.95,3.21,2.93,4.31,0.68,0.12,0.54,3.47,13.93,13.05,10.65,0.17,0.24,3.28,0.92,1.31,0.7,0,0,0.18,0.37,0.38,0.01,2.88,0.53,0.47,1,17.52,3.43,3.53,5,0.71,0.15,0.47,4,12.67,11.67,0.33,0.27,3.83,1.33,11.71,3.71,3.29,0.43,5.29,2,17.05,2.93,0.29,0.14,46.71,48.27,47.1,42.59,45.44,3.01,0.27,2.89,0.26,45.27,46.64,41.4,41.86,3.5,0.27,3.38,0.41,43.17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,tavares,john tavares,j,tavares8500cj
hischier8400cn,89.97,Nico Hischier,8400,C,0,NJD,ARI-K.Vejmelka,16.37,20.5,12.3,0.51,1.9,8,2,1,13,0,-0.4,2,0,2,4.2,2.4,-305,6.5,56,-275,13.7,2.9,64,34,24,85,20.3,86,46,6,15,0.38,0.58,0.96,19.37,2.97,2.41,3.37,0.71,0.16,0.65,3.06,13.65,12.2,10.46,0.07,0.11,2.87,0.57,0.9,0.63,0,0.01,0.31,0.45,0.24,0.03,3.02,0.62,0.62,1.23,19.37,3.81,3.54,4.69,0.75,0.17,0.62,4.15,14.69,9.38,0.15,0.08,3.29,0.77,15,4.43,3.71,0.71,5.29,1.57,19.62,3.55,0.29,0,51.52,48.94,49.58,44.79,37.97,2.76,0.16,3.2,0.21,56.64,47.69,37.71,33.69,3,0.23,3.77,0.18,36.71,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,hischier,nico hischier,n,hischier8400cn
zegras6700ct,89.62,Trevor Zegras,6700,C,0,ANA,CHI-A.Soderblom,15.11,18.9,11.3,2.74,2.3,11.2,1,1,9,0,1.2,36,0,3,3.5,3.1,-138,6.5,30,-125,12.4,1.9,63,32,35,82,12.6,61,23,38,13,0.37,0.53,0.89,18.32,2.91,2.47,3.23,0.77,0.15,0.32,2.79,13.57,13.08,10.38,0.14,0.12,2.74,0.56,0.68,0.82,0,0,0.22,0.41,0.82,0,2.8,0.5,0.36,0.86,19.36,2.66,2.5,3.07,0.81,0.2,0.29,2.79,13.71,13.5,0.14,0.07,3.12,0.86,14.57,3.43,3,0.43,3.57,1.43,20.14,2.7,0.14,0,46.79,42.67,48.47,47.95,40.66,2.62,0.19,2.85,0.27,39.71,49.77,51.57,35.08,2.79,0.1,4.08,0.26,36.67,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,zegras,trevor zegras,t,zegras6700ct
