RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
draisaitl9800cl,93.61,Leon Draisaitl,9800,C,0,EDM,ANA-JGibson,24.04,30,18,5.31,2.5,32,2,1,23,0,1.3,1,0,2,4,2.7,-225,6.5,64,-189,19.9,2.7,50,15,28,88,17.6,33,41,8,12,0.65,0.79,1.44,22.95,3.76,3.51,4.19,0.84,0.18,0.16,3.67,17.14,15.28,12.68,0.3,0.27,3.88,1.38,1.66,0.83,0.01,0,0.34,0.52,0.48,0.05,3.22,0.58,0.42,1,22.12,2.71,4.17,5.5,0.76,0.14,0.25,4.42,18.75,13.67,0.08,0.25,4.06,0.92,16.83,3.33,3,0.33,4.17,1.83,21.1,4.04,0.17,0.17,45.98,45.77,44.76,43.43,42.31,2.88,0.29,2.92,0.21,53.08,44.22,42.17,35.33,2.83,0.15,3.11,0.25,33.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,draisaitl,leon draisaitl,l,draisaitl9800cl
matthews10300ca,91.96,Auston Matthews,10300,C,0,TOR,PIT-TJarry,24.46,30.6,18.3,4.7,2.4,26.4,1,1,23,0,1.7,10,0,3,3.6,3,-152,6.5,52,-139,20.4,4,51,14,19,92,24.9,80,10,10,10,0.7,0.54,1.24,21.23,3.5,4.46,5.38,0.83,0.16,0.85,5.31,17.13,13.15,13.23,0.21,0.17,3.26,0.99,1.17,0.84,0,0,0.49,0.37,0.21,0.01,3.95,0.7,1,1.7,20.28,5.03,4.5,6.3,0.71,0.16,0.6,5.1,18.2,12.5,0.3,0.3,3.22,1.2,17.75,6.5,5.75,0.75,8,2.5,19.76,3.14,0.5,0.25,46.81,47.38,43.03,42.83,45.14,2.81,0.25,2.48,0.19,49.3,43.08,41.2,45.92,2.9,0.38,2.23,0.21,49,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,matthews,auston matthews,a,matthews10300ca
mcdavid10200cc,91.67,Connor McDavid,10200,C,0,EDM,ANA-JGibson,22.73,28.4,17.1,3.18,2.2,27.2,1,1,11,0,0.2,10,0,2,4,2.7,-225,6.5,64,-189,21.9,3.7,59,17,20,88,16.8,58,25,0,12,0.57,1.07,1.63,22.58,4.33,3.62,4.15,0.87,0.16,0.4,4.02,19.34,15.36,14.37,0.13,0.46,3.83,0.93,1.04,0.89,0,0,0.43,0.61,0.48,0.07,3.64,0.5,0.58,1.08,21.86,2.96,3.42,4.42,0.77,0.15,0.33,3.75,18.42,14.75,0.08,0.25,3.96,0.67,18.33,3.67,3.33,0.33,4.67,0.83,20.42,4.01,0.17,0.17,45.98,45.77,44.76,43.43,42.31,2.88,0.29,2.92,0.21,53.08,44.22,42.17,35.33,2.83,0.15,3.11,0.25,33.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,mcdavid,connor mcdavid,c,mcdavid10200cc
strome5700cr,87.23,Ryan Strome,5700,C,0,NYR,DET-TGreiss,12.51,15.8,9.2,2.19,2.2,3.2,2,1,10,0,5.2,15,0,2,3.7,2.5,-227,6,81,-189,12,1.6,49,14,23,89,10.1,33,22,11,9,0.23,0.69,0.92,18.16,3.04,2.19,2.59,0.85,0.1,0.32,2.51,12.21,12.93,9.02,0.06,0.25,3.1,0.46,0.59,0.78,0,0.01,0.17,0.43,1,0.02,2.93,0.11,0.56,0.67,18.66,2.15,2.11,3.11,0.68,0.05,0.56,2.67,15.33,15.44,0,0.11,2.92,0.33,13,5,5,0,6,0,19.65,1.17,0,0,42.78,38.11,46.52,46.26,38.77,3.01,0.25,2.79,0.22,40.89,41.09,49.67,41.09,3.11,0.36,2.91,0.31,37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,strome,ryan strome,r,strome5700cr
zibanejad7700cm,85.28,Mika Zibanejad,7700,C,0,NYR,DET-TGreiss,17.3,21.7,12.9,2.88,2.2,20.5,1,1,9,0,-1.6,20,0,2,3.7,2.5,-227,6,81,-189,16.7,3.1,47,17,20,89,19.9,77,22,33,9,0.47,0.6,1.08,19.89,3.26,2.93,3.59,0.82,0.16,0.75,3.68,10.51,12.53,8.1,0.21,0.15,3.32,1.09,1.4,0.78,0.02,0.05,0.24,0.4,0.2,0.02,2.45,0.44,1.11,1.56,20.15,4.65,2.22,3.78,0.59,0.2,1,3.22,11.22,13.78,0.33,0.33,3.24,0.78,14,2,1,1,3,0,20.53,1.63,0,0,42.78,38.11,46.52,46.26,38.77,3.01,0.25,2.79,0.22,40.89,41.09,49.67,41.09,3.11,0.36,2.91,0.31,37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,zibanejad,mika zibanejad,m,zibanejad7700cm
scheifele7300cm,80.76,Mark Scheifele,7300,C,0,WPG,SEA-PGrubauer,14.51,18.2,10.9,0.91,2,1.6,1,1,6,0,1.6,10,2,1,3.6,3.1,-143,6.5,72,-175,13.2,1.1,40,9,34,94,18.3,61,23,23,13,0.38,0.61,0.99,21.37,2.78,2.38,2.78,0.85,0.16,0.73,3.1,15.89,16.09,12.11,0.1,0.18,3.28,0.61,0.76,0.8,0,0,0.27,0.43,0.35,0.01,2.62,0.62,0.69,1.31,21.36,3.68,2.69,3.54,0.76,0.23,0.54,3.23,14.69,15.92,0.15,0.23,3.6,0.46,13.8,3.4,2.8,0.6,3.6,0.8,22.08,4.06,0.4,0.2,43.09,43.7,41.27,44.9,41.29,2.99,0.23,2.54,0.25,43.08,38.82,45.54,45.55,3.15,0.24,3.27,0.33,47.67,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,scheifele,mark scheifele,m,scheifele7300cm
crosby9300cs,80.37,Sidney Crosby,9300,C,0,PIT,TOR-JCampbell,20.15,25.2,15.1,2.45,2.2,8,1,1,19,0,1.9,3,0,2,3,3.6,128,6.5,48,110,16.5,1.3,46,11,21,99,23.3,83,16,16,12,0.4,0.75,1.15,20.1,3.43,3.04,3.48,0.87,0.13,0.46,3.49,15.89,14.22,12.08,0.09,0.34,3,0.68,0.78,0.88,0.01,0,0.29,0.41,0.47,0.06,3.11,0.69,0.92,1.62,20.7,4.69,3.69,4.62,0.8,0.19,0.54,4.23,15.77,14.15,0.38,0.54,4.21,1.08,14.5,5,4.25,0.75,5.25,1.75,21.15,3.43,0.5,0.25,44.98,45.14,42.83,43.03,47.38,2.85,0.26,2.55,0.21,45.92,41.2,43.08,49.3,3.62,0.32,2.9,0.14,50.75,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,crosby,sidney crosby,s,crosby9300cs
thompson6400ct,80.32,Tage Thompson,6400,C,0,BUF,OTT-AForsberg,13.85,17.4,10.3,2.1,2.2,1.6,1,1,14,0,-3.2,91,0,2,3.3,2.9,-137,6,70,-125,9.6,3.3,43,27,32,92,16.7,70,20,20,10,0.32,0.32,0.63,16.2,2.33,2.97,3.71,0.8,0.11,0.25,3.22,11.8,12.4,9.09,0.09,0.09,2.04,0.52,0.67,0.78,0.01,0,0.21,0.22,0.37,0.01,3.14,0.44,0.78,1.22,18.71,3.91,3.56,5.22,0.68,0.12,0.44,4,13.78,12.44,0.33,0.22,2.68,1.11,17.33,3.33,2.67,0.67,5,1,18.32,1.63,0.33,0,47.31,40.77,48.27,46.81,43.1,2.45,0.2,3.03,0.2,41.45,49,48.64,48.07,2.82,0.23,2.73,0.12,43,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,thompson,tage thompson,t,thompson6400ct
gourde5300cy,78.94,Yanni Gourde,5300,C,0,SEA,WPG-ECOMRIE,8.69,11,6.4,-0.81,1.6,8.5,3,2,3,0,1.1,1,0,3,3.1,3.6,116,6.5,28,135,10.1,2.1,46,25,34,100,9.2,45,54,18,11,0.27,0.32,0.59,17.97,1.97,1.97,2.26,0.87,0.14,0.43,2.41,12.7,11.51,9.7,0.04,0.06,1.72,0.23,0.26,0.89,0.01,0.02,0.23,0.25,0.63,0.04,1.85,0.17,0.42,0.58,19.05,1.83,1.67,2.5,0.67,0.1,0.42,2.08,13.5,11.5,0.08,0,2.52,0.17,16.25,2.25,2,0.25,3.25,0,18.9,1.98,0,0,45.78,41.29,44.9,41.27,43.7,2.88,0.16,2.82,0.26,45.55,45.54,38.82,43.08,3.55,0.08,2.85,0.14,43.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,gourde,yanni gourde,y,gourde5300cy
mccann5800cj,77.68,Jared McCann,5800,C,0,SEA,WPG-ECOMRIE,10.8,13.6,8,0.28,1.9,13.3,2,2,7,0,-1.7,5,0,3,3.1,3.6,116,6.5,28,135,11.5,3.1,48,28,27,97,11.7,54,45,27,11,0.39,0.33,0.72,15.51,2.78,2.48,3.12,0.79,0.16,0.4,2.88,11.8,10.32,9.1,0.16,0.09,2.31,0.67,0.93,0.72,0,0,0.23,0.24,0.22,0,2.51,0.42,0.25,0.67,17.22,2.34,2.25,3.58,0.63,0.19,0.33,2.58,12,12.08,0.17,0.08,3.68,1,11.5,2.75,2.5,0.25,3.25,1.75,17.31,2.73,0.25,0,45.78,41.29,44.9,41.27,43.7,2.88,0.16,2.82,0.26,45.55,45.54,38.82,43.08,3.55,0.08,2.85,0.14,43.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,mccann,jared mccann,j,mccann5800cj
