,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
karlsson6000cw,79.03,William Karlsson,6000,C,0,VGK,FLA-SBobrovsky,9.83,12.4,7.2,-1.1,1.6,3,2,3,0,-2.4,7,0,5,3.4,3.3,-115,6.5,64,-134,9.9,0.8,60,27,40,85,10.3,58,25,41,12,0.16,0.45,0.61,17.94,2.04,1.96,2.79,0.7,0.08,0.65,2.61,14.49,11.91,10.95,0.02,0.08,1.84,0.33,0.5,0.66,0.02,0.04,0.12,0.33,0.09,0.04,1.74,0.08,0.75,0.83,18.18,2.74,1.33,2.55,0.52,0.06,0.58,1.92,14.2,12,0,0.17,1.05,0.18,15.4,2.2,1.6,0.6,2.8,0.6,17.94,1.05,0,0,46.04,49.71,40.62,47.23,50.58,2.68,0.22,3.54,0.24,48.45,44.85,42.82,44.62,2.5,0.4,3.42,0.34,42.29,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,karlsson,w,karlsson6000cw,85900-39990,C,w,William Karlsson,karlsson,10.21428571,42,6000,FLA@VGK,VGK,FLA,,,,,,C/UTIL,karlsson6000cw
kassian3100wz,32.36,Zack Kassian,3100,W,0,ARI,OTT-C.Talbot,3.76,4.8,2.7,-1.56,1.2,4,0,0,0,-1.6,85,0,2,2.9,3.7,138,6.5,27,118,2.7,-2.3,17,6,50,104,0.8,0,0,71,14,0.07,0.1,0.17,9.79,1.04,0.8,1.09,0.74,0.09,0.13,0.93,7.54,9.29,5.29,0.01,0,0.11,0.01,0.01,1,0,0,0.06,0.1,1.07,0.01,0.71,0,0,0,8.66,0,0.2,0.22,0.9,0,0.3,0.5,4.5,9.25,0,0,0,0,5,0.33,0.17,0.17,0.33,0,8.49,0,0,0,40.91,37.6,44.8,49.78,46.22,2.63,0.18,3.14,0.19,38.79,42,45.71,45.25,2.69,0.2,3.08,0.05,48.83,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,kassian,z,kassian3100wz,85900-11152,W,z,Zack Kassian,kassian,1.566666603,24,3100,OTT@ARI,ARI,OTT,,,,,,W/UTIL,kassian3100wz
kastelic3400cm,57.17,Mark Kastelic,3400,C,0,OTT,ARI-KVejmelka,4.44,5.7,3.2,-1.16,1.3,4,0,1,0,0.2,72,0,3,3.7,2.9,-164,6.5,73,-142,3.5,-2.2,41,5,48,39,2.3,27,0,72,11,0.11,0.05,0.16,9.29,1.03,1.11,1.69,0.66,0.1,0.64,1.75,7.22,8.29,5.07,0,0,0.45,0,0.02,0,0,0,0.11,0.05,1.07,0,1.2,0.08,0,0.08,10.39,0.46,1.23,1.92,0.64,0.06,0.46,1.69,9.33,8.75,0,0,0.71,0,9,1.5,1,0.5,1.83,0,9.21,0.36,0,0,47.84,46.22,49.78,44.8,37.6,3.18,0.23,3.3,0.26,45.25,45.71,42,38.79,3.92,0.3,3.15,0.32,37.71,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,kastelic,m,kastelic3400cm,85900-82198,C,m,Mark Kastelic,kastelic,3.913513596,37,3400,OTT@ARI,OTT,ARI,,,,,,C/UTIL,kastelic3400cm
kaut3200wm,48.93,Martin Kaut,3200,W,0,COL,CHI-P.Mrazek,3.88,5,2.8,-1.63,1.2,4,2,3,0,-1.6,81,0,2,4,2.2,-332,6,96,-320,3.1,-0.6,10,2,13,90,1.1,10,0,50,10,0.04,0.08,0.12,9.22,0.78,0.96,1.6,0.6,0.04,0.16,1.12,7.17,7.25,4.83,0,0,0.59,0.04,0.08,0.5,0,0,0.04,0.08,0.16,0,1.28,0,0,0,6.62,0,0.71,1,0.71,0,0,0.71,6,5.67,0,0,0.43,0,5.75,1,1,0,1.5,0.25,6.98,0.57,0,0,49.39,50.5,50.05,44.27,39.7,3.19,0.27,2.81,0.27,52.67,47.75,38.92,40.75,3.36,0.14,2.18,0.42,39.5,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,kaut,m,kaut3200wm,85900-97152,W,m,Martin Kaut,kaut,2.912000122,25,3200,COL@CHI,COL,CHI,,,,,,W/UTIL,kaut3200wm
keller6900wc,74.76,Clayton Keller,6900,W,0,ARI,OTT-C.Talbot,13.93,17.5,10.4,1.2,2,1,1,4,0,-1.5,66,0,2,2.9,3.7,138,6.5,27,118,14.1,1.5,63,28,19,87,12.6,71,21,28,14,0.41,0.59,1,20.52,2.92,2.3,3.03,0.76,0.18,0.36,2.66,11.72,15.06,8.93,0.09,0.16,3.11,0.63,0.76,0.82,0.01,0,0.3,0.43,0.27,0.07,2.68,0.29,0.5,0.79,22.32,2.12,2.71,3.46,0.78,0.11,0.43,3.14,12.5,15.58,0,0.21,3.17,0.69,12.71,3,2.43,0.57,2.71,0.43,21.7,2.24,0,0.14,40.91,37.6,44.8,49.78,46.22,2.63,0.18,3.14,0.19,38.79,42,45.71,45.25,2.69,0.2,3.08,0.05,48.83,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,keller,c,keller6900wc,85900-70905,W,c,Clayton Keller,keller,13.21750031,40,6900,OTT@ARI,ARI,OTT,,,,,,W/UTIL,keller6900wc
kelly3400wp,55.5,Parker Kelly,3400,W,0,OTT,ARI-K.Vejmelka,5.03,6.5,3.6,-0.87,1.5,3,0,0,0,-3.1,72,0,3,3.7,2.9,-164,6.5,73,-142,4.7,-0.5,36,13,37,91,4.4,63,18,36,11,0.1,0.1,0.21,10.53,1.2,1.16,1.55,0.75,0.09,0.55,1.72,7.31,8.27,5.36,0,0,0.05,0.02,0.06,0.25,0,0.01,0.1,0.09,0.94,0,1.71,0.08,0.15,0.23,12.74,1.08,1.77,2.5,0.71,0.04,0.46,2.23,9.25,8.75,0,0,0.04,0,8.67,3.17,2.33,0.83,2.67,0,12.64,0,0,0,47.84,46.22,49.78,44.8,37.6,3.18,0.23,3.3,0.26,45.25,45.71,42,38.79,3.92,0.3,3.15,0.32,37.71,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,kelly,p,kelly3400wp,85900-82192,W,p,Parker Kelly,kelly,3.273684251,38,3400,OTT@ARI,OTT,ARI,,,,,,W/UTIL,kelly3400wp
kerfoot5000ca,75.7,Alexander Kerfoot,5000,C,0,TOR,DET-VHusso,7.92,10.1,5.8,-0.96,1.6,3,0,1,0,-2,15,2,1,3.6,3,-145,6.5,72,-178,8.5,0.2,54,29,45,97,10.2,61,38,38,13,0.14,0.35,0.49,15.05,1.95,1.54,2.06,0.75,0.09,0.83,2.37,11.23,11.19,8.47,0.01,0.02,0.43,0.06,0.1,0.67,0.02,0.03,0.11,0.3,0.37,0.02,1.74,0.31,0.23,0.54,14.31,2.27,2.23,2.5,0.89,0.14,0.62,2.85,12.17,9.17,0,0,0.01,0,12.14,2.43,1.86,0.57,2.29,0,14.49,0.01,0,0,45.67,47.36,46.46,42.13,40.14,3.12,0.25,2.93,0.27,45.09,43.83,38.36,38.75,3.36,0.27,3.5,0.33,41.71,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,kerfoot,a,kerfoot5000ca,85900-82179,C,a,Alexander Kerfoot,kerfoot,8.119047619,42,5000,TOR@DET,TOR,DET,,,,,,C/UTIL,kerfoot5000ca
kessel4500wp,72.28,Phil Kessel,4500,W,0,VGK,FLA-S.Bobrovsky,8.18,10.4,6,0.13,1.8,3,2,2,0,-3.7,12,0,5,3.4,3.3,-115,6.5,64,-134,8.1,0,60,23,39,89,8.6,66,33,33,12,0.11,0.4,0.51,14.57,2.1,1.94,2.52,0.77,0.06,0.27,2.21,10.38,13.44,7.44,0,0.12,2.19,0.39,0.46,0.85,0,0,0.11,0.28,0.49,0.01,1.96,0.17,0.33,0.5,12.27,2.44,2.25,3.09,0.73,0.07,0.17,2.42,12.1,10,0,0.08,0.85,0.36,13.2,2.4,2,0.4,3.6,0.6,12.46,0.94,0,0,46.04,49.71,40.62,47.23,50.58,2.68,0.22,3.54,0.24,48.45,44.85,42.82,44.62,2.5,0.4,3.42,0.34,42.29,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,kessel,p,kessel4500wp,85900-8682,W,p,Phil Kessel,kessel,7.278571719,42,4500,FLA@VGK,VGK,FLA,,,,,,W/UTIL,kessel4500wp
killorn5900wa,81.84,Alex Killorn,5900,W,0,TB,VAN-S.Martin,9.28,11.7,6.8,-1.5,1.6,2,2,4,0,2.3,12,0,2,4.2,2.5,-272,6.5,83,-275,9.5,-0.4,55,26,43,98,8.1,33,25,66,12,0.25,0.27,0.52,18.03,1.73,1.94,2.53,0.77,0.13,0.43,2.38,12.19,12.1,8.96,0.06,0.07,2.5,0.44,0.59,0.74,0,0,0.19,0.21,0.57,0.01,2.29,0.33,0,0.33,15.78,1.25,2.08,2.33,0.89,0.16,0.5,2.58,11.33,12,0,0,1.49,0.33,13.14,2.57,2.14,0.43,2.29,0.43,15.66,1,0,0,47.4,44.1,46.9,43.43,43.65,3.4,0.27,2.85,0.28,47.5,45.7,42.58,39.8,3.17,0.29,2.89,0.42,37.4,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,killorn,a,killorn5900wa,85900-21523,W,a,Alex Killorn,killorn,9.912820669,39,5900,VAN@TB,TB,VAN,,,,,,W/UTIL,killorn5900wa
kiviranta3400wj,36.09,Joel Kiviranta,3400,W,0,DAL,NYR-I.Shesterkin,4.51,5.8,3.2,-1.39,1.3,4,0,1,0,-5.1,72,0,2,2.7,2.9,102,5.5,50,-102,4,-1.7,37,10,44,98,3.3,38,7,61,13,0.08,0.06,0.14,11.18,0.75,1.21,1.62,0.75,0.06,0.45,1.66,8.58,9.58,6.28,0,0,0.04,0.01,0.01,1,0.01,0,0.06,0.06,0.38,0.01,1.01,0.07,0,0.07,12.42,0.34,1.07,1.54,0.7,0.07,0.36,1.43,9.25,11.25,0,0,0.01,0,8.17,1.17,0.5,0.67,1,0,12.38,0,0,0,46.9,45.58,45.96,47.36,44.63,3,0.24,2.75,0.2,47.46,45.54,51.69,44.77,2.5,0.43,2.77,0.17,48.83,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYR,kiviranta,j,kiviranta3400wj,85900-107990,W,j,Joel Kiviranta,kiviranta,4.066666739,42,3400,DAL@NYR,DAL,NYR,,,,,,W/UTIL,kiviranta3400wj
kolesar3600wk,55.61,Keegan Kolesar,3600,W,0,VGK,FLA-S.Bobrovsky,4.47,5.8,3.2,-1.82,1.2,4,0,0,0,-3.5,58,0,5,3.4,3.3,-115,6.5,64,-134,4.4,-1.7,47,17,47,85,3.9,41,16,58,12,0.1,0.12,0.22,11.57,1.14,0.92,1.24,0.74,0.11,0.55,1.47,9.24,10.59,6.7,0,0,0.12,0.01,0.01,1,0.01,0,0.09,0.12,0.91,0,1.09,0.08,0.17,0.25,11.42,1.31,0.92,1.27,0.72,0.09,0.08,1,9.6,9.3,0,0,0.03,0,10.4,1,1,0,1.2,0,10.33,0.05,0,0,46.04,49.71,40.62,47.23,50.58,2.68,0.22,3.54,0.24,48.45,44.85,42.82,44.62,2.5,0.4,3.42,0.34,42.29,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,kolesar,k,kolesar3600wk,85900-66625,W,k,Keegan Kolesar,kolesar,3.657143002,42,3600,FLA@VGK,VGK,FLA,,,,,,W/UTIL,kolesar3600wk
korczak3600dk,59.05,Kaedan Korczak,3600,D,0,VGK,FLA-S.Bobrovsky,5.35,6.8,3.9,-1.37,1.5,2,0,0,0,-0.4,71,0,5,3.4,3.3,-115,6.5,64,-134,4.8,-0.1,4,2,4,47,5.9,66,33,33,3,0,0.25,0.25,16.8,0.89,1.5,2.5,0.6,0,0.25,1.75,13.75,11.25,11.5,0,0,0,0,0,0,0,0,0,0.25,0,0,1.27,0,0.33,0.33,16.86,1.17,2,3,0.67,0,0,2,15.33,11,0,0,0,0,15.33,2,2,0,3,0,16.86,0,0,0,46.04,49.71,40.62,47.23,50.58,2.68,0.22,3.54,0.24,48.45,44.85,42.82,44.62,2.5,0.4,3.42,0.34,42.29,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,korczak,k,korczak3600dk,85900-117050,D,k,Kaedan Korczak,korczak,5.866666794,3,3600,FLA@VGK,VGK,FLA,,,,,,D/UTIL,korczak3600dk
korpisalo6800gj,28.25,Joonas Korpisalo,6800,G,0,CLB,CAR-A.Raanta,13.32,16.8,9.8,-1.79,2,1,0,4,0,-1.9,54,0,0,2.4,4.3,262,6.5,9,265,9.1,-0.2,15,10,21,88,23,30,23,0,13,3,0,0,0,0,29.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.36,51.49,0,0,0,0,0,0,50.46,51.62,0,0,0,0,54.17,1/12/2023,0,26.4,0.35,0.42,49.23,0,29.4,2,0.4,0.5,51.51,3.13,34.5,3.08,0.23,3.12,0.2,3.5,36.86,3.17,0.34,3.75,0.27,40.17,CAR,korpisalo,j,korpisalo6800gj,85900-54065,G,j,Joonas Korpisalo,korpisalo,15.15555488,18,6800,CAR@CBJ,CBJ,CAR,DTD,Personal,,,,G,korpisalo6800gj
kotkaniemi3700cj,67.75,J. Kotkaniemi,3700,C,0,CAR,CLB-JKorpisalo,6.74,8.6,4.9,0.53,1.8,4,1,3,0,-0.3,66,0,2,4.3,2.4,-327,6.5,91,-330,5.4,-1.1,45,17,42,102,8.6,64,35,35,14,0.14,0.19,0.33,12.86,1.54,1.33,1.93,0.69,0.1,0.19,1.52,11.84,7.9,8.72,0.02,0.05,1.7,0.33,0.45,0.72,0.01,0,0.1,0.15,0.65,0,1.54,0.29,0.29,0.57,12.54,2.73,1.5,1.92,0.78,0.19,0.14,1.64,10.54,5.85,0.07,0.14,2.08,0.46,12.17,1.67,1.67,0,2,0.67,11.5,2.13,0,0.17,51.51,51.49,50.36,38.01,43.51,3.12,0.2,3.08,0.23,51.62,50.46,34.38,43.77,3.75,0.27,3.17,0.34,43.29,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,kotkaniemi,j,kotkaniemi3700cj,85900-97116,C,j,Jesperi Kotkaniemi,kotkaniemi,6.217073022,41,3700,CAR@CBJ,CAR,CBJ,,,,,,C/UTIL,kotkaniemi3700cj
kovacevic3700dj,50.95,Johnathan Kovacevic,3700,D,0,MTL,NAS-J.Saros,4.66,6,3.3,-2.28,1.3,2,0,1,0,-1.6,28,0,3,2.9,3.8,145,6.5,31,130,4.4,-1,30,9,20,88,4,61,7,30,13,0.02,0.12,0.15,16.96,0.53,1.17,1.61,0.73,0.02,1.07,2.24,13.43,12.38,9.6,0,0,0.02,0,0.03,0,0,0,0.02,0.12,0.54,0,1.12,0,0.15,0.15,18.68,0.48,0.54,1,0.54,0,1.23,1.77,12.25,14,0,0,0.02,0,12.67,2,0.83,1.17,0.83,0.17,18.9,0.01,0,0,45.15,40.96,47.02,46.07,43.73,3.12,0.16,3.5,0.24,37.92,51.46,46.31,44.85,3,0.17,3.42,0.2,42,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAS,kovacevic,j,kovacevic3700dj,85900-103032,D,j,Johnathan Kovacevic,kovacevic,4.951351269,37,3700,NSH@MON,MON,NSH,,,,,,D/UTIL,kovacevic3700dj
kravtsov3600wv,38.54,Vitali Kravtsov,3600,W,0,NYR,DAL-J.Oettinger,6.03,7.7,4.3,-0.26,1.7,2,2,4,0,-2,58,0,2,2.9,2.7,-122,5.5,50,-118,3.8,-0.6,9,4,12,103,4.2,41,25,58,12,0.09,0.14,0.23,11.41,1.21,0.86,1.33,0.65,0.11,0.23,1.09,9.86,8.57,7.29,0,0.05,0.52,0,0,0,0,0,0.09,0.09,0.27,0,1.57,0.08,0.17,0.25,12.49,1.2,1,1.73,0.58,0.08,0.17,1.17,11,9.36,0,0.08,0.61,0,12.17,1.67,1.33,0.33,2,0,13.28,0.51,0,0.17,48.75,44.63,47.36,45.96,45.58,2.82,0.26,2.92,0.19,44.77,51.69,45.54,47.46,3.15,0.24,2.58,0.26,46.83,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,kravtsov,v,kravtsov3600wv,85900-104016,W,v,Vitali Kravtsov,kravtsov,3.476000061,25,3600,DAL@NYR,NYR,DAL,,,,,,W/UTIL,kravtsov3600wv
krebs3600cp,57,Peyton Krebs,3600,C,0,BUF,WPG-CHellebuyck,5.18,6.6,3.7,-0.83,1.4,4,2,2,0,-2.5,60,0,2,3.2,3.5,111,6.5,44,108,5.4,-0.8,43,23,47,86,5.5,54,27,45,11,0.13,0.26,0.38,13.67,1.67,0.94,1.38,0.68,0.14,0.15,1.09,9.57,9.74,7.11,0,0.12,1.73,0.13,0.18,0.71,0,0,0.13,0.14,0.55,0,1.15,0.09,0.27,0.36,13.28,1.63,1.09,1.73,0.63,0.08,0.27,1.36,10.2,8.9,0,0,0.6,0,9.71,0.71,0.71,0,1.14,0,14.03,0.43,0,0,44.12,43.1,46.21,42.66,43.76,3.19,0.26,2.86,0.21,43.18,43.92,44.45,45.83,3.27,0.31,2.82,0.26,50,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,krebs,p,krebs3600cp,85900-117048,C,p,Peyton Krebs,krebs,4.242424242,33,3600,WPG@BUF,BUF,WPG,,,,,,C/UTIL,krebs3600cp
krejci6000cd,79.94,David Krejci,6000,C,0,BOS,SEA-MJones,9.67,12.2,7.1,-1.26,1.6,2,2,3,0,-2.5,60,0,4,3.7,2.4,-237,6,82,-205,11.9,1.2,57,25,30,40,11.2,46,23,46,13,0.31,0.57,0.89,17.17,3.11,1.57,2.15,0.73,0.2,0.57,2.14,12,12.09,9.03,0.09,0.2,2.73,0.56,0.65,0.86,0,0,0.23,0.37,0.29,0,1.79,0.25,0.58,0.83,17.45,2.85,1.58,1.91,0.83,0.16,0.58,2.17,13.4,14.4,0.08,0,1.87,0.36,11.33,1.33,1.17,0.17,1.5,0.5,17.2,1.72,0,0,45.84,46.49,42.33,40.27,44.9,3.2,0.25,3.18,0.29,46.25,45.38,48.17,46.54,3.18,0.31,3,0.31,43.63,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,krejci,d,krejci6000cd,85900-8176,C,d,David Krejci,krejci,11.58333333,36,6000,SEA@BOS,BOS,SEA,,,,,,C/UTIL,krejci6000cd
kubalik6500wd,68.18,Dominik Kubalik,6500,W,0,DET,TOR-I.Samsonov,8.64,11,6.3,-3.31,1.3,4,2,1,0,-3.4,22,0,2,3,3.6,125,6.5,28,146,9.9,0.1,60,28,35,84,7.4,41,8,58,12,0.27,0.32,0.59,14.59,2.43,2.31,3.05,0.76,0.12,0.33,2.64,10.18,12.22,7.43,0.07,0.14,2.25,0.56,0.8,0.7,0,0,0.2,0.19,0.2,0.02,1.91,0.25,0.08,0.33,14.02,1.41,2.25,3.17,0.71,0.11,0.08,2.33,10,10.91,0.08,0,2.28,0.67,10.71,2.43,2.29,0.14,2.86,0.71,13.09,1.61,0.14,0,40.63,40.14,42.13,46.46,47.36,3.21,0.19,3.08,0.21,38.75,38.36,43.83,45.09,3.58,0.16,2.64,0.28,43.29,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,kubalik,d,kubalik6500wd,85900-42922,W,d,Dominik Kubalik,kubalik,12.16666667,39,6500,TOR@DET,DET,TOR,,,,,,W/UTIL,kubalik6500wd
kucherov10000wn,96.39,Nikita Kucherov,10000,W,0,TB,VAN-S.Martin,23.1,28.9,17.3,4.33,2.3,1,1,25,0,0.3,42,0,2,4.2,2.5,-272,6.5,83,-275,19.1,1.8,73,35,25,98,21.2,75,41,25,12,0.44,0.97,1.41,20.49,4.13,3.38,4.83,0.7,0.13,0.21,3.59,15.22,14.3,11.47,0.18,0.43,4.15,1.01,1.49,0.68,0,0,0.25,0.54,0.54,0.04,3.33,0.42,1.25,1.67,19.33,5.18,3.42,5,0.68,0.12,0.25,3.67,17.67,12.67,0.08,0.5,3.58,0.75,19.57,3.86,3.71,0.14,6,1.43,19.81,3.6,0.14,0.71,47.4,44.1,46.9,43.43,43.65,3.4,0.27,2.85,0.28,47.5,45.7,42.58,39.8,3.17,0.29,2.89,0.42,37.4,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,kucherov,n,kucherov10000wn,85900-43214,W,n,Nikita Kucherov,kucherov,20.35384584,39,10000,VAN@TB,TB,VAN,,,,,,W/UTIL,kucherov10000wn
kuraly3800cs,42.37,Sean Kuraly,3800,C,0,CLB,CAR-ARaanta,5.3,6.8,3.8,-1.12,1.4,3,0,1,0,-1,77,0,2,2.4,4.3,262,6.5,9,265,7.4,-0.1,50,23,39,88,3.2,23,7,76,13,0.2,0.17,0.37,15.64,1.42,1.65,2.12,0.78,0.12,0.72,2.37,10.7,12.98,7.78,0,0.01,0.21,0,0.04,0,0.01,0.02,0.19,0.14,0.99,0.06,1.44,0,0.08,0.08,15.61,0.31,1.38,2.23,0.62,0,0.15,1.54,10.17,14.08,0,0,0.29,0,11,1.43,1.29,0.14,1.86,0,15.95,0.06,0,0,39.39,43.51,38.01,50.36,51.49,2.65,0.19,3.35,0.19,43.77,34.38,50.46,51.62,2.33,0.21,4,0.21,54.17,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,kuraly,s,kuraly3800cs,85900-68648,C,s,Sean Kuraly,kuraly,6.736842105,38,3800,CAR@CBJ,CBJ,CAR,,,,,,C/UTIL,kuraly3800cs
kurashev3800wp,41.75,Philipp Kurashev,3800,W,0,CHI,COL-A.Georgiev,8.54,10.8,6.3,1.86,2.2,1,2,4,0,0.3,93,0,4,2.2,4,262,6,4,255,5.7,-1,45,20,45,84,5.9,61,23,38,13,0.12,0.22,0.34,14.82,1.38,1.46,1.97,0.74,0.08,0.47,1.93,9.96,13.28,7.39,0.01,0.07,1.48,0.11,0.23,0.47,0,0,0.11,0.16,0.13,0,2.51,0.15,0.08,0.23,16.82,0.82,1.77,2.42,0.73,0.09,0.38,2.15,13.08,13.92,0,0,1.87,0,14.83,2.5,2.33,0.17,2.5,0,16.77,1.68,0,0,40.64,39.7,44.27,50.05,50.5,2.96,0.21,2.94,0.21,40.75,38.92,47.75,52.67,3,0.15,2.82,0.35,44.67,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,kurashev,p,kurashev3800wp,85900-97022,W,p,Philipp Kurashev,kurashev,7.169230926,39,3800,COL@CHI,CHI,COL,,,,,,W/UTIL,kurashev3800wp
kuzmenko6500wa,52.76,Andrei Kuzmenko,6500,W,0,VAN,TB-A.Vasilevskiy,10.48,13.2,7.7,-1.47,1.6,1,1,4,0,-3.5,9,0,2,2.5,4.2,217,6.5,17,220,11.8,0.4,56,33,41,39,10.3,50,25,50,12,0.41,0.46,0.87,15.91,3.28,1.74,2.54,0.69,0.24,0.28,2.03,11.78,11.25,8.58,0.18,0.05,2.88,0.44,0.69,0.64,0,0,0.23,0.41,0.05,0,2.16,0.33,0.5,0.83,16.49,3.02,1.25,2.1,0.6,0.27,0.17,1.42,13.22,13.11,0.08,0,2.66,0.2,12.4,1.5,1.5,0,2.4,0.4,16.87,2.87,0.17,0,41.74,43.65,43.43,46.9,44.1,3.24,0.26,3.26,0.2,39.8,42.58,45.7,47.5,3.56,0.19,3,0.14,52.43,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,kuzmenko,a,kuzmenko6500wa,85900-171491,W,a,Andrei Kuzmenko,kuzmenko,12.33333333,39,6500,VAN@TB,VAN,TB,,,,,,W/UTIL,kuzmenko6500wa
