RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
stamkos9000cs,94.49,Steven Stamkos,9000,C,0,TB,VAN-S.Martin,17.76,22.2,13.3,0.67,2.0,2,1,16,0,2.0,5,1,2,3.8,2.9,-184,6.5,78,-196,18.2,1.7,71,34,23,98,16.0,66,33,25,12,0.5,0.7,1.2,18.81,3.83,3.24,4.31,0.75,0.15,0.64,3.89,13.07,12.66,9.78,0.17,0.32,3.98,1.36,1.79,0.76,0.0,0.0,0.33,0.38,0.64,0.03,3.08,0.17,0.92,1.08,18.21,3.56,3.58,4.83,0.74,0.05,0.42,4.0,16.75,10.75,0.17,0.42,3.2,1.58,18.29,4.43,4.0,0.43,5.86,2.29,18.7,3.72,0.14,0.57,47.54,44.41,47.09,43.49,43.4,3.38,0.27,2.87,0.28,50.0,47.45,40.25,40.27,2.75,0.33,2.8,0.46,39.29,1/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VAN,stamkos,s,stamkos9000cs,86125-8655,C,s,Steven Stamkos,stamkos,17.976190476190474,42.0,9000,TB@VAN,TB,VAN,,,,,,C/UTIL,stamkos9000cs
point8500cb,89.6,Brayden Point,8500,C,0,TB,VAN-S.Martin,15.38,19.3,11.5,-0.68,1.8,1,1,10,0,1.9,6,1,2,3.8,2.9,-184,6.5,78,-196,14.3,-0.2,60,26,29,98,17.9,75,25,33,12,0.44,0.46,0.9,19.48,2.77,2.76,3.71,0.74,0.16,0.43,3.19,14.22,13.13,10.59,0.19,0.18,3.8,0.88,1.11,0.79,0.0,0.0,0.25,0.29,0.29,0.0,3.25,0.75,0.42,1.17,18.82,3.73,3.0,3.75,0.8,0.25,0.33,3.33,17.17,12.17,0.33,0.17,3.05,0.5,16.29,3.29,2.86,0.43,3.71,0.86,18.25,3.6,0.43,0.29,47.54,44.41,47.09,43.49,43.4,3.38,0.27,2.87,0.28,50.0,47.45,40.25,40.27,2.75,0.33,2.8,0.46,39.29,1/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VAN,point,b,point8500cb,86125-58926,C,b,Brayden Point,point,16.514285132998513,42.0,8500,TB@VAN,TB,VAN,,,,,,C/UTIL,point8500cb
stutzle8200ct,85.86,Tim Stutzle,8200,C,0,OTT,PIT-C.DeSmith,13.93,17.5,10.4,-1.52,1.7,1,1,16,0,0.4,51,0,2,3.1,3.1,-110,6.0,48,136,14.1,3.0,64,41,29,91,19.9,66,25,50,12,0.41,0.52,0.93,19.67,2.84,2.47,3.43,0.72,0.17,0.66,3.12,15.02,13.59,11.02,0.13,0.28,3.47,0.69,0.99,0.7,0.01,0.0,0.27,0.24,0.53,0.06,3.19,0.82,0.36,1.18,22.3,3.18,3.45,4.8,0.72,0.24,0.91,4.36,16.3,17.0,0.18,0.18,3.85,0.9,16.33,4.17,3.5,0.67,4.33,1.33,21.49,3.98,0.17,0.17,46.43,46.48,45.72,44.83,48.17,3.16,0.24,2.84,0.2,48.67,44.5,44.92,44.17,3.25,0.21,3.33,0.18,47.83,1/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,stutzle,t,stutzle8200ct,86125-142017,C,t,Tim Stuetzle,stutzle,15.828204815204328,39.0,8200,PIT@OTT,OTT,PIT,,,,,,C/UTIL,stutzle8200ct
seguin5600ct,85.81,Tyler Seguin,5600,C,0,DAL,SJ-J.Reimer,13.21,16.6,9.8,3.1,2.4,1,1,7,0,10.3,51,1,2,3.4,2.8,-158,6.0,88,-192,11.6,1.4,67,27,32,98,11.9,61,38,38,13,0.3,0.43,0.72,17.67,2.44,2.65,3.54,0.75,0.11,0.38,3.03,13.4,14.19,9.91,0.06,0.1,2.41,0.6,0.72,0.84,0.0,0.0,0.23,0.33,0.41,0.05,2.8,0.46,0.15,0.62,16.28,2.28,2.85,3.75,0.76,0.16,0.31,3.15,13.91,10.55,0.23,0.0,1.79,0.42,15.71,3.43,3.29,0.14,4.0,0.43,17.18,2.07,0.14,0.0,48.25,45.98,48.55,47.23,42.95,2.99,0.23,2.93,0.15,49.0,46.17,48.5,45.0,2.27,0.44,2.83,0.18,50.67,1/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SJ,seguin,t,seguin5600ct,86125-12417,C,t,Tyler Seguin,seguin,11.017777506510416,45.0,5600,DAL@SJ,DAL,SJ,,,,,,C/UTIL,seguin5600ct
bergeron7900cp,85.19,Patrice Bergeron,7900,C,0,BOS,NYI-S.Varlamov,14.24,17.9,10.6,-0.59,1.8,1,1,15,0,-0.3,44,1,2,3.3,2.4,-202,5.5,82,-172,15.2,1.5,70,29,21,97,18.1,84,15,46,13,0.37,0.49,0.87,18.06,2.89,3.89,5.01,0.78,0.1,0.69,4.57,14.94,8.78,11.67,0.12,0.16,3.28,0.86,1.26,0.68,0.0,0.01,0.25,0.33,0.27,0.02,3.06,0.46,0.54,1.0,17.48,3.43,3.85,4.25,0.9,0.12,1.23,5.08,14.64,10.91,0.15,0.15,2.09,0.67,13.17,4.67,3.17,1.5,4.0,0.33,16.86,1.48,0.0,0.17,47.45,46.47,48.26,40.61,43.22,3.15,0.25,2.75,0.17,45.83,46.83,48.67,44.67,2.64,0.28,2.73,0.13,44.14,1/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYI,bergeron,p,bergeron7900cp,86125-8175,C,p,Patrice Bergeron,bergeron,15.0976747024891,43.0,7900,BOS@NYI,BOS,NYI,,,,,,C/UTIL,bergeron7900cp
miller7200cj,82.37,J.T. Miller,7200,C,0,VAN,TB-A.Vasilevskiy,13.72,17.2,10.2,0.32,1.9,1,1,14,0,5.8,5,0,3,2.9,3.8,152,6.5,22,162,16.8,2.5,73,39,19,86,14.9,76,23,38,13,0.44,0.74,1.18,20.83,3.4,2.6,3.7,0.7,0.17,0.65,3.25,13.96,13.45,10.36,0.14,0.33,3.52,0.76,1.09,0.7,0.0,0.02,0.29,0.39,0.68,0.02,3.02,0.46,0.38,0.85,20.42,2.5,3.23,4.73,0.68,0.14,0.62,3.85,12.5,15.2,0.15,0.15,4.21,1.36,12.29,3.57,3.0,0.57,3.86,1.71,20.5,4.33,0.14,0.29,41.61,43.4,43.49,47.09,44.41,3.2,0.26,3.27,0.2,40.27,40.25,47.45,50.0,3.6,0.19,3.08,0.16,49.14,1/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,miller,j,miller7200cj,86125-15360,C,j,J.T. Miller,miller,13.920929664789243,43.0,7200,TB@VAN,VAN,TB,,,,,,C/UTIL,miller7200cj
backlund5500cm,81.25,Mikael Backlund,5500,C,0,CGY,COL-A.Georgiev,9.92,12.5,7.3,0.01,1.8,3,2,12,0,0.7,82,0,2,3.2,2.9,-130,6.0,19,-152,10.8,1.9,73,32,26,104,12.1,92,7,30,13,0.21,0.36,0.57,17.48,1.96,3.02,3.94,0.77,0.07,0.3,3.31,15.12,9.94,11.38,0.01,0.06,1.59,0.3,0.47,0.65,0.01,0.01,0.19,0.3,0.5,0.02,2.97,0.21,0.21,0.43,17.44,1.48,4.14,5.08,0.81,0.05,0.43,4.57,17.17,10.25,0.0,0.0,1.79,0.33,17.86,4.86,4.57,0.29,6.14,0.57,17.61,1.52,0.0,0.0,47.39,52.07,44.22,39.75,50.5,3.07,0.21,2.95,0.21,53.33,40.5,42.08,52.25,2.82,0.23,3.0,0.3,48.5,1/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL,backlund,m,backlund5500cm,86125-9189,C,m,Mikael Backlund,backlund,10.76000027126736,45.0,5500,COL@CGY,CGY,COL,,,,,,C/UTIL,backlund5500cm
kadri7100cn,81.15,Nazem Kadri,7100,C,0,CGY,COL-A.Georgiev,14.55,18.2,10.9,1.36,2.0,2,1,8,0,-1.5,66,0,2,3.2,2.9,-130,6.0,19,-152,14.9,-0.6,66,23,24,103,14.5,76,23,30,13,0.38,0.51,0.89,18.56,2.88,3.48,4.97,0.7,0.11,0.41,3.89,15.87,12.6,11.68,0.12,0.16,3.39,0.91,1.32,0.69,0.0,0.0,0.26,0.35,0.66,0.03,3.19,0.43,0.5,0.93,18.07,3.09,3.36,4.83,0.69,0.13,0.29,3.64,15.17,13.5,0.14,0.07,2.89,0.83,14.57,3.71,3.57,0.14,5.14,1.14,17.65,2.77,0.14,0.0,47.39,52.07,44.22,39.75,50.5,3.07,0.21,2.95,0.21,53.33,40.5,42.08,52.25,2.82,0.23,3.0,0.3,48.5,1/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL,kadri,n,kadri7100cn,86125-8741,C,n,Nazem Kadri,kadri,13.8977783203125,45.0,7100,COL@CGY,CGY,COL,,,,,,C/UTIL,kadri7100cn
malkin7600ce,80.95,Evgeni Malkin,7600,C,0,PIT,OTT-C.Talbot,14.4,18.1,10.7,0.18,1.9,2,1,10,0,-1.5,59,0,2,3.1,3.1,-110,6.0,52,-164,14.8,0.8,68,30,23,94,14.3,58,33,16,12,0.41,0.56,0.98,18.63,3.16,3.15,4.04,0.78,0.13,0.34,3.49,14.35,12.08,10.89,0.15,0.29,4.03,1.02,1.39,0.74,0.0,0.0,0.26,0.28,0.55,0.0,2.76,0.38,0.38,0.77,19.54,2.36,2.77,4.25,0.65,0.14,0.46,3.23,13.58,12.58,0.15,0.15,4.99,1.25,14.0,4.17,3.83,0.33,5.5,2.83,20.05,5.5,0.17,0.17,45.97,48.17,44.83,45.72,46.48,3.37,0.22,3.13,0.19,44.17,44.92,44.5,48.67,4.25,0.18,2.5,0.1,48.67,1/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OTT,malkin,e,malkin7600ce,86125-8595,C,e,Evgeni Malkin,malkin,14.5906982421875,43.0,7600,PIT@OTT,PIT,OTT,,,,,,C/UTIL,malkin7600ce
lindholm6900ce,80.87,Elias Lindholm,6900,C,0,CGY,COL-A.Georgiev,14.23,17.8,10.6,1.45,2.1,1,1,5,0,-3.0,31,0,2,3.2,2.9,-130,6.0,19,-152,15.2,1.8,72,38,24,104,12.2,61,38,38,13,0.48,0.5,0.98,19.58,3.0,2.64,3.57,0.74,0.18,0.62,3.26,14.41,11.7,10.9,0.15,0.09,3.07,0.71,1.02,0.7,0.0,0.02,0.33,0.39,0.33,0.02,2.58,0.36,0.71,1.07,18.31,3.51,1.93,2.83,0.68,0.19,0.43,2.36,11.67,11.08,0.21,0.14,2.82,0.83,11.57,2.43,1.86,0.57,2.57,1.14,18.3,2.76,0.29,0.14,47.39,52.07,44.22,39.75,50.5,3.07,0.21,2.95,0.21,53.33,40.5,42.08,52.25,2.82,0.23,3.0,0.3,48.5,1/18/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL,lindholm,e,lindholm6900ce,86125-41390,C,e,Elias Lindholm,lindholm,13.211363358931107,44.0,6900,COL@CGY,CGY,COL,,,,,,C/UTIL,lindholm6900ce
