entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,
2922051193,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69531,81398-42104,81398-52922,81398-52613,81398-63634,81398-85671,81398-72725,81398-40687,81398-12554,,81398-39280:Derrick Henry,81398-39280,RB,Derrick,Derrick Henry,Henry,15.42500019,4,8900,TEN@WAS,TEN,WAS,,,,,,RB/FLEX
2922051194,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-40687,81398-52922,81398-27050,81398-52613,81398-85671,81398-83074,81398-103064,81398-12540,,81398-85671:Justin Jefferson,81398-85671,WR,Justin,Justin Jefferson,Jefferson,17.89999962,4,8800,CHI@MIN,MIN,CHI,,,,,,WR/FLEX
2922051195,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-52922,81398-54140,81398-27050,81398-60858,81398-85671,81398-90123,81398-28744,81398-12538,,81398-55050:Christian McCaffrey,81398-55050,RB,Christian,Christian McCaffrey,McCaffrey,15.57499981,4,8700,SF@CAR,CAR,SF,,,,,,RB/FLEX
2922051197,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69531,81398-54140,81398-80001,81398-56018,81398-71246,81398-85671,81398-40126,81398-52613,81398-12541,,81398-25079:Stefon Diggs,81398-25079,WR,Stefon,Stefon Diggs,Diggs,20.02499962,4,8600,PIT@BUF,BUF,PIT,,,,,,WR/FLEX
2922051199,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-39280,81398-89956,81398-25079,81398-32384,81398-56018,81398-64808,81398-111540,81398-12540,,81398-69531:Jalen Hurts,81398-69531,QB,Jalen,Jalen Hurts,Hurts,25.82500076,4,8600,PHI@ARI,PHI,ARI,,,,,,QB
2922051201,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-52922,81398-54140,81398-60858,81398-63634,81398-85671,81398-41872,81398-103064,81398-12552,,81398-53681:Tyreek Hill,81398-53681,WR,Tyreek,Tyreek Hill,Hill,18.92499924,4,8400,MIA@NYJ,MIA,NYJ,Q,Quadriceps,,,,WR/FLEX
2922051203,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-42104,81398-52922,81398-39829,81398-52613,81398-85671,81398-71705,81398-40687,81398-12538,,81398-45631:Jamaal Williams,81398-45631,RB,Jamaal,Jamaal Williams,Williams,17.27499962,4,8300,DET@NE,DET,NE,,,,,,RB/FLEX
2922051205,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69531,81398-39280,81398-54140,81398-85671,81398-85798,81398-88575,81398-60451,81398-111540,81398-12538,,81398-91598:D'Andre Swift,81398-91598,RB,D'Andre,D'Andre Swift,Swift,15.59999975,3,8300,DET@NE,DET,NE,Q,Shoulder,,,,RB/FLEX
2922051207,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-111540,81398-52922,81398-32384,81398-85671,81398-90576,81398-60451,81398-27050,81398-12530,,81398-86997:Amon-Ra St. Brown,81398-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,20.53333282,3,8200,DET@NE,DET,NE,Q,Ankle,,,,WR/FLEX
2922051210,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-52922,81398-89230,81398-25079,81398-52613,81398-56018,81398-60451,81398-42104,81398-12540,,81398-69189:Justin Herbert,81398-69189,QB,Justin,Justin Herbert,Herbert,20.60000038,4,8200,LAC@CLE,LAC,CLE,,,,,,QB
2922051213,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-45229,81398-52922,81398-32384,81398-52613,81398-85671,81398-60451,81398-27050,81398-12540,,81398-63484:Kyler Murray,81398-63484,QB,Kyler,Kyler Murray,Murray,21.18499947,4,8100,PHI@ARI,ARI,PHI,,,,,,QB
2922051220,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-14225,81398-57840,81398-80001,81398-25079,81398-39829,81398-52613,81398-86811,81398-54140,81398-12549,,81398-72846:A.J. Brown,81398-72846,WR,A.J.,A.J. Brown,Brown,14.72500038,4,8000,PHI@ARI,PHI,ARI,,,,,,WR/FLEX
2922051224,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69189,81398-111540,81398-42104,81398-39829,81398-56018,81398-85671,81398-60451,81398-112745,81398-12542,,81398-130288:James Robinson,81398-130288,RB,James,James Robinson,Robinson,14.05000019,4,8000,HOU@JAC,JAC,HOU,,,,,,RB/FLEX
2922051230,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69531,81398-55050,81398-70603,81398-25079,81398-39829,81398-93408,81398-38523,81398-54140,81398-12542,,81398-38435:Jared Goff,81398-38435,QB,Jared,Jared Goff,Goff,22.90999985,4,8000,DET@NE,DET,NE,,,,,,QB
2922051232,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69531,81398-42104,81398-80001,81398-52613,81398-79970,81398-94534,81398-56265,81398-22103,81398-12538,,81398-6498:Tom Brady,81398-6498,QB,Tom,Tom Brady,Brady,15.22999954,4,7800,ATL@TB,TB,ATL,,,,,,QB
2922051233,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6654,81398-52922,81398-70603,81398-39829,81398-56018,81398-85671,81398-86811,81398-27050,81398-12549,,81398-86687:Marquise Brown,81398-86687,WR,Marquise,Marquise Brown,Brown,15.22500038,4,7800,PHI@ARI,ARI,PHI,Q,Foot,,,,WR/FLEX
2922051240,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-111540,81398-52922,81398-55635,81398-60858,81398-85671,81398-45565,81398-52613,81398-12548,,81398-52922:Leonard Fournette,81398-52922,RB,Leonard,Leonard Fournette,Fournette,11.875,4,7800,ATL@TB,TB,ATL,,,,,,RB/FLEX
2922051243,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-103064,81398-42104,81398-53681,81398-56018,81398-85671,81398-64808,81398-52613,81398-12540,,81398-90573:Jaylen Waddle,81398-90573,WR,Jaylen,Jaylen Waddle,Waddle,17.07500076,4,7700,MIA@NYJ,MIA,NYJ,Q,Groin,,,,WR/FLEX
2922051246,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-54140,81398-80001,81398-32384,81398-52613,81398-94534,81398-41872,81398-52922,81398-12538,,81398-71845:Miles Sanders,81398-71845,RB,Miles,Miles Sanders,Sanders,15.27499962,4,7600,PHI@ARI,PHI,ARI,,,,,,RB/FLEX
2922051249,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-39280,81398-54140,81398-52613,81398-55635,81398-85671,81398-58499,81398-39716,81398-12549,,81398-60858:Christian Kirk,81398-60858,WR,Christian,Christian Kirk,Kirk,15.25,4,7600,HOU@JAC,JAC,HOU,,,,,,WR/FLEX
2922051250,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-62239,81398-54140,81398-80001,81398-85306,81398-85671,81398-94534,81398-64808,81398-55635,81398-12552,,81398-89951:Trevor Lawrence,81398-89951,QB,Trevor,Trevor Lawrence,Lawrence,16.18499947,4,7600,HOU@JAC,JAC,HOU,,,,,,QB
2922051252,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-42104,81398-52922,81398-55635,81398-85671,81398-87770,81398-42046,81398-52613,81398-12554,,81398-86055:Dameon Pierce,81398-86055,RB,Dameon,Dameon Pierce,Pierce,13.14999962,4,7500,HOU@JAC,HOU,JAC,,,,,,RB/FLEX
2922051254,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69531,81398-111540,81398-52922,81398-32384,81398-56018,81398-61593,81398-40126,81398-25079,81398-12534,,81398-31716:Dak Prescott,81398-31716,QB,Dak,Dak Prescott,Prescott,5.460000038,1,7500,DAL@LAR,DAL,LAR,O,Thumb,,,,QB
2922051256,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69531,81398-45229,81398-54140,81398-52613,81398-55635,81398-72846,81398-72725,81398-39280,81398-12542,,81398-32384:Mike Evans,81398-32384,WR,Mike,Mike Evans,Evans,16.5,3,7500,ATL@TB,TB,ATL,,,,,,WR/FLEX
2922051257,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-39280,81398-54140,81398-52613,81398-85671,81398-90576,81398-72725,81398-29501,81398-12529,,81398-6654:Matthew Stafford,81398-6654,QB,Matthew,Matthew Stafford,Stafford,12.39999962,4,7400,DAL@LAR,LAR,DAL,,,,,,QB
2922051262,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-39280,81398-54140,81398-25079,81398-87770,81398-90576,81398-40126,81398-28744,81398-12541,,81398-39829:Mike Williams,81398-39829,WR,Mike,Mike Williams,Williams,11.69999981,4,7400,LAC@CLE,LAC,CLE,,,,,,WR/FLEX
2922051266,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-42104,81398-80001,81398-55635,81398-85671,81398-86631,81398-64808,81398-52613,81398-12546,,81398-24849:Jameis Winston,81398-24849,QB,Jameis,Jameis Winston,Winston,16.30666606,3,7300,SEA@NO,NO,SEA,Q,Back,,,,QB
2922051268,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69531,81398-111540,81398-42104,81398-32384,81398-85671,81398-90576,81398-130270,81398-27050,81398-12534,,81398-56018:Deebo Samuel,81398-56018,WR,Deebo,Deebo Samuel,Samuel,13.72500038,4,7300,SF@CAR,SF,CAR,,,,,,WR/FLEX
2922051272,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-111540,81398-52922,81398-85671,81398-86687,81398-94534,81398-104278,81398-56018,81398-12540,,81398-54140:Dalvin Cook,81398-54140,RB,Dalvin,Dalvin Cook,Cook,10.27499962,4,7300,CHI@MIN,MIN,CHI,,,,,,RB/FLEX
2922051274,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-55050,81398-55552,81398-29685,81398-52613,81398-79970,81398-40126,81398-42104,81398-12540,,81398-72776:Alexander Mattison,81398-72776,RB,Alexander,Alexander Mattison,Mattison,6.425000191,4,7300,CHI@MIN,MIN,CHI,,,,,,RB/FLEX
2922051278,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-42104,81398-52922,81398-73048,81398-85671,81398-94534,81398-86811,81398-32384,81398-12538,,81398-90406:Zach Wilson,81398-90406,QB,Zach,Zach Wilson,Wilson,20.28000069,1,7200,MIA@NYJ,NYJ,MIA,,,,,,QB
2922051281,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69189,81398-42104,81398-54140,81398-32384,81398-52613,81398-85671,81398-60451,81398-26251,81398-12554,,81398-86631:CeeDee Lamb,81398-86631,WR,CeeDee,CeeDee Lamb,Lamb,13.22500038,4,7200,DAL@LAR,DAL,LAR,Q,Groin,,,,WR/FLEX
2922051283,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-54140,81398-80001,81398-32384,81398-71105,81398-90576,81398-47870,81398-25079,81398-12550,,81398-64576:Damien Harris,81398-64576,RB,Damien,Damien Harris,Harris,12.25,4,7200,DET@NE,NE,DET,,,,,,RB/FLEX
2922051285,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-54140,81398-70603,81398-85671,81398-88575,81398-90576,81398-45565,81398-52922,81398-12549,,81398-72412:Khalil Herbert,81398-72412,RB,Khalil,Khalil Herbert,Herbert,13.97500038,4,7100,CHI@MIN,CHI,MIN,,,,,,RB/FLEX
2922051286,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-39280,81398-89230,81398-56018,81398-85671,81398-93408,81398-86811,81398-32384,81398-12540,,81398-73048:DK Metcalf,81398-73048,WR,DK,DK Metcalf,Metcalf,10.97500038,4,7100,SEA@NO,SEA,NO,,,,,,WR/FLEX
2922051288,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-62239,81398-70603,81398-80001,81398-25079,81398-93408,81398-94534,81398-72725,81398-54140,81398-12534,,81398-22038:Kirk Cousins,81398-22038,QB,Kirk,Kirk Cousins,Cousins,15.78499985,4,7100,CHI@MIN,MIN,CHI,,,,,,QB
2922051289,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-52922,81398-55050,81398-85671,81398-86631,81398-88575,81398-41872,81398-42104,81398-12552,,81398-73273:David Montgomery,81398-73273,RB,David,David Montgomery,Montgomery,7.400000254,3,7100,CHI@MIN,CHI,MIN,Q,Ankle,,,,RB/FLEX
2922051291,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69189,81398-103064,81398-111540,81398-56018,81398-85671,81398-90576,81398-71705,81398-39829,81398-12540,,81398-28573:Michael Thomas,81398-28573,WR,Michael,Michael Thomas,Thomas,14.36666616,3,7100,SEA@NO,NO,SEA,Q,Foot,,,,WR/FLEX
2922051296,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69531,81398-111540,81398-80001,81398-53913,81398-56018,81398-60858,81398-86811,81398-25079,81398-12548,,81398-71706:T.J. Hockenson,81398-71706,TE,T.J.,T.J. Hockenson,Hockenson,13.77499962,4,7000,DET@NE,DET,NE,Q,Hip,,,,TE/FLEX
2922051300,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-39280,81398-70603,81398-25079,81398-60858,81398-94534,81398-64808,81398-111540,81398-12549,,81398-31001:Amari Cooper,81398-31001,WR,Amari,Amari Cooper,Cooper,11.19999981,4,7000,LAC@CLE,CLE,LAC,,,,,,WR/FLEX
2922051303,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-55050,81398-57840,81398-32384,81398-52613,81398-85671,81398-42046,81398-42104,81398-12538,,81398-55635:Chris Godwin,81398-55635,WR,Chris,Chris Godwin,Godwin,7.199999809,2,7000,ATL@TB,TB,ATL,Q,Knee,,,,WR/FLEX
2922051305,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69189,81398-52922,81398-64576,81398-27050,81398-52613,81398-85671,81398-40126,81398-103064,81398-12540,,81398-90572:Tua Tagovailoa,81398-90572,QB,Tua,Tua Tagovailoa,Tagovailoa,17.625,4,7000,MIA@NYJ,MIA,NYJ,O,Concussion,,,,QB
2922051306,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-111540,81398-80001,81398-25079,81398-87770,81398-94534,81398-41872,81398-103064,81398-12534,,81398-29253:Keenan Allen,81398-29253,WR,Keenan,Keenan Allen,Allen,8.600000381,1,7000,LAC@CLE,LAC,CLE,Q,Hamstring,,,,WR/FLEX
2922051307,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-54140,81398-90428,81398-25079,81398-87770,81398-90576,81398-83074,81398-52922,81398-12538,,81398-42104:Alvin Kamara,81398-42104,RB,Alvin,Alvin Kamara,Kamara,6.199999809,2,7000,SEA@NO,NO,SEA,Q,Ribs,,,,RB/FLEX
2922051309,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-52922,81398-54140,81398-32384,81398-79970,81398-90576,81398-42046,81398-111540,81398-12538,,81398-54604:Jimmy Garoppolo,81398-54604,QB,Jimmy,Jimmy Garoppolo,Garoppolo,13.31999969,3,7000,SF@CAR,SF,CAR,,,,,,QB
2922051310,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-52922,81398-89157,81398-39716,81398-55635,81398-85671,81398-60451,81398-42104,81398-12549,,81398-57840:Rashaad Penny,81398-57840,RB,Rashaad,Rashaad Penny,Penny,11.19999981,4,6900,SEA@NO,SEA,NO,,,,,,RB/FLEX
2922051311,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69531,81398-54140,81398-55552,81398-25079,81398-39716,81398-56018,81398-41872,81398-40687,81398-12542,,81398-21948:Ryan Tannehill,81398-21948,QB,Ryan,Ryan Tannehill,Tannehill,14.09000015,4,6900,TEN@WAS,TEN,WAS,,,,,,QB
2922051313,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-89951,81398-52922,81398-86055,81398-52613,81398-85671,81398-90576,81398-72725,81398-27050,81398-12549,,81398-87770:Chris Olave,81398-87770,WR,Chris,Chris Olave,Olave,12.5,4,6900,SEA@NO,NO,SEA,,,,,,WR/FLEX
2922051314,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69189,81398-111540,81398-52922,81398-33260,81398-39829,81398-55635,81398-47870,81398-25079,81398-12542,,81398-26483:Geno Smith,81398-26483,QB,Geno,Geno Smith,Smith,18.96999931,4,6900,SEA@NO,SEA,NO,,,,,,QB
2922051316,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6654,81398-39280,81398-42104,81398-56018,81398-56248,81398-85671,81398-41872,81398-111540,81398-12540,,81398-30733:Cordarrelle Patterson,81398-30733,RB,Cordarrelle,Cordarrelle Patterson,Patterson,14.19999981,4,6800,ATL@TB,ATL,TB,IR,Knee,,,,RB/FLEX
2922051318,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-42104,81398-80001,81398-31001,81398-52613,81398-85671,81398-47870,81398-103064,81398-12552,,81398-27050:Tyler Lockett,81398-27050,WR,Tyler,Tyler Lockett,Lockett,10.42500019,4,6800,SEA@NO,SEA,NO,,,,,,WR/FLEX
2922051322,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-42104,81398-54140,81398-55635,81398-63634,81398-85671,81398-83074,81398-111540,81398-12529,,81398-29358:Marcus Mariota,81398-29358,QB,Marcus,Marcus Mariota,Mariota,14.16499996,4,6800,ATL@TB,ATL,TB,,,,,,QB
2922051325,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-39280,81398-52922,81398-60858,81398-79970,81398-93408,81398-86811,81398-52613,81398-12544,,81398-70324:Carson Wentz,81398-70324,QB,Carson,Carson Wentz,Wentz,19.11000061,4,6800,TEN@WAS,WAS,TEN,,,,,,QB
2922051328,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69531,81398-55552,81398-70603,81398-25079,81398-52613,81398-90573,81398-38523,81398-52922,81398-12554,,81398-29501:Brandin Cooks,81398-29501,WR,Brandin,Brandin Cooks,Cooks,9.375,4,6800,HOU@JAC,HOU,JAC,,,,,,WR/FLEX
2922051331,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-54140,81398-55050,81398-45439,81398-85671,81398-87770,81398-72515,81398-42104,81398-12552,,81398-66008:Diontae Johnson,81398-66008,WR,Diontae,Diontae Johnson,Johnson,8.824999809,4,6700,PIT@BUF,PIT,BUF,Q,Hip,,,,WR/FLEX
2922051334,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69531,81398-111540,81398-55050,81398-25079,81398-86631,81398-90576,81398-41872,81398-112745,81398-12552,,81398-30231:Jacoby Brissett,81398-30231,QB,Jacoby,Jacoby Brissett,Brissett,15.30000019,4,6700,LAC@CLE,CLE,LAC,,,,,,QB
2922051338,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69531,81398-52922,81398-70603,81398-56018,81398-60858,81398-79979,81398-56265,81398-25079,81398-12542,,81398-40687:James Conner,81398-40687,RB,James,James Conner,Conner,9.125,4,6700,PHI@ARI,ARI,PHI,,,,,,RB/FLEX
2922051341,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69189,81398-54140,81398-80001,81398-64841,81398-85671,81398-87770,81398-86811,81398-56018,81398-12552,,81398-90575:Najee Harris,81398-90575,RB,Najee,Najee Harris,Harris,10,4,6600,PIT@BUF,PIT,BUF,,,,,,RB/FLEX
2922051342,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-52922,81398-57840,81398-52613,81398-60858,81398-85671,81398-56265,81398-42104,81398-12529,,81398-90576:DeVonta Smith,81398-90576,WR,DeVonta,DeVonta Smith,Smith,10.39999962,4,6600,PHI@ARI,PHI,ARI,,,,,,WR/FLEX
2922051346,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-54140,81398-90575,81398-52613,81398-85671,81398-86687,81398-38523,81398-52922,81398-12549,,81398-90584:Mac Jones,81398-90584,QB,Mac,Mac Jones,Jones,14.04666646,3,6600,DET@NE,NE,DET,Q,Ankle,,,,QB
2922051348,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-42104,81398-54140,81398-55635,81398-85671,81398-86631,81398-42046,81398-112745,81398-12549,,81398-103064:Breece Hall,81398-103064,RB,Breece,Breece Hall,Hall,11.64999962,4,6600,MIA@NYJ,NYJ,MIA,Q,Knee,,,,RB/FLEX
2922051351,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-40687,81398-52922,81398-52613,81398-85671,81398-94534,81398-90123,81398-39280,81398-12544,,81398-91591:Justin Fields,81398-91591,QB,Justin,Justin Fields,Fields,10.38500023,4,6600,CHI@MIN,CHI,MIN,,,,,,QB
2922051353,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69189,81398-111540,81398-52922,81398-32384,81398-52613,81398-55635,81398-47870,81398-25079,81398-12553,,81398-55552:Jeff Wilson Jr.,81398-55552,RB,Jeff,Jeff Wilson Jr.,Wilson Jr.,9.699999809,4,6500,SF@CAR,SF,CAR,,,,,,RB/FLEX
2922051355,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69531,81398-55050,81398-70603,81398-39716,81398-85671,81398-94534,81398-60451,81398-111540,81398-12540,,81398-39793:George Kittle,81398-39793,TE,George,George Kittle,Kittle,4.099999905,2,6500,SF@CAR,SF,CAR,,,,,,TE/FLEX
2922051357,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-52922,81398-70603,81398-56018,81398-64389,81398-85671,81398-86811,81398-39280,81398-12538,,81398-56250:Terry McLaurin,81398-56250,WR,Terry,Terry McLaurin,McLaurin,9.675000191,4,6500,TEN@WAS,WAS,TEN,,,,,,WR/FLEX
2922051361,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-89951,81398-42104,81398-54140,81398-85671,81398-85798,81398-94534,81398-86811,81398-39280,81398-12549,,81398-44715:Cooper Rush,81398-44715,QB,Cooper,Cooper Rush,Rush,11.54500008,4,6500,DAL@LAR,DAL,LAR,,,,,,QB
2922051363,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-52922,81398-55552,81398-79970,81398-90576,81398-94534,81398-41872,81398-42104,81398-12538,,81398-38628:Mitch Trubisky,81398-38628,QB,Mitch,Mitch Trubisky,Trubisky,10.63000011,4,6500,PIT@BUF,PIT,BUF,,,,,,QB
2922051365,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-6498,81398-52922,81398-73273,81398-52613,81398-85671,81398-88575,81398-72725,81398-39280,81398-12542,,81398-92020:Kenny Pickett,81398-92020,QB,Kenny,Kenny Pickett,Pickett,15.30000019,1,6500,PIT@BUF,PIT,BUF,,,,,,QB
2922051368,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-22038,81398-55552,81398-80001,81398-52613,81398-55635,81398-85671,81398-58499,81398-42104,81398-12549,,81398-14225:Andy Dalton,81398-14225,QB,Andy,Andy Dalton,Dalton,13.73999977,1,6500,SEA@NO,NO,SEA,,,,,,QB
2922051373,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-38435,81398-52922,81398-55552,81398-25079,81398-32384,81398-55635,81398-72725,81398-111540,81398-12538,,81398-33259:Teddy Bridgewater,81398-33259,QB,Teddy,Teddy Bridgewater,Bridgewater,5.909999847,2,6400,MIA@NYJ,MIA,NYJ,,,,,,QB
2922051378,81398-259016621,$30K Sun NFL Pooch Punt (150 Entries Max),81398-69189,81398-54140,81398-55050,81398-31001,81398-63634,81398-85671,81398-86811,81398-111540,81398-12538,,81398-41535:Baker Mayfield,81398-41535,QB,Baker,Baker Mayfield,Mayfield,12.72000027,4,6400,SF@CAR,CAR,SF,,,,,,QB
