entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,
2936196278,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-63115,81947-86055,81947-93107,81947-29685,81947-69956,81947-85701,81947-60712,81947-39280,81947-12528,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
2936196280,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-69189,81947-52922,81947-55830,81947-29501,81947-86631,81947-89981,81947-57299,81947-103342,81947-12535,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
2936196282,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-63336,81947-130288,81947-72731,81947-45889,81947-89981,81947-94370,81947-60712,81947-103342,81947-12535,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
2936196283,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-69189,81947-52442,81947-80001,81947-52916,81947-86631,81947-89981,81947-93143,81947-27050,81947-12528,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
2936196284,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-63115,81947-39280,81947-89956,81947-40669,81947-69956,81947-86631,81947-60712,81947-103064,81947-12548,,,,,,,,,,,,,,,,,,,
2936196286,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-69189,81947-64401,81947-90562,81947-55635,81947-86631,81947-89981,81947-94345,81947-40442,81947-12528,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
2936196290,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-63115,81947-39428,81947-72731,81947-27050,81947-86631,81947-89981,81947-64031,81947-103064,81947-12535,,81947-80001:Austin Ekeler,81947-80001,RB,Austin,Austin Ekeler,Ekeler,19.58333333,6,9500,SEA@LAC,LAC,SEA,,,,,,RB/FLEX
2936196294,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-69189,81947-40442,81947-52922,81947-29685,81947-85701,81947-89981,81947-86811,81947-27050,81947-12528,,81947-64401:Saquon Barkley,81947-64401,RB,Saquon,Saquon Barkley,Barkley,18.93333308,6,9300,NYG@JAC,NYG,JAC,Q,Shoulder,,,,RB/FLEX
2936196295,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-63336,81947-55830,81947-89675,81947-29685,81947-86631,81947-89981,81947-41872,81947-39280,81947-12548,,81947-39280:Derrick Henry,81947-39280,RB,Derrick,Derrick Henry,Henry,17.58000031,5,9200,IND@TEN,TEN,IND,,,,,,RB/FLEX
2936196297,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-69189,81947-52442,81947-80001,81947-57986,81947-85701,81947-89981,81947-91931,81947-130288,81947-12535,,81947-53562:Nick Chubb,81947-53562,RB,Nick,Nick Chubb,Chubb,19.25,6,8900,CLE@BAL,CLE,BAL,,,,,,RB/FLEX
2936196299,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-69189,81947-52922,81947-55830,81947-55635,81947-86631,81947-89981,81947-57299,81947-27050,81947-12536,,81947-63115:Lamar Jackson,81947-63115,QB,Lamar,Lamar Jackson,Jackson,25.36333211,6,8800,CLE@BAL,BAL,CLE,Q,Hip,,,,QB
2936196300,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-63115,81947-89675,81947-90428,81947-69956,81947-86631,81947-94370,81947-60712,81947-64401,81947-12548,,81947-55050:Christian McCaffrey,81947-55050,RB,Christian,Christian McCaffrey,McCaffrey,16.91666667,6,8700,TB@CAR,CAR,TB,,,,,,RB/FLEX
2936196301,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-69189,81947-40442,81947-64401,81947-45889,81947-55635,81947-62628,81947-60712,81947-27050,81947-12528,,81947-72731:Josh Jacobs,81947-72731,RB,Josh,Josh Jacobs,Jacobs,17.68000031,5,8600,HOU@LV,LV,HOU,,,,,,RB/FLEX
2936196305,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-31716,81947-52922,81947-86055,81947-27050,81947-86631,81947-89981,81947-60712,81947-130288,81947-12555,,81947-45889:Davante Adams,81947-45889,WR,Davante,Davante Adams,Adams,17.18000031,5,8600,HOU@LV,LV,HOU,,,,,,WR/FLEX
2936196306,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-63115,81947-39280,81947-86055,81947-29685,81947-69956,81947-86631,81947-38523,81947-30989,81947-12548,,81947-57439:Patrick Mahomes,81947-57439,QB,Patrick,Patrick Mahomes,Mahomes,24.45666758,6,8500,KC@SF,KC,SF,,,,,,QB
2936196308,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-69189,81947-39280,81947-93107,81947-85798,81947-86631,81947-89981,81947-64031,81947-55635,81947-12549,,81947-52436:Mark Andrews,81947-52436,TE,Mark,Mark Andrews,Andrews,15.88333384,6,8500,CLE@BAL,BAL,CLE,Q,Knee,,,,TE/FLEX
2936196310,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-63115,81947-72731,81947-89956,81947-55635,81947-55987,81947-86631,81947-60712,81947-40442,81947-12528,,81947-85701:Ja'Marr Chase,81947-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,14.86666616,6,8500,ATL@CIN,CIN,ATL,Q,Hip,,,,WR/FLEX
2936196311,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-63115,81947-64401,81947-87467,81947-55635,81947-71032,81947-86631,81947-86811,81947-103342,81947-12533,,81947-52922:Leonard Fournette,81947-52922,RB,Leonard,Leonard Fournette,Fournette,16.25,6,8400,TB@CAR,TB,CAR,,,,,,RB/FLEX
2936196313,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-69189,81947-80001,81947-87467,81947-22103,81947-86631,81947-89981,81947-86811,81947-52922,81947-12534,,81947-33076:Travis Kelce,81947-33076,TE,Travis,Travis Kelce,Kelce,18.41666667,6,8300,KC@SF,KC,SF,,,,,,TE/FLEX
2936196314,81947-259422731,$30K Sun NFL Pooch Punt (150 Entries Max),81947-45859,81947-86055,81947-89956,81947-55635,81947-86631,81947-89981,81947-60712,81947-52922,81947-12536,,81947-63336:Joe Burrow,81947-63336,QB,Joe,Joe Burrow,Burrow,22.10666656,6,8300,ATL@CIN,CIN,ATL,,,,,,QB
