entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,
2912490022,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-62239,81077-72731,81077-89675,81077-27050,81077-86631,81077-91677,81077-26355,81077-25079,81077-12525,,81077-64401:Saquon Barkley,81077-64401,RB,Saquon,Saquon Barkley,Barkley,20.43333308,3,8100,CHI@NYG,NYG,CHI,,,,,,RB/FLEX
2912490023,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69531,81077-71845,81077-89675,81077-86631,81077-90576,81077-93408,81077-70859,81077-45889,81077-12545,,81077-86997:Amon-Ra St. Brown,81077-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,20.53333282,3,8000,SEA@DET,DET,SEA,Q,Ankle,,,,WR/FLEX
2912490025,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-62239,81077-89675,81077-93107,81077-45889,81077-86631,81077-94534,81077-80353,81077-70603,81077-12532,,81077-69189:Justin Herbert,81077-69189,QB,Justin,Justin Herbert,Herbert,20.43333308,3,8000,LAC@HOU,LAC,HOU,,,,,,QB
2912490026,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69531,81077-45631,81077-89675,81077-25079,81077-31001,81077-87418,81077-80353,81077-104012,81077-12546,,81077-45889:Davante Adams,81077-45889,WR,Davante,Davante Adams,Adams,15,3,7900,DEN@LV,LV,DEN,,,,,,WR/FLEX
2912490029,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69531,81077-104424,81077-64401,81077-31001,81077-61555,81077-86631,81077-71706,81077-25079,81077-12545,,81077-130288:James Robinson,81077-130288,RB,James,James Robinson,Robinson,17.76666641,3,7800,JAC@PHI,JAC,PHI,,,,,,RB/FLEX
2912490030,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-22015,81077-45631,81077-89675,81077-27050,81077-45439,81077-86631,81077-71706,81077-25079,81077-12525,,81077-63484:Kyler Murray,81077-63484,QB,Kyler,Kyler Murray,Murray,20.28666687,3,7800,ARI@CAR,ARI,CAR,,,,,,QB
2912490031,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-63115,81077-64401,81077-89675,81077-112745,81077-25079,81077-53498,81077-60451,81077-43334,81077-12546,,81077-86687:Marquise Brown,81077-86687,WR,Marquise,Marquise Brown,Brown,14.36666616,3,7700,ARI@CAR,ARI,CAR,,,,,,WR/FLEX
2912490033,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-6894,81077-72731,81077-89675,81077-45889,81077-52613,81077-94534,81077-40126,81077-45631,81077-12547,,81077-30733:Cordarrelle Patterson,81077-30733,RB,Cordarrelle,Cordarrelle Patterson,Patterson,15.66666667,3,7600,CLE@ATL,ATL,CLE,,,,,,RB/FLEX
2912490034,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-63115,81077-89675,81077-90575,81077-25267,81077-45889,81077-53498,81077-80353,81077-40687,81077-12545,,81077-60858:Christian Kirk,81077-60858,WR,Christian,Christian Kirk,Kirk,17.90000025,3,7600,JAC@PHI,JAC,PHI,,,,,,WR/FLEX
2912490037,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-45859,81077-64401,81077-89675,81077-25079,81077-53097,81077-86631,81077-80353,81077-104424,81077-12545,,81077-38435:Jared Goff,81077-38435,QB,Jared,Jared Goff,Goff,19.13999939,3,7600,SEA@DET,DET,SEA,,,,,,QB
2912490038,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-62239,81077-38791,81077-64401,81077-27050,81077-41305,81077-86631,81077-80353,81077-25079,81077-12525,,81077-31001:Amari Cooper,81077-31001,WR,Amari,Amari Cooper,Cooper,14.46666718,3,7500,CLE@ATL,CLE,ATL,,,,,,WR/FLEX
2912490039,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-6894,81077-89675,81077-90933,81077-25079,81077-39829,81077-57403,81077-80353,81077-72731,81077-12546,,81077-69213:Michael Pittman Jr.,81077-69213,WR,Michael,Michael Pittman Jr.,Pittman Jr.,16.89999962,2,7500,TEN@IND,IND,TEN,,,,,,WR/FLEX
2912490040,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69531,81077-71845,81077-80001,81077-25267,81077-57403,81077-86631,81077-91047,81077-25079,81077-12532,,81077-89951:Trevor Lawrence,81077-89951,QB,Trevor,Trevor Lawrence,Lawrence,19.36000061,3,7500,JAC@PHI,JAC,PHI,,,,,,QB
2912490041,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69189,81077-45631,81077-90575,81077-25079,81077-27050,81077-57403,81077-64585,81077-40687,81077-12525,,81077-45631:Jamaal Williams,81077-45631,RB,Jamaal,Jamaal Williams,Williams,15.23333359,3,7400,SEA@DET,DET,SEA,,,,,,RB/FLEX
2912490042,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-62239,81077-70603,81077-89675,81077-25079,81077-29501,81077-53498,81077-83117,81077-64401,81077-12525,,81077-6894:Aaron Rodgers,81077-6894,QB,Aaron,Aaron Rodgers,Rodgers,12.71999995,3,7400,NE@GB,GB,NE,,,,,,QB
2912490045,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-6894,81077-72731,81077-89675,81077-25079,81077-73111,81077-94534,81077-71706,81077-40687,81077-12543,,81077-91598:D'Andre Swift,81077-91598,RB,D'Andre,D'Andre Swift,Swift,15.59999975,3,7400,SEA@DET,DET,SEA,Q,Shoulder,,,,RB/FLEX
2912490046,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-63484,81077-57840,81077-89675,81077-25079,81077-53498,81077-57403,81077-71706,81077-40687,81077-12544,,81077-29253:Keenan Allen,81077-29253,WR,Keenan,Keenan Allen,Allen,8.600000381,1,7300,LAC@HOU,LAC,HOU,Q,Hamstring,,,,WR/FLEX
2912490047,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69531,81077-90575,81077-90933,81077-112745,81077-25079,81077-94534,81077-48116,81077-89675,81077-12537,,81077-29358:Marcus Mariota,81077-29358,QB,Marcus,Marcus Mariota,Mariota,17.26666641,3,7300,CLE@ATL,ATL,CLE,,,,,,QB
2912490048,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69189,81077-89675,81077-89956,81077-25079,81077-25267,81077-53498,81077-86080,81077-64401,81077-12525,,81077-40442:Aaron Jones,81077-40442,RB,Aaron,Aaron Jones,Jones,14.59999975,3,7300,NE@GB,GB,NE,,,,,,RB/FLEX
2912490050,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69189,81077-64401,81077-89675,81077-25079,81077-91419,81077-94370,81077-80353,81077-45631,81077-12537,,81077-72412:Khalil Herbert,81077-72412,RB,Khalil,Khalil Herbert,Herbert,15.09999975,3,7200,CHI@NYG,CHI,NYG,,,,,,RB/FLEX
2912490053,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69531,81077-45631,81077-89675,81077-27050,81077-73111,81077-94534,81077-72515,81077-25079,81077-12537,,81077-45859:Derek Carr,81077-45859,QB,Derek,Derek Carr,Carr,18.86666616,3,7200,DEN@LV,LV,DEN,,,,,,QB
2912490054,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69189,81077-72731,81077-89675,81077-25267,81077-45889,81077-86631,81077-80353,81077-45631,81077-12553,,81077-39829:Mike Williams,81077-39829,WR,Mike,Mike Williams,Williams,10.43333308,3,7200,LAC@HOU,LAC,HOU,,,,,,WR/FLEX
2912490055,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-45859,81077-89675,81077-93541,81077-25079,81077-53498,81077-86631,81077-70859,81077-57840,81077-12545,,81077-73273:David Montgomery,81077-73273,RB,David,David Montgomery,Montgomery,7.400000254,3,7200,CHI@NYG,CHI,NYG,Q,Ankle,,,,RB/FLEX
2912490057,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-45859,81077-80001,81077-89675,81077-31001,81077-45889,81077-57403,81077-80353,81077-22103,81077-12546,,81077-73048:DK Metcalf,81077-73048,WR,DK,DK Metcalf,Metcalf,8.5,3,7100,SEA@DET,SEA,DET,,,,,,WR/FLEX
2912490058,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69531,81077-72731,81077-89675,81077-45889,81077-57403,81077-90576,81077-80353,81077-111540,81077-12552,,81077-22015:Russell Wilson,81077-22015,QB,Russell,Russell Wilson,Wilson,12.97333272,3,7100,DEN@LV,DEN,LV,,,,,,QB
2912490060,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-22015,81077-64401,81077-89675,81077-25079,81077-27050,81077-53498,81077-71706,81077-38791,81077-12546,,81077-63519:Daniel Jones,81077-63519,QB,Daniel,Daniel Jones,Jones,14.96666718,3,7000,CHI@NYG,NYG,CHI,,,,,,QB
2912490061,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-62239,81077-80001,81077-93541,81077-25079,81077-53498,81077-86631,81077-89588,81077-72731,81077-12534,,81077-90575:Najee Harris,81077-90575,RB,Najee,Najee Harris,Harris,10.86666616,3,7000,NYJ@PIT,PIT,NYJ,,,,,,RB/FLEX
2912490063,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69531,81077-89675,81077-90933,81077-25079,81077-53498,81077-56809,81077-40126,81077-64401,81077-12546,,81077-66008:Diontae Johnson,81077-66008,WR,Diontae,Diontae Johnson,Johnson,10.69999949,3,7000,NYJ@PIT,PIT,NYJ,,,,,,WR/FLEX
2912490064,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-29358,81077-72731,81077-89675,81077-25079,81077-90561,81077-94534,81077-40126,81077-45631,81077-12552,,81077-31716:Dak Prescott,81077-31716,QB,Dak,Dak Prescott,Prescott,5.460000038,1,7000,WAS@DAL,DAL,WAS,O,Thumb,,,,QB
2912490065,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-62239,81077-71845,81077-89675,81077-29683,81077-86631,81077-87418,81077-40126,81077-25079,81077-12543,,81077-27050:Tyler Lockett,81077-27050,WR,Tyler,Tyler Lockett,Lockett,10.53333346,3,6900,SEA@DET,SEA,DET,,,,,,WR/FLEX
2912490067,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69189,81077-72731,81077-89675,81077-39829,81077-45889,81077-86631,81077-38523,81077-38791,81077-12555,,81077-90576:DeVonta Smith,81077-90576,WR,DeVonta,DeVonta Smith,Smith,12.80000051,3,6900,JAC@PHI,PHI,JAC,,,,,,WR/FLEX
2912490069,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-45859,81077-71845,81077-89675,81077-57403,81077-90561,81077-94534,81077-71706,81077-25079,81077-12544,,81077-70324:Carson Wentz,81077-70324,QB,Carson,Carson Wentz,Wentz,22.3799998,3,6900,WAS@DAL,WAS,DAL,,,,,,QB
2912490071,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-22015,81077-64401,81077-89675,81077-25079,81077-66008,81077-86631,81077-24533,81077-63759,81077-12546,,81077-93541:Javonte Williams,81077-93541,RB,Javonte,Javonte Williams,Williams,10.26666641,3,6900,DEN@LV,DEN,LV,,,,,,RB/FLEX
2912490072,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69189,81077-80001,81077-90575,81077-25079,81077-86631,81077-94534,81077-38523,81077-72731,81077-12525,,81077-86055:Dameon Pierce,81077-86055,RB,Dameon,Dameon Pierce,Pierce,9.900000254,3,6800,LAC@HOU,HOU,LAC,,,,,,RB/FLEX
2912490073,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69531,81077-38791,81077-89675,81077-31001,81077-45889,81077-86631,81077-80353,81077-104424,81077-12527,,81077-57403:Courtland Sutton,81077-57403,WR,Courtland,Courtland Sutton,Sutton,13.03333282,3,6800,DEN@LV,DEN,LV,,,,,,WR/FLEX
2912490075,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69189,81077-89675,81077-93541,81077-25079,81077-53498,81077-86631,81077-64585,81077-85762,81077-12547,,81077-86631:CeeDee Lamb,81077-86631,WR,CeeDee,CeeDee Lamb,Lamb,11.40000025,3,6800,WAS@DAL,DAL,WAS,,,,,,WR/FLEX
2912490077,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69189,81077-72412,81077-89675,81077-45889,81077-66008,81077-86631,81077-71143,81077-57840,81077-12546,,81077-21948:Ryan Tannehill,81077-21948,QB,Ryan,Ryan Tannehill,Tannehill,13.99333318,3,6800,TEN@IND,TEN,IND,,,,,,QB
2912490078,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-45859,81077-89675,81077-90575,81077-45889,81077-87418,81077-90561,81077-41872,81077-64401,81077-12552,,81077-30231:Jacoby Brissett,81077-30231,QB,Jacoby,Jacoby Brissett,Brissett,15.08000056,3,6800,CLE@ATL,CLE,ATL,,,,,,QB
2912490079,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69189,81077-86055,81077-89675,81077-39829,81077-45889,81077-73111,81077-80353,81077-45631,81077-12525,,81077-40687:James Conner,81077-40687,RB,James,James Conner,Conner,9.099999746,3,6800,ARI@CAR,ARI,CAR,,,,,,RB/FLEX
2912490080,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-6894,81077-64401,81077-89675,81077-25079,81077-33260,81077-86631,81077-71706,81077-63759,81077-12546,,81077-6616:Matt Ryan,81077-6616,QB,Matt,Matt Ryan,Ryan,12.1200002,3,6700,TEN@IND,IND,TEN,,,,,,QB
2912490081,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-45859,81077-89675,81077-90933,81077-25079,81077-25267,81077-86631,81077-39286,81077-64401,81077-12544,,81077-57840:Rashaad Penny,81077-57840,RB,Rashaad,Rashaad Penny,Penny,5.53333346,3,6700,SEA@DET,SEA,DET,,,,,,RB/FLEX
2912490082,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-29358,81077-89675,81077-93541,81077-25079,81077-57403,81077-86631,81077-104278,81077-45631,81077-12546,,81077-56250:Terry McLaurin,81077-56250,WR,Terry,Terry McLaurin,McLaurin,12.06666692,3,6700,WAS@DAL,WAS,DAL,,,,,,WR/FLEX
2912490083,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69189,81077-38791,81077-89675,81077-57403,81077-86631,81077-87418,81077-64585,81077-45889,81077-12545,,81077-91591:Justin Fields,81077-91591,QB,Justin,Justin Fields,Fields,10.45999972,3,6700,CHI@NYG,CHI,NYG,,,,,,QB
2912490086,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-45859,81077-72731,81077-89675,81077-25079,81077-53498,81077-94534,81077-64585,81077-45631,81077-12529,,81077-71845:Miles Sanders,81077-71845,RB,Miles,Miles Sanders,Sanders,10.83333333,3,6600,JAC@PHI,PHI,JAC,,,,,,RB/FLEX
2912490087,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69531,81077-87787,81077-89675,81077-25079,81077-27050,81077-86631,81077-86080,81077-103342,81077-12546,,81077-90584:Mac Jones,81077-90584,QB,Mac,Mac Jones,Jones,14.04666646,3,6600,NE@GB,NE,GB,D,Ankle,,,,QB
2912490088,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-38435,81077-72731,81077-89675,81077-27050,81077-45889,81077-90561,81077-40126,81077-64401,81077-12546,,81077-41535:Baker Mayfield,81077-41535,QB,Baker,Baker Mayfield,Mayfield,14.33333333,3,6600,ARI@CAR,CAR,ARI,,,,,,QB
2912490089,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69531,81077-71845,81077-89675,81077-45889,81077-57403,81077-86312,81077-57299,81077-39829,81077-12532,,81077-90933:Antonio Gibson,81077-90933,RB,Antonio,Antonio Gibson,Gibson,12.69999949,3,6600,WAS@DAL,WAS,DAL,,,,,,RB/FLEX
2912490090,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69189,81077-72731,81077-89675,81077-45889,81077-56248,81077-86631,81077-60451,81077-31001,81077-12532,,81077-85845:Rashod Bateman,81077-85845,WR,Rashod,Rashod Bateman,Bateman,12.19999949,3,6600,BUF@BAL,BAL,BUF,,,,,,WR/FLEX
2912490091,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-63115,81077-45631,81077-72731,81077-25267,81077-57403,81077-86631,81077-70859,81077-25079,81077-12543,,81077-26483:Geno Smith,81077-26483,QB,Geno,Geno Smith,Smith,14.72666677,3,6600,SEA@DET,SEA,DET,,,,,,QB
2912490092,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69189,81077-89675,81077-93107,81077-73111,81077-86631,81077-94534,81077-86080,81077-25079,81077-12537,,81077-28900:Melvin Gordon III,81077-28900,RB,Melvin,Melvin Gordon III,Gordon III,8.666666667,3,6500,DEN@LV,DEN,LV,,,,,,RB/FLEX
2912490093,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-38435,81077-45631,81077-89675,81077-29683,81077-73048,81077-86631,81077-80353,81077-25079,81077-12546,,81077-90406:Zach Wilson,81077-90406,QB,Zach,Zach Wilson,Wilson,12.52769235,13,6500,NYJ@PIT,NYJ,PIT,Q,Knee - meniscus,,,,QB
2912490094,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69189,81077-89675,81077-93539,81077-25079,81077-33260,81077-39829,81077-71706,81077-45631,81077-12546,,81077-94534:Gabe Davis,81077-94534,WR,Gabe,Gabe Davis,Davis,11,2,6500,BUF@BAL,BUF,BAL,,,,,,WR/FLEX
2912490095,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-38435,81077-89675,81077-90575,81077-25079,81077-73111,81077-86631,81077-83117,81077-80001,81077-12537,,81077-25011:Darren Waller,81077-25011,TE,Darren,Darren Waller,Waller,9.200000127,3,6500,DEN@LV,LV,DEN,,,,,,TE/FLEX
2912490096,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-63115,81077-38791,81077-72412,81077-29685,81077-57403,81077-86631,81077-80353,81077-25079,81077-12545,,81077-90561:Jerry Jeudy,81077-90561,WR,Jerry,Jerry Jeudy,Jeudy,7.53333346,3,6500,DEN@LV,DEN,LV,,,,,,WR/FLEX
2912490098,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69189,81077-64401,81077-90575,81077-25079,81077-57403,81077-66008,81077-70859,81077-103064,81077-12546,,81077-6714:Joe Flacco,81077-6714,QB,Joe,Joe Flacco,Flacco,15.8799998,3,6500,NYJ@PIT,NYJ,PIT,,,,,,QB
2912490099,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-45859,81077-64401,81077-89675,81077-27050,81077-69777,81077-86631,81077-71705,81077-25079,81077-12537,,81077-93107:AJ Dillon,81077-93107,RB,AJ,AJ Dillon,Dillon,9.866666794,3,6500,NE@GB,GB,NE,,,,,,RB/FLEX
2912490100,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-63115,81077-89675,81077-93541,81077-45889,81077-57403,81077-86631,81077-70859,81077-87787,81077-12525,,81077-72731:Josh Jacobs,81077-72731,RB,Josh,Josh Jacobs,Jacobs,9.53333346,3,6500,DEN@LV,LV,DEN,,,,,,RB/FLEX
2912490101,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-62239,81077-45631,81077-89675,81077-53097,81077-85845,81077-94534,81077-80353,81077-45889,81077-12546,,81077-40534:Mike White,81077-40534,QB,Mike,Mike White,White,13.00500011,4,6500,NYJ@PIT,NYJ,PIT,,,,,,QB
2912490102,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-45859,81077-64401,81077-89675,81077-45889,81077-57403,81077-94534,81077-80353,81077-111540,81077-12553,,81077-38628:Mitch Trubisky,81077-38628,QB,Mitch,Mitch Trubisky,Trubisky,13.35333379,3,6500,NYJ@PIT,PIT,NYJ,,,,,,QB
2912490105,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-45859,81077-89675,81077-93107,81077-45889,81077-57403,81077-94534,81077-38523,81077-45631,81077-12543,,81077-29501:Brandin Cooks,81077-29501,WR,Brandin,Brandin Cooks,Cooks,7.433333079,3,6400,LAC@HOU,HOU,LAC,,,,,,WR/FLEX
2912490108,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-6894,81077-72731,81077-89675,81077-27050,81077-45889,81077-86631,81077-64585,81077-45631,81077-12525,,81077-89628:Davis Mills,81077-89628,QB,Davis,Davis Mills,Mills,11.49333318,3,6400,LAC@HOU,HOU,LAC,,,,,,QB
2912490110,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69189,81077-45631,81077-89675,81077-53097,81077-53498,81077-94534,81077-80353,81077-25079,81077-12548,,81077-44715:Cooper Rush,81077-44715,QB,Cooper,Cooper Rush,Rush,9.519999822,3,6400,WAS@DAL,DAL,WAS,,,,,,QB
2912490112,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-62239,81077-89675,81077-93539,81077-27050,81077-45889,81077-53498,81077-80353,81077-40442,81077-12526,,81077-38791:Ezekiel Elliott,81077-38791,RB,Ezekiel,Ezekiel Elliott,Elliott,8.266666412,3,6400,WAS@DAL,DAL,WAS,,,,,,RB/FLEX
2912490114,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-63115,81077-90575,81077-93107,81077-25079,81077-53498,81077-94534,81077-70859,81077-80001,81077-12535,,81077-112745:Drake London,81077-112745,WR,Drake,Drake London,London,14.46666718,3,6300,CLE@ATL,ATL,CLE,,,,,,WR/FLEX
2912490116,81077-258792247,$33K Sun NFL Pooch Punt (150 Entries Max),81077-69531,81077-80001,81077-86055,81077-39829,81077-53097,81077-86631,81077-24533,81077-25079,81077-12546,,81077-8803:Chase Daniel,81077-8803,QB,Chase,Chase Daniel,Daniel,-0.200000003,1,6300,LAC@HOU,LAC,HOU,,,,,,QB
