entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,
2928647706,81659-259213119,$30K Sun NFL Pooch Punt (150 Entries Max),81659-63115,81659-52922,81659-85762,81659-25079,81659-55635,81659-93408,81659-24533,81659-40442,81659-12525,,1) Edit your lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,,,,
2928647707,81659-259213119,$30K Sun NFL Pooch Punt (150 Entries Max),81659-6894,81659-64401,81659-85741,81659-25079,81659-55635,81659-94370,81659-71143,81659-111540,81659-12528,,2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,,,,
2928647708,81659-259213119,$30K Sun NFL Pooch Punt (150 Entries Max),81659-6894,81659-64401,81659-93107,81659-25079,81659-73048,81659-94370,81659-72725,81659-40442,81659-12542,,3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited,,,,,,,,,,,,,,,,,
2928647709,81659-259213119,$30K Sun NFL Pooch Punt (150 Entries Max),81659-63484,81659-55552,81659-85762,81659-55635,81659-69213,81659-94534,81659-40371,81659-25079,81659-12533,,4) You can not use this form to create new entries,,,,,,,,,,,,,,,,,
2928647710,81659-259213119,$30K Sun NFL Pooch Punt (150 Entries Max),81659-63115,81659-64401,81659-70603,81659-25079,81659-55987,81659-85798,81659-40371,81659-111540,81659-12542,,,,,,,,,,,,,,,,,,,
2928647713,81659-259213119,$30K Sun NFL Pooch Punt (150 Entries Max),81659-6654,81659-52442,81659-85762,81659-40669,81659-55635,81659-94534,81659-47870,81659-25079,81659-12546,,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
2928647717,81659-259213119,$30K Sun NFL Pooch Punt (150 Entries Max),81659-63484,81659-55050,81659-85762,81659-41305,81659-69213,81659-94534,81659-24533,81659-25079,81659-12542,,81659-53562:Nick Chubb,81659-53562,RB,Nick,Nick Chubb,Chubb,21.6,5,9500,NE@CLE,CLE,NE,,,,,,RB/FLEX
2928647718,81659-259213119,$30K Sun NFL Pooch Punt (150 Entries Max),81659-6498,81659-64401,81659-70603,81659-25079,81659-40647,81659-71032,81659-64808,81659-42104,81659-12538,,81659-79970:Cooper Kupp,81659-79970,WR,Cooper,Cooper Kupp,Kupp,21.51999969,5,9400,CAR@LAR,LAR,CAR,Q,Foot,,,,WR/FLEX
2928647722,81659-259213119,$30K Sun NFL Pooch Punt (150 Entries Max),81659-63115,81659-103342,81659-42104,81659-55635,81659-94370,81659-94534,81659-40371,81659-25079,81659-12541,,81659-85671:Justin Jefferson,81659-85671,WR,Justin,Justin Jefferson,Jefferson,19.18399963,5,9200,MIN@MIA,MIN,MIA,,,,,,WR/FLEX
2928647724,81659-259213119,$30K Sun NFL Pooch Punt (150 Entries Max),81659-63484,81659-42104,81659-70157,81659-53639,81659-55635,81659-94534,81659-80353,81659-25079,81659-12538,,81659-62239:Josh Allen,81659-62239,QB,Josh,Josh Allen,Allen,30.10799866,5,9200,BUF@KC,BUF,KC,,,,,,QB
2928647726,81659-259213119,$30K Sun NFL Pooch Punt (150 Entries Max),81659-6498,81659-52442,81659-93107,81659-25079,81659-93408,81659-94534,81659-39793,81659-40442,81659-12538,,81659-25079:Stefon Diggs,81659-25079,WR,Stefon,Stefon Diggs,Diggs,20.06000061,5,8900,BUF@KC,BUF,KC,,,,,,WR/FLEX
