entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,
2957534088,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6894,82608-111540,82608-93134,82608-40669,82608-55635,82608-89981,82608-57299,82608-25079,82608-12539,,82608-85701:Ja'Marr Chase,82608-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,16.88571385,7,8000,CAR@CIN,CIN,CAR,O,Hip,,,,WR/FLEX
2957534089,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-62239,82608-40687,82608-54140,82608-52613,82608-73048,82608-94534,82608-71705,82608-111540,82608-12525,,82608-89981:Tee Higgins,82608-89981,WR,Tee,Tee Higgins,Higgins,12.20000022,7,8000,CAR@CIN,CIN,CAR,,,,,,WR/FLEX
2957534093,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-90572,82608-52442,82608-93134,82608-25267,82608-32384,82608-53681,82608-40845,82608-40442,82608-12533,,82608-111540:Rhamondre Stevenson,82608-111540,RB,Rhamondre,Rhamondre Stevenson,Stevenson,14.6875,8,8000,IND@NE,NE,IND,,,,,,RB/FLEX
2957534095,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-62239,82608-55830,82608-93134,82608-28643,82608-41305,82608-53681,82608-80353,82608-52442,82608-12533,,82608-22038:Kirk Cousins,82608-22038,QB,Kirk,Kirk Cousins,Cousins,18.05142866,7,7900,MIN@WAS,MIN,WAS,,,,,,QB
2957534106,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-63336,82608-55830,82608-93539,82608-16606,82608-25267,82608-40669,82608-71705,82608-54140,82608-12539,,82608-40442:Aaron Jones,82608-40442,RB,Aaron,Aaron Jones,Jones,14.1875,8,7800,GB@DET,GB,DET,,,,,,RB/FLEX
2957534108,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-38435,82608-80001,82608-90933,82608-16606,82608-55635,82608-94370,82608-80353,82608-55830,82608-12539,,82608-69189:Justin Herbert,82608-69189,QB,Justin,Justin Herbert,Herbert,17.83714294,7,7800,LAC@ATL,LAC,ATL,,,,,,QB
2957534110,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6654,82608-80001,82608-93107,82608-16606,82608-70422,82608-94370,82608-86080,82608-103342,82608-12527,,82608-32384:Mike Evans,82608-32384,WR,Mike,Mike Evans,Evans,13.59999956,7,7700,LAR@TB,TB,LAR,,,,,,WR/FLEX
2957534112,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-38435,82608-52442,82608-65724,82608-25079,82608-32384,82608-55635,82608-80353,82608-40442,82608-12539,,82608-27050:Tyler Lockett,82608-27050,WR,Tyler,Tyler Lockett,Lockett,11.26249981,8,7600,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
2957534114,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-62239,82608-80001,82608-93134,82608-16606,82608-41305,82608-70422,82608-47870,82608-45631,82608-12527,,82608-89956:Travis Etienne Jr.,82608-89956,RB,Travis,Travis Etienne Jr.,Etienne Jr.,11.66250038,8,7600,LV@JAC,JAC,LV,,,,,,RB/FLEX
2957534117,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6498,82608-54140,82608-93134,82608-56250,82608-79970,82608-89981,82608-48116,82608-55635,82608-12533,,82608-91598:D'Andre Swift,82608-91598,RB,D'Andre,D'Andre Swift,Swift,14.64999962,4,7500,GB@DET,DET,GB,Q,Ankle,,,,RB/FLEX
2957534120,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-63484,82608-40442,82608-72731,82608-69777,82608-86997,82608-93408,82608-48116,82608-28744,82608-12526,,82608-45631:Jamaal Williams,82608-45631,RB,Jamaal,Jamaal Williams,Williams,14.65714264,7,7500,GB@DET,DET,GB,,,,,,RB/FLEX
2957534122,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-63484,82608-90933,82608-93539,82608-16606,82608-27050,82608-52613,82608-86080,82608-40442,82608-12539,,82608-29253:Keenan Allen,82608-29253,WR,Keenan,Keenan Allen,Allen,5.349999905,2,7500,LAC@ATL,LAC,ATL,O,Hamstring,,,,WR/FLEX
2957534124,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-26483,82608-40442,82608-80001,82608-55635,82608-73048,82608-94370,82608-80353,82608-40669,82608-12527,,82608-26483:Geno Smith,82608-26483,QB,Geno,Geno Smith,Smith,18.21999931,8,7500,SEA@ARI,SEA,ARI,,,,,,QB
2957534127,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-63484,82608-72731,82608-93134,82608-16606,82608-56059,82608-73048,82608-80353,82608-40442,82608-12533,,82608-73048:DK Metcalf,82608-73048,WR,DK,DK Metcalf,Metcalf,9.975000381,8,7400,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
2957534128,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6894,82608-72731,82608-93134,82608-25079,82608-27050,82608-94534,82608-41872,82608-40442,82608-12525,,82608-91591:Justin Fields,82608-91591,QB,Justin,Justin Fields,Fields,16.04500008,8,7400,MIA@CHI,CHI,MIA,,,,,,QB
2957534130,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-41827,82608-103342,82608-40442,82608-40669,82608-55635,82608-94370,82608-41872,82608-25079,82608-12539,,82608-55830:D'Onta Foreman,82608-55830,RB,D'Onta,D'Onta Foreman,Foreman,7.285714286,7,7300,CAR@CIN,CAR,CIN,,,,,,RB/FLEX
2957534131,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-53331,82608-80001,82608-93539,82608-56250,82608-86997,82608-89981,82608-41872,82608-55635,82608-12527,,82608-30733:Cordarrelle Patterson,82608-30733,RB,Cordarrelle,Cordarrelle Patterson,Patterson,14.19999981,4,7200,LAC@ATL,ATL,LAC,,,,,,RB/FLEX
2957534133,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-63484,82608-40442,82608-93134,82608-45889,82608-60858,82608-73048,82608-80353,82608-111540,82608-12533,,82608-53331:Taylor Heinicke,82608-53331,QB,Taylor,Taylor Heinicke,Heinicke,19.25,2,7200,MIN@WAS,WAS,MIN,,,,,,QB
2957534135,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6894,82608-72731,82608-93134,82608-32384,82608-53681,82608-55635,82608-64031,82608-27050,82608-12525,,82608-56250:Terry McLaurin,82608-56250,WR,Terry,Terry McLaurin,McLaurin,10.61250019,8,7200,MIN@WAS,WAS,MIN,,,,,,WR/FLEX
2957534137,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6894,82608-55830,82608-93539,82608-25079,82608-55635,82608-86997,82608-64585,82608-111540,82608-12554,,82608-38435:Jared Goff,82608-38435,QB,Jared,Jared Goff,Goff,17.16571481,7,7100,GB@DET,DET,GB,,,,,,QB
2957534139,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-69189,82608-111540,82608-93134,82608-60858,82608-87418,82608-90573,82608-80353,82608-103342,82608-12526,,82608-29358:Marcus Mariota,82608-29358,QB,Marcus,Marcus Mariota,Mariota,16.90999985,8,7100,LAC@ATL,ATL,LAC,,,,,,QB
2957534140,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-89951,82608-80001,82608-93134,82608-25079,82608-60858,82608-87418,82608-64031,82608-52442,82608-12546,,82608-52922:Leonard Fournette,82608-52922,RB,Leonard,Leonard Fournette,Fournette,14.30000019,8,7100,LAR@TB,TB,LAR,,,,,,RB/FLEX
2957534141,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-69189,82608-54140,82608-93107,82608-52613,82608-53681,82608-94370,82608-41872,82608-40442,82608-12533,,82608-86997:Amon-Ra St. Brown,82608-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,12.78333282,6,7100,GB@DET,DET,GB,,,,,,WR/FLEX
2957534144,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6894,82608-40442,82608-72731,82608-55635,82608-69558,82608-86997,82608-80353,82608-25079,82608-12548,,82608-73273:David Montgomery,82608-73273,RB,David,David Montgomery,Montgomery,9.442856925,7,7000,MIA@CHI,CHI,MIA,,,,,,RB/FLEX
2957534145,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-63484,82608-54140,82608-70603,82608-16606,82608-24641,82608-27050,82608-56708,82608-40442,82608-12527,,82608-63043:DJ Moore,82608-63043,WR,DJ,DJ Moore,Moore,10.11250019,8,7000,CAR@CIN,CAR,CIN,,,,,,WR/FLEX
2957534146,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-69189,82608-40442,82608-93539,82608-112745,82608-25079,82608-40669,82608-57299,82608-111540,82608-12527,,82608-72412:Khalil Herbert,82608-72412,RB,Khalil,Khalil Herbert,Herbert,11.9375,8,7000,MIA@CHI,CHI,MIA,,,,,,RB/FLEX
2957534149,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-63484,82608-80001,82608-93134,82608-45889,82608-63634,82608-93408,82608-71705,82608-52442,82608-12539,,82608-6894:Aaron Rodgers,82608-6894,QB,Aaron,Aaron Rodgers,Rodgers,14.5,8,7000,GB@DET,GB,DET,,,,,,QB
2957534153,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-62239,82608-111540,82608-93134,82608-25079,82608-86997,82608-94534,82608-86080,82608-80353,82608-12539,,82608-28643:Allen Robinson II,82608-28643,WR,Allen,Allen Robinson II,Robinson II,6.485714504,7,7000,LAR@TB,LAR,TB,,,,,,WR/FLEX
2957534157,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-26483,82608-90933,82608-93539,82608-16606,82608-27050,82608-40669,82608-41872,82608-54140,82608-12539,,82608-6498:Tom Brady,82608-6498,QB,Tom,Tom Brady,Brady,15.39750004,8,6900,LAR@TB,TB,LAR,,,,,,QB
2957534162,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6894,82608-40442,82608-55830,82608-63043,82608-87418,82608-94370,82608-64031,82608-53681,82608-12540,,82608-40669:Tyler Boyd,82608-40669,WR,Tyler,Tyler Boyd,Boyd,11.52750015,8,6900,CAR@CIN,CIN,CAR,,,,,,WR/FLEX
2957534164,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-69189,82608-72731,82608-89956,82608-60858,82608-87418,82608-94370,82608-86811,82608-16606,82608-12539,,82608-63634:Jakobi Meyers,82608-63634,WR,Jakobi,Jakobi Meyers,Meyers,12.94999949,6,6800,IND@NE,NE,IND,,,,,,WR/FLEX
2957534168,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-63484,82608-55830,82608-90933,82608-53681,82608-55635,82608-56250,82608-71705,82608-40442,82608-12525,,82608-89675:Jonathan Taylor,82608-89675,RB,Jonathan,Jonathan Taylor,Taylor,10.54999987,6,6800,IND@NE,IND,NE,O,Ankle,,,,RB/FLEX
2957534171,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-62239,82608-80001,82608-93134,82608-25079,82608-85672,82608-89220,82608-80353,82608-103342,82608-12527,,82608-45859:Derek Carr,82608-45859,QB,Derek,Derek Carr,Carr,14.64857156,7,6800,LV@JAC,LV,JAC,,,,,,QB
2957534172,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-63484,82608-54140,82608-93134,82608-53681,82608-69558,82608-86997,82608-40845,82608-111540,82608-12526,,82608-89951:Trevor Lawrence,82608-89951,QB,Trevor,Trevor Lawrence,Lawrence,16.1875,8,6800,LV@JAC,JAC,LV,,,,,,QB
2957534178,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-26483,82608-54140,82608-90933,82608-25079,82608-40669,82608-87418,82608-56708,82608-40442,82608-12527,,82608-55635:Chris Godwin,82608-55635,WR,Chris,Chris Godwin,Godwin,9.116666794,6,6700,LAR@TB,TB,LAR,,,,,,WR/FLEX
2957534181,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-62239,82608-93107,82608-93134,82608-45889,82608-55635,82608-94534,82608-29780,82608-54140,82608-12527,,82608-6654:Matthew Stafford,82608-6654,QB,Matthew,Matthew Stafford,Stafford,13.01714325,7,6700,LAR@TB,LAR,TB,,,,,,QB
2957534182,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-63484,82608-90933,82608-93134,82608-16606,82608-27050,82608-28643,82608-64585,82608-72731,82608-12539,,82608-29780:Zach Ertz,82608-29780,TE,Zach,Zach Ertz,Ertz,9.737500191,8,6600,SEA@ARI,ARI,SEA,,,,,,TE/FLEX
2957534189,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-69189,82608-80001,82608-93134,82608-53681,82608-63634,82608-87418,82608-71143,82608-111540,82608-12537,,82608-90406:Zach Wilson,82608-90406,QB,Zach,Zach Wilson,Wilson,13.20399933,5,6600,BUF@NYJ,NYJ,BUF,,,,,,QB
2957534194,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6894,82608-55830,82608-80001,82608-55635,82608-86997,82608-94370,82608-71705,82608-28744,82608-12526,,82608-94534:Gabe Davis,82608-94534,WR,Gabe,Gabe Davis,Davis,12.30000051,6,6600,BUF@NYJ,BUF,NYJ,,,,,,WR/FLEX
2957534196,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-53331,82608-40442,82608-80001,82608-56250,82608-73048,82608-86997,82608-80353,82608-137902,82608-12539,,82608-40687:James Conner,82608-40687,RB,James,James Conner,Conner,8.659999847,5,6600,SEA@ARI,ARI,SEA,Q,Ribs,,,,RB/FLEX
2957534199,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6894,82608-72731,82608-93134,82608-16606,82608-25079,82608-94370,82608-71143,82608-111540,82608-12527,,82608-85762:Eno Benjamin,82608-85762,RB,Eno,Eno Benjamin,Benjamin,8.887499809,8,6600,SEA@ARI,ARI,SEA,,,,,,RB/FLEX
2957534202,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-63336,82608-85762,82608-93134,82608-16606,82608-40669,82608-55635,82608-57299,82608-55830,82608-12540,,82608-28744:Raheem Mostert,82608-28744,RB,Raheem,Raheem Mostert,Mostert,9.175000191,8,6500,MIA@CHI,MIA,CHI,,,,,,RB/FLEX
2957534205,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6654,82608-40442,82608-72731,82608-55635,82608-63043,82608-86997,82608-64031,82608-28643,82608-12539,,82608-63589:Sam Darnold,82608-63589,QB,Sam,Sam Darnold,Darnold,14.1899999,12,6500,CAR@CIN,CAR,CIN,IR,Ankle,,,,QB
2957534207,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-90572,82608-40442,82608-93134,82608-53681,82608-73048,82608-86312,82608-80353,82608-111540,82608-12540,,82608-56809:Allen Lazard,82608-56809,WR,Allen,Allen Lazard,Lazard,11.83333333,6,6500,GB@DET,GB,DET,Q,Shoulder,,,,WR/FLEX
2957534209,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-69189,82608-72731,82608-93539,82608-53681,82608-87418,82608-94534,82608-64585,82608-28744,82608-12533,,82608-41827:P.J. Walker,82608-41827,QB,P.J.,P.J. Walker,Walker,9.364999771,4,6500,CAR@CIN,CAR,CIN,,,,,,QB
2957534211,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6498,82608-80001,82608-93134,82608-40669,82608-55635,82608-63043,82608-64031,82608-52442,82608-12540,,82608-90428:Tyler Allgeier,82608-90428,RB,Tyler,Tyler Allgeier,Allgeier,7.714285714,7,6400,LAC@ATL,ATL,LAC,,,,,,RB/FLEX
2957534213,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-69189,82608-45631,82608-93134,82608-39716,82608-40669,82608-53681,82608-57299,82608-40442,82608-12538,,82608-90584:Mac Jones,82608-90584,QB,Mac,Mac Jones,Jones,11.34400024,5,6400,IND@NE,NE,IND,,,,,,QB
2957534214,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-69189,82608-72731,82608-93539,82608-16606,82608-52613,82608-60858,82608-57299,82608-40442,82608-12553,,82608-69213:Michael Pittman Jr.,82608-69213,WR,Michael,Michael Pittman Jr.,Pittman Jr.,11.75714329,7,6400,IND@NE,IND,NE,,,,,,WR/FLEX
2957534217,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-63484,82608-40442,82608-90933,82608-53681,82608-87418,82608-94370,82608-64031,82608-27050,82608-12554,,82608-86080:Kyle Pitts,82608-86080,TE,Kyle,Kyle Pitts,Pitts,6.899999891,7,6300,LAC@ATL,ATL,LAC,,,,,,TE/FLEX
2957534218,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6894,82608-72731,82608-93134,82608-16606,82608-73048,82608-93408,82608-86080,82608-40442,82608-12527,,82608-92560:Sam Ehlinger,82608-92560,QB,Sam,Sam Ehlinger,Ehlinger,7.539999962,1,6300,IND@NE,IND,NE,,,,,,QB
2957534220,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6894,82608-80001,82608-89956,82608-24641,82608-40669,82608-86997,82608-71705,82608-111540,82608-12539,,82608-60858:Christian Kirk,82608-60858,WR,Christian,Christian Kirk,Kirk,11.3125,8,6300,LV@JAC,JAC,LV,,,,,,WR/FLEX
2957534221,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-63484,82608-72731,82608-93107,82608-55635,82608-73048,82608-86997,82608-56708,82608-40442,82608-12527,,82608-6616:Matt Ryan,82608-6616,QB,Matt,Matt Ryan,Ryan,14.63142831,7,6300,IND@NE,IND,NE,O,Shoulder,,,,QB
2957534222,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6894,82608-40442,82608-52442,82608-25079,82608-55635,82608-86997,82608-64585,82608-112745,82608-12539,,82608-22027:Nick Foles,82608-22027,QB,Nick,Nick Foles,Foles,16.79999924,1,6300,IND@NE,IND,NE,,,,,,QB
2957534223,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6894,82608-45631,82608-80001,82608-39716,82608-60858,82608-73048,82608-80353,82608-111540,82608-12527,,82608-60947:Jarrett Stidham,82608-60947,QB,Jarrett,Jarrett Stidham,Stidham,2.880000114,1,6300,LV@JAC,LV,JAC,,,,,,QB
2957534224,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6894,82608-80001,82608-93134,82608-32384,82608-55635,82608-94534,82608-64031,82608-16606,82608-12537,,82608-70324:Carson Wentz,82608-70324,QB,Carson,Carson Wentz,Wentz,17.24333318,6,6300,MIN@WAS,WAS,MIN,IR,Finger,,,,QB
2957534226,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-69189,82608-55830,82608-93134,82608-53681,82608-56250,82608-73048,82608-71705,82608-40442,82608-12554,,82608-71706:T.J. Hockenson,82608-71706,TE,T.J.,T.J. Hockenson,Hockenson,10.35714286,7,6200,MIN@WAS,MIN,WAS,,,,,,TE/FLEX
2957534229,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-63484,82608-40442,82608-54140,82608-25079,82608-27050,82608-93408,82608-40845,82608-154661,82608-12539,,82608-64576:Damien Harris,82608-64576,RB,Damien,Damien Harris,Harris,8.342857361,7,6200,IND@NE,NE,IND,Q,Illness,,,,RB/FLEX
2957534231,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6894,82608-111540,82608-40687,82608-55635,82608-86997,82608-87418,82608-80353,82608-53681,82608-12540,,82608-87418:Joshua Palmer,82608-87418,WR,Joshua,Joshua Palmer,Palmer,7.233333588,6,6200,LAC@ATL,LAC,ATL,,,,,,WR/FLEX
2957534232,82608-259915938,$25K Sun NFL Pooch Punt (150 Entries Max),82608-6894,82608-80001,82608-93539,82608-25079,82608-56250,82608-60858,82608-80353,82608-28744,82608-12539,,82608-41535:Baker Mayfield,82608-41535,QB,Baker,Baker Mayfield,Mayfield,11.69599991,5,6200,CAR@CIN,CAR,CIN,,,,,,QB
