Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
D,Roman Josi (26842307),Roman Josi,26842307,D/UTIL,9200,NSH@FLA 03/02/2023 07:00PM ET,NSH,18.32
RW,David Pastrnak (26841817),David Pastrnak,26841817,W/UTIL,8800,BUF@BOS 03/02/2023 07:00PM ET,BOS,18.93
C,Auston Matthews (26841573),Auston Matthews,26841573,C/UTIL,8800,TOR@CGY 03/02/2023 09:00PM ET,TOR,17.17
C,Tage Thompson (26841575),Tage Thompson,26841575,C/UTIL,8700,BUF@BOS 03/02/2023 07:00PM ET,BUF,17.28
LW,Matthew Tkachuk (26841819),Matthew Tkachuk,26841819,W/UTIL,8600,NSH@FLA 03/02/2023 07:00PM ET,FLA,16.36
G,Linus Ullmark (26842701),Linus Ullmark,26842701,G,8500,BUF@BOS 03/02/2023 07:00PM ET,BOS,18.93
LW,Jason Robertson (26841821),Jason Robertson,26841821,W/UTIL,8400,DAL@CHI 03/02/2023 08:30PM ET,DAL,15.73
G,Jake Oettinger (26842702),Jake Oettinger,26842702,G,8400,DAL@CHI 03/02/2023 08:30PM ET,DAL,15.26
G,Scott Wedgewood (26842703),Scott Wedgewood,26842703,G,8400,DAL@CHI 03/02/2023 08:30PM ET,DAL,13.45
G,Jeremy Swayman (26842704),Jeremy Swayman,26842704,G,8300,BUF@BOS 03/02/2023 07:00PM ET,BOS,12.87
G,Pheonix Copley (26842705),Pheonix Copley,26842705,G,8300,MON@LA 03/02/2023 10:30PM ET,LA,11.72
G,Joonas Korpisalo (26842706),Joonas Korpisalo,26842706,G,8300,MON@LA 03/02/2023 10:30PM ET,LA,14.49
RW,Nikita Kucherov (26841823),Nikita Kucherov,26841823,W/UTIL,8300,PIT@TB 03/02/2023 07:00PM ET,TB,15.18
G,Igor Shesterkin (26842707),Igor Shesterkin,26842707,G,8200,OTT@NYR 03/02/2023 07:00PM ET,NYR,13.91
LW,Kirill Kaprizov (26841825),Kirill Kaprizov,26841825,W/UTIL,8200,MIN@VAN 03/02/2023 10:00PM ET,MIN,15.97
G,Andrei Vasilevskiy (26842708),Andrei Vasilevskiy,26842708,G,8100,PIT@TB 03/02/2023 07:00PM ET,TB,16.40
G,Sergei Bobrovsky (26842709),Sergei Bobrovsky,26842709,G,8000,NSH@FLA 03/02/2023 07:00PM ET,FLA,12.23
