Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nathan MacKinnon (26901457),Nathan MacKinnon,26901457,C/UTIL,9800,SJ@COL 03/07/2023 09:00PM ET,COL,20.04
C,Jack Hughes (26901459),Jack Hughes,26901459,C/UTIL,8700,TOR@NJ 03/07/2023 07:00PM ET,NJ,17.54
C,Auston Matthews (26901461),Auston Matthews,26901461,C/UTIL,8600,TOR@NJ 03/07/2023 07:00PM ET,TOR,17.07
G,Alexandar Georgiev (26902608),Alexandar Georgiev,26902608,G,8500,SJ@COL 03/07/2023 09:00PM ET,COL,16.48
RW,Matthew Tkachuk (26901697),Matthew Tkachuk,26901697,W/UTIL,8500,VGK@FLA 03/07/2023 07:00PM ET,FLA,16.16
G,Frederik Andersen (26902609),Frederik Andersen,26902609,G,8400,CAR@MON 03/07/2023 07:00PM ET,CAR,12.02
G,Antti Raanta (26902610),Antti Raanta,26902610,G,8400,CAR@MON 03/07/2023 07:00PM ET,CAR,13.04
G,Pavel Francouz (26902611),Pavel Francouz,26902611,G,8300,SJ@COL 03/07/2023 09:00PM ET,COL,15.63
C,Tage Thompson (26901463),Tage Thompson,26901463,C/UTIL,8300,BUF@NYI 03/07/2023 07:30PM ET,BUF,16.86
G,Philipp Grubauer (26902612),Philipp Grubauer,26902612,G,8300,ANH@SEA 03/07/2023 10:00PM ET,SEA,9.56
G,Martin Jones (26902613),Martin Jones,26902613,G,8300,ANH@SEA 03/07/2023 10:00PM ET,SEA,9.76
G,Tristan Jarry (26902614),Tristan Jarry,26902614,G,8200,CLS@PIT 03/07/2023 07:00PM ET,PIT,16.19
LW,Timo Meier (26901699),Timo Meier,26901699,W/UTIL,8100,TOR@NJ 03/07/2023 07:00PM ET,NJ,15.55
G,Andrei Vasilevskiy (26902615),Andrei Vasilevskiy,26902615,G,8100,PHI@TB 03/07/2023 07:00PM ET,TB,15.92
G,Ilya Sorokin (26902616),Ilya Sorokin,26902616,G,8000,BUF@NYI 03/07/2023 07:30PM ET,NYI,15.58
G,Semyon Varlamov (26902617),Semyon Varlamov,26902617,G,8000,BUF@NYI 03/07/2023 07:30PM ET,NYI,15.12
G,Casey DeSmith (26902618),Casey DeSmith,26902618,G,8000,CLS@PIT 03/07/2023 07:00PM ET,PIT,12.79
RW,Mikko Rantanen (26901701),Mikko Rantanen,26901701,W/UTIL,7900,SJ@COL 03/07/2023 09:00PM ET,COL,15.96
G,Sergei Bobrovsky (26902620),Sergei Bobrovsky,26902620,G,7900,VGK@FLA 03/07/2023 07:00PM ET,FLA,12.41
G,Filip Gustavsson (26902621),Filip Gustavsson,26902621,G,7900,CGY@MIN 03/07/2023 08:00PM ET,MIN,16.48
G,Brian Elliott (26902619),Brian Elliott,26902619,G,7900,PHI@TB 03/07/2023 07:00PM ET,TB,12.56
G,Jordan Binnington (26902622),Jordan Binnington,26902622,G,7800,STL@ARI 03/07/2023 09:00PM ET,STL,11.26
G,Thomas Greiss (26902623),Thomas Greiss,26902623,G,7800,STL@ARI 03/07/2023 09:00PM ET,STL,12.24
LW,Kirill Kaprizov (26901703),Kirill Kaprizov,26901703,W/UTIL,7800,CGY@MIN 03/07/2023 08:00PM ET,MIN,16.04
G,Vitek Vanecek (26902624),Vitek Vanecek,26902624,G,7800,TOR@NJ 03/07/2023 07:00PM ET,NJ,12.82
G,Akira Schmid (26902625),Akira Schmid,26902625,G,7800,TOR@NJ 03/07/2023 07:00PM ET,NJ,12.31
G,Alex Lyon (26902626),Alex Lyon,26902626,G,7700,VGK@FLA 03/07/2023 07:00PM ET,FLA,11.92
G,Marc-Andre Fleury (26902627),Marc-Andre Fleury,26902627,G,7700,CGY@MIN 03/07/2023 08:00PM ET,MIN,12.49
RW,Nikita Kucherov (26901705),Nikita Kucherov,26901705,W/UTIL,7700,PHI@TB 03/07/2023 07:00PM ET,TB,14.88
G,Karel Vejmelka (26902628),Karel Vejmelka,26902628,G,7600,STL@ARI 03/07/2023 09:00PM ET,ARI,13.41
G,Connor Ingram (26902629),Connor Ingram,26902629,G,7600,STL@ARI 03/07/2023 09:00PM ET,ARI,14.06
RW,William Nylander (26901707),William Nylander,26901707,W/UTIL,7600,TOR@NJ 03/07/2023 07:00PM ET,TOR,14.46
G,Ilya Samsonov (26902630),Ilya Samsonov,26902630,G,7600,TOR@NJ 03/07/2023 07:00PM ET,TOR,14.52
D,Erik Karlsson (26902210),Erik Karlsson,26902210,D/UTIL,7500,SJ@COL 03/07/2023 09:00PM ET,SJ,14.15
C,Jack Eichel (26901465),Jack Eichel,26901465,C/UTIL,7500,VGK@FLA 03/07/2023 07:00PM ET,VGK,14.08
G,Adin Hill (26902633),Adin Hill,26902633,G,7500,VGK@FLA 03/07/2023 07:00PM ET,VGK,13.23
G,Jacob Markstrom (26902631),Jacob Markstrom,26902631,G,7500,CGY@MIN 03/07/2023 08:00PM ET,CGY,9.01
G,Dan Vladar (26902632),Dan Vladar,26902632,G,7500,CGY@MIN 03/07/2023 08:00PM ET,CGY,9.93
RW,Travis Konecny (26901709),Travis Konecny,26901709,W/UTIL,7500,PHI@TB 03/07/2023 07:00PM ET,PHI,13.95
G,Ukko-Pekka Luukkonen (26902635),Ukko-Pekka Luukkonen,26902635,G,7400,BUF@NYI 03/07/2023 07:30PM ET,BUF,12.22
D,Dougie Hamilton (26902212),Dougie Hamilton,26902212,D/UTIL,7400,TOR@NJ 03/07/2023 07:00PM ET,NJ,14.10
G,Matt Murray (26902634),Matt Murray,26902634,G,7400,TOR@NJ 03/07/2023 07:00PM ET,TOR,13.28
C,Brayden Point (26901467),Brayden Point,26901467,C/UTIL,7400,PHI@TB 03/07/2023 07:00PM ET,TB,13.62
LW,Steven Stamkos (26901711),Steven Stamkos,26901711,W/UTIL,7400,PHI@TB 03/07/2023 07:00PM ET,TB,13.51
D,Cale Makar (26902214),Cale Makar,26902214,D/UTIL,7300,SJ@COL 03/07/2023 09:00PM ET,COL,13.25
G,Jonathan Quick (26902637),Jonathan Quick,26902637,G,7300,VGK@FLA 03/07/2023 07:00PM ET,VGK,7.63
C,Bo Horvat (26901469),Bo Horvat,26901469,C/UTIL,7300,BUF@NYI 03/07/2023 07:30PM ET,NYI,13.48
LW,Jake Guentzel (26901713),Jake Guentzel,26901713,W/UTIL,7300,CLS@PIT 03/07/2023 07:00PM ET,PIT,12.27
G,Carter Hart (26902636),Carter Hart,26902636,G,7300,PHI@TB 03/07/2023 07:00PM ET,PHI,12.62
RW,Alex Tuch (26901715),Alex Tuch,26901715,W/UTIL,7200,BUF@NYI 03/07/2023 07:30PM ET,BUF,12.98
G,Craig Anderson (26902640),Craig Anderson,26902640,G,7200,BUF@NYI 03/07/2023 07:30PM ET,BUF,15.46
C,Nico Hischier (26901471),Nico Hischier,26901471,C/UTIL,7200,TOR@NJ 03/07/2023 07:00PM ET,NJ,13.43
G,Elvis Merzlikins (26902638),Elvis Merzlikins,26902638,G,7200,CLS@PIT 03/07/2023 07:00PM ET,CLS,8.1
G,Michael Hutchinson (26902639),Michael Hutchinson,26902639,G,7200,CLS@PIT 03/07/2023 07:00PM ET,CLS,7
LW,Carter Verhaeghe (26901717),Carter Verhaeghe,26901717,W/UTIL,7100,VGK@FLA 03/07/2023 07:00PM ET,FLA,12.51
C,Sidney Crosby (26901473),Sidney Crosby,26901473,C/UTIL,7100,CLS@PIT 03/07/2023 07:00PM ET,PIT,13.36
G,John Gibson (26902641),John Gibson,26902641,G,7100,ANH@SEA 03/07/2023 10:00PM ET,ANH,14.92
G,Lukas Dostal (26902642),Lukas Dostal,26902642,G,7100,ANH@SEA 03/07/2023 10:00PM ET,ANH,13.9
G,Felix Sandstrom (26902643),Felix Sandstrom,26902643,G,7100,PHI@TB 03/07/2023 07:00PM ET,PHI,6.41
RW,Jordan Kyrou (26901719),Jordan Kyrou,26901719,W/UTIL,7000,STL@ARI 03/07/2023 09:00PM ET,STL,13.27
G,Jake Allen (26902644),Jake Allen,26902644,G,7000,CAR@MON 03/07/2023 07:00PM ET,MON,11.97
G,Sam Montembeault (26902645),Sam Montembeault,26902645,G,7000,CAR@MON 03/07/2023 07:00PM ET,MON,14.08
D,Rasmus Dahlin (26902216),Rasmus Dahlin,26902216,D/UTIL,7000,BUF@NYI 03/07/2023 07:30PM ET,BUF,14.31
C,John Tavares (26901475),John Tavares,26901475,C/UTIL,7000,TOR@NJ 03/07/2023 07:00PM ET,TOR,13.49
