Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Connor McDavid (27223908),Connor McDavid,27223908,C/UTIL,10000,EDM@VGK 03/28/2023 10:00PM ET,EDM,21.82
RW,David Pastrnak (27224158),David Pastrnak,27224158,W/UTIL,9600,NSH@BOS 03/28/2023 07:00PM ET,BOS,18.97
D,Roman Josi (27224662),Roman Josi,27224662,D/UTIL,9200,NSH@BOS 03/28/2023 07:00PM ET,NSH,17.24
C,Elias Pettersson (27223910),Elias Pettersson,27223910,C/UTIL,8800,VAN@STL 03/28/2023 08:00PM ET,VAN,16.14
G,Igor Shesterkin (27225068),Igor Shesterkin,27225068,G,8500,CLS@NYR 03/28/2023 07:00PM ET,NYR,14.66
G,Linus Ullmark (27225069),Linus Ullmark,27225069,G,8400,NSH@BOS 03/28/2023 07:00PM ET,BOS,18.78
RW,Nikita Kucherov (27224160),Nikita Kucherov,27224160,W/UTIL,8400,TB@CAR 03/28/2023 07:00PM ET,TB,14.77
G,Jake Oettinger (27225071),Jake Oettinger,27225071,G,8300,DAL@CHI 03/28/2023 08:30PM ET,DAL,14.84
G,Jaroslav Halak (27225070),Jaroslav Halak,27225070,G,8300,CLS@NYR 03/28/2023 07:00PM ET,NYR,11.71
G,Jeremy Swayman (27225072),Jeremy Swayman,27225072,G,8200,NSH@BOS 03/28/2023 07:00PM ET,BOS,14.09
G,Connor Hellebuyck (27225073),Connor Hellebuyck,27225073,G,8200,WPG@SJ 03/28/2023 10:30PM ET,WPG,15.15
C,Leon Draisaitl (27223912),Leon Draisaitl,27223912,C/UTIL,8200,EDM@VGK 03/28/2023 10:00PM ET,EDM,16.72
LW,Jason Robertson (27224162),Jason Robertson,27224162,W/UTIL,8100,DAL@CHI 03/28/2023 08:30PM ET,DAL,15.84
G,Matt Murray (27225074),Matt Murray,27225074,G,8100,DAL@CHI 03/28/2023 08:30PM ET,DAL,2.93
G,Tristan Jarry (27225075),Tristan Jarry,27225075,G,8100,PIT@DET 03/28/2023 07:00PM ET,PIT,13.79
G,Casey DeSmith (27225076),Casey DeSmith,27225076,G,8100,PIT@DET 03/28/2023 07:00PM ET,PIT,12.62
G,Carter Hart (27225077),Carter Hart,27225077,G,8000,MON@PHI 03/28/2023 07:00PM ET,PHI,13.12
G,David Rittich (27225078),David Rittich,27225078,G,8000,WPG@SJ 03/28/2023 10:30PM ET,WPG,9.95
G,Jacob Markstrom (27225079),Jacob Markstrom,27225079,G,7900,LA@CGY 03/28/2023 09:00PM ET,CGY,9.27
G,Dan Vladar (27225080),Dan Vladar,27225080,G,7900,LA@CGY 03/28/2023 09:00PM ET,CGY,9.8
G,Frederik Andersen (27225081),Frederik Andersen,27225081,G,7900,TB@CAR 03/28/2023 07:00PM ET,CAR,11.83
G,Pyotr Kochetkov (27225082),Pyotr Kochetkov,27225082,G,7900,TB@CAR 03/28/2023 07:00PM ET,CAR,13.26
C,Mika Zibanejad (27223914),Mika Zibanejad,27223914,C/UTIL,7800,CLS@NYR 03/28/2023 07:00PM ET,NYR,13.82
G,Felix Sandstrom (27225083),Felix Sandstrom,27225083,G,7800,MON@PHI 03/28/2023 07:00PM ET,PHI,6.93
G,Joel Hofer (27225084),Joel Hofer,27225084,G,7800,VAN@STL 03/28/2023 08:00PM ET,STL,13.8
G,Stuart Skinner (27225085),Stuart Skinner,27225085,G,7800,EDM@VGK 03/28/2023 10:00PM ET,EDM,14.17
RW,Travis Konecny (27224164),Travis Konecny,27224164,W/UTIL,7600,MON@PHI 03/28/2023 07:00PM ET,PHI,13.95
G,Jordan Binnington (27225086),Jordan Binnington,27225086,G,7600,VAN@STL 03/28/2023 08:00PM ET,STL,10.61
G,Thatcher Demko (27225090),Thatcher Demko,27225090,G,7600,VAN@STL 03/28/2023 08:00PM ET,VAN,11.55
G,Jonathan Quick (27225087),Jonathan Quick,27225087,G,7600,EDM@VGK 03/28/2023 10:00PM ET,VGK,8.60
G,Jack Campbell (27225088),Jack Campbell,27225088,G,7600,EDM@VGK 03/28/2023 10:00PM ET,EDM,9.74
G,Laurent Brossoit (27225089),Laurent Brossoit,27225089,G,7600,EDM@VGK 03/28/2023 10:00PM ET,VGK,19.5
G,Pheonix Copley (27225092),Pheonix Copley,27225092,G,7500,LA@CGY 03/28/2023 09:00PM ET,LA,11.81
G,Joonas Korpisalo (27225093),Joonas Korpisalo,27225093,G,7500,LA@CGY 03/28/2023 09:00PM ET,LA,14.63
C,Brayden Point (27223916),Brayden Point,27223916,C/UTIL,7500,TB@CAR 03/28/2023 07:00PM ET,TB,13.26
LW,Steven Stamkos (27224166),Steven Stamkos,27224166,W/UTIL,7500,TB@CAR 03/28/2023 07:00PM ET,TB,12.98
G,Andrei Vasilevskiy (27225091),Andrei Vasilevskiy,27225091,G,7500,TB@CAR 03/28/2023 07:00PM ET,TB,15.18
G,Sam Montembeault (27225095),Sam Montembeault,27225095,G,7400,MON@PHI 03/28/2023 07:00PM ET,MON,13.88
D,Erik Karlsson (27224664),Erik Karlsson,27224664,D/UTIL,7400,WPG@SJ 03/28/2023 10:30PM ET,SJ,13.96
RW,Jordan Kyrou (27224168),Jordan Kyrou,27224168,W/UTIL,7400,VAN@STL 03/28/2023 08:00PM ET,STL,13.54
G,Collin Delia (27225094),Collin Delia,27225094,G,7400,VAN@STL 03/28/2023 08:00PM ET,VAN,9.32
C,Jack Eichel (27223918),Jack Eichel,27223918,C/UTIL,7400,EDM@VGK 03/28/2023 10:00PM ET,VGK,13.70
G,Brian Elliott (27225097),Brian Elliott,27225097,G,7300,TB@CAR 03/28/2023 07:00PM ET,TB,11.87
G,Ville Husso (27225096),Ville Husso,27225096,G,7300,PIT@DET 03/28/2023 07:00PM ET,DET,11.68
LW,Kyle Connor (27224170),Kyle Connor,27224170,W/UTIL,7300,WPG@SJ 03/28/2023 10:30PM ET,WPG,13.02
C,Sidney Crosby (27223920),Sidney Crosby,27223920,C/UTIL,7200,PIT@DET 03/28/2023 07:00PM ET,PIT,13.59
G,Jake Allen (27225100),Jake Allen,27225100,G,7200,MON@PHI 03/28/2023 07:00PM ET,MON,10.82
G,Kaapo Kahkonen (27225098),Kaapo Kahkonen,27225098,G,7200,WPG@SJ 03/28/2023 10:30PM ET,SJ,8.49
G,James Reimer (27225099),James Reimer,27225099,G,7200,WPG@SJ 03/28/2023 10:30PM ET,SJ,10.48
G,Alex Stalock (27225103),Alex Stalock,27225103,G,7100,DAL@CHI 03/28/2023 08:30PM ET,CHI,13.84
G,Magnus Hellberg (27225101),Magnus Hellberg,27225101,G,7100,PIT@DET 03/28/2023 07:00PM ET,DET,9.16
G,Alex Nedeljkovic (27225102),Alex Nedeljkovic,27225102,G,7100,PIT@DET 03/28/2023 07:00PM ET,DET,8.53
RW,Zach Hyman (27224172),Zach Hyman,27224172,W/UTIL,7100,EDM@VGK 03/28/2023 10:00PM ET,EDM,13.77
G,Juuse Saros (27225104),Juuse Saros,27225104,G,7000,NSH@BOS 03/28/2023 07:00PM ET,NSH,15.11
G,Kevin Lankinen (27225105),Kevin Lankinen,27225105,G,7000,NSH@BOS 03/28/2023 07:00PM ET,NSH,13.72
C,Dylan Larkin (27223922),Dylan Larkin,27223922,C/UTIL,7000,PIT@DET 03/28/2023 07:00PM ET,DET,12.15
LW,Jake Guentzel (27224174),Jake Guentzel,27224174,W/UTIL,7000,PIT@DET 03/28/2023 07:00PM ET,PIT,13.12
RW,Tyler Toffoli (27224176),Tyler Toffoli,27224176,W/UTIL,6900,LA@CGY 03/28/2023 09:00PM ET,CGY,11.82
C,Roope Hintz (27223924),Roope Hintz,27223924,C/UTIL,6900,DAL@CHI 03/28/2023 08:30PM ET,DAL,12.41
G,Petr Mrazek (27225106),Petr Mrazek,27225106,G,6900,DAL@CHI 03/28/2023 08:30PM ET,CHI,11.2
