Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nathan MacKinnon (27081465),Nathan MacKinnon,27081465,C/UTIL,10200,COL@TOR 03/15/2023 07:00PM ET,COL,20.27
C,Auston Matthews (27081467),Auston Matthews,27081467,C/UTIL,8900,COL@TOR 03/15/2023 07:00PM ET,TOR,17.56
G,Ilya Sorokin (27081949),Ilya Sorokin,27081949,G,8300,NYI@ANH 03/15/2023 10:00PM ET,NYI,15.57
LW,Kirill Kaprizov (27081561),Kirill Kaprizov,27081561,W/UTIL,8200,MIN@STL 03/15/2023 09:30PM ET,MIN,15.81
G,Semyon Varlamov (27081950),Semyon Varlamov,27081950,G,8100,NYI@ANH 03/15/2023 10:00PM ET,NYI,14.30
G,Ilya Samsonov (27081951),Ilya Samsonov,27081951,G,8100,COL@TOR 03/15/2023 07:00PM ET,TOR,14.58
C,Tage Thompson (27081469),Tage Thompson,27081469,C/UTIL,8100,BUF@WAS 03/15/2023 07:00PM ET,BUF,16.51
G,Filip Gustavsson (27081952),Filip Gustavsson,27081952,G,8000,MIN@STL 03/15/2023 09:30PM ET,MIN,16.10
G,Matt Murray (27081953),Matt Murray,27081953,G,7900,COL@TOR 03/15/2023 07:00PM ET,TOR,12.57
G,Marc-Andre Fleury (27081955),Marc-Andre Fleury,27081955,G,7800,MIN@STL 03/15/2023 09:30PM ET,MIN,13.40
LW,Alex Ovechkin (27081563),Alex Ovechkin,27081563,W/UTIL,7800,BUF@WAS 03/15/2023 07:00PM ET,WAS,15.46
G,Darcy Kuemper (27081954),Darcy Kuemper,27081954,G,7800,BUF@WAS 03/15/2023 07:00PM ET,WAS,13.34
RW,Mikko Rantanen (27081565),Mikko Rantanen,27081565,W/UTIL,7700,COL@TOR 03/15/2023 07:00PM ET,COL,15.78
G,Charlie Lindgren (27081956),Charlie Lindgren,27081956,G,7600,BUF@WAS 03/15/2023 07:00PM ET,WAS,10.99
G,Ukko-Pekka Luukkonen (27081957),Ukko-Pekka Luukkonen,27081957,G,7600,BUF@WAS 03/15/2023 07:00PM ET,BUF,12.58
G,Craig Anderson (27081958),Craig Anderson,27081958,G,7600,BUF@WAS 03/15/2023 07:00PM ET,BUF,15.36
RW,William Nylander (27081567),William Nylander,27081567,W/UTIL,7500,COL@TOR 03/15/2023 07:00PM ET,TOR,14.60
RW,Jordan Kyrou (27081569),Jordan Kyrou,27081569,W/UTIL,7400,MIN@STL 03/15/2023 09:30PM ET,STL,13.96
G,Jordan Binnington (27081959),Jordan Binnington,27081959,G,7400,MIN@STL 03/15/2023 09:30PM ET,STL,10.98
G,Thomas Greiss (27081960),Thomas Greiss,27081960,G,7400,MIN@STL 03/15/2023 09:30PM ET,STL,13.11
D,Cale Makar (27081779),Cale Makar,27081779,D/UTIL,7300,COL@TOR 03/15/2023 07:00PM ET,COL,13.95
G,Alexandar Georgiev (27081961),Alexandar Georgiev,27081961,G,7300,COL@TOR 03/15/2023 07:00PM ET,COL,15.88
RW,Alex Tuch (27081571),Alex Tuch,27081571,W/UTIL,7300,BUF@WAS 03/15/2023 07:00PM ET,BUF,13.23
