Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RW,David Pastrnak (26515151),David Pastrnak,26515151,W/UTIL,9300,BOS@MON 01/24/2023 07:00PM ET,BOS,19.61
C,Nathan MacKinnon (26514893),Nathan MacKinnon,26514893,C/UTIL,9200,WAS@COL 01/24/2023 09:00PM ET,COL,19.91
C,Tage Thompson (26514895),Tage Thompson,26514895,C/UTIL,9000,BUF@STL 01/24/2023 08:00PM ET,BUF,17.49
LW,Alex Ovechkin (26515153),Alex Ovechkin,26515153,W/UTIL,8800,WAS@COL 01/24/2023 09:00PM ET,WAS,16.33
G,Linus Ullmark (26516119),Linus Ullmark,26516119,G,8500,BOS@MON 01/24/2023 07:00PM ET,BOS,18.21
RW,Travis Konecny (26515155),Travis Konecny,26515155,W/UTIL,8500,LA@PHI 01/24/2023 07:00PM ET,PHI,15.31
C,Jack Hughes (26514897),Jack Hughes,26514897,C/UTIL,8400,VGK@NJ 01/24/2023 07:30PM ET,NJ,17.38
G,Spencer Martin (26516120),Spencer Martin,26516120,G,8400,CHI@VAN 01/24/2023 10:00PM ET,VAN,8.15
G,Collin Delia (26516121),Collin Delia,26516121,G,8400,CHI@VAN 01/24/2023 10:00PM ET,VAN,10.79
G,Jeremy Swayman (26516122),Jeremy Swayman,26516122,G,8300,BOS@MON 01/24/2023 07:00PM ET,BOS,12.07
G,Vitek Vanecek (26516123),Vitek Vanecek,26516123,G,8300,VGK@NJ 01/24/2023 07:30PM ET,NJ,12.99
D,Roman Josi (26515701),Roman Josi,26515701,D/UTIL,8300,WPG@NSH 01/24/2023 08:00PM ET,NSH,17.81
G,Alexandar Georgiev (26516124),Alexandar Georgiev,26516124,G,8200,WAS@COL 01/24/2023 09:00PM ET,COL,15.92
G,Pavel Francouz (26516125),Pavel Francouz,26516125,G,8200,WAS@COL 01/24/2023 09:00PM ET,COL,15.87
G,MacKenzie Blackwood (26516126),MacKenzie Blackwood,26516126,G,8100,VGK@NJ 01/24/2023 07:30PM ET,NJ,10.39
G,Ville Husso (26516127),Ville Husso,26516127,G,8100,SJ@DET 01/24/2023 07:00PM ET,DET,12.02
RW,Mikko Rantanen (26515157),Mikko Rantanen,26515157,W/UTIL,8100,WAS@COL 01/24/2023 09:00PM ET,COL,16.71
G,Pheonix Copley (26516128),Pheonix Copley,26516128,G,8000,LA@PHI 01/24/2023 07:00PM ET,LA,11.47
RW,Matthew Tkachuk (26515159),Matthew Tkachuk,26515159,W/UTIL,8000,FLA@PIT 01/24/2023 07:00PM ET,FLA,15.73
G,Tristan Jarry (26516129),Tristan Jarry,26516129,G,8000,FLA@PIT 01/24/2023 07:00PM ET,PIT,17.30
C,Jack Eichel (26514899),Jack Eichel,26514899,C/UTIL,7900,VGK@NJ 01/24/2023 07:30PM ET,VGK,14.2
LW,Timo Meier (26515161),Timo Meier,26515161,W/UTIL,7900,SJ@DET 01/24/2023 07:00PM ET,SJ,15.95
G,Magnus Hellberg (26516133),Magnus Hellberg,26516133,G,7900,SJ@DET 01/24/2023 07:00PM ET,DET,8.62
G,Jordan Binnington (26516130),Jordan Binnington,26516130,G,7900,BUF@STL 01/24/2023 08:00PM ET,STL,10.56
G,Thomas Greiss (26516131),Thomas Greiss,26516131,G,7900,BUF@STL 01/24/2023 08:00PM ET,STL,14.73
G,Karel Vejmelka (26516132),Karel Vejmelka,26516132,G,7900,ANH@ARI 01/24/2023 09:00PM ET,ARI,13.47
RW,Nikita Kucherov (26515163),Nikita Kucherov,26515163,W/UTIL,7800,MIN@TB 01/24/2023 07:00PM ET,TB,15.79
G,Andrei Vasilevskiy (26516136),Andrei Vasilevskiy,26516136,G,7800,MIN@TB 01/24/2023 07:00PM ET,TB,15.32
G,Brian Elliott (26516137),Brian Elliott,26516137,G,7800,MIN@TB 01/24/2023 07:00PM ET,TB,14.8
G,Jonathan Quick (26516135),Jonathan Quick,26516135,G,7800,LA@PHI 01/24/2023 07:00PM ET,LA,8.47
G,Casey DeSmith (26516138),Casey DeSmith,26516138,G,7800,FLA@PIT 01/24/2023 07:00PM ET,PIT,12.28
D,Rasmus Dahlin (26515703),Rasmus Dahlin,26515703,D/UTIL,7800,BUF@STL 01/24/2023 08:00PM ET,BUF,15.25
G,Connor Hellebuyck (26516134),Connor Hellebuyck,26516134,G,7800,WPG@NSH 01/24/2023 08:00PM ET,WPG,16.79
LW,Kyle Connor (26515165),Kyle Connor,26515165,W/UTIL,7700,WPG@NSH 01/24/2023 08:00PM ET,WPG,14.72
G,Connor Ingram (26516139),Connor Ingram,26516139,G,7700,ANH@ARI 01/24/2023 09:00PM ET,ARI,10.6
C,Steven Stamkos (26514901),Steven Stamkos,26514901,C/UTIL,7600,MIN@TB 01/24/2023 07:00PM ET,TB,15.28
LW,Kirill Kaprizov (26515167),Kirill Kaprizov,26515167,W/UTIL,7600,MIN@TB 01/24/2023 07:00PM ET,MIN,16.10
G,Marc-Andre Fleury (26516143),Marc-Andre Fleury,26516143,G,7600,MIN@TB 01/24/2023 07:00PM ET,MIN,12.01
G,Filip Gustavsson (26516144),Filip Gustavsson,26516144,G,7600,MIN@TB 01/24/2023 07:00PM ET,MIN,15.02
G,David Rittich (26516140),David Rittich,26516140,G,7600,WPG@NSH 01/24/2023 08:00PM ET,WPG,13.06
G,Juuse Saros (26516141),Juuse Saros,26516141,G,7600,WPG@NSH 01/24/2023 08:00PM ET,NSH,15.8
G,Kevin Lankinen (26516142),Kevin Lankinen,26516142,G,7600,WPG@NSH 01/24/2023 08:00PM ET,NSH,16.1
D,Alex Pietrangelo (26515705),Alex Pietrangelo,26515705,D/UTIL,7500,VGK@NJ 01/24/2023 07:30PM ET,VGK,13.52
RW,Jordan Kyrou (26515169),Jordan Kyrou,26515169,W/UTIL,7500,BUF@STL 01/24/2023 08:00PM ET,STL,14.00
G,Ukko-Pekka Luukkonen (26516146),Ukko-Pekka Luukkonen,26516146,G,7500,BUF@STL 01/24/2023 08:00PM ET,BUF,13.85
G,Craig Anderson (26516147),Craig Anderson,26516147,G,7500,BUF@STL 01/24/2023 08:00PM ET,BUF,16.02
