Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
LW,Alex Ovechkin (26422860),Alex Ovechkin,26422860,W/UTIL,9000,WAS@NYI 01/16/2023 07:30PM ET,WAS,16.85
G,Casey DeSmith (26423388),Casey DeSmith,26423388,G,8500,ANH@PIT 01/16/2023 07:00PM ET,PIT,12.22
D,Roman Josi (26423146),Roman Josi,26423146,D/UTIL,8500,CGY@NSH 01/16/2023 08:00PM ET,NSH,18.03
LW,Jason Robertson (26422862),Jason Robertson,26422862,W/UTIL,8400,DAL@VGK 01/16/2023 06:00PM ET,DAL,16.97
G,Dustin Tokarski (26423389),Dustin Tokarski,26423389,G,8300,ANH@PIT 01/16/2023 07:00PM ET,PIT,14.65
G,Igor Shesterkin (26423390),Igor Shesterkin,26423390,G,8300,NYR@CLS 01/16/2023 07:00PM ET,NYR,15.14
G,Jaroslav Halak (26423393),Jaroslav Halak,26423393,G,8100,NYR@CLS 01/16/2023 07:00PM ET,NYR,9.56
G,Jacob Markstrom (26423391),Jacob Markstrom,26423391,G,8100,CGY@NSH 01/16/2023 08:00PM ET,CGY,9.59
G,Dan Vladar (26423392),Dan Vladar,26423392,G,8100,CGY@NSH 01/16/2023 08:00PM ET,CGY,12.22
C,Jack Eichel (26422720),Jack Eichel,26422720,C/UTIL,8000,DAL@VGK 01/16/2023 06:00PM ET,VGK,15.13
G,Logan Thompson (26423394),Logan Thompson,26423394,G,8000,DAL@VGK 01/16/2023 06:00PM ET,VGK,14.61
LW,Brady Tkachuk (26422864),Brady Tkachuk,26422864,W/UTIL,7900,OTT@STL 01/16/2023 08:00PM ET,OTT,14.46
G,Jordan Binnington (26423395),Jordan Binnington,26423395,G,7900,OTT@STL 01/16/2023 08:00PM ET,STL,10.64
G,Thomas Greiss (26423396),Thomas Greiss,26423396,G,7900,OTT@STL 01/16/2023 08:00PM ET,STL,15.59
G,Adin Hill (26423397),Adin Hill,26423397,G,7800,DAL@VGK 01/16/2023 06:00PM ET,VGK,12.3
G,Ilya Sorokin (26423398),Ilya Sorokin,26423398,G,7800,WAS@NYI 01/16/2023 07:30PM ET,NYI,15.06
G,Semyon Varlamov (26423399),Semyon Varlamov,26423399,G,7800,WAS@NYI 01/16/2023 07:30PM ET,NYI,15.18
C,Mika Zibanejad (26422722),Mika Zibanejad,26422722,C/UTIL,7700,NYR@CLS 01/16/2023 07:00PM ET,NYR,13.84
RW,Jordan Kyrou (26422866),Jordan Kyrou,26422866,W/UTIL,7700,OTT@STL 01/16/2023 08:00PM ET,STL,13.83
D,Alex Pietrangelo (26423148),Alex Pietrangelo,26423148,D/UTIL,7600,DAL@VGK 01/16/2023 06:00PM ET,VGK,13.43
G,Darcy Kuemper (26423400),Darcy Kuemper,26423400,G,7600,WAS@NYI 01/16/2023 07:30PM ET,WAS,14.36
G,Charlie Lindgren (26423401),Charlie Lindgren,26423401,G,7600,WAS@NYI 01/16/2023 07:30PM ET,WAS,13.28
C,Sidney Crosby (26422724),Sidney Crosby,26422724,C/UTIL,7500,ANH@PIT 01/16/2023 07:00PM ET,PIT,13.21
RW,Alex DeBrincat (26422868),Alex DeBrincat,26422868,W/UTIL,7500,OTT@STL 01/16/2023 08:00PM ET,OTT,12.64
G,Anton Forsberg (26423402),Anton Forsberg,26423402,G,7500,OTT@STL 01/16/2023 08:00PM ET,OTT,11.46
G,Cam Talbot (26423403),Cam Talbot,26423403,G,7500,OTT@STL 01/16/2023 08:00PM ET,OTT,11.67
G,Jake Oettinger (26423404),Jake Oettinger,26423404,G,7400,DAL@VGK 01/16/2023 06:00PM ET,DAL,15.28
G,Scott Wedgewood (26423405),Scott Wedgewood,26423405,G,7400,DAL@VGK 01/16/2023 06:00PM ET,DAL,12.21
LW,Jake Guentzel (26422870),Jake Guentzel,26422870,W/UTIL,7300,ANH@PIT 01/16/2023 07:00PM ET,PIT,12.21
G,Juuse Saros (26423406),Juuse Saros,26423406,G,7300,CGY@NSH 01/16/2023 08:00PM ET,NSH,15.67
G,Kevin Lankinen (26423407),Kevin Lankinen,26423407,G,7300,CGY@NSH 01/16/2023 08:00PM ET,NSH,14.24
D,John Carlson (26423150),John Carlson,26423150,D/UTIL,7200,WAS@NYI 01/16/2023 07:30PM ET,WAS,14.78
C,Tim Stuetzle (26422726),Tim Stuetzle,26422726,C/UTIL,7200,OTT@STL 01/16/2023 08:00PM ET,OTT,12.44
G,Joonas Korpisalo (26423408),Joonas Korpisalo,26423408,G,7100,NYR@CLS 01/16/2023 07:00PM ET,CLS,13.07
LW,Filip Forsberg (26422872),Filip Forsberg,26422872,W/UTIL,7100,CGY@NSH 01/16/2023 08:00PM ET,NSH,12.43
G,John Gibson (26423409),John Gibson,26423409,G,7000,ANH@PIT 01/16/2023 07:00PM ET,ANH,12.56
RW,Patrik Laine (26422874),Patrik Laine,26422874,W/UTIL,6900,NYR@CLS 01/16/2023 07:00PM ET,CLS,12.81
G,Elvis Merzlikins (26423410),Elvis Merzlikins,26423410,G,6900,NYR@CLS 01/16/2023 07:00PM ET,CLS,6.16
C,Roope Hintz (26422728),Roope Hintz,26422728,C/UTIL,6800,DAL@VGK 01/16/2023 06:00PM ET,DAL,12.66
RW,Jonathan Marchessault (26422876),Jonathan Marchessault,26422876,W/UTIL,6800,DAL@VGK 01/16/2023 06:00PM ET,VGK,11.36
G,Anthony Stolarz (26423411),Anthony Stolarz,26423411,G,6800,ANH@PIT 01/16/2023 07:00PM ET,ANH,8.61
D,Adam Fox (26423152),Adam Fox,26423152,D/UTIL,6800,NYR@CLS 01/16/2023 07:00PM ET,NYR,12.24
RW,Troy Terry (26422878),Troy Terry,26422878,W/UTIL,6700,ANH@PIT 01/16/2023 07:00PM ET,ANH,10.38
D,Thomas Chabot (26423154),Thomas Chabot,26423154,D/UTIL,6700,OTT@STL 01/16/2023 08:00PM ET,OTT,10.78
C,Evgeni Malkin (26422730),Evgeni Malkin,26422730,C/UTIL,6600,ANH@PIT 01/16/2023 07:00PM ET,PIT,11.67
RW,Drake Batherson (26422880),Drake Batherson,26422880,W/UTIL,6600,OTT@STL 01/16/2023 08:00PM ET,OTT,11.47
G,Robin Lehner (26423418),Robin Lehner,26423418,G,6500,DAL@VGK 01/16/2023 06:00PM ET,VGK,0
G,Laurent Brossoit (26423419),Laurent Brossoit,26423419,G,6500,DAL@VGK 01/16/2023 06:00PM ET,VGK,0
G,Lukas Dostal (26423416),Lukas Dostal,26423416,G,6500,ANH@PIT 01/16/2023 07:00PM ET,ANH,15.74
G,Olle Eriksson Ek (26423417),Olle Eriksson Ek,26423417,G,6500,ANH@PIT 01/16/2023 07:00PM ET,ANH,0
G,Tristan Jarry (26423421),Tristan Jarry,26423421,G,6500,ANH@PIT 01/16/2023 07:00PM ET,PIT,16.79
LW,Johnny Gaudreau (26422882),Johnny Gaudreau,26422882,W/UTIL,6500,NYR@CLS 01/16/2023 07:00PM ET,CLS,10.84
G,Daniil Tarasov (26423412),Daniil Tarasov,26423412,G,6500,NYR@CLS 01/16/2023 07:00PM ET,CLS,11.54
G,Jet Greaves (26423413),Jet Greaves,26423413,G,6500,NYR@CLS 01/16/2023 07:00PM ET,CLS,0
D,Noah Dobson (26423156),Noah Dobson,26423156,D/UTIL,6500,WAS@NYI 01/16/2023 07:30PM ET,NYI,11.05
G,Hunter Shepard (26423414),Hunter Shepard,26423414,G,6500,WAS@NYI 01/16/2023 07:30PM ET,WAS,0
G,Zach Fucale (26423415),Zach Fucale,26423415,G,6500,WAS@NYI 01/16/2023 07:30PM ET,WAS,0
G,Cory Schneider (26423420),Cory Schneider,26423420,G,6500,WAS@NYI 01/16/2023 07:30PM ET,NYI,0
G,Kevin Mandolese (26423423),Kevin Mandolese,26423423,G,6500,OTT@STL 01/16/2023 08:00PM ET,OTT,0
G,Yaroslav Askarov (26423422),Yaroslav Askarov,26423422,G,6500,CGY@NSH 01/16/2023 08:00PM ET,NSH,7.7
RW,Joe Pavelski (26422884),Joe Pavelski,26422884,W/UTIL,6400,DAL@VGK 01/16/2023 06:00PM ET,DAL,11.83
C,Nazem Kadri (26422732),Nazem Kadri,26422732,C/UTIL,6400,CGY@NSH 01/16/2023 08:00PM ET,CGY,11.61
LW,Chris Kreider (26422886),Chris Kreider,26422886,W/UTIL,6300,NYR@CLS 01/16/2023 07:00PM ET,NYR,11.61
C,Brock Nelson (26422734),Brock Nelson,26422734,C/UTIL,6300,WAS@NYI 01/16/2023 07:30PM ET,NYI,11.4
RW,Rickard Rakell (26422888),Rickard Rakell,26422888,W/UTIL,6200,ANH@PIT 01/16/2023 07:00PM ET,PIT,10.71
D,Shea Theodore (26423158),Shea Theodore,26423158,D/UTIL,6100,DAL@VGK 01/16/2023 06:00PM ET,VGK,10.77
C,Mathew Barzal (26422736),Mathew Barzal,26422736,C/UTIL,6100,WAS@NYI 01/16/2023 07:30PM ET,NYI,10.51
RW,Tyler Toffoli (26422890),Tyler Toffoli,26422890,W/UTIL,6100,CGY@NSH 01/16/2023 08:00PM ET,CGY,10.65
D,Miro Heiskanen (26423160),Miro Heiskanen,26423160,D/UTIL,6000,DAL@VGK 01/16/2023 06:00PM ET,DAL,11.14
C,Boone Jenner (26422738),Boone Jenner,26422738,C/UTIL,6000,NYR@CLS 01/16/2023 07:00PM ET,CLS,11.68
LW,Artemi Panarin (26422892),Artemi Panarin,26422892,W/UTIL,6000,NYR@CLS 01/16/2023 07:00PM ET,NYR,11.38
LW,Anders Lee (26422894),Anders Lee,26422894,W/UTIL,5900,WAS@NYI 01/16/2023 07:30PM ET,NYI,10.32
RW,Mark Stone (26422896),Mark Stone,26422896,W/UTIL,5800,DAL@VGK 01/16/2023 06:00PM ET,VGK,11.13
D,Jacob Trouba (26423162),Jacob Trouba,26423162,D/UTIL,5800,NYR@CLS 01/16/2023 07:00PM ET,NYR,11.28
LW,Pavel Buchnevich (26422898),Pavel Buchnevich,26422898,W/UTIL,5700,OTT@STL 01/16/2023 08:00PM ET,STL,10.25
C,Elias Lindholm (26422740),Elias Lindholm,26422740,C/UTIL,5700,CGY@NSH 01/16/2023 08:00PM ET,CGY,10.44
LW,Claude Giroux (26422900),Claude Giroux,26422900,W/UTIL,5500,OTT@STL 01/16/2023 08:00PM ET,OTT,10.35
D,Justin Faulk (26423164),Justin Faulk,26423164,D/UTIL,5500,OTT@STL 01/16/2023 08:00PM ET,STL,10.07
C,Evgeny Kuznetsov (26422742),Evgeny Kuznetsov,26422742,C/UTIL,5400,WAS@NYI 01/16/2023 07:30PM ET,WAS,9.27
D,Erik Gustafsson (26423166),Erik Gustafsson,26423166,D/UTIL,5400,WAS@NYI 01/16/2023 07:30PM ET,WAS,8.12
RW,Vladimir Tarasenko (26422902),Vladimir Tarasenko,26422902,W/UTIL,5400,OTT@STL 01/16/2023 08:00PM ET,STL,10.70
D,Rasmus Andersson (26423168),Rasmus Andersson,26423168,D/UTIL,5300,CGY@NSH 01/16/2023 08:00PM ET,CGY,10.19
LW,Trevor Zegras (26422904),Trevor Zegras,26422904,W/UTIL,5200,ANH@PIT 01/16/2023 07:00PM ET,ANH,9.46
D,Kris Letang (26423170),Kris Letang,26423170,D/UTIL,5200,ANH@PIT 01/16/2023 07:00PM ET,PIT,9.29
C,Vincent Trocheck (26422744),Vincent Trocheck,26422744,C/UTIL,5200,NYR@CLS 01/16/2023 07:00PM ET,NYR,10.50
LW,Reilly Smith (26422906),Reilly Smith,26422906,W/UTIL,5100,DAL@VGK 01/16/2023 06:00PM ET,VGK,9.92
D,Torey Krug (26423172),Torey Krug,26423172,D/UTIL,5100,OTT@STL 01/16/2023 08:00PM ET,STL,8.84
LW,Chandler Stephenson (26422908),Chandler Stephenson,26422908,W/UTIL,5000,DAL@VGK 01/16/2023 06:00PM ET,VGK,9.2
D,Jeff Petry (26423174),Jeff Petry,26423174,D/UTIL,5000,ANH@PIT 01/16/2023 07:00PM ET,PIT,8.45
