Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Connor McDavid (26650323),Connor McDavid,26650323,C/UTIL,9900,EDM@PHI 02/09/2023 07:00PM ET,EDM,21.13
C,Nathan MacKinnon (26650325),Nathan MacKinnon,26650325,C/UTIL,9400,COL@TB 02/09/2023 07:00PM ET,COL,19.31
C,Jack Hughes (26650327),Jack Hughes,26650327,C/UTIL,8700,SEA@NJ 02/09/2023 07:00PM ET,NJ,18.16
C,Leon Draisaitl (26650329),Leon Draisaitl,26650329,C/UTIL,8300,EDM@PHI 02/09/2023 07:00PM ET,EDM,16.30
G,Ilya Sorokin (26651097),Ilya Sorokin,26651097,G,8300,VAN@NYI 02/09/2023 07:30PM ET,NYI,15.28
RW,Nikita Kucherov (26650489),Nikita Kucherov,26650489,W/UTIL,8200,COL@TB 02/09/2023 07:00PM ET,TB,15.75
G,Sergei Bobrovsky (26651098),Sergei Bobrovsky,26651098,G,8200,SJ@FLA 02/09/2023 07:00PM ET,FLA,11.43
G,Spencer Knight (26651099),Spencer Knight,26651099,G,8200,SJ@FLA 02/09/2023 07:00PM ET,FLA,13.70
G,Alex Lyon (26651100),Alex Lyon,26651100,G,8200,SJ@FLA 02/09/2023 07:00PM ET,FLA,11.92
RW,Zach Hyman (26650491),Zach Hyman,26650491,W/UTIL,8100,EDM@PHI 02/09/2023 07:00PM ET,EDM,15.35
G,Stuart Skinner (26651102),Stuart Skinner,26651102,G,8100,EDM@PHI 02/09/2023 07:00PM ET,EDM,15.12
G,Jack Campbell (26651103),Jack Campbell,26651103,G,8100,EDM@PHI 02/09/2023 07:00PM ET,EDM,10.65
G,Semyon Varlamov (26651101),Semyon Varlamov,26651101,G,8100,VAN@NYI 02/09/2023 07:30PM ET,NYI,16.21
RW,Matthew Tkachuk (26650493),Matthew Tkachuk,26650493,W/UTIL,8000,SJ@FLA 02/09/2023 07:00PM ET,FLA,16.89
G,Vitek Vanecek (26651104),Vitek Vanecek,26651104,G,8000,SEA@NJ 02/09/2023 07:00PM ET,NJ,13.5
G,Jacob Markstrom (26651105),Jacob Markstrom,26651105,G,7900,CGY@DET 02/09/2023 07:00PM ET,CGY,9.26
G,Dan Vladar (26651106),Dan Vladar,26651106,G,7900,CGY@DET 02/09/2023 07:00PM ET,CGY,12.38
RW,Mikko Rantanen (26650495),Mikko Rantanen,26650495,W/UTIL,7800,COL@TB 02/09/2023 07:00PM ET,COL,16.37
G,Andrei Vasilevskiy (26651108),Andrei Vasilevskiy,26651108,G,7800,COL@TB 02/09/2023 07:00PM ET,TB,15.70
G,MacKenzie Blackwood (26651107),MacKenzie Blackwood,26651107,G,7800,SEA@NJ 02/09/2023 07:00PM ET,NJ,10.36
LW,Kirill Kaprizov (26650497),Kirill Kaprizov,26650497,W/UTIL,7700,VGK@MIN 02/09/2023 08:00PM ET,MIN,15.76
G,Marc-Andre Fleury (26651109),Marc-Andre Fleury,26651109,G,7700,VGK@MIN 02/09/2023 08:00PM ET,MIN,12.62
G,Filip Gustavsson (26651110),Filip Gustavsson,26651110,G,7700,VGK@MIN 02/09/2023 08:00PM ET,MIN,14.90
G,Alexandar Georgiev (26651111),Alexandar Georgiev,26651111,G,7600,COL@TB 02/09/2023 07:00PM ET,COL,16.31
G,Pavel Francouz (26651112),Pavel Francouz,26651112,G,7600,COL@TB 02/09/2023 07:00PM ET,COL,15.63
G,Brian Elliott (26651113),Brian Elliott,26651113,G,7600,COL@TB 02/09/2023 07:00PM ET,TB,13.71
LW,Timo Meier (26650499),Timo Meier,26650499,W/UTIL,7600,SJ@FLA 02/09/2023 07:00PM ET,SJ,15.87
C,Elias Pettersson (26650331),Elias Pettersson,26650331,C/UTIL,7600,VAN@NYI 02/09/2023 07:30PM ET,VAN,15.59
LW,Steven Stamkos (26650501),Steven Stamkos,26650501,W/UTIL,7500,COL@TB 02/09/2023 07:00PM ET,TB,14.90
G,Logan Thompson (26651114),Logan Thompson,26651114,G,7500,VGK@MIN 02/09/2023 08:00PM ET,VGK,14.39
G,Ville Husso (26651115),Ville Husso,26651115,G,7400,CGY@DET 02/09/2023 07:00PM ET,DET,11.83
D,Dougie Hamilton (26650835),Dougie Hamilton,26650835,D/UTIL,7300,SEA@NJ 02/09/2023 07:00PM ET,NJ,13.89
G,Martin Jones (26651117),Martin Jones,26651117,G,7300,SEA@NJ 02/09/2023 07:00PM ET,SEA,10.89
G,Adin Hill (26651116),Adin Hill,26651116,G,7300,VGK@MIN 02/09/2023 08:00PM ET,VGK,12.53
D,Cale Makar (26650837),Cale Makar,26650837,D/UTIL,7200,COL@TB 02/09/2023 07:00PM ET,COL,13.67
RW,Travis Konecny (26650503),Travis Konecny,26650503,W/UTIL,7200,EDM@PHI 02/09/2023 07:00PM ET,PHI,14.26
G,Carter Hart (26651118),Carter Hart,26651118,G,7200,EDM@PHI 02/09/2023 07:00PM ET,PHI,13.56
G,Magnus Hellberg (26651119),Magnus Hellberg,26651119,G,7200,CGY@DET 02/09/2023 07:00PM ET,DET,8.99
C,Bo Horvat (26650333),Bo Horvat,26650333,C/UTIL,7200,VAN@NYI 02/09/2023 07:30PM ET,NYI,13.91
D,Erik Karlsson (26650839),Erik Karlsson,26650839,D/UTIL,7100,SJ@FLA 02/09/2023 07:00PM ET,SJ,14.57
G,James Reimer (26651121),James Reimer,26651121,G,7100,SJ@FLA 02/09/2023 07:00PM ET,SJ,11.02
G,Philipp Grubauer (26651120),Philipp Grubauer,26651120,G,7100,SEA@NJ 02/09/2023 07:00PM ET,SEA,9.19
G,Felix Sandstrom (26651124),Felix Sandstrom,26651124,G,7000,EDM@PHI 02/09/2023 07:00PM ET,PHI,7.26
G,Spencer Martin (26651122),Spencer Martin,26651122,G,7000,VAN@NYI 02/09/2023 07:30PM ET,VAN,7.47
G,Collin Delia (26651123),Collin Delia,26651123,G,7000,VAN@NYI 02/09/2023 07:30PM ET,VAN,10.42
RW,Mats Zuccarello (26650505),Mats Zuccarello,26650505,W/UTIL,7000,VGK@MIN 02/09/2023 08:00PM ET,MIN,12.78
C,Brayden Point (26650335),Brayden Point,26650335,C/UTIL,6900,COL@TB 02/09/2023 07:00PM ET,TB,13.70
G,Kaapo Kahkonen (26651125),Kaapo Kahkonen,26651125,G,6900,SJ@FLA 02/09/2023 07:00PM ET,SJ,8.54
C,Jack Eichel (26650337),Jack Eichel,26650337,C/UTIL,6800,VGK@MIN 02/09/2023 08:00PM ET,VGK,13.55
LW,Evander Kane (26650507),Evander Kane,26650507,W/UTIL,6700,EDM@PHI 02/09/2023 07:00PM ET,EDM,13.25
D,Alex Pietrangelo (26650841),Alex Pietrangelo,26650841,D/UTIL,6700,VGK@MIN 02/09/2023 08:00PM ET,VGK,13.60
RW,Valeri Nichushkin (26650509),Valeri Nichushkin,26650509,W/UTIL,6600,COL@TB 02/09/2023 07:00PM ET,COL,12.39
C,Aleksander Barkov (26650339),Aleksander Barkov,26650339,C/UTIL,6600,SJ@FLA 02/09/2023 07:00PM ET,FLA,13.17
G,Jonas Johansson (26651126),Jonas Johansson,26651126,G,6500,COL@TB 02/09/2023 07:00PM ET,COL,4.9
LW,Carter Verhaeghe (26650511),Carter Verhaeghe,26650511,W/UTIL,6500,SJ@FLA 02/09/2023 07:00PM ET,FLA,12.50
G,Eetu Makiniemi (26651140),Eetu Makiniemi,26651140,G,6500,SJ@FLA 02/09/2023 07:00PM ET,SJ,8.9
G,Aaron Dell (26651141),Aaron Dell,26651141,G,6500,SJ@FLA 02/09/2023 07:00PM ET,SJ,9.1
