Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Connor McDavid (27002698),Connor McDavid,27002698,C/UTIL,10100,OTT@EDM 03/14/2023 09:00PM ET,EDM,22.02
RW,David Pastrnak (27002996),David Pastrnak,27002996,W/UTIL,9100,BOS@CHI 03/14/2023 08:30PM ET,BOS,18.97
D,Roman Josi (27003598),Roman Josi,27003598,D/UTIL,9000,DET@NSH 03/14/2023 08:00PM ET,NSH,17.51
G,Linus Ullmark (27004078),Linus Ullmark,27004078,G,8500,BOS@CHI 03/14/2023 08:30PM ET,BOS,18.86
C,Jack Hughes (27002700),Jack Hughes,27002700,C/UTIL,8400,TB@NJ 03/14/2023 07:00PM ET,NJ,17.27
G,Tristan Jarry (27004079),Tristan Jarry,27004079,G,8400,MON@PIT 03/14/2023 07:00PM ET,PIT,15.21
G,Casey DeSmith (27004080),Casey DeSmith,27004080,G,8400,MON@PIT 03/14/2023 07:00PM ET,PIT,13.27
G,Jacob Markstrom (27004082),Jacob Markstrom,27004082,G,8300,CGY@ARI 03/14/2023 10:00PM ET,CGY,9.90
G,Dan Vladar (27004083),Dan Vladar,27004083,G,8300,CGY@ARI 03/14/2023 10:00PM ET,CGY,9.93
G,Jeremy Swayman (27004081),Jeremy Swayman,27004081,G,8300,BOS@CHI 03/14/2023 08:30PM ET,BOS,12.36
G,Stuart Skinner (27004084),Stuart Skinner,27004084,G,8200,OTT@EDM 03/14/2023 09:00PM ET,EDM,14.32
G,Frederik Andersen (27004086),Frederik Andersen,27004086,G,8100,WPG@CAR 03/14/2023 07:00PM ET,CAR,11.65
G,Pyotr Kochetkov (27004087),Pyotr Kochetkov,27004087,G,8100,WPG@CAR 03/14/2023 07:00PM ET,CAR,13.43
G,Adin Hill (27004085),Adin Hill,27004085,G,8100,VGK@PHI 03/14/2023 07:00PM ET,VGK,13.31
C,Elias Pettersson (27002702),Elias Pettersson,27002702,C/UTIL,8100,DAL@VAN 03/14/2023 10:00PM ET,VAN,16.31
G,Jack Campbell (27004088),Jack Campbell,27004088,G,8000,OTT@EDM 03/14/2023 09:00PM ET,EDM,9.61
G,Igor Shesterkin (27004091),Igor Shesterkin,27004091,G,8000,WAS@NYR 03/14/2023 07:00PM ET,NYR,13.80
G,Juuse Saros (27004089),Juuse Saros,27004089,G,8000,DET@NSH 03/14/2023 08:00PM ET,NSH,15.47
G,Kevin Lankinen (27004090),Kevin Lankinen,27004090,G,8000,DET@NSH 03/14/2023 08:00PM ET,NSH,15.84
LW,Jason Robertson (27002998),Jason Robertson,27002998,W/UTIL,8000,DAL@VAN 03/14/2023 10:00PM ET,DAL,16.26
G,Pheonix Copley (27004093),Pheonix Copley,27004093,G,7900,NYI@LA 03/14/2023 10:30PM ET,LA,12.02
G,Joonas Korpisalo (27004094),Joonas Korpisalo,27004094,G,7900,NYI@LA 03/14/2023 10:30PM ET,LA,14.67
LW,Timo Meier (27003000),Timo Meier,27003000,W/UTIL,7900,TB@NJ 03/14/2023 07:00PM ET,NJ,15.05
G,Jonathan Quick (27004092),Jonathan Quick,27004092,G,7900,VGK@PHI 03/14/2023 07:00PM ET,VGK,8.73
G,Kaapo Kahkonen (27004095),Kaapo Kahkonen,27004095,G,7900,CLS@SJ 03/14/2023 10:30PM ET,SJ,8.57
G,James Reimer (27004096),James Reimer,27004096,G,7900,CLS@SJ 03/14/2023 10:30PM ET,SJ,10.78
G,Jaroslav Halak (27004099),Jaroslav Halak,27004099,G,7800,WAS@NYR 03/14/2023 07:00PM ET,NYR,10.50
RW,Nikita Kucherov (27003002),Nikita Kucherov,27003002,W/UTIL,7800,TB@NJ 03/14/2023 07:00PM ET,TB,15.29
G,Vitek Vanecek (27004097),Vitek Vanecek,27004097,G,7800,TB@NJ 03/14/2023 07:00PM ET,NJ,12.99
G,Akira Schmid (27004098),Akira Schmid,27004098,G,7800,TB@NJ 03/14/2023 07:00PM ET,NJ,12.81
G,Jake Oettinger (27004100),Jake Oettinger,27004100,G,7800,DAL@VAN 03/14/2023 10:00PM ET,DAL,15.03
C,Leon Draisaitl (27002704),Leon Draisaitl,27002704,C/UTIL,7700,OTT@EDM 03/14/2023 09:00PM ET,EDM,16.25
